assay_id,src_id,tissue_id,confidence_score,doc_id,assay_organism,description,assay_type,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
8269,1,,1,14681,Rattus norvegicus,Compound was tested for area under concentration -time curve from time 0 to time of last detectable concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,A,,,10116.0,,,
8270,1,,0,13118,,Concentration of compound in Central nervous system,A,,,,,,
8271,1,,0,13118,,Concentration of compound in Central nervous system; Not detectable,A,,,,,,
8272,1,,1,13318,Mus musculus,"Concentration of diester in the blood, following oral administration in mice",A,,,10090.0,,,
8273,1,,1,13318,Mus musculus,"Concentration of monoester in the blood, following oral administration in mice",A,,,10090.0,,,
8274,1,,1,13318,Mus musculus,Concentration of the 9-[2-(Phosphonomethoxy)ethoxy]adenine in the blood following oral administration in mice,A,,,10090.0,,,
8275,1,,0,15692,,Evaluated for Pharmacokinetic property: Area under the curve,A,,,,,,
8276,1,,1,14839,Mus musculus,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after a peroral dose of 25 mg/kg in nude mice,A,,,10090.0,,,
8277,1,,1,14839,Macaca fascicularis,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after iv dose of 25 mg/kg in nude mice,A,,,9541.0,,,
8278,1,,1,14839,Macaca fascicularis,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after iv dose of 5 mg/kg expressed as Area under the curve,A,,,9541.0,,,
8279,1,,1,14839,Macaca fascicularis,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 10 mg/kg expressed as Area under the curve,A,,,9541.0,,,
8280,1,,1,14839,Macaca fascicularis,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 5 mg/kg expressed as Area under the curve,A,,,9541.0,,,
8281,1,,1,14839,Macaca fascicularis,In vivo antitumor efficacy in cynomolgus monkeys 0-8 hours after peroral dose of 25 mg/kg expressed as Area under the curve,A,,,9541.0,,,
8282,1,,1,14839,Macaca fascicularis,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 10 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",A,,,9541.0,,,
8283,1,,1,14839,Macaca fascicularis,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-8 hr)",A,,,9541.0,,,
8284,1,,1,14839,Macaca fascicularis,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",A,,,9541.0,,,
8285,1,,1,14839,Macaca fascicularis,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, iv and the total drug exposure was determined. (0-8 hr)",A,,,9541.0,,,
8286,1,,1,14839,Macaca fascicularis,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, perorally and the total drug exposure was determined (0-8 hr)",A,,,9541.0,,,
8287,1,,1,14839,Macaca fascicularis,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, intravenously and the total drug exposure was determined (0-8 hr)",A,,,9541.0,,,
8288,1,,1,14839,Macaca fascicularis,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",A,,,9541.0,,,
8289,1,,1,14839,Mus musculus,In vivo antitumor efficacy in nude mice 0-24 hr after intravenous dose of 25 mg/kg expressed as Area under the curve,A,,,10090.0,,,
8290,1,,1,14839,Mus musculus,In vivo antitumor efficacy in nude mice 0-24 hr after iperoral dose of 25 mg/kg expressed as Area under the curve,A,,,10090.0,,,
8291,1,,1,14839,Mus musculus,In vivo antitumor efficacy in nude mice 0-24 hr after iv dose of 25 mg/kg expressed as Area under the curve,A,,,10090.0,,,
8292,1,,1,14839,Mus musculus,In vivo antitumor efficacy in nude mice 0-24 hr after peroral dose of 25 mg/kg expressed as Area under the curve,A,,,10090.0,,,
8293,1,,1,14839,Mus musculus,In vivo antitumor efficacy in nude mice after peroral dose of 10 mg/kg expressed as Area under the curve,A,,,10090.0,,,
8294,1,,1,14839,Mus musculus,In vivo antitumor efficacy in nude mice after peroral dose of 25 mg/kg expressed as Area under the curve,A,,,10090.0,,,
8295,1,,1,14839,Mus musculus,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined.",A,,,10090.0,,,
8296,1,,1,14839,Mus musculus,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-24hr)",A,,,10090.0,,,
8297,1,,1,14839,Mus musculus,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-4 hr)",A,,,10090.0,,,
8298,1,,1,14839,Mus musculus,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined",A,,,10090.0,,,
8299,1,,1,14839,Mus musculus,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-24hr)",A,,,10090.0,,,
8300,1,,1,14839,Mus musculus,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-4 hr)",A,,,10090.0,,,
8301,1,1969.0,1,5408,Rattus norvegicus,Evaluated for plasma clearance after iv administration of 5 mg/kg to male Sprague-Dawley rats,A,In vivo,,10116.0,,Plasma,
8302,1,,1,6827,Rattus norvegicus,High i.v. clearance in Dawley rats,A,In vivo,,10116.0,,,
8303,1,2107.0,1,17538,Rattus norvegicus,In vitro clearance in rat liver microsomes,A,In vitro,,10116.0,,Liver,
8304,1,2107.0,1,6331,Rattus norvegicus,Intrinsic clearance in rat liver microsomes was determined,A,In vitro,,10116.0,,Liver,
8305,1,2107.0,1,5948,Rattus norvegicus,Intrinsic clearance in rat hepatocytes was determined,A,In vitro,,10116.0,,Liver,Hepatocyte
8306,1,,1,4026,Rattus norvegicus,Plasma Clearance was determined,A,In vivo,,10116.0,,,
8307,1,,1,6647,Rattus norvegicus,Plasma clearance after intravenous administration of 0.4 mg/kg of dose in rats was determined,A,In vivo,,10116.0,,,
8308,1,,1,1696,Rattus norvegicus,Plasma clearance in rat.,A,In vivo,,10116.0,,,
8309,1,,1,6597,Rattus norvegicus,Plasma clearance in rats,A,In vivo,,10116.0,,,
8310,1,,1,347,Rattus norvegicus,Plasma clearance was estimated from the AUC after 5 mg/kg intravenous dosing in rats,A,In vivo,,10116.0,,,
8311,1,,1,16423,Rattus norvegicus,Plasma clearance was evaluated after 10 uM/kg of intra arterial administration,A,In vivo,,10116.0,,,
8312,1,,1,2879,Rattus norvegicus,Plasma clearance was measured in rat,A,In vivo,,10116.0,,,
8313,1,,1,4883,Rattus norvegicus,Clearance after iv administration to Sprague-Dawley rat at dosage of 0.2 mg/kg,A,In vivo,,10116.0,,,
8314,1,1969.0,1,5328,Rattus norvegicus,"Tested for the plasma clearance in Dawley rat at a dose of 1 mg/kg intravenous, 2 mg/kg orally",A,In vivo,,10116.0,,Plasma,
8315,1,,1,5160,Rattus norvegicus,The clearance rate in mature male rat at a intravenous dose of 3 mg/kg,A,In vivo,,10116.0,,,
8316,1,,1,17582,Rattus norvegicus,Total body clearance was evaluated for the compound after i.v. administration at a dose of 5 mg/kg was measured in rats,A,In vivo,,10116.0,,,
8317,1,,1,17651,Rattus norvegicus,Total clearance at 1 mg/kg was determined in rat,A,In vivo,,10116.0,,,
8318,1,,1,17651,Rattus norvegicus,Total clearance at 10 mg/kg was determined in rat,A,In vivo,,10116.0,,,
8319,1,,1,6596,Rattus norvegicus,Clearance in rat,A,In vivo,,10116.0,,,
8320,1,,1,4796,Rattus norvegicus,Plasma clearance rate determined in rats,A,In vivo,,10116.0,,,
8321,1,,1,6850,Rattus norvegicus,Clearance of compound in rat was evaluated,A,In vivo,,10116.0,,,
8322,1,1969.0,1,5932,Rattus norvegicus,Plasma concentration in rats after 7 hr at 30mg/kg oral dose,A,In vivo,,10116.0,,Plasma,
8323,1,,1,3371,Rattus norvegicus,Pharmacokinetic property (blood clearance) in rat,A,In vivo,,10116.0,,,
8324,1,,1,2083,Rattus norvegicus,Plasma clearance in rat,A,In vivo,,10116.0,,,
8325,1,,1,4942,Rattus norvegicus,Plasma clearance in rats,A,In vivo,,10116.0,,,
8326,1,2107.0,1,6838,Rattus norvegicus,Intrinsic clearance of compound against NADPH-fortified rat liver microsomes,A,In vitro,,10116.0,,Liver,
8327,1,,1,5353,Rattus norvegicus,Clearance in Dawley rat,A,In vivo,,10116.0,,,
8328,1,,1,6641,Rattus norvegicus,Clearance rat,A,In vivo,,10116.0,,,
8329,1,,1,6641,Rattus norvegicus,Clearance rat (dosed at 0.5 mpk IV and 2.0 mpk po.),A,In vivo,,10116.0,,,
8330,1,,1,6641,Rattus norvegicus,Clearance rat; Not determined,A,In vivo,,10116.0,,,
8331,1,,1,6444,Rattus norvegicus,Clearance rate was determined in rat at a dose of 1 mpk i.v.,A,In vivo,,10116.0,,,
8332,1,,1,6444,Rattus norvegicus,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND means not determined,A,In vivo,,10116.0,,,
8333,1,,1,6444,Rattus norvegicus,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND=not determined,A,In vivo,,10116.0,,,
8334,1,,1,6211,Rattus norvegicus,Clearance was determined by iv administration (1.5 mg/kg) in fasted male Sprague-Dawley rats,A,In vivo,,10116.0,,,
8335,1,1969.0,1,12873,Rattus norvegicus,"Clearance in plasma calculated from Time-Course plasma concentrations in rats at a dose of 2.5 mg/kg, iv",A,In vivo,,10116.0,,Plasma,
8336,1,,1,6570,Rattus norvegicus,Clearance of compound in rat after 1 mg/kg i.v. administration,A,In vivo,,10116.0,,,
8337,1,,1,3341,Rattus norvegicus,Compound was evaluated for Hepatic clearance in rat,A,In vivo,,10116.0,,,
8338,1,,1,4891,Rattus norvegicus,In vivo clearance after 5 mg/kg dose,A,In vivo,,10116.0,,,
8339,1,1969.0,1,1094,Rattus norvegicus,Compound was tested for plasma clearance in rats,A,In vivo,,10116.0,,Plasma,
8340,1,,1,2938,Rattus norvegicus,Hepatic clearance after intravenous administration was evaluated in rat,A,In vivo,,10116.0,,,
8341,1,,1,17853,Rattus norvegicus,Lower clearance in rat (i.v.) at 0.5 mpk,A,In vivo,,10116.0,,,
8342,1,1969.0,1,6049,Rattus norvegicus,Pharmacokinetic parameter expressed as plasma clearance in rat,A,In vivo,,10116.0,,Plasma,
8343,1,,1,5789,Rattus norvegicus,Pharmacokinetic property (Clp) in rat,A,In vivo,,10116.0,,,
8344,1,,1,4514,Rattus norvegicus,Plasma clearance in Sprague-Dawley rats,A,In vivo,,10116.0,,,
8345,1,,1,6448,Rattus norvegicus,Plasma clearance (Clp) in rat,A,In vivo,,10116.0,,,
8346,1,,1,6062,Rattus norvegicus,Plasma clearance for the compound was measured in rat after an iv dose of 1 mg/kg,A,In vivo,,10116.0,,,
8347,1,,1,5710,Rattus norvegicus,Plasma clearance in fasted male Sprague dawely rats on administration of 0.5 mg/Kg i.v. of the compound,A,In vivo,,10116.0,,,
8348,1,,1,4709,Rattus norvegicus,Plasma clearance after intravenous administration of 1 mg/kg in rat,A,In vivo,,10116.0,,,
8349,1,,1,4521,Rattus norvegicus,Plasma clearance in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,A,In vivo,,10116.0,,,
8350,1,,1,1742,Rattus norvegicus,Plasma clearance in rat was determined,A,In vivo,,10116.0,,,
8351,1,,1,6057,Rattus norvegicus,Plasma clearance measured in rat,A,In vivo,,10116.0,,,
8352,1,,1,6057,Rattus norvegicus,Plasma clearance was calculated in rat,A,In vivo,,10116.0,,,
8353,1,,1,5145,Rattus norvegicus,Plasma clearance in rat,A,In vivo,,10116.0,,,
8354,1,,1,5833,Rattus norvegicus,Plasma clearance in rat,A,In vivo,,10116.0,,,
8355,1,,1,6453,Rattus norvegicus,Plasma clearance in rat,A,In vivo,,10116.0,,,
8356,1,,1,6640,Rattus norvegicus,Plasma clearance in rat,A,In vivo,,10116.0,,,
8357,1,,1,6305,Rattus norvegicus,Plasma clearance in rats,A,In vivo,,10116.0,,,
8358,1,,1,6642,Rattus norvegicus,Plasma clearance in rat,A,In vivo,,10116.0,,,
8359,1,,1,5472,Rattus norvegicus,Plasma clearance was evaluated in rat,A,In vivo,,10116.0,,,
8360,1,,1,5472,Rattus norvegicus,Plasma clearance was evaluated in rat; Not tested,A,In vivo,,10116.0,,,
8361,1,,1,5144,Rattus norvegicus,Plasma clearance rate was determined for the compound in rat,A,In vivo,,10116.0,,,
8362,1,,1,6685,Rattus norvegicus,"Plasma clearance rate was determined in rats at 10mg/kg, p.o. dose; n/a: not applicable",A,In vivo,,10116.0,,,
8363,1,,1,6685,Rattus norvegicus,"Plasma clearance rate was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",A,In vivo,,10116.0,,,
8364,1,,1,6685,Rattus norvegicus,"Plasma clearance rate was determined in rats at 2 mg/kg, i.v. dose",A,In vivo,,10116.0,,,
8365,1,948.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat heart was reported at 24 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Heart,
8366,1,948.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat heart was reported at 4 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Heart,
8367,1,160.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat intestine was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Intestine,
8368,1,160.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat intestine was reported at 1 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Intestine,
8369,1,160.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat intestine was reported at 2 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Intestine,
8370,1,160.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat intestine was reported at 24 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Intestine,
8371,1,160.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat intestine was reported at 4 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Intestine,
8372,1,2113.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat kidneys was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Kidney,
8373,1,2113.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat kidneys was reported at 1 h post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Kidney,
8374,1,2113.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat kidneys was reported at 2 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Kidney,
8375,1,2113.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat kidneys was reported at 24 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Kidney,
8376,1,2113.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat kidneys was reported at 4 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Kidney,
8377,1,2107.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat liver was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Liver,
8378,1,2107.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat liver was reported at 1 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Liver,
8379,1,2107.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat liver was reported at 2 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Liver,
8380,1,2107.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat liver was reported at 24 h post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Liver,
8381,1,2107.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat liver was reported at 4 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Liver,
8382,1,2048.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat lung was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Lung,
8383,1,2048.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat lung was reported at 1 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Lung,
8384,1,2048.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat lung was reported at 2 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Lung,
8385,1,2048.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat lung was reported at 24 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Lung,
8386,1,2048.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat lung was reported at 4 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Lung,
8387,1,2385.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat muscle was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Muscle tissue,
8388,1,2385.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat muscle was reported at 1 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Muscle tissue,
8389,1,2385.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat muscle was reported at 2 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Muscle tissue,
8390,1,2385.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat muscle was reported at 24 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Muscle tissue,
8391,1,2385.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat muscle was reported at 4 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Muscle tissue,
8392,1,2106.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat spleen was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Spleen,
8393,1,2106.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat spleen was reported at 1 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Spleen,
8394,1,2106.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat spleen was reported at 2 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Spleen,
8395,1,2106.0,1,13950,Rattus norvegicus,Biodistribution of [123I]-label in rat spleen was reported at 24 h post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Spleen,
