venue,title,id,authors,year
very large data bases,smooth - a distributed multimedia database system,1340,"harald kosch , l &#225; szl &#243; b &#246; sz &#246; rm &#233; nyi , alexander bachlechner , christian hanin , christian hofbauer , margit lang , carmen riedler , roland tusch",2001
very large data bases,navigating large-scale semi-structured data in business portals,1341,"man abrol , neil latarche , uma mahadevan , jianchang mao , rajat mukherjee , prabhakar raghavan , michel tourn , john wang , grace zhang",2001
very large data bases,approximate query processing : taming the terabytes,1342,"minos n. garofalakis , phillip b. gibbon",2001
very large data bases,user-optimizer communication using abstract plans in sybase ase,1343,"mihnea andrei , patrick valduriez",2001
very large data bases,c2p : clustering based on closest pairs,1344,"alexandros nanopoulos , yannis theodoridis , yannis manolopoulos",2001
very large data bases,caching technologies for web applications,1345,c. mohan,2001
very large data bases,developing an indexing scheme for xml document collection using the oracle8i extensibility framework,1346,"seema sundara , ying hu , timothy chorma , nipun agarwal , jagannathan srinivasan",2001
very large data bases,update propagation strategies for improving the quality of data on the web,1347,"alexandros labrinidis , nick roussopoulos",2001
very large data bases,mv3r-tree : a spatio-temporal access method for timestamp and interval queries,1348,"yufei tao , dimitris papadias",2001
very large data bases,a comparative study of alternative middle tier caching solutions to support dynamic web content acceleration,1349,"anindya datta , kaushik dutta , helen m. thomas , debra e. vandermeer , krithi ramamritham , dan fishman",2001
very large data bases,supporting incremental join queries on ranked inputs,1350,"apostol natsev , yuan-chi chang , john r. smith , chung-sheng li , jeffrey scott vitter",2001
very large data bases,intelligent rollups in multidimensional olap data,1351,"gayatri sathe , sunita sarawagi",2001
very large data bases,weaving relations for cache performance,1352,"anastassia ailamaki , david j. dewitt , mark d. hill , marios skounakis",2001
very large data bases,answering xml queries on heterogeneous data sources,1353,"ioana manolescu , daniela florescu , donald kossmann",2001
very large data bases,architectures for internal web services deployment,1354,oded shmueli,2001
very large data bases,cheetah : a lightweight transaction server for plug-and-play internet data management,1355,"guy pardon , gustavo alonso",2000
very large data bases,concurrency in the data warehouse,1356,richard taylor,2000
very large data bases,evolution of groupware for business applications : a database perspective on lotus domino/notes,1357,"c. mohan , ron barber , s. watts , a. somani , markos zaharioudakis",2000
very large data bases,"biodiversity informatics : the challenge of rapid development , large databases , and complex data ( keynote )",1358,"meridith a. lane , james l. edwards , ebbe nielsen",2000
very large data bases,"do n't be lazy , be consistent : postgres-r , a new way to implement database replication",1359,"bettina kemme , gustavo alonso",2000
very large data bases,focused crawling using context graphs,1360,"michelangelo diligenti , frans coetzee , steve lawrence , c. lee giles , marco gori",2000
very large data bases,an ultra highly available dbms,1361,"svein-olaf hvasshovd , svein erik bratsberg , &#216; ystein torbj &#248; rnsen",2000
very large data bases,local dimensionality reduction : a new approach to indexing high dimensional spaces,1362,"kaushik chakrabarti , sharad mehrotra",2000
very large data bases,hierarchical compact cube for range-max queries,1363,"sin yeung lee , tok wang ling , hua-gang li",2000
very large data bases,panel : is generic metadata management feasible ?,1364,"philip a. bernstein , laura m. haas , matthias jarke , erhard rahm , gio wiederhold",2000
very large data bases,linking business to deliver value : a data management challenge,1365,anand deshpande,2000
very large data bases,building scalable internet applications with oracle8i server,1366,"julie basu , jos &#233; alberto fern &#225; ndez , olga peschansky",2000
very large data bases,model-based information integration in a neuroscience mediator system,1367,"bertram lud &#228; scher , amarnath gupta , maryann e. martone",2000
very large data bases,the 3w model and algebra for unified data mining,1368,"theodore johnson , laks v. s. lakshmanan , raymond t. ng",2000
very large data bases,xperanto : middleware for publishing object-relational data as xml documents,1369,"michael j. carey , jerry kiernan , jayavel shanmugasundaram , eugene j. shekita , subbu n. subramanian",2000
very large data bases,"panel : future directions of database research - the vldb broadening strategy , part 1",1370,hans-j &#246; rg schek,2000
very large data bases,optimizing multi-feature queries for image databases,1371,"ulrich g &#252; ntzer , wolf-tilo balke , werner kie &#223; ling",2000
very large data bases,practical applications of triggers and constraints : success and lingering issues ( 10-year award ),1372,"stefano ceri , roberta cochrane , jennifer widom",2000
very large data bases,approximating aggregate queries about web pages via random walks,1373,"ziv bar-yossef , alexander berg , steve chien , jittat fakcharoenphol , dror weitz",2000
very large data bases,optimizing queries on compressed bitmaps,1374,"sihem amer-yahia , theodore johnson",2000
very large data bases,work and information practices in the sciences of biodiversity,1375,geoffrey c. bowker,2000
very large data bases,integrating the ub-tree into a database system kernel,1376,"frank ramsak , volker markl , robert fenk , martin zirkel , klaus elhardt , rudolf bayer",2000
very large data bases,rainbow : distributed database system for classroom education and experimental research,1377,"abdelsalam helal , hua li",2000
very large data bases,telcordia 's database reconciliation and data quality analysis tool,1378,"francesco caruso , munir cochinwala , uma ganapathy , gail lalk , paolo missier",2000
very large data bases,"set containment joins : the good , the bad and the ugly",1379,"karthikeyan ramasamy , jignesh m. patel , jeffrey f. naughton , raghav kaushik",2000
very large data bases,what happens during a join ? dissecting cpu and memory optimization effects,1380,"stefan manegold , peter a. boncz , martin l. kersten",2000
very large data bases,"social , educational , and governmental change enabled through information technology",1381,"krithi ramamritham , yeha el atfi , carlo batini , michael eitan , valerie gregg , d. b. phatak",2000
