assay_id,src_id,description,assay_tissue,bao_format,src_assay_id,assay_organism,assay_category,curated_by,doc_id,assay_test_type,assay_type,assay_tax_id,assay_strain,assay_cell_type,assay_subcellular_fraction,tid
7114,1,Inhibition of tubulin polymerization in human ovarian cancer cell lines,,BAO_0000019,,Homo sapiens,,Autocuration,16936,,F,9606.0,,,,104766
7115,1,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780,,BAO_0000219,,Homo sapiens,,Intermediate,13759,,F,9606.0,,A2780,,81034
7116,1,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780-R,,BAO_0000219,,Homo sapiens,,Intermediate,13759,,F,9606.0,,A2780,,81034
7117,1,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780,,BAO_0000219,,Homo sapiens,,Intermediate,13759,,F,9606.0,,A2780,,81034
7118,1,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780-R,,BAO_0000219,,Homo sapiens,,Intermediate,13759,,F,9606.0,,A2780,,81034
7119,1,Compound was tested for inhibitory activity against A2780 human ovarian carcinoma cell line; activity expressed in Mean IC50 values,,BAO_0000219,,Homo sapiens,,Intermediate,15292,,F,9606.0,,A2780,,81034
7120,1,Compound was tested for inhibitory activity against A2780cisR human ovarian carcinoma cell line; activity expressed in Mean IC50 values,,BAO_0000219,,Homo sapiens,,Intermediate,15292,,F,9606.0,,A2780,,81034
7121,1,In vitro inhibition of human ovarian cell line A2780,,BAO_0000219,,Homo sapiens,,Expert,15069,,F,9606.0,,A2780,,81034
7122,1,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",,BAO_0000219,,Homo sapiens,,Expert,15069,,F,9606.0,,A2780,,81034
7123,1,Concentration of compound to inhibit the growth of human A2780 ovarian carcinoma cells(in vitro),,BAO_0000219,,Homo sapiens,,Intermediate,14073,,F,9606.0,,A2780,,81034
7124,1,Concentration required to inhibit A2780-cell growth by 50%,,BAO_0000219,,Homo sapiens,,Expert,14553,,F,9606.0,,A2780,,81034
7125,1,Concentration required to inhibit the cell growth by 50 % after 96 hr A2780 leukemic cells.,,BAO_0000219,,Homo sapiens,,Expert,13040,,F,9606.0,,A2780,,81034
7126,1,Cytotoxic effect on human ovarian (A2780) cancer cell line,,BAO_0000219,,Homo sapiens,,Expert,6891,,F,9606.0,,A2780,,81034
7127,1,Cytotoxic activity in a panel of Human ovarian tumor A2780 cell line after 96h of drug exposure,,BAO_0000219,,Homo sapiens,,Intermediate,15569,,F,9606.0,,A2780,,81034
7128,1,Cytotoxic potency required to inhibit A2780 cell growth by 50% after cell drug contact for 96 hrs,,BAO_0000219,,Homo sapiens,,Expert,14190,,F,9606.0,,A2780,,81034
7129,1,Cytotoxicity measured in human ovarian cell line A2780 using sulforhodamine B (SRB) assay,,BAO_0000219,,Homo sapiens,,Expert,15014,,F,9606.0,,A2780,,81034
7130,1,Cytotoxicity activity of the compound was measured in human ovarian cell line A2780 using sulforhodamine B (SRB) assay,,BAO_0000219,,Homo sapiens,,Intermediate,15014,,F,9606.0,,A2780,,81034
7131,1,Cytotoxicity against human ovarian carcinoma A2780 cell line,,BAO_0000219,,Homo sapiens,,Intermediate,17496,,F,9606.0,,A2780,,81034
7132,1,"Cytotoxicity against A2780-C25, oxaliplatin-resistant Ovarian carcinoma cell line",,BAO_0000219,,Homo sapiens,,Intermediate,13617,,F,9606.0,,A2780,,81034
7133,1,"Cytotoxicity against A2780-CP3, cisplatin-resistant Ovarian carcinoma cell line",,BAO_0000219,,Homo sapiens,,Intermediate,13617,,F,9606.0,,A2780,,81034
7134,1,"Cytotoxicity against A2780-DX5, Doxorubicin-resistant Ovarian carcinoma cell line",,BAO_0000219,,Homo sapiens,,Intermediate,13617,,F,9606.0,,A2780,,81034
7135,1,"Cytotoxicity against A2780-WT, human ovarian carcinoma cell line",,BAO_0000219,,Homo sapiens,,Intermediate,13617,,F,9606.0,,A2780,,81034
7136,1,Cytotoxicity against ovarian carcinoma A2780 tumor cell lines,,BAO_0000219,,Homo sapiens,,Intermediate,17672,,F,9606.0,,A2780,,81034
7137,1,Dose of required to inhibit growth of cisplatin resistant human ovarian carcinoma (A2780 cisR) cell line with compound free controls as measured by the sulforhodamine B growth delay assay,,BAO_0000219,,Homo sapiens,,Intermediate,4544,,F,9606.0,,A2780,,81034
7138,1,Dose of required to inhibit growth of human ovarian carcinoma (A2780) cell line with compound free controls as measured by the sulforhodamine B growth delay assay,,BAO_0000219,,Homo sapiens,,Intermediate,4544,,F,9606.0,,A2780,,81034
7139,1,"Growth inhibition in human ovarian carcinoma cell line (A2780cisR,cisplatin-resistant) using the 96 hour exposure sulforhodamine B (SRB) growth delay assay",,BAO_0000219,,Homo sapiens,,Intermediate,16317,,F,9606.0,,A2780,,81034
7140,1,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780,,BAO_0000219,,Homo sapiens,,Intermediate,15099,,F,9606.0,,A2780,,81034
7141,1,In vitro Growth Inhibitory activity against A2780 Human ovarian cancer cell line,,BAO_0000219,,Homo sapiens,,Intermediate,13978,,F,9606.0,,A2780,,81034
7142,1,In vitro antitumor activity against A2780 cell line.,,BAO_0000219,,Homo sapiens,,Expert,12989,,F,9606.0,,A2780,,81034
7143,1,In vitro cytotoxic activity against human tumor cell line A2780 after incubation for 96 hours,,BAO_0000219,,Homo sapiens,,Intermediate,5574,,F,9606.0,,A2780,,81034
7144,1,In vitro cytotoxicity against A2780 human ovarian cancer cell line,,BAO_0000219,,Homo sapiens,,Expert,13528,,F,9606.0,,A2780,,81034
7145,1,Inhibitory activity against kidney A-CHN tumor cell growth in culture,,BAO_0000219,,Homo sapiens,,Intermediate,12782,,F,9606.0,,ACHN,,80025
7146,1,The IC50 value was measured on ACHN cell line in renal tumor type.,,BAO_0000219,,Homo sapiens,,Intermediate,14255,,F,9606.0,,ACHN,,80025
7147,1,Concentration required for killing 50% of cells of renal ACHN cell lines was determined in vitro,,BAO_0000219,,Homo sapiens,,Intermediate,16364,,F,9606.0,,ACHN,,80025
7148,1,In vitro lethal concentration against most sensitive ACHN cell line,,BAO_0000219,,Homo sapiens,,Expert,17376,,F,9606.0,,ACHN,,80025
7149,1,Tested for cytotoxic activity against renal cancer ACHN cell line,,BAO_0000219,,Homo sapiens,,Intermediate,12016,,F,9606.0,,ACHN,,80025
7150,1,Compound tested for growth inhibition of renal cancer cell line ACHN,,BAO_0000219,,Homo sapiens,,Intermediate,6058,,F,9606.0,,ACHN,,80025
7151,1,Compound was tested for 50% growth inhibition against human renal cancer ACHN cell line,,BAO_0000219,,Homo sapiens,,Intermediate,17708,,F,9606.0,,ACHN,,80025
7152,1,Growth inhibition of the ACHN Renal cancer cell line for 2-day in vitro assay.,,BAO_0000219,,Homo sapiens,,Intermediate,15176,,F,9606.0,,ACHN,,80025
7153,1,In vitro anticancer activity against ACHN renal cancer cell line,,BAO_0000219,,Homo sapiens,,Intermediate,2806,,F,9606.0,,ACHN,,80025
7154,1,In vitro antitumor activity against Renal cancer ACHN cell lines by 6-day assay,,BAO_0000219,,Homo sapiens,,Intermediate,15300,,F,9606.0,,ACHN,,80025
7155,1,Percent selectivity was evaluated in renal ACHN cell lines,,BAO_0000219,,Homo sapiens,,Intermediate,16364,,F,9606.0,,ACHN,,80025
7156,1,In vitro inhibitory activity against renal ACHN cancer cell line,,BAO_0000219,,Homo sapiens,,Intermediate,13859,,F,9606.0,,ACHN,,80025
7157,1,Tested for cytotoxicity against ACHN cell lines in renal cancer,,BAO_0000219,,Homo sapiens,,Intermediate,11970,,F,9606.0,,ACHN,,80025
7158,1,Tested for the in vitro cytotoxicity against ACHN renal cancer cell line,,BAO_0000219,,Homo sapiens,,Intermediate,2450,,F,9606.0,,ACHN,,80025
7159,1,In vitro anti tumor activity against human tumor Renal cancer cell lines was determined,,BAO_0000219,,Homo sapiens,,Intermediate,12696,,F,9606.0,,ACHN,,80025
7160,1,Tested in vitro for cytotoxicity in ACHN cell line of Renal cancer,,BAO_0000219,,Homo sapiens,,Intermediate,12400,,F,9606.0,,ACHN,,80025
7161,1,Cytotoxic effect on renal cancer line ACHN,,BAO_0000219,,Homo sapiens,,Expert,12888,,F,9606.0,,ACHN,,80025
7162,1,In vitro anti-cancer activity against ACHN(Renal) human tumor cell line,,BAO_0000219,,Homo sapiens,,Intermediate,3156,,F,9606.0,,ACHN,,80025
7163,1,In vitro inhibition of Renal Cancer ACHN cell lines,,BAO_0000219,,Homo sapiens,,Intermediate,3381,,F,9606.0,,ACHN,,80025
7164,1,Antitumor activity against human renal adenocarcinoma ACHN cells,,BAO_0000219,,Homo sapiens,,Intermediate,16747,,F,9606.0,,ACHN,,80025
7165,1,Antitumor activity against human renal adenocarcinoma ACHN cells.,,BAO_0000219,,Homo sapiens,,Expert,16748,,F,9606.0,,ACHN,,80025
7166,1,Inhibitory concentration required to decrease cell viability in cell growth culture against kidney cells ACHN,,BAO_0000219,,Homo sapiens,,Intermediate,12062,,F,9606.0,,ACHN,,80025
7167,1,Compound was evaluated for in vitro activity against ACHN kidney cell lines (Human tumor cells ),,BAO_0000219,,Homo sapiens,,Intermediate,14769,,F,9606.0,,ACHN,,80025
7168,1,"Cytotoxicity against NCI tumor panel, ACHN renal cancer cell line",,BAO_0000219,,Homo sapiens,,Intermediate,15895,,F,9606.0,,ACHN,,80025
7169,1,Concentration of compound that cause 50% cytotoxicity of ACHN renal cancer cell line,,BAO_0000219,,Homo sapiens,,Intermediate,17376,,F,9606.0,,ACHN,,80025
7170,1,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration that inhibits 50% net cell growth).,,BAO_0000219,,Homo sapiens,,Intermediate,14882,,F,9606.0,,ACHN,,80025
7171,1,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration leading to 50% net cell death).,,BAO_0000219,,Homo sapiens,,Intermediate,14882,,F,9606.0,,ACHN,,80025
7172,1,Cytotoxicity was tested against renal cancer ACHN tumor cell lines.,,BAO_0000219,,Homo sapiens,,Intermediate,15661,,F,9606.0,,ACHN,,80025
7173,1,Keff is the effective biomolecular rate constant on paraxon for reactivation at pH 7.8 at 25 degree Centigrade,,BAO_0000019,,,,Autocuration,9680,,A,,,,,22224
7174,1,Compound tested for relative response using 1 uM ACh as agonist against AChM1 receptor.,,BAO_0000019,,,,Autocuration,14579,,F,,,,,10647
7175,1,Antiviral activity against AD169 strain of cytomegalovirus (CMV) in HEL (human erythroleukemia) cells.,,BAO_0000218,,Cytomegalovirus,,Expert,17290,,F,10358.0,,HEL,,50529
7176,1,Antiviral activity against AD169 strain of cytomegalovirus (CMV); ND=No data,,BAO_0000218,,Cytomegalovirus,,Intermediate,17290,,F,10358.0,,,,50529
7177,1,Compound was evaluated for its inhibitory activity against calf intestinal Adenosine deaminase (ADA),,BAO_0000357,,,,Autocuration,15891,,B,,,,,12159
7178,1,Evaluated for the inhibition of calf intestinal Adenosine deaminase (ADA),,BAO_0000357,,,,Autocuration,15890,,B,,,,,12159
7179,1,Inhibitory activity against ovarian tumor cell line ADDP after 72 hr continuous exposure to compound,,BAO_0000219,,Bos taurus,,Intermediate,3801,,F,9913.0,,ADDP cell line,,80670
7180,1,Tumor growth inhibition activity after subcutaneous transplanted tumor in ADJ-PC6 plasmacytoma cells,,BAO_0000219,,Mus musculus,,Intermediate,9222,,F,10090.0,,ADJ/PC6,,80671
7181,1,Tumor growth inhibition activity after subcutaneously transplanted tumor in ADJ-PC6 plasmacytoma cells,,BAO_0000219,,Mus musculus,,Intermediate,9222,,F,10090.0,,ADJ/PC6,,80671
7182,1,"Compound was tested for dose producing 90% reduction in tumor weight, in ADJ/PC6 mouse plasma cell tumor",,BAO_0000219,,Mus musculus,,Intermediate,7257,,F,10090.0,,ADJ/PC6,,80671
7183,1,Compound was tested for inhibition against ADJ/PC6 mouse plasma cell tumor at the dose of 320 mg/Kg,,BAO_0000219,,Mus musculus,,Intermediate,7257,,F,10090.0,,ADJ/PC6,,80671
7184,1,Compound was tested for dose required to kill 50 % of ADJ/PC6 mouse plasma cell tumor in a group,,BAO_0000219,,Mus musculus,,Intermediate,7257,,A,10090.0,,ADJ/PC6,,80671
7185,1,In vitro incorporation of the [3H]thymidine into the ADJ/PC6 Plasmacytoma cells,,BAO_0000219,,Mus musculus,,Intermediate,8084,,F,10090.0,,ADJ/PC6,,80671
7186,1,Tested for cytotoxicity against ADJ/PC6 mouse plasmacytoma,,BAO_0000019,,Mus musculus,,Autocuration,14943,,F,10090.0,,,,22224
7187,1,The compound was tested for cytotoxicity against ADJ/PC6 mouse plasmacytoma; Not determined,,BAO_0000019,,Mus musculus,,Autocuration,14943,,F,10090.0,,,,22224
7188,1,Tested for cytotoxicity against ADJ/PC6 plasmacytoma,,BAO_0000019,,Mus musculus,,Autocuration,14943,,F,10090.0,,,,22224
7189,1,Maximum concentration determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),,BAO_0000218,,Bacillus subtilis,,Autocuration,10524,In vivo,A,1423.0,,,,22224
7190,1,AUC value in dog after IV administration at a dose of 5 mg/kg,Plasma,BAO_0000218,,Canis lupus familiaris,,Intermediate,3546,,A,9615.0,,,,50588
7191,1,AUC value in dog after oral administration at a dose of 5 mg/kg,Plasma,BAO_0000218,,Canis lupus familiaris,,Intermediate,3546,,A,9615.0,,,,50588
7192,1,Cmax value in dog after oral administration at a dose of 5 mg/kg,,BAO_0000218,,Canis lupus familiaris,,Intermediate,3546,In vivo,A,9615.0,,,,50588
7193,1,Bioavailability in dog after oral administration at a dose of 5 mg/kg,,BAO_0000218,,Canis lupus familiaris,,Intermediate,3546,In vivo,A,9615.0,,,,50588
7194,1,Tmax value in dog after oral administration at a dose of 5 mg/kg,,BAO_0000218,,Canis lupus familiaris,,Intermediate,3546,In vivo,A,9615.0,,,,50588
7195,1,Compound was evaluated for its clearance when administered intravenously in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,3184,In vivo,A,9615.0,,,,50588
7196,1,Plasma clearance in Beagle dogs after intravenous administration at a dose of 10 mg/kg,,BAO_0000218,,Canis lupus familiaris,,Intermediate,16456,In vivo,A,9615.0,,,,50588
7197,1,Plasma clearance was determined in Beagle dogs after (iv) administration of a dose of 12 (uM/kg),,BAO_0000218,,Canis lupus familiaris,,Intermediate,4809,In vivo,A,9615.0,,,,50588
7198,1,Calculated partition coefficient (clogP),,BAO_0000100,,,,Intermediate,4219,,P,,,,,22229
7199,1,Half life in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,3748,,A,9615.0,,,,50588
7200,1,Time taken for EC90 was determined when tested in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,3132,,A,9615.0,,,,50588
7201,1,Half life (iv) was determined,,BAO_0000218,,Canis lupus familiaris,,Intermediate,4219,,A,9615.0,,,,50588
7202,1,Loss of compound (%metabolized) after 30 min exposure to human liver microsomes,Liver,BAO_0000218,,Canis lupus familiaris,,Intermediate,16907,,A,9615.0,,,,50588
7203,1,Area under the curve was calculated in dog after iv administration,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6057,,A,9615.0,,,,50588
7204,1,Area under the curve was calculated in dog after peroral administration,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6057,,A,9615.0,,,,50588
7205,1,Dose-normalized area under curve in dog (p.o.) at 2.0 mpk,,BAO_0000218,,Canis lupus familiaris,,Intermediate,17853,,A,9615.0,,,,50588
7206,1,pKa was evaluated in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,3639,,A,9615.0,,,,50588
7207,1,Compound was evaluated for pronounced GH response at 100 mg (n=6)(area under concentration curve was determined from 0-8 hr following morning and evening dosing with 25 mg of the compound,,BAO_0000218,,Canis lupus familiaris,,Intermediate,14541,,A,9615.0,,,,50588
7208,1,Alpha-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,,BAO_0000218,,Canis lupus familiaris,,Intermediate,16456,In vivo,A,9615.0,,,,50588
7209,1,Beta-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,,BAO_0000218,,Canis lupus familiaris,,Intermediate,16456,In vivo,A,9615.0,,,,50588
7210,1,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,,BAO_0000218,,Canis lupus familiaris,,Intermediate,2652,In vivo,A,9615.0,,,,50588
7211,1,Compound was evaluated for the half-life (t 1/2) in hours,,BAO_0000218,,Canis lupus familiaris,,Intermediate,3624,,A,9615.0,,,,50588
7212,1,Half life to reach the blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,Blood,BAO_0000218,,Canis lupus familiaris,,Intermediate,1337,In vivo,A,9615.0,,,,50588
7213,1,Half life to reach the blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,Blood,BAO_0000218,,Canis lupus familiaris,,Intermediate,1337,In vivo,A,9615.0,,,,50588
7214,1,Half life after intravenous administration of 1 mg/kg in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,4709,In vivo,A,9615.0,,,,50588
7215,1,Half life was measured in dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,15660,,A,9615.0,,,,50588
7216,1,Half life period in dog after 5 mg/kg dose,,BAO_0000218,,Canis lupus familiaris,,Intermediate,5302,In vivo,A,9615.0,,,,50588
7217,1,Half life period was evaluated in dog; 4-4.8,,BAO_0000218,,Canis lupus familiaris,,Intermediate,17791,,A,9615.0,,,,50588
7218,1,Half life was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6348,In vivo,A,9615.0,,,,50588
7219,1,Half-life was determined in dog after a3 mg/kg of iv dose,,BAO_0000218,,Canis lupus familiaris,,Intermediate,4257,In vivo,A,9615.0,,,,50588
7220,1,Half-life was determined,,BAO_0000218,,Canis lupus familiaris,,Intermediate,3771,,A,9615.0,,,,50588
7221,1,Half life in dogs,,BAO_0000218,,Canis lupus familiaris,,Intermediate,6305,,A,9615.0,,,,50588
7222,1,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 2 mg/kg tp dog,Plasma,BAO_0000218,,Canis lupus familiaris,,Intermediate,13501,In vivo,A,9615.0,,,,50588
7223,1,Apparent half-life after single intravenous bolus of 1 mg/kg in dogs,,BAO_0000218,,Canis lupus familiaris,,Intermediate,17594,In vivo,A,9615.0,,,,50588
7224,1,Compound was evaluated for the half life period after iv administration in Beagle dog.,,BAO_0000218,,Canis lupus familiaris,,Intermediate,3045,In vivo,A,9615.0,,,,50588
7225,1,Compound was evaluated for the half life period after oral administration in conscious dog.,,BAO_0000218,,Canis lupus familiaris,,Intermediate,3043,In vivo,A,9615.0,,,,50588
