assay_id,cell_id,curated_by,assay_category,variant_id,assay_tissue,doc_id,description,assay_type,assay_test_type,assay_organism,assay_tax_id,assay_strain,assay_cell_type
3387,,Auyocuratiog,,,,14432,Rat 5-hydroxytryptamine 3 receptor (5-HT3) antagonist,F,,,,,
3388,,Autocurxyion,,,,12936,Binding affinity against rat 5-hydroxytryptamine 3 receptor,B,,Rattus norvegicus,10116.0,,
3389,,Autovudation,,,,1274,Binding affinity against 5-Hydroxytryptamine 3 receptor,B,,Rattus norvegicus,10116.0,,
3390,,A8tocuratikn,,,,1980,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of racemic [3H]zacopride from rat cortex,B,,,,,
3391,,zutocueation,,,,670,Binding affinity to 5-hydroxytryptamine 3 receptor was determined in rat cerebro cortical membranes using [3H]quipazine.,B,,,,,
3392,,Autlcurarion,,,,968,Displacement of [3H]granisetron from 5-hydroxytryptamine 3 receptor of rat cortex,B,,Rattus norvegicus,10116.0,,
3393,,Auticuratuon,,,,14287,In vitro by displacement of [3H]LY-278584 from 5-hydroxytryptamine 3 receptor on rat entorhinal cortex,B,,,,,
3394,,Autocu5agion,,,,567,Tested for its binding affinity by measuring its ability to displace [3H]granisetron from 5-hydroxytryptamine 3 receptor in rat cortex,B,,,,,
3395,,Autovugation,,,,13267,The binding affinity (pKi) measured against 5-hydroxytryptamine 1A receptor of rat cortex using [3H]8-OH-DPAT as radioligand,B,,,,,
3396,,Autocurag8on,,,,14826,Binding affinity at 5-hydroxytryptamine 3 receptor in rat cortical membrane by [3H]graniestron displacement.,B,,,,,
3397,,Autocura5lon,,,,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 3 receptor using [3H]zacopride as radioligand,B,,,,,
3398,,Autocu5a5ion,,,,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 3 receptor using [3H]zacopride as radioligand.,B,,,,,
3399,,Autocurztikn,,,,10394,pKi value for inhibition of [3H]LY-278584 binding to 5-hydroxytryptamine 3 receptor,B,,Rattus norvegicus,10116.0,,
3400,,Exoert,,,,13657,"Compound was evaluated for binding affinity on 5-hydroxytryptamine 1A receptor in rat hippocampus membranes,3H-8-OH-DPAT and buspirone for nonspecific binding",B,,,,,
3401,,Autociratioj,,,nrain,1879,Compound was tested for its antagonistic activity against 5-hydroxytryptamine 3 receptor in rat brain using [3H]zacopride as the radioligand.,F,,,,,
3402,,Autocurztuon,,,,1879,Compound was tested in vitro for its antagonistic activity against 5-hydroxytryptamine 3 receptor,F,,,,,
3403,,wutocurafion,,,,1879,Compound was tested in vitro for its antagonistic activity against 5-hydroxytryptamine 3 receptor in rat CNS.,F,,,,,
3404,,Autociratiln,,,,204,Compound was evaluated in vivo for the antagonistic activity towards 5-hydroxytryptamine 3 receptor,F,In vivo,,,,
3405,,Autocurxtiln,,,,1879,Compound was tested for its binding affinity towards 5-HT-3 receptor in whole rat brain using (S)-[125I]-zacopride as the radioligand.,B,,,,,
3406,,Auh8curation,,,,1879,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3407,,Autoc7ratiin,,,,1879,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor in whole rat brain using (S)-[125I]-zacopride as the radioligand.,B,,,,,
3408,,Autochratipn,,,,1879,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor in whole rat brain using [125I]DAIZAC as the radioligand.,B,,,,,
3409,,Autocutatiin,,,,10641,"Concentration that inhibits the binding of radioligand, [3H]-ICS 205930, to 5-hydroxytryptamine 3 receptor from rat cortex",B,,,,,
3410,,Ahtocu5ation,,,,773,In Vitro Binding affinity againist 5-hydroxytryptamine 3 receptor by displacing [3H]-Q-ICS 205-930 from rat cortex homogenates,B,,,,,
3411,,Autocurat7om,,,,11952,Binding affinity against 5-hydroxytryptamine 3 (5-HT3) receptor in rat brain cortical membranes using radioligand [3H]quipazine,B,,,,,
3412,,qutocuratjon,,,,14145,Antagonist activity (100 ug/kg) for the Bezold Jarisch reflex evoked by 30 (ug/Kg) of 5-hydroxytryptamine 3 receptor in ethylurethane anesthetized rats i.v.,F,,Rattus norvegicus,10116.0,,
3413,,Ex0ert,,,,17066,Binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3414,,Autocu3arion,,,,6398,Compound was evaluated for 5-hydroxytryptamine 3 receptor binding,B,,,,,
3415,,Autoch5ation,,,,10321,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of [3H]2 in Neuroblastoma-Glioma NG-108-15 cells,B,,,,,
3416,,xutocufation,,,,511,Tested for 5-hydroxytryptamine 3 receptor antagonist activity by inhibiting the 5-HT evoked Bezold-Jarisch reflex,F,,,,,
3417,,Autocufatuon,,,,4639,Compound was tested for binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3418,,qutocuratiom,,,,4639,Binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3419,,Au6ocuratuon,,,,4639,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 0.3 uM,F,,Cavia porcellus,10141.0,,
3420,,Ah5ocuration,,,,4639,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 3 uM,F,,Cavia porcellus,10141.0,,
3421,,Auhocuratoon,,,,4639,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 30 uM,F,,Cavia porcellus,10141.0,,
3422,,Autocu3atiob,,,,1558,Compound was tested for its affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3423,,Autocurstipn,,,,268,Evaluated for the 5-hydroxytryptamine 3 receptor antagonistic activity in Bezold-Jarisch model expressed as inhibition of the reflex bradycardia induced by an intravenous injection,F,,,,,
3424,,Aut9cura5ion,,,,2474,Compound was measured for its binding affinity at 5-hydroxytryptamine 3 receptor at a concentration of 10 uM using [3H]BRL-43694 as radioligand,B,,,,,
3425,,Aut0curati9n,,,,5067,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); A: agonist,F,,,,,
3426,,qytocuration,,,,5067,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); ANT: agonist,F,,,,,
3427,,Autkcueation,,,,5067,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); ANT: antagonist,F,,,,,
3428,,Auyociration,,,,5067,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); NA means data not available,B,,,,,
3429,,Autovutation,,,,5067,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); PA: Partial agonist,F,,,,,
3430,,wutocyration,,,,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; A: agonist,F,,,,,
3431,,Autkcurstion,,,,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; ANT: Antagonist,F,,,,,
3432,,A6tocurstion,,,,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; NA: not active,B,,,,,
3433,,Autoduragion,,,,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; NA means data not available,B,,,,,
3434,,Auroxuration,,,,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; PA: Partial agonist,F,,,,,
3435,,Autocurztlon,,,,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; na means data not available,B,,,,,
3436,,Autofuratuon,,,,5067,Binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3437,,Autocuratikh,,,,14331,Binding affinity of compound towards 5-hydroxytryptamine 3 receptor using [3H]-BRL-43694 (1 nM) ligand in NG cells 108-15 was determined,B,,,,,
3438,,q7tocuration,,,,5067,Binding affinity of compound towards 5-hydroxytryptamine 3 receptor; NA: not active,B,,,,,
3439,1048.0,wutocuratioj,,,,6179,Binding affinity for 5-HT3 receptor of NG108-15 cells using [3H]GR-65630,B,,,,,NG108-15
3440,,Aut0cura4ion,,,,4265,Binding affinity to 5-HT3 serotonin receptor in NG 108-15 neuroblastoma glioma cells using [3H]GR-65630 radioligand.,B,,,,,
3441,489.0,Autocurayuon,,,,4265,Binding affinity to 5-HT3 serotonin receptor in NG108-15 neuroblastoma glioma cells using [3H]GR-65630 radioligand,B,,,,,NG108-15
3442,,Au5ociration,,,,17358,Compound was tested for 5-hydroxytryptamine 3 receptor binding affinity,B,,,,,
3443,,qutocudation,,,,17358,Compound was tested for selectivity against 5-hydroxytryptamine 3 receptor binding affinity,B,,,,,
3444,,A8gocuration,,,,13628,Compound was tested for the inhibition of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor expressed in NG 108-15 cells,B,In vitro,,,,
3445,,Autoxu5ation,,,,4612,In vitro Binding affinity towards 5-hydroxytryptamine 3 receptor was determined,B,,,,,
3446,,sutocurat9on,,,,17358,Tested for 5-hydroxytryptamine 3 receptor antagonist activity,F,,,,,
3447,,Ai6ocuration,,,,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 1 uM,F,,Cavia porcellus,10141.0,,
3448,,Aut0curat7on,,,,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 10 uM,F,,Cavia porcellus,10141.0,,
3449,,Autocutati9n,,,,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 10 uM in the presence of 30 uM MDL 72222,F,,Cavia porcellus,10141.0,,
3450,,Autofura4ion,,,,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 3 uM,F,,Cavia porcellus,10141.0,,
3451,,Autofudation,,,,511,Binding affinity for the 5-hydroxytryptamine 3 receptor was evaluated in vitro by examining its ability to displace [3H]-BRL 43694.,B,,,,,
3452,,Autocuratkog,,,,1479,Binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3453,,A74ocuration,,,,1317,Compound was evaluated for binding affinity against 5-hydroxytryptamine 3 receptor using radioligand binding assay,B,,,,,
3454,,Aitocuratiln,,,,12146,Tested against 5-hydroxytryptamine 3 receptor in experiment 1,B,,,,,
3455,,Autocurayioh,,,,12146,Tested against 5-hydroxytryptamine 3 receptor in experiment 2,B,,,,,
3456,,Autoci4ation,,,,13969,Binding affinity against 5-hydroxytryptamine 3 receptor was measured using [3H]granisetron as radioligand,B,,,,,
3457,,dxpert,,,,13392,Binding affinity for 5-hydroxytryptamine 2C receptor,B,,,,,
3458,,Ajtocurat8on,,,,13392,Binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3459,,Autocura6ipn,,,,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 3 receptor,B,,,,,
3460,,Autosuratiob,,,,1558,Compound was tested for its affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3461,,A8tociration,,,,16655,Inhibition of GR-65630 binding to 5-hydroxytryptamine 3 receptor,B,,,,,
3462,,Auticu3ation,,,,13020,Inhibition of [3H]- BRL 43 694 binding to 5-hydroxytryptamine 3 receptor at 10e-5 M,B,,,,,
3463,,Au5ocu3ation,,,,13021,Inhibition of [3H]-BRL 43 694 binding to 5-hydroxytryptamine 3 receptor of central nervous system,B,,,,,
3464,,Auhosuration,,,,13020,Inhibition of [3H]- BRL 43 694 binding to 5-hydroxytryptamine 3 receptor at 10e-5 M,B,,,,,
3465,,Autochratiin,,,,10321,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of [3H]2 in Neuroblastoma-Glioma NG-108-15 cells,B,,,,,
3466,,Autocura5iom,,,,15818,Compound was evaluated for its binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3467,,Autocurafkon,,,,15818,Compound was evaluated for its binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,,,
3468,,wutocurstion,,,,17358,Compound was tested for 5-hydroxytryptamine 3 receptor binding affinity,B,,,,,
3469,,Au6oc6ration,,,,2222,Compound was tested for its binding affinity for the 5-hydroxytryptamine 3 receptor,B,,,,,
3470,,Autovurat9on,,,,10322,In vitro binding affinity for the 5-hydroxytryptamine 3 receptor was determined with NG-108-15 mouse neuroblastoma-glioma cells,B,,,,,
3471,,Autofugation,,,,16117,In vitro binding affinity towards 5-hydroxytryptamine 3 receptor was determined,B,,,,,
3472,,Autpcyration,,,,17200,Inhibitory constant against 5-hydroxytryptamine 3 receptor using [3H]GR-65630 radioligand,B,,,,,
3473,,Autofuratiob,,,,17358,Tested for 5-hydroxytryptamine 3 receptor agonist activity,F,,,,,
3474,,Autocuragioh,,,,16700,The binding affinity towards 5-hydroxytryptamine 3 receptor; No affinity,B,,,,,
3475,,Autocurwtuon,,,,1980,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of [3H](R)-zacopride from ondansetron-treated NG-108-15 cell membranes,B,,,,,
3476,,z8tocuration,,,,1980,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of [3H]-BRL 43694 from NG-108-15 cell membranes,B,,,,,
3477,,sutocurat9on,,,,12409,Binding affinity against the 5-hydroxytryptamine 3 receptor,B,,,,,
3478,,Autocyrqtion,,,,4365,Binding affinity against human 5-hydroxytryptamine 3A receptor,B,,,,,
3479,,Au5kcuration,,,,4365,Percent efficacy against 5-hydroxytryptamine 3A receptor,F,,,,,
3480,,Aug9curation,,,,4365,Binding affinity against human 5-hydroxytryptamine 3A receptor,B,,,,,
3481,,Expfrt,,,,6769,Response at rat 5-hydroxytryptamine 3a receptor expressed in xenopus oocytes,F,,Rattus norvegicus,10116.0,,Oocytes
3482,,Edpert,,,,6769,Ability to block serotonin (30 uM)-evoked responses at rat 5HT3-alpha receptor expressed in xenopus oocytes,F,,Rattus norvegicus,10116.0,,Oocytes
3483,,Expeft,,,,6769,Effect on rat 5-hydroxytryptamine 3a receptor expressed in xenopus oocytes at concentration up to 100 uM,F,,Rattus norvegicus,10116.0,,Oocytes
3484,,Ingermed9ate,,,Ilekm,809,5-hydroxytryptamine 4 receptor agonist activity as percent maximum 5-HT effect in response to electrical stimulation in male guinea pig ileum,F,,Cavia porcellus,10141.0,,
3485,,Ihtermediatr,,,Ilekm,809,5-hydroxytryptamine 4 receptor agonist activity expressed as the concentration which gave a 50% increase in the response to the electrical stimulation in male guinea pig ileum,F,,Cavia porcellus,10141.0,,
3486,,Inte4medizte,,,,14290,5-hydroxytryptamine 4 receptor agonist activity is expressed as percent of the maximum 5-HT response,F,,Cavia porcellus,10141.0,,
3487,,Ijtermediatr,,,Ilwum,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor in electrically stimulated longitudinal muscle preparation of guinea pig ileum,B,,Cavia porcellus,10141.0,,
3488,,Intermedis6e,,,,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor in guinea pig distal colon preparation,B,,Cavia porcellus,10141.0,,
3489,,Intermefiats,,,Il3um,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor in isolated guinea pig ileum longitudinal muscle preparation,B,,Cavia porcellus,10141.0,,
3490,,sktocuration,,,Ileuk,17386,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor nondesensitization,B,,,,,
3491,,qutocurat7on,,,,3269,Affinity against 5-hydroxytryptamine 7 receptor,B,,,,,
3492,,Autovurat7on,,,,7721,Ability to displace [3H]5-HT binding from 5-hydroxytryptamine receptor site using 1 uM LSD as masking ligand,B,,Cavia porcellus,10141.0,,
3493,,Autocuratiih,,,,7721,Ability to displace [3H]5-HT binding to 5-hydroxytryptamine receptor site using 1 uM LSD as masking ligand,B,,Cavia porcellus,10141.0,,
3494,,Autos6ration,,,Ikeum,9117,Evaluated for inhibition of 5-hydroxytryptamine receptor on guinea pig ileum at 10 uM; No effect,B,,Cavia porcellus,10141.0,,
3495,,Autpcu3ation,,,,7721,"Ability to displace [3H]5-HT binding to 5-hydroxytryptamine receptor site using 1 uM LSD as masking ligand, activity is expressed as Kd.",B,,Cavia porcellus,10141.0,,
3496,,Autoc8rati8n,,,,7721,"Ability to displace [3H]5-HT binding to 5-hydroxytryptamine receptor using 1 uM LSD as masking ligand, activity is expressed as Kd.",B,,Cavia porcellus,10141.0,,
3497,,Autocjratiom,,,,15796,5-HT level in K+ induced 5-hydroxytryptamine release in guinea pig cortex.,F,,Cavia porcellus,10141.0,,
3498,,Augocurati0n,,,,15796,5-hydroxytryptamine level in K+ induced 5-hydroxytryptamine release in guinea pig cortex.,F,,Cavia porcellus,10141.0,,
3499,,Expdrt,,,Cardiqcatrihm,15650,Concentration required to produce half-maximal response against 5-hydroxytryptamine receptor in the presence of 10 nM compound in isolated human atrial myocytes,B,,Homo sapiens,9606.0,,
3500,,Exlert,,,Card9acafrium,15650,Concentration required to produce half-maximal response against 5-hydroxytryptamine receptor on the L-type calcium current (I Ca) in isolated human atrial myocytes,B,,Homo sapiens,9606.0,,
3501,,Auhocu4ation,,,,6866,"Maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect of 5-hydroxytryptamine",F,,Homo sapiens,9606.0,,
3502,,Exprrt,,,Card9avatrium,15650,",Antagonism of stimulation of 5-hydroxytryptamine receptor on the L-type calcium current (I Ca) in isolated human atrial myocytes",F,,Homo sapiens,9606.0,,
3503,,qutocurat8on,,,,10063,Ability (10 ug/kg) to inhibit binding of [125I]iododexetimide to 5-hydroxytryptamine receptor in mice,B,,Mus musculus,10090.0,,
3504,,A6tocuratiog,,,,12665,Percent inhibition of radioligand [3H]-LSD binding to 5-HT receptor at 10 uM concentration,B,,Mus musculus,10090.0,,
