ss_strn,src_ss_d,ss_rgnsm,rltnshp_tp,src_d,ss_sbclllr_frctn,ss_ctgr,b_frmt,ss_tss,ss_tp,ss_cll_tp,td,crtd_b,cll_d,dc_d,ss_tx_d,vrnt_d,ss_d,chmbl_d,dscrptn,ss_tst_tp,cnfdnc_scr,tss_d
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10941,CHEMBL882955,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 7/26,In vivo,1,1637.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10942,CHEMBL625000,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 8/49,In vivo,1,1637.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10943,CHEMBL625001,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 8/8,In vivo,1,1637.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10944,CHEMBL625089,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 9/-18,In vivo,1,1637.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10945,CHEMBL625090,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/60 range; 13/23,In vivo,1,1637.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10946,CHEMBL625091,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 3 range,In vivo,1,1637.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10947,CHEMBL625092,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 3/10 range; -7/-11,In vivo,1,1637.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10948,CHEMBL625093,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a of 1/3 dose range; 6/-7,In vivo,1,1637.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10949,CHEMBL625094,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a of 10/30 dose range; -13/19,In vivo,1,1637.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,Artery,A,,50588,Intermediate,,9025,9615.0,,10950,CHEMBL625095,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a of 3/10 dose range; 30/47,In vivo,1,1637.0
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,2249,9615.0,,10951,CHEMBL625096,Compound was evaluated for its bioavailability in the dogs,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,2249,10116.0,,10952,CHEMBL625097,Compound was evaluated for its bioavailability in the rats,In vivo,1,
,,,U,1,,,BAO_0000218,,A,,22224,Autocuration,,17515,,,10953,CHEMBL882956,Compound was evaluated for oral bioavailability,In vivo,0,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,14541,10116.0,,10954,CHEMBL625098,Compound was evaluated for percentage of Oral bioavailability in rats,In vivo,1,
,,Cavia porcellus,U,1,,,BAO_0000218,,A,,22224,Autocuration,,12797,10141.0,,10955,CHEMBL625099,Bioavailability in guinea pig,In vivo,0,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,12797,10116.0,,10956,CHEMBL625100,Compound was evaluated for the oral bioavailability in rat,In vivo,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,12797,9615.0,,10957,CHEMBL625101,Compound was evaluated for the oral bioavailability in dog,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,12797,10116.0,,10958,CHEMBL874396,Compound was evaluated for the oral bioavailability in rat,In vivo,1,
,,Canis lupus familiaris,U,1,,,BAO_0000218,,F,,22224,Autocuration,,11727,9615.0,,10959,CHEMBL625102,Bioavailability in dog (dosed i.v.),In vivo,0,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,13249,9615.0,,10960,CHEMBL625103,Compound was tested for in vivo bioavailability in dog,In vivo,1,
,,Cricetinae,N,1,,,BAO_0000218,,A,,100712,Intermediate,,13249,10026.0,,10961,CHEMBL625104,Compound was tested for in vivo bioavailability in hamsters,In vivo,1,
,,Simiiformes,U,1,,,BAO_0000218,,A,,22224,Autocuration,,13249,314293.0,,10962,CHEMBL625105,Compound was tested for in vivo bioavailability in monkey,In vivo,0,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,13249,10116.0,,10963,CHEMBL625106,Compound was tested for in vivo bioavailability in rat,In vivo,1,
,,Mus musculus,U,1,,,BAO_0000218,,A,,22224,Autocuration,,9552,10090.0,,10964,CHEMBL625107,Oral bioavailability in mouse,In vivo,0,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,9552,10090.0,,10965,CHEMBL625108,Compound was tested for percent of oral bioavailability in mice; 56-74,In vivo,1,
,,Mus musculus,U,1,,,BAO_0000218,,A,,22224,Autocuration,,14839,10090.0,,10966,CHEMBL625109,Oral bioavailability in mouse (nude) (dose of 25 mg/kg),In vivo,0,
,,Macaca fascicularis,U,1,,,BAO_0000218,,A,,22224,Autocuration,,14839,9541.0,,10967,CHEMBL625110,Bioavailability in cynomolgus monkey (dose 25 mg/kg i.v.),In vivo,0,
,,Macaca fascicularis,U,1,,,BAO_0000218,,A,,22224,Autocuration,,14839,9541.0,,10968,CHEMBL625111,Bioavailability in cynomolgus monkey (dose 5 mg/kg i.v.),In vivo,0,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,14839,10090.0,,10969,CHEMBL625112,Oral bioavailability in mouse (nude) (dose 25 mg/kg i.v.),In vivo,1,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,14839,10090.0,,10970,CHEMBL875334,Oral bioavailability in nude mice,In vivo,1,
,,Primates,U,1,,,BAO_0000218,,A,,22224,Autocuration,,11219,9443.0,,10971,CHEMBL628617,Bioavailability in monkey (i.d. dosing),In vivo,0,
,,Rattus norvegicus,U,1,,,BAO_0000218,,A,,22224,Autocuration,,9552,10116.0,,10972,CHEMBL628618,Bioavailability in rat,In vivo,0,
,,,U,1,,,BAO_0000218,,A,,22224,Autocuration,,11732,,,10973,CHEMBL628619,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 10%,In vivo,0,
,,,U,1,,,BAO_0000218,,A,,22224,Autocuration,,11732,,,10974,CHEMBL628620,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 20%,In vivo,0,
,,Macaca fascicularis,N,1,,,BAO_0000218,,A,,100710,Intermediate,,14839,9541.0,,10975,CHEMBL628621,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 10 mg/kg, as HCl salt in saline solution, perorally and the maximum drug concentration was determined",In vivo,1,
,,Macaca fascicularis,N,1,,,BAO_0000218,,A,,100710,Intermediate,,14839,9541.0,,10976,CHEMBL628622,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the maximum drug concentration was determined",In vivo,1,
,,Macaca fascicularis,N,1,,,BAO_0000218,,A,,100710,Intermediate,,14839,9541.0,,10977,CHEMBL628623,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, perorally and the maximum drug concentration was determined",In vivo,1,
,,Macaca fascicularis,N,1,,,BAO_0000218,Plasma,A,,100710,Intermediate,,14839,9541.0,,10978,CHEMBL628624,Maximal plasma concentration in cynomolgus monkeys after 10 mg/kg oral dose,In vivo,1,1969.0
,,Mus musculus,N,1,,,BAO_0000218,Plasma,A,,50594,Intermediate,,14839,10090.0,,10979,CHEMBL628625,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,In vivo,1,1969.0
,,Macaca fascicularis,N,1,,,BAO_0000218,Plasma,A,,100710,Intermediate,,14839,9541.0,,10980,CHEMBL628626,Maximal plasma concentration in cynomolgus monkeys after 5 mg/kg oral dose,In vivo,1,1969.0
,,Mus musculus,N,1,,,BAO_0000218,Plasma,A,,50594,Intermediate,,14839,10090.0,,10981,CHEMBL627041,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,In vivo,1,1969.0
,,Mus musculus,N,1,,,BAO_0000218,Plasma,A,,50594,Intermediate,,14839,10090.0,,10982,CHEMBL627042,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,In vivo,1,1969.0
,,Mus musculus,N,1,,,BAO_0000218,Plasma,A,,50594,Intermediate,,14839,10090.0,,10983,CHEMBL627043,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,In vivo,1,1969.0
,,,U,1,,,BAO_0000218,Plasma,A,,22224,Autocuration,,13932,,,10984,CHEMBL627044,In vivo evaluation of maximum plasma concentration at a dose of 10 mg/kg,In vivo,0,1969.0
,,Mus musculus,N,1,,,BAO_0000218,Plasma,A,,50594,Intermediate,,11637,10090.0,,10985,CHEMBL627045,Cmax in mouse plasma,In vivo,1,1969.0
,,,U,1,,,BAO_0000218,Plasma,A,,22224,Autocuration,,11637,,,10986,CHEMBL627046,Max plasma concentration was measured by 40 mg/kg dose of peroral administration.,In vivo,0,1969.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Plasma,A,,50597,Intermediate,,13960,10116.0,,10987,CHEMBL627047,Maximal plasma concentration in rat,In vivo,1,1969.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Plasma,A,,50597,Intermediate,,15905,10116.0,,10988,CHEMBL627048,Maximal plasma level when administered 1 mg/kg perorally (po) in rat,In vivo,1,1969.0
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,14062,10116.0,,10989,CHEMBL627049,Maximum concentration at an intraduodenal dose of 5.2 mg/kg in rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,14062,10116.0,,10990,CHEMBL627050,Maximum concentration at an intraduodenal dose of 6.6 mg/kg in rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,14062,10116.0,,10991,CHEMBL627051,Maximum concentration at an intravenous dose of 5.5 mg/kg in rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,14062,10116.0,,10992,CHEMBL627052,Maximum concentration at an intravenous dose of 6.5 mg/kg in rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,14062,10116.0,,10993,CHEMBL627053,Maximum concentration at an peroral dose of 6.2 mg/kg in rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,14062,10116.0,,10994,CHEMBL627054,Maximum concentration at an peroral dose of 6.3 mg/kg in rat,In vivo,1,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,15011,10090.0,,10995,CHEMBL627055,Maximum concentration (Cmax) using 0.4% Methyl cellulose (MC) as vehicle. compound was administered intravenously to nude mice at a dose of 25 mg/kg,In vivo,1,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,15011,10090.0,,10996,CHEMBL627056,Maximum concentration (Cmax) using 0.4% Methyl cellulose (MC) as vehicle. compound was administered orally to nude mice at a dose of 25 mg/kg,In vivo,1,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,15011,10090.0,,10997,CHEMBL627057,Maximum concentration (Cmax) using 0.4% Methyl cellulose (MC) as vehicle. compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),In vivo,1,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,15011,10090.0,,10998,CHEMBL627058,Maximum concentration (Cmax) using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. compound was administered intravenously to nude mice at a dose of 25 mg/kg,In vivo,1,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,15011,10090.0,,10999,CHEMBL626211,Maximum concentration (Cmax) using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. compound was administered orally to nude mice at a dose of 25 mg/kg,In vivo,1,
,,,U,1,,,BAO_0000218,,A,,22224,Autocuration,,10291,,,11000,CHEMBL626212,Maximum Concentration of the compound.,In vivo,0,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,14599,9615.0,,11001,CHEMBL626213,Maximum Concentration was measured after iv administration into Beagle dog,In vivo,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,14599,9615.0,,11002,CHEMBL626214,Maximum Concentration was measured after iv administration into Beagle dog.,In vivo,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,14599,9615.0,,11003,CHEMBL626215,Maximum Concentration was measured after po administration into Beagle dog,In vivo,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,14599,9615.0,,11004,CHEMBL626216,Maximum Concentration was measured after po administration into Beagle dog.,In vivo,1,
,,,U,1,,,BAO_0000218,Blood,A,,22224,Autocuration,,12767,,,11005,CHEMBL626217,Maximum blood level reached after an dose of 10.6 uM/kg intravenously,In vivo,0,178.0
,,,U,1,,,BAO_0000218,Blood,A,,22224,Autocuration,,12767,,,11006,CHEMBL626218,Maximum blood level reached after an iv dose of 12.2 uM/kg,In vivo,0,178.0
,,,U,1,,,BAO_0000218,Blood,A,,22224,Autocuration,,12767,,,11007,CHEMBL626219,Maximum blood level reached after an oral dose 14.7 uM/kg oral route,In vivo,0,178.0
,,,U,1,,,BAO_0000218,Blood,A,,22224,Autocuration,,12767,,,11008,CHEMBL626220,Maximum blood level reached after an oral dose of 14.7 uM/kg intravenous route,In vivo,0,178.0
,,,U,1,,,BAO_0000218,Blood,A,,22224,Autocuration,,12767,,,11009,CHEMBL626221,Maximum blood level reached after an oral dose of 5.0 mg/kg,In vivo,0,178.0
,,,U,1,,,BAO_0000218,Blood,A,,22224,Autocuration,,12767,,,11010,CHEMBL626222,Maximum blood level reached at dose of 10.6 uM/kg orally,In vivo,0,178.0
,,Cavia porcellus,N,1,,,BAO_0000218,,A,,50512,Intermediate,,14706,10141.0,,11011,CHEMBL626223,Maximum concentration (Cmax) in guinea pigs at 2 mg/kg after oral administration,In vivo,1,
,,Cavia porcellus,N,1,,,BAO_0000218,,A,,50512,Intermediate,,14706,10141.0,,11012,CHEMBL626224,Maximum concentration (Cmax) in guinea pigs at 3 mg/kg after oral administration,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,Brain,A,,50597,Intermediate,,14793,10116.0,,11013,CHEMBL626225,Maximum concentration achieved in rat brain when administered intraperitoneally at a dose of 10 mg/kg,In vivo,1,955.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Brain,A,,50597,Intermediate,,14793,10116.0,,11014,CHEMBL626226,Maximum concentration achieved in rat brain when administered intravenously at a dose of 10 mg/kg,In vivo,1,955.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Brain,A,,50597,Intermediate,,14793,10116.0,,11015,CHEMBL626227,Maximum concentration achieved in rat brain when administered perorally at a dose of 100 mg/kg,In vivo,1,955.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Brain,A,,50597,Intermediate,,14793,10116.0,,11016,CHEMBL626228,Maximum concentration achieved in rat brain when administered perorally at a dose of 10 mg/kg,In vivo,1,955.0
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,14793,10116.0,,11017,CHEMBL626229,Maximum concentration achieved in rat plasma when administered intraperitoneally at a dose of 10 mg/kg,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,14793,10116.0,,11018,CHEMBL626921,Maximum concentration achieved in rat plasma when administered intravenously at a dose of 10 mg/kg,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,14793,10116.0,,11019,CHEMBL876793,Maximum concentration achieved in rat plasma when administered perorally at a dose of 100 mg/kg,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,14793,10116.0,,11020,CHEMBL625309,Maximum concentration achieved in rat plasma when administered perorally at a dose of 10 mg/kg,In vivo,1,
,,Bacillus subtilis,N,1,,,BAO_0000218,,A,,50278,Intermediate,,10524,1423.0,,11021,CHEMBL625310,Maximum concentration determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),In vivo,1,
,,Simiiformes,U,1,,,BAO_0000218,,A,,22224,Autocuration,,11871,314293.0,,11022,CHEMBL625311,Maximum concentration determined in monkeys dosed intravenously with 30 mg/kg,In vivo,0,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11871,10116.0,,11023,CHEMBL625312,Maximum concentration determined in rats dosed intravenously with 20 mg/kg,In vivo,1,
,,,U,1,,,BAO_0000218,,A,,22224,Autocuration,,3437,,,11024,CHEMBL625313,Maximum concentration for the bioavailability at a dose of 20 mg/kg administered orally,In vivo,0,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,12038,10090.0,,11025,CHEMBL625314,Maximum concentration in male CD-1 mice after sc administration of 20 mg/kg,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,12038,10116.0,,11026,CHEMBL625315,Maximum concentration in male rats after iv administration of 20 mg/kg,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,8418,10116.0,,11027,CHEMBL625316,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.06-1.29,,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,8418,10116.0,,11028,CHEMBL625317,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.77-2.08,,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,8418,10116.0,,11029,CHEMBL625318,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.54-0.89,,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,8418,10116.0,,11030,CHEMBL625319,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 1.57-1.66,,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,8418,10116.0,,11031,CHEMBL625320,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.06-2.71,,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,8418,10116.0,,11032,CHEMBL625321,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 2.98-3.22,,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,8418,10116.0,,11033,CHEMBL625322,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.73-1.45,,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,8418,10116.0,,11034,CHEMBL876801,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 1.03-1.31,,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,8418,10116.0,,11035,CHEMBL625323,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 6.76-10.44,,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,8418,10116.0,,11036,CHEMBL625324,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.47-1.17,,1,2107.0
