ASSI,T,ASSTAI,VARII,CONFISC,RELATT,CHEI,SI,DOI,ASSORGA,ASTY,ASSUBCELFRAC,CURAB,SASI,CI,BAFO,TISI
9067,22224,9986.0,,0,U,CHEMBL624692,1,429,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,1088.0
9068,22224,9986.0,,0,U,CHEMBL624693,1,4059,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,
9069,22224,9986.0,,0,U,CHEMBL624694,1,4137,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,
9070,22224,9986.0,,0,U,CHEMBL877596,1,11672,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000221,
9071,22224,9986.0,,0,U,CHEMBL624695,1,12886,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000019,
9072,22224,9986.0,,0,U,CHEMBL624696,1,3853,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000221,2107.0
9073,22224,9986.0,,0,U,CHEMBL624697,1,3615,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000019,
9074,22224,9986.0,,0,U,CHEMBL624698,1,6253,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,178.0
9075,22224,9986.0,,0,U,CHEMBL624699,1,6253,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,178.0
9076,22224,9986.0,,0,U,CHEMBL624700,1,6077,Oryctolagus cuniculus,A,,Autocuration,,,BAO_0000218,
9077,50597,10116.0,,1,N,CHEMBL622903,1,17617,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9078,50597,10116.0,,1,N,CHEMBL622904,1,17594,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9079,50597,10116.0,,1,N,CHEMBL622905,1,6149,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9080,50597,10116.0,,1,N,CHEMBL622906,1,17260,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9081,50597,10116.0,,1,N,CHEMBL622907,1,17260,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9082,50597,10116.0,,1,N,CHEMBL622908,1,6644,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9083,50597,10116.0,,1,N,CHEMBL622909,1,6644,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9084,50597,10116.0,,1,N,CHEMBL622910,1,6644,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9085,50597,10116.0,,1,N,CHEMBL622911,1,6495,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,955.0
9086,50597,10116.0,,1,N,CHEMBL622912,1,6504,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9087,50597,10116.0,,1,N,CHEMBL622913,1,17686,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9088,50597,10116.0,,1,N,CHEMBL622914,1,6495,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9089,50597,10116.0,,1,N,CHEMBL622915,1,216,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9090,50597,10116.0,,1,N,CHEMBL622916,1,1908,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9091,50597,10116.0,,1,N,CHEMBL622917,1,1908,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9092,50597,10116.0,,1,N,CHEMBL622918,1,6685,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9093,50597,10116.0,,1,N,CHEMBL622919,1,216,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9094,50597,10116.0,,1,N,CHEMBL622920,1,6049,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9095,50597,10116.0,,1,N,CHEMBL622921,1,2463,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9096,50597,10116.0,,1,N,CHEMBL622922,1,6679,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9097,50597,10116.0,,1,N,CHEMBL622923,1,6681,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9098,50597,10116.0,,1,N,CHEMBL877604,1,4890,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9099,50597,10116.0,,1,N,CHEMBL622924,1,6410,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9100,50597,10116.0,,1,N,CHEMBL622925,1,6410,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9101,50597,10116.0,,1,N,CHEMBL622926,1,16366,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9102,50597,10116.0,,1,N,CHEMBL623625,1,6227,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9103,50597,10116.0,,1,N,CHEMBL623626,1,3598,Rattus norvegicus,A,,Expert,,,BAO_0000218,1969.0
9104,50597,10116.0,,1,N,CHEMBL623627,1,1465,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9105,50597,10116.0,,1,N,CHEMBL623628,1,4368,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9106,50597,10116.0,,1,N,CHEMBL623629,1,15662,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9107,50597,10116.0,,1,N,CHEMBL623630,1,15662,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9108,50597,10116.0,,1,N,CHEMBL623804,1,5355,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9109,50597,10116.0,,1,N,CHEMBL623805,1,5355,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9110,50597,10116.0,,1,N,CHEMBL623806,1,1567,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9111,50597,10116.0,,1,N,CHEMBL623807,1,4026,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9112,50597,10116.0,,1,N,CHEMBL623808,1,6193,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9113,50597,10116.0,,1,N,CHEMBL623809,1,4026,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9114,50597,10116.0,,1,N,CHEMBL623810,1,6485,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9115,50597,10116.0,,1,N,CHEMBL623811,1,17655,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9116,50597,10116.0,,1,N,CHEMBL623812,1,14941,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9117,50597,10116.0,,1,N,CHEMBL877605,1,5394,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9118,50597,10116.0,,1,N,CHEMBL623813,1,4408,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9119,50597,10116.0,,1,N,CHEMBL623814,1,5983,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9120,50597,10116.0,,1,N,CHEMBL623815,1,4878,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9121,50597,10116.0,,1,N,CHEMBL623816,1,5862,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9122,50597,10116.0,,1,N,CHEMBL623145,1,4517,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9123,50597,10116.0,,1,N,CHEMBL623146,1,5932,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9124,50597,10116.0,,1,N,CHEMBL623147,1,5436,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9125,50597,10116.0,,1,N,CHEMBL623042,1,4910,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,955.0
9126,50597,10116.0,,1,N,CHEMBL623043,1,4950,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9127,50597,10116.0,,1,N,CHEMBL623044,1,15078,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9128,50597,10116.0,,1,N,CHEMBL623045,1,15078,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9129,50597,10116.0,,1,N,CHEMBL623046,1,3360,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9130,50597,10116.0,,1,N,CHEMBL623226,1,3360,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9131,50597,10116.0,,1,N,CHEMBL623227,1,15022,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9132,50597,10116.0,,1,N,CHEMBL623228,1,15022,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9133,50597,10116.0,,1,N,CHEMBL623229,1,15022,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9134,50597,10116.0,,1,N,CHEMBL623230,1,5160,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9135,50597,10116.0,,1,N,CHEMBL623231,1,15662,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9136,50597,10116.0,,1,N,CHEMBL623232,1,15662,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9137,50597,10116.0,,1,N,CHEMBL623233,1,4709,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9138,50597,10116.0,,1,N,CHEMBL623234,1,3535,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9139,50597,10116.0,,1,N,CHEMBL623235,1,3535,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9140,50597,10116.0,,1,N,CHEMBL623236,1,3535,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9141,50597,10116.0,,1,N,CHEMBL623237,1,3535,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9142,50597,10116.0,,1,N,CHEMBL623238,1,3535,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9143,50597,10116.0,,1,N,CHEMBL623239,1,3535,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9144,22224,10116.0,,0,U,CHEMBL623240,1,5005,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9145,50597,10116.0,,1,N,CHEMBL623241,1,6326,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1898.0
9146,50597,10116.0,,1,N,CHEMBL623242,1,6326,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1898.0
9147,50597,10116.0,,1,N,CHEMBL874394,1,6326,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9148,50597,10116.0,,1,N,CHEMBL623243,1,6326,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9149,50597,10116.0,,1,N,CHEMBL623244,1,17411,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9150,50597,10116.0,,1,N,CHEMBL623245,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
9151,50597,10116.0,,1,N,CHEMBL623246,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
9152,50597,10116.0,,1,N,CHEMBL623247,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
9153,50597,10116.0,,1,N,CHEMBL623248,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
9154,50597,10116.0,,1,N,CHEMBL623249,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
9155,50597,10116.0,,1,N,CHEMBL625072,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9156,50597,10116.0,,1,N,CHEMBL625073,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9157,50597,10116.0,,1,N,CHEMBL625074,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9158,50597,10116.0,,1,N,CHEMBL625075,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9159,50597,10116.0,,1,N,CHEMBL625076,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9160,50597,10116.0,,1,N,CHEMBL625077,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9161,50597,10116.0,,1,N,CHEMBL625078,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9162,50597,10116.0,,1,N,CHEMBL874395,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9163,50597,10116.0,,1,N,CHEMBL625079,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9164,50597,10116.0,,1,N,CHEMBL625080,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9165,50597,10116.0,,1,N,CHEMBL625081,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9166,50597,10116.0,,1,N,CHEMBL625082,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9167,50597,10116.0,,1,N,CHEMBL625083,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9168,50597,10116.0,,1,N,CHEMBL625084,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9169,50597,10116.0,,1,N,CHEMBL625085,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9170,50597,10116.0,,1,N,CHEMBL625086,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9171,50597,10116.0,,1,N,CHEMBL625087,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9172,50597,10116.0,,1,N,CHEMBL625088,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9173,50597,10116.0,,1,N,CHEMBL622205,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9174,50597,10116.0,,1,N,CHEMBL622206,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9175,50597,10116.0,,1,N,CHEMBL622207,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9176,50597,10116.0,,1,N,CHEMBL622366,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9177,50597,10116.0,,1,N,CHEMBL622367,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9178,50597,10116.0,,1,N,CHEMBL875331,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9179,50597,10116.0,,1,N,CHEMBL622368,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
9180,50597,10116.0,,1,N,CHEMBL622369,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2048.0
9181,50597,10116.0,,1,N,CHEMBL622370,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2048.0
9182,50597,10116.0,,1,N,CHEMBL622371,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2048.0
9183,50597,10116.0,,1,N,CHEMBL622372,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2048.0
9184,50597,10116.0,,1,N,CHEMBL622373,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2048.0
9185,50597,10116.0,,1,N,CHEMBL622374,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2048.0
9186,50597,10116.0,,1,N,CHEMBL622375,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2048.0
9187,50597,10116.0,,1,N,CHEMBL622376,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2048.0
9188,50597,10116.0,,1,N,CHEMBL622377,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2048.0
9189,50597,10116.0,,1,N,CHEMBL622378,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2048.0
9190,50597,10116.0,,1,N,CHEMBL622379,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2048.0
9191,50597,10116.0,,1,N,CHEMBL622380,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2048.0
9192,50597,10116.0,,1,N,CHEMBL622381,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2048.0
9193,50597,10116.0,,1,N,CHEMBL622382,1,16435,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2048.0
9194,50597,10116.0,,1,N,CHEMBL622383,1,16434,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2048.0
9195,50597,10116.0,,1,N,CHEMBL875332,1,6175,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,945.0
9196,50597,10116.0,,1,N,CHEMBL622384,1,6175,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,945.0
9197,50597,10116.0,,1,N,CHEMBL622385,1,6175,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,945.0
9198,50597,10116.0,,1,N,CHEMBL622386,1,6175,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,945.0
9199,50597,10116.0,,1,N,CHEMBL622387,1,10839,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9200,50597,10116.0,,1,N,CHEMBL622388,1,16459,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9201,50597,10116.0,,1,N,CHEMBL622389,1,16459,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9202,50597,10116.0,,1,N,CHEMBL622390,1,16459,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9203,50597,10116.0,,1,N,CHEMBL622391,1,16459,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9204,50597,10116.0,,1,N,CHEMBL622392,1,16459,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9205,50597,10116.0,,1,N,CHEMBL622393,1,16459,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9206,50597,10116.0,,1,N,CHEMBL622394,1,3278,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9207,50597,10116.0,,1,N,CHEMBL622395,1,3278,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9208,50597,10116.0,,1,N,CHEMBL622396,1,4684,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1977.0
9209,50597,10116.0,,1,N,CHEMBL624894,1,4684,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1977.0
9210,50597,10116.0,,1,N,CHEMBL624895,1,4684,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1977.0
9211,50597,10116.0,,1,N,CHEMBL624058,1,4684,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1977.0
9212,50597,10116.0,,1,N,CHEMBL624059,1,4684,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1977.0
9213,50597,10116.0,,1,N,CHEMBL624060,1,4684,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1977.0
9214,50597,10116.0,,1,N,CHEMBL624061,1,4684,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1977.0
9215,50597,10116.0,,1,N,CHEMBL624062,1,4684,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1977.0
9216,50597,10116.0,,1,N,CHEMBL624063,1,16456,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9217,50597,10116.0,,1,N,CHEMBL624064,1,16456,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9218,50597,10116.0,,1,N,CHEMBL624065,1,723,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9219,50597,10116.0,,1,N,CHEMBL624066,1,723,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9220,50597,10116.0,,1,N,CHEMBL877490,1,5160,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9221,50597,10116.0,,1,N,CHEMBL874442,1,4709,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9222,50597,10116.0,,1,N,CHEMBL626890,1,5633,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9223,50597,10116.0,,1,N,CHEMBL626891,1,5302,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9224,50597,10116.0,,1,N,CHEMBL626892,1,5302,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9225,50597,10116.0,,1,N,CHEMBL626893,1,17791,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9226,50597,10116.0,,1,N,CHEMBL626894,1,17791,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9227,50597,10116.0,,1,N,CHEMBL626895,1,17791,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9228,50597,10116.0,,1,N,CHEMBL626896,1,17791,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9229,50597,10116.0,,1,N,CHEMBL626897,1,14512,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9230,50597,10116.0,,1,N,CHEMBL626898,1,6230,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9231,50597,10116.0,,1,N,CHEMBL626899,1,3364,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9232,50597,10116.0,,1,N,CHEMBL626900,1,6874,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9233,50597,10116.0,,1,N,CHEMBL626901,1,857,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9234,50597,10116.0,,1,N,CHEMBL626902,1,858,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9235,50597,10116.0,,1,N,CHEMBL626903,1,858,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9236,50597,10116.0,,1,N,CHEMBL874443,1,5355,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9237,50597,10116.0,,1,N,CHEMBL626904,1,5355,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9238,50597,10116.0,,1,N,CHEMBL626905,1,6305,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9239,50597,10116.0,,1,N,CHEMBL873830,1,13501,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9240,50597,10116.0,,1,N,CHEMBL626906,1,17594,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9241,50597,10116.0,,1,N,CHEMBL631076,1,4186,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9242,50597,10116.0,,1,N,CHEMBL631077,1,2932,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9243,50597,10116.0,,1,N,CHEMBL631078,1,17065,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9244,50597,10116.0,,1,N,CHEMBL631079,1,15765,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9245,50597,10116.0,,1,N,CHEMBL631080,1,2713,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9246,50597,10116.0,,1,N,CHEMBL631081,1,2661,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9247,50597,10116.0,,1,N,CHEMBL631239,1,2661,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9248,50597,10116.0,,1,N,CHEMBL631240,1,740,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9249,50597,10116.0,,1,N,CHEMBL631241,1,6597,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9250,50597,10116.0,,1,N,CHEMBL631242,1,2959,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9251,50597,10116.0,,1,N,CHEMBL631243,1,17594,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9252,50597,10116.0,,1,N,CHEMBL874444,1,17596,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9253,50597,10116.0,,1,N,CHEMBL631244,1,17594,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
9254,50597,10116.0,,1,N,CHEMBL631245,1,3293,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9255,50597,10116.0,,1,N,CHEMBL627162,1,6757,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9256,50597,10116.0,,1,N,CHEMBL627163,1,6757,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9257,50597,10116.0,,1,N,CHEMBL627164,1,6757,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9258,50597,10116.0,,1,N,CHEMBL627165,1,5979,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2113.0
9259,50597,10116.0,,1,N,CHEMBL627166,1,5979,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9260,50597,10116.0,,1,N,CHEMBL627167,1,5979,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9261,50597,10116.0,,1,N,CHEMBL627822,1,4026,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9262,50597,10116.0,,1,N,CHEMBL627823,1,5355,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9263,50597,10116.0,,1,N,CHEMBL627824,1,5355,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9264,50597,10116.0,,1,N,CHEMBL627825,1,5355,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9265,50597,10116.0,,1,N,CHEMBL627826,1,5633,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9266,50597,10116.0,,1,N,CHEMBL627827,1,1716,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9267,50597,10116.0,,1,N,CHEMBL627828,1,1716,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9268,50597,10116.0,,1,N,CHEMBL627829,1,4689,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9269,50597,10116.0,,1,N,CHEMBL627830,1,4527,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9270,50597,10116.0,,1,N,CHEMBL627831,1,4527,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9271,50597,10116.0,,1,N,CHEMBL627832,1,15662,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9272,50597,10116.0,,1,N,CHEMBL627833,1,4413,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9273,50597,10116.0,,1,N,CHEMBL627834,1,3598,Rattus norvegicus,A,,Expert,,,BAO_0000218,
9274,50597,10116.0,,1,N,CHEMBL628004,1,3598,Rattus norvegicus,A,,Expert,,,BAO_0000218,
9275,50597,10116.0,,1,N,CHEMBL628005,1,5964,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9276,50597,10116.0,,1,N,CHEMBL628006,1,4689,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9277,50597,10116.0,,1,N,CHEMBL628007,1,4186,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9278,50597,10116.0,,1,N,CHEMBL625676,1,5510,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9279,50597,10116.0,,1,N,CHEMBL631309,1,17858,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9280,50597,10116.0,,1,N,CHEMBL631310,1,17804,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9281,50597,10116.0,,1,N,CHEMBL631311,1,6106,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9282,50597,10116.0,,1,N,CHEMBL631312,1,5964,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9283,50597,10116.0,,1,N,CHEMBL631313,1,4026,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9284,50597,10116.0,,1,N,CHEMBL631314,1,4756,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9285,50597,10116.0,,1,N,CHEMBL631315,1,4756,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9286,50597,10116.0,,1,N,CHEMBL631316,1,5862,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9287,50597,10116.0,,1,N,CHEMBL631317,1,5862,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9288,50597,10116.0,,1,N,CHEMBL874471,1,6644,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
9289,50597,10116.0,,1,N,CHEMBL631318,1,5871,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
