Fiscal year,Continent ID,Division ID,Disability issues (marker),Youth issues (marker),Branch ID,Gender equality (marker),Project Browser country ID,Organisation class,Continent name,CountryRegion percent,Division name,Status,Participatory development and good governance,CFLI (marker),Organisation type,CountryRegion name,Amount spent,Bilateral aid (international marker),Project number,ICT as a tool for development (marker),Biodiversity (marker),Indigenous issues (marker),Section ID,Regional program (marker),Climate change mitigation (marker),Desertification (marker),Trade development (marker),Urban issues (marker),Children issues (marker),Knowledge for development (marker),Organisation ID,Organisation name,Organisation sub-class,CountryRegion ID,Sector ID,Sector name,Sector percent
2009/2010,1,D6214,0,0,B6100,2,PY,Civil Society,America,0.02,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Paraguay,1230.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,PY,11330,Vocational training,0.01
2009/2010,1,D6214,0,0,B6100,2,PY,Civil Society,America,0.02,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Paraguay,1845.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,PY,11430,Advanced technical and managerial training,0.015
2009/2010,1,D6214,0,0,B6100,2,PY,Civil Society,America,0.02,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Paraguay,2460.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,PY,12110,Health policy and administrative management,0.02
2009/2010,1,D6214,0,0,B6100,2,PY,Civil Society,America,0.02,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Paraguay,2460.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,PY,12281,Health personnel development,0.02
2009/2010,1,D6214,0,0,B6100,2,PY,Civil Society,America,0.02,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Paraguay,2583.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,PY,13040,STD control including HIV/AIDS,0.021
2009/2010,1,D6214,0,0,B6100,2,PY,Civil Society,America,0.02,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Paraguay,2890.5,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,PY,14031,Basic drinking water supply,0.0235
2009/2010,1,D6214,0,0,B6100,2,PY,Civil Society,America,0.02,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Paraguay,2890.5,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,PY,14032,Basic sanitation,0.0235
2009/2010,1,D6214,0,0,B6100,2,PY,Civil Society,America,0.02,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Paraguay,12300.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,PY,15110,Public sector policy and administrative management,0.1
2009/2010,1,D6214,0,0,B6100,2,PY,Civil Society,America,0.02,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Paraguay,6150.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,PY,15130,Legal and judicial development,0.05
2009/2010,1,D6214,0,0,B6100,2,PY,Civil Society,America,0.02,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Paraguay,12300.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,PY,15150,Democratic participation and civil society,0.1
2009/2010,1,D6214,0,0,B6100,2,PY,Civil Society,America,0.02,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Paraguay,12300.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,PY,15153,Media and free flow of information,0.1
2009/2010,1,D6214,0,0,B6100,2,PY,Civil Society,America,0.02,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Paraguay,12300.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,PY,15160,Human rights,0.1
2009/2010,1,D6214,0,0,B6100,2,PY,Civil Society,America,0.02,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Paraguay,2460.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,PY,16020,Employment policy and administrative management,0.02
2009/2010,1,D6214,0,0,B6100,2,PY,Civil Society,America,0.02,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Paraguay,2091.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,PY,16050,Multi-sector aid for basic social services,0.017
2009/2010,1,D6214,0,0,B6100,2,PY,Civil Society,America,0.02,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Paraguay,1230.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,PY,32140,Cottage industries and handicrafts,0.01
2009/2010,1,D6214,0,0,B6100,2,PY,Civil Society,America,0.02,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Paraguay,1476.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,PY,32161,Agro-industries,0.012
2009/2010,1,D6214,0,0,B6100,2,PY,Civil Society,America,0.02,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Paraguay,12300.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,PY,33110,Trade policy and administrative management,0.1
2009/2010,1,D6214,0,0,B6100,2,PY,Civil Society,America,0.02,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Paraguay,6150.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,PY,33120,Trade facilitation,0.05
2009/2010,1,D6214,0,0,B6100,2,PY,Civil Society,America,0.02,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Paraguay,15744.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,PY,33140,Multilateral trade negotiations,0.128
2009/2010,1,D6214,0,0,B6100,2,PY,Civil Society,America,0.02,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Paraguay,3690.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,PY,33181,Trade education/training,0.03
2009/2010,1,D6214,0,0,B6100,2,PY,Civil Society,America,0.02,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Paraguay,4920.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,PY,99820,Promotion of development awareness,0.04
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,1845.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,11220,Primary education,0.01
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,1845.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,11330,Vocational training,0.01
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,2767.5,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,11430,Advanced technical and managerial training,0.015
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,3690.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,12110,Health policy and administrative management,0.02
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,3690.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,12281,Health personnel development,0.02
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,3874.5,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,13040,STD control including HIV/AIDS,0.021
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,4335.75,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,14031,Basic drinking water supply,0.0235
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,4335.75,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,14032,Basic sanitation,0.0235
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,18450.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,15110,Public sector policy and administrative management,0.1
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,9225.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,15130,Legal and judicial development,0.05
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,18450.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,15150,Democratic participation and civil society,0.1
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,18450.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,15153,Media and free flow of information,0.1
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,18450.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,15160,Human rights,0.1
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,3690.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,16020,Employment policy and administrative management,0.02
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,3136.5,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,16050,Multi-sector aid for basic social services,0.017
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,1845.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,32140,Cottage industries and handicrafts,0.01
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,2214.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,32161,Agro-industries,0.012
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,18450.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,33110,Trade policy and administrative management,0.1
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,9225.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,33120,Trade facilitation,0.05
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,23616.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,33140,Multilateral trade negotiations,0.128
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,5535.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,33181,Trade education/training,0.03
2009/2010,2,D6214,0,0,B6100,2,RW,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Rwanda,7380.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,RW,99820,Promotion of development awareness,0.04
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,1845.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,11220,Primary education,0.01
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,1845.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,11330,Vocational training,0.01
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,2767.5,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,11430,Advanced technical and managerial training,0.015
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,3690.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,12110,Health policy and administrative management,0.02
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,3690.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,12281,Health personnel development,0.02
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,3874.5,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,13040,STD control including HIV/AIDS,0.021
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,4335.75,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,14031,Basic drinking water supply,0.0235
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,4335.75,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,14032,Basic sanitation,0.0235
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,18450.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,15110,Public sector policy and administrative management,0.1
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,9225.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,15130,Legal and judicial development,0.05
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,18450.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,15150,Democratic participation and civil society,0.1
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,18450.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,15153,Media and free flow of information,0.1
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,18450.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,15160,Human rights,0.1
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,3690.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,16020,Employment policy and administrative management,0.02
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,3136.5,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,16050,Multi-sector aid for basic social services,0.017
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,1845.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,32140,Cottage industries and handicrafts,0.01
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,2214.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,32161,Agro-industries,0.012
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,18450.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,33110,Trade policy and administrative management,0.1
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,9225.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,33120,Trade facilitation,0.05
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,23616.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,33140,Multilateral trade negotiations,0.128
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,5535.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,33181,Trade education/training,0.03
2009/2010,2,D6214,0,0,B6100,2,SL,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Sierra Leone,7380.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SL,99820,Promotion of development awareness,0.04
2009/2010,2,D6214,0,0,B6100,2,SN,Civil Society,Africa,0.03,KGD Sustainable Economic Growth Partner.,Closed,1,0,Canadian Non-Profit Making,Senegal,1845.0,1,S063452PRG,0,0,0,S6218,0,0,0,0,0,0,0,1000715,Canadian Catholic Organization for Development and Peace,NGO,SN,11220,Primary education,0.01
