variant_id,relationship_type,assay_type,chembl_id,src_id,confidence_score,assay_tissue,bao_format,description,assay_organism,assay_category,cell_id,assay_cell_type,curated_by,src_assay_id,assay_strain,assay_test_type,assay_id,tissue_id,assay_tax_id,tid,doc_id,assay_subcellular_fraction
,U,A,CHEMBL625999,1,0,,BAO_0000218,Cmax value at the dose of 2.3 mg/kg,,,,,Autocuration,,,In vivo,10797,,,22224,15808,
,U,A,CHEMBL626000,1,0,,BAO_0000218,Cmax value at the dose of 5 mg/kg,,,,,Autocuration,,,In vivo,10798,,,22224,15808,
,U,A,CHEMBL626001,1,0,,BAO_0000218,Cmax value in the period of 8 hr after dosing. ,,,,,Autocuration,,,In vivo,10799,,,22224,15778,
,U,A,CHEMBL626002,1,0,,BAO_0000218,Cmax value at a oral dose of 20 mg/kg; Not tested,,,,,Autocuration,,,In vivo,10800,,,22224,3715,
,U,A,CHEMBL626003,1,0,,BAO_0000218,Cmax value at a oral dose of 20 mg/kg,,,,,Autocuration,,,In vivo,10801,,,22224,3715,
,N,A,CHEMBL626004,1,1,,BAO_0000218,Cmax value was determined between 15 and 30 minutes post administration in fisher rats; value ranges from 200-500,Rattus norvegicus,,,,Intermediate,,,In vivo,10802,,10116.0,50597,1446,
,N,A,CHEMBL626005,1,1,,BAO_0000218,Cmax(ng /mL)values after oral administration of 10 mg/kg in guinea pig.,Cavia porcellus,,,,Intermediate,,,In vivo,10803,,10141.0,50512,15240,
,N,A,CHEMBL626006,1,1,,BAO_0000218,Cmax(ng /mL)values after oral administration of 10 mg/kg in rat.,Rattus norvegicus,,,,Intermediate,,,In vivo,10804,,10116.0,50597,15240,
,N,A,CHEMBL626007,1,1,Plasma,BAO_0000218,Compound at a dose of 10 mg/kg was orally administered to rats and maximum plasma concentration was reported,Rattus norvegicus,,,,Intermediate,,,In vivo,10805,1969.0,10116.0,50597,14810,
,N,A,CHEMBL626008,1,1,Plasma,BAO_0000218,Compound was evaluated for maximum plasma concentration by administering orally at 25 mg/kg in mice,Mus musculus,,,,Intermediate,,,In vivo,10806,1969.0,10090.0,50594,14239,
,N,A,CHEMBL626009,1,1,Liver,BAO_0000218,Compound was evaluated for maximum plasma concentration levels in dogs for the orally delivered compound in 0.05 M citric acid,Canis lupus familiaris,,,,Intermediate,,,In vivo,10807,2107.0,9615.0,50588,12555,
,N,A,CHEMBL626010,1,1,,BAO_0000218,Compound was evaluated in vivo for its concentration after a peroral administration 40 mg/kg in dogs.,Canis lupus familiaris,,,,Intermediate,,,In vivo,10808,,9615.0,50588,10754,
,N,A,CHEMBL626011,1,1,Blood,BAO_0000218,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a intramuscular administration 40 mg/kg in mice,Mus musculus,,,,Intermediate,,,In vivo,10809,178.0,10090.0,50594,10754,
,N,A,CHEMBL626012,1,1,Blood,BAO_0000218,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a peroral administration 40 mg/kg in mice,Mus musculus,,,,Intermediate,,,In vivo,10810,178.0,10090.0,50594,10754,
,N,A,CHEMBL626013,1,1,Blood,BAO_0000218,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a peroral administration of 40 mg/kg in mice,Mus musculus,,,,Intermediate,,,In vivo,10811,178.0,10090.0,50594,10754,
,N,A,CHEMBL626014,1,1,Blood,BAO_0000218,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after an intramuscular administration of 40 mg/kg in mice,Mus musculus,,,,Intermediate,,,In vivo,10812,178.0,10090.0,50594,10754,
,N,A,CHEMBL877496,1,1,Blood,BAO_0000218,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after an intramuscular administration of 40 mg/kg in mice.,Mus musculus,,,,Intermediate,,,In vivo,10813,178.0,10090.0,50594,10754,
,N,F,CHEMBL626015,1,1,,BAO_0000218,Compound was tested Growth Hormone(GH) release after 0.5 mg/kg administration (Po) in Beagle dogs,Canis lupus familiaris,,,,Intermediate,,,In vivo,10814,,9615.0,50588,14600,
,N,F,CHEMBL626016,1,1,,BAO_0000218,Compound was tested Growth Hormone(GH) release after 10 mg/kg administration (Po) in Beagle dogs,Canis lupus familiaris,,,,Intermediate,,,In vivo,10815,,9615.0,50588,14600,
,N,F,CHEMBL626017,1,1,,BAO_0000218,Compound was tested Growth Hormone(GH) release after 2.5 mg/kg administration (Po) in Beagle dogs,Canis lupus familiaris,,,,Intermediate,,,In vivo,10816,,9615.0,50588,14600,
,N,A,CHEMBL626018,1,1,Plasma,BAO_0000218,Bioavailability as maximal plasma concentration in dogs,Canis lupus familiaris,,,,Intermediate,,,In vivo,10817,1969.0,9615.0,50588,13543,
,N,A,CHEMBL626692,1,1,Plasma,BAO_0000218,Bioavailability as maximal plasma concentration in dogs,Canis lupus familiaris,,,,Intermediate,,,In vivo,10818,1969.0,9615.0,50588,13543,
,N,A,CHEMBL626693,1,1,Plasma,BAO_0000218,Bioavailability as maximal plasma concentration in rats,Rattus norvegicus,,,,Intermediate,,,In vivo,10819,1969.0,10116.0,50597,13543,
,U,A,CHEMBL626694,1,0,Plasma,BAO_0000218,Bioavailability as maximal plasma concentration in rats,Rattus norvegicus,,,,Autocuration,,,In vivo,10820,1969.0,10116.0,22224,13543,
,N,A,CHEMBL626695,1,1,Blood,BAO_0000218,Compound was tested for maximum blood concentration after 0.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,Canis lupus familiaris,,,,Intermediate,,,In vivo,10821,178.0,9615.0,50588,14600,
,N,A,CHEMBL626696,1,1,Blood,BAO_0000218,Compound was tested for maximum blood concentration after 10 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,Canis lupus familiaris,,,,Intermediate,,,In vivo,10822,178.0,9615.0,50588,14600,
,N,A,CHEMBL626697,1,1,Blood,BAO_0000218,Compound was tested for maximum blood concentration after 2.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,Canis lupus familiaris,,,,Intermediate,,,In vivo,10823,178.0,9615.0,50588,14600,
,N,A,CHEMBL626859,1,1,Blood,BAO_0000218,Compound was tested for maximum concentration in blood after 0.5 mg/kg administration (Po) in Beagle dogs; nd = Not Detectable,Canis lupus familiaris,,,,Intermediate,,,In vivo,10824,178.0,9615.0,50588,14600,
,N,A,CHEMBL626860,1,1,Blood,BAO_0000218,Compound was tested for maximum concentration in blood after 10 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,Canis lupus familiaris,,,,Intermediate,,,In vivo,10825,178.0,9615.0,50588,14600,
,N,A,CHEMBL626861,1,1,Blood,BAO_0000218,Compound was tested for maximum concentration in blood after 2.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,Canis lupus familiaris,,,,Intermediate,,,In vivo,10826,178.0,9615.0,50588,14600,
,N,A,CHEMBL626296,1,1,,BAO_0000218,Compound was tested for maximum observed concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,Rattus norvegicus,,,,Intermediate,,,In vivo,10827,,10116.0,50597,14681,
,U,A,CHEMBL626297,1,0,,BAO_0000218,Compound was tested for the max. conc. when administered perorally(po) 30 mg/kg,,,,,Autocuration,,,In vivo,10828,,,22224,15905,
,U,A,CHEMBL626298,1,0,Plasma,BAO_0000218,Compound was tested for the max. plasma conc. when administered intraperitoneally (ip) 30 mg/kg.,,,,,Autocuration,,,In vivo,10829,1969.0,,22224,15905,
,N,A,CHEMBL626299,1,1,Plasma,BAO_0000218,"Drug plasma level in rat was determined on the last day of dosing at 1,2,4.8 and 24 hr and ED50 was evaluated",Rattus norvegicus,,,,Intermediate,,,In vivo,10830,1969.0,10116.0,50597,13304,
,N,A,CHEMBL626300,1,1,Plasma,BAO_0000218,Effect of ip administration of compound on plasma concentration of allo-pregnanolone (AP) in rats after 30 min.,Rattus norvegicus,,,,Intermediate,,,In vivo,10831,1969.0,10116.0,50597,15137,
,N,A,CHEMBL626301,1,1,Plasma,BAO_0000218,Effect of ip administration of compound on plasma concentration of allotetrahydrodeoxy corticosterone(THDOC) in rats after 30 min.,Rattus norvegicus,,,,Intermediate,,,In vivo,10832,1969.0,10116.0,50597,15137,
,N,A,CHEMBL626962,1,1,Plasma,BAO_0000218,Effect of ip administration of compound on plasma concentration of corticosterone (CTS) in rats after 30 min.,Rattus norvegicus,,,,Intermediate,,,In vivo,10833,1969.0,10116.0,50597,15137,
,N,A,CHEMBL626963,1,1,Plasma,BAO_0000218,Effect of ip administration of compound on plasma concentration of pregnenolone (PRE) in rats after 30 min.,Rattus norvegicus,,,,Intermediate,,,In vivo,10834,1969.0,10116.0,50597,15137,
,N,A,CHEMBL626964,1,1,Plasma,BAO_0000218,Effect of ip administration of compound on plasma concentration of progesterone (PRO) in rats after 30 min.,Rattus norvegicus,,,,Intermediate,,,In vivo,10835,1969.0,10116.0,50597,15137,
,N,A,CHEMBL626965,1,1,Plasma,BAO_0000218,In vivo antitumor efficacy expressed as maximum plasma concentration 0.4 hr after a peroral dose of 25 mg/kg in cynomolgus monkeys,Macaca fascicularis,,,,Intermediate,,,In vivo,10836,1969.0,9541.0,100710,14839,
,N,A,CHEMBL626966,1,1,Plasma,BAO_0000218,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,Mus musculus,,,,Intermediate,,,In vivo,10837,1969.0,10090.0,50594,14839,
,N,A,CHEMBL626967,1,1,Plasma,BAO_0000218,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,Mus musculus,,,,Intermediate,,,In vivo,10838,1969.0,10090.0,50594,14839,
,N,A,CHEMBL626968,1,1,Plasma,BAO_0000218,In vivo antitumor efficacy expressed as maximum plasma concentration after a peroral dose of 10 mg/kg in cynomolgus monkeys,Macaca fascicularis,,,,Intermediate,,,In vivo,10839,1969.0,9541.0,100710,14839,
,N,A,CHEMBL626969,1,1,Heart,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.89-1.24,Rattus norvegicus,,,,Intermediate,,,,10840,948.0,10116.0,50597,8418,
,N,A,CHEMBL627126,1,1,Heart,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.24-2.58,Rattus norvegicus,,,,Intermediate,,,,10841,948.0,10116.0,50597,8418,
,N,A,CHEMBL631276,1,1,Heart,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.24-0.28,Rattus norvegicus,,,,Intermediate,,,,10842,948.0,10116.0,50597,8418,
,N,A,CHEMBL631277,1,1,Heart,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.52-0.62,Rattus norvegicus,,,,Intermediate,,,,10843,948.0,10116.0,50597,8418,
,N,A,CHEMBL631278,1,1,Heart,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.68-0.84,Rattus norvegicus,,,,Intermediate,,,,10844,948.0,10116.0,50597,8418,
,N,A,CHEMBL874457,1,1,Heart,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.75-1.03,Rattus norvegicus,,,,Intermediate,,,,10845,948.0,10116.0,50597,8418,
,N,A,CHEMBL631279,1,1,Heart,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.96-2.46,Rattus norvegicus,,,,Intermediate,,,,10846,948.0,10116.0,50597,8418,
,N,A,CHEMBL631280,1,1,Heart,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.36-0.42,Rattus norvegicus,,,,Intermediate,,,,10847,948.0,10116.0,50597,8418,
,N,A,CHEMBL631281,1,1,Heart,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.58-0.82,Rattus norvegicus,,,,Intermediate,,,,10848,948.0,10116.0,50597,8418,
,N,A,CHEMBL631968,1,1,Heart,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.24-1.46,Rattus norvegicus,,,,Intermediate,,,,10849,948.0,10116.0,50597,8418,
,N,A,CHEMBL631969,1,1,Heart,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 2.36-3.96,Rattus norvegicus,,,,Intermediate,,,,10850,948.0,10116.0,50597,8418,
,N,A,CHEMBL631970,1,1,Heart,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.24-0.29,Rattus norvegicus,,,,Intermediate,,,,10851,948.0,10116.0,50597,8418,
,N,A,CHEMBL631971,1,1,Heart,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.39-0.74,Rattus norvegicus,,,,Intermediate,,,,10852,948.0,10116.0,50597,8418,
,N,A,CHEMBL631972,1,1,Heart,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.79-0.85,Rattus norvegicus,,,,Intermediate,,,,10853,948.0,10116.0,50597,8418,
,N,A,CHEMBL630435,1,1,Heart,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.64-0.86,Rattus norvegicus,,,,Intermediate,,,,10854,948.0,10116.0,50597,8418,
,N,A,CHEMBL630436,1,1,Heart,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 1.68-2.23,Rattus norvegicus,,,,Intermediate,,,,10855,948.0,10116.0,50597,8418,
,N,A,CHEMBL630437,1,1,Heart,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.19-0.23,Rattus norvegicus,,,,Intermediate,,,,10856,948.0,10116.0,50597,8418,
,N,A,CHEMBL630438,1,1,Heart,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.22-0.29,Rattus norvegicus,,,,Intermediate,,,,10857,948.0,10116.0,50597,8418,
,N,A,CHEMBL630439,1,1,Heart,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.58-0.75,Rattus norvegicus,,,,Intermediate,,,,10858,948.0,10116.0,50597,8418,
,N,A,CHEMBL630440,1,1,Kidney,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.42-1.82,Rattus norvegicus,,,,Intermediate,,,,10859,2113.0,10116.0,50597,8418,
,N,A,CHEMBL630441,1,1,Kidney,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.24-3.12,Rattus norvegicus,,,,Intermediate,,,,10860,2113.0,10116.0,50597,8418,
,N,A,CHEMBL630442,1,1,Kidney,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.62-0.92,Rattus norvegicus,,,,Intermediate,,,,10861,2113.0,10116.0,50597,8418,
,N,A,CHEMBL625234,1,1,Kidney,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.12-2.04,Rattus norvegicus,,,,Intermediate,,,,10862,2113.0,10116.0,50597,8418,
,N,A,CHEMBL625235,1,1,Kidney,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.59-2.03,Rattus norvegicus,,,,Intermediate,,,,10863,2113.0,10116.0,50597,8418,
,N,A,CHEMBL625236,1,1,Kidney,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.14-1.4,Rattus norvegicus,,,,Intermediate,,,,10864,2113.0,10116.0,50597,8418,
,N,A,CHEMBL625237,1,1,Kidney,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.56-1.83,Rattus norvegicus,,,,Intermediate,,,,10865,2113.0,10116.0,50597,8418,
,N,A,CHEMBL626125,1,1,Kidney,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.58-0.73,Rattus norvegicus,,,,Intermediate,,,,10866,2113.0,10116.0,50597,8418,
,N,A,CHEMBL626126,1,1,Kidney,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 1.67-2.11,Rattus norvegicus,,,,Intermediate,,,,10867,2113.0,10116.0,50597,8418,
,N,A,CHEMBL626127,1,1,Kidney,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.64-3.43,Rattus norvegicus,,,,Intermediate,,,,10868,2113.0,10116.0,50597,8418,
,N,A,CHEMBL626128,1,1,Kidney,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 3.18-4.74,Rattus norvegicus,,,,Intermediate,,,,10869,2113.0,10116.0,50597,8418,
,N,A,CHEMBL626129,1,1,Kidney,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.62-1.13,Rattus norvegicus,,,,Intermediate,,,,10870,2113.0,10116.0,50597,8418,
,N,A,CHEMBL626130,1,1,Kidney,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 1.73-2.64,Rattus norvegicus,,,,Intermediate,,,,10871,2113.0,10116.0,50597,8418,
,N,A,CHEMBL626131,1,1,Kidney,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 13.02-19.07,Rattus norvegicus,,,,Intermediate,,,,10872,2113.0,10116.0,50597,8418,
,N,A,CHEMBL626132,1,1,Kidney,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.89-1.19,Rattus norvegicus,,,,Intermediate,,,,10873,2113.0,10116.0,50597,8418,
,N,A,CHEMBL626752,1,1,Kidney,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 1.17-1.48,Rattus norvegicus,,,,Intermediate,,,,10874,2113.0,10116.0,50597,8418,
,N,A,CHEMBL626753,1,1,Kidney,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.48-0.72,Rattus norvegicus,,,,Intermediate,,,,10875,2113.0,10116.0,50597,8418,
,N,A,CHEMBL626754,1,1,Kidney,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.49-0.57,Rattus norvegicus,,,,Intermediate,,,,10876,2113.0,10116.0,50597,8418,
,N,A,CHEMBL626755,1,1,Kidney,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.99-1.24,Rattus norvegicus,,,,Intermediate,,,,10877,2113.0,10116.0,50597,8418,
,N,A,CHEMBL626756,1,1,Liver,BAO_0000218,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.23-1.78,Rattus norvegicus,,,,Intermediate,,,,10878,2107.0,10116.0,50597,8418,
,N,A,CHEMBL626757,1,1,Liver,BAO_0000218,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.43-2.92,Rattus norvegicus,,,,Intermediate,,,,10879,2107.0,10116.0,50597,8418,
,N,A,CHEMBL626758,1,1,Liver,BAO_0000218,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.81-1.18,Rattus norvegicus,,,,Intermediate,,,,10880,2107.0,10116.0,50597,8418,
,N,A,CHEMBL626759,1,1,Liver,BAO_0000218,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.37-1.74,Rattus norvegicus,,,,Intermediate,,,,10881,2107.0,10116.0,50597,8418,
,N,A,CHEMBL626760,1,1,Liver,BAO_0000218,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 4.01-4.81,Rattus norvegicus,,,,Intermediate,,,,10882,2107.0,10116.0,50597,8418,
,N,A,CHEMBL626394,1,1,,BAO_0000218,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5.4 mg/kg after ip administration ( 0-6 hr),Canis lupus familiaris,,,,Intermediate,,,,10883,,9615.0,50588,6996,
,N,A,CHEMBL626395,1,1,,BAO_0000218,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration,Canis lupus familiaris,,,,Intermediate,,,,10884,,9615.0,50588,6996,
,N,A,CHEMBL626396,1,1,,BAO_0000218,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration (0-6 hr),Canis lupus familiaris,,,,Intermediate,,,,10885,,9615.0,50588,6996,
,N,A,CHEMBL626397,1,1,,BAO_0000218,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration ( 0 - 6 hr),Canis lupus familiaris,,,,Intermediate,,,,10886,,9615.0,50588,6996,
,N,A,CHEMBL626398,1,1,,BAO_0000218,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration ( 0-6 hr ),Canis lupus familiaris,,,,Intermediate,,,,10887,,9615.0,50588,6996,
