title,year,authors,id,venue
aries/csa : a method for database recovery in client-server architectures,1994,"c mohan , i narang",1704,sigmod conference
ensuring relaxed atomicity for flexible transactions in multidatabase systems,1994,"a zhang , m nodine , b bhargava , o bukhres",1705,sigmod conference
dataguides : enabling query formulation and optimization in semistructured databases,1997,"r goldman , j widom",1706,vldb
energy efficient indexing on air,1994,"t imielinski , s viswanathan , b badrinath",1707,sigmod conference
geo/environmental and medical data management in the rasdaman system,1997,"p baumann , p furtado , r ritsch , n widmann",1708,vldb
asset : a system for supporting extended transactions,1994,"a biliris , s dar , n gehani , h jagadish , k ramamritham",1709,sigmod conference
gte superpages : using ir techniques for searching complex objects,1997,"s whitehead , h sinha , m murphy",1710,vldb
effective memory use in a media server,1997,"e chang , h garcia-molina",1711,vldb
the ecrc multi database system,1995,"w jonker , h schќtz",1712,sigmod conference
data replication for mobile computers,1994,"y huang , a sistla , o wolfson",1713,sigmod conference
efficient user-adaptable similarity search in large multimedia databases,1997,"t seidl , h kriegel",1714,vldb
fine-grained sharing in a page server oodbms,1994,"m carey , m franklin , m zaharioudakis",1715,sigmod conference
critical database technologies for high energy physics,1997,"d malon , e may",1716,vldb
fast subsequence matching in time-series databases,1994,"c faloutsos , m ranganathan , y manolopoulos",1717,sigmod conference
caprera : an activity framework for transaction processing on wide-area networks,1997,"s kumar , e kwang , d agrawal",1718,vldb
distributing a search tree among a growing number of processors,1994,"b krіll , p widmayer",1719,sigmod conference
data manager for evolvable real-time command and control systems,1997,"e hughes , r ginis , b thuraisingham , p krupp , j maurer",1720,vldb
distributed processing over stand-alone systems and applications,1997,"g alonso , c hagen , h schek , m tresch",1721,vldb
from structured documents to novel query facilities,1994,"v christophides , s abiteboul , s cluet , m scholl",1722,sigmod conference
alphasort : a risc machine sort,1994,"c nyberg , t barclay , z cvetanovic , j gray , d lomet",1723,sigmod conference
the microsoft repository,1997,"p bernstein , b harry , p sanders , d shutt , j zander",1724,vldb
distributed file organization with scalable cost/performance,1994,"r vingralek , y breitbart , g weikum",1725,sigmod conference
multidimensional access methods : trees have grown everywhere,1997,"t sellis , n roussopoulos , c faloutsos",1726,vldb
adaptive selectivity estimation using query feedback,1994,"c chen , n roussopoulos",1727,sigmod conference
efficient testing of high performance transaction processing systems,1997,"d wildfogel , r yerneni",1728,vldb
innovation in database management : computer science vs. engineering,1997,k jacobs,1729,vldb
estimating page fetches for index scans with finite lru buffers,1994,"a swami , k schiefer",1730,sigmod conference
public : a decision tree classifier that integrates building and pruning,1998,"r rastogi , k shim",1731,vldb
genesys : a system for efficient spatial query processing,1994,"t brinkhoff , h kriegel , r schneider , b seeger",1732,sigmod conference
eos : an extensible object store,1994,"a biliris , e panagos",1733,sigmod conference
on the discovery of interesting patterns in association rules,1998,"s ramaswamy , s mahajan , a silberschatz",1734,vldb
wavecluster : a multi-resolution clustering approach for very large spatial databases,1998,"g sheikholeslami , s chatterjee , a zhang",1735,vldb
databases for networks,1994,h jagadish,1736,sigmod conference
a survey and critique of advanced transaction models,1994,c mohan,1737,sigmod conference
rainforest - a framework for fast decision tree construction of large datasets,1998,"j gehrke , r ramakrishnan , v ganti",1738,vldb
dec data distributor : for data replication and data warehousing,1994,d dietterich,1739,sigmod conference
small materialized aggregates : a light weight index structure for data warehousing,1998,g moerkotte,1740,vldb
secure buffering in firm real-time database systems,1998,"b george , j haritsa",1741,vldb
a performance study of transitive closure algorithms,1994,"s dar , r ramakrishnan",1742,sigmod conference
safely and efficiently updating references during on-line reorganization,1998,"c zou , b salzberg",1743,vldb
database in crisis and transition : a technical agenda for the year 2001,1994,d vaskevitch,1744,sigmod conference
coss : the common object services specifications,1994,b martin,1745,sigmod conference
materialized view selection for multidimensional datasets,1998,"a shukla , p deshpande , j naughton",1746,vldb
the effectiveness of gloss for the text database discovery problem,1994,"l gravano , h garcia-molina , a tomasic",1747,sigmod conference
"ratio rules : a new paradigm for fast , quantifiable data mining",1998,"f korn , a labrinidis , y kotidis , c faloutsos",1748,vldb
implementation of magic-sets in a relational database system,1994,"i mumick , h pirahesh",1749,sigmod conference
scalable sweeping-based spatial join,1998,"l arge , o procopiuc , s ramaswamy , t suel , j vitter",1750,vldb
mining surprising patterns using temporal description length,1998,"s chakrabarti , s sarawagi , b dom",1751,vldb
optimization of dynamic query evaluation plans,1994,"r cole , g graefe",1752,sigmod conference
incomplete path expressions and their disambiguation,1994,"y ioannidis , y lashkari",1753,sigmod conference
scalable techniques for mining causal structures,1998,"c silverstein , s brin , r motwani , j ullman",1754,vldb
sleepers and workaholics : caching strategies in mobile environments,1994,"d barbarс , t imielinski",1755,sigmod conference
selectivity estimation in extensible databases - a neural network approach,1998,"m lakshmi , s zhou",1756,vldb
evolving teradata decision support for massively parallel processing with unix,1994,c ballinger,1757,sigmod conference
massive stochastic testing of sql,1998,d slutz,1758,vldb
issues in developing very large data warehouses,1998,"l do , p drew , w jin , v jumani , d rossum",1759,vldb
staggered striping in multimedia information systems,1994,"s berson , s ghandeharizadeh , r muntz , x ju",1760,sigmod conference
database issues in telecommunications network management,1994,i ahn,1761,sigmod conference
the drill down benchmark,1998,"p boncz , t rќhl , f kwakkel",1762,vldb
the national medical knowledge bank,1998,w sterling,1763,vldb
quickly generating billion-record synthetic databases,1994,"j gray , p sundaresan , s englert , k baclawski , p weinberger",1764,sigmod conference
experiences in federated databases : from iro-db to miro-web,1998,"p fankhauser , g gardarin , m lopez , j muёoz , a tomasic",1765,vldb
predictive dynamic load balancing of parallel and distributed rule and query processing,1994,"h dewan , s stolfo , m hernсndez , j hwang",1766,sigmod conference
materialized views in oracle,1998,"r bello , k dias , a downing , j jr. , j finnerty , w norcott , h sun , a witkowski , m ziauddin",1767,vldb
incremental updates of inverted lists for text document retrieval,1994,"a tomasic , h garcia-molina , k shoens",1768,sigmod conference
koda - the architecture and interface of a data model independent kernel,1998,"g arun , a joshi",1769,vldb
optimizing queries on files,1994,"m consens , t milo",1770,sigmod conference
on parallel execution of multiple pipelined hash joins,1994,"h hsiao , m chen , p yu",1771,sigmod conference
the adabas buffer pool manager,1998,h schіning,1772,vldb
multi-step processing of spatial joins,1994,"t brinkhoff , h kriegel , r schneider , b seeger",1773,sigmod conference
plan-per-tuple optimization solution - parallel execution of expensive user-defined functions,1998,"f cariёo , w o'connell",1774,vldb
spatial joins using seeded trees,1994,"m lo , c ravishankar",1775,sigmod conference
is web-site management a database problem ?,1998,"d florescu , a levy , d suciu",1776,vldb
managing memory for real-time queries,1994,"h pang , m carey , m livny",1777,sigmod conference
"information , communication , and money : for what can we charge and how can we meter it ?",1998,"s blott , h korth , a silberschatz",1778,vldb
starting ( and sometimes ending ) a database company,1998,j orenstein,1779,vldb
shoring up persistent applications,1994,"m carey , d dewitt , m franklin , n hall , m mcauliffe , j naughton , d schuh , m solomon , c tan , o tsatalos , s white , m zwilling",1780,sigmod conference
the cubetree storage organization,1998,"n roussopoulos , y kotidis",1781,vldb
quickstore : a high performance mapped object store,1994,"s white , d dewitt",1782,sigmod conference
"self-adaptive , on-line reclustering of complex object data",1994,"w jr. , r king",1783,sigmod conference
ibm 's db2 universal database demonstrations at vldb '98,1998,"k schiefer , j kleewein , k brannon , g lohman , g fuh",1784,vldb
sequence query processing,1994,"p seshadri , m livny , r ramakrishnan",1785,sigmod conference
mapinfo spatialware : a spatial information server for rdbms,1998,c mina,1786,vldb
practical predicate placement,1994,j hellerstein,1787,sigmod conference
optimizing disjunctive queries with expensive predicates,1994,"a kemper , g moerkotte , k peithner , m steinbrunn",1788,sigmod conference
oracle industrial exhibit,1998,a pogue,1789,vldb
a language for manipulating arrays,1997,"a marathe , k salem",1790,vldb
outerjoins as disjunctions,1994,c galindo-legaria,1791,sigmod conference
a foundation for multi-dimensional databases,1997,"m gyssens , l lakshmanan",1792,vldb
partition selection policies in object database garbage collection,1994,"j cook , a wolf , b zorn",1793,sigmod conference
cost-based selection of path expression processing algorithms in object-oriented databases,1996,"g gardarin , j gruser , z tang",1794,vldb
nonstop sql : scalability and availability for decision support,1994,s englert,1795,sigmod conference
dynamic load balancing in hierarchical parallel database systems,1996,"l bouganim , d florescu , p valduriez",1796,vldb
