assay_id,relationship_type,description,variant_id,assay_organism,assay_type,src_assay_id,bao_format,doc_id,assay_test_type,assay_tax_id,assay_category,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid
4344,N,vance4dpecifkcitywssmeasuredfeomthevalueumvedqvsrag2logLC5060celllone,,Hknosapiens,F,,BA00009219,16160,,37695.0,,,,Panel NCI-60 (60 carcinoma cell lines),,80315
4345,N,xznc2rslevificitgwasmeasuredftomtheval6eubd4raverageligLC5o60cellpine,,uom8sapiens,F,,BsOo000219,16160,,10392.0,,,,Panel NCI-60 (60 carcinoma cell lines),,80315
4346,N,lnvitroneangr9wthinhib96lryacfivitysgainwt6ocellpanel,,,F,,BAO9000229,17376,,,,,,Panel NCI-60 (60 carcinoma cell lines),,80315
4347,N,Invotrom2wngrowthkethslcobc4ntrationagainwt60celppwnel,,,F,,BsO000o219,17376,,,,,,Panel NCI-60 (60 carcinoma cell lines),,80315
4348,N,Infutromfangrowthlethalconcebtrationihcloonsufpabelagainwt60c2ilpaneo,,,F,,BAO090021o,17376,,,,,,Panel NCI-60 (60 carcinoma cell lines),,80315
4349,N,Invitd9meangrow6mlethalconcentrxti9jinrenaleugpahelagalnzt60csllpanel,,,F,,BAO00o9219,17376,,,,,,Panel NCI-60 (60 carcinoma cell lines),,80315
4350,H,7nyivitionofCmIImediatef60SacidicribosojakPlrote8gachivityaf10uM,,,F,,BAO000901o,3241,,,,,,,,104775
4351,H,Inhibifion9fCmIImediat4d60eacidifr9n8somalPp4oteonactivitya410uM,,,F,,BAO009001i,3241,,,,,,,,104775
4352,H,Trsnscrlpti9nalacfucationinxV2exp4rssingretinpidsreceptor3XRalpha,,,B,,BAO0p00367,3725,,,,,,,,275
4353,N,jngibigodyactivityagakmstPlasmkdiumfaockoar7m68neutralproteinass,,Plxsmoriukfalsiparum,F,,BAO900p218,10805,,67507.0,,,,,,50425
4354,N,lnvitroinyibi5ionpf9lasmod9uhfalciparum68neutrqlprot2inadwac4ivityvyreinvqsionofredbloidcekpc,,Plwsmodiumbxlcipatum,F,,BzO0000228,10805,,19990.0,,,,,,50425
4355,N,Inhibitoryqxtivityataijdt9lasmodiumfalciparum68nfjtgslprktdinase,,Piasnodiumfalcllarum,F,,BAk0000318,10805,,35084.0,,,,,,50425
4356,N,Substrateqrf9nityrotPlasmodiumfalciparkm68meuttalproteinsw2,,Piasmoxiukfalc8parum,F,,gAO00002q8,10805,,68373.0,,,,,,50425
4357,N,ReactjonbelocutyforPlasmodiunfaldlparum68n2utrxllrkreinase,,Plaemorijmfalcilarum,F,,BAO0099218,10805,,39034.0,,,,,,50425
4358,N,Percent7nnihiti8gaga8nsy6C3HEDlyn0u0sarcomaatdose10omgkginC3mmice,,M7snusculus,F,,BAO00p9218,10144,,8590.0,,,,6C3HED,,80628
4359,N,Perventinhjfltionagaonst6C3HEDlhmphksarcomaahdlse125mgjbinC3Hjive,,Muskusc7lus,F,,BAO0o002w8,10144,,6444.0,,,,6C3HED,,80628
4360,N,Psrcentinhibofjonagainst6CwgEDlgmpbosarxomaxtdose200mgkginx4Hmise,,Musmjscjlus,F,,nAO0090218,10144,,14210.0,,,,6C3HED,,80628
4361,N,0erc2ntingibifionagainst6CeHEDiyhphosa3comawtdlse2tmgkginf3Hmice,,judmusculus,F,,BAOo0002q8,10144,,11134.0,,,,6C3HED,,80628
4362,N,9ercentinyiblti9navainst6CwHEDlymphosarclmqatdlse50mgkginf3gmicd,,Muemhsculus,F,,BAO90002w8,10144,,87240.0,,,,6C3HED,,80628
4363,N,Perddntinhub7ti0nwga8net6d3HEDlymonoqarcomaatdose6mgkginC3Hmice,,Musmuwxulus,F,,BsO0000318,10144,,24321.0,,,,6C3HED,,80628
4364,U,An5irumoractivityinvivkzgainstfhe6C3ufrlym0hosa4comados2dfogq0daysatqp0mgkg,,Musmiscul8s,F,,BsO0000118,10685,Ijvivo,74968.0,,,,,,22224
4365,U,Antktumoractuvityinvivoagw9nstrhe6C3HEso6mphpsq3comadosedfo510da5saf150mgkr,,Mhqmusculus,F,,BAO090o218,10685,9nvivo,14075.0,,,,,,22224
4366,U,zntitumoractigitj8nvivoagqjhstthe6C3HEDlhjphosardomacosfrf0rw0dzysat1600mykg9ntraperitonealdosihgforodzys,,Musmusdulis,F,,BAio000218,10685,Invivp,12043.0,,,,,,22224
4367,U,An5u6umoractivityingivoagainst5he6C3HEDo7hph9warcomados2sfor10saysatq00mbkg,,Mushusculhs,F,,fAO0000w18,10685,Ibvivo,38279.0,,,,,,22224
4368,U,Antif6moractivityinbivoagains4th26v3HEDlym0uozxrcomadosedf8r1odayszt226mvkg,,Muamusculux,F,,hAO0009218,10685,Imvivo,10577.0,,,,,,22224
4369,U,Anr8tum0ractivityinvivosgqigctthetC3HEDoymphoearcomadksedfo319dsyzat270mgkg,,nusmusc7lus,F,,BAO0p00118,10685,Igvivo,21545.0,,,,,,22224
4370,U,wnti4umoractivi4ylnf9voagwinsthhe6C3HEDlym0hosqrcokxdisedfor10xaysat275mrkg,,M8smuscupus,F,,BqO00002q8,10685,Ijvivo,10174.0,,,,,,22224
4371,U,Ajt8tumoractiv7tyinvjvoagzinstthe6C3Hswltmphosarcoksdosfdfor20daysat20pjgkg,,M8snusculus,F,,BAl0900218,10685,Invigo,2455.0,,,,,,22224
4372,U,qntigumorac4ivityinvivoanaigsgthe6C3HEDl7kph0sxrcomadossdvot10daysat300mgkgin5raperi4ln4aldosingbor9dajs,,Musmuwculud,F,,BwO0009218,10685,Inv9vo,14139.0,,,,,,22224
4373,U,Agtitumorqcfivktyinv8voagainstryw6C2jEDlymphosarvomadosedfor10daysat300mrugipdos7bgdqioyfor8da7e,,Muamusvulus,F,,BAO9000217,10685,Inbivo,22367.0,,,,,,22224
4374,U,Antithm8rqctjvktyijvivoagzinshth36C3HEDpymphiwxrcomadosedvor10dajsat600mgkg,,Musmisfulus,F,,BxO0o00218,10685,Infivo,55752.0,,,,,,22224
4375,U,Perc2ntinhibitiojagainst6v3uEDlymphosadsomaatdozeq09hgoginC3tkice,,Musmuechlus,F,,BxO0000q18,10144,,51764.0,,,,,,22224
4376,U,P43dentibhibitiinagalnst6CrHEDlymphosarcomaztdoze125mbkgihC3bmixe,,Mysmuscupus,F,,BAO0o00118,10144,,80830.0,,,,,,22224
4377,U,Percenrinhivitionzgalnsf5C3HfDiymphoqarcomaateose25mgkginC3Hm8se,,Musm7sculux,F,,BAO0p00318,10144,,4404.0,,,,,,22224
4378,U,P4rcentinhibirionagains66C2HEDl5mlhodarcomastdos250nykginC3Hmics,,Muskusxulus,F,,BAO0po0218,10144,,57201.0,,,,,,22224
4379,U,Testedon6C3HEDoympjosarcpmaandowrcemtijb7hitopnwasdetermonedat100mgugdoswteqdn8n9steredfod8daysintraperitpneally,,kusmusculis,F,,BAO00o02w8,10685,,18668.0,,,,,,22224
4380,U,Trsfedog6C3HEDiympmosaecomasgdpercenrijhibitionwwswrterminewat200mgkrwosageqemin8sterecfor10eaysintraperitoneaily,,kusm6sculus,F,,BAO0900217,10685,,25103.0,,,,,,22224
4381,U,Tfsted9m6C3H3Doymptosarcijxand0ercfntinhibitionwacdets4minesat200mgkgfodafesdminjstererfor8daysintraperifoneally,,Musmuscklux,F,,BA89000218,10685,,57971.0,,,,,,22224
4382,U,gestedon6C3HEvlykphosarsomwandpe3dsntintibitionwzsdet3rminedw650mgkbdosaheadmlnlsterevfor8dajsintrapsrironeaily,,Musjusvulus,F,,BwO0000118,10685,,4078.0,,,,,,22224
4383,U,Testedon6C3HEDlymphksa4cpmaxndnukhe5ofdeug3elateddewthsto4alanimalsintr3atj4ntggouowasdetsrminedat100kgkgdlssteadmlnis6erfdfor8daycintraperit9n4qoly0w0,,Musmucculud,A,,BzO00002w8,10685,,13551.0,,,,,,22224
4384,U,Teetedon6C3H4Dlgnphodarcomsandnkmherovdrugr3lsteddeathstotalanimzlwintgestmentgroup2asds43rminedat200hgkgdosageadminjsteredfo5udwydpeeoraoly11p,,Muzmuscupus,A,,BA00900218,10685,,49800.0,,,,,,22224
4385,U,6estedon6C3jEDljmphosarcomazmdgunbfrofvrunrelateddeathsgotalanihalsintrdstmenryroulwasxe5erm9nedat200mgkgd0ssgeadminiwte3edfor10daysint5aperir0nesily119,,M6smusdulus,A,,BzOo000218,10685,,23996.0,,,,,,22224
4386,U,Teated8n6CryEDlymphosa5domaandnumbefofdrugrelafeddeqthstofalan9mqksihtreatmentyrou9wasdeterminerqt60mgkrdosageadkinisteredboe9days9erorwlly4q0,,kushusculus,A,,BAO0p0o218,10685,,4373.0,,,,,,22224
4387,N,Compougdwasevaouaterfortmeanfi6umorzctivityzgaunst6C3HEDl7mpyisarcomafor7padminiwyrationsnxvsjlyx8schesyleNumberoft9xideeathsovrrtotapnunveeofmice03rgroupTC010aydoseif35mgkg,,hudmusculus,F,,nAOo000218,8831,,56649.0,,,,6C3HED,,80628
4388,U,Inv8voagtitumlractivityagaibst6C3gEDtumkrtypeafterintdzperitoneaoadkinuxt3atoojoe4p0mgkg,,,F,,hAO00p0218,11704,Inv7vo,,,,,,,22224
4389,N,Ijvivoanyir6koract9vit6againzt6C3HErtjmo5typ4sasexpressedsstoxicdeatywtohalhreatedmicea4400mgkfdose210,,Mksmusculua,A,,BAip000218,11704,,26511.0,,,,,,50594
4390,N,Ahtituk0ractuvityindifpexprexsedaspercentofinmibigi0nin6C3HrDlymphoearcomat8morceiplihe,,Mucmussulus,F,,BAO00o0219,10685,Ihvivo,6316.0,,,,6C3HED,,80628
4391,N,Antitunoravtivityinvkvoedpress4faspercrntofinhihkfioninuCeHEDlym0nosxrc9matumotceklkine95100inhibigion,,Mismisculus,F,,hAO00002q8,10685,Invivi,27847.0,,,,6C3HED,,80628
4392,N,Intiviti9noftkmorg3owtgof6C3HEwlymphisarclmatumi5felplineknmiceatqdos3pf1y0mgkggivenlrallydailyx8,,kusmuscul8s,F,,hAO0o00218,11368,,5322.0,,,,6C3HED,,80628
4393,N,lnjiv9ti8nobtumorbro1fhof6C3HEDlymphosarcomatumorcelllij3inmiceatadosfof20pmgkvgigenodzklydaolyx8,,Musmusc8lys,F,,BqO0090218,11368,,1436.0,,,,6C3HED,,80628
4394,N,Inuibktiogif6umorgriwthob6C3H4xlymph8sarc0matunorcelllineunmiceatzdoseof300mgkgguvfnorapoydailyx9,,Musmjsc7lus,F,,BAO00p02q8,11368,,14760.0,,,,6C3HED,,80628
4395,U,InjibitionofShalhjlococcusahreus78eihyxronrooterinalwopase,,Stxpmylocofcusau4eus,B,,BxO000001i,17763,,5642.0,,,,,,22226
4396,U,Michafiisjenyfncone5antfor7ethoxycoumafondeethylat8onibra5livdrmicroa9mea3methylcholantureneataconcebtrst8pnofruM,,Rattusnotvenivus,B,,hAO0000q51,7411,,89729.0,,,Liver,,Microsomes,22226
4397,U,MictaeljsMegfencometagtforiethoxyc9umar8nde3thylatiobontatlivr4microskmesfcposedto3methyichilanthrenewgaconcebtrationof10uM,,Rsttusn9rvfgicus,B,,BAi000025q,7411,,35595.0,,,Liver,,Microsomes,22226
4398,U,MichaeilsMegtejconztsgtfor7ethodyvoumarindeetuyoationinrwtlivermocroskmedea0osedtl3methylchopanthreneahaconfentrationobwyM,,Rattusnkrvenucus,B,,BAO0000e41,7411,,63728.0,,,Liver,,Microsomes,22226
4399,U,jushaekisjentenconstantflf7rhjoxyxoumarineeethylationinrztiivermicgosomecexposedt03ms5nylchopan4hreneataconcenrratiogof20uM,,Ra4fusnorv2gicus,B,,gsO0000251,7411,,79034.0,,,Liver,,Microsomes,22226
4400,U,nivhaelisMentensinsgantforiethoxyco6karijdeethylztioninfatligermicrosomesexposevtoemethylcholanrhteneq6aconcem6ratlonpfq5un,,3at6usnorvegicuc,B,,BAO00p02y1,7411,,36633.0,,,Liver,,Microsomes,22226
4401,U,MichaelisMentenconstanyforueth0xyco7marinfefynykztiom7n5atiiv2rmicrosomewex0osddt83hethylchoianthreneataconxenrrwtionof50uM,,Rqtfusnorv2gicus,B,,BAO9p00251,7411,,3658.0,,,Liver,,Microsomes,22226
4402,U,MichweljsMentencknstantgor7ethoxyd0ujarindeettylat9ln7bratliverh9crosomesexpksedtoemethylchlianthd4nextqvoncentrationofyuM,,Rattusgorveg9cuq,B,,BAO000o351,7411,,48879.0,,,Liver,,Microsomes,22226
4403,U,nichaelisMentencogstantfor7etjpxyspumarimxedthylatoonjnratpive5hicrosomesesposedtoemethylcholsntyrenwatc8gdengrati9nof10uM,,Ra5t7snorvrgicus,B,,hAO0000252,7411,,7495.0,,,Liver,,Microsomes,22226
4404,U,MicgaelisM3n5egcpnstan5for7e6toxysoukarindeethhlatiknihraglivdrmicr8somesexposedro3methylcholanthrenea4cpnd3nrratiin8f100uM,,Raftuxnorveg7cus,B,,BAO009p251,7411,,21699.0,,,Liver,,Microsomes,22226
4405,U,Micha2lusMentenconxtanrcor7eghoayc0ukarindeeghylatiknindatl8ve3mlxrosomesezpoaedto4me6h5lch9ianthreneatconcentrahionof200uM,,Rattisjorfegicus,B,,BAO0pp0251,7411,,23307.0,,,Liver,,Microsomes,22226
4406,U,MichqsoksMentebcons5antgor74thox7cpumarindeett6lationinratlivefmicrosonessxposedt93methylxhopamthr3nea5concent5atiobofw5uM,,Rattusn8rveficjs,B,,Bw00000251,7411,,2341.0,,,Liver,,Microsomes,22226
4407,U,M7vhaelisMenrdncojstqmtfkr7etboxyc8umarinxeethjpstioninratliverhictoqomeseaposddto3methylcholanthrenfatconcentrag7on8f50kM,,5attusnorveg7c8s,B,,BAO000026q,7411,,50352.0,,,Liver,,Microsomes,22226
4408,U,Theappxrenttotakplaskacldqrancsijmonkey,,Cercooithec8vae,A,,BAO0000e28,347,Inv9vo,21568.0,,,Plasma,,,22224
4409,U,Compo7mwwasrvaluatedeorHepatixcpeqranceinm9nkey,,C2rcopith2cirae,A,,gAO0000228,3341,Invivp,36390.0,,,,,,22224
4410,U,Losegcoearanceinmonk2tivat04mpk,,Cerco0kthecirae,A,,nAOp000218,17853,Inviv8,13331.0,,,,,,22224
4411,U,Plasmacoearancein5hecucmonket,,Ce5d8pithecidae,A,,nAO000021i,4514,Invivl,60927.0,,,,,,22224
4412,U,0lasjaclearansfforthecompoundwadmeasuredinmonlryafgerwnivdia3oe1mgkg,,Cerdoplthecudae,A,,BAOp009218,6062,lnvivo,2291.0,,,,,,22224
4413,U,Pkasmaclearahcsobdpmpoubdwqsdetetminedinmonkey,,Cersopitbecidaw,A,,BAO0900219,6821,Inviv0,15942.0,,,,,,22224
4414,U,Plaskaflearagc2wascwlcuoatrdinrhesjsmonkey,,Ce3copithfvidae,A,,gAO9000218,6057,Inviv0,29271.0,,,,,,22224
4415,U,Plasmacl2a4xnceinrheeusjonkey,,Cerxopithecodwe,A,,BxO0000228,5145,Infivo,16113.0,,,,,,22224
4416,U,Plasmqcl4zrajceinhonke5doseca405mpkivans20m0korally,,Cegcopithecifwe,A,,BAi0900218,6641,Ingivo,79419.0,,,,,,22224
4417,U,Plaskwclearagcewaqefaluahed8nrhesus,,Cerc0piyhecidad,A,,BAO000022u,5472,Ihvivo,18652.0,,,,,,22224
4418,U,Plasmaclearand2faluswasddtern7jedinmonueyafterarmrkgofivdosf,,Ceffopithfcidae,A,,BAO000p118,4257,Ibvivo,29341.0,,,,,,22224
4419,U,9laxmaslearahceeasxetwrminedinrhed7sm8nkeya6adoseof1mgkgvyigsdministration,,Ce5colithecldae,A,,BAO000o219,5546,Invivp,3527.0,,,,,,22224
4420,U,llacmsflearancewazgeporfedafterintrwvenousaxminiatrationatadkxeof1mnoginRueq8smonkeymale,,Cerc9pirmecidae,A,,BAk9000218,5334,Invkvo,20324.0,,,,,,22224
4421,U,Plqsmackfarxnvewasfepottedafter8rapadmunistrationqtzdoseovemgkginRhesjsmonkeymwle,,Cerxlpithecidar,A,,BAp00p0218,5334,Invuvo,19330.0,,,,,,22224
4422,U,Cmax24hrafger2mbkgorakadmlnks6ration8nmobueys,,ve4copkthecidae,A,,BAi00p0218,17509,Inviv9,33871.0,,,,,,22224
4423,U,Cmaximmonmeyafterzdninis5dationof2mgkbiv,,Cegcipithwcidae,A,,BqO0p00218,6535,Infivo,16036.0,,,,,,22224
4424,U,Cmaxwasxete5jinezft4rperofaladministratjonqt19mpjinRhesue,,Cercopo5hesidae,A,,BA80000228,5668,Ingivo,65319.0,,,,,,22224
4425,U,Ckadincymomolgusm9nksyhyivadministfa5ion,,dercopi6hecirae,A,,gAO00p0218,5922,Inviv8,7239.0,,,,,,22224
4426,U,Cmaxlncynpmoltushojkeyby0oadminictra6ion,,Cdrcolithecifae,A,,BAO0009318,5922,Inviv8,1812.0,,,,,,22224
4427,U,Cmsxvalueevaouatwdinmknkeu,,Cerfooithexidae,A,,BA00900218,6078,Inviv0,4373.0,,,,,,22224
4428,U,Cpmpounrwasevaluatedformaainumconcentrationzfterttea5meg6w7tuorapdoseof2mglgtifemalwcybkmolgusnonlet,,Ce4co0ityecidae,A,,fAO000021i,2661,Invivp,96779.0,,,,,,22224
4429,U,Maximalcknc4n5rati9nCkaxinfhwsusmonkeyolasmaa4wwoseof5mgkg,,Cercopithfcids4,A,,hAO000021o,3249,Invivl,42656.0,,,Plasma,,,22224
4430,U,MxximalconsentrationCmaxinzqiirreljpnkeyplxsnaz6adoseof5hgmg,,Csrdopithecodae,A,,gAOp000218,3249,Invuvo,14131.0,,,Plasma,,,22224
4431,U,Mxx7malppasmacobc4ntrationjbsquirreljonkeys,,xfrcopithefidae,A,,BqO0o00218,5553,Invivl,79029.0,,,Plasma,,,22224
4432,U,Mqx8mumclncsbtrat79mwasevaluatecanainsfCynoholgusmonkeyatadoseof15mgihaft4rpoadminiat3arion,,Cfrxopjthecidae,A,,Bz80000218,1916,Indivo,54797.0,,,,,,22224
4433,U,MaximumpoadnaxomcsntgationCmaxinrmeshwmonke5invivoatados3of5mgkg,,verclpighecidae,A,,BAO000o2w8,6227,Igvivo,72944.0,,,Plasma,,,22224
4434,U,Pharmacokigeticparam3terCmaxwasd2teeminwdlhm0nueyagterpozdminustratiknofsd8seof59uMkn,,Cercopithes7da3,A,,BAO0009e18,4809,Inviv9,36504.0,,,,,,22224
4435,U,Thdpeakdoncrntrah8pndmaxvslueafterigtravenousxdmim7strarionijcynokolgusmonkeyqNAmeajsgotapplicabke,,Cercopkthec9dze,A,,BAO0p0o218,5355,Inv7vo,39601.0,,,,,,22224
4436,U,Theleakvoncenhrati8ndhwsvaljezfterin4radenousadministrafionincynoholguxnojkeysNAmexnsnota0plicable,,vercopifhecidad,A,,nAOp000218,5355,8nvivo,34111.0,,,,,,22224
4437,U,Thepeakclncentrat79nChaxcaoueagterihtravenoucadministdatlonincynomolgusmonk4ysNsmexnsbktapppucabie,,fercooithecidwe,A,,gAO00o0218,5355,Ibvivo,3121.0,,,,,,22224
4438,U,Thepexkc0ncentratlonsmaxvsluwavtsroraladministrwtionihc7jom0lgusmojkeys,,C4rcop8thecidad,A,,nAp0000218,5355,Invovo,3181.0,,,,,,22224
4439,U,Thepesk0lasmaxoncentrar9onaft255hrsvm9nistration25mgkgigmonleywqsdetsrminer,,Cetdopithecida3,A,,BAOp00021o,6221,Invifo,101984.0,,,Plasma,,,22224
4440,U,Cohp0ugdwaseval7wtedfor0lasmalevelsuponoralaxn8nistrxtiona530mgoginMonksyafkaximumof04jkure,,dercopith3cidaf,A,,BAO000o21i,167,,8399.0,,,,,,22224
4441,U,Compoujdwasevaluatedforllasmaodvelsupohoralacninisyfxt7onat40mgktinMinkeyztmssimumof10hpurs,,Cefcopithevidxe,A,,BAO00p0q18,167,,6696.0,,,,,,22224
4442,U,Absklyteb7oavailabiliyywas2galuatedinm8njey,,monk3y,A,,nAO00002w8,4257,Inv9vo,52094.0,,,,,,22224
4443,U,Bioavailabilutyadyeroraladminis55ation25mtkginm9nkeywasve4s5minrw,,konkey,A,,BAl0000q18,6221,Invifo,25215.0,,,,,,22224
4444,U,Bioavailabil7t5ofcompoubdat3kfkgkgm0nkeyadterivadmih7dtration,,konkey,A,,hqO0000218,17667,Invivl,21148.0,,,,,,22224
4445,U,hioxvaklabilityofc9mp8undwasfetedminedinrmrsusmonkeu,,Mqcasamulatta,A,,BAO00002q7,17267,Infivo,14768.0,,,,,,22224
4446,U,Bi9avwilabilit6determobedafyeroralqxministrationinmzem9set,,harmosets,A,,BAO00902q8,4256,Invovo,98974.0,,,,,,22224
4447,U,Oralbioavwilabikify8ncynomklguqmonuey,,Mxcadafasciculwris,A,,BxO0000318,4256,Inv8vo,16496.0,,,,,,22224
4448,U,Bioavailanilityinj9nksypiat20mok,,minkey,A,,BA80000318,17853,Invjvo,7916.0,,,,,,22224
4449,U,B8oavaipzgjkiyywasevalhstedafteroraladministrationonmonkwy,,m9nkey,A,,gAO00p0218,16365,Igvivo,57321.0,,,,,,22224
4450,U,Bioavailab7kitywaaevxluatedaraibstCyhlmolguskohkeyatadocepfw5mgknafherpoadministra5i9n,,Macqcafaqc7cularis,A,,BA09000218,1916,Imvivo,47966.0,,,,,,22224
4451,U,Bi0acailwbilit6wwsrepi3tedafterintravebouszdhinist5wtionatadoweof1ngktinRhesuqjonkeymale,,nacacxmulatta,A,,BAO900021u,5334,Invivi,794.0,,,,,,22224
4452,U,Bk8ava7lqbili6ywasr4portedafterorapqdkinisfrati8natadoself2mgkginRhesusjonoetmzle,,kacacamulxtta,A,,BAO0o00118,5334,Ingivo,6791.0,,,,,,22224
4453,U,Bikava7labilityofthecompounxwxsdetegmlnedonmlnoey,,jonkey,A,,hAO00p0218,17592,Inv7vo,20534.0,,,,,,22224
4454,U,nioxvailabilltyinzquirr3lmonkeydose6mglb,,Sainuriaciureus,A,,BA00p00218,1399,Inv9vo,115925.0,,,,,,22224
4455,U,Bkoavailabolirywasse6erm7ned8nmono3yaft2rpoadministrationofsdoxeog50uMmg,,m8nkey,A,,BAO0pp0218,4809,Inbivo,65255.0,,,,,,22224
4456,U,Oralvipadailabilityinhpnkey,,monket,A,,BAO00p02w8,3341,knvivo,2524.0,,,,,,22224
4457,U,Com0o6newasteetfdforvioacailahilotyinsquirrelmonksy,,Szikirisciureue,A,,BAO00p0228,64,Indivo,36883.0,,,,,,22224
4458,U,kralbiowvailabilityonRh3sjsmlnkey,,Macacamula4ga,A,,fAO00o0218,5005,Invlvo,28630.0,,,,,,22224
4459,U,Oralniowvsilabii7ty8nRhesusnonjeydoseof075mtkg8vand15mgmgpo,,Macacakulat6a,A,,fAO0009218,5005,Invifo,9084.0,,,,,,22224
4460,U,Orqlbuoagaioxbilityincynlmolgusmonkeysfirttds9mpo7ndwasdeterkinedAcce94able,,jacacafsscic6laris,A,,BAO0000317,5237,Inbivo,70316.0,,,,,,22224
4461,U,Oralbioavailwg9lityihsyjimolgusmonkeys2asdetermjneeAcce0yable,,Macafafasciculxdis,A,,BAO0000eq8,5237,Invjvo,5267.0,,,,,,22224
4462,U,Oealbioavailahllit6imnonoeydose5mgkg,,monke5,A,,BxO000o218,5302,Invuvo,13275.0,,,,,,22224
4463,U,Oralbioavzilabllityofconpouneat5ngltinnonkey,,konkey,A,,BAO0oo0218,17667,Invifo,12082.0,,,,,,22224
4464,N,Pharmacomineticorof7leijterksoftzlglifewqsddtermijedatqdosrof04mykbadministeresintravsnouslyondog,,Canisoupusfamilistks,A,,fAO000o218,6161,Inv8vo,17102.0,,,,,,50588
4465,N,Pharmackkib4ticl4of8lein6e5mdofhalflif2wasdeterkinedatawoseif5mgogadmigist3redintrsvejouslyind0g,,Canisiupusgam9liarjs,A,,BAO00o02q8,6161,Invivi,67882.0,,,,,,50588
4466,N,Pkasmahalfljfexetermuned,,Canislupusfxmlliztis,A,,BAp0000217,3854,,181.0,,,Plasma,,,50588
4467,N,Plasmahalfl7frind0g,,Cxnislupuefamiluwris,A,,BAOo0o0218,993,,1285.0,,,Plasma,,,50588
4468,N,9laemxhalflifeinfeagled9gs,,fan8slupusfamioixris,A,,BAO0p002w8,4514,,27124.0,,,Plasma,,,50588
4469,N,llasnahapfkifrp4fiod08hwwsrfportedagterintravenousadjiniw4rationataxoze0f2mgkgibBeagledogmale,,Cagjzlupusfamiluaris,A,,BAO0000e1i,5334,Inbivo,30740.0,,,Plasma,,,50588
4470,N,Plasmahalfliteperiod07jwsagepo5fedaft3roralsdmunisgratiojatadoss0f2mgkgrecpectivelyihgeagledormale,,Can7skupuscamiliaria,A,,BAO9p00218,5334,Invico,20846.0,,,Plasma,,,50588
4471,N,Testedfort12up0nintravenouswdkin8qtrationof50mvKysoxekjdog,,Canlslupuafamiiiaeis,A,,BA80p00218,1466,Ingivo,43279.0,,,,,,50588
4472,N,ges4edcort12uponper8ralzdminisgrationof100mgKtdozelnwig,,Cqgosluousfamiliaris,A,,BAOo00021i,1466,Inbivo,89622.0,,,,,,50588
4473,N,Tesyedforthehalvlicepfr7odineog,,Cqjislup6sfxmiliaris,A,,BwO0o00218,5313,,39225.0,,,,,,50588
4474,N,hestedfkrtyehalflifdleriodinxoratdosayeof10mpj,,Canlclup8sfamiliar9s,A,,BAO0900w18,5313,Indivo,39347.0,,,,,,50588
4475,N,Thevompoubd3as4ewyedforhalflifeigdog,,Canisoupusbsmiliar7s,A,,BAk00o0218,3880,,31026.0,,,,,,50588
4476,N,Thexkmlo7ndwas5estedrortimwtakentodecrwasehzlfofihsunitiaiconcenheationindihplasma,,Canislupusrqmilixriz,A,,BxO0000217,3639,,42347.0,,,Plasma,,,50588
4477,N,Thehalflifewasdetefhinds,,vanislupuwfamiliaruq,A,,BAO00902q8,3880,,4422.0,,,,,,50588
4478,N,Thepoasmahslflifeind0rs,,Cwgisiupusfakiliaris,A,,BAO000pw18,3918,,27790.0,,,Plasma,,,50588
4479,N,aybopyimakpoasmshalflifevauseds10prolobgationofQTc8ntervalindogsataplaskap2bdlog25M,,Csjislul8sfamiliaris,A,,fAO0000318,16452,,73713.0,,,Plasma,,,50588
4480,N,Hwlelifeindog,,fanislupusfajiikaris,A,,BAOo000w18,17796,,58356.0,,,,,,50588
4481,N,Pharmacokinetiforoperty612nd4awaskeasuredibdogatthedos3of9931mgkbiv,,Camislupysfamiiixris,A,,BAO000p219,5983,Invkvo,1049.0,,,,,,50588
4482,N,tmax6ponperoraladministrwtoonob10pmgKvwoseind0v,,Canisluluqfamilkaric,A,,BsO0o00218,1466,Invkvo,40612.0,,,,,,50588
4483,N,Vplumeofd9s6rib64ionihBeagledogsafterintrabrnouszdhinisttationatacosekf10htkg,,Cxnislup8efamiloaris,A,,BAO0009217,16456,Invido,12644.0,,,,,,50588
4484,N,Cmaxinf4rfftsafter49mgkglraldose,,j6stelaputoriusburo,A,,BqO0000w18,6113,Invovo,78175.0,,,,,,50506
4485,N,Ejexie9nferretsst30mgkgoraldode,,Mustelalutori7sfurl,F,,BAO0o00217,6113,Invico,27463.0,,,,,,50506
4486,U,Bi9availabilityincunoj9pgusmonkeu,,Macaxwfasciculadis,A,,BAOp0p0218,17796,Ijvivo,52382.0,,,,,,22224
4487,N,Volumrofdistrihug8on7ncynomokgus,,Mzcacafascic6laeis,A,,BAO00o0217,17796,Ihvivo,34150.0,,,,,,100710
4488,U,wUCtestevlnvuineapigdgen3jgkgdoa3wasgivenperorwlly,,Caviaporcrlous,A,,BzO0090218,5308,,4660.0,,,Plasma,,,22224
4489,U,Tea4edforconcen4ra5i0nqsArexUnderCurvfagainstPDErjnguineapiglunteosimophil9ao5all6ag5mgkf,,Caviaporselius,A,,gAO0090218,4877,,22317.0,,,,,,22224
4490,U,T3s6edfortuepharmac9kineticoa5ameteringuibeapugawministw4edorallyxt5krkg,,faviap0rcellus,A,,BAp0090218,4876,,17530.0,,,,,,22224
