assay_id,assay_tissue,doc_id,cell_id,assay_type,assay_strain,description,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_cell_type,assay_subcellular_fraction,tid
8456,,6616,,A,,Volume of distribution after i.v. administration,In vivo,,Rattus norvegicus,10116.0,,,50597
8457,,1916,,A,,Volume of distribution was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,In vivo,,Rattus norvegicus,10116.0,,,50597
8458,Liver,16438,,A,,"Biodistribution of compound (oxidized form) in liver tissues, animals were sacrificed 60 minutes after dosing, in DMSO solution",In vivo,,Mus musculus,10090.0,,,50594
8459,Liver,16438,,A,,"Biodistribution of compound (oxidized form) in liver tissues, animals were sacrificed 60 minutes after dosing, in DMSO sol.",In vivo,,Mus musculus,10090.0,,,50594
8460,Spleen,16438,,A,,Biodistribution of compound (oxidized form) in spleen tissue,In vivo,,Mus musculus,10090.0,,,50594
8461,Spleen,16438,,A,,"Biodistribution of compound (oxidized form) in spleen tissue, animals were sacrificed 10 minutes after dosing, in DMSO sol.",In vivo,,Mus musculus,10090.0,,,50594
8462,Spleen,16438,,A,,"Biodistribution of compound (oxidized form) in spleen tissue, animals were sacrificed 10 minutes after dosing, in DMSO solution",In vivo,,Mus musculus,10090.0,,,50594
8463,Spleen,16438,,A,,"Biodistribution of compound (oxidized form) in spleen tissues, animals were sacrificed 60 minutes after dosing, in DMSO",In vivo,,Mus musculus,10090.0,,,50594
8464,Spleen,16438,,A,,"Biodistribution of compound (oxidized form) in spleen tissues, animals were sacrificed 60 minutes after dosing, in DMSO sol.",In vivo,,Mus musculus,10090.0,,,50594
8465,Spleen,16438,,A,,"Biodistribution of compound (oxidized form) in spleen tissues, animals were sacrificed 60 minutes after dosing, in DMSO solution",In vivo,,Mus musculus,10090.0,,,50594
8466,Blood,16438,,A,,Biodistribution of compound (total concentration of both oxidized and reduced forms) in blood,In vivo,,Mus musculus,10090.0,,,50594
8467,Blood,16438,,A,,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in blood tissues, animals were sacrificed 60 minutes after dosing, in DMSO",In vivo,,Mus musculus,10090.0,,,50594
8468,Brain,16438,,A,,Biodistribution of compound (total concentration of both oxidized and reduced forms) in brain tissues,In vivo,,Mus musculus,10090.0,,,50594
8469,Brain,16438,,A,,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in brain tissues, animals were sacrificed 10 minutes after dosing, in DMSO",In vivo,,Mus musculus,10090.0,,,50594
8470,Brain,16438,,A,,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in brain tissues, animals were sacrificed 60 minutes after dosing, in DMSO",In vivo,,Mus musculus,10090.0,,,50594
8471,Heart,16438,,A,,Biodistribution of compound (total concentration of both oxidized and reduced forms) in heart tissues,In vivo,,Mus musculus,10090.0,,,50594
8472,Heart,16438,,A,,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in heart tissues, animals were sacrificed 10 minutes after dosing, in DMSO",In vivo,,Mus musculus,10090.0,,,50594
8473,Heart,16438,,A,,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in heart tissues, animals were sacrificed 60 minutes after dosing, in DMSO",In vivo,,Mus musculus,10090.0,,,50594
8474,Kidney,16438,,A,,Biodistribution of compound (total concentration of both oxidized and reduced forms) in kidney,In vivo,,Mus musculus,10090.0,,,50594
8475,Kidney,16438,,A,,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in kidney tissues, animals were sacrificed 60 minutes after dosing in DMSO",In vivo,,Mus musculus,10090.0,,,50594
8476,Kidney,16438,,A,,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in kidney tissues, animals were sacrificed 60 minutes after dosing, in DMSO",In vivo,,Mus musculus,10090.0,,,50594
8477,Liver,16438,,A,,Biodistribution of compound (total concentration of both oxidized and reduced forms) in liver,In vivo,,Mus musculus,10090.0,,,50594
8478,Liver,16438,,A,,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in liver tissues, animals were sacrificed 60 minutes after dosing, in DMSO",In vivo,,Mus musculus,10090.0,,,50594
8479,Spleen,16438,,A,,Biodistribution of compound (total concentration of both oxidized and reduced forms) in spleen,In vivo,,Mus musculus,10090.0,,,50594
8480,Spleen,16438,,A,,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in spleen tissues, animals were sacrificed 60 minutes after dosing in DMSO",In vivo,,Mus musculus,10090.0,,,50594
8481,Spleen,16438,,A,,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in spleen tissues, animals were sacrificed 60 minutes after dosing, in DMSO",In vivo,,Mus musculus,10090.0,,,50594
8482,,12467,,A,,Cellular uptake kinetics of Porphycenes saturation cell level (cs) in SSK2 murine fibrosarcoma cells,,,Mus musculus,10090.0,,,50594
8483,Brain,17208,,A,,Biodistribution of radioactivity in normal mice (ICR) brain after 1 hour of intravenous injection of [125I]-16(IMPY),In vivo,,Mus musculus,10090.0,,,50594
8484,Brain,17208,,A,,Biodistribution of radioactivity in normal mice (ICR) brain after 2 hours of intravenous injection of [125I]-16(IMPY),In vivo,,Mus musculus,10090.0,,,50594
8485,Brain,17208,,A,,Biodistribution of radioactivity in normal mice (ICR) brain after 2 minutes of intravenous injection of [125I]-16(IMPY),In vivo,,Mus musculus,10090.0,,,50594
8486,Brain,17208,,A,,Biodistribution of radioactivity in normal mice (ICR) brain after 24 hours of intravenous injection of [125I]-16(IMPY),In vivo,,Mus musculus,10090.0,,,50594
8487,Brain,17208,,A,,Biodistribution of radioactivity in normal mice (ICR) brain after 30 minutes of intravenous injection of [125I]-16(IMPY),In vivo,,Mus musculus,10090.0,,,50594
8488,Brain,17208,,A,,Biodistribution of radioactivity in normal mice (ICR) brain after 6 hours of intravenous injection of [125I]-16(IMPY),In vivo,,Mus musculus,10090.0,,,50594
8489,Heart,17208,,A,,Biodistribution of radioactivity in normal mice (ICR) heart after 1 hour of intravenous injection of [125I]-16(IMPY),In vivo,,Mus musculus,10090.0,,,50594
8490,Heart,17208,,A,,Biodistribution of radioactivity in normal mice (ICR) heart after 2 hours of intravenous injection of [125I]-16(IMPY),In vivo,,Mus musculus,10090.0,,,50594
8491,Heart,17208,,A,,Biodistribution of radioactivity in normal mice (ICR) heart after 2 minutes of intravenous injection of [125I]-16(IMPY),In vivo,,Mus musculus,10090.0,,,50594
8492,Heart,17208,,A,,Biodistribution of radioactivity in normal mice (ICR) heart after 24 hours of intravenous injection of [125I]-16(IMPY),In vivo,,Mus musculus,10090.0,,,50594
8493,Heart,17208,,A,,Biodistribution of radioactivity in normal mice (ICR) heart after 30 minutes of intravenous injection of [125I]-16(IMPY),In vivo,,Mus musculus,10090.0,,,50594
8494,Heart,17208,,A,,Biodistribution of radioactivity in normal mice (ICR) heart after 6 hours of intravenous injection of [125I]-16(IMPY),In vivo,,Mus musculus,10090.0,,,50594
8495,Kidney,17208,,A,,Biodistribution of radioactivity in normal mice (ICR) kidney after 1 hour of intravenous injection of [125I]-16(IMPY),In vivo,,Mus musculus,10090.0,,,50594
8496,Kidney,17208,,A,,Biodistribution of radioactivity in normal mice (ICR) kidney after 2 hours of intravenous injection of [125I]-16(IMPY),In vivo,,Mus musculus,10090.0,,,50594
8497,Kidney,17208,,A,,Biodistribution of radioactivity in normal mice (ICR) kidney after 2 minutes of intravenous injection of [125I]-16(IMPY),In vivo,,Mus musculus,10090.0,,,50594
8498,Kidney,17208,,A,,Biodistribution of radioactivity in normal mice (ICR) kidney after 24 hours of intravenous injection of [125I]-16(IMPY),In vivo,,Mus musculus,10090.0,,,50594
8499,,5089,,A,,Plasma clearance value at intravenous dose of 1 mg/kg (2 mg/kg po (cassette dosing) in Dawley rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8500,,5089,,A,,Plasma clearance value at intravenous dose of 1 mg/kg (2 mg/kg po (cassette dosing)) in Dawley rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8501,,4257,,A,,Plasma clearance value was determined in rat after a 3 mg/kg of iv dose,In vivo,,Rattus norvegicus,10116.0,,,50597
8502,,6679,,A,,Plasma clearance was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,In vivo,,Rattus norvegicus,10116.0,,,50597
8503,,5546,,A,,Plasma clearance was determined in Sprague-Dawley rats at a dose of 1 mg/kg by iv administration,In vivo,,Rattus norvegicus,10116.0,,,50597
8504,,6141,,A,,Plasma clearance was evaluated at 1 mg/kg of iv administration in Sprague-Dawley rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8505,,5334,,A,,Plasma clearance was reported after intravenous administration at a dose of 1 mg/kg in Sprague-Dawley rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8506,,5334,,A,,Plasma clearance was reported after oral administration at a dose of 2 mg/kg in Sprague-Dawley rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8507,,5334,,A,,Plasma clearance was reported in Sprague-Dawley rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8508,,4689,,A,,Plasma clearance after intravenous administration (1 mg/kg) in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8509,,6848,,A,,Plasma clearance of compound in rats was evaluated,In vivo,,Rattus norvegicus,10116.0,,,50597
8510,,6848,,A,,Plasma clearance of compound in rats was evaluated; ND indicates not determined,In vivo,,Rattus norvegicus,10116.0,,,50597
8511,,6467,,A,,Plasma clearance in rats at the dose of 1.0 mpk by i.v. administration,In vivo,,Rattus norvegicus,10116.0,,,50597
8512,,6467,,A,,Plasma clearance in rats at the dose of 1.0 mpk by i.v. administration; ND= not determined,In vivo,,Rattus norvegicus,10116.0,,,50597
8513,,4956,,A,,Plasma clearance rate in Sprague-Dawley rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8514,,5529,,A,,Plasma clearance was determined in rat after intravenous administration (0.5 mg/kg),In vivo,,Rattus norvegicus,10116.0,,,50597
8515,Plasma,406,,A,,The compound was evaluated for plasma clearance in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8516,Plasma,17655,,A,,Total plasma clearance in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8517,Blood,3293,,A,,Absorption behavior was judged by the peak blood concentration determined after oral dose of 30 mg/kg in rats.,In vivo,,Rattus norvegicus,10116.0,,,50597
8518,Blood,4075,,A,,Blood level after a 10 mg/kg oral dose in rat expressed as Cmax was determined,In vivo,,Rattus norvegicus,10116.0,,,50597
8519,,2792,,A,,C max was determined at 10 mg/kg po dose in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8520,,2792,,A,,C max was determined at 3 mg/kg po dose in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8521,,17594,,A,,Cmax after repeated oral dose of compound at 1 mg/kg in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8522,,17594,,A,,Cmax after single intravenous bolus of 1 mg/kg in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8523,,4762,,A,,Cmax of compound at 5 mg/kg after po administration was determined in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8524,,17509,,A,,Cmax 24 hr after 10 mg/kg oral administration in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8525,,17509,,A,,Cmax 24 hr after 2 mg/kg oral administration in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8526,Plasma,1466,,A,,Cmax in plasma was determined upon peroral administration of 10.0 mg/Kg dose in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8527,,6535,,A,,Cmax in rat after administration of 2 mg/kg iv,In vivo,,Rattus norvegicus,10116.0,,,50597
8528,,6535,,A,,Cmax in rat after administration of 2 mg/kg iv,In vivo,,Rattus norvegicus,10116.0,,,50597
8529,,3169,,A,,Cmax in rats determined 6 hours after oral dosing of 20 mg/kg,In vivo,,Rattus norvegicus,10116.0,,,50597
8530,Plasma,6515,,A,,Cmax wa determined in rat plasma at 30 mg/kg after po administration,In vivo,,Rattus norvegicus,10116.0,,,50597
8531,Blood,11149,,A,,Cmax was calculated as maximum concentration reached in the blood after oral administration to male F344 rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8532,Blood,11149,,A,,Cmax was calculated as maximum concentration reached in the blood in air pouch exudate after oral administration to male F344 rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8533,,17858,,A,,Cmax after 10 mg/kg oral administration in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8534,,6518,,A,,Cmax after IV dosing at 0.5 mg/kg in rat; no data,In vivo,,Rattus norvegicus,10116.0,,,50597
8535,,6518,,A,,Cmax after IV dosing at 1 mg/kg in rat; no data,In vivo,,Rattus norvegicus,10116.0,,,50597
8536,,4426,,A,,Cmax after oral administration at 20 mpk in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8537,,4426,,A,,Cmax after oral administration at 20 mpk in rats; Not performed.,In vivo,,Rattus norvegicus,10116.0,,,50597
8538,,4426,,A,,Cmax after oral administration at 20 mpk in rats d; Not performed.,In vivo,,Rattus norvegicus,10116.0,,,50597
8539,,5656,,A,,Cmax after oral administration in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8540,,6518,,A,,Cmax after oral administration at a dose of 2 mg/kg in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8541,,6518,,A,,Cmax after oral administration at a dose of 4 mg/kg in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8542,,6113,,A,,Cmax in rats after 20 mg/kg oral dose,In vivo,,Rattus norvegicus,10116.0,,,50597
8543,,17764,,A,,Cmax after peroral administration in rats at 2.4 uM/kg,In vivo,,Rattus norvegicus,10116.0,,,50597
8544,,4756,,A,,Cmax at the dose of 2 mg/Kg administered perorally in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8545,,4756,,A,,Cmax at the dose of 5 mg/Kg administered perorally in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8546,,6402,,A,,Cmax by administering at 20 mg/kg p.o. in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8547,,5610,,A,,Cmax in male rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8548,,5207,,A,,Cmax in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8549,,6011,,A,,Cmax in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8550,,6504,,A,,Cmax in rat,In vivo,,Rattus norvegicus,10116.0,,,50597
8551,,6046,,A,,Cmax in rat at 10 mg/kg,In vivo,,Rattus norvegicus,10116.0,,,50597
8552,,6504,,A,,Cmax in rat at the dose of 1 mg/kg i.v.,In vivo,,Rattus norvegicus,10116.0,,,50597
8553,,5874,,A,,Cmax in rat by po administration at a dose of 40 mg/kg,In vivo,,Rattus norvegicus,10116.0,,,50597
8554,,17686,,A,,Cmax in rat p.o. at 20 mg/kg concentration,In vivo,,Rattus norvegicus,10116.0,,,50597
8555,,5836,,A,,Cmax in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8556,,17596,,A,,Cmax in rats,In vivo,,Rattus norvegicus,10116.0,,,50597
8557,,16423,,A,,Cmax was evaluated after 20 uM/kg of peroral administration,In vivo,,Rattus norvegicus,10116.0,,,50597
8558,,17804,,A,,Cmax was measured in rats after peroral administration at 3 mg/kg,In vivo,,Rattus norvegicus,10116.0,,,50597
8559,,1908,,A,,Cmax value after oral dose at a dose of 10 mg/kg in rats.,In vivo,,Rattus norvegicus,10116.0,,,50597
8560,,13950,,A,,Distribution of [123I]-label in rat brain (diencephalon) was reported at 60 min post injection. Value shown is %ID/g of tissue,,,Rattus norvegicus,10116.0,,,50597
8561,Frontal cortex,13950,,A,,Distribution of [123I]-label in rat brain (frontal cortex) was reported at 20 min post injection. Value shown is %ID/g of tissue,,,Rattus norvegicus,10116.0,,,50597
8562,Frontal cortex,13950,,A,,Distribution of [123I]-label in rat brain (frontal cortex) was reported at 60 min post injection. Value shown is %ID/g of tissue,,,Rattus norvegicus,10116.0,,,50597
8563,Hippocampus,13950,,A,,Distribution of [123I]-label in rat brain (hippocampus) was reported at 20 min post injection. Value shown is %ID/g of tissue,,,Rattus norvegicus,10116.0,,,50597
8564,Hippocampus,13950,,A,,Distribution of [123I]-label in rat brain (hippocampus) was reported at 60 min post injection. Value shown is %ID/g of tissue,,,Rattus norvegicus,10116.0,,,50597
8565,,13950,,A,,Distribution of [123I]-label in rat brain (medulla pons) was reported at 20 min post injection. Value shown is %ID/g of tissue,,,Rattus norvegicus,10116.0,,,50597
8566,,13950,,A,,Distribution of [123I]-label in rat brain (medulla pons) was reported at 60 min post injection. Value shown is %ID/g of tissue,,,Rattus norvegicus,10116.0,,,50597
8567,Midbrain,13950,,A,,Distribution of [123I]-label in rat brain (midbrain) was reported at 20 min post injection. Value shown is %ID/g of tissue,,,Rattus norvegicus,10116.0,,,50597
8568,Midbrain,13950,,A,,Distribution of [123I]-label in rat brain (midbrain) was reported at 60 min post injection. Value shown is %ID/g of tissue,,,Rattus norvegicus,10116.0,,,50597
8569,,13950,,A,,Distribution of [123I]-label in rat brain (posterior cortex) was reported at 20 min post injection. Value shown is %ID/g of tissue,,,Rattus norvegicus,10116.0,,,50597
