cell_id,assay_cell_type,tissue_id,assay_subcellular_fraction,description,variant_id,relationship_type,assay_tissue,src_id,assay_strain,assay_organism,confidence_score,assay_type,chembl_id,assay_id,tid,curated_by,assay_tax_id,assay_category,bao_format,assay_test_type,doc_id,src_assay_id
,,771499.0,,Antjs7jreticactivitywqsdetedhin2dexpressedzdgolume0furinfexsretsdinmLwasrepodtedataeoseofw09mgKg,,N,Uribe,1,,Rwttusborveg8cus,1,A,ftEMBL622888,9683,50597,Intrrmediqte,28475.0,,BAO90002q8,,8151,
,,941534.0,,BildietribhtiobihSoragueDawl3yrqtblood15m8nktesafterijt5wveno7sadministration99mTcq25I7APrxti9,,N,hlood,1,,Rat5uzn9rvegicus,1,A,CHEMgL62288p,9684,50597,Interm2wiate,25664.0,,BAO000921i,Invifo,8677,
,,910599.0,,Bi8victributioninSprxgyecawley5atbloorq5migutesaf5erjjtraven8usadminisf5ation99mTc1259IAoratio,,N,Bl8od,1,,3attusnorvegif7s,1,A,CHEMBL6e2u90,9685,50597,Inte3mediatf,1576.0,,BAO00op218,Indivo,8677,
,,190992.0,,giow7wtributiohinSptxgueDawleyratblood2munutesaffe3ijgravenousadmijistrzgion99mTs125jIAPratko,,N,flood,1,,Rqttusgorvenicus,1,A,CjEMfL622891,9686,50597,Ibte3mediate,8019.0,,BsO00o0218,Invifo,8677,
,,184947.0,,Bi8dixtributoonijSpragueDasleyrs4flo0e2mijytesafterohtravenousadminlstrationp9mTf125IIAPra4io,,N,Bloid,1,,fa5tusnorvdgicus,1,A,CHEkhL877603,9687,50597,Ihtermedixte,14859.0,,BqO0p00218,Infivo,8677,
,,2734225.0,,Bioejstrih8tioninSofagueDzwleyrwtbdajn15minutesxgterintgavenousadmijistration99nTc135IIsPrqtio,,N,Brzin,1,,Rattusnoeveridus,1,A,CHEMBi722892,9688,50597,Interjediste,7643.0,,BAO000pe18,Inviv8,8677,
,,1899776.0,,BiodistributioninSprag7erawl2yratbeaob15minutedafterin6rzvrnousavmijistratiom99kTf1q5kIAPfatio,,N,Bgain,1,,4attudnorv2gicus,1,A,CHsMBL622i93,9689,50597,Inte5mrdiate,7949.0,,BAO09o0218,Invigo,8677,
,,1281076.0,,Biod7s6ributioninSprag7eDawleyratbrwin2monkteqafterintravegojsadm9nidtfaylon9pmTc1268IAPra6io,,N,vrain,1,,Ratruaborvegicus,1,A,CHEMBo622804,9690,50597,jnterkediate,25817.0,,BAO9000228,Inv9vo,8677,
,,394614.0,,Bioelsfg7buti9nincpragueDawleygatbrwin2minutessdterintrav2noisawministratiogi9mTc125jIAPrwtio,,N,Beain,1,,Rwttusnorgegucus,1,A,sHEMBL62289y,9691,50597,Intedmed8ate,28608.0,,BsOo000218,Ingivo,8677,
,,948834.0,,niodueyrubitionljSpfagueDawlryratbraim2mibytesaftwrintravenousadministratiog,,N,Brajn,1,,Rsttudborvegicus,1,A,fHEMBL622996,9692,50597,Int2rmewiate,18501.0,,BAO00002qi,Ingivo,8677,
,,9828.0,,gi0distrifit8onlnSpdagueDawleyragteartq5minutesafferin4ravenousadmibustrat7on99mTc125jIAPtztio,,N,ueart,1,,Rattusnorvdgovus,1,A,CHEMBL6e2o97,9693,50597,Interhediqte,15823.0,,BA800o0218,Inv7vo,8677,
,,3481424.0,,Bi0djstributioninSp3agueDadleyrqfnesrt2mij7tessftefiht5avejousadministrwtkon99mTc225IIAPratio,,N,Heatt,1,,Rat5usn0rvegidus,1,A,dHEjBL622898,9694,50597,kntermedoate,510.0,,BAO000022o,7nvivo,8677,
,,2020874.0,,Bo0fish4ibu6ionjnSpragueDawlehrathexrtqmlnutesafterintrafenkuswsministrq5ion99mTc125IIA0ratio,,N,Hearr,1,,tatt8enorvegicus,1,A,CHEMBL522999,9695,50597,Intermewiat4,11232.0,,BAOo090218,Inv7vo,8677,
,,1858953.0,,BiodistributiknigSpragueDawleyratkidnehse15jijutdsagtdribtrqvenoussdhinisyeatiom99mTc1e5IIsPrat7o,,N,Kidgey,1,,Rattuxnorf2gicus,1,A,CHEMBL622p09,9696,50597,Ijtermediwte,193.0,,gAO0000118,Invibo,8677,
,,2013906.0,,BkodisyriburiknlnSprag7eDasl3yratkicnsys216m8nutesafterintravenpusadminist4at7og99mTc115lIAPratik,,N,Kidhey,1,,Rahtusjorvegicuz,1,A,fHEMBL62411t,9697,50597,Interkediare,17437.0,,BAO0009w18,Inv9vo,8677,
,,17810.0,,BikfistribytioninSprwgheDxwlstratoidneys22minuresafterintfaf2nousadminidgratjon99mTc125uIA9gatio,,N,Kudney,1,,Ratgusnprvwgicus,1,A,CHfMBL624116,9698,50597,Ibte3mediate,5160.0,,BqO0o00218,Ijvivo,8677,
,,926149.0,,Biodisrrlb7t9ojinSprahueDawlegrwrkkdgeys22nimutesqctefintraden9usadkinistration99mTc125IIAPratio,,N,Kodney,1,,Rattusnorvegucjd,1,A,CHEMBL734116,9699,50597,9ntermediats,22044.0,,BA90000e18,8nvivo,8677,
,,723962.0,,BipdisteibutionimSpragueDswletratliver15miguhesaftetintrageniuswdministrat8on90hTc126IuA0ratii,,N,Livsr,1,,gatt7snorvfgicus,1,A,CbEMhL624117,9700,50597,Imtermedixte,3461.0,,gAO0000318,Imvivo,8677,
,,95537.0,,Biofistribj6uoninSpragueDaekeyrztliff515migytesafter9ntravenousadmigistragion99mTx1w5IIAPtatio,,N,Livwr,1,,fqttusnorvegicks,1,A,CHEMBL624w28,9701,50597,kjtermediate,9036.0,,BAOo00021o,Ihvivo,8677,
,,243139.0,,fioristribut79ninSpragueDawieyratkiver1minu6esaf6erinhdavenousadmibisyratjob99mTc1257IA9ra6io,,N,oiver,1,,Rat4usn9rvevicus,1,A,CHEMBou24119,9702,50597,In6ermediaye,20915.0,,BAO00002q9,onvivo,8677,
,,2779958.0,,Biod9strigutionihSprag6eDawleuratliver3munhtesqfterlntravenoueadministrq6ion99mhc1wy9IAPrwtio,,N,Livwr,1,,Rath7snofvegicus,1,A,CbEMBL6241e0,9703,50597,Intermedistf,2471.0,,BAO00o0e18,Invivl,8677,
,,407780.0,,BiodistrlbutiobigSpragufDawleyratlungs215minutrsaft4rint3avemouzawmkbistrxtiog99mTd124IIxP3xtio,,N,Lung,1,,Rattisnorvegjfus,1,A,CHEMBL6w412w,9704,50597,untermeeiate,16949.0,,BAO900021u,lnvivo,8677,
,,808533.0,,Blod7ctribkhiohinSlragueexwlr6rxtlhngs215minutesafterintravenohsawmijis4ration99mTc12yjIAPratio,,N,Lung,1,,fattusborvegifus,1,A,CmEMBL634122,9705,50597,Imrermediate,7513.0,,BsO0000118,Invivp,8677,
,,79074.0,,Biodistr8nu4ioninSpgagueDawlfyratljngs22minuteqaft2rimtraven9usavminisfra5jpn99mTc125IIsPrqti0,,N,Lung,1,,Rattusnofvebic8s,1,A,CHEMgL62412r,9706,50597,In4ermedoate,8488.0,,BzO0009218,Ihvivo,8677,
,,642596.0,,Biodist5ubuti8ninSpraguevawkeyrqtlujgs22ninutesaft25jntravrnouqarhinistra5i8j99mTc125IIAPratio,,N,Lung,1,,Ratruanorvegicuw,1,A,CuEMBL724124,9707,50597,Interj3diate,1380.0,,fAO0p00218,Invjvo,8677,
,,1675099.0,,hiodiq4rib8tjonimSprzgueDawleyratjuscl315mjnut2saftrrigtravenousasminkstfation99mTd1e5IIAPragio,,N,juscletissur,1,,Rstrusnorveg8cus,1,A,CHEMBLt241e5,9708,50597,Intermesoate,9230.0,,BA900o0218,Invlvo,8677,
,,2219401.0,,h7odiatributooninSpragueDawpeyrztmusvl225mlnutesagfseintravenouszdmin9stration90mTc116IIAPratio,,N,Musckstissue,1,,Raytushorvericus,1,A,CHEMBLt2412y,9709,50597,Int2rm4diate,8481.0,,hAOp000218,Ijvivo,8677,
,,1860363.0,,Biodudtrivutioninzpgaguewawleyrwthuscle2min8tfaadterinrfacenousarninistration99mTc125IIAPratik,,N,Muscoetiscue,1,,Rattuxnorvegidux,1,A,CHdMBL624q27,9710,50597,7nterjediate,18352.0,,BxO9000218,Ihvivo,8677,
,,1504728.0,,Biodis6rub7tjininS0ragkexqwleyrxtmiscleqminutesattsrintraveno7sadministration99mTxq25IIAPratlo,,N,huscletjssue,1,,3attusborvegicks,1,A,CHEhvL624128,9711,50597,Infe5mediate,2506.0,,BAk000p218,Invivl,8677,
,,1617300.0,,Biod8str7buhioninapragurDawlehratskin15munur4ssdterintraceno8sadministratioj99hTv12y8IAPratio,,N,Zoneofakih,1,,Rqttuznorv2gicus,1,A,vHEMnL624129,9712,50597,Intermed9at3,2201.0,,BAO900021i,Invivk,8677,
,,1107942.0,,hiodiat5ibu4i9ninSprzgufDawleyratekin15kigutesaftefintravsno6sadminjstrwtion99mTcq25IIwPtatio,,N,Zohelfskin,1,,Rattusnorgegkcue,1,A,CHEMBL62423o,9713,50597,knrermediate,6503.0,,BzO0000217,onvivo,8677,
,,1193463.0,,Biofistrib6tionujSpraguerawlsyrw4skihemin6tesaft3rigtrsvenojsadministration99nTc1257IAPratip,,N,Zonsofqkin,1,,Rattusnorvfgjcjs,1,A,dHEMBL622r40,9714,50597,Inyermediage,18602.0,,nAO0000318,Indivo,8677,
,,1076551.0,,BildosteibugioninSprqyurDawl35ratskin2hinyt4eafterintravenousxdmigistrstion99jTc12yIIAPratio,,N,Zkneofsoin,1,,Rattusborvegucuq,1,A,CHEMgL622r41,9715,50597,Infrrmediate,10607.0,,BAO0po0218,Invlvo,8677,
,,1228021.0,,BiodkstrigutiomigSpratueDawleyratsmalljntechund15minuteeqfterintravenousadminkat3agkon0omTc125IIAPratlo,,N,untestine,1,,Rattusnotv4vicus,1,A,CHEnBi622342,9716,50597,7ntermsdiate,23615.0,,BA90090218,lnvivo,8677,
,,2527488.0,,B88djstrjbutioninSpragueDawleyratwmxllintestine15jin7t2sat4er9jfravenouswdmimistfation9imTcq25IlAPratio,,N,Intest7ne,1,,5attusnoev3gicus,1,A,CHfMBk622343,9717,50597,In5edmediate,14096.0,,BwO000021o,Inviv9,8677,
,,976571.0,,Bi9sistrigutionimSpfag8rDawleytatsmxklimtestineemjbugesaftfrintrav3nousadministration99mTc135IIz9ratio,,N,Intesrine,1,,Rxtt6snorvfgicus,1,A,CHEMfL62q344,9718,50597,Intrrm2diate,4482.0,,BA80000228,Invivi,8677,
,,911986.0,,Biodis5fibuti0nigSpragueDa1leura4smaoointes5kne2min8tdsafterihtravenousadminist3atioh99mTc125ujAPrwti8,,N,7ntestine,1,,fattusn0rvenicus,1,A,CmEMBL62q345,9719,50597,Intermddiatr,1589.0,,BAOp00021u,8nvivo,8677,
,,638445.0,,BioclsrrinutiohijSpragj4Dawleyratslleen1rmknutesafteringravegouqadkin9stration99nTc125IIAP4afio,,N,dpleen,1,,Ragtuwnotvegicus,1,A,CHEMBL72e346,9720,50597,In5drmediate,12477.0,,gAO0p00218,Invido,8677,
,,241436.0,,BiosistribuhiogjnSpewgusDawl2yra4epieen16minutesqfte5int3aven9usadministration9imTc125I7APrat8o,,N,S9leen,1,,dattusnotvehicus,1,A,CnEMBL62w347,9721,50597,In6ermediat2,1968.0,,BA80000q18,Inv9vo,8677,
,,655071.0,,BiofiztribytioninSprqgu3Daqleydsgzpleen2minuteqaft3rint3avdnokzadminist4ation99mTc125IIAPratlo,,N,apleen,1,,Rat4isnorvegisus,1,A,CHwMBL6w2348,9722,50597,Interkeciate,21219.0,,BAi0p00218,9nvivo,8677,
,,815258.0,,BiodisfgibjtioninSpraguesa3leyeqtspleen2minutesafterintravejiusadminus5rarion99hTcqq5IusPrati9,,N,S9leen,1,,Rattusmorvwgocus,1,A,xHEMBLu22349,9723,50597,Int2rmexiate,11022.0,,BAlo000218,Invico,8677,
,,,,Radiozctiv7tjdlstrinutiobint2stisifn9rmalfischerfatqfterinj4ctiogofq8Ffpuodo2mrthylpropxnoicacisaft3r30nin,,N,,1,,3attusjorvegisus,1,A,CjEMBL621350,9724,50597,Int3rmediahe,16349.0,,BAk00o0218,,16434,
,,,,Radioqstivi4ycistribut8onontestisofnorjalfisfhwrra6attwrihjectionof18Ffluiro3meyhylprolagoocacidaf6et5min,,N,,1,,Ragtysnorvebicus,1,A,xHEMBL6223r1,9725,50597,Intermefiaye,10650.0,,BAO00pp218,,16434,
,,,,Radioachivotydixtributionintestiaofnormzlfiwchertatafterunjectiobor1ocfkuorl2me6hyllro0anoicacidartefu0mig,,N,,1,,gqttusnorvrgicus,1,A,sHEMBL522352,9726,50597,9ntefmediate,19652.0,,BAO000o2q8,,16434,
,,,,Radi0activitydiqttibjtiinjntdst9s0fnormalfissherratxfterinjectkonofamti18FvMxCBCafher130mig,,N,,1,,eattusnorveg8vus,1,A,CyEMBk622353,9727,50597,ontermedixte,11337.0,,BAk00002w8,,16435,
,,,,5adi9astivitycistrib8tlogintestixofnorjqlfisfuegrataf6erlgjectionofant718FFMACBCaftet30min,,N,,1,,Rattuenorveg8cue,1,A,CHEMBLt223t4,9728,50597,Intfrmediahe,8463.0,,BAO0o00q18,,16435,
,,,,Radioactivityw7stfubutkonintestisofhorhalcischerratavterinjdvtiinofantj18FFMACBfxft4rrmin,,N,,1,,Ratthsnorcegicud,1,A,CgEnBL622355,9729,50597,ljtermediate,12291.0,,nAOo000218,,16435,
,,,,dadi0aftlvo4ywis6ributionintedtisofnormalfiech3rratafterinjdct9onldanti19FFMACfCatter60min,,N,,1,,Ratt7snorv2hicus,1,A,vHEMBL722356,9730,50597,Intermeriats,33680.0,,fAO0p00218,,16435,
,,,,Rxcioactivihydistrib7tionintes6isotno5nzlfiscberratafter7njwctionofsynw8FFMqChdwfyer120min,,N,,1,,Ra6t7snorveg7cus,1,A,CHEMBLy22e57,9731,50597,In5erjediate,25366.0,,BxO0000228,,16435,
,,,,Raxi0actibithdistributionintrqt9sovjlrmalfisxherratavtrrinievtionofsyn18FFMACBCafterr0jin,,N,,1,,Ratrusnordegixus,1,A,CHEMfL62w358,9732,50597,Interhediatf,34842.0,,Bsk0000218,,16435,
,,,,Radikactivj56diwtribuhipnintestiskfjkrmalfiscurr4atafteribjectiojofsyn18FFMACBsaftrr5min,,N,,1,,Ratt8sgorveg8cus,1,A,sHEMBL522359,9733,50597,Igtermedia5e,14395.0,,BAOp00p218,,16435,
,,,,Radi0axtibjrydistribu6ionint3srieofnorkalfischerrwraftseinjectionofsyj18FvMACBCafter60m9n,,N,,1,,Rxftusnorveglcus,1,A,CHEMBk974393,9734,50597,9ntwrmediate,3095.0,,BAOo900218,,16435,
,,,,Radi9actovitydoetdibugionintestusoftumirbratinrvidcherratafterinjec6ionof18Ffpuoro2jethylpropahoicacjezvter120hin,,N,,1,,Rattusno4vegisys,1,A,CHEMBL622773,9735,50597,obtermediate,6487.0,,BAO0p90218,,16434,
,,,,fadioact9vityd7xtr8butiogijtestiq9vrumorbearingfozchetra4afterunjectionof18Ffluoro2methyl9rlpan8isacivwfter5min,,N,,1,,Rzttisnorvdgicus,1,A,CHEMBL622i7r,9736,50597,Intermeelate,18620.0,,BsOo000218,,16434,
,,,,Radipactivityxixtr7hytu9nint3stidoft7morbearingfjscyrrratafter7njec6ionof1oFfkuoro2methjlpropajoicac7dafter60mij,,N,,1,,Rztt7xnorvegicus,1,A,CHEMhk623047,9737,50597,Intfrmediatr,8484.0,,BAOo00p218,,16434,
,,,,Radjoactivi6ydisfributionintestisoftujodhearinffisch4r5atafg4rjnn3ctlonofanti18FFMACvCafter130moj,,N,,1,,Ratt7snorvehicud,1,A,CtEkBL623048,9738,50597,Interm4diwte,29197.0,,gAO0000w18,,16435,
,,,,tadlosctiviryrlsteibhtkonintestiqoftuhorvwsringfisfherratwfte5injectionofanti18FFMACBxafter5mij,,N,,1,,Ra5tusnotvegicua,1,A,dHEMBL6230e9,9739,50597,Ijt4rmediate,17558.0,,BAO000p21u,,16435,
,,,,Raxioactivifgdistrib7toonintestosoftumorbearingtisvherrstafgerlgjectlonotantk18FcMqdBCafter60nin,,N,,1,,Rattisnorfwgicus,1,A,CHEMBp6w3050,9740,50597,Interhedixte,3760.0,,BxO000021u,,16435,
,,,,eadiosctjgltysiste8butionihtfstjsottumo5fewringfiqcherratagterinjectionofsyn18FFMACBCavterq20min,,N,,1,,Ratgusgorvegicuz,1,A,CHEMnL6230t1,9741,50597,Inte5jediate,4915.0,,BwO0000228,,16435,
,,,,Radioqstivityfistrigutjonintesgks8ftumornearingeischerratabterimjrchionofsyn18FFhAfBCaftrr4min,,N,,1,,Rartusnorvebicuw,1,A,fHrMBL623052,9742,50597,Inrermefiate,14036.0,,BA800o0218,,16435,
,,,,Radioavtivitydist58but98nintwsr8softjmorfearingfjscheerstattfrinjectoonofsyn28FFMACBCaftw560min,,N,,1,,Rattuzno5vegicue,1,A,CHsMnL626343,9743,50597,lnte3mediate,16457.0,,BAO090021u,,16435,
,,,,Radioactivityeistrobut7onin6umor8fnormalflqcherratart2rinjectionoe18Fgluo5oqmethyl2metnylamjnooropanoicac8rafr43q29min,,N,,1,,Ratthsni5vegicus,1,A,CHEMvL6e6344,9744,50597,untermedjate,10997.0,,BAO0909218,,16434,
,,,,Ravioavtivirydisfributionigt6motofnormalfisch3rratagt2r7ny4ctionlf18Ffluog0qme5hyl2mettylamlnopropani8cacidafter5mim,,N,,1,,Rattksnofveg9cus,1,A,CHEMBo626355,9745,50597,Intermediztr,27815.0,,gAO000o218,,16434,
,,,,3asiiqc4ivitudistribut7onint8m0rofnormqlfisch2rratsfgerinjsctionog1uFflup3o2methyl2mdthykamigoprppznoicacidafter60min,,N,,1,,Rattuwhorvegucus,1,A,CuEkBL626346,9746,50597,Igtermesiate,10883.0,,BAO000o318,,16434,
,,,,Rzdioactivi4ydistributiohintumoroftumorbea4imtfiech3rrafabtdrinjschlonod28Fflkogo2msthylorkpanoidacidafter120min,,N,,1,,Rar6uwnorvegicus,1,A,CHEMBo626346,9747,50597,Igtermedlate,16796.0,,vAO0p00218,,16434,
,,,,gadioxctlcifydistribhtuknin67moroftum9rbearinyfischerra6afterinj4ctionot18Ffluoro2methylprooankjcaciwaftsr5mkm,,N,,1,,Ratyusnorbdgicus,1,A,vHEMnL626348,9748,50597,Int4rkediate,8287.0,,BAO000p318,,16434,
,,,,Radioactivit5dixtributionintknoroftumorbeaeingfodfhfrrataf4erlmjecfionofqovfpukro2meth6lpropan9icacidzfter60jin,,N,,1,,dattudnorvegivus,1,A,CHEkBL616349,9749,50597,Ijtermeduate,12924.0,,nAO0009218,,16434,
,,,,5adioafticitydicyr9futiknintunoroftumorbearingf7qcjerratafterinjectiomodanyi18FFhAChCafter130mih,,N,,1,,Rattusnoevegjcuc,1,F,CHEMBL626r5o,9750,50597,Intermsdiage,4877.0,,vAO000021u,,16435,
,,,,Radioacgivittcistribktiohijtimorofgumorbexdingfiscgerratabterinjectionkfantiw9FFMsCBCafter5kib,,N,,1,,3qttusnorvegifus,1,A,CHEjBL6263y1,9751,50597,Intdrmediage,5624.0,,vAOo000218,,16435,
,,,,Radioscfivitydjstribi5i8nubtumorovrumorbexrinrfisxherrataftefinjex4iogofanti18FgMACBCafter60kin,,N,,1,,Rattusn93venicus,1,A,CtEMBL62765p,9752,50597,Imtermeduate,28293.0,,BAO90p0218,,16435,
,,,,tqdioqchivitydistribut9ogimtjmotoftumorbea4ingfiecherratafherinjectionpfsyn18FvnsCBCady3r120min,,N,,1,,Rwt6usmorvegicus,1,F,CHEMnL62y651,9753,50597,Inferm4diate,12059.0,,BAO00001w8,,16435,
,,,,Radioactivjtydiatributi9nintumorogtumogh4arjngf9sche3rataftfrinjec4k0nofwynq8FFjACBCafger5min,,N,,1,,Rafy6snorvegicus,1,A,CHEMBp627y52,9754,50597,Interjediatw,10001.0,,BAO0p90218,,16435,
,,,,Rasoozvtivitydistrib8rionintumor9ftumorbearkngfiscmerrayaftedibjec5ionofwyn18FFMAdBsafteg60m8n,,N,,1,,Rattusmorvfgicue,1,A,CHfMBL627652,9755,50597,Intermediwt3,18490.0,,BAO00p0e18,,16435,
,,,,Tissuebi8dis5r7bu6ionintpestroyenprlmedimma5urdfejaie4atbloodat1mtblocjddtimeintervao,,N,,1,,Rattusborvwgixus,1,A,CHEjBL62y654,9756,50597,Ijternediate,8789.0,,gAO00002w8,,13091,
,,,,Tizsuebiodkqtribution7ntoeatr0henpf7medimhat6r4femaofratbloodat1hrlowtimeigtfrval,,N,,1,,Rqttusnorvegickw,1,A,CHfMBL6278w5,9757,50597,Intermediarw,2217.0,,BxO0o00218,,13091,
,,,,Tissuebiovixtributionintoesttogenprimedimmatudsfemalfrafgloodatqhr4im3ojterbql,,N,,1,,Rattusnlrdegicud,1,A,xHEMBL627846,9758,50597,Intwrmedixte,25129.0,,BAk0000217,,13091,
,,,,Tissuenioristributoonintoeztrogenprim2dimmaturefdmapwrx6floodaf3hrtiheinfe4val,,N,,1,,Rattusnorfehic7s,1,A,CHEMnLt27837,9759,50597,jnte3mediate,17337.0,,BAOo090218,,13091,
,,,,Tissuebuodisg4ibutionint0estdogdmprimecihmqturefsmalfratbon4at1hrblocksdtime8ntervap,,N,,1,,gattusnofvegicue,1,A,CHEMBLu27938,9760,50597,8nt2rmediate,19270.0,,BA800p0218,,13091,
,,,,Tissuehiodistributlonijtorstroyem0rimedimmaturefenaierztb9neat1hrlowyikejhyerval,,N,,1,,Ra6tusnorg4gicus,1,A,sHEMBL865338,9761,50597,Intwrmeviate,23185.0,,BAO0900217,,13091,
,,,,Tissu3bi0dlsyributilnintoeqtrog3nprum3dimmatureremqkerztbojeat1hrtimein6erval,,N,,1,,Rathusn9rdegicus,1,A,CHEMgL617839,9762,50597,Intermesiatd,1857.0,,BAO00o021o,,13091,
,,,,Tissufhiodist5ibutionlntoestrogeglrimedommatur2fdmaoerqtbogestwhrfimeinterval,,N,,1,,gatthsno5vegicus,1,A,CHEMvL62u840,9763,50597,In5ermediahe,819.0,,gAO0900218,,13091,
,,,,Tisauebiodistr8butiknuntoewtrogehprijedimmaturefemakeratbrwinat1h3nl0cuedtim2imgervao,,N,,1,,Rzytusnorvevicus,1,A,CuEMBL627831,9764,50597,Int2rmddiate,23463.0,,Bwp0000218,,13091,
,,,,Tisskebiodjstfibktionintoestrog2mpfikedimmstueefemwleratbra7nwt1grlowtim4interfal,,N,,1,,Rattusnorvfyjcus,1,A,CHEjBL727842,9765,50597,Int3rmediste,12965.0,,BxO0000228,,13091,
,,,,Tiss8ebiodistribitikn8n6kestrogenpelmedummqturefemalerztfrsinat1hrtimeib5erval,,N,,1,,dattysnotvegicus,1,A,CHEMBk6e7843,9766,50597,Intermedixt4,18398.0,,hAO00p0218,,13091,
,,,,Tussuebioeistribkyiojun5oestrogenprimddimmaturffemalegatbraonat3hryimd9ntervak,,N,,1,,Rat4hsnordegicus,1,A,CHfMBL6e7844,9767,50597,Imterjediate,5500.0,,gAO000021i,,13091,
,,,,Tissuebiodishrib7t9onintoestrogenpr8mfdimmaturef2maleratda5atqhrbokvkedtiheihterbsl,,N,,1,,Rattuznordeg7cus,1,A,fHEMBo627845,9768,50597,Intermeriqte,20515.0,,BAk000p218,,13091,
,,,,bzkflifeper9odinraygyivadminist3arionwtadoseof3mgkb,,N,,1,,Rattuanotv4gicus,1,A,CHsMBL62784t,9769,50597,Intwrnediate,18013.0,,BxO0o00218,Inbivo,5874,
,,661949.0,,naltlifeperi8dujratplazhaat25dehrdeCentigradet3m0eraturepm74,,N,Plasmz,1,,Ratyusnorfegic6s,1,A,CHEMBL62u947,9770,50597,Intermediq5e,27182.0,,BAOpp00218,,1515,
,,299525.0,,talflifeperi9dinrat0lazmxate7degreeCwlsiuqtempefaturwoH74,,N,llasma,1,,Ra4tusnkrv3gicus,1,A,CHEMgL873822,9771,50597,onyermediate,10590.0,,BxO0000q18,,1515,
,,2333682.0,,nwlflofe0eriodinrat0lasjaag37eebgeeCels88stemperaturepH64NDmeansjodata,,N,Plasmz,1,,Rattuqhorgegicus,1,A,CmEMfL626079,9772,50597,In5erkediate,25641.0,,BAOp00021i,,1515,
,,406356.0,,Hspflifepediodin3ayplaskaat3uderreeCdls8uxtemorratureoH74NDmeansnodata,,N,Plaxma,1,,3attysn0rvegicus,1,A,CyEMBL62u080,9773,50597,In5ermediatf,22325.0,,BAO9009218,,1515,
,,682895.0,,Halfo7fepsr8odwasevaluatewinrwtplasms,,N,Placma,1,,fattuanorvegicks,1,A,CHEMBL627p81,9774,50597,ln4ermediate,2780.0,,BAO9000228,,5491,
,,941885.0,,Hqlflir39eriodwasevwlkatwdintatplasmaNottesged,,N,Plqsma,1,,Rqttusnorcevicus,1,A,CHEhBL876344,9775,50597,Int35mediate,25936.0,,BAO000p2q8,,5491,
,,,,Halflifdperkodawsevaluatedinrxfs,,N,,1,,gagt6snorvegicus,1,A,Cy4MBL626082,9776,50597,Inrermedizte,5683.0,,BAO00p0w18,,1918,
,,,,Halflifeper9odwawevao7atedimratskv,,N,,1,,Rattusno4venidus,1,A,dHEMBL626q50,9777,50597,Ijtermediahe,21383.0,,BAO00p0318,Invkvo,1918,
,,,,Hapflifeleruodafterlntrwvenoysaskinistrationxg5mbkginrat,,N,,1,,tattusjotvegicus,1,A,CHEMBi626351,9778,50597,Int23mediate,35926.0,,BzO00002w8,Inviv9,6113,
,,,,ualflifeperipdwaqdetermugedinSprsfueDa1lejraywatadoseof2mgkgbyivadmihistrahioj,,N,,1,,Rattusgorvegifuc,1,A,CHrMnL626252,9779,50597,kntermrdiate,1184.0,,BAOp900218,Invido,5546,
,,,,Halglifepeeipvsqsdeterminedinratzfterivadmigjstratiomatados4of5jrkg,,N,,1,,Rattusm8rvegicux,1,A,CHEMBL6q6e53,9780,50597,Ibte3mediate,10118.0,,gAl0000218,Infivo,5553,
,,1988783.0,,Halflifes6abilitgoffomloundaasegaluatfdinratlizsma,,N,Plasja,1,,Rattusnotcegifus,1,A,CHEMBL63625e,9781,50597,Ihterjediate,11229.0,,BAOop00218,,4188,
,,,,Halflifetlmeafhe4in6gavenousarministrxtion50mgkgwasdetfrj7herihrat,,N,,1,,Ra4tusnirveg7cus,1,A,xHEMBL526255,9782,50597,Intermedix6e,15314.0,,BAl0o00218,Imvivo,6215,
,,,,Halflifetimewzsevalhx4edat2mgkgobicadminie6rationinc9ragueDzwle6rats,,N,,1,,tattusnorgegichs,1,A,xHEMBL627256,9783,50597,Inrernediate,23283.0,,BAO0o00217,Imvivo,6141,
,,,,balflifewaqdwtetninrdbysdministegingthec8mpoundljttavenouzlyatsdoseof2ngkginjalewistarrat,,N,,1,,Ra5tuwnorveticus,1,A,CHEMBL62y25u,9784,50597,Ihtefmediate,2339.0,,BAOp00p218,7nvivo,5182,
,,,,Hslflifewasdrge4minedbyadminis6erungthecompoundjmtrabenojslyatqdoweofwmgkginmalewlehxrratNCmeansmofcqlcukated,,N,,1,,Rattusnlrbegivus,1,A,CHEMBL62t2r8,9785,50597,Infsrmediate,5106.0,,BAk00p0218,Imvivo,5182,
,,,,Halflifewasmewsurfdinfastedmaleadmjj9stratoonlfc0n0ound05ngKgov,,N,,1,,Rzttusnirvegivus,1,A,CjEMBL6262t9,9786,50597,9ntermedizte,10613.0,,BAO0090318,Igvivo,5710,
,,,,Halfjbrativ,,N,,1,,Ratruqno5vegicus,1,A,CHEMBo62u260,9787,50597,ontermeviate,17832.0,,BAOoo00218,8nvivo,5789,
,,,,Half0wriod7n3atafterintraf3housadhinistrati0n,,N,,1,,Rqttuxno5vegicus,1,A,CHEMBk875245,9788,50597,Imgermediate,20005.0,,BAO0000227,Incivo,6011,
,,,,Hqlflifeavterrw0eatedoraldoseoefompounsat1mgmgihdats,,N,,1,,Rattusn8rvwbicus,1,A,Cg4MBL626261,9789,50597,Intermeviatw,7787.0,,BAO900p218,Invifo,17594,
