CHI,Ti,ASST,ASSTIS,ASTET,ASTY,CEI,ASI,ASSTI,TII,Descr,RELATITY,ASSUBCELFRA,CONSC,VAI,CUB,SI,BAFO,SASI,ASOR,DOI,ASSCATE,ASSCETY
CHEMBL623087,50597,,,In vivo,A,,10547,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5553,,
CHEMBL623088,50597,,,In vivo,A,,10548,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5833,,
CHEMBL623089,50597,,,In vivo,A,,10549,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5836,,
CHEMBL623090,50597,,,In vivo,A,,10550,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5865,,
CHEMBL623091,50597,,,In vivo,A,,10551,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5960,,
CHEMBL623092,50597,,,In vivo,A,,10552,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6249,,
CHEMBL623093,50597,,,In vivo,A,,10553,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6448,,
CHEMBL874401,50597,,,In vivo,A,,10554,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6453,,
CHEMBL623094,50597,,,In vivo,A,,10555,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6640,,
CHEMBL623095,50597,,,In vivo,A,,10556,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17607,,
CHEMBL623096,50597,,,In vivo,A,,10557,10116.0,,Oral bioavailability in rat after peroral administration at 10 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5939,,
CHEMBL624913,50597,,,In vivo,A,,10558,10116.0,,Oral bioavailability in rat after peroral administration at 5 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5939,,
CHEMBL624914,50597,,,In vivo,A,,10559,10116.0,,Oral bioavailability in rat (dose 2.8 mg/kg p.o.),N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6281,,
CHEMBL624915,50597,,,In vivo,A,,10560,10116.0,,Oral bioavailability in rat by po administration at a dose of 40 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5874,,
CHEMBL624916,50597,,,In vivo,A,,10561,10116.0,,Oral bioavailability in rat; Not measured,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5213,,
CHEMBL624917,50597,,,In vivo,A,,10562,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4964,,
CHEMBL625157,50597,,,,A,,10563,10116.0,,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Hippocampus NE,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,11020,,
CHEMBL625158,50597,,Liver,,A,,10564,10116.0,2107.0,In vitro metabolic potential in rat liver microsomes,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6251,,
CHEMBL625159,50597,,,In vivo,A,,10565,10116.0,,"Oral availability was tested for plasma levels at a dose of 40 mg/kg, after 6 hr of in fed fisher rats.",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,1568,,
CHEMBL625160,50597,,,In vivo,A,,10566,10116.0,,"In vivo percentage mean absolute bioavailability of compound in rat after an oral dose of 10 mg/kg (in water, N=4)",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,3032,,
CHEMBL625161,50597,,,In vivo,A,,10567,10116.0,,Oral bioavailability of intravenously administered compound (3 mg/kg) was tested in rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,3748,,
CHEMBL625162,50597,,,In vivo,A,,10568,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,401,,
CHEMBL625163,50597,,,In vivo,A,,10569,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6512,,
CHEMBL625164,50597,,,In vivo,A,,10570,10116.0,,Oral bioavailability in rats at 10 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17617,,
CHEMBL625165,50597,,,In vivo,A,,10571,10116.0,,Oral bioavailability was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6679,,
CHEMBL625166,50597,,,In vivo,A,,10572,10116.0,,Oral bioavailability in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6742,,
CHEMBL625167,50597,,,,A,,10573,10116.0,,Tested for effective permeability across the rat intestinal membrane using mass balance analysis,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,589,,
CHEMBL625168,50597,,,,A,,10574,10116.0,,Tested for effective permeability across the rat intestinal membrane using mass balance analysis at 0.01 mM concentration,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,589,,
CHEMBL625169,50597,,,In vivo,A,,10575,10116.0,,Plasma clearance of the compound,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,3185,,
CHEMBL626264,50597,,,In vivo,A,,10576,10116.0,,Plasma clearance at 10 mg/kg in rat upon intravenous administration,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17596,,
CHEMBL626265,50597,,,In vivo,A,,10577,10116.0,,Plasma clearance upon intravenous administration of 1 mg/Kg in rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,2713,,
CHEMBL626266,50597,,Plasma,In vivo,A,,10578,10116.0,1969.0,The compound was tested for plasma clearance in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,12500,,
CHEMBL626267,50597,,Plasma,In vivo,A,,10579,10116.0,1969.0,The compound was tested for plasma clearance in rat at dose of 3-10 mgkg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,12500,,
CHEMBL626268,50597,,,,A,,10580,10116.0,,Plasma concentration upon oral administration of 1 mg/Kg in rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,2713,,
CHEMBL626269,50597,,,,A,,10581,10116.0,,Peak plasma level between 0.5 and 1.0 hour in Dawley rats; value ranges from 1021-2551,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,1446,,
CHEMBL626270,50597,,,,A,,10582,10116.0,,Plasma level after intravenous administration in rat model of FeCl3-induced carotid thrombosis,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6227,,
CHEMBL626271,50597,,,,A,,10583,10116.0,,Plasma protein binding was determined after intravenous administration of 1 mg/kg in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4709,,
CHEMBL626272,50597,,,,A,,10584,10116.0,,"Rat plasma cleavage data expressed as percentage of compound remains at 24 hr in PEG400/Water, 1:1",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5510,,
CHEMBL626273,50597,,,,A,,10585,10116.0,,"Rat plasma cleavage data expressed as percentage of compound remains at 24 hr in PEG400/Water, 1:1; Not determined",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5510,,
CHEMBL875346,50597,,,,A,,10586,10116.0,,"Rat plasma cleavage data expressed as percentage of compound remains at 24 hr in PEG400/Water, 1:1; Not determined",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5510,,
CHEMBL626274,50597,,,,A,,10587,10116.0,,"Rat plasma cleavage data expressed as percentage of compound remains at 24 hr in PEG400/Water, 1:1; Not stable",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5510,,
CHEMBL626275,50597,,,,A,,10588,10116.0,,Compound was tested for protein binding in rat plasma,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4514,,
CHEMBL624646,50597,,,,A,,10589,10116.0,,Compound was evaluated for absorption of radioligand following oral administration to bile duct cannulated rat. ,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,2713,,
CHEMBL624647,50597,,,,A,,10590,10116.0,,Compound was evaluated for absorption of radioligand upon oral administration to bile duct cannulated rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,2713,,
CHEMBL624648,50597,,Liver,,A,,10591,10116.0,2107.0,In vitro metabolism in rat liver microsomes was evaluated to determine diminishing of glucuronidation rate,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5340,,
CHEMBL624649,50597,,,,A,,10592,10116.0,,Area under curve ratio was determined (po/iv) in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,12058,,
CHEMBL624650,50597,,,,A,,10593,10116.0,,Blood by brain ratio of the radiolabeled compound (2-5 uCi) in rat 15 mins after i.v. administration,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,11195,,
CHEMBL624651,50597,,,,A,,10594,10116.0,,Blood by brain ratio of the radiolabeled compound (2-5 uCi) in rat 2 mins after i.v. administration,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,11195,,
CHEMBL624652,50597,,,,A,,10595,10116.0,,Blood by brain ratio of the radiolabeled compound (2-5 uCi) in rat 65 mins after i.v. administration,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,11195,,
CHEMBL624653,50597,,,,A,,10596,10116.0,,Compound was tested for brain/plasma ratio after oral administration at 10 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6495,,
CHEMBL624654,50597,,,,A,,10597,10116.0,,Ratio of AUCbrain to AUCplasma,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6078,,
CHEMBL624655,50597,,,,A,,10598,10116.0,,Ratio of brain to plasma,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5656,,
CHEMBL624656,50597,,,,A,,10599,10116.0,,Ratio of the AUC values of brain and plasma after intravenous administration (4.7 mg/kg) to male rats was evaluated,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4910,,
CHEMBL624657,50597,,,,A,,10600,10116.0,,Ratio in brain and plasma after 0.25 hrs of intravenous administration (5 mg/kg) to male rats was evaluated,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4910,,
CHEMBL624658,50597,,,,A,,10601,10116.0,,Ratio in brain and plasma after 2 hrs of intravenous administration (5 mg/kg) to male rats was evaluated,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4910,,
CHEMBL624659,50597,,,,A,,10602,10116.0,,Selectivity ratio for biodistribution in brain and blood of rats after 15 minutes; Expressed as percent dose/gram ratio,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10130,,
CHEMBL624660,50597,,,,A,,10603,10116.0,,Selectivity ratio for biodistribution in brain and blood of rats after 2 minutes; Expressed as percent dose/gram ratio,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10130,,
CHEMBL624661,50597,,,,A,,10604,10116.0,,Selectivity ratio for biodistribution in brain and blood of rats after 60 minutes; Expressed as percent dose/gram ratio,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10130,,
CHEMBL624662,50597,,,,A,,10605,10116.0,,Steady state brain :blood ratio was determined,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5213,,
CHEMBL625199,50597,,,,A,,10606,10116.0,,Tested for ratio in brain and plasma after 0.25 hrs of intravenous administration (5 mg/kg) to male rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4910,,
CHEMBL625200,50597,,,,A,,10607,10116.0,,Tested for ratio in brain and plasma after 0.25 hrs of intravenous administration (5 mg/kg) to male rats; ND = not determined,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4910,,
CHEMBL625201,50597,,,,A,,10608,10116.0,,Tested for ratio in brain and plasma after 2 hrs of intravenous administration (5 mg/kg) to male rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4910,,
CHEMBL625202,50597,,,,A,,10609,10116.0,,Tested for ratio in brain and plasma after 2 hrs of intravenous administration (5 mg/kg) to male rats; ND = not determined,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4910,,
CHEMBL625203,50597,,,,A,,10610,10116.0,,Percentage recovery after 3h incubation with rat hapatocytes was determined,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,2083,,
CHEMBL625204,50597,,,,A,,10611,10116.0,,Percentage recovery in rat hepatic microsomal fractions under oxidative conditions after 1 hour,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,2082,,
CHEMBL625205,50597,,,,A,,10612,10116.0,,Percentage recovery in rhesus monkey hepatic microsomal fractions under oxidative conditions after 1 hour,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,2082,,
CHEMBL625206,50597,,,,A,,10613,10116.0,,Recovery rate from urine and bile was determined after iv administration at 20 mg/kg in rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6351,,
CHEMBL625207,22224,,,,A,,10614,,,"Fraction of 88Y (%) released from chelate after incubation in serum for 15 hours; not measured, No site available for protein conjugation.",U,,0,,Autocuration,1,BAO_0000019,,,14583,,
CHEMBL625208,22224,,,,A,,10615,,,Fraction of 88Y (%) released from chelate after incubation in serum for 15 hours; not measured.,U,,0,,Autocuration,1,BAO_0000019,,,14583,,
CHEMBL625209,50587,,,,A,495.0,10616,9606.0,,In vivo absorption in Caco-2 cell line monolayers was determined,N,,1,,Intermediate,1,BAO_0000218,,Homo sapiens,4608,,Caco-2
CHEMBL625210,22229,,,,P,,10617,,,Calculated partition coefficient (clogP),U,,0,,Autocuration,1,BAO_0000100,,,13668,,
CHEMBL625211,50597,,,,A,,10618,10116.0,,Area under curve was determine after peroral administration at 10 mpk in Rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5669,,
CHEMBL625212,50797,,,,A,,10619,9544.0,,Area under curve was determine after peroral administration at 10 mpk in Rhesus,N,,1,,Intermediate,1,BAO_0000218,,Macaca mulatta,5669,,
CHEMBL625213,50597,,,,A,,10620,10116.0,,Area under curve was determine after peroral administration at 160 mpk in Rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5669,,
CHEMBL625214,50597,,,,A,,10621,10116.0,,Area under curve was determine after peroral administration at 20 mpk in Rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5669,,
CHEMBL874542,50597,,,,A,,10622,10116.0,,Area under curve was determine after peroral administration at 50 mpk in Rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5669,,
CHEMBL625215,22229,,,,P,,10623,,,Calculated partition coefficient (clogP) (AlogP),U,,0,,Autocuration,1,BAO_0000100,,,6472,,
CHEMBL625216,22224,,,,A,,10624,,,Activated partial thromboplastin time measured,U,,0,,Autocuration,1,BAO_0000019,,,15106,,
CHEMBL625217,22224,,,,P,,10625,,,Compound was evaluated for the aqueous solubility (AS) in mg/mL (Measured in 0.2 M phosphate buffer of pH 7.4),U,,0,,Autocuration,1,BAO_0000100,,,15207,,
CHEMBL625218,22224,,,,P,,10626,,,Compound was evaluated for the aqueous solubility (AS) in mg/mL (Measured in 0.2 M phosphate buffer of pH 7.4); ND=Not determined (AS mg/mL),U,,0,,Autocuration,1,BAO_0000100,,,15207,,
CHEMBL622864,50588,,Plasma,,A,,10627,9615.0,1969.0,AUC (Area under curve) was determined after intravenous administration at a dose 1 mg/kg in dog,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,13941,,
CHEMBL622865,50597,,Plasma,,A,,10628,10116.0,1969.0,AUC (Area under curve) was determined after intravenous administration at a dose 2 mg/kg in rat.,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,13941,,
CHEMBL622866,50597,,Plasma,,A,,10629,10116.0,1969.0,AUC (Area under curve) was determined after peroral administration at a dose 10 mg/kg in rat.,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,13941,,
CHEMBL622867,50588,,Plasma,,A,,10630,9615.0,1969.0,AUC (Area under curve) was determined after peroral administration at a dose 5 mg/kg in dog,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,13941,,
CHEMBL876808,50512,,Plasma,,A,,10631,10141.0,1969.0,AUC (ng h/mL) value after oral administration of 10 mg/kg in guinea pig.,N,,1,,Intermediate,1,BAO_0000218,,Cavia porcellus,15240,,
CHEMBL627725,22224,,Brain,,A,,10632,,955.0,AUC in brain,U,,0,,Autocuration,1,BAO_0000019,,,10655,,
CHEMBL627726,22224,,Serum,,A,,10633,,1977.0,AUC in serum,U,,0,,Autocuration,1,BAO_0000019,,,10655,,
CHEMBL627727,22224,,Plasma,,A,,10634,,1969.0,AUC was determined,U,,0,,Autocuration,1,BAO_0000019,,,6504,,
CHEMBL627728,22224,,Plasma,,A,,10635,,1969.0,AUC of the compound.,U,,0,,Autocuration,1,BAO_0000019,,,10615,,
CHEMBL627729,22224,,Plasma,,A,,10636,,1969.0,AUC value (0-4 hr),U,,0,,Autocuration,1,BAO_0000019,,,10353,,
CHEMBL627730,22224,,Plasma,,A,,10637,,1969.0,"AUC was measured from the graph plotted against blood plasma concentration and time at the dose of 150 uMol/kg,",U,,0,,Autocuration,1,BAO_0000019,,,14907,,
CHEMBL627731,22224,,Plasma,,A,,10638,,1969.0,AUC was measured from the graph plotted against blood plasma concentration and time at the dose of 300 uMol/kg,U,,0,,Autocuration,1,BAO_0000019,,,14907,,
CHEMBL627732,22224,,Plasma,,A,,10639,,1969.0,"AUC was measured from the graph plotted against blood plasma concentration and time at the dose of 300 uMol/kg,",U,,0,,Autocuration,1,BAO_0000019,,,14907,,
CHEMBL627733,22224,,Plasma,,A,,10640,,1969.0,"AUC was measured from the graph plotted against blood plasma concentration and time at the dose of 700 uMol/kg,",U,,0,,Autocuration,1,BAO_0000019,,,14907,,
CHEMBL627734,50597,,Plasma,,A,,10641,10116.0,1969.0,AUC(area under curve) was determined after intravenous administration in rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,16359,,
CHEMBL627735,50597,,Plasma,,A,,10642,10116.0,1969.0,AUC(area under curve) was determined after oral administration in rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,16359,,
CHEMBL627736,50512,,Plasma,,A,,10643,10141.0,1969.0,AUC(ng h/mL)values after oral administration of 10 mg/kg in guinea pig.,N,,1,,Intermediate,1,BAO_0000218,,Cavia porcellus,15240,,
CHEMBL876809,50597,,Plasma,,A,,10644,10116.0,1969.0,AUC(ng h/mL)values after oral administration of 10 mg/kg in rat.,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,15240,,
CHEMBL627737,22224,,,,A,,10645,,,Area Under Curve after oral dosing of 100 uM/Kg,U,,0,,Autocuration,1,BAO_0000019,,,15469,,
CHEMBL627738,22224,,,,A,,10646,,,Area Under Curve after oral dosing of 30 uM/Kg,U,,0,,Autocuration,1,BAO_0000019,,,15469,,
CHEMBL627739,22224,,,,A,,10647,,,Area Under Curve was measured by ploting the graph between concentration verses time,U,,0,,Autocuration,1,BAO_0000019,,,13520,,
CHEMBL626143,50588,,,,A,,10648,9615.0,,Area under concentration-time curve of compound was determined in dog at 25 mg/kg orally,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,17025,,
CHEMBL626144,22224,,,,A,,10649,314293.0,,Area under concentration-time curve of compound was determined in monkey at 25 mg/kg orally,U,,0,,Autocuration,1,BAO_0000218,,Simiiformes,17025,,
CHEMBL626145,50592,,,,A,,10650,9986.0,,Area under concentration-time curve of compound was determined in rabbit at 25 mg/kg orally,N,,1,,Intermediate,1,BAO_0000218,,Oryctolagus cuniculus,17025,,
CHEMBL626146,50597,,,,A,,10651,10116.0,,Area under concentration-time curve of compound was determined in rat at 25 mg/kg orally,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17025,,
CHEMBL626147,50597,,Blood,,A,,10652,10116.0,178.0,Area under curve (AUC) is the drug concentrations in blood samples of rats with arterial catheters at 5 min and 12 hr plotted against time,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,12032,,
CHEMBL626148,22224,,,,A,,10653,,,Area under curve (AUC) was determined,U,,0,,Autocuration,1,BAO_0000019,,,10291,,
CHEMBL626149,22224,,,,A,,10654,,,Area under curve (AUC) following ip administration at 1 mg/kg,U,,0,,Autocuration,1,BAO_0000218,,,5767,,
CHEMBL626150,22224,,,,A,,10655,,,Area under curve (AUC) was determined; ND is Not determined,U,,0,,Autocuration,1,BAO_0000019,,,1434,,
CHEMBL626151,50588,,,,A,,10656,9615.0,,Area under curve (AUC) was determined in dogs fed after intravenous administration of 25 mg/kg of the compound,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,14925,,
CHEMBL626152,50588,,,,A,,10657,9615.0,,Area under curve (AUC) was determined in dogs fed after oral administration of 25 mg/kg of the compound,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,14925,,
CHEMBL626153,50588,,,,A,,10658,9615.0,,Area under curve (AUC) was determined in fasted dogs after oral administration of 25 mg/kg of the compound,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,14925,,
CHEMBL626154,22224,,,,A,,10659,,,Area under curve (AUR) was determined,U,,0,,Autocuration,1,BAO_0000019,,,1434,,
CHEMBL626155,22224,,,,A,,10660,,,Area under curve at 1 uM/dg administered intravenously,U,,0,,Autocuration,1,BAO_0000019,,,11883,,
CHEMBL626156,22224,,,,A,,10661,,,Area under curve at 10 uM/dg administered perorally,U,,0,,Autocuration,1,BAO_0000019,,,11883,,
CHEMBL626157,22224,,,,A,,10662,,,Area under curve at 2 uM/dg administered intravenously,U,,0,,Autocuration,1,BAO_0000019,,,11883,,
