assay_id,assay_test_type,doc_id,curated_by,assay_tax_id,assay_strain,src_id,description,cell_id,src_assay_id,chembl_id,assay_subcellular_fraction,tid,assay_organism,assay_cell_type,variant_id,assay_type,assay_category,assay_tissue
3783,,4373,Autocuration,,,1,Binding affinity for 5-hydroxytryptamine 7 receptor was determined,,,CHEMBL619859,,10209,,,,B,,
3784,,4373,Autocuration,,,1,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 7 receptor was determined,,,CHEMBL619860,,10209,,,,B,,
3785,,4687,Autocuration,,,1,Evaluated for the binding affinity to 5-hydroxytryptamine 7 receptor,,,CHEMBL619861,,10209,,,,B,,
3786,,17342,Expert,,,1,Non-selective inhibitory activity was determined against 5-hydroxytryptamine 7 receptor,,,CHEMBL619862,,10209,,,,B,,
3787,,16946,Autocuration,,,1,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 7 receptor at concentration of 10e-6 M,,,CHEMBL619863,,10209,,,,B,,
3788,,16946,Autocuration,,,1,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 7 receptor at concentration of 10e-8 M,,,CHEMBL619864,,10209,,,,B,,
3789,,16633,Autocuration,,,1,Binding affinities against 5-hydroxytryptamine 7 receptor,,,CHEMBL872928,,10209,,,,B,,
3790,,16633,Autocuration,,,1,Binding affinities towards 5-hydroxytryptamine 7 receptor,,,CHEMBL619865,,10209,,,,B,,
3791,,17066,Expert,,,1,Binding affinity towards rodent 5-hydroxytryptamine 7 receptor,,,CHEMBL619866,,10209,,,,B,,
3792,,16700,Autocuration,,,1,The binding affinity towards 5-hydroxytryptamine 7 receptor; No affinity,,,CHEMBL619867,,10209,,,,B,,
3793,,17386,Autocuration,,,1,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor desensitization,,,CHEMBL619868,,10209,,,,B,,Ileum
3794,,14080,Autocuration,,,1,Compound was evaluated for the potency to inhibit oxidation of arachidonic acid by human recombinant 5-Lipoxygenase using a spectrophotometric assay,,,CHEMBL619869,,55,,,,F,,
3795,,14080,Expert,9606.0,,1,Inhibition of oxidation of arachidonic acid by human 5-Lipoxygenase using spectrophotometric assay,,,CHEMBL619870,,55,Homo sapiens,,,F,,
3796,,409,Autocuration,,,1,In vitro inhibition of human recombinant 5-lipoxygenase enzyme,,,CHEMBL619871,,55,,,,B,,
3797,,409,Autocuration,,,1,In vitro inhibition of human recombinant lipoxygenase enzyme,,,CHEMBL619872,,55,,,,B,,
3798,,409,Autocuration,,,1,In vitro inhibition of human recombinant lipoxygenase enzyme; No inhibition,,,CHEMBL619873,,55,,,,B,,
3799,,11090,Expert,,,1,Inhibition of 5-lipoxygenase in human whole blood.,,,CHEMBL619874,,55,,,,B,,Blood
3800,,11090,Expert,,,1,Inhibition of 5-lipoxygenase in human whole blood.,,,CHEMBL619875,,55,,,,B,,Blood
3801,,948,Autocuration,,,1,Compound was tested for the inhibition of 5-lipoxygenase of human PMN stimulated by calcium ionophore A-23187 for the formation of 5-HETE,,,CHEMBL619876,,55,,,,B,,
3802,,948,Autocuration,,,1,Compound was tested for the inhibition of 5-lipoxygenase of human PMN stimulated by calcium ionophore A-23187 for the formation of leukotriene B4 (LTB4),,,CHEMBL619877,,55,,,,B,,
3803,,13622,Expert,,,1,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in human polymorphonuclear leukocytes.,,,CHEMBL619878,,55,,,,F,,
3804,,13622,Autocuration,,,1,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in human whole blood,,,CHEMBL619879,,55,,,,F,,Blood
3805,,9637,Autocuration,,,1,In vitro inhibition of 5-lipoxygenase from human polymorphs,,,CHEMBL619880,,55,,,,B,,
3806,,11320,Autocuration,,,1,In vitro inhibition of leukotriene B4 synthesis in human whole blood by inhibiting 5-LPO (5-lipoxygenase),,,CHEMBL619881,,55,,,,B,,
3807,,11320,Expert,,,1,In vitro inhibition of leukotriene B4 synthesis in human whole blood by inhibiting 5-lipoxygenase,,,CHEMBL619882,,55,,,,B,,
3808,,6838,Autocuration,,,1,In vitro inhibitory activity against 5-lipoxygenase in a human whole blood assay,,,CHEMBL619883,,55,,,,B,,
3809,,17667,Expert,9606.0,,1,Inhibition of 5-Lipoxygenase (5-LO) of human whole blood (HWB),,,CHEMBL619884,,55,Homo sapiens,,,B,,Blood
3810,,12703,Autocuration,,,1,In vitro potency against human 5-Lipoxygenase,,,CHEMBL619885,,55,,,,B,,
3811,,14312,Expert,9606.0,,1,Inhibitory activity against 5-lipoxygenase in Human whole blood (HWBL) stimulated with calcium ionophore (A23187) and LTB4 measured by enzyme immunoassay,,,CHEMBL619886,,55,Homo sapiens,,,F,,
3812,,14312,Autocuration,,,1,Inhibition activity against 5-lipoxygenase in Human whole blood (HWBL) stimulated with calcium ionophore (A23187) and LTB4 measured by enzyme immunoassay; No data,,,CHEMBL619887,,55,,,,F,,Blood
3813,,5364,Autocuration,,,1,Inhibition of 5-lipoxygenase activity of compound evaluated as determined by the inhibition of calcium ionophore-induced leukotriene B4 production in human blood.,,,CHEMBL875097,,55,,,,F,,
3814,,951,Autocuration,,,1,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE,,,CHEMBL618001,,55,,,,B,,
3815,,951,Autocuration,,,1,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE; NA means Not active,,,CHEMBL618002,,55,,,,B,,
3816,,951,Autocuration,,,1,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4,,,CHEMBL618003,,55,,,,B,,
3817,,951,Autocuration,,,1,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4; NA means Not active,,,CHEMBL618004,,55,,,,B,,
3818,,12365,Autocuration,,,1,Inhibition of human 5-lipoxygenase in human cells,,,CHEMBL618005,,55,,,,B,,
3819,,10603,Expert,,,1,Inhibition of human neutrophil 5-lipoxygenase,,,CHEMBL618006,,55,,,,B,,
3820,,10501,Autocuration,,,1,Inhibitory activity against 5-lipoxygenase expressed from human polymorphonuclear cells,,,CHEMBL875086,,55,,,,B,,
3821,,12281,Expert,,,1,Inhibition of 5-lipoxygenase from human whole blood,,,CHEMBL618007,,55,,,,B,,Blood
3822,,2567,Autocuration,,,1,Inhibitory concentration required against 5-lipoxygenase activity in cytosolic fractions of human neutrophils,,,CHEMBL618008,,55,,,,B,,
3823,,2567,Autocuration,,,1,Inhibitory concentration required against 5-lipoxygenase activity in intact cells of human neutrophils,,,CHEMBL618009,,55,,,,B,,
3824,,10193,Expert,,,1,In vitro inhibition of polymorphonuclear leukocyte derived human 5-lipoxygenase,,,CHEMBL618010,,55,,,,B,,
3825,,10193,Autocuration,,,1,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell at 10 uM,,,CHEMBL618011,,55,,,,B,,
3826,,13623,Expert,,,1,Potency to inhibit oxidation of arachidonic acid by recombinant human 5-lipoxygenase,,,CHEMBL618012,,55,,,,B,,
3827,,12780,Autocuration,,,1,Tested against 5-lipoxygenase,,,CHEMBL882927,,55,,,,B,,
3828,,12780,Autocuration,,,1,Tested for activity against 5-Lipoxygenase (5-LO),,,CHEMBL618013,,55,,,,B,,
3829,,12780,Autocuration,,,1,Tested for activity against 5-lipoxygenase,,,CHEMBL618014,,55,,,,B,,
3830,,11966,Autocuration,,,1,Tested for inhibition of 5-HPETE production by human 5-LO,,,CHEMBL618015,,55,,,,B,,
3831,,5364,Autocuration,,,1,The 5-lipoxygenase activity by the inhibition of calcium ionophore-induced leukotriene B4 production in human blood.,,,CHEMBL618016,,55,,,,F,,
3832,,13165,Expert,,,1,Inhibition of Human 5-lipoxygenase,,,CHEMBL618017,,55,,,,B,,
3833,,5364,Autocuration,,,1,The compound was evaluated for its inhibitory activity against 5-lipoxygenase using granulocytes-type cells,,,CHEMBL618018,,55,,,,B,,
3834,,11311,Autocuration,,,1,The compound was tested for inhibitory activity against 5-lipoxygenase in human polymorphonuclear leukocytes[PMNS],,,CHEMBL875087,,55,,,,B,,
3835,,11311,Autocuration,,,1,The compound was tested for inhibitory activity against LT synthesis in human polymorphonuclear leukocytes[PMNS],,,CHEMBL618019,,55,,,,B,,
3836,,14863,Autocuration,,,1,The compound was tested for the concentration (in uM) to inhibit 50% of 5-Lipoxygenase (5-LOX) and is expressed in IC50.,,,CHEMBL618020,,55,,,,B,,
3837,,14863,Autocuration,,,1,The compound was tested for the concentration (in uM) to inhibit 50% of 5-Lipoxygenase (5-LOX) and is expressed in IC50; Not tested,,,CHEMBL618021,,55,,,,B,,
3838,,11087,Autocuration,,,1,The compound was tested for the inhibition of 5-lipoxygenase (5-lo) in human whole blood (HWBL),,,CHEMBL618022,,55,,,,B,,Blood
3839,,455,Autocuration,,,1,The compound was tested in vitro for inhibition against 5-lipoxygenase in intact human neutrophils,,,CHEMBL618023,,55,,,,B,,
3840,,13183,Autocuration,,,1,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4),,,CHEMBL618024,,55,,,,B,,
3841,,10319,Expert,,,1,In vitro inhibitory activity against 5-lipoxygenase in human polymorphonuclear (PMN) cells,,,CHEMBL873950,,55,,,,B,,
3842,,10193,Autocuration,,,1,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell at 10 uM,,,CHEMBL618025,,55,,,,B,,
3843,,951,Autocuration,,,1,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE at 10 uM,,,CHEMBL618026,,55,,,,B,,
3844,,951,Autocuration,,,1,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE at 10 uM; NA means Inactive,,,CHEMBL618027,,55,,,,B,,
3845,,951,Autocuration,,,1,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4 at 10 uM,,,CHEMBL618028,,55,,,,B,,
3846,,951,Autocuration,,,1,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4 at 10 uM; NA means Inactive,,,CHEMBL618029,,55,,,,B,,
3847,,9859,Expert,,,1,Inhibitory activity against 5-lipoxygenase at 10 uM concentration,,,CHEMBL618030,,55,,,,B,,
3848,,9859,Expert,,,1,Inhibitory activity against 5-lipoxygenase at 1 uM concentration,,,CHEMBL618031,,55,,,,B,,
3849,,9859,Autocuration,,,1,Inhibitory activity against lipoxygenase (LO) at 10 uM concentration,,,CHEMBL618032,,55,,,,B,,
3850,,2567,Autocuration,,,1,Inhibitory concentration required against 5-lipoxygenase activity in cytosolic fractions of human neutrophils,,,CHEMBL618033,,55,,,,B,,
3851,,10193,Autocuration,,,1,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell at 1 uM,,,CHEMBL618034,,55,,,,B,,
3852,,10193,Autocuration,,,1,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell at 10 uM,,,CHEMBL875088,,55,,,,B,,
3853,,949,Autocuration,,,1,Tested for the inhibition of 5-lipoxygenase from human polymorphonuclear leukocytes(PMN) at 10 uM concentration of the compound; IA= Inactive,,,CHEMBL618035,,55,,,,B,,
3854,,949,Autocuration,,,1,Tested for the inhibition of 5-lipoxygenase from human polymorphonuclear leukocytes(PMN) at 10 uM concentration of the compound; value ranges from 70-90,,,CHEMBL618036,,55,,,,B,,
3855,,10603,Expert,,,1,Inhibition of human neutrophil 5-lipoxygenase at the concentration of 0.1 uM,,,CHEMBL618037,,55,,,,B,,
3856,,10603,Expert,,,1,Inhibition of human neutrophil 5-lipoxygenase at the concentration of 1 uM,,,CHEMBL618038,,55,,,,B,,
3857,,10603,Autocuration,,,1,Inhibition of human neutrophil 5-lipoxygenase at the concentration of 1 uM,,,CHEMBL618761,,55,,,,F,,
3858,,10603,Expert,,,1,Inhibition of lipoxygenase at the concentration of 0.1 uM,,,CHEMBL618762,,55,,,,B,,
3859,,10603,Expert,,,1,Inhibition of lipoxygenase at the concentration of 1 uM,,,CHEMBL618763,,55,,,,B,,
3860,,10193,Autocuration,,,1,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell,,,CHEMBL618764,,55,,,,B,,
3861,,14580,Expert,9606.0,,1,Inhibition of 5-Lipoxygenase (5-LOX),,,CHEMBL618765,,55,Homo sapiens,,,B,,
3862,,11090,Expert,,,1,Inhibition of 5-lipoxygenase in mouse macrophages.,,,CHEMBL618766,,17087,,,,B,,
3863,,11090,Expert,,,1,Inhibition of 5-lipoxygenase in mouse macrophages.,,,CHEMBL618767,,17087,,,,B,,
3864,,6339,Autocuration,,,1,Inhibitory activity against lipoxygenase-2 in mice,,,CHEMBL619380,,17087,,,,B,,
3865,,6339,Expert,,,1,Inhibitory activity against murine lipoxygenase-2.,,,CHEMBL619381,,17087,,,,B,,
3866,,12281,Expert,10090.0,,1,Inhibition of 5-lipoxygenase from mouse macrophage,,,CHEMBL619382,,17087,Mus musculus,,,B,,
3867,,11311,Autocuration,,,1,The compound was tested for inhibitory activity against 5-lipoxygenase in mouse macrophages,,,CHEMBL619383,,17087,,,,B,,
3868,,11089,Autocuration,9823.0,,1,The compound was tested for the inhibition of Arachidonate 5-lipoxygenase purified from porcine leukocytes.,,,CHEMBL619384,,55,Sus scrofa,,,B,,
3869,,10091,Autocuration,9823.0,,1,Inhibition of 5-lipoxygenase reaction catalyzed by purified enzyme from porcine leukocytes,,,CHEMBL619385,,55,Sus scrofa,,,B,,
3870,,14352,Autocuration,9986.0,,1,Inhibitory concentration against 5-lipoxygenase from isolated rabbit granulocytes,,,CHEMBL882928,,55,Oryctolagus cuniculus,,,B,,
3871,,13329,Expert,10116.0,,1,5-lipoxygenase Inhibitory activity against rat polymorphonuclear leucocytes using 5-HETE,,,CHEMBL619386,,12166,Rattus norvegicus,,,B,,
3872,,13329,Autocuration,,,1,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using 5-HETE. ",,,CHEMBL619387,,12166,,,,B,,
3873,,13329,Autocuration,,,1,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using 5-HETE.",,,CHEMBL619388,,12166,,,,B,,
3874,,13329,Autocuration,,,1,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using LTB4.",,,CHEMBL619389,,12166,,,,B,,
3875,,13329,Expert,,,1,Inhibition of 5-lipoxygenase pathway in rat polymorphonuclear assay (inhibition of 5-HETE formation),,,CHEMBL619390,,12166,,,,B,,
3876,,13329,Expert,,,1,"Inhibition of 5-lipoxygenase pathway in rat polymorphonuclear assay, by ability to inhibit formation of LTB4 AT 10 uM",,,CHEMBL619391,,12166,,,,B,,
3877,,13329,Autocuration,,,1,Inhibition of 5-lipoxygenase pathway was evaluated in rat polymorphonuclear assay by compound (50 uM) ability to inhibit formation of 5-HETE,,,CHEMBL619392,,12166,,,,B,,
3878,,11311,Autocuration,,,1,The effective dose for inhibition of 5-lipoxygenase in rat blood leukocyte (ex vivo),,,CHEMBL619393,,12166,,,,B,,
3879,,11311,Autocuration,,,1,The effective dose for inhibition of 5-lipoxygenase in rat passive Arthus model after oral administration,,,CHEMBL619394,,12166,,,,B,,
3880,,105,Autocuration,,,1,"In vitro inhibition of 5-lipoxygenase HETE (5-hydroperoxyeicosatetraenoic acid) in RBL-1 macrophage, a cell-free enzyme assay",702.0,,CHEMBL619395,,12166,,RBL-1,,B,,
3881,,105,Autocuration,,,1,"In vitro inhibition of 5-lipoxygenase HETE (5-hydroperoxyeicosatetraenoic acid) in RBL-1 macrophage, a cell-free enzyme assay",702.0,,CHEMBL619396,,12166,,RBL-1,,B,,
3882,,9138,Autocuration,,,1,Inhibition of rat neutrophil 5- Lipoxygenase (5-LO),,,CHEMBL619397,,12166,,,,B,,
3883,,9138,Autocuration,,,1,"Inhibition of rat neutrophil 5- Lipoxygenase (5-LO),",,,CHEMBL619398,,12166,,,,B,,
3884,,9138,Autocuration,,,1,"Inhibition of rat neutrophil 5- Lipoxygenase (5-LO), (at a concentration of 0.2 nM ),",,,CHEMBL619399,,12166,,,,B,,
3885,,14427,Autocuration,,,1,5-LO inhibitory activity determined by measuring the conversion of [14C]arachidonic acid to leukotrienes in RBL-2H3 cell using thin-layer chromatography; Not determined,,,CHEMBL619400,,12166,,,,B,,
3886,,13329,Autocuration,,,1,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using 5-HETE.",,,CHEMBL619401,,12166,,,,B,,
3887,,13329,Autocuration,,,1,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using LTB4. ",,,CHEMBL619402,,12166,,,,B,,
3888,,14427,Expert,10116.0,,1,Inhibition of 5-lipoxygenase mediated conversion of [14C]arachidonic acid to leukotrienes in RBL-2H3 cells,663.0,,CHEMBL619403,,12166,Rattus norvegicus,RBL-2H3,,B,,
3889,,14427,Autocuration,,,1,5-lipoxygenase inhibitory activity determined by measuring the conversion of [14C]arachidonic acid to leukotrienes in RBL-2H3 cell using thin-layer chromatography; Not determined,,,CHEMBL619404,,12166,,,,B,,
3890,,14427,Autocuration,,,1,5-lipoxygenase inhibitory activity determined by measuring the conversion of [14C]arachidonic acid to leukotrienes in RBL-2H3 cell using thin-layer chromatography.,,,CHEMBL619405,,12166,,,,B,,
3891,,10293,Expert,,,1,Ability to inhibit 5-lipoxygenase by using a crude preparation of the cytosolic enzyme from the rat basophilic leukemia (RBL-1) cell line,702.0,,CHEMBL619406,,12166,,RBL-1,,B,,
3892,,338,Expert,10116.0,,1,Inhibition of 5-Lipoxygenase of rat basophilic leukemia cells,702.0,,CHEMBL619407,,12166,Rattus norvegicus,RBL-1,,B,,
3893,,303,Autocuration,,,1,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase),,,CHEMBL619408,,12166,,,,B,,
3894,,303,Autocuration,,,1,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase) in intact RBL-1 cell line assay,702.0,,CHEMBL619409,,12166,,RBL-1,,B,,
3895,,9247,Expert,,,1,Inhibition of rat basophilic leukemia-1 (RBL-1) 5-lipoxygenase,702.0,,CHEMBL619410,,12166,,RBL-1,,B,,
3896,,9247,Autocuration,,,1,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 100 uM; NS = no significant activity,702.0,,CHEMBL619753,,12166,,RBL-1,,B,,
3897,,137,Autocuration,,,1,Compound was evaluated in an intact RBL-1 cell line for inhibition of 5-lipoxygenase,702.0,,CHEMBL619754,,12166,,RBL-1,,B,,
3898,,11481,Expert,,,1,Evaluated in vitro for its inhibitory activity against 5-lipoxygenase,,,CHEMBL619903,,12166,,,,B,,
3899,,11481,Expert,,,1,"Evaluated in vitro for its inhibitory activity against 5-lipoxygenase; N=Inactive, <50% inhibition at 10 uM concentration",,,CHEMBL619904,,12166,,,,B,,
3900,,9029,Expert,,,1,Inhibition of rat polymorphonuclear leukocyte (PMN) 5-Lipoxygenase in vitro,,,CHEMBL619905,,12166,,,,B,,
3901,,1701,Autocuration,,,1,Compound was tested for inhibition of 5-lipoxygenase activity in a broken cell supernatant rat basophilic leukemia cells,,,CHEMBL619906,,12166,,,,B,,
3902,,1701,Autocuration,,,1,Compound was tested for inhibition of 5-lipoxygenase activity in a broken cell supernatant rat basophilic leukemia cells at concentration of 32 uM; Not active,,,CHEMBL619907,,12166,,,,B,,
3903,,1701,Autocuration,,,1,Compound was tested for inhibition of 5-lipoxygenase activity in a broken cell supernatant rat basophilic leukemia cells at concentration of 50 uM; Not active,,,CHEMBL619908,,12166,,,,B,,
3904,,1701,Autocuration,,,1,Compound was tested for inhibition of 5-lipoxygenase activity in a broken cell supernatant rat basophilic leukemia cells; No data,,,CHEMBL619909,,12166,,,,B,,
