assay_id,confidence_score,variant_id,tissue_id,relationship_type,curated_by,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
2908,9,,945.0,D,Expert,12936,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,B,,,Rattus norvegicus,10116.0,
2909,9,,945.0,D,Expert,12936,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,B,,,Rattus norvegicus,10116.0,
2910,9,,945.0,D,Expert,12936,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,B,,,Rattus norvegicus,10116.0,
2911,8,,945.0,H,Autocuration,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,F,,,,,
2912,8,,945.0,H,Expert,16404,Negative log concentration of antagonist was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,F,,,,,
2913,8,,945.0,H,Autocuration,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus; ND is No Data.,F,,,,,
2914,8,,945.0,H,Autocuration,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus; ND is not determined.,F,,,,,
2915,9,,945.0,D,Expert,16404,Antagonistic activity on 5-hydroxytryptamine 2B receptor of Rat stomach fundus;ND is not determined,F,,,Rattus norvegicus,10116.0,
2916,8,,1515.0,H,Autocuration,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat thoracic aorta; ND is not determined,F,,,,,
2917,8,,,H,Autocuration,7483,The binding affinity of compound to 5-HT receptor of rat fundus was expressed as pA2 value; Unable to determine valid PA2 value due to slope of Schild plot,B,,,,,
2918,8,,,H,Expert,7483,The binding affinity to 5-hydroxytryptamine 2B receptor of rat fundus,B,,,,,
2919,8,,,H,Autocuration,7483,The binding affinity of compound to 5-hydroxytryptamine 2B receptor of rat fundus was expressed as pA2 value; Unable to determine valid PA2 value due to slope of Schild plot,B,,,,,
2920,8,,,H,Autocuration,7483,The binding affinity of compound to 5-hydroxytryptamine 2B receptor of rat fundus; Unable to determine valid PA2 value due to slope of Schild plot,B,,,,,
2922,9,,945.0,D,Autocuration,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,F,,,Rattus norvegicus,10116.0,
2923,8,,,H,Autocuration,6347,Binding affinity against 5-hydroxytryptamine 1A receptor,B,,,,,
2924,8,,,H,Autocuration,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 2B receptor was determined,B,,,,,
2925,8,,,H,Autocuration,4373,Binding affinity for 5-hydroxytryptamine 2B receptor was determined,B,,,,,
2926,8,,,H,Autocuration,4687,Evaluated for the binding affinity to 5-HT 2B receptor,B,,,,,
2927,8,,,H,Autocuration,16946,Ability to displace [3H]5-HT from 5-hydroxytryptamine 2B receptor,B,,,,,
2928,8,,,H,Autocuration,16633,Binding affinities against 5-hydroxytryptamine 2B receptor,B,,,,,
2929,8,,,H,Autocuration,16633,Binding affinities towards 5-hydroxytryptamine 2B receptor,B,,,,,
2930,8,,,H,Autocuration,16633,Binding affinity towards 5-hydroxytryptamine 2B receptor using [125I]DOI as radioligand,B,,,,,
2931,8,,,H,Expert,15026,In vitro ability to displace [3H]mesulergine binding from 5-hydroxytryptamine 2C receptor from bovine choroid plexus.,B,,,,,
2932,8,,,H,Autocuration,15738,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor,B,,,Bos taurus,9913.0,
2933,8,,,H,Autocuration,15738,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at a concentration of 10E-6 M,B,,,Bos taurus,9913.0,
2934,8,,,H,Autocuration,15738,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at a concentration of 10e-6 M,B,,,Bos taurus,9913.0,
2935,8,,,H,Autocuration,15738,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at concentration of 10e-6 M,B,,,Bos taurus,9913.0,
2936,8,,,H,Expert,16404,Inhibitory constant was determined on 5-hydroxytryptamine 2C receptor of Bovine choroid plexus,B,,,Bos taurus,9913.0,
2937,8,,,H,Expert,15026,In vitro ability to displace [3H]mesulergine binding from 5-hydroxytryptamine 2C receptor from bovine choroid plexus.,B,,,Bos taurus,9913.0,
2938,8,,,H,Autocuration,15738,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor,B,,,Bos taurus,9913.0,
2939,8,,,H,Autocuration,16312,Binding affinity against guinea pig cortex 5-HT2C receptor in the presence of [3H]mesulergine,B,,,Cavia porcellus,10141.0,
2940,9,,2435.0,D,Intermediate,5486,Binding affinity towards 5-HT4 receptor by the displacement of [3H]GR-113808 in guinea-pig striatum,B,,,Cavia porcellus,10141.0,
2941,8,,,H,Autocuration,5254,Binding affinity against 5-HT1A receptor,B,,,,,
2942,8,,,H,Expert,3857,Agonistic activity for 5-HT2c (5-HT2C) by measuring [3H]inositol monophosphate fromation in CHO cells in which the human 5-HT2C receptor subtype was stably expressed,F,,,,,
2943,9,,,D,Expert,6857,Functional activity against human 5-hydroxytryptamine 2C receptor expressed in CHO cells using fluorometric imaging plate reader,F,,,Homo sapiens,9606.0,
2944,8,,,H,Autocuration,4176,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2c receptor cell line,F,,,,,
2945,8,,,H,Autocuration,6347,Agonistic binding efficacy against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI radioligand,B,,,,,
2946,8,,,H,Autocuration,6347,"Agonistic binding affinity against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI radioligand, expressed as Emax",B,,,,,
2947,9,,,D,Expert,16146,Inhibition of human 5-hydroxytryptamine 2C receptor,B,,,Homo sapiens,9606.0,
2948,8,,,H,Autocuration,3805,In vitro binding affinity against human 5-hydroxytryptamine 2C receptor at a concentration of 100 (nM),B,,,,,
2949,8,,,H,Autocuration,3857,Inhibitory activity using [3H]mesulergine as radioligand with receptor membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor at a concentration of 1 uM,B,,,,,
2950,8,,,H,Autocuration,5635,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor,B,,,,,
2951,8,,,H,Autocuration,5635,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor Intrinsic efficacy against 5-hydroxytryptamine 2C receptor; Intrinsic efficacy (%) not determined,B,,,,,
2952,8,,,H,Autocuration,5635,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor; Intrinsic efficacy (%) not determined,B,,,,,
2953,8,,,H,Expert,4012,Displacement of [H]-mesulergine from CHO cells expressing human 5-hydroxytryptamine 2C receptor.,B,,,,,
2954,8,,,H,Expert,6366,Ability to displace [3H]- mesulergine from human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells,B,,,,,
2955,8,,,H,Expert,15949,Ability to displace [3H]mesulergine binding to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,B,,,,,
2956,8,,,H,Autocuration,17211,Ability to displace [3H]mesulergine (0.5 nM) from CHO cells of human 5-hydroxytryptamine 2C receptor,B,,,,,
2957,9,,,D,Expert,6491,Affinity towards human 5-hydroxytryptamine 2C serotonin receptor,B,,,Homo sapiens,9606.0,
2958,8,,,H,Autocuration,14093,Agonist activity at cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI radioligand,F,,,,,
2959,8,,,H,Autocuration,13481,Agonistic activity at cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand,F,,,,,
2960,8,,,H,Expert,6347,Agonistic binding affinity against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI ,B,,,Rattus norvegicus,10116.0,
2961,8,,,H,Autocuration,14093,Antagonist activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine radioligand,F,,,,,
2962,8,,,H,Autocuration,14093,Antagonist activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine radioligand; Not tested,F,,,,,
2963,8,,,H,Autocuration,13481,Antagonistic activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,F,,,,,
2964,8,,,H,Autocuration,14442,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [125 I]DOI as radioligand,B,,,,,
2965,8,,,H,Autocuration,14442,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [3H]- mesulergine as radioligand,B,,,,,
2966,8,,,H,Autocuration,14442,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [3H]- mesulergine as radioligand;not tested,B,,,,,
2967,8,,,H,Autocuration,14755,Binding activity against cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as the radioligand.,B,,,,,
2968,8,,,H,Autocuration,14744,Binding affinity against the cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as the radioligand,B,,,,,
2969,8,,,H,Expert,16659,Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,B,,,,,
2970,9,,,D,Expert,6857,Affinity for human 5-hydroxytryptamine 2C receptor expressed in mammalian cell line,B,,,Homo sapiens,9606.0,
2971,8,,,H,Expert,5635,Binding affinity against 5-hydroxytryptamine 2C receptor using [125I]DOI radioligand.,B,,,,,
2972,9,,,D,Expert,4234,Binding affinity to cloned human 5-hydroxytryptamine 2C receptor,B,,,Homo sapiens,9606.0,
2973,8,,,H,Autocuration,16209,Binding affinity towards human 5-HT2C receptor was determined using [125I]- DOI as radioligand,B,,,,,
2974,7,,,D,Autocuration,5778,Binding affinity for 5-HT3 receptor by displacement of [3H]-LY 278584 in rat cerebral cortex membranes,B,,,Rattus norvegicus,10116.0,
2975,6,,,H,Autocuration,5094,Binding affinity towards rat 5-hydroxytryptamine 3 receptor was evaluated,B,,,,,
2976,7,,,D,Autocuration,809,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 in rat posterior cortex,B,,,Rattus norvegicus,10116.0,
2977,6,,,H,Autocuration,1578,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 as radioligand in rat posterior cortex,B,,,,,
2978,6,,,H,Autocuration,809,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 as radioligand in rat posterior cortex; Not tested,B,,,,,
2979,6,,,H,Autocuration,12469,Binding affinity was measured on 5-hydroxytryptamine 3 receptor in NG-108 cells labeled with [3H]GR-65630,B,,,,,
2980,6,,,H,Autocuration,14290,Binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]-BRL 43694 as radioligand in rat posterior cortex,B,,,,,
2981,6,,,H,Autocuration,14290,Binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]-BRL 43694 as radioligand in rat posterior cortex.,B,,,,,
2982,6,,,H,Autocuration,10609,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]-5-HT,B,,,,,
2983,6,,,H,Autocuration,10609,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]GR-65630,B,,,,,
2984,6,,,H,Autocuration,10609,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]-ketanserin,B,,,,,
2985,6,,,H,Autocuration,15253,"Compound was evaluated for its in vitro affinity at serotonergic 5-hydroxytryptamine 3 receptor by radioligand binding assay, using [3H]-LY 278584 in rat cerebral cortex membranes.",B,,,,,
2986,6,,,H,Autocuration,15253,"In vitro affinity at serotonergic 5-hydroxytryptamine 3 receptor by radioligand binding assay, using [3H]-LY 278584 in rat cerebral cortex membranes.",B,,,,,
2987,6,,,H,Autocuration,11683,Displacement of the 5-hydroxytryptamine 3 receptor ligand [3H]GR-65630 from rat brain cortical membranes.,B,,,,,
2988,6,,,H,Autocuration,12092,Compound was evaluated for binding affinity against 5-hydroxytryptamine 3 receptor,B,,,,,
2989,6,,,H,Autocuration,1946,Binding affinity at 5-hydroxytryptamine 3 receptor in rat entorhinal cortex by [3H]BRL-43694 displacement.,B,,,,,
2990,6,,,H,Autocuration,11623,Ability to displace [3H]quipazine binding to 5-hydroxytryptamine 3 receptor sites in NG 108-15.,B,,,,,
2991,6,,,H,Autocuration,11623,Compound was evaluated for its ability to displace [3H]quipazine binding to 5-hydroxytryptamine 3 receptor sites in NG 108-15. ,B,,,,,
2992,6,,,H,Autocuration,14788,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement [3H]GR-65630 in rat cerebral cortex,B,,,,,
2993,7,,,D,Autocuration,5432,Displacement of [3H]ketanserin from rat cortex 5-HT3 receptor,B,,,Rattus norvegicus,10116.0,
2994,6,,,H,Autocuration,14826,Ability to displace [3H]granisetron specifically bound to 5-hydroxytryptamine 3 receptor in rat cortical membrane,B,,,,,
2995,6,,,H,Autocuration,2222,Compound was tested for its binding affinity for the 5-hydroxytryptamine 3 receptor,B,,,,,
2996,6,,,H,Autocuration,11963,Displacement of binding of [3H]-BRL 43694 to 5-hydroxytryptamine 3 receptor in rat cerebral cortex,B,,,,,
2997,6,,,H,Autocuration,14145,In vitro affinity for 5-hydroxytryptamine 3 (5-HT3) receptor by displacement of [3H]BRL-43694 from rat entorhinal cortex,B,,,,,
2998,6,,,H,Autocuration,17819,In vitro binding affinity at serotonin 5-hydroxytryptamine 3 receptor in rat cortex by [3H]granisetron displacement.,B,,,,,
2999,6,,,H,Autocuration,10394,Inhibitory activity against 5-hydroxytryptamine 3 receptor in rat cortical membranes using [3H]- 1-Methyl-1H-indazole-3-carboxylic acid (8-methyl-8-aza-bicyclo[3.2.1]oct-3-yl)-amide as a radioligand,B,,,,,
3000,6,,,H,Autocuration,10394,Inhibitory activity against 5-hydroxytryptamine 3 receptor in rat cortical membranes using [3H]-1-Methyl-1H-indazole-3-carboxylic acid (8-methyl-8-aza-bicyclo[3.2.1]oct-3-yl)-amide as a radioligand,B,,,,,
3001,6,,,H,Autocuration,15034,Inhibitory concentration against 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-LY 278584 as radioligand,B,,,,,
3002,6,,,H,Autocuration,691,Binding affinity at 5-hydroxytryptamine 3 receptor in rat entorhinal cortex by [3H]BRL-43694 displacement.,B,,,,,
3003,6,,,H,Autocuration,12092,Displacement of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor in rat brain cortical membranes,B,,,,,
3004,7,,,D,Autocuration,11752,Inhibition of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor,B,,,Rattus norvegicus,10116.0,
3005,6,,955.0,H,Autocuration,11752,The ability to inhibit [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor in rat brain cortices,B,,,,,
3006,6,,,H,Autocuration,301,Binding affinity at 5-hydroxytryptamine 3 receptor in rat posterior cortex by [3H]-BRL 43694 displacement.,B,,,,,
3007,6,,,H,Autocuration,16532,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584,B,,,,,
3008,6,,,H,Autocuration,16532,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584; Not tested,B,,,,,
3009,6,,,H,Autocuration,12092,The binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand.,B,,,,,
3010,6,,,H,Autocuration,11684,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of radioligand [3H]GR-65630,B,,,,,
3011,6,,,H,Autocuration,11684,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of radioligand [3H]GR-65630.,B,,,,,
3012,6,,,H,Autocuration,12953,Binding affinity for 5-hydroxytryptamine 3 receptor from rat cortex using [3H]BRL-43694 as radioligand,B,,,,,
3013,6,,,H,Autocuration,12953,The compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor from rat cortex using [3H]BRL-43694 as radioligand; NA means Not active,B,,,,,
3014,6,,,H,Autocuration,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 3 receptor; Nonactive at 10 uM,B,,,,,
3015,6,,,H,Autocuration,12861,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand; NA Not Available,B,,,,,
3016,6,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg at 0.5 hours in urethane-anesthetized rats,F,In vivo,,,,
3017,6,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg at 1 hour in urethane-anesthetized rats,F,In vivo,,,,
3018,6,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg at 3 hours in urethane-anesthetized rats,F,In vivo,,,,
3019,6,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg at 6 hours in urethane-anesthetized rats,F,In vivo,,,,
3020,6,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 0.5 hours in urethane-anesthetized rats,F,In vivo,,,,
3021,6,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 1 hour in urethane-anesthetized rats,F,In vivo,,,,
3022,6,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 16 hours in urethane-anesthetized rats,F,In vivo,,,,
3023,6,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 3 hours in urethane-anesthetized rats,F,In vivo,,,,
