Fiscal year,Enviromental sustainability (marker),Organisation sub-class,Sector ID,CIDA business delivery model (old),Untied amount(Project-level budget),Programming process (new),Organisation class,FSTC percent,Division ID,Fund centre name,ICT as a tool for development (marker),Project number,Continent name,Climate change mitigation (marker),Section ID,Bilateral aid (international marker),Gender equality (marker),Organisation ID,Branch ID,Climate change adaptation (marker),Desertification (marker),Division name,CountryRegion ID,Urban issues (marker),Status,Maximum CIDA contribution (project-level),Branch name,Section name,Regional program (marker),Fund centre ID,IRTC percent,CFLI (marker),PBA type,Participatory development and good governance,Trade development (marker),Biodiversity (marker),Children issues (marker)
2009/2010,0,FEDERAL,31163,Responsive,3044826.93,Uncoded: Pre-APP,Governmental,1.0,D4100,Pakistan,0,A033812001,Asia,0,S4141,1,1,10050,B4100,0,0,OAD Asia Programming,PK,0,Closed,3044826.93,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,0.0,0,Not PBA,1,0,0,0
2009/2010,0,FEDERAL,31166,Responsive,3044826.93,Uncoded: Pre-APP,Governmental,1.0,D4100,Pakistan,0,A033812001,Asia,0,S4141,1,1,10050,B4100,0,0,OAD Asia Programming,PK,0,Closed,3044826.93,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,0.0,0,Not PBA,1,0,0,0
2009/2010,0,UNITED NATIONS,15110,Responsive,15000000.0,Uncoded: Pre-APP,Multilateral,1.0,D4100,Bangladesh,0,A033816001,Asia,0,S4122,1,0,1001304,B4100,0,0,OAD Asia Programming,BD,0,Closed,15000000.0,OGM Asia Pacific,Bangladesh Section,0,4122,0.0,0,Pooled funding,0,0,0,0
2009/2010,0,UNITED NATIONS,15150,Responsive,15000000.0,Uncoded: Pre-APP,Multilateral,1.0,D4100,Bangladesh,0,A033816001,Asia,0,S4122,1,0,1001304,B4100,0,0,OAD Asia Programming,BD,0,Closed,15000000.0,OGM Asia Pacific,Bangladesh Section,0,4122,0.0,0,Pooled funding,0,0,0,0
2009/2010,0,UNITED NATIONS,43040,Responsive,15000000.0,Uncoded: Pre-APP,Multilateral,1.0,D4100,Bangladesh,0,A033816001,Asia,0,S4122,1,0,1001304,B4100,0,0,OAD Asia Programming,BD,0,Closed,15000000.0,OGM Asia Pacific,Bangladesh Section,0,4122,0.0,0,Pooled funding,0,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,Asia,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,AM,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,Asia,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,AZ,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,Asia,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,BD,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,Africa,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,BF,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,Africa,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,CI,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,Africa,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,CM,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,Africa,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,EG,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,Asia,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,GE,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,America,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,HT,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,Asia,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,ID,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,Asia,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,IN,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,Africa,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,KE,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,Asia,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,LK,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,Asia,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,NP,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,Asia,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,PK,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,Africa,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,SN,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,Africa,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,TZ,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,Europe,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,UA,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,Africa,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,UG,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,Africa,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,X1,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,America,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,X2,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,Asia,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,X3,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,NGO,15160,Responsive,8935000.0,Uncoded: Pre-APP,Civil Society,1.0,D6214,Governance & Human Rights,0,A033825001,Europe,0,S6218,1,1,1012637,B6100,0,0,KGD Sustainable Economic Growth Partner.,X4,0,Closed,8935000.0,KFM Partnership for Develop. Innovation,Governance & Human Rights,0,6218,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,15110,Directive,108323.42,Uncoded: Pre-APP,Civil Society,0.800000037,D4100,Cambodia,0,A033828001,Asia,0,S4107,1,1,1000438,B4100,0,0,OAD Asia Programming,KH,0,Closed,108323.42,OGM Asia Pacific,OAV Vietnam,0,4108,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTANT,15110,Directive,108323.42,Uncoded: Pre-APP,Individual,0.800000037,D4100,Cambodia,0,A033828001,Asia,0,S4107,1,1,Information not available,B4100,0,0,OAD Asia Programming,KH,0,Closed,108323.42,OGM Asia Pacific,OAV Vietnam,0,4108,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,31110,Directive,108323.42,Uncoded: Pre-APP,Civil Society,0.800000037,D4100,Cambodia,0,A033828001,Asia,0,S4107,1,1,1000438,B4100,0,0,OAD Asia Programming,KH,0,Closed,108323.42,OGM Asia Pacific,OAV Vietnam,0,4108,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTANT,31110,Directive,108323.42,Uncoded: Pre-APP,Individual,0.800000037,D4100,Cambodia,0,A033828001,Asia,0,S4107,1,1,Information not available,B4100,0,0,OAD Asia Programming,KH,0,Closed,108323.42,OGM Asia Pacific,OAV Vietnam,0,4108,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,43040,Directive,108323.42,Uncoded: Pre-APP,Civil Society,0.800000037,D4100,Cambodia,0,A033828001,Asia,0,S4107,1,1,1000438,B4100,0,0,OAD Asia Programming,KH,0,Closed,108323.42,OGM Asia Pacific,OAV Vietnam,0,4108,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTANT,43040,Directive,108323.42,Uncoded: Pre-APP,Individual,0.800000037,D4100,Cambodia,0,A033828001,Asia,0,S4107,1,1,Information not available,B4100,0,0,OAD Asia Programming,KH,0,Closed,108323.42,OGM Asia Pacific,OAV Vietnam,0,4108,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,99810,Directive,108323.42,Uncoded: Pre-APP,Civil Society,0.800000037,D4100,Cambodia,0,A033828001,Asia,0,S4107,1,1,1000438,B4100,0,0,OAD Asia Programming,KH,0,Closed,108323.42,OGM Asia Pacific,OAV Vietnam,0,4108,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTANT,99810,Directive,108323.42,Uncoded: Pre-APP,Individual,0.800000037,D4100,Cambodia,0,A033828001,Asia,0,S4107,1,1,Information not available,B4100,0,0,OAD Asia Programming,KH,0,Closed,108323.42,OGM Asia Pacific,OAV Vietnam,0,4108,0.0,0,Not PBA,1,0,0,0
2009/2010,0,FEDERAL,11110,Directive,3155000.0,Uncoded: Pre-APP,Governmental,1.0,D4207,Senegal,0,A033829001,Africa,0,S4233,1,0,10050,B4200,0,0,WWD West & Central Africa,SN,0,Operational,3155000.0,WGM Sub-Saharan Africa,Senegal Program,0,4238,0.0,0,Not PBA,0,0,0,2
2009/2010,0,SUPPLIER OF GOODS/SERVICES,11110,Directive,3155000.0,Uncoded: Pre-APP,Civil Society,1.0,D4207,Senegal,0,A033829001,Africa,0,S4233,1,0,1000948,B4200,0,0,WWD West & Central Africa,SN,0,Operational,3155000.0,WGM Sub-Saharan Africa,Senegal Program,0,4238,0.0,0,Not PBA,0,0,0,2
2009/2010,0,SUPPLIER OF GOODS/SERVICES,11110,Directive,3155000.0,Uncoded: Pre-APP,Civil Society,1.0,D4207,Senegal,0,A033829001,Africa,0,S4233,1,0,1014624,B4200,0,0,WWD West & Central Africa,SN,0,Operational,3155000.0,WGM Sub-Saharan Africa,Senegal Program,0,4238,0.0,0,Not PBA,0,0,0,2
2009/2010,0,SUPPLIER OF GOODS/SERVICES,11110,Directive,3155000.0,Uncoded: Pre-APP,Civil Society,1.0,D4207,Senegal,0,A033829001,Africa,0,S4233,1,0,1014657,B4200,0,0,WWD West & Central Africa,SN,0,Operational,3155000.0,WGM Sub-Saharan Africa,Senegal Program,0,4238,0.0,0,Not PBA,0,0,0,2
2009/2010,0,COOPERANT,11110,Directive,3155000.0,Uncoded: Pre-APP,Individual,1.0,D4207,Senegal,0,A033829001,Africa,0,S4233,1,0,Information not available,B4200,0,0,WWD West & Central Africa,SN,0,Operational,3155000.0,WGM Sub-Saharan Africa,Senegal Program,0,4238,0.0,0,Not PBA,0,0,0,2
2009/2010,0,COOPERANT,11110,Directive,3155000.0,Uncoded: Pre-APP,Individual,1.0,D4207,Senegal,0,A033829001,Africa,0,S4233,1,0,Information not available,B4200,0,0,WWD West & Central Africa,SN,0,Operational,3155000.0,WGM Sub-Saharan Africa,Senegal Program,0,4238,0.0,0,Not PBA,0,0,0,2
2009/2010,0,FEDERAL,11220,Directive,3155000.0,Uncoded: Pre-APP,Governmental,1.0,D4207,Senegal,0,A033829001,Africa,0,S4233,1,0,10050,B4200,0,0,WWD West & Central Africa,SN,0,Operational,3155000.0,WGM Sub-Saharan Africa,Senegal Program,0,4238,0.0,0,Not PBA,0,0,0,2
2009/2010,0,SUPPLIER OF GOODS/SERVICES,11220,Directive,3155000.0,Uncoded: Pre-APP,Civil Society,1.0,D4207,Senegal,0,A033829001,Africa,0,S4233,1,0,1000948,B4200,0,0,WWD West & Central Africa,SN,0,Operational,3155000.0,WGM Sub-Saharan Africa,Senegal Program,0,4238,0.0,0,Not PBA,0,0,0,2
2009/2010,0,SUPPLIER OF GOODS/SERVICES,11220,Directive,3155000.0,Uncoded: Pre-APP,Civil Society,1.0,D4207,Senegal,0,A033829001,Africa,0,S4233,1,0,1014624,B4200,0,0,WWD West & Central Africa,SN,0,Operational,3155000.0,WGM Sub-Saharan Africa,Senegal Program,0,4238,0.0,0,Not PBA,0,0,0,2
2009/2010,0,SUPPLIER OF GOODS/SERVICES,11220,Directive,3155000.0,Uncoded: Pre-APP,Civil Society,1.0,D4207,Senegal,0,A033829001,Africa,0,S4233,1,0,1014657,B4200,0,0,WWD West & Central Africa,SN,0,Operational,3155000.0,WGM Sub-Saharan Africa,Senegal Program,0,4238,0.0,0,Not PBA,0,0,0,2
2009/2010,0,COOPERANT,11220,Directive,3155000.0,Uncoded: Pre-APP,Individual,1.0,D4207,Senegal,0,A033829001,Africa,0,S4233,1,0,Information not available,B4200,0,0,WWD West & Central Africa,SN,0,Operational,3155000.0,WGM Sub-Saharan Africa,Senegal Program,0,4238,0.0,0,Not PBA,0,0,0,2
2009/2010,0,COOPERANT,11220,Directive,3155000.0,Uncoded: Pre-APP,Individual,1.0,D4207,Senegal,0,A033829001,Africa,0,S4233,1,0,Information not available,B4200,0,0,WWD West & Central Africa,SN,0,Operational,3155000.0,WGM Sub-Saharan Africa,Senegal Program,0,4238,0.0,0,Not PBA,0,0,0,2
2009/2010,0,CONSULTANT,43010,Directive,500000.0,Uncoded: Pre-APP,Individual,0.0,D4100,Pakistan,0,A033832001,Asia,0,S4141,1,0,Information not available,B4100,0,0,OAD Asia Programming,PK,0,Operational,500000.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,0.0,0,Not PBA,1,0,0,0
2009/2010,1,UNION,99820,Responsive,0.0,Uncoded: Pre-APP,Civil Society,0.0,D6220,Global Classroom Initiative,0,A033833001,America,0,S6222,1,0,1001435,B6100,0,0,KED Engaging Canadians,CA,0,Closed,95300.0,KFM Partnership for Develop. Innovation,Education and Knowledge,0,2239,0.0,0,Not PBA,0,0,0,1
2009/2010,0,NGO,15130,Core Funding,1702866.3,Uncoded: Pre-APP,Civil Society,0.0,D4270,Tanzania,0,A033838001,Africa,0,S4219,1,2,1014255,B4200,0,0,WED Southern & Eastern Africa,TZ,0,Closed,1702866.3,WGM Sub-Saharan Africa,Tanzania Program,0,4224,0.0,0,Pooled funding,1,0,0,0
2009/2010,0,NGO,15150,Core Funding,1702866.3,Uncoded: Pre-APP,Civil Society,0.0,D4270,Tanzania,0,A033838001,Africa,0,S4219,1,2,1014255,B4200,0,0,WED Southern & Eastern Africa,TZ,0,Closed,1702866.3,WGM Sub-Saharan Africa,Tanzania Program,0,4224,0.0,0,Pooled funding,1,0,0,0
2009/2010,0,NGO,15160,Core Funding,1702866.3,Uncoded: Pre-APP,Civil Society,0.0,D4270,Tanzania,0,A033838001,Africa,0,S4219,1,2,1014255,B4200,0,0,WED Southern & Eastern Africa,TZ,0,Closed,1702866.3,WGM Sub-Saharan Africa,Tanzania Program,0,4224,0.0,0,Pooled funding,1,0,0,0
2009/2010,0,UMBRELLA ORGANIZATION,11110,Core Funding,1605039.09,Uncoded: Pre-APP,Civil Society,0.0,D4270,Tanzania,0,A033845001,Africa,0,S4219,1,2,1014270,B4200,0,0,WED Southern & Eastern Africa,TZ,0,Terminating,1605039.09,WGM Sub-Saharan Africa,Tanzania Program,0,4224,0.0,0,Not PBA,1,0,0,1
2009/2010,0,UMBRELLA ORGANIZATION,15110,Core Funding,1605039.09,Uncoded: Pre-APP,Civil Society,0.0,D4270,Tanzania,0,A033845001,Africa,0,S4219,1,2,1014270,B4200,0,0,WED Southern & Eastern Africa,TZ,0,Terminating,1605039.09,WGM Sub-Saharan Africa,Tanzania Program,0,4224,0.0,0,Not PBA,1,0,0,1
2009/2010,0,UMBRELLA ORGANIZATION,43010,Core Funding,1605039.09,Uncoded: Pre-APP,Civil Society,0.0,D4270,Tanzania,0,A033845001,Africa,0,S4219,1,2,1014270,B4200,0,0,WED Southern & Eastern Africa,TZ,0,Terminating,1605039.09,WGM Sub-Saharan Africa,Tanzania Program,0,4224,0.0,0,Not PBA,1,0,0,1
2009/2010,0,UNITED NATIONS,15151,Responsive,1000000.0,Uncoded: Pre-APP,Multilateral,1.0,D4270,Tanzania,0,A033847001,Africa,0,S4219,1,2,1001304,B4200,0,0,WED Southern & Eastern Africa,TZ,0,Closed,1000000.0,WGM Sub-Saharan Africa,Tanzania Program,0,4224,0.0,0,Pooled funding,2,0,0,0
2009/2010,0,FEDERAL,12110,Core Funding,81790.34,Uncoded: Pre-APP,Governmental,0.0,D4270,Tanzania,1,A033850PRE,Africa,0,S4219,1,2,10050,B4200,0,0,WED Southern & Eastern Africa,TZ,0,Closed,81790.34,WGM Sub-Saharan Africa,Tanzania Program,0,4224,0.0,0,Pooled funding,0,0,0,1
2009/2010,0,FEDERAL,12220,Core Funding,81790.34,Uncoded: Pre-APP,Governmental,0.0,D4270,Tanzania,1,A033850PRE,Africa,0,S4219,1,2,10050,B4200,0,0,WED Southern & Eastern Africa,TZ,0,Closed,81790.34,WGM Sub-Saharan Africa,Tanzania Program,0,4224,0.0,0,Pooled funding,0,0,0,1
2009/2010,0,FEDERAL,12281,Core Funding,81790.34,Uncoded: Pre-APP,Governmental,0.0,D4270,Tanzania,1,A033850PRE,Africa,0,S4219,1,2,10050,B4200,0,0,WED Southern & Eastern Africa,TZ,0,Closed,81790.34,WGM Sub-Saharan Africa,Tanzania Program,0,4224,0.0,0,Pooled funding,0,0,0,1
2009/2010,0,FEDERAL,16062,Core Funding,81790.34,Uncoded: Pre-APP,Governmental,0.0,D4270,Tanzania,1,A033850PRE,Africa,0,S4219,1,2,10050,B4200,0,0,WED Southern & Eastern Africa,TZ,0,Closed,81790.34,WGM Sub-Saharan Africa,Tanzania Program,0,4224,0.0,0,Pooled funding,0,0,0,1
2009/2010,0,NGO,15250,Responsive,4803507.0,Uncoded: Pre-APP,Civil Society,1.0,D4270,South Sudan,0,A033857001,Africa,0,S4232,1,0,1000105,B4200,0,0,WED Southern & Eastern Africa,SS,0,Terminating,4893507.0,WGM Sub-Saharan Africa,South Sudan Program,0,4232,0.0,0,Not PBA,0,0,0,0
2009/2010,1,CONSULTING SERVICES,12110,Directive,209347.47,Uncoded: Pre-APP,Civil Society,1.0,D4207,Mali,0,A033860PRE,Africa,0,S4215,1,2,1012369,B4200,0,0,WWD West & Central Africa,ML,0,Terminating,209347.47,WGM Sub-Saharan Africa,Mali Program Section,0,4216,0.0,0,Not PBA,1,0,0,1
2009/2010,1,CONSULTING SERVICES,12220,Directive,209347.47,Uncoded: Pre-APP,Civil Society,1.0,D4207,Mali,0,A033860PRE,Africa,0,S4215,1,2,1012369,B4200,0,0,WWD West & Central Africa,ML,0,Terminating,209347.47,WGM Sub-Saharan Africa,Mali Program Section,0,4216,0.0,0,Not PBA,1,0,0,1
2009/2010,1,CONSULTING SERVICES,12281,Directive,209347.47,Uncoded: Pre-APP,Civil Society,1.0,D4207,Mali,0,A033860PRE,Africa,0,S4215,1,2,1012369,B4200,0,0,WWD West & Central Africa,ML,0,Terminating,209347.47,WGM Sub-Saharan Africa,Mali Program Section,0,4216,0.0,0,Not PBA,1,0,0,1
2009/2010,1,CONSULTING SERVICES,13010,Directive,209347.47,Uncoded: Pre-APP,Civil Society,1.0,D4207,Mali,0,A033860PRE,Africa,0,S4215,1,2,1012369,B4200,0,0,WWD West & Central Africa,ML,0,Terminating,209347.47,WGM Sub-Saharan Africa,Mali Program Section,0,4216,0.0,0,Not PBA,1,0,0,1
2009/2010,0,SPECIALIZED INSTITUTE,15150,Responsive,2534143.91,Uncoded: Pre-APP,Civil Society,1.0,D4400,Haiti,0,A033870001,America,0,S4449,1,0,1000281,B4400,0,0,NDD Americas Programming,HT,0,Closed,2534143.91,NGM Americas,Ha�ti & Dominican Republic Section,0,4452,0.0,0,Not PBA,1,0,0,0
2009/2010,0,SPECIALIZED INSTITUTE,15160,Responsive,2534143.91,Uncoded: Pre-APP,Civil Society,1.0,D4400,Haiti,0,A033870001,America,0,S4449,1,0,1000281,B4400,0,0,NDD Americas Programming,HT,0,Closed,2534143.91,NGM Americas,Ha�ti & Dominican Republic Section,0,4452,0.0,0,Not PBA,1,0,0,0
2009/2010,0,INTERNATIONAL NGO,15150,Responsive,2950000.0,Uncoded: Pre-APP,Civil Society,1.0,D4270,PanAfrica,0,A033873001,Africa,0,S4227,1,2,1014170,B4200,0,0,WED Southern & Eastern Africa,80,0,Operational,2950000.0,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",1,4246,0.0,0,Not PBA,1,0,0,0
2009/2010,0,INTERNATIONAL NGO,31110,Responsive,2950000.0,Uncoded: Pre-APP,Civil Society,1.0,D4270,PanAfrica,0,A033873001,Africa,0,S4227,1,2,1014170,B4200,0,0,WED Southern & Eastern Africa,80,0,Operational,2950000.0,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",1,4246,0.0,0,Not PBA,1,0,0,0
2009/2010,0,INTERNATIONAL NGO,31166,Responsive,2950000.0,Uncoded: Pre-APP,Civil Society,1.0,D4270,PanAfrica,0,A033873001,Africa,0,S4227,1,2,1014170,B4200,0,0,WED Southern & Eastern Africa,80,0,Operational,2950000.0,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",1,4246,0.0,0,Not PBA,1,0,0,0
2009/2010,0,INTERNATIONAL NGO,15150,Responsive,2950000.0,Uncoded: Pre-APP,Civil Society,1.0,D4270,PanAfrica,0,A033873001,Africa,0,S4227,1,2,1014170,B4200,0,0,WED Southern & Eastern Africa,80,0,Operational,2950000.0,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",1,4246,0.0,0,Not PBA,1,0,0,0
2009/2010,0,INTERNATIONAL NGO,31110,Responsive,2950000.0,Uncoded: Pre-APP,Civil Society,1.0,D4270,PanAfrica,0,A033873001,Africa,0,S4227,1,2,1014170,B4200,0,0,WED Southern & Eastern Africa,80,0,Operational,2950000.0,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",1,4246,0.0,0,Not PBA,1,0,0,0
2009/2010,0,INTERNATIONAL NGO,31166,Responsive,2950000.0,Uncoded: Pre-APP,Civil Society,1.0,D4270,PanAfrica,0,A033873001,Africa,0,S4227,1,2,1014170,B4200,0,0,WED Southern & Eastern Africa,80,0,Operational,2950000.0,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",1,4246,0.0,0,Not PBA,1,0,0,0
2009/2010,0,INTERNATIONAL NGO,15150,Responsive,2950000.0,Uncoded: Pre-APP,Civil Society,1.0,D4270,PanAfrica,0,A033873001,Africa,0,S4227,1,2,1014170,B4200,0,0,WED Southern & Eastern Africa,80,0,Operational,2950000.0,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",1,4246,0.0,0,Not PBA,1,0,0,0
2009/2010,0,INTERNATIONAL NGO,31110,Responsive,2950000.0,Uncoded: Pre-APP,Civil Society,1.0,D4270,PanAfrica,0,A033873001,Africa,0,S4227,1,2,1014170,B4200,0,0,WED Southern & Eastern Africa,80,0,Operational,2950000.0,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",1,4246,0.0,0,Not PBA,1,0,0,0
2009/2010,0,INTERNATIONAL NGO,31166,Responsive,2950000.0,Uncoded: Pre-APP,Civil Society,1.0,D4270,PanAfrica,0,A033873001,Africa,0,S4227,1,2,1014170,B4200,0,0,WED Southern & Eastern Africa,80,0,Operational,2950000.0,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",1,4246,0.0,0,Not PBA,1,0,0,0
