assay_strain,assay_subcellular_fraction,relationship_type,cell_id,assay_category,tid,assay_tax_id,assay_organism,description,src_id,assay_tissue,assay_cell_type,src_assay_id,assay_test_type,confidence_score,variant_id,doc_id,assay_type,tissue_id,curated_by,chembl_id,bao_format,assay_id
,,N,,,50588,9615.0,Canis lupus familiaris,Compound was tested for its ability of plasma clearance when administered in dog perorally (1 mg/kg) and intravenously (0.2 mg/kg),1,Plasma,,,In vivo,1,,5017,A,1969.0,Intermediate,CHEMBL621588,BAO_0000218,5815
,Microsomes,N,,,50588,9615.0,Canis lupus familiaris,In vitro clearance in dog liver microsomes,1,Liver,,,In vitro,1,,17538,A,2107.0,Intermediate,CHEMBL621589,BAO_0000218,5816
,,N,,,50588,9615.0,Canis lupus familiaris,Pharmacokinetic profile in terms of clearance was determined at a dose of 0.5 mg/kg administered intravenously in dog,1,,,,In vivo,1,,6161,A,,Intermediate,CHEMBL621590,BAO_0000218,5817
,,N,,,50588,9615.0,Canis lupus familiaris,Pharmacokinetic profile in terms of clearance was determined at a dose of 5 mg/kg administered intravenously in dog,1,,,,In vivo,1,,6161,A,,Intermediate,CHEMBL621591,BAO_0000218,5818
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance in dog,1,,,,In vivo,1,,1696,A,,Intermediate,CHEMBL621592,BAO_0000218,5819
,,N,,,50588,9615.0,Canis lupus familiaris,Clearance rate in dog,1,,,,In vivo,1,,6762,A,,Intermediate,CHEMBL621593,BAO_0000218,5820
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma concentration in dogs after 2 hr at 30mg/kg oral dose,1,Plasma,,,In vivo,1,,5932,A,1969.0,Intermediate,CHEMBL621594,BAO_0000218,5821
,,N,,,50588,9615.0,Canis lupus familiaris,Clearance in dogs,1,,,,In vivo,1,,6305,A,,Intermediate,CHEMBL621595,BAO_0000218,5822
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance in dogs,1,,,,In vivo,1,,4942,A,,Intermediate,CHEMBL621596,BAO_0000218,5823
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance was determined,1,,,,In vivo,1,,4219,A,,Intermediate,CHEMBL621597,BAO_0000218,5824
,,N,,,50588,9615.0,Canis lupus familiaris,Lower clearance in dog (i.v.) at 0.5 mpk,1,,,,In vivo,1,,17853,A,,Intermediate,CHEMBL621598,BAO_0000218,5825
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance in Beagle dogs,1,,,,In vivo,1,,4514,A,,Intermediate,CHEMBL621599,BAO_0000218,5826
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance (Clp) in dog,1,,,,In vivo,1,,6448,A,,Intermediate,CHEMBL875836,BAO_0000218,5827
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance (pharmacokinetic parameter) in dog (in vivo) at a dose of 1 mg/kg,1,,,,In vivo,1,,6227,A,,Intermediate,CHEMBL621600,BAO_0000218,5828
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance (pharmacokinetic parameter) in dog was determined,1,,,,In vivo,1,,6227,A,,Intermediate,CHEMBL621601,BAO_0000218,5829
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance for the compound was measured in dog after an iv dose of 1 mg/kg,1,,,,In vivo,1,,6062,A,,Intermediate,CHEMBL618474,BAO_0000218,5830
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance of compound was determined in dog,1,,,,In vivo,1,,6821,A,,Intermediate,CHEMBL618475,BAO_0000218,5831
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance after intravenous administration of 1 mg/kg in dog,1,,,,In vivo,1,,4709,A,,Intermediate,CHEMBL624524,BAO_0000218,5832
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration,1,,,,In vivo,1,,4521,A,,Intermediate,CHEMBL624525,BAO_0000218,5833
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance in dog was determined,1,,,,In vivo,1,,5374,A,,Intermediate,CHEMBL624526,BAO_0000218,5834
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance was calculated in dog,1,,,,In vivo,1,,6057,A,,Intermediate,CHEMBL624527,BAO_0000218,5835
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance at the dose of 2 mg/kg in dog,1,,,,In vivo,1,,4727,A,,Intermediate,CHEMBL624528,BAO_0000218,5836
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance in dog,1,,,,In vivo,1,,5145,A,,Intermediate,CHEMBL624529,BAO_0000218,5837
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance in dog,1,,,,In vivo,1,,17657,A,,Intermediate,CHEMBL624530,BAO_0000218,5838
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance in dog; Unable to calculate,1,,,,In vivo,1,,17657,A,,Intermediate,CHEMBL624531,BAO_0000218,5839
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance in rhesus monkey,1,,,,In vivo,1,,5145,A,,Intermediate,CHEMBL624532,BAO_0000218,5840
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),1,,,,In vivo,1,,6642,A,,Intermediate,CHEMBL624533,BAO_0000218,5841
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),1,,,,In vivo,1,,6641,A,,Intermediate,CHEMBL624534,BAO_0000218,5842
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),1,,,,In vivo,1,,6642,A,,Intermediate,CHEMBL624535,BAO_0000218,5843
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance was evaluated in dog,1,,,,In vivo,1,,5472,A,,Intermediate,CHEMBL624536,BAO_0000218,5844
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance was evaluated in dog; Not tested,1,,,,In vivo,1,,5472,A,,Intermediate,CHEMBL624537,BAO_0000218,5845
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance was evaluated in rhesus,1,,,,In vivo,1,,5472,A,,Intermediate,CHEMBL624538,BAO_0000218,5846
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance was evaluated in rhesus; Not tested,1,,,,In vivo,1,,5472,A,,Intermediate,CHEMBL624539,BAO_0000218,5847
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance value was determined in dog after a 3 mg/kg of iv dose,1,,,,In vivo,1,,4257,A,,Intermediate,CHEMBL624540,BAO_0000218,5848
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,1,,,,In vivo,1,,6679,A,,Intermediate,CHEMBL624541,BAO_0000218,5849
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance was determined in Beagle dog at a dose of 1 mg/kg by iv administration,1,,,,In vivo,1,,5546,A,,Intermediate,CHEMBL624542,BAO_0000218,5850
,,N,,,50588,9615.0,Canis lupus familiaris,Plasma clearance was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,1,,,,In vivo,1,,6348,A,,Intermediate,CHEMBL624543,BAO_0000218,5851
,,N,,,50588,9615.0,Canis lupus familiaris,Clearance value at a dose of 0.2 mg/kg i.v.,1,,,,In vivo,1,,5474,A,,Intermediate,CHEMBL624544,BAO_0000218,5852
,,N,,,50588,9615.0,Canis lupus familiaris,Cmax (Maximum (Peak) plasma drug concentration) was after oral administration at 5 mg/kg,1,Plasma,,,In vivo,1,,6316,A,1969.0,Intermediate,CHEMBL624545,BAO_0000218,5853
,,N,,,50588,9615.0,Canis lupus familiaris,Cmax after oral dose of compound at 3 mg/kg in dogs,1,,,,In vivo,1,,17594,A,,Intermediate,CHEMBL624546,BAO_0000218,5854
,,N,,,50588,9615.0,Canis lupus familiaris,Cmax after single intravenous bolus of 1 mg/kg in dogs,1,,,,In vivo,1,,17594,A,,Intermediate,CHEMBL875957,BAO_0000218,5855
,,N,,,50588,9615.0,Canis lupus familiaris,Cmax of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,1,,,,In vivo,1,,5802,A,,Intermediate,CHEMBL624547,BAO_0000218,5856
,,N,,,50588,9615.0,Canis lupus familiaris,Cmax in dog after administration of 0.25 mg/kg iv; ND = not determined,1,,,,In vivo,1,,6535,A,,Intermediate,CHEMBL624548,BAO_0000218,5857
,,N,,,50588,9615.0,Canis lupus familiaris,Cmax in dog after administration of 1 mg/kg iv,1,,,,In vivo,1,,6535,A,,Intermediate,CHEMBL624549,BAO_0000218,5858
,,N,,,50588,9615.0,Canis lupus familiaris,Cmax in plasma was determined upon peroral administration of 10.0 mg/Kg dose in dog,1,Plasma,,,In vivo,1,,1466,A,1969.0,Intermediate,CHEMBL624550,BAO_0000218,5859
,,N,,,50588,9615.0,Canis lupus familiaris,Cmax on p.o. administration of 10 mg/kg was measured in dog,1,,,,In vivo,1,,6505,A,,Intermediate,CHEMBL621613,BAO_0000218,5860
,,N,,,50588,9615.0,Canis lupus familiaris,Cmax was determine after peroral administration at 10 mpk in dog,1,,,,In vivo,1,,5668,A,,Intermediate,CHEMBL621614,BAO_0000218,5861
,,N,,,50588,9615.0,Canis lupus familiaris,Cmax was determine after peroral administration at 5 mpk in dog,1,,,,In vivo,1,,5668,A,,Intermediate,CHEMBL623431,BAO_0000218,5862
,,N,,,50588,9615.0,Canis lupus familiaris,Cmax was determine after peroral administration at 5 mg/kg in dog,1,,,,In vivo,1,,5668,A,,Intermediate,CHEMBL623432,BAO_0000218,5863
,,N,,,50588,9615.0,Canis lupus familiaris,Cmax after 0.3 mg/kg po administration in dog,1,,,,In vivo,1,,5600,A,,Intermediate,CHEMBL623433,BAO_0000218,5864
,,N,,,50588,9615.0,Canis lupus familiaris,Cmax after peroral administration in dogs at 2.4 uM/kg,1,,,,In vivo,1,,17764,A,,Intermediate,CHEMBL623434,BAO_0000218,5865
,,N,,,50588,9615.0,Canis lupus familiaris,Cmax in dog after oral administration at 1 mg/kg,1,,,,In vivo,1,,6123,A,,Intermediate,CHEMBL623435,BAO_0000218,5866
,,N,,,50588,9615.0,Canis lupus familiaris,Cmax in dog after oral administration at 1 mg/kg; Below the level of quantitation,1,,,,In vivo,1,,6123,A,,Intermediate,CHEMBL623436,BAO_0000218,5867
,,N,,,50588,9615.0,Canis lupus familiaris,Cmax upon oral administration in male Beagle dog at 10 mg/kg,1,,,,In vivo,1,,6757,A,,Intermediate,CHEMBL875958,BAO_0000218,5868
,,N,,,50588,9615.0,Canis lupus familiaris,Cmax value after 15 mg/kg iv dose in Dogs,1,,,,In vivo,1,,16907,A,,Intermediate,CHEMBL623437,BAO_0000218,5869
,,N,,,50594,10090.0,Mus musculus,Biodistribution in blood was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,1,Blood,,,In vivo,1,,7767,A,178.0,Intermediate,CHEMBL623438,BAO_0000218,5870
,,N,,,50594,10090.0,Mus musculus,Biodistribution in blood was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,1,Blood,,,In vivo,1,,7767,A,178.0,Intermediate,CHEMBL623439,BAO_0000218,5871
,,N,,,50594,10090.0,Mus musculus,Biodistribution in bone was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,1,Bone,,,In vivo,1,,7767,A,10000001.0,Intermediate,CHEMBL623440,BAO_0000218,5872
,,N,,,50594,10090.0,Mus musculus,Biodistribution in bone was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,1,Bone,,,In vivo,1,,7767,A,10000001.0,Intermediate,CHEMBL623441,BAO_0000218,5873
,,N,,,50594,10090.0,Mus musculus,Biodistribution in bone was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,1,Bone,,,In vivo,1,,7767,A,10000001.0,Intermediate,CHEMBL623442,BAO_0000218,5874
,,N,,,50594,10090.0,Mus musculus,Biodistribution in fat and fur was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,1,,,,In vivo,1,,7767,A,,Intermediate,CHEMBL623469,BAO_0000218,5875
,,N,,,50594,10090.0,Mus musculus,Biodistribution in fat and fur was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,1,,,,In vivo,1,,7767,A,,Intermediate,CHEMBL623470,BAO_0000218,5876
,,N,,,50594,10090.0,Mus musculus,Biodistribution in fat and fur was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,1,,,,In vivo,1,,7767,A,,Intermediate,CHEMBL623471,BAO_0000218,5877
,,N,,,50594,10090.0,Mus musculus,Biodistribution in heart was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,1,Heart,,,In vivo,1,,7767,A,948.0,Intermediate,CHEMBL623472,BAO_0000218,5878
,,N,,,50594,10090.0,Mus musculus,Biodistribution in heart was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,1,Heart,,,In vivo,1,,7767,A,948.0,Intermediate,CHEMBL623473,BAO_0000218,5879
,,N,,,50594,10090.0,Mus musculus,Biodistribution in heart was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,1,Heart,,,In vivo,1,,7767,A,948.0,Intermediate,CHEMBL623474,BAO_0000218,5880
,,N,,,50594,10090.0,Mus musculus,Biodistribution in kidney was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,1,Kidney,,,In vivo,1,,7767,A,2113.0,Intermediate,CHEMBL623475,BAO_0000218,5881
,,N,,,50594,10090.0,Mus musculus,Biodistribution in kidney was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,1,Kidney,,,In vivo,1,,7767,A,2113.0,Intermediate,CHEMBL623476,BAO_0000218,5882
,,N,,,50594,10090.0,Mus musculus,Biodistribution in kidney was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,1,Kidney,,,In vivo,1,,7767,A,2113.0,Intermediate,CHEMBL623477,BAO_0000218,5883
,,N,,,50594,10090.0,Mus musculus,Biodistribution in large intestine after iv administration at 1 hr; Value expressed as percent injected dose per gram,1,Intestine,,,In vivo,1,,7767,A,160.0,Intermediate,CHEMBL621896,BAO_0000218,5884
,,N,,,50594,10090.0,Mus musculus,Biodistribution in large intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,1,Intestine,,,In vivo,1,,7767,A,160.0,Intermediate,CHEMBL621897,BAO_0000218,5885
,,N,,,50594,10090.0,Mus musculus,Biodistribution in large intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,1,Intestine,,,In vivo,1,,7767,A,160.0,Intermediate,CHEMBL621898,BAO_0000218,5886
,,N,,,50594,10090.0,Mus musculus,Biodistribution in liver was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,1,Liver,,,In vivo,1,,7767,A,2107.0,Intermediate,CHEMBL621899,BAO_0000218,5887
,,N,,,50594,10090.0,Mus musculus,Biodistribution in liver was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,1,Liver,,,In vivo,1,,7767,A,2107.0,Intermediate,CHEMBL621900,BAO_0000218,5888
,,N,,,50594,10090.0,Mus musculus,Biodistribution in liver was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,1,Liver,,,In vivo,1,,7767,A,2107.0,Intermediate,CHEMBL621901,BAO_0000218,5889
,,N,,,50594,10090.0,Mus musculus,Biodistribution in lung was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,1,Lung,,,In vivo,1,,7767,A,2048.0,Intermediate,CHEMBL621902,BAO_0000218,5890
,,N,,,50594,10090.0,Mus musculus,Biodistribution in lung was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,1,Lung,,,In vivo,1,,7767,A,2048.0,Intermediate,CHEMBL621903,BAO_0000218,5891
,,N,,,50594,10090.0,Mus musculus,Biodistribution in lung was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,1,Lung,,,In vivo,1,,7767,A,2048.0,Intermediate,CHEMBL622587,BAO_0000218,5892
,,N,,,50594,10090.0,Mus musculus,Biodistribution in muscle was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,1,Muscle tissue,,,In vivo,1,,7767,A,2385.0,Intermediate,CHEMBL620285,BAO_0000218,5893
,,N,,,50594,10090.0,Mus musculus,Biodistribution in muscle was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,1,Muscle tissue,,,In vivo,1,,7767,A,2385.0,Intermediate,CHEMBL875285,BAO_0000218,5894
,,N,,,50594,10090.0,Mus musculus,Biodistribution in muscle was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,1,Muscle tissue,,,In vivo,1,,7767,A,2385.0,Intermediate,CHEMBL620286,BAO_0000218,5895
,,N,,,50594,10090.0,Mus musculus,Biodistribution in pancreatic tissue was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,1,,,,In vivo,1,,7767,A,,Intermediate,CHEMBL620287,BAO_0000218,5896
,,N,,,50594,10090.0,Mus musculus,Biodistribution in pancreatic tissue was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,1,,,,In vivo,1,,7767,A,,Intermediate,CHEMBL620288,BAO_0000218,5897
,,N,,,50594,10090.0,Mus musculus,Biodistribution in pancreatic tissue was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,1,,,,In vivo,1,,7767,A,,Intermediate,CHEMBL620289,BAO_0000218,5898
,,N,,,50594,10090.0,Mus musculus,Biodistribution in small intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,1,Intestine,,,In vivo,1,,7767,A,160.0,Intermediate,CHEMBL620290,BAO_0000218,5899
,,N,,,50594,10090.0,Mus musculus,Biodistribution in small intestine was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,1,Intestine,,,In vivo,1,,7767,A,160.0,Intermediate,CHEMBL620291,BAO_0000218,5900
,,N,,,50594,10090.0,Mus musculus,Biodistribution in small intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,1,Intestine,,,In vivo,1,,7767,A,160.0,Intermediate,CHEMBL620292,BAO_0000218,5901
,,N,,,50594,10090.0,Mus musculus,Biodistribution in spleen was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,1,Spleen,,,In vivo,1,,7767,A,2106.0,Intermediate,CHEMBL620293,BAO_0000218,5902
,,N,,,50594,10090.0,Mus musculus,Biodistribution in spleen was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,1,Spleen,,,In vivo,1,,7767,A,2106.0,Intermediate,CHEMBL620294,BAO_0000218,5903
,,N,,,50594,10090.0,Mus musculus,Biodistribution in spleen was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,1,Spleen,,,In vivo,1,,7767,A,2106.0,Intermediate,CHEMBL618614,BAO_0000218,5904
,,N,,,50594,10090.0,Mus musculus,Biodistribution in stomach was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,1,Stomach,,,In vivo,1,,7767,A,945.0,Intermediate,CHEMBL618615,BAO_0000218,5905
,,N,,,50594,10090.0,Mus musculus,Biodistribution in stomach was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,1,Stomach,,,In vivo,1,,7767,A,945.0,Intermediate,CHEMBL618616,BAO_0000218,5906
,,N,622.0,,80012,9606.0,Homo sapiens,Cytotoxicity against A-172 human tumor cell lines,1,,A 172,,,1,,2036,F,,Expert,CHEMBL618617,BAO_0000219,5907
,,N,622.0,,80012,9606.0,Homo sapiens,Compound was evaluated for the in vitro cytotoxicity against A-172 human glioblastoma cell line,1,,A 172,,,1,,2357,F,,Intermediate,CHEMBL618618,BAO_0000219,5908
,,N,623.0,,80014,9606.0,Homo sapiens,Antiproliferative activity of compound was tested against rhabdomyosarcoma (A-204) human tumor cells,1,,A204,,,1,,1457,F,,Intermediate,CHEMBL618619,BAO_0000219,5909
,,N,478.0,,81034,9606.0,Homo sapiens,Tested for antiproliferative activity against A-2780 tumoral cell line,1,,A2780,,,1,,4379,F,,Intermediate,CHEMBL618620,BAO_0000219,5910
,,N,455.0,,80018,9606.0,Homo sapiens,Inhibitory concentration against melanoma A-375 cell line for cytotoxicity was determined,1,,A-375,,,1,,1093,F,,Intermediate,CHEMBL618621,BAO_0000219,5911
,,N,455.0,,80018,9606.0,Homo sapiens,Tested in vitro against A-375 cell line human melanoma,1,,A-375,,,1,,12152,F,,Intermediate,CHEMBL618622,BAO_0000219,5912
