SASSI,Descr,ASTAI,CURAB,VARI,ASSSUBCEFRAC,ASI,TII,CHI,SRI,BFO,ASSCA,ASTTY,ASSTR,RELATT,CEI,ASSTIS,DI,ASSORG,Ti,ASSTY,ASCETY,CONFSCO
,"Distribution in rat kidney, 30 min after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11430,,CHEMBL624685,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat kidney, 4 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11431,,CHEMBL624686,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat kidney, 5 min after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11432,,CHEMBL624687,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat kidney, 6 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11433,,CHEMBL624688,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat kidney, 8 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11434,,CHEMBL627161,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat liver 15 min after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11435,,CHEMBL622127,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat liver 1 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11436,,CHEMBL622128,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat liver 2 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11437,,CHEMBL874384,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat liver 30 min after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11438,,CHEMBL624898,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat liver 4 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11439,,CHEMBL624899,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat liver 5 min after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11440,,CHEMBL624900,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat liver 6 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11441,,CHEMBL624901,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat liver 8 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11442,,CHEMBL624902,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat lungs 15 min after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11443,,CHEMBL624903,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat lungs 1 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11444,,CHEMBL624904,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat lungs 2 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11445,,CHEMBL624905,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat lungs 30 min after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11446,,CHEMBL624906,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat lungs 4 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11447,,CHEMBL624907,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat lungs 5 min after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11448,,CHEMBL624908,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat lungs 6 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11449,,CHEMBL624909,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat lungs 8 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11450,,CHEMBL624910,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat muscle 15 min after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11451,2385.0,CHEMBL624911,1,BAO_0000218,,,,N,,Muscle tissue,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat muscle 1 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11452,2385.0,CHEMBL874388,1,BAO_0000218,,,,N,,Muscle tissue,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat muscle 2 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11453,2385.0,CHEMBL624912,1,BAO_0000218,,,,N,,Muscle tissue,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat muscle 30 min after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11454,2385.0,CHEMBL622930,1,BAO_0000218,,,,N,,Muscle tissue,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat muscle 4 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11455,2385.0,CHEMBL623121,1,BAO_0000218,,,,N,,Muscle tissue,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat muscle 5 min after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11456,2385.0,CHEMBL623122,1,BAO_0000218,,,,N,,Muscle tissue,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat muscle 6 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11457,2385.0,CHEMBL623123,1,BAO_0000218,,,,N,,Muscle tissue,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat muscle 8 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11458,2385.0,CHEMBL623124,1,BAO_0000218,,,,N,,Muscle tissue,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat pancreas 15 min after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11459,,CHEMBL623125,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat pancreas 1 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11460,,CHEMBL623126,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat pancreas 2 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11461,,CHEMBL623127,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat pancreas 30 min after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11462,,CHEMBL623128,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat pancreas 4 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11463,,CHEMBL623129,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat pancreas 5 min after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11464,,CHEMBL623130,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat pancreas 6 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11465,,CHEMBL623131,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,"Distribution in rat pancreas 8 hr after intravenous administration, injected dose/gm",10116.0,Intermediate,,,11466,,CHEMBL623132,1,BAO_0000218,,,,N,,,8684,Rattus norvegicus,50597,A,,1
,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat liver as Percent of injected dose per gram in the organ,10116.0,Intermediate,,,11467,2107.0,CHEMBL623133,1,BAO_0000218,,,,N,,Liver,8319,Rattus norvegicus,50597,A,,1
,The distribution of the 131 I-labeled compound at 30 min was evaluated in rat lung as Percent of injected dose per gram in the organ,10116.0,Intermediate,,,11468,,CHEMBL623134,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat blood as Percent of injected dose per gram in the organ,10116.0,Intermediate,,,11469,,CHEMBL874389,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat brain as Percent of injected dose in the total organ,10116.0,Intermediate,,,11470,,CHEMBL623135,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat brain as Percent of injected dose per gram in the organ,10116.0,Intermediate,,,11471,,CHEMBL623136,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat heart as Percent of injected dose in the total organ,10116.0,Intermediate,,,11472,,CHEMBL623137,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat heart as Percent of injected dose per gram in the organ,10116.0,Intermediate,,,11473,,CHEMBL623138,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat kidney as Percent of injected dose in the total organ,10116.0,Intermediate,,,11474,2113.0,CHEMBL623139,1,BAO_0000218,,,,N,,Kidney,8319,Rattus norvegicus,50597,A,,1
,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat kidney as Percent of injected dose per gram in the organ,10116.0,Intermediate,,,11475,2113.0,CHEMBL623140,1,BAO_0000218,,,,N,,Kidney,8319,Rattus norvegicus,50597,A,,1
,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat liver as Percent of injected dose in the total organ,10116.0,Intermediate,,,11476,2107.0,CHEMBL623141,1,BAO_0000218,,,,N,,Liver,8319,Rattus norvegicus,50597,A,,1
,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat liver as Percent of injected dose per gram in the organ,10116.0,Intermediate,,,11477,2107.0,CHEMBL623142,1,BAO_0000218,,,,N,,Liver,8319,Rattus norvegicus,50597,A,,1
,The distribution of the 131 I-labeled compound at 5 min was evaluated in rat lung as Percent of injected dose per gram in the organ,10116.0,Intermediate,,,11478,,CHEMBL623143,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The total amount of penciclovir recovered in the urine over a 48-h period was determined by HPLC using a C18 reversed-phase column in mouse.,10090.0,Intermediate,,,11479,1088.0,CHEMBL623144,1,BAO_0000218,,,,N,,Urine,14571,Mus musculus,50594,A,,1
,The total amount of penciclovir recovered in the urine over a 48-h period was determined by HPLC using a C18 reversed-phase column in rat.,10116.0,Intermediate,,,11480,1088.0,CHEMBL623405,1,BAO_0000218,,,,N,,Urine,14571,Rattus norvegicus,50597,A,,1
,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat blood as Percent of injected dose per gram in the organ,10116.0,Intermediate,,,11481,,CHEMBL624074,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat brain as Percent of injected dose in the total organ,10116.0,Intermediate,,,11482,,CHEMBL624075,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat brain as Percent of injected dose per gram in the organ,10116.0,Intermediate,,,11483,,CHEMBL624076,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat heart as Percent of injected dose in the total organ,10116.0,Intermediate,,,11484,,CHEMBL624077,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat heart as Percent of injected dose per gram in the organ,10116.0,Intermediate,,,11485,,CHEMBL624078,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat kidney as Percent of injected dose in the total organ,10116.0,Intermediate,,,11486,2113.0,CHEMBL624079,1,BAO_0000218,,,,N,,Kidney,8319,Rattus norvegicus,50597,A,,1
,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat kidney as Percent of injected dose per gram in the organ,10116.0,Intermediate,,,11487,2113.0,CHEMBL624261,1,BAO_0000218,,,,N,,Kidney,8319,Rattus norvegicus,50597,A,,1
,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat liver as Percent of injected dose in the total organ,10116.0,Intermediate,,,11488,,CHEMBL624262,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat liver as Percent of injected dose per gram in the organ,10116.0,Intermediate,,,11489,,CHEMBL624263,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The uptake of the 131 I-labeled compound at 30 min was evaluated in rat lung as Percent of injected dose per gram in the organ,10116.0,Intermediate,,,11490,,CHEMBL624264,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat blood as Percent of injected dose per gram in the organ,10116.0,Intermediate,,,11491,,CHEMBL624265,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat brain as Percent of injected dose in the total organ,10116.0,Intermediate,,,11492,,CHEMBL624266,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat brain as Percent of injected dose per gram in the organ,10116.0,Intermediate,,,11493,,CHEMBL624267,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat heart as Percent of injected dose in the total organ,10116.0,Intermediate,,,11494,,CHEMBL624268,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat heart as Percent of injected dose per gram in the organ,10116.0,Intermediate,,,11495,,CHEMBL875227,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat kidney as Percent of injected dose in the total organ,10116.0,Intermediate,,,11496,2113.0,CHEMBL624269,1,BAO_0000218,,,,N,,Kidney,8319,Rattus norvegicus,50597,A,,1
,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat kidney as Percent of injected dose per gram in the organ,10116.0,Intermediate,,,11497,2113.0,CHEMBL624270,1,BAO_0000218,,,,N,,Kidney,8319,Rattus norvegicus,50597,A,,1
,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat liver as Percent of injected dose in the total organ,10116.0,Intermediate,,,11498,,CHEMBL624271,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat liver as Percent of injected dose per gram in the organ,10116.0,Intermediate,,,11499,,CHEMBL624272,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,The uptake of the 131 I-labeled compound at 5 min was evaluated in rat lung as Percent of injected dose per gram in the organ,10116.0,Intermediate,,,11500,,CHEMBL624273,1,BAO_0000218,,,,N,,,8319,Rattus norvegicus,50597,A,,1
,Urinary excretion in rat after 0-4 hours of oral administration at 50 mg/kg,10116.0,Intermediate,,,11501,1088.0,CHEMBL624274,1,BAO_0000218,,,,N,,Urine,12064,Rattus norvegicus,50597,A,,1
,Urinary excretion in rat after 4-8 hours of oral administration at 50 mg/kg,10116.0,Intermediate,,,11502,1088.0,CHEMBL624275,1,BAO_0000218,,,,N,,Urine,12064,Rattus norvegicus,50597,A,,1
,Urinary excretion in rat after 8-24 hours of oral administration at 50 mg/kg,10116.0,Intermediate,,,11503,1088.0,CHEMBL624276,1,BAO_0000218,,,,N,,Urine,12064,Rattus norvegicus,50597,A,,1
,Urinary recovery expressed as percentage dose in male rats after iv administration of 20 mg/kg,10116.0,Intermediate,,,11504,1088.0,CHEMBL624277,1,BAO_0000218,,,,N,,Urine,12038,Rattus norvegicus,50597,A,,1
,% dose converted to 2-amino-5-chlorophenyl sulfate,,Autocuration,,,11505,,CHEMBL624278,1,BAO_0000019,,,,U,,,14314,,22224,A,,0
,% dose converted to 4-(S-amino-N-{[(4-chlorophenyl)amino]carbonyl}sulfonimidoyl)benzoic acid (compound 41),,Autocuration,,,11506,,CHEMBL624279,1,BAO_0000019,,,,U,,,14314,,22224,A,,0
,"Compound was evaluated for the percentage of feces excretion of radioactivity, by male Sprague-Dawley rats after intravenous administration of compound dose (1 mg/kg) at 0-24 hr",10116.0,Intermediate,,,11507,1988.0,CHEMBL624280,1,BAO_0000218,,,,N,,Feces,11488,Rattus norvegicus,50597,A,,1
,"Compound was evaluated for the percentage of feces excretion of radioactivity, by male Sprague-Dawley rats after intravenous administration of compound dose (1 mg/kg) at 24-48 hr",10116.0,Intermediate,,,11508,1988.0,CHEMBL624281,1,BAO_0000218,,,,N,,Feces,11488,Rattus norvegicus,50597,A,,1
,"Compound was evaluated for the percentage of feces excretion of radioactivity, by male Sprague-Dawley rats after oral administration of compound dose (1 mg/kg) at 0-24 hr",10116.0,Intermediate,,,11509,1988.0,CHEMBL622933,1,BAO_0000218,,,,N,,Feces,11488,Rattus norvegicus,50597,A,,1
,"Compound was evaluated for the percentage of feces excretion of radioactivity, by male Sprague-Dawley rats after oral administration of compound dose (1 mg/kg) at 24-48 hr",10116.0,Intermediate,,,11510,1988.0,CHEMBL622934,1,BAO_0000218,,,,N,,Feces,11488,Rattus norvegicus,50597,A,,1
,Biodistribution in Rat liver after 30 minutes of iv administration; per g of tissue,10116.0,Intermediate,,,11511,2107.0,CHEMBL622935,1,BAO_0000218,,In vivo,,N,,Liver,8829,Rattus norvegicus,50597,A,,1
,Biodistribution in Rat liver after 5 minutes of iv administration,10116.0,Intermediate,,,11512,2107.0,CHEMBL622936,1,BAO_0000218,,In vivo,,N,,Liver,8829,Rattus norvegicus,50597,A,,1
,Biodistribution in Rat liver after 5 minutes of iv administration; per g of tissue,10116.0,Intermediate,,,11513,2107.0,CHEMBL875228,1,BAO_0000218,,In vivo,,N,,Liver,8829,Rattus norvegicus,50597,A,,1
,Biodistribution in Rat lung after 24 hours of iv administration,10116.0,Intermediate,,,11514,2048.0,CHEMBL622937,1,BAO_0000218,,In vivo,,N,,Lung,8829,Rattus norvegicus,50597,A,,1
,Biodistribution in Rat lung after 24 hours of iv administration; per g of tissue,10116.0,Intermediate,,,11515,2048.0,CHEMBL622938,1,BAO_0000218,,In vivo,,N,,Lung,8829,Rattus norvegicus,50597,A,,1
,Biodistribution in Rat lung after 30 minutes of iv administration,10116.0,Intermediate,,,11516,2048.0,CHEMBL619736,1,BAO_0000218,,In vivo,,N,,Lung,8829,Rattus norvegicus,50597,A,,1
,Biodistribution in Rat lung after 30 minutes of iv administration; per g of tissue,10116.0,Intermediate,,,11517,2048.0,CHEMBL625117,1,BAO_0000218,,In vivo,,N,,Lung,8829,Rattus norvegicus,50597,A,,1
,Biodistribution in Rat lung after 5 minutes of iv administration,10116.0,Intermediate,,,11518,2048.0,CHEMBL625118,1,BAO_0000218,,In vivo,,N,,Lung,8829,Rattus norvegicus,50597,A,,1
