Fiscal year,Programming process (new),Climate change adaptation (marker),Regional program (marker),Urban issues (marker),Sector percent,Project number,Untied amount(Project-level budget),Gender equality (marker),Sector name,Biodiversity (marker),CountryRegion name,CFLI (marker),Organisation class,Maximum CIDA contribution (project-level),Status,Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Fund centre ID,Fund centre name,FSTC percent,IRTC percent,CIDA business delivery model (old),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance
2009/2010,Uncoded: Pre-APP,0,0,0,0.67,A032705001,18750000.0,2,Health policy and administrative management,0,Haiti,0,Individual,18750000.0,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,4452,Haiti,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.33,A032705001,18750000.0,2,Basic health care,0,Haiti,0,Governmental,18750000.0,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,4452,Haiti,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.33,A032705001,18750000.0,2,Basic health care,0,Haiti,0,Civil Society,18750000.0,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,4452,Haiti,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.33,A032705001,18750000.0,2,Basic health care,0,Haiti,0,Civil Society,18750000.0,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,4452,Haiti,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.33,A032705001,18750000.0,2,Basic health care,0,Haiti,0,Multilateral,18750000.0,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,4452,Haiti,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.33,A032705001,18750000.0,2,Basic health care,0,Haiti,0,Civil Society,18750000.0,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,4452,Haiti,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.33,A032705001,18750000.0,2,Basic health care,0,Haiti,0,Individual,18750000.0,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,4452,Haiti,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.33,A032705001,18750000.0,2,Basic health care,0,Haiti,0,Individual,18750000.0,Terminating,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,4452,Haiti,1.0,0.0,Directive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A032707001,500000.0,0,Education policy and administrative management,0,Northern Africa,0,Individual,500000.0,Operational,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,3127,Broader M-E & North Africa (BMENA),0.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A032707001,500000.0,0,Education policy and administrative management,0,Northern Africa,0,Individual,500000.0,Operational,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,3127,Broader M-E & North Africa (BMENA),0.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A032707001,500000.0,0,Education policy and administrative management,0,Northern Africa,0,Individual,500000.0,Operational,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,3127,Broader M-E & North Africa (BMENA),0.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A032707001,500000.0,0,Education policy and administrative management,0,Northern Africa,0,Individual,500000.0,Operational,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,3127,Broader M-E & North Africa (BMENA),0.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A032707001,500000.0,0,Education policy and administrative management,0,Northern Africa,0,Individual,500000.0,Operational,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,3127,Broader M-E & North Africa (BMENA),0.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A032707001,500000.0,0,Education policy and administrative management,0,Northern Africa,0,Individual,500000.0,Operational,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,3127,Broader M-E & North Africa (BMENA),0.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A032707001,500000.0,0,Education policy and administrative management,0,Western Asia,0,Individual,500000.0,Operational,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,3127,Broader M-E & North Africa (BMENA),0.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A032707001,500000.0,0,Education policy and administrative management,0,Western Asia,0,Individual,500000.0,Operational,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,3127,Broader M-E & North Africa (BMENA),0.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A032707001,500000.0,0,Education policy and administrative management,0,Western Asia,0,Individual,500000.0,Operational,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,3127,Broader M-E & North Africa (BMENA),0.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A032707001,500000.0,0,Education policy and administrative management,0,Western Asia,0,Individual,500000.0,Operational,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,3127,Broader M-E & North Africa (BMENA),0.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A032707001,500000.0,0,Education policy and administrative management,0,Western Asia,0,Individual,500000.0,Operational,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,3127,Broader M-E & North Africa (BMENA),0.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A032707001,500000.0,0,Education policy and administrative management,0,Western Asia,0,Individual,500000.0,Operational,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,3127,Broader M-E & North Africa (BMENA),0.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A032707001,500000.0,0,Education policy and administrative management,0,Western Asia,0,Individual,500000.0,Operational,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,3127,Broader M-E & North Africa (BMENA),0.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A032707001,500000.0,0,Education policy and administrative management,0,Western Asia,0,Individual,500000.0,Operational,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,3127,Broader M-E & North Africa (BMENA),0.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A032707001,500000.0,0,Education policy and administrative management,0,Western Asia,0,Individual,500000.0,Operational,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,3127,Broader M-E & North Africa (BMENA),0.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A032707001,500000.0,0,Education policy and administrative management,0,Western Asia,0,Individual,500000.0,Operational,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,3127,Broader M-E & North Africa (BMENA),0.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A032707001,500000.0,0,Education policy and administrative management,0,Western Asia,0,Individual,500000.0,Operational,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,3127,Broader M-E & North Africa (BMENA),0.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A032707001,500000.0,0,Education policy and administrative management,0,Western Asia,0,Individual,500000.0,Operational,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,3127,Broader M-E & North Africa (BMENA),0.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A032707001,500000.0,0,Education policy and administrative management,0,Western Asia,0,Individual,500000.0,Operational,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,3127,Broader M-E & North Africa (BMENA),0.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,1.0,A032707001,500000.0,0,Education policy and administrative management,0,Western Asia,0,Individual,500000.0,Operational,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,3127,Broader M-E & North Africa (BMENA),0.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.05,A032711002,299169.46,2,Education facilities and training,0,Ethiopia,0,Governmental,299169.46,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0.5,0.0,Directive,1,Other PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.05,A032711002,299169.46,2,Education facilities and training,0,Ethiopia,0,Civil Society,299169.46,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0.5,0.0,Directive,1,Other PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.05,A032711002,299169.46,2,Basic health infrastructure,0,Ethiopia,0,Governmental,299169.46,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0.5,0.0,Directive,1,Other PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.05,A032711002,299169.46,2,Basic health infrastructure,0,Ethiopia,0,Civil Society,299169.46,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0.5,0.0,Directive,1,Other PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032711002,299169.46,2,Agricultural land resources,0,Ethiopia,0,Governmental,299169.46,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0.5,0.0,Directive,1,Other PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032711002,299169.46,2,Agricultural land resources,0,Ethiopia,0,Civil Society,299169.46,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0.5,0.0,Directive,1,Other PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032711002,299169.46,2,Agricultural water resources,0,Ethiopia,0,Governmental,299169.46,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0.5,0.0,Directive,1,Other PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032711002,299169.46,2,Agricultural water resources,0,Ethiopia,0,Civil Society,299169.46,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0.5,0.0,Directive,1,Other PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032711002,299169.46,2,Forestry development,0,Ethiopia,0,Governmental,299169.46,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0.5,0.0,Directive,1,Other PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032711002,299169.46,2,Forestry development,0,Ethiopia,0,Civil Society,299169.46,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0.5,0.0,Directive,1,Other PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.5,A032711002,299169.46,2,Food aid/food security programs,0,Ethiopia,0,Governmental,299169.46,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0.5,0.0,Directive,1,Other PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.5,A032711002,299169.46,2,Food aid/food security programs,0,Ethiopia,0,Civil Society,299169.46,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0.5,0.0,Directive,1,Other PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.04,A032712001,19500000.0,2,Agricultural policy and administrative management,0,Ethiopia,0,Multilateral,19500000.0,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0.0,0.0,Core Funding,1,Pooled funding,1,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.43,A032712001,19500000.0,2,Agricultural extension,0,Ethiopia,0,Multilateral,19500000.0,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0.0,0.0,Core Funding,1,Pooled funding,1,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032712001,19500000.0,2,Agricultural education/training,0,Ethiopia,0,Multilateral,19500000.0,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0.0,0.0,Core Funding,1,Pooled funding,1,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.33,A032712001,19500000.0,2,Agricultural research,0,Ethiopia,0,Multilateral,19500000.0,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0.0,0.0,Core Funding,1,Pooled funding,1,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032712001,19500000.0,2,Agricultural services,0,Ethiopia,0,Multilateral,19500000.0,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0.0,0.0,Core Funding,1,Pooled funding,1,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.04,A032712002,157302.57,2,Agricultural policy and administrative management,0,Ethiopia,0,Civil Society,157302.57,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,1.0,0.0,Directive,1,Other PBA,1,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.43,A032712002,157302.57,2,Agricultural extension,0,Ethiopia,0,Civil Society,157302.57,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,1.0,0.0,Directive,1,Other PBA,1,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032712002,157302.57,2,Agricultural education/training,0,Ethiopia,0,Civil Society,157302.57,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,1.0,0.0,Directive,1,Other PBA,1,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.33,A032712002,157302.57,2,Agricultural research,0,Ethiopia,0,Civil Society,157302.57,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,1.0,0.0,Directive,1,Other PBA,1,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032712002,157302.57,2,Agricultural services,0,Ethiopia,0,Civil Society,157302.57,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,1.0,0.0,Directive,1,Other PBA,1,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.5,A032722001,5000000.0,0,Legislatures and political parties,0,Bangladesh,0,Multilateral,5000000.0,Terminating,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,4122,Bangladesh,1.0,0.0,Responsive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.5,A032722001,5000000.0,0,Media and free flow of information,0,Bangladesh,0,Multilateral,5000000.0,Terminating,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,4122,Bangladesh,1.0,0.0,Responsive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,A032728001,4595030.36,1,Legal and judicial development,0,West Bank Gaza,0,Civil Society,4595030.36,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,4265,West Bank Gaza,1.0,0.0,Responsive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,A032736001,500000.0,0,Primary education,0,Senegal,0,Governmental,500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4233,Senegal Program,4238,Senegal,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.4,A032736001,500000.0,0,Public sector policy and administrative management,0,Senegal,0,Governmental,500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4233,Senegal Program,4238,Senegal,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,A032736001,500000.0,0,Democratic participation and civil society,0,Senegal,0,Governmental,500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4233,Senegal Program,4238,Senegal,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.4,A032747001,24611099.44,2,Education policy and administrative management,0,Burkina-Faso,0,Governmental,24611099.44,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,4214,Burkina Faso,0.0,0.0,Core Funding,1,Pooled funding,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.4,A032747001,24611099.44,2,Education policy and administrative management,0,Burkina-Faso,0,Individual,24611099.44,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,4214,Burkina Faso,0.0,0.0,Core Funding,1,Pooled funding,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.4,A032747001,24611099.44,2,Education policy and administrative management,0,Burkina-Faso,0,Individual,24611099.44,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,4214,Burkina Faso,0.0,0.0,Core Funding,1,Pooled funding,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032747001,24611099.44,2,Education facilities and training,0,Burkina-Faso,0,Governmental,24611099.44,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,4214,Burkina Faso,0.0,0.0,Core Funding,1,Pooled funding,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032747001,24611099.44,2,Education facilities and training,0,Burkina-Faso,0,Individual,24611099.44,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,4214,Burkina Faso,0.0,0.0,Core Funding,1,Pooled funding,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032747001,24611099.44,2,Education facilities and training,0,Burkina-Faso,0,Individual,24611099.44,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,4214,Burkina Faso,0.0,0.0,Core Funding,1,Pooled funding,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.4,A032747001,24611099.44,2,Primary education,0,Burkina-Faso,0,Governmental,24611099.44,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,4214,Burkina Faso,0.0,0.0,Core Funding,1,Pooled funding,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.4,A032747001,24611099.44,2,Primary education,0,Burkina-Faso,0,Individual,24611099.44,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,4214,Burkina Faso,0.0,0.0,Core Funding,1,Pooled funding,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.4,A032747001,24611099.44,2,Primary education,0,Burkina-Faso,0,Individual,24611099.44,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,4214,Burkina Faso,0.0,0.0,Core Funding,1,Pooled funding,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032747001,24611099.44,2,STD control including HIV/AIDS,0,Burkina-Faso,0,Governmental,24611099.44,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,4214,Burkina Faso,0.0,0.0,Core Funding,1,Pooled funding,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032747001,24611099.44,2,STD control including HIV/AIDS,0,Burkina-Faso,0,Individual,24611099.44,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,4214,Burkina Faso,0.0,0.0,Core Funding,1,Pooled funding,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032747001,24611099.44,2,STD control including HIV/AIDS,0,Burkina-Faso,0,Individual,24611099.44,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,4214,Burkina Faso,0.0,0.0,Core Funding,1,Pooled funding,0,0,0,1
