confidence_score,assay_strain,src_id,cell_id,assay_tax_id,assay_id,assay_category,assay_test_type,assay_type,tissue_id,src_assay_id,variant_id,assay_organism,assay_cell_type,relationship_type,chembl_id,bao_format,description,doc_id,assay_subcellular_fraction,assay_tissue,tid,curated_by
1,,1,,9615.0,7203,,,A,,,,Canis lupus familiaris,,N,CHEMBL621396,BAO_0000218,Area under the curve was calculated in dog after iv administration,6057,,,50588,Intermediate
1,,1,,9615.0,7204,,,A,,,,Canis lupus familiaris,,N,CHEMBL621397,BAO_0000218,Area under the curve was calculated in dog after peroral administration,6057,,,50588,Intermediate
1,,1,,9615.0,7205,,,A,,,,Canis lupus familiaris,,N,CHEMBL621398,BAO_0000218,Dose-normalized area under curve in dog (p.o.) at 2.0 mpk,17853,,,50588,Intermediate
1,,1,,9615.0,7206,,,A,,,,Canis lupus familiaris,,N,CHEMBL618818,BAO_0000218,pKa was evaluated in dog,3639,,,50588,Intermediate
1,,1,,9615.0,7207,,,A,,,,Canis lupus familiaris,,N,CHEMBL618819,BAO_0000218,Compound was evaluated for pronounced GH response at 100 mg (n=6)(area under concentration curve was determined from 0-8 hr following morning and evening dosing with 25 mg of the compound,14541,,,50588,Intermediate
1,,1,,9615.0,7208,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL618820,BAO_0000218,Alpha-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,16456,,,50588,Intermediate
1,,1,,9615.0,7209,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL873810,BAO_0000218,Beta-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,16456,,,50588,Intermediate
1,,1,,9615.0,7210,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL876606,BAO_0000218,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,2652,,,50588,Intermediate
1,,1,,9615.0,7211,,,A,,,,Canis lupus familiaris,,N,CHEMBL618821,BAO_0000218,Compound was evaluated for the half-life (t 1/2) in hours,3624,,,50588,Intermediate
1,,1,,9615.0,7212,,In vivo,A,178.0,,,Canis lupus familiaris,,N,CHEMBL618822,BAO_0000218,Half life to reach the blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,1337,,Blood,50588,Intermediate
1,,1,,9615.0,7213,,In vivo,A,178.0,,,Canis lupus familiaris,,N,CHEMBL618823,BAO_0000218,Half life to reach the blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,1337,,Blood,50588,Intermediate
1,,1,,9615.0,7214,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL618824,BAO_0000218,Half life after intravenous administration of 1 mg/kg in dog,4709,,,50588,Intermediate
1,,1,,9615.0,7215,,,A,,,,Canis lupus familiaris,,N,CHEMBL618825,BAO_0000218,Half life was measured in dog,15660,,,50588,Intermediate
1,,1,,9615.0,7216,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL618826,BAO_0000218,Half life period in dog after 5 mg/kg dose,5302,,,50588,Intermediate
1,,1,,9615.0,7217,,,A,,,,Canis lupus familiaris,,N,CHEMBL618827,BAO_0000218,Half life period was evaluated in dog; 4-4.8,17791,,,50588,Intermediate
1,,1,,9615.0,7218,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL618828,BAO_0000218,Half life was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,6348,,,50588,Intermediate
1,,1,,9615.0,7219,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL618829,BAO_0000218,Half-life was determined in dog after a3 mg/kg of iv dose,4257,,,50588,Intermediate
1,,1,,9615.0,7220,,,A,,,,Canis lupus familiaris,,N,CHEMBL618830,BAO_0000218,Half-life was determined,3771,,,50588,Intermediate
1,,1,,9615.0,7221,,,A,,,,Canis lupus familiaris,,N,CHEMBL618831,BAO_0000218,Half life in dogs,6305,,,50588,Intermediate
1,,1,,9615.0,7222,,In vivo,A,1969.0,,,Canis lupus familiaris,,N,CHEMBL619489,BAO_0000218,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 2 mg/kg tp dog,13501,,Plasma,50588,Intermediate
1,,1,,9615.0,7223,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL619649,BAO_0000218,Apparent half-life after single intravenous bolus of 1 mg/kg in dogs,17594,,,50588,Intermediate
1,,1,,9615.0,7224,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL876607,BAO_0000218,Compound was evaluated for the half life period after iv administration in Beagle dog.,3045,,,50588,Intermediate
1,,1,,9615.0,7225,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL619650,BAO_0000218,Compound was evaluated for the half life period after oral administration in conscious dog.,3043,,,50588,Intermediate
1,,1,,9615.0,7226,,,A,,,,Canis lupus familiaris,,N,CHEMBL619651,BAO_0000218,Compound was tested for half life in dog,4839,,,50588,Intermediate
1,,1,,9615.0,7227,,,A,,,,Canis lupus familiaris,,N,CHEMBL619652,BAO_0000218,Compound was tested for its half life in dog,4839,,,50588,Intermediate
1,,1,,9615.0,7228,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL619653,BAO_0000218,Half life of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,5802,,,50588,Intermediate
1,,1,,9615.0,7229,,,A,,,,Canis lupus familiaris,,N,CHEMBL619654,BAO_0000218,Half life of compound in dog was determined,17839,,,50588,Intermediate
1,,1,,9615.0,7230,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL619655,BAO_0000218,Half life (iv) was determined,4219,,,50588,Intermediate
1,,1,,9615.0,7231,,,A,178.0,,,Canis lupus familiaris,,N,CHEMBL619656,BAO_0000218,Half life following administration of 70 nM in canine whole blood (dose exceeding platelet binding capacity),13966,,Blood,50588,Intermediate
1,,1,,9615.0,7232,,In vivo,A,1969.0,,,Canis lupus familiaris,,N,CHEMBL873812,BAO_0000218,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,3994,,Plasma,50588,Intermediate
1,,1,,9615.0,7233,,In vivo,F,1969.0,,,Canis lupus familiaris,,N,CHEMBL621365,BAO_0000218,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,3994,,Plasma,50588,Intermediate
1,,1,,9615.0,7234,,,A,,,,Canis lupus familiaris,,N,CHEMBL621366,BAO_0000218,Half life in dog,4453,,,50588,Intermediate
1,,1,,9615.0,7235,,,A,1969.0,,,Canis lupus familiaris,,N,CHEMBL621367,BAO_0000218,Half life in dog plasma,6535,,Plasma,50588,Intermediate
1,,1,,9615.0,7236,,In vivo,A,1969.0,,,Canis lupus familiaris,,N,CHEMBL621368,BAO_0000218,Half life in dog plasma after administration of 0.25 mg/kg iv,6535,,Plasma,50588,Intermediate
1,,1,,9615.0,7237,,In vivo,A,1969.0,,,Canis lupus familiaris,,N,CHEMBL621369,BAO_0000218,Half life in dog plasma after administration of 1 mg/kg iv,6535,,Plasma,50588,Intermediate
1,,1,,9615.0,7238,,In vivo,A,1969.0,,,Canis lupus familiaris,,N,CHEMBL621370,BAO_0000218,Half life in dog plasma was determined at dose 10 mg/kg,3132,,Plasma,50588,Intermediate
1,,1,,9615.0,7239,,,A,,,,Canis lupus familiaris,,N,CHEMBL621371,BAO_0000218,Half life in dog was determined,5374,,,50588,Intermediate
1,,1,,9615.0,7240,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL621372,BAO_0000218,Half life in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),5007,,,50588,Intermediate
1,,1,,9615.0,7241,,,A,1969.0,,,Canis lupus familiaris,,N,CHEMBL621373,BAO_0000218,Half life upon exposure to human plasma,16907,,Plasma,50588,Intermediate
1,,1,,9615.0,7242,,,A,,,,Canis lupus familiaris,,N,CHEMBL621374,BAO_0000218,Half life was calculated in dog,6057,,,50588,Intermediate
1,,1,,9615.0,7243,,,A,,,,Canis lupus familiaris,,N,CHEMBL621375,BAO_0000218,Half life was determined,5006,,,50588,Intermediate
1,,1,,9615.0,7244,,,A,,,,Canis lupus familiaris,,N,CHEMBL621376,BAO_0000218,Half life was determined,5473,,,50588,Intermediate
1,,1,,9615.0,7245,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL619624,BAO_0000218,Half life by intravenous administration of 1.2 mg/kg in dog,4368,,,50588,Intermediate
1,,1,,9615.0,7246,,,A,,,,Canis lupus familiaris,,N,CHEMBL875840,BAO_0000218,Half life in dog,6448,,,50588,Intermediate
1,,1,,9615.0,7247,,,A,,,,Canis lupus familiaris,,N,CHEMBL619625,BAO_0000218,Half life in dog after intra venous administration of the compound,4353,,,50588,Intermediate
1,,1,,9615.0,7248,,,A,,,,Canis lupus familiaris,,N,CHEMBL619626,BAO_0000218,Half life in dog after intra venous administration of the compound; ND means Not determined,4353,,,50588,Intermediate
1,,1,,9615.0,7249,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL619627,BAO_0000218,Half life in dog after po administration of the compound,4353,,,50588,Intermediate
1,,1,,9615.0,7250,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL873817,BAO_0000218,Half life in dog after po administration of the compound; ND means Not determined,4353,,,50588,Intermediate
1,,1,,9615.0,7251,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL619628,BAO_0000218,Half life in dog at the single oral dose of 1 mg/kg,6265,,,50588,Intermediate
1,,1,,9615.0,7252,,,A,,,,Canis lupus familiaris,,N,CHEMBL619629,BAO_0000218,Half life in dogs,5006,,,50588,Intermediate
1,,1,,9615.0,7253,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL619630,BAO_0000218,Half life in dogs at 1 mg/kg oral dosing; 35-100 min,5356,,,50588,Intermediate
1,,1,,9615.0,7254,,,A,,,,Canis lupus familiaris,,N,CHEMBL619631,BAO_0000218,Half life in rat,405,,,50588,Intermediate
1,,1,,9615.0,7255,,In vivo,A,,,,Canis lupus familiaris,,N,CHEMBL619632,BAO_0000218,Half life in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),6642,,,50588,Intermediate
1,,1,,10090.0,7256,,In vivo,A,10000001.0,,,Mus musculus,,N,CHEMBL619633,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,10107,,Bone,50594,Intermediate
1,,1,,10090.0,7257,,In vivo,A,10000001.0,,,Mus musculus,,N,CHEMBL875841,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,10107,,Bone,50594,Intermediate
1,,1,,10090.0,7258,,In vivo,A,10000001.0,,,Mus musculus,,N,CHEMBL619634,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,10107,,Bone,50594,Intermediate
1,,1,,10090.0,7259,,In vivo,A,10000001.0,,,Mus musculus,,N,CHEMBL619635,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,10107,,Bone,50594,Intermediate
1,,1,,10090.0,7260,,In vivo,A,10000001.0,,,Mus musculus,,N,CHEMBL619636,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,10107,,Bone,50594,Intermediate
1,,1,,10090.0,7261,,In vivo,A,10000004.0,,,Mus musculus,,N,CHEMBL619637,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,10107,,Gut,50594,Intermediate
1,,1,,10090.0,7262,,In vivo,A,10000004.0,,,Mus musculus,,N,CHEMBL619638,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,10107,,Gut,50594,Intermediate
1,,1,,10090.0,7263,,In vivo,A,10000004.0,,,Mus musculus,,N,CHEMBL619639,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,10107,,Gut,50594,Intermediate
1,,1,,10090.0,7264,,In vivo,A,10000004.0,,,Mus musculus,,N,CHEMBL619640,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,10107,,Gut,50594,Intermediate
1,,1,,10090.0,7265,,In vivo,A,10000004.0,,,Mus musculus,,N,CHEMBL619641,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,10107,,Gut,50594,Intermediate
1,,1,,10090.0,7266,,In vivo,A,10000004.0,,,Mus musculus,,N,CHEMBL619642,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,10107,,Gut,50594,Intermediate
1,,1,,10090.0,7267,,In vivo,A,10000004.0,,,Mus musculus,,N,CHEMBL619643,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,10107,,Gut,50594,Intermediate
1,,1,,10090.0,7268,,In vivo,A,948.0,,,Mus musculus,,N,CHEMBL619644,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,10107,,Heart,50594,Intermediate
1,,1,,10090.0,7269,,In vivo,A,948.0,,,Mus musculus,,N,CHEMBL621112,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,10107,,Heart,50594,Intermediate
1,,1,,10090.0,7270,,In vivo,A,948.0,,,Mus musculus,,N,CHEMBL621113,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,10107,,Heart,50594,Intermediate
1,,1,,10090.0,7271,,In vivo,A,948.0,,,Mus musculus,,N,CHEMBL621114,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,10107,,Heart,50594,Intermediate
1,,1,,10090.0,7272,,In vivo,A,948.0,,,Mus musculus,,N,CHEMBL621115,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,10107,,Heart,50594,Intermediate
1,,1,,10090.0,7273,,In vivo,A,948.0,,,Mus musculus,,N,CHEMBL621116,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,10107,,Heart,50594,Intermediate
1,,1,,10090.0,7274,,In vivo,A,948.0,,,Mus musculus,,N,CHEMBL621117,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,10107,,Heart,50594,Intermediate
1,,1,,10090.0,7275,,In vivo,A,2113.0,,,Mus musculus,,N,CHEMBL621118,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,10107,,Kidney,50594,Intermediate
1,,1,,10090.0,7276,,In vivo,A,2113.0,,,Mus musculus,,N,CHEMBL621119,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,10107,,Kidney,50594,Intermediate
1,,1,,10090.0,7277,,In vivo,A,2113.0,,,Mus musculus,,N,CHEMBL621120,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,10107,,Kidney,50594,Intermediate
1,,1,,10090.0,7278,,In vivo,A,2113.0,,,Mus musculus,,N,CHEMBL621757,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,10107,,Kidney,50594,Intermediate
1,,1,,10090.0,7279,,In vivo,A,2113.0,,,Mus musculus,,N,CHEMBL621758,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,10107,,Kidney,50594,Intermediate
1,,1,,10090.0,7280,,In vivo,A,2113.0,,,Mus musculus,,N,CHEMBL621759,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,10107,,Kidney,50594,Intermediate
1,,1,,10090.0,7281,,In vivo,A,2113.0,,,Mus musculus,,N,CHEMBL621760,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,10107,,Kidney,50594,Intermediate
1,,1,,10090.0,7282,,In vivo,A,2107.0,,,Mus musculus,,N,CHEMBL621761,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,10107,,Liver,50594,Intermediate
1,,1,,10090.0,7283,,In vivo,A,2107.0,,,Mus musculus,,N,CHEMBL621762,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,10107,,Liver,50594,Intermediate
1,,1,,10090.0,7284,,In vivo,A,2107.0,,,Mus musculus,,N,CHEMBL621763,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,10107,,Liver,50594,Intermediate
1,,1,,10090.0,7285,,In vivo,A,2107.0,,,Mus musculus,,N,CHEMBL624502,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,10107,,Liver,50594,Intermediate
1,,1,,10090.0,7286,,In vivo,A,2107.0,,,Mus musculus,,N,CHEMBL624503,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,10107,,Liver,50594,Intermediate
1,,1,,10090.0,7287,,In vivo,A,2107.0,,,Mus musculus,,N,CHEMBL624504,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,10107,,Liver,50594,Intermediate
1,,1,,10090.0,7288,,In vivo,A,2107.0,,,Mus musculus,,N,CHEMBL624505,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,10107,,Liver,50594,Intermediate
1,,1,,10090.0,7289,,In vivo,A,2048.0,,,Mus musculus,,N,CHEMBL624506,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,10107,,Lung,50594,Intermediate
1,,1,478.0,9606.0,7290,,,F,,,,Homo sapiens,A2780,N,CHEMBL624507,BAO_0000219,In vitro cytotoxicity against A2780 (human ovarian cancer),5895,,,81034,Intermediate
1,,1,478.0,9606.0,7291,,,F,,,,Homo sapiens,A2780,N,CHEMBL624508,BAO_0000219,In vitro cytotoxicity against the paclitaxel sensitive human breast carcinoma cell line A2780,6338,,,81034,Intermediate
1,,1,478.0,9606.0,7292,,,F,,,,Homo sapiens,A2780,N,CHEMBL624509,BAO_0000219,In vitro cytotoxicity against. ovarian carcinoma cell line A2780.,15163,,,81034,Intermediate
1,,1,478.0,9606.0,7293,,,F,,,,Homo sapiens,A2780,N,CHEMBL624510,BAO_0000219,In vitro cytotoxicity against. ovarian carcinoma cell line A2780cisR (cisplatin resistant counter part of A2780).,15163,,,81034,Intermediate
1,,1,478.0,9606.0,7294,,,F,,,,Homo sapiens,A2780,N,CHEMBL875956,BAO_0000219,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cell line,15000,,,81034,Expert
1,,1,478.0,9606.0,7295,,,F,,,,Homo sapiens,A2780,N,CHEMBL839885,BAO_0000219,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cisplatin resistant cell line,15000,,,81034,Expert
1,,1,478.0,9606.0,7296,,,F,,,,Homo sapiens,A2780,N,CHEMBL624511,BAO_0000219,In vitro cytotoxicity against A2780 ovarian cells using the sulforhodamine B(SRB) assay.,14729,,,81034,Expert
1,,1,478.0,9606.0,7297,,,F,,,,Homo sapiens,A2780,N,CHEMBL624512,BAO_0000219,In vitro cytotoxicity against A2780 cell line,17270,,,81034,Intermediate
1,,1,478.0,9606.0,7298,,,F,,,,Homo sapiens,A2780,N,CHEMBL624513,BAO_0000219,In vitro growth inhibitory activity against A2780 human ovarium carcinoma cell line was determined,5685,,,81034,Intermediate
1,,1,478.0,9606.0,7299,,,F,,,,Homo sapiens,A2780,N,CHEMBL624514,BAO_0000219,In vitro inhibitory activity against human ovarian cancer A2780 cell line,3563,,,81034,Intermediate
