SRASSI,Descri,ASI,RELTY,ASSORG,ASSSTR,VAI,DOI,Ti,CONFISC,ASST,BAFO,CI,ASTET,SRI,CHI,TISI,ASCAT,ASSTI,CURB,ASTIS,ASSSUBCELFRA,ASSCTY
,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Frontal cortex DA,10378,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL626240,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed at 3 h postdrug against at a dose of 20 mg/kg Frontal cortex DOPAC,10379,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL626241,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Frontal cortex HVA,10380,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL626242,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Frontal cortex NE,10381,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL626243,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Hippocampus 5-HIAA,10382,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL626244,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Hippocampus 5-HT; below level of detection,10383,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL626907,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Hippocampus DA; below level of detection,10384,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL626908,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Hippocampus DOPAC; below level of detection,10385,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL626909,,,10116.0,Intermediate,,,
,Momoamine and metabolic levels observed at 3 hr postdrug against at a dose of 20 mg/kg Hippocampus HVA; below level of detection,10386,N,Rattus norvegicus,,,11020,50597,1,A,BAO_0000218,,,1,CHEMBL626910,,,10116.0,Intermediate,,,
,Percent total excretion of acetaminophen cysteine conjugate,10387,N,Rattus norvegicus,,,7449,50597,1,F,BAO_0000218,,,1,CHEMBL875342,,,10116.0,Intermediate,,,
,Percent total excretion of acetaminophen glucuronide,10388,N,Rattus norvegicus,,,7449,50597,1,F,BAO_0000218,,,1,CHEMBL626911,,,10116.0,Intermediate,,,
,Percent total excretion of acetaminophen sulfate,10389,N,Rattus norvegicus,,,7449,50597,1,F,BAO_0000218,,,1,CHEMBL626912,,,10116.0,Intermediate,,,
,Percent total excretion of acetaminophen-mercapturic acid,10390,N,Rattus norvegicus,,,7449,50597,1,F,BAO_0000218,,,1,CHEMBL627065,,,10116.0,Intermediate,,,
,Amount of urine output was measured in rat at a dose of 10 mg/kg administered orally,10391,N,Rattus norvegicus,,,3172,50597,1,A,BAO_0000218,,,1,CHEMBL627066,1088.0,,10116.0,Intermediate,Urine,,
,Volume of distribution in Male Sprague-Dawley rats after intravenous administration at a dose of 10 mg/kg,10392,N,Rattus norvegicus,,,16456,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627067,,,10116.0,Intermediate,,,
,Biodistribution of compound in rat muscle after 5 min of administration,10393,U,ratrat,,,10839,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627068,2385.0,,8656.0,Autocuration,Muscle tissue,,
,Biodistribution of compound in rat muscle after 5 min of administration.,10394,U,ratrat,,,10839,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627069,2385.0,,8656.0,Autocuration,Muscle tissue,,
,Plasma clearance was reported after intravenous administration at a dose of 1 mg/kg in Abraham sheep (female),10395,U,Ovis aries,,,5334,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627070,,,9940.0,Autocuration,,,
,Plasma clearance was reported after oral administration at a dose of 2 mg/kg in Abraham sheep (female),10396,U,Ovis aries,,,5334,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627071,,,9940.0,Autocuration,,,
,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Abraham sheep (female),10397,U,Ovis aries,,,5334,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627072,,,9940.0,Autocuration,,,
,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Abraham sheep (female),10398,U,Ovis aries,,,5334,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627073,,,9940.0,Autocuration,,,
,Volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Abraham sheep (female),10399,U,Ovis aries,,,5334,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL625387,,,9940.0,Autocuration,,,
,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Abraham sheep (female),10400,U,Ovis aries,,,5334,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL625388,,,9940.0,Autocuration,,,
,Plasma half-life period (0-8 h) was reported after intravenous administration at a dose of 1 mg/kg in Abraham sheep (female),10401,U,Ovis aries,,,5334,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL625389,1969.0,,9940.0,Autocuration,Plasma,,
,Plasma half-life period (0-8 h) was reported after oral administration at a dose of 2 mg/kg in Abraham sheep (female),10402,U,Ovis aries,,,5334,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL875343,1969.0,,9940.0,Autocuration,Plasma,,
,Biological half life period of compound was measured against snake venom phosphodiesterase (SVPDE),10403,N,Serpentes,,,1735,50497,1,A,BAO_0000218,,,1,CHEMBL876795,,,8570.0,Intermediate,,,
,Half life (t) of enzymatic phosphodiester hydrolysis of compound towards snake venom (SV-PDE) at a concentration of 4 microg,10404,N,Serpentes,,,1469,50497,1,A,BAO_0000218,,,1,CHEMBL626552,,,8570.0,Intermediate,,,
,Enzymatic stability was assessed with snake venom phosphodiesterase (SV PDE) exonuclase,10405,N,Serpentes,,,1336,50497,1,A,BAO_0000218,,,1,CHEMBL626553,,,8570.0,Intermediate,,,
,The human biological plasma half life of the compound,10406,U,Homo sapiens,,,12403,22224,0,A,BAO_0000366,,,1,CHEMBL626554,1969.0,,9606.0,Autocuration,Plasma,,
,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 100 mg/Kg,10407,N,Rattus norvegicus,,,8151,50597,1,A,BAO_0000218,,,1,CHEMBL626555,1088.0,,10116.0,Intermediate,Urine,,
,Distribution of Se-75 activity in Adrenal of female Sprague-Dawley Rat 120 min after iv administration compound,10408,N,Rattus norvegicus,,,8004,50597,1,A,BAO_0000218,,,1,CHEMBL626556,,,10116.0,Intermediate,,,
,Distribution of Se-75 activity in Adrenal of female Sprague-Dawley Rat 15 after iv administration of compound,10409,N,Rattus norvegicus,,,8004,50597,1,A,BAO_0000218,,,1,CHEMBL626557,,,10116.0,Intermediate,,,
,Distribution of Se-75 activity in Adrenal of female Sprague-Dawley Rat 240 min after iv administration compound,10410,N,Rattus norvegicus,,,8004,50597,1,A,BAO_0000218,,,1,CHEMBL626558,,,10116.0,Intermediate,,,
,Distribution of Se-75 activity in Adrenal of female Sprague-Dawley Rat 30 min after iv administration of compound,10411,N,Rattus norvegicus,,,8004,50597,1,A,BAO_0000218,,,1,CHEMBL626559,,,10116.0,Intermediate,,,
,Distribution of Se-75 activity in Adrenal of female Sprague-Dawley Rat 5 min after iv administration of compound,10412,N,Rattus norvegicus,,,8004,50597,1,A,BAO_0000218,,,1,CHEMBL626560,,,10116.0,Intermediate,,,
,Distribution of Se-75 activity in Adrenal of female Sprague-Dawley Rat 60 min after iv administration of compound,10413,N,Rattus norvegicus,,,8004,50597,1,A,BAO_0000218,,,1,CHEMBL876803,,,10116.0,Intermediate,,,
,Distribution of Se-75 activity in Heart of female Sprague-Dawley Rat 120 min after iv administration compound,10414,N,Rattus norvegicus,,,8004,50597,1,A,BAO_0000218,,,1,CHEMBL627964,,,10116.0,Intermediate,,,
,Distribution of Se-75 activity in Heart of female Sprague-Dawley Rat 15 min after iv administration of compound,10415,N,Rattus norvegicus,,,8004,50597,1,A,BAO_0000218,,,1,CHEMBL627965,,,10116.0,Intermediate,,,
,Distribution of Se-75 activity in Heart of female Sprague-Dawley Rat 240 min after iv administration compound,10416,N,Rattus norvegicus,,,8004,50597,1,A,BAO_0000218,,,1,CHEMBL627966,,,10116.0,Intermediate,,,
,Distribution of Se-75 activity in Heart of female Sprague-Dawley Rat 30 min after iv administration of compound,10417,N,Rattus norvegicus,,,8004,50597,1,A,BAO_0000218,,,1,CHEMBL627967,,,10116.0,Intermediate,,,
,Distribution of Se-75 activity in Heart of female Sprague-Dawley Rat 5 min after iv administration of compound,10418,N,Rattus norvegicus,,,8004,50597,1,A,BAO_0000218,,,1,CHEMBL627968,,,10116.0,Intermediate,,,
,Distribution of Se-75 activity in Heart of female Sprague-Dawley Rat 60 min after iv administration of compound,10419,N,Rattus norvegicus,,,8004,50597,1,A,BAO_0000218,,,1,CHEMBL627969,,,10116.0,Intermediate,,,
,Distribution of Se-75 activity in Liver of female Sprague-Dawley Rat 5 min after iv administration of compound,10420,N,Rattus norvegicus,,,8004,50597,1,A,BAO_0000218,,,1,CHEMBL627970,,,10116.0,Intermediate,,,
,Distribution of Se-75 activity in blood of female Sprague-Dawley Rat 120 min after iv administration of compound,10421,N,Rattus norvegicus,,,8004,50597,1,A,BAO_0000218,,,1,CHEMBL627971,178.0,,10116.0,Intermediate,Blood,,
,Distribution of Se-75 activity in blood of female Sprague-Dawley Rat 240 min after iv administration of compound,10422,N,Rattus norvegicus,,,8004,50597,1,A,BAO_0000218,,,1,CHEMBL627972,178.0,,10116.0,Intermediate,Blood,,
,Dissociation constant against binding to human cyclophilin A,10423,D,Homo sapiens,,,15917,180,9,B,BAO_0000357,,,1,CHEMBL856029,,,9606.0,Expert,,,
,Michaelis-Menten constant for inhibitory activity against bovine liver glyoxalase II,10424,H,Bos taurus,,,12396,11591,8,B,BAO_0000019,,,1,CHEMBL627973,,,9913.0,Expert,,,
,-Log C was determined by performing the electroshock minimum test,10425,U,,,,7065,22224,0,A,BAO_0000019,,,1,CHEMBL627974,,,,Autocuration,,,
,-Log C was determined by performing the foot shock test,10426,U,,,,7065,22224,0,A,BAO_0000019,,,1,CHEMBL627975,,,,Autocuration,,,
,-Log C was determined by performing the incl screen test,10427,U,,,,7065,22224,0,A,BAO_0000019,,,1,CHEMBL627976,,,,Autocuration,,,
,-Log C was determined by performing the maximum electroshock test,10428,U,,,,7065,22224,0,A,BAO_0000019,,,1,CHEMBL627977,,,,Autocuration,,,
,-Log C was determined by performing the pentylenetetrazole test,10429,U,,,,7065,22224,0,A,BAO_0000019,,,1,CHEMBL627978,,,,Autocuration,,,
,Tested for experimental arotinoid inhibitory dose,10430,U,,,,12415,22224,0,A,BAO_0000019,,,1,CHEMBL627979,,,,Autocuration,,,
,Negative log transformed activity,10431,U,,,,10256,22224,0,A,BAO_0000019,,,1,CHEMBL876804,,,,Autocuration,,,
,"Negative log of Langmuir's alpha constant (-log alpha), which is inversely proportional to the effective binding constant (protein binding)",10432,U,,,,7991,22224,0,A,BAO_0000019,,,1,CHEMBL627980,,,,Autocuration,,,
,Dissociation constant was evaluated on guinea pig bladder at M3 muscarinic receptor,10433,N,Cavia porcellus,,,14342,50512,1,A,BAO_0000218,,,1,CHEMBL627981,,,10141.0,Intermediate,,,
,Dissociation constant was evaluated on guinea pig heart (force) at M2 muscarinic receptor,10434,N,Cavia porcellus,,,14342,50512,1,A,BAO_0000218,,,1,CHEMBL627982,,,10141.0,Intermediate,,,
,Dissociation constant was evaluated on guinea pig heart (rate) at M2 muscarinic receptor,10435,N,Cavia porcellus,,,14342,50512,1,A,BAO_0000218,,,1,CHEMBL627983,,,10141.0,Intermediate,,,
,Dissociation constant was evaluated on guinea pig ileum at M3 muscarinic receptor,10436,N,Cavia porcellus,,,14342,50512,1,A,BAO_0000218,,,1,CHEMBL627984,2116.0,,10141.0,Intermediate,Ileum,,
,Solubility in water was determined; values expressed as -log,10437,U,,,,6047,22229,0,P,BAO_0000100,,,1,CHEMBL627985,,,,Autocuration,,,
,Ratio of Kcat to that of Km was determined,10438,U,,,,17269,22224,0,A,BAO_0000019,,,1,CHEMBL627986,,,,Autocuration,,,
,Observed first order rate constant,10439,U,,,,10026,22224,0,A,BAO_0000019,,,1,CHEMBL627987,,,,Autocuration,,,
,Fraction of 88Y (%) released from chelate after incubation in serum for 15 hours,10440,U,,,,14583,22224,0,A,BAO_0000019,,,1,CHEMBL627988,,,,Autocuration,,,
,Compound was evaluated for bioavailability after treatment with oral dose of 2 mgkg to female wistar rats,10441,N,Rattus norvegicus,,,2661,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627989,,,10116.0,Intermediate,,,
,Compound was evaluated for bioavailability after treatment with oral dose of 2 mgkg to male wistar rats,10442,N,Rattus norvegicus,,,2661,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627990,,,10116.0,Intermediate,,,
,Oral Bioavailability after administration of 10 mg/kg in male rat,10443,N,Rattus norvegicus,,,4029,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL876805,,,10116.0,Intermediate,,,
,Oral bioavailability in rat (dose 10 mg/kg i.v. and 50 mg/kg p.o.),10444,N,Rattus norvegicus,,,17735,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627991,,,10116.0,Intermediate,,,
,Oral bioavailability in rat,10445,N,Rattus norvegicus,,,4576,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627992,,,10116.0,Intermediate,,,
,Oral bioavailability after oral (po) administration at a dose of 10 mg/kg was measured in rats,10446,N,Rattus norvegicus,,,17582,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627993,,,10116.0,Intermediate,,,
,Oral bioavailability at 1 mg/kg was determined in rat,10447,N,Rattus norvegicus,,,17651,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622817,,,10116.0,Intermediate,,,
,Oral bioavailability at 10 mg/kg was determined in rat,10448,N,Rattus norvegicus,,,17651,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622818,,,10116.0,Intermediate,,,
,"Oral bioavailability in fischer rats at 30 mg/kg dose, administered perorally",10449,N,Rattus norvegicus,,,17670,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622819,,,10116.0,Intermediate,,,
,Oral bioavailability in rat,10450,N,Rattus norvegicus,,,5045,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL872267,,,10116.0,Intermediate,,,
,Oral bioavailability in rat,10451,N,Rattus norvegicus,,,1696,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622820,,,10116.0,Intermediate,,,
,Oral bioavailability after intravenous administration in rats at 24 uM/kg,10452,N,Rattus norvegicus,,,17764,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622821,,,10116.0,Intermediate,,,
,Oral bioavailability in rat,10453,N,Rattus norvegicus,,,6448,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622822,,,10116.0,Intermediate,,,
,Oral bioavailability in rat,10454,N,Rattus norvegicus,,,6596,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622823,,,10116.0,Intermediate,,,
,Oral bioavailability in rat,10455,N,Rattus norvegicus,,,17547,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622824,,,10116.0,Intermediate,,,
,Oral bioavailability in rat at a dose of 3 mg/kg,10456,N,Rattus norvegicus,,,17771,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622825,,,10116.0,Intermediate,,,
,Oral bioavailability in rat after oral administration at 10 mg/kg,10457,N,Rattus norvegicus,,,6495,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622901,,,10116.0,Intermediate,,,
,Oral bioavailability in rat,10458,N,Rattus norvegicus,,,4558,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622902,,,10116.0,Intermediate,,,
,Oral bioavailability in rat,10459,N,Rattus norvegicus,,,17596,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621844,,,10116.0,Intermediate,,,
,Oral bioavailability in Dawley rats,10460,N,Rattus norvegicus,,,6827,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621845,,,10116.0,Intermediate,,,
,Oral bioavailability,10461,N,Rattus norvegicus,,,4026,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621846,,,10116.0,Intermediate,,,
,Oral bioavailability in rat (dose 30 mg/kg),10462,N,Rattus norvegicus,,,10,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621847,,,10116.0,Intermediate,,,
,Bioavailability in rat at a concentration of 15 mg/kg perorally in rat along with 100 mg/kg 11,10463,N,Rattus norvegicus,,,17717,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL877609,,,10116.0,Intermediate,,,
,Bioavailability in rat (dose 3 mg/kg i.v.),10464,N,Rattus norvegicus,,,17717,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621848,,,10116.0,Intermediate,,,
,Bioavailability in rat at a concentration of 60 mg/kg perorally in rat along with 100 mg/kg 11,10465,N,Rattus norvegicus,,,17717,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL621849,,,10116.0,Intermediate,,,
,Oral bioavailability in rat (dose 60 mg/kg p.o.),10466,N,Rattus norvegicus,,,17717,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622030,,,10116.0,Intermediate,,,
,Percent oral bioavailability determined in rats,10467,N,Rattus norvegicus,,,4796,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622031,,,10116.0,Intermediate,,,
,Tested for percent bioavailability after oral administration to Sprague-Dawley rat at dosage of 0.2 mg/kg,10468,N,Rattus norvegicus,,,4883,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622032,,,10116.0,Intermediate,,,
,The compound was evaluated for bioavailability in rats; 32-51,10469,N,Rattus norvegicus,,,2137,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622033,,,10116.0,Intermediate,,,
,Bioavailability in rat (dose 20 mg/kg p.o.),10470,N,Rattus norvegicus,,,2959,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622034,,,10116.0,Intermediate,,,
,Oral bioavailability in rat,10471,N,Rattus norvegicus,,,1361,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622035,,,10116.0,Intermediate,,,
,Bioavailability percent in rat at the dose of 2 mg/kg,10472,N,Rattus norvegicus,,,4727,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL882966,,,10116.0,Intermediate,,,
,Bioavailability was evaluated after 20 uM/kg of peroral administration,10473,N,Rattus norvegicus,,,16423,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622036,,,10116.0,Intermediate,,,
,Oral bioavailability in rat,10474,N,Rattus norvegicus,,,5206,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622037,,,10116.0,Intermediate,,,
,Oral bioavailability in rat,10475,N,Rattus norvegicus,,,6448,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622038,,,10116.0,Intermediate,,,
,Bioavailability in rats,10476,N,Rattus norvegicus,,,17723,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622039,,,10116.0,Intermediate,,,
,Biodistribution of radiolabeled compound in rat blood after 24 hr postinjection activity expressed as %ID/Organ,10477,N,Rattus norvegicus,,,17738,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622040,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution of radiolabeled compound in rat blood after 24 hr activity expressed as %ID/Organ,10478,N,Rattus norvegicus,,,17738,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622041,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution of radiolabeled compound in rat blood after 2 hr activity expressed as %ID/Organ,10479,N,Rattus norvegicus,,,17738,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622042,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution of radiolabeled compound in rat blood after 30 min activity expressed as %ID/Organ,10480,N,Rattus norvegicus,,,17738,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622043,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution of radiolabeled compound in rat blood after 5 min activity expressed as %ID/Organ,10481,N,Rattus norvegicus,,,17738,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622044,178.0,,10116.0,Intermediate,Blood,,
,Biodistribution of radiolabeled compound in rat bone after 24 hr activity expressed as %ID/Organ,10482,N,Rattus norvegicus,,,17738,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622045,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution of radiolabeled compound in rat bone after 2 hr activity expressed as %ID/Organ,10483,N,Rattus norvegicus,,,17738,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622046,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution of radiolabeled compound in rat bone after 30 min activity expressed as %ID/Organ,10484,N,Rattus norvegicus,,,17738,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622047,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution of radiolabeled compound in rat bone after 5 min activity expressed as %ID/Organ,10485,N,Rattus norvegicus,,,17738,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL877610,10000001.0,,10116.0,Intermediate,Bone,,
,Biodistribution of radiolabeled compound in rat brain after 24 hr activity expressed as %ID/Organ,10486,N,Rattus norvegicus,,,17738,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622048,955.0,,10116.0,Intermediate,Brain,,
,Biodistribution of radiolabeled compound in rat brain after 2 hr activity expressed as %ID/Organ,10487,N,Rattus norvegicus,,,17738,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622049,955.0,,10116.0,Intermediate,Brain,,
,Biodistribution of radiolabeled compound in rat brain after 30 min activity expressed as %ID/Organ,10488,N,Rattus norvegicus,,,17738,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL622050,955.0,,10116.0,Intermediate,Brain,,
