assay_id,assay_tax_id,assay_test_type,relationship_type,assay_category,doc_id,assay_strain,tid,assay_type,assay_organism,assay_cell_type,description,assay_tissue,assay_subcellular_fraction,confidence_score,curated_by,src_id
4257,,,H,,11087,,12166,B,,,The compound was tested for the in vitro inhibition of 5-lipoxygenase from the 20000 g supernatant of RBI-1 cells; NS indicates nonsignificant inhibition at 32 uM concentration,,,8,Autocuration,1
4258,,,H,,496,,12166,B,,RBL1,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells at 1.0 uM,,,8,Autocuration,1
4259,,,H,,496,,12166,B,,RBL1,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells at 10 uM,,,8,Autocuration,1
4260,,,H,,13986,,12166,F,,RBL1,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.1 uM,,,8,Autocuration,1
4261,,,H,,13986,,12166,F,,RBL1,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.195 uM,,,8,Autocuration,1
4262,,,H,,13986,,12166,F,,RBL1,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.2 at uM,,,8,Autocuration,1
4263,,,H,,13986,,12166,F,,RBL1,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.25 uM,,,8,Autocuration,1
4264,,,H,,13986,,12166,F,,RBL1,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.39,,,8,Autocuration,1
4265,,,H,,13986,,12166,F,,RBL1,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.39 uM,,,8,Autocuration,1
4266,,,H,,13986,,12166,F,,RBL1,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.195 uM,,,8,Autocuration,1
4267,,,H,,13986,,12166,F,,RBL1,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.2 uM,,,8,Autocuration,1
4268,,,H,,13986,,12166,F,,RBL1,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.39 uM,,,8,Autocuration,1
4269,22042.0,,D,,13986,,12166,F,Rattusnogbegic7s,,Inhibition of 5-lipoxygenase on rat basophil leukemia cell (RBL-2H3) lysate as 5-HETE production at 32 uM,,,9,Expert,1
4270,,,H,,10193,,12166,B,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase,,,8,Autocuration,1
4271,,,H,,9295,,12166,B,,,Compound was tested for the percent of inhibition against 5-LO at 10 uM,,,8,Autocuration,1
4272,,,H,,4717,,12166,B,,RBL1,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 1 uM concentration,,,8,Autocuration,1
4273,,,H,,4717,,12166,B,,RBL1,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 10 uM concentration,,,8,Autocuration,1
4274,,,H,,11854,,12166,B,,RBL1,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line,,,8,Autocuration,1
4275,,,H,,11854,,12166,B,,RBL1,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line at 10 uM,,,8,Autocuration,1
4276,,,H,,11854,,12166,B,,RBL1,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line at 16 uM,,,8,Autocuration,1
4277,,,H,,10193,,12166,B,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 10 uM,,,8,Autocuration,1
4278,,,H,,9295,,12166,B,,RBL1,Percent inhibition against RBL-1 5-LO in vitro at 10 uM,,,8,Autocuration,1
4279,,,H,,9295,,12166,B,,RBL1,Percent inhibition against RBL-1 5-LO in vitro at 100 uM,,,8,Autocuration,1
4280,,,H,,9295,,12166,B,,RBL1,Percent inhibition against RBL-1 5-LO in vitro at 30 uM,,,8,Autocuration,1
4281,,,H,,9295,,12166,B,,RBL1,Percent inhibition against RBL-1 5-LO in vitro at 300 uM,,,8,Autocuration,1
4282,,,H,,165,,12166,B,,RBL1,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 20 uM,,,8,Autocuration,1
4283,,,H,,11311,,12166,B,,,The compound was tested for inhibition against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] at 10 uM concentration,,,8,Autocuration,1
4284,37071.0,,H,,10489,,12166,B,Hok9sapiens,RBL1,In vitro inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells(RBL-1),,,8,Expert,1
4285,8582.0,,D,,10489,,12166,B,5attusn0rvegic6s,RBL1,In vitro inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells(RBL-1),,,9,Expert,1
4286,17716.0,,D,,10489,,12166,B,Rattudn8rvenicus,RBL1,Logarithmic value of inhibitory concentration against 5-lipoxygenase in rat basophilic leukemia cells (RBL-1),,,9,Expert,1
4287,23301.0,,D,,14799,,12166,B,Rat6usborveglcus,,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells,,,9,Autocuration,1
4288,55411.0,,H,,9295,,12054,B,Gl5cibemax,,Compound was tested for the percent of inhibition against soybean 15-LO (at 100 uM),,,8,Autocuration,1
4289,,,U,,16811,,22226,B,,,"Inhibitory activity against 5-lipoxygenase, by using soybean lipoxygenase spectrophotometric assay",,,0,Autocuration,1
4290,,,H,,168,,55,B,,,In vitro inhibition of 5-Lipoxygenase; Inactive.,,,8,Expert,1
4291,,,H,,6309,,55,B,,,Inhibitory concentration against 5-lipoxygenase was determined; No inhibition,,,8,Autocuration,1
4292,,,H,,6309,,55,B,,,Inhibitory concentration against 5-lipoxygenase; No inhibition,,,8,Autocuration,1
4293,,,H,,3092,,55,B,,RBL1,Evaluated for inhibitory activity against RBL-1 cell 5-lipoxygenase in guinea pig,,,8,Autocuration,1
4294,,,H,,168,,55,B,,,Inhibitory activity against 5-lipoxygenase.,,,8,Expert,1
4295,,,H,,168,,55,B,,,Inhibitory Activity against 5-Lipoxygenase was determined; IA=Inactive,,,8,Autocuration,1
4296,,,H,,168,,55,B,,,Inhibitory Activity against 5-Lipoxygenase was determined; IA=Inactive at concentrations less than 32 uM,,,8,Autocuration,1
4297,,,H,,168,,55,B,,,Inhibitory Activity against 5-Lipoxygenase was determined; NA=No significant inhibitory activity up to 300 uM,,,8,Autocuration,1
4298,,,H,,12338,,55,F,,,Inhibitory concentration against arachidonic acid 5-lipoxygenation,,,8,Expert,1
4299,,,H,,4501,,55,B,,,Tested for the inhibitory activity against 5-lipoxygenase,,,8,Autocuration,1
4300,,,H,,1132,,55,B,,,Compound was tested for its inhibitory activity against 5-lipoxygenase,,,8,Autocuration,1
4301,,,H,,2117,,55,B,,,Compound was tested for inhibition of 5-lipoxygenase at 50 uM; NI means no inhibition was observed,,,8,Autocuration,1
4302,,,H,,168,,55,B,,,Inhibitory Activity against 5-Lipoxygenase at 30 uM was determined; Weakly active,,,8,Autocuration,1
4303,,,H,,168,,55,B,,,Inhibitory Activity against 5-Lipoxygenase at concentration 32 uM was determined,,,8,Autocuration,1
4304,,,H,,13575,,12166,B,,RBL1,Concentration required to inhibit RBL-1 supernatant 5-lipoxygenase,,,8,Autocuration,1
4305,,,H,,11089,,12166,B,,,,,,8,Autocuration,1
4306,,,H,,216,,10102,B,,,Compound was tested for its binding activity towards 5-lipoxygenase activating protein (FLAP),,,8,Autocuration,1
4307,,,H,,13165,,10102,B,,,Inhibition of 5-lipoxygenase activating protein using human leukocyte membrane preparations,,,8,Autocuration,1
4308,,,H,,3278,,10102,B,,,Measuring the affinity of leukotriene synthesis inhibitor for 5-Lipoxygenase activating protein (FLAP) by using [125I]L-691831 as radioligand.,,,8,Autocuration,1
4309,,,H,,3278,,10102,B,,,Measuring the affinity of leukotriene synthesis inhibitor for 5-lipoxygenase activating protein by using [125I]L-691831 as radioligand.,,,8,Expert,1
4310,,,H,,11966,,10102,B,,,Tested for inhibition of leukotriene biosynthesis by binding to 5-lipoxygenase activating protein,,,8,Autocuration,1
4311,,,H,,175,,10102,B,,,"The compound was tested for the inhibition of binding of [125I]- L- 691,831 binding to 5-lipoxygenase activating protein",,,8,Autocuration,1
4312,,,H,,175,,10102,B,,,"The compound was tested for the inhibition of binding of [125I]- L- 691,831 binding to 5-lipoxygenase activating protein (FLAP)",,,8,Autocuration,1
4313,,,H,,13449,,10102,B,,,Binding affinity of compound for 5-lipoxygenase activating protein protein by FLAP binding assay,,,8,Autocuration,1
4314,,,H,,12014,,11238,B,,,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane,,,8,Autocuration,1
4315,,,H,,12014,,11238,B,,,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane (R metabolically resistant),,,8,Autocuration,1
4316,,,H,,12014,,11238,B,,,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane (S substrate),,,8,Autocuration,1
4317,,,S,,99,,100284,B,,,Inhibition of protein biosynthesis at the level of the peptidyl transferase center of the 50 s ribosomal subunit,,,2,Intermediate,1
4318,34137.0,,U,,4349,,22226,F,Homosapifnd,,The dark toxicity against 543 human galactophore carcinoma cells,,,0,Autocuration,1
4319,1640.0,,N,,4071,,80623,F,Homkswpiens,Psnrl56tumourcelkkines,Tested in vitro for cytotoxicity against 56 human tumor cell lines,,,1,Expert,1
4320,13058.0,,N,,17589,,80008,F,H0mosspiens,5637,Cytotoxic activity against human 5637 cell line at 20 uM expressed as percent growth value,,,1,Expert,1
4321,22331.0,,N,,15002,,80008,F,Homosapj3ns,5637,Antitumor activity was evaluated against human bladder carcinoma cell line 5637.,,,1,Intermediate,1
4322,49849.0,,N,,13958,,80008,F,Hokosaliens,5637,"Compound was tested for antiproliferative activity against 5637, human bladder carcinoma cell line",,,1,Intermediate,1
4323,24713.0,,N,,17589,,80008,F,Hokosapiena,5637,Growth inhibition against human 5637 cell lines,,,1,Expert,1
4324,5624.0,,N,,16748,,80008,F,nomoswpiens,5637,Antitumor activity against human bladder carcinoma 5637 cells.,,,1,Expert,1
4325,226.0,,N,,16747,,80008,F,Hom8sa0iens,5637,Antitumor activity against human bladder carcinoma 5637 cells,,,1,Intermediate,1
4326,36509.0,,N,,16747,,80008,F,Homosaoiejs,5637,Antitumor activity against human bladder carcinoma 5637 cells,,,1,Intermediate,1
4327,37808.0,,D,,15285,,10443,B,B0staurus,,In vitro inhibition of bovine trypsin(Trp).,,,9,Expert,1
4328,4983.0,,H,,3726,,240,B,C2rvo9ithecidae,CV1,Transcriptional activation in CV-1 cells expressing retinoic acid gamma receptor,,,8,Expert,1
4329,,,H,,5033,,10577,B,,,Ability to displace the radioligand [125I](-)-iodocyanopindolol from rat striatal 5-HT1B receptor,,,8,Autocuration,1
4330,,,H,,11756,,104698,F,,,In vitro antagonism of the 5-HT-3 receptor determined by inhibition of 5-HT-induced depolarization of the isolated rat vagus nerve.,,,6,Autocuration,1
4331,,Ibvivo,U,,11953,,22226,F,,,Concentration required to inhibit pressor response to serotonin after 15 min i.v. administration of compound mediated via activation of vascular 5-HT2 receptors in rat,,,0,Autocuration,1
4332,10939.0,,D,,5033,,20033,B,Caviap0rceklus,,Ability to displace the radioligand [3H]GR-113808 from guinea pig striatum 5-HT4 receptor,,,9,Intermediate,1
4333,14350.0,,H,,11347,,17045,A,Rattusnkrvrgjcus,,Inhibition of progesterone 6-beta-hydroxylase in rat hepatic microsomes,,Microsomes,8,Expert,1
4334,11825.0,,H,,11347,,17045,A,3wttusno3vegicus,,Inhibition of progesterone 6-beta-hydroxylase in rat hepatic microsomes,,Microsomes,8,Expert,1
4335,,,U,,1229,,22226,F,,,In vitro anticancer activity against 6 NCI ovarian cancer cell lines; inactive,,,0,Intermediate,1
4336,,,U,,1229,,22226,F,,,In vitro anticancer activity against 6 NCI ovarian cancer cell lines; inactive,,,0,Intermediate,1
4337,20932.0,,H,,17588,,11938,B,Tr6pahos8mabrucei,,Inhibition constant against 6-phosphogluconate dehydrogenase of Trypanosoma brucei expressed in Escherichia coli,,,8,Expert,1
4338,28353.0,,H,,17588,,11938,B,Trypanosomabguseu,,Inhibition constant against 6-phosphogluconate dehydrogenase of Trypanosoma brucei expressed in Escherichia coli; NI denotes no inhibition,,,8,Autocuration,1
4339,8813.0,,H,,17588,,11938,B,Ovisarles,,Inhibition constant against 6-phosphogluconate dehydrogenase of sheep liver,,,8,Expert,1
4340,12699.0,,H,,17588,,11938,B,Ogisaries,,Inhibition constant against 6-phosphogluconate dehydrogenase of sheep liver; NI denotes no inhibition,,,8,Autocuration,1
4341,,,H,,16485,,11938,B,,,log Kd which is the binding affinity against 6-phosphogluconate dehydrogenase,,,8,Autocuration,1
4342,45990.0,,U,,4337,,22226,F,Homosspifns,,Average inhibitory concentration against 60 human cell lines was reported,,,0,Intermediate,1
4343,13132.0,,U,,4112,,22226,F,Hon9sapiens,,Inhibition of proliferation in NCI panel of 60 human tumor cell lines,,,0,Expert,1
4344,3113.0,,N,,16160,,80315,F,Homosx0iens,PanepNsI6060sarcinomaxwlllined,Cancer specificity was measured from the +/- value under average log LC50 60-cell line,,,1,Intermediate,1
4345,48535.0,,N,,16160,,80315,F,Homosapiemd,oahelNCI6960cafcinomacdlilines,Cancer specificity was measured from the +/- value under average log LC50 60-cell line. ,,,1,Intermediate,1
4346,,,N,,17376,,80315,F,,PanelNCI5060cardinomqceilllhes,In vitro mean growth inhibitory activity against 60-cell panel,,,1,Expert,1
4347,,,N,,17376,,80315,F,,PaneljxI6960carcinokwcelllinec,In vitro mean growth lethal concentration against 60-cell panel,,,1,Expert,1
4348,,,N,,17376,,80315,F,,PanelbCI6p60ca4cinonacelliinec,In vitro mean growth lethal concentration in colon subpanel against 60-cell panel,,,1,Expert,1
4349,,,N,,17376,,80315,F,,PqnelNCIt060carcinomac2ollinfe,In vitro mean growth lethal concentration in renal subpanel against 60-cell panel,,,1,Expert,1
4350,,,H,,3241,,104775,F,,,Inhibition of CK-II-mediated 60S acidic ribosomal P protein activity at 10 uM,,,4,Autocuration,1
4351,,,H,,3241,,104775,F,,,Inhibition of CK-II-mediated 60S acidic ribosomal P protein activity at 10 uM,,,4,Autocuration,1
4352,,,H,,3725,,275,B,,,Transcriptional activation in CV-1 expressing retinoid X receptor RXR alpha,,,8,Expert,1
4353,14987.0,,N,,10805,,50425,F,Plash9viumfalcipar7m,,Inhibitory activity against Plasmodium falciparum 68 neutral proteinase,,,1,Expert,1
4354,28691.0,,N,,10805,,50425,F,0lasjoeiumralciparum,,In vitro inhibition of Plasmodium falciparum 68 neutral proteinase activity by reinvasion of red blood cells,,,1,Expert,1
4355,21921.0,,N,,10805,,50425,F,Plzsm9djumtalciparum,,Inhibitory activity against Plasmodium falciparum 68 neutral proteinase.,,,1,Expert,1
4356,2742.0,,N,,10805,,50425,F,Plasjodi8mfzociparum,,Substrate affinity for Plasmodium falciparum 68 neutral proteinase.,,,1,Expert,1
4357,2514.0,,N,,10805,,50425,F,Plasmkdiumfxlcu9arum,,Reaction velocity for Plasmodium falciparum 68 neutral proteinase.,,,1,Intermediate,1
4358,55924.0,,N,,10144,,80628,F,Musmusxuluw,6C3yED,Percent inhibition against 6C3HED lymphosarcoma at dose 100 mg/kg in C3H mice,,,1,Intermediate,1
4359,14121.0,,N,,10144,,80628,F,Musmusc8l7s,6C3HEx,Percent inhibition against 6C3HED lymphosarcoma at dose 12.5 mg/kg in C3H mice,,,1,Intermediate,1
4360,20471.0,,N,,10144,,80628,F,husmuscjlus,6C3HEe,Percent inhibition against 6C3HED lymphosarcoma at dose 200 mg/kg in C3H mice,,,1,Intermediate,1
4361,35605.0,,N,,10144,,80628,F,Musnuqculus,6CeHED,Percent inhibition against 6C3HED lymphosarcoma at dose 25 mg/kg in C3H mice,,,1,Intermediate,1
4362,4606.0,,N,,10144,,80628,F,Mhsmuscul8s,yC3HED,Percent inhibition against 6C3HED lymphosarcoma at dose 50 mg/kg in C3H mice,,,1,Intermediate,1
4363,1796.0,,N,,10144,,80628,F,Musm7sculhs,6C3gED,Percent inhibition against 6C3HED lymphosarcoma at dose 6 mg/kg in C3H mice,,,1,Intermediate,1
4364,24098.0,Invovo,U,,10685,,22224,F,Musjusfulus,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 100 mg/kg,,,0,Autocuration,1
4365,1811.0,Ihvivo,U,,10685,,22224,F,Mucmuscul6s,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 150 mg/kg,,,0,Autocuration,1
4366,14913.0,Invibo,U,,10685,,22224,F,kusmisculus,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 1600 mg/kg (intraperitoneal dosing for 8 days),,,0,Autocuration,1
4367,1262.0,Inv9vo,U,,10685,,22224,F,Musmuscuphs,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 200 mg/kg,,,0,Autocuration,1
4368,32310.0,9nvivo,U,,10685,,22224,F,Musmysvulus,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 225 mg/kg,,,0,Autocuration,1
4369,6551.0,lnvivo,U,,10685,,22224,F,Musjusculys,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 270 mg/kg,,,0,Autocuration,1
4370,8165.0,Invovo,U,,10685,,22224,F,Musmuwcul6s,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 275 mg/kg,,,0,Autocuration,1
4371,38188.0,Invkvo,U,,10685,,22224,F,Mucmusculys,,"Antitumor activity in vivo against the 6C3HED lymphosarcoma, dosed for 10 days at 300 mg/kg",,,0,Autocuration,1
4372,39615.0,Invibo,U,,10685,,22224,F,Musmjsculuq,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 300 mg/kg (intraperitoneal dosing for 8 days),,,0,Autocuration,1
4373,23086.0,Invido,U,,10685,,22224,F,Muamusdulus,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 300 mg/kg (ip dosing daily for 8 days),,,0,Autocuration,1
4374,13711.0,Invibo,U,,10685,,22224,F,Musmysculhs,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 600 mg/kg,,,0,Autocuration,1
4375,22762.0,,U,,10144,,22224,F,Musm7aculus,,Percent inhibition against 6C3HED lymphosarcoma at dose 100 mg/kg in C3H mice,,,0,Autocuration,1
4376,33839.0,,U,,10144,,22224,F,nusmuscul6s,,Percent inhibition against 6C3HED lymphosarcoma at dose 12.5 mg/kg in C3H mice,,,0,Autocuration,1
4377,25388.0,,U,,10144,,22224,F,kuxmusculus,,Percent inhibition against 6C3HED lymphosarcoma at dose 25 mg/kg in C3H mice,,,0,Autocuration,1
4378,8033.0,,U,,10144,,22224,F,husjusculus,,Percent inhibition against 6C3HED lymphosarcoma at dose 50 mg/kg in C3H mice,,,0,Autocuration,1
4379,25569.0,,U,,10685,,22224,F,Musjusvulus,,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 100 mg/kg dosage administered for 8 days intraperitoneally,,,0,Autocuration,1
4380,32349.0,,U,,10685,,22224,F,kusmuscul7s,,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 10 days intraperitoneally,,,0,Autocuration,1
4381,35976.0,,U,,10685,,22224,F,M6smussulus,,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 8 days intraperitoneally,,,0,Autocuration,1
4382,22056.0,,U,,10685,,22224,F,M6smusc7lus,,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 50 mg/kg dosage administered for 8 days intraperitoneally,,,0,Autocuration,1
