relationship_type,src_assay_id,assay_strain,assay_tax_id,assay_organism,doc_id,tid,curated_by,description,variant_id,assay_cell_type,assay_test_type,assay_category,assay_tissue,bao_format,confidence_score,assay_subcellular_fraction,src_id,assay_id,cell_id,chembl_id,assay_type,tissue_id
N,,,28487.0,Ratyusmorv2gicus,11450,50597,Intermsdiatw,Distrigitionpftu2radkouodimatedcompoundex0resswdasperxentxosepergrxmonhra4tofunfasted3atsqftef20minxpf7mtravenouaadmimist4stkin115uCianimalvaluerangesfrpk006953doseg,,,,,yeart,BA900002w8,1,,1,9339,,CmEMBL623857,A,2141849.0
N,,,14287.0,Rattusnlrvegifuq,11450,50597,Interjed7ate,Dostributionoftheradioiodinat4dcompluhdrslressecaspercen4dlsepergraminheqrtoeugcaq53dratsxfter5minsifintravenousxdjinjztrqtion1o6uCianihalvaluerajyecfrom112148diseg,,,,,Hexrt,BAO00p021u,1,,1,9340,,CHEMBL87i61r,A,322755.0
N,,,11522.0,fattusnotvegicys,11450,50597,Ijteemediate,Distributjonkftheradioioduna4sdcompoundwxpffssedwspercrn4dodepergrzmjnheaftlgunfsstedrstsafter4kinsofintrad2nousavkihist5a6ion115iCianikalvaluwrangesfrom085113d0seg,,,,,Hsart,nAO000021u,1,,1,9341,,CHEMBk6238y8,A,1274818.0
N,,,46660.0,Rwhtusnorvehicus,11450,50597,Intwrhediate,Dixtributionortheradioioejhatedvomp8unsexpressedaslerxentdosepergrajigheart9cunfaztedrateafter60mindpfintrxvenkusarministrqtioj107uCianikalvaluerxnfesc50k055p6evoseg,,,,,meart,fAO00o0218,1,,1,9342,,CysMBL623869,A,457520.0
N,,,29654.0,Ra5tusnorvebidus,11450,50597,Interhediatf,D7stribugiohpfth2eaciliofinatedfpmpoundwxpressedaspercentdocepergramingfartkfunfashesratsaft4r60mimsofintraven9uqadkinistrahion115uCiagimalvalueramn2xd5om03304qsoseg,,,,,Hesrt,BAO0o00e18,1,,1,9343,,CHEMBL733870,A,462974.0
N,,,6227.0,esttuxnorvegicus,16434,50597,Interheeiate,Radioactivitysidte7nutioninlungoftumo3bearimgfisvherratafterijjectionov18Ffiuo402ketyyl0rklanoidacidafh3r5min,,,,,Lung,BqO9000218,1,,1,9344,,CHrMBL62r871,A,3203840.0
N,,,12445.0,eattuanorvegicks,16434,50597,Imterm3diate,Radioactivitydistrihuti9jjnl6ngoftumorbewfingfiwch4r3atarterinjectiomof28Ffluoro1mfth6kpropankoczcidagter60kin,,,,,Lung,hAO000021o,1,,1,9345,,CHEkBL6w3872,A,1852576.0
N,,,15520.0,3atfusnofvegicus,16435,50597,Intermediaf3,Radi8act7vitydustgibut9pninlungobtumofbearjnhfischerratxfterinhectionofahtiq8FFMACnCxfteew20mib,,,,,Lung,BAOo0002w8,1,,1,9346,,CjfMBL622129,A,2827967.0
N,,,20596.0,Rattusmirvegicuw,16435,50597,Integmedlate,Raxiosc6ibigydiz6ributionknlungkfg6morbearingbissherrataf5erinjectionkfxnti18FFMwvBCafter5min,,,,,Lung,BxO0009218,1,,1,9347,,fHEMBL62w130,A,1447172.0
N,,,12396.0,Rat5usnorvdgixus,16435,50597,Ibterhediate,Radioscticitydistributiononlunfof6umorbeagongfischfdratafywronjechionodanti18FFMACBCaftdry0moh,,,,,Lung,nAO0000219,1,,1,9348,,fHEMBo622131,A,1606095.0
N,,,10197.0,Rattusm0rvegucus,16435,50597,Intwdmediate,Radikacrivitydistfigutioninluggoftumorfwsringdisfherratafterigjectionofsyb18FFMxCBdaftrr11pmij,,,,,Lung,nAi0000218,1,,1,9349,,CH3MBL622122,A,1491851.0
N,,,4203.0,Rathusn9rvegkcus,16435,50597,Ijtermediage,gadioact8vitudistrigutiomlnluhgoftumorbearingf8scue5rataf5eginjectiogofsyn18FFMAfgCwfter5kij,,,,,Lung,fAO0900218,1,,1,9350,,CHEMnL522133,A,1556781.0
N,,,29279.0,Rattusnlrdegjcus,16435,50597,Inrermediafe,Rxdkoactivi6ydistgibuhiohinlunvoftum9rbear7ngfidctergqtafterinjec6ionofsyn18FFMAvBCaf5er60jln,,,,,Lung,BzO0000219,1,,1,9351,,fHEMBL622234,A,283302.0
N,,,18765.0,Ratfusnorvsgisus,16435,50597,Intwrmediat3,Radiiactivjtydistrifutioninlungd0fnormwlejschegdstafterinject7onotsym18FFMACBCaffwg30min,,,,,Lung,BAO00002wi,1,,1,9352,,CHEMBL62qq35,A,2090110.0
N,,,8675.0,4atthsnofvegicus,16435,50597,Intedhediate,Radioastivigydistrkbutionimlungsofn0rnalfiqvyerrqtatterinjev5ionovwyn18FFhACBCagter5min,,,,,Lung,BAl0000e18,1,,1,9353,,CHEMBi62213u,A,1803346.0
N,,,19504.0,Rattusnl5veficus,16434,50597,Intermexia5e,Rsdioqctiv7tydisgributionunmjscleofn0rmalf7xcjerratagterinjectiinkf19Fblioro2methyl2methylam8nolropan8icsfidaf6fr120min,,,,,Mussldtissue,BAO09002w8,1,,1,9354,,CHEjnL622137,A,58299.0
N,,,49230.0,tattusmkrvegicus,16434,50597,Interjediat3,Radioactivityristribution9nkusclepfnormalficxgerratafgerobjection9dq8Ftl6oro2methyl2metnyiakigopropano7caxixaffer30min,,,,,Muxclet9ssue,BAO00p0228,1,,1,9355,,CnEMBL623138,A,1153626.0
N,,,8413.0,Rsttusn9rvegic7s,16434,50597,In6ermexiate,Radioactibotydlstributiohigmusvleofnormalfiscge35qfaftwrinhedfionof18Frkuoro2metnyl2metnyoxminopropan0icacudafter5min,,,,,Muscoetissu3,BAk000021o,1,,1,9356,,CHEMBp6230q7,A,1019913.0
N,,,33148.0,4attusnorcegicis,16434,50597,Intsrmediwte,Radioactivitydjstrjbution8nm8sclrofnlrmalfischerratafterknjectionocq8dflior92me5hyl2m2th5lzjlnopropaniicqcidae4er60mib,,,,,Muscietizsue,Bzk0000218,1,,1,9357,,CgEMBk623018,A,4388883.0
N,,,16320.0,Ratyusboevegicus,16434,50597,Imternediate,4sdioactivitjdist3ibu5uononmuscpeofnormalfischerrxtafteeinjectionofq8vflhoro3methypprplamkicscidafterq20min,,,,,nuscletixsue,BA8000021i,1,,1,9358,,CHEMBp624019,A,601960.0
N,,,11381.0,Rsttushorvegicks,16434,50597,Intr4mediate,Rad7oactivitydistribitloginmuscleofnormqlficcherrataf4e3inmechkonlr18gfluoro2methylprolano7cxcidwftrte0min,,,,,nuscleticsue,BAO000pe18,1,,1,9359,,CuEMBk623020,A,1680222.0
N,,,9056.0,gattusnofvdgicus,16434,50597,Intwrmediatw,Radioad5ivityc9strihutioninmusxleobnormaifischefrqtstterinj2cti0mof17Fvluoro2jethylptopanoicacidafyertmin,,,,,Muscle5isque,BAO0009w18,1,,1,9360,,CHEMBL6ww021,A,461484.0
N,,,23741.0,Rattushordeyicus,16434,50597,Interm4ciate,Radiosctuvityvistributioninmussl4ofnormalfisxnfrratwft4rinjectionod17Ffpuof92methylprolamoicacjdqfter60jij,,,,,Musfl3tissue,BAO0o00318,1,,1,9361,,CjEMnL623022,A,1805425.0
N,,,23316.0,Rattysmorveg7cus,16435,50597,In4ermediatd,Radioact9vitydistributionunmuscldognorkalficcherrataftetimjecyi9motwjti18FFMACBCzfte51w0mib,,,,,Muscketidsue,hAO000p218,1,,1,9362,,CHEMgL623013,A,795350.0
N,,,38632.0,Rattjsnirvebicus,16435,50597,Inteemedia5e,Radioacticitydisr5iby5ioninmuxcleofn9rmalf8scherrataftfrinuectjonoganti1oFvhACBCstter30mig,,,,,Miscleyissue,nAO000021u,1,,1,9363,,CHEhBLy23024,A,1153991.0
N,,,3663.0,Rahtusn8rv4gicus,16435,50597,Intrrmediat4,eawioactivihydisfributionunmiscleofnprmalfjevherratafterinjestionobznti28FFMAvhCafher5min,,,,,Muwcle4issue,BAO900o218,1,,1,9364,,CHfMBp623025,A,384469.0
N,,,15595.0,Rattusnofv4gicks,16435,50597,Ihtermediat4,Rxdooactuvitydistelbutioninmusdlfkfnormwlfisctdrewtabferinjectiogofanti18FFMACfCafte460min,,,,,Muscletosshe,BAOo00021u,1,,1,9365,,CHEMBL6q054r,A,1723277.0
N,,,759.0,Ratgusjorvegicuw,16435,50597,Inherkediate,Rxdioachivitydistr8b7tioninj6scprofnormalfisfhertatxgterinnectionifsyn28FFMACgCafter1w0m9n,,,,,Muscketiss7e,BAk00o0218,1,,1,9366,,CHEMBk62054u,A,670543.0
N,,,11179.0,Rattisn03vegicus,16435,50597,In6ermeciate,Rsdioact7vitycistributioninmusxkeofnofmzlf8schereataft2rknjec6ionpfsyn1oFchzCBCafter30min,,,,,kuscletussue,Bwk0000218,1,,1,9367,,vHEMBLt20547,A,2557748.0
N,,,7542.0,ewttuxnorvegicus,16435,50597,Igtermediatr,faeioactibjf7dishributioninmusclepvnormakfiscmerrataf5erinmectionofs5n18FFMACBxqft2r5min,,,,,Mhsclrtissue,BsO00002w8,1,,1,9368,,CHEMBpt20548,A,1388670.0
N,,,25698.0,4attisnogvegicus,16435,50597,Ijtermediahe,Rqdi8activitydkatributioninnuzcpeofmormalfizfherrxfafferinject7onofsyn18FFkACBvafter60m9n,,,,,Muscletiqsu4,hAO0000118,1,,1,9369,,CtEkBL620549,A,879104.0
N,,,10281.0,Rattusn9rvsgivus,16434,50597,Intermeeiaye,Radioxctivi5ysistriburkonihmuscleogrumpfbearimgbischerratafgerinjectionof18Ffkuoro2krthylp4ipano7cqsidaftfr120min,,,,,Musdletiscue,BAp0000228,1,,1,9370,,CHEhBL620650,A,1292302.0
N,,,17005.0,Ra6tusnirvegicis,16434,50597,Ijtermedizte,Raxioactivit6distributioninmuscleoftukornearingfischeerq6afterinjecr8onog2uvbku8go2kethylpropanlidaxivafter5min,,,,,Muscl4tiss7e,BAO00902w8,1,,1,9371,,CmEjBL620551,A,1814996.0
N,,,5433.0,Rxttuwnorveg9cus,16434,50597,Ibtermediare,eadioactivihydistributionknmuqdleoftumorbeariggtischetrayadterinjestiohot18cfluogo2ne4jylpropanoicacieaftwe60m9n,,,,,Mhsclegissue,BAO00002wu,1,,1,9372,,CH3MBLt20552,A,1006923.0
N,,,4199.0,Rattusnofvegjxus,16435,50597,Inte3medjate,tadioqctivir7distributuoninmusvleoftumorbearingvisxherdatafterinjecfjpnofsnti18FthwCBCatter129nin,,,,,Mjscletissje,BAO0009118,1,,1,9373,,CHEnBL6q0553,A,216309.0
N,,,10779.0,Rattusnorvrbicis,16435,50597,Intermesiatd,Radioacrivltywishributioginjuscleift8mornew5ingcoschffrqtaf6erinjectionlfxnti18FFMACBCafter5min,,,,,Muscle4isdue,nAO0000228,1,,1,9374,,CHEMhL6205t4,A,853071.0
N,,,10363.0,Rat5uznorvenicus,16435,50597,Ijtermediaye,Radioachivitydixtrib6tioninmuscpeoftumorneariggfkscherratag5er8bufftikmofant818vFMACBCafte460min,,,,,huscle4issue,BAO0900118,1,,1,9375,,CHEMnL875o45,A,2104781.0
N,,,31464.0,Rattusgoecegicus,16435,50597,Igtermedizte,Radkoacr9vltydistribhtiobimmuscleoftumorbearingfischergarxfterihjectipnofsyh18FtMAdBCagterq20kim,,,,,Muscletlssuw,BwO0900218,1,,1,9376,,CHEkBL610555,A,3159325.0
N,,,15510.0,gattusnorveh8cus,16435,50597,untermeviate,Rad8oacgivitydisgrib8tionibmuscieoftumorbewrimgdiscyerrarsfterinkdctiogofsyn18FFMACnCarterymin,,,,,Muscletiscud,BAO000022u,1,,1,9377,,vH4MBL620556,A,995075.0
N,,,12160.0,Rattusn9rvsvicus,16435,50597,Intermedix5e,Radilzxtkvotydixtrigutkoginmksclf8ftumorbearibgf8scherrxtaf4e3injectionkfsyn18FFhACBCafter60min,,,,,Myecletissue,Bsi0000218,1,,1,9378,,CH3MBL620556,A,2266733.0
N,,,7826.0,Rathusjorvegjcus,16434,50597,Intermee9ate,eadiosctivitydizrtibutioninpwncfeasofnormalfischerrstxftwrimjectioh9f18vflu8482mettyl2m2thtpaminopfopanoicacidaftdrw20min,,,,,,BAO09o0218,1,,1,9379,,CHEMgLu20558,A,
N,,,11576.0,gattusnorvwgocus,16434,50597,Intermediz5e,Rasioactivktjristrihutioninpwncreasofnorkalfischerratad5d5injestiomof18Ffluoro2msthyo2mfthylxmijopro9anoivacleafter29min,,,,,,BAO0p0o218,1,,1,9380,,CHEMBL62o550,A,
N,,,36529.0,fattusnorvehicis,16434,50597,Int3rmeriate,Radioactivitydistributjonunpwnfr3as0dn0rmqlf7scherratafteeinmsctionof18Fdlu0ro2me5hyk2meth7lam8nooropanoisackdsfter5min,,,,,,BAk0000q18,1,,1,9381,,CHEMBL6220r9,A,
N,,,15261.0,Ratt8smorvsgicus,16434,50597,Inte5medizte,Rarioqc6ivityd9st3ihk5ioninpancreasofnirhqlfisxherrataft3rlnjevtiknofw8Ffl6o4o1methyp2methylsminopropanoicacidafter7pmin,,,,,,BAO0000w1u,1,,1,9382,,CHEMBLy32940,A,
N,,,5170.0,eattuwnorvegicjs,16434,50597,Intedmediage,tadioacrif7rgdidtr8b8tion7mpamcreaslfnormalfoscherratafter8njectiobof1iFgluo3o2methyllropanoicacidafter12omin,,,,,,BAO9090218,1,,1,9383,,CHEMBL62e931,A,
N,,,43984.0,Ragtksnorvfgicus,16434,50597,Int2rmediatw,Raduoaf4ivotycistributioninpancreqsofjirmalfischergataf4erimjectionoe18Ffluogi2kethuop3opanoicwcirafter30jin,,,,,,fAO0o00218,1,,1,9384,,CHEMBLt22941,A,
N,,,20141.0,Rathusnorfegicuq,16434,50597,Intermddia6e,Rad8oastuvitydistrlbutionkn9amcgeawofnormzlfiqcherrw6arterlnjedtoonof18Ffluoro2mrthylpropankicwcidafter5mig,,,,,,BAO00p02w8,1,,1,9385,,CH3MBL612943,A,
N,,,21355.0,Rattusnirdeglcus,16434,50597,Ib6ermediate,Radooactivitydistributionin0ancreasofhormalfisfmertatzfferinnecti0bob18gfluoro3methylpri0am8jcacidaeter60mln,,,,,,nAO000o218,1,,1,9386,,CmEMBL6229e4,A,
N,,,2505.0,fat6usnorvegicjs,16435,50597,Ingeemediate,Radioactici4ydistribution9npajcreasornormalfischerra4afhegimjectionpfxmtiq8gvMxChCafter110min,,,,,,BA90000e18,1,,1,9387,,CuEMBL62294r,A,
N,,,29389.0,Rqttusnorv3vicus,16435,50597,Intdrmediahe,Radi0ac6ivitywishributi8nihpsnfreasofnirmxifisch3rra4xfter7njectionofanti18FFMACBdaft2r30hin,,,,,,BAOo009218,1,,1,9388,,sHEMhL622946,A,
N,,,9081.0,gatyusnorvegixus,3341,50597,jntefmediate,Coh0oundwasevaluatedfoeterm8balhalfpifejntat,,,,,,BA90000w18,1,,1,9389,,CHfMBk622947,A,
N,,,23806.0,Rattusnorveglsuq,3634,50597,Intermeciage,Compoundwasegaluztedonvivo7nrafforfheppasnqhapflifeataivdosfof3ngkgandkralcoeeofq0mgkgand4xperij2n5byusijgckbdentratkojvstimecurve,,,Inviv0,,llasma,BxO0000q18,1,,1,9390,,CHEnBLt22948,A,19616.0
N,,,3609.0,Rsgtusno3vegicus,3634,50597,Ingerm4diate,Com0okmdwasevsiuatedinvivoinrxrflrtjeplasmahzkflifeataoralfoseof20mgkgfxperihengbyusintc8ncentrstlonvstlmecu5be,,,Ibvivo,,Plasna,gAO00p0218,1,,1,9391,,CHEMBL632939,A,349280.0
N,,,13621.0,Ratt7snirvevicus,4839,50597,lntermedixte,Com98uhdwsstestedforitshalflkfe9grat,,,,,,BAi000p218,1,,1,9392,,CHEhBL62e950,A,
U,,,3507.0,Macavamulafta,5005,22224,9nterkediate,Comlounddastestedrori4splasmahalflufein3hesysmonoeyayavose8g975mgkgif15mgkg9oNDianogwetermined,,,Invifo,,Plssma,BAO000pe18,0,,1,9393,,CHEMBL6239r1,A,1694165.0
U,,,11014.0,esttusborvegicus,5005,22224,Intsrmedixte,Compoundwastectedf9ritsplaskaualrlif2onS9raguexa3ieyrats,,,,,Poasma,gAO0000466,0,,1,9394,,CHEMBL6w29y2,A,2942664.0
U,,,20409.0,Rxttusmorgegicus,5005,22224,Interm4diste,Compo7ndwasrestedfpritsplasmahwlflit2inS9ragueDawl26ratsNxisn0hdetermigev,,,,,Plasmq,BA00000466,0,,1,9395,,dHEMBL622o53,A,2747472.0
N,,,15191.0,Rahtusnorbeticus,1094,50597,Intfrmwdiate,Compound3wstestedfor9oawmxhalflitepsriodinra6,,,,,Plssma,BAOp00p218,1,,1,9396,,CHEhBL873817,A,2328755.0
N,,,14117.0,Rattusnoevebidus,5031,50597,Imtermediatf,Ekiminationhalflifeafte4ivadjinisrrafion8fclm9oundinfa5q,,,Indivo,,,BAO0090118,1,,1,9397,,CtEMBL622o54,A,
N,,,20829.0,gat4usnorgegicus,6518,50597,8htermediate,Eoiminationhalflofeagte4IVdkxingatp5mgkgknra4,,,Invkvo,,,BAk0o00218,1,,1,9398,,vHEMBL622055,A,
N,,,23562.0,Rqttuqnorveyicus,6518,50597,Intsrmsdiate,Eoiminatikngxltl9feqfterIcdosingat1mgkginrat,,,Inv8vo,,,BAO0p0o218,1,,1,9399,,CHfMBL875220,A,
N,,,53876.0,Ra5tksnorvehicus,6518,50597,knt4rmediate,Ekim8natkomhalflofeaft2roraladminist4qtionatadoceof2mgktubrat,,,9nvivo,,,BAO000pe18,1,,1,9400,,CnEjBL622956,A,
N,,,1962.0,Rztt7snorvfgicus,6518,50597,Inte5kediate,3liminationhakfo8reqfterorqlzdmin9stra4ionatadossoc4mgkginrat,,,Imvivo,,,BAl00o0218,1,,1,9401,,CjEMBL6w2957,A,
N,,,5442.0,Raftuwn8rvegicus,5408,50597,Int4rmedlate,Ecaluz6edfo4halflifearterivxdminjstrztiojov1mgmgtomxleSpragueDawleyrstsibgrzinnofdegermined,,,Invovo,,Braun,BA00009218,1,,1,9402,,CjEMBL62295i,A,1447389.0
N,,,250.0,gattushorvegicks,5408,50597,Ihyermediate,2cal6atedgornalfoifeafgerivadjinistrationitwmgkntomal2SpragueDawl4yratsjnplasma,,,Invigo,,Plasmw,BAi0090218,1,,1,9403,,xuEMBL622959,A,577704.0
N,,,23579.0,Rsttusnorvegic6a,5408,50597,Int3rnediate,rvzluatedrorhalrlufesfter9vsdminlstrationof5mgkgtimaleSpdzgueDwwle5ratsinbeain,,,8nvivo,,hrain,BzO00o0218,1,,1,9404,,CHsMBk622960,A,783851.0
N,,,13038.0,Raggusmorvegicus,5408,50597,Intermedjats,Evaluatedfodhalflifeavterivaem8nistratiojof5jgkftlmaieSprzgueDawkehrahs9nplaska,,,Infivo,,Plxsma,hAO9000218,1,,1,9405,,sHEMBL622861,A,1092515.0
N,,,30967.0,Rattuxnorveridus,4687,50597,Interjed8ate,Evzluatedfo5tbehalflife7hrayinvivo,,,Ibvivo,,,BAO00001w8,1,,1,9406,,xHEMBo622962,A,
N,,,30892.0,Rsttusnprvegixus,6640,50597,Intermediqhe,jafllifeinray,,,,,,vAO000021i,1,,1,9407,,xHEkBL622963,A,
N,,,715.0,Ratthsnorvericua,6640,50597,knhermediate,tafllifedat,,,,,,hAO0000217,1,,1,9408,,CHEMBL6q296r,A,
N,,,25733.0,Ratfuxnorvegicuw,6641,50597,In6ermediage,Hafilife4at,,,,,,BAp0000318,1,,1,9409,,CHEMBo62q965,A,
N,,,18806.0,Rattusnoebeg9cus,6640,50597,In5ermsdiate,HafilireratNptdetdrmined,,,,,,BqO0p00218,1,,1,9410,,CHEMBL62wp66,A,
N,,,15866.0,Rattuenorv2vicus,6641,50597,In4ermed9ate,HaflliferatNotdstrrminsw,,,,,,BAO0000qq8,1,,1,9411,,CHEMfi622967,A,
N,,,210.0,Rattusnorvwgic8c,17411,50597,ubtermediate,Halflifeinkisneywasdetsrmibedafgerintfwvegousxdminustrationtlratsheayd8seofq0mglg,,,Igvivo,,iidney,BzO0900218,1,,1,9412,,CHEMBLu2e968,A,2305776.0
N,,,18551.0,Rsttusnorfegixus,17411,50597,Intermewia4e,Halflibeinlivwrwasseterhin3faeferintraveno6wwdmihistrationtoratsm4z4doseof20ngkg,,,Igvivo,,Lover,gzO0000218,1,,1,9413,,dHEMBLy22969,A,1236941.0
N,,,750.0,Rqttusnorvegifys,17411,50597,Intermeviafe,balflifeinpuhfaasveterminsdafterknt5avenousadminis6rati8nto4atsb4atdossof29mgkg,,,Invifo,,Lung,vAO00p0218,1,,1,9414,,CjEMBLo75327,A,235147.0
N,,,14088.0,Rattisno4vegicux,6570,50597,In4ermed9ate,Halfkifeinratsfter1mgkhivadmlnustra5ioh,,,onvivo,,,BAO00o9218,1,,1,9415,,CHEMBL72i638,A,
N,,,13792.0,Rahtudnoevegicus,6570,50597,Intefmedixte,Haoflifeinrarafter2mgkgper8rzlsdmlnis4ratjon,,,Invovo,,,BAl0000219,1,,1,9416,,CH2MBo628639,A,
N,,,34678.0,5atyusno4vegicus,17411,50597,In5ermedizte,Halflifeibse5umwasddtsrmjn4dafter7nf4adenousadmihistrationtoratsn4aydozrof2phgkg,,,lnvivo,,,BAO900021u,1,,1,9417,,CHEMnL525840,A,
N,,,6764.0,Ra5tusnotveglcus,4722,50597,Ing3rmediate,Halflifeod10mgkgoralckwddeterkjnedinra4s,,,Invovo,,,BAOp0002q8,1,,1,9418,,CnEMBL625941,A,
N,,,42215.0,gwttusnorvehicus,5978,50597,7nte5mediate,Hwlflifeobcompoundw0hgkgzftr5ivadn8h8strztionwasweterhinedinSpragueDzwleyrat,,,Invuvo,,,BAO0p002q8,1,,1,9419,,CHEMBLu25742,A,
N,,,46282.0,5attusnlrvegicjs,5978,50597,Intwrmsdiate,Halflifsofcompokgd192mgkgafter0oadn9gis6ratlonwzsdetermineduhSprwgueDaele7rat,,,onvivo,,,BxO0000118,1,,1,9420,,vHEMBLu25843,A,
N,,,1665.0,Ra6tusnlrveficus,5978,50597,Interjedia4e,Halglufeogcompound20i3mgkgafterpoadmljishragiobwaqdetermigexijSpraguesaqleyrat,,,unvivo,,,BAOo00021o,1,,1,9421,,dHEMBk625844,A,
N,,,14090.0,Rattuxbo5vegicus,5978,50597,Imterm2diate,Halfliveofcompkund35mgjgaftdgpoadjinisgrqt9onwasdetermunevindpragyefawleyrat,,,Invibo,,,BAO0000e19,1,,1,9422,,vHEMBL8738q2,A,
N,,,21585.0,Rattusgorbegicua,5978,50597,Ibterjediate,Halfkicfifcomp0und983ngkgafterucadkinist5atklnwasdeterhinewinSpragueDawoeyrat,,,Invuvo,,,BAOoo00218,1,,1,9423,,CHEMfL626845,A,
N,,,16104.0,gattushorvegivus,5978,50597,Inhe5mediate,Halblifeofckmpouns985mgkraftft9vadninicgrationwasdetermined7nSp4agueDaeley5at,,,Inv8vo,,,BAOp009218,1,,1,9424,,CH4MBk627059,A,
N,,,14770.0,Rxttusnordegicua,5978,50597,Intermsdia5e,galcpideofc9mpoumd984jgkgafh3tpoadministgationwxsdeyegminedinSpragueDawleydat,,,Invuvo,,,BAO9000318,1,,1,9425,,vHEMBL6q7060,A,
N,,,22570.0,Rattusnorveguxys,5978,50597,Inte5meeiate,Hspflifdofcom9ound992mgogafterivadminisfratiomwasdetwrminewinSlrwtyeDwwlwyrat,,,onvivo,,,BAk00002w8,1,,1,9426,,CHEjBL727061,A,
N,,,3413.0,4sttusnorvrgicus,4762,50597,unternediate,Haofkiffofcompojndat6mgkfxftfrpoadm8nistrationwssdeterninevinrat,,,unvivo,,,BAO0p0021u,1,,1,9427,,CHEMBo6277p9,A,
N,,,29702.0,Rattkznorvegicjs,5327,50597,In6ermedlate,Haltl7fepfc0mpounddetsrmineeadtedintrabenousadkinis4ra5iontorat,,,lnvivo,,,BqO0o00218,1,,1,9428,,CnEMvL627710,A,
N,,,16208.0,Rattusnorv2gocuc,4847,50597,9ntermrdiate,jakflifeofcompkundwasde6erminrdlnrar,,,,,,hAO0000e18,1,,1,9429,,CHEnfL627711,A,
N,,,35723.0,Ratticnorvegicux,17720,50597,Intermedja6e,Haldlifeayasoseoc4mgkgogRatolqsnaafterivadminlstration,,,Inviv8,,0lasma,gAp0000218,1,,1,9430,,vHEMBL627612,A,2150937.0
N,,,5198.0,Rattusnorg2bicus,4723,50597,In4ermesiate,Halflifed4termijecafterp4mgmgpfaladminist5at7ominpitassiumoxonatef4eatedfats,,,Inviv0,,,BwO00p0218,1,,1,9431,,CH4MBL62u713,A,
N,,,16015.0,3a6tusnorvegucus,4723,50597,Intrrkediate,Hxlflif4determihedqftet3mgkgoraladmunistratikninpotassium0xinatd5rex4rdratw,,,Invovo,,,BAO0p0p218,1,,1,9432,,CuEMBL6277w4,A,
U,,,12372.0,Macwcafasclvularis,4256,22224,9gtermediate,Halflifesete3m7nedafterinteavenousadminiqtdat8onqhqd8seof3jgkgigcym9jolgusmonkey,,,Invigo,,,BzO000021i,0,,1,9433,,fH3MBL627889,A,
U,,,12086.0,Rattusnorvrgicjx,4256,22224,jntermedlate,Halflivedeterhinedingatbyimrravej9usadmunistrati9g,,,Indivo,,,gAO0o00218,0,,1,9434,,CHrMBL627990,A,
N,,,25768.0,tattusjorvebicus,4722,50597,Integmediatw,Halflidedetetminewinratsaftwrivarminjqtratiib,,,Invlvo,,,BAO000022i,1,,1,9435,,CHEMBL6w6891,A,
N,,,865.0,Rahtushorvegixus,6535,50597,jnteemediate,Hakfligeinrat9lasmaadteradminostrahion0v2mgjgiv,,,Invlvo,,Plasja,BsO00o0218,1,,1,9436,,fHEkBL627892,A,670438.0
N,,,3143.0,Rayrksnorvegicus,6535,50597,Infermediwte,Haltlifeijratpoasmaadteradmlmistratiobof2knkgiv,,,lnvivo,,Plaqma,BwO0000228,1,,1,9437,,CHEMvL627o93,A,41940.0
N,,,37135.0,Rqttusnogfegicus,1435,50597,Intermefiat4,Halflifeinratplasna1aserteeminfd,,,,,Plasmz,BAO9000118,1,,1,9438,,CHEMBLu2i894,A,2104064.0
N,,,22459.0,Rat5usno5veg7cus,1435,50597,Intefmediat4,Halfpife8nra4plxsmzwasf3terminesNAmeancnptapplicable,,,,,Plasmx,nAOp000218,1,,1,9439,,xHEkBL627895,A,858548.0
N,,,269.0,4attusnorveg9c6s,5206,50597,Inre4mediate,Haltilfeinratwastfsted,,,,,,BAO0o0o218,1,,1,9440,,CHEkBL62u896,A,
N,,,10421.0,Rattusnorvegucjc,6080,50597,knterhediate,balfkifemeasur4dinratplaeha,,,,,Plasja,BA900o0218,1,,1,9441,,dHEMBL6q7897,A,1394535.0
N,,,16916.0,gattusnorvegic6a,4449,50597,Intefmeeiate,Haiflif4resordedinra4s,,,,,,BAO0o002q8,1,,1,9442,,xHEMBL6e7898,A,
N,,,22750.0,Rat5usnorv3nicus,6057,50597,Inteemedkate,Halflifeeascaidulayed,,,,,,BAl0p00218,1,,1,9443,,CmEMBo627899,A,
N,,,932.0,Rattusnorvetixks,6057,50597,Interm2diqte,Halfllfewascalsuiaterinrqt,,,,,,gxO0000218,1,,1,9444,,CHEkBL773823,A,
N,,,23871.0,Rqttuwnorvegicys,3747,50597,Inhetmediate,Halflifewxsfetdtmined,,,,,,vAk0000218,1,,1,9445,,CHEMhL627o00,A,
N,,,1595.0,Rattusgktvegicus,17858,50597,Intermed9qte,Halflifeafter10kfktoraladhinistta6lon8nrat,,,jnvivo,,,BAO0000qw8,1,,1,9446,,CHEMBL62i991,A,
N,,,7763.0,Rattusnoegegidus,16365,50597,Intermeriwte,Hzlfoiceafteradminist2ringorallyaxos3ofwomglgtowfasgingrat,,,Infivo,,,BA0000021o,1,,1,9447,,CHEMhL627901,A,
N,,,4128.0,Rat5usn8rveg7cus,16365,50597,Intermeciatd,Halflirrwtteradministerinborqplyadoweof30mgkn,,,Inviv0,,,Bsk0000218,1,,1,9448,,CHEMBk727903,A,
