assays_ss_d,assays_ss_sbclllr_frctn,assays_ss_strn,assays_ss_tst_tp,assays_ss_tx_d,assays_tss_d,assays_src_ss_d,assays_vrnt_d,assays_td,assays_ss_ctgr,assays_src_d,assays_rltnshp_tp,assays_cnfdnc_scr,assays_crtd_b,assays_chmbl_d,assays_cll_d,assays_b_frmt
8004,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624288,,BAO_0000218
8005,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL624289,,BAO_0000218
8006,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL873344,,BAO_0000218
8007,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL619623,,BAO_0000218
8008,,,In vivo,10116.0,,,,50597,,1,N,1,Expert,CHEMBL621399,,BAO_0000218
8009,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621400,,BAO_0000218
8010,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621401,,BAO_0000218
8011,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621402,,BAO_0000218
8012,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621403,,BAO_0000218
8013,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621121,,BAO_0000218
8014,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL872525,,BAO_0000218
8015,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621122,,BAO_0000218
8016,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621123,,BAO_0000218
8017,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621124,,BAO_0000218
8018,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621125,,BAO_0000218
8019,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621126,,BAO_0000218
8020,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621127,,BAO_0000218
8021,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621128,,BAO_0000218
8022,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618263,,BAO_0000218
8023,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618264,,BAO_0000218
8024,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618265,,BAO_0000218
8025,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL618266,,BAO_0000218
8026,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618267,,BAO_0000218
8027,,,,10116.0,1088.0,,,50597,,1,N,1,Intermediate,CHEMBL618450,,BAO_0000218
8028,,,,10116.0,1088.0,,,50597,,1,N,1,Intermediate,CHEMBL618451,,BAO_0000218
8029,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618452,,BAO_0000218
8030,,,,10116.0,1088.0,,,50597,,1,N,1,Intermediate,CHEMBL618453,,BAO_0000218
8031,,,,10116.0,1088.0,,,50597,,1,N,1,Intermediate,CHEMBL618454,,BAO_0000218
8032,,,,10116.0,1088.0,,,50597,,1,N,1,Intermediate,CHEMBL618455,,BAO_0000218
8033,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618456,,BAO_0000218
8034,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618457,,BAO_0000218
8035,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618458,,BAO_0000218
8036,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618459,,BAO_0000218
8037,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL876733,,BAO_0000218
8038,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL618460,,BAO_0000218
8039,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618461,,BAO_0000218
8040,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL618462,,BAO_0000019
8041,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618463,,BAO_0000218
8042,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618464,,BAO_0000218
8043,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618465,,BAO_0000218
8044,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618466,,BAO_0000218
8045,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618467,,BAO_0000218
8046,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618468,,BAO_0000218
8047,,,,9615.0,1969.0,,,50588,,1,N,1,Intermediate,CHEMBL618469,,BAO_0000218
8048,,,,9615.0,1969.0,,,50588,,1,N,1,Intermediate,CHEMBL618470,,BAO_0000218
8049,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL618471,,BAO_0000218
8050,,,,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL618472,,BAO_0000218
8051,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL618473,,BAO_0000218
8052,,,,9669.0,,,,50506,,1,N,1,Intermediate,CHEMBL621699,,BAO_0000218
8053,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621700,,BAO_0000218
8054,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621701,,BAO_0000218
8055,,,,9669.0,,,,50506,,1,N,1,Intermediate,CHEMBL621702,,BAO_0000218
8056,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL621703,,BAO_0000218
8057,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL621704,,BAO_0000218
8058,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624259,,BAO_0000218
8059,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624260,,BAO_0000218
8060,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624430,,BAO_0000218
8061,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624431,,BAO_0000218
8062,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624432,,BAO_0000218
8063,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624433,,BAO_0000218
8064,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624434,,BAO_0000218
8065,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624435,,BAO_0000218
8066,,,,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL618570,,BAO_0000218
8067,,,,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL618571,,BAO_0000218
8068,,,,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL618572,,BAO_0000218
8069,,,,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL618573,,BAO_0000218
8070,,,,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL619267,,BAO_0000218
8071,,,,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL619431,,BAO_0000218
8072,,,,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL619432,,BAO_0000218
8073,,,,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL619433,,BAO_0000218
8074,,,,,1969.0,,,22224,,1,U,0,Autocuration,CHEMBL619434,,BAO_0000218
8075,,,,10090.0,1977.0,,,50594,,1,N,1,Intermediate,CHEMBL619435,,BAO_0000218
8076,,,,,1969.0,,,22224,,1,U,0,Autocuration,CHEMBL619436,,BAO_0000019
8077,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL619437,,BAO_0000218
8078,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL619438,,BAO_0000218
8079,,,,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL619439,,BAO_0000218
8080,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL619440,,BAO_0000218
8081,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL619441,,BAO_0000218
8082,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL619442,,BAO_0000218
8083,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL875156,,BAO_0000019
8084,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL619443,,BAO_0000019
8085,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL619444,,BAO_0000019
8086,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL623464,,BAO_0000019
8087,,,,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL623465,,BAO_0000218
8088,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623466,,BAO_0000218
8089,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623467,,BAO_0000218
8090,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623468,,BAO_0000218
8091,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622660,,BAO_0000218
8092,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622661,,BAO_0000218
8093,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622662,,BAO_0000218
8094,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622663,,BAO_0000218
8095,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622664,,BAO_0000218
8096,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622665,,BAO_0000218
8097,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622666,,BAO_0000218
8098,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621615,,BAO_0000218
8099,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621616,,BAO_0000218
8100,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621617,,BAO_0000218
8101,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621618,,BAO_0000218
8102,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621619,,BAO_0000218
8103,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621620,,BAO_0000218
8104,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621786,,BAO_0000218
8105,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621787,,BAO_0000218
8106,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621788,,BAO_0000218
8107,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621789,,BAO_0000218
8108,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621790,,BAO_0000218
8109,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL621791,,BAO_0000218
8110,Microsomes,,In vitro,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621792,,BAO_0000218
8111,Microsomes,,In vitro,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621793,,BAO_0000218
8112,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621794,,BAO_0000218
8113,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL621795,,BAO_0000218
8114,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621796,,BAO_0000218
8115,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL621797,401.0,BAO_0000218
8116,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621798,,BAO_0000218
8117,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621799,,BAO_0000218
8118,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621800,,BAO_0000218
8119,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621801,,BAO_0000218
8120,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621802,,BAO_0000218
8121,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618596,,BAO_0000218
8122,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618597,,BAO_0000218
8123,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618598,,BAO_0000218
8124,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618599,,BAO_0000218
8125,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618600,,BAO_0000218
8126,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618601,,BAO_0000218
8127,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618602,,BAO_0000218
8128,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618603,,BAO_0000218
8129,,,Ex vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL618604,,BAO_0000218
8130,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618605,,BAO_0000218
8131,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618606,,BAO_0000218
8132,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618607,,BAO_0000218
8133,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618608,,BAO_0000218
8134,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618609,,BAO_0000218
8135,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618610,,BAO_0000218
8136,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618611,,BAO_0000218
8137,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618612,,BAO_0000218
8138,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618613,,BAO_0000218
8139,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621076,,BAO_0000218
8140,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621077,,BAO_0000218
8141,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621078,,BAO_0000218
8142,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621251,,BAO_0000218
8143,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621252,,BAO_0000218
8144,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621253,,BAO_0000218
8145,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621254,,BAO_0000218
8146,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621255,,BAO_0000218
8147,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL621256,,BAO_0000218
8148,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL621257,,BAO_0000218
8149,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL621258,,BAO_0000218
8150,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL621259,,BAO_0000218
8151,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL621260,,BAO_0000218
8152,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL876494,,BAO_0000218
8153,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL621261,,BAO_0000218
8154,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL621262,,BAO_0000218
8155,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL621263,,BAO_0000218
8156,,,In vivo,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL621264,,BAO_0000218
8157,,,In vivo,10116.0,2385.0,,,50597,,1,N,1,Intermediate,CHEMBL621265,,BAO_0000218
8158,,,In vivo,10116.0,2385.0,,,50597,,1,N,1,Intermediate,CHEMBL621266,,BAO_0000218
8159,,,In vivo,10116.0,2385.0,,,50597,,1,N,1,Intermediate,CHEMBL621267,,BAO_0000218
8160,,,In vivo,10116.0,2385.0,,,50597,,1,N,1,Intermediate,CHEMBL621268,,BAO_0000218
8161,,,In vivo,10116.0,2385.0,,,50597,,1,N,1,Intermediate,CHEMBL621269,,BAO_0000218
8162,,,In vivo,10116.0,2385.0,,,50597,,1,N,1,Intermediate,CHEMBL621270,,BAO_0000218
8163,,,In vivo,10116.0,2385.0,,,50597,,1,N,1,Intermediate,CHEMBL621271,,BAO_0000218
8164,,,In vivo,10116.0,2385.0,,,50597,,1,N,1,Intermediate,CHEMBL621272,,BAO_0000218
8165,,,In vivo,10116.0,2385.0,,,50597,,1,N,1,Intermediate,CHEMBL621273,,BAO_0000218
8166,,,In vivo,10116.0,2385.0,,,50597,,1,N,1,Intermediate,CHEMBL621274,,BAO_0000218
8167,,,In vivo,10116.0,2385.0,,,50597,,1,N,1,Intermediate,CHEMBL876495,,BAO_0000218
8168,,,In vivo,10116.0,2385.0,,,50597,,1,N,1,Intermediate,CHEMBL621275,,BAO_0000218
8169,,,In vivo,10116.0,2385.0,,,50597,,1,N,1,Intermediate,CHEMBL621276,,BAO_0000218
8170,,,In vivo,10116.0,2385.0,,,50597,,1,N,1,Intermediate,CHEMBL621277,,BAO_0000218
8171,,,In vivo,10116.0,160.0,,,50597,,1,N,1,Intermediate,CHEMBL621278,,BAO_0000218
8172,,,In vivo,10116.0,160.0,,,50597,,1,N,1,Intermediate,CHEMBL621279,,BAO_0000218
8173,,,In vivo,10116.0,160.0,,,50597,,1,N,1,Intermediate,CHEMBL621280,,BAO_0000218
8174,,,In vivo,10116.0,2106.0,,,50597,,1,N,1,Intermediate,CHEMBL621281,,BAO_0000218
8175,,,In vivo,10116.0,2106.0,,,50597,,1,N,1,Intermediate,CHEMBL621282,,BAO_0000218
8176,,,In vivo,10116.0,2106.0,,,50597,,1,N,1,Intermediate,CHEMBL621283,,BAO_0000218
8177,,,In vivo,10116.0,2106.0,,,50597,,1,N,1,Intermediate,CHEMBL621284,,BAO_0000218
8178,,,In vivo,10116.0,2106.0,,,50597,,1,N,1,Intermediate,CHEMBL621285,,BAO_0000218
8179,,,In vivo,10116.0,2106.0,,,50597,,1,N,1,Intermediate,CHEMBL621286,,BAO_0000218
8180,,,In vivo,10116.0,2106.0,,,50597,,1,N,1,Intermediate,CHEMBL623220,,BAO_0000218
8181,,,In vivo,10116.0,2106.0,,,50597,,1,N,1,Intermediate,CHEMBL623221,,BAO_0000218
8182,,,In vivo,10116.0,2106.0,,,50597,,1,N,1,Intermediate,CHEMBL876029,,BAO_0000218
8183,,,In vivo,10116.0,945.0,,,50597,,1,N,1,Intermediate,CHEMBL623222,,BAO_0000218
8184,,,In vivo,10116.0,945.0,,,50597,,1,N,1,Intermediate,CHEMBL623223,,BAO_0000218
8185,,,In vivo,10116.0,945.0,,,50597,,1,N,1,Intermediate,CHEMBL621445,,BAO_0000218
8186,,,In vivo,10116.0,178.0,,,50597,,1,N,1,Intermediate,CHEMBL621446,,BAO_0000218
8187,,,In vivo,10116.0,178.0,,,50597,,1,N,1,Intermediate,CHEMBL621447,,BAO_0000218
8188,,,In vivo,10116.0,178.0,,,50597,,1,N,1,Intermediate,CHEMBL619681,,BAO_0000218
8189,,,In vivo,10116.0,178.0,,,50597,,1,N,1,Intermediate,CHEMBL619682,,BAO_0000218
8190,,,In vivo,10116.0,178.0,,,50597,,1,N,1,Intermediate,CHEMBL619683,,BAO_0000218
8191,,,In vivo,10116.0,955.0,,,50597,,1,N,1,Intermediate,CHEMBL619684,,BAO_0000218
8192,,,In vivo,10116.0,955.0,,,50597,,1,N,1,Intermediate,CHEMBL619685,,BAO_0000218
8193,,,In vivo,10116.0,955.0,,,50597,,1,N,1,Intermediate,CHEMBL619686,,BAO_0000218
8194,,,In vivo,10116.0,955.0,,,50597,,1,N,1,Intermediate,CHEMBL619687,,BAO_0000218
8195,,,In vivo,10116.0,955.0,,,50597,,1,N,1,Intermediate,CHEMBL619688,,BAO_0000218
8196,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL619689,,BAO_0000218
8197,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL619690,,BAO_0000218
8198,,,In vivo,10116.0,948.0,,,50597,,1,N,1,Intermediate,CHEMBL619691,,BAO_0000218
8199,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL619692,,BAO_0000218
8200,,,,10116.0,,,,50597,,1,N,1,Expert,CHEMBL619693,,BAO_0000218
8201,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL619694,,BAO_0000218
8202,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL619695,,BAO_0000218
8203,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL619696,,BAO_0000218
8204,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL619697,,BAO_0000218
8205,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL619698,,BAO_0000218
8206,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL619699,,BAO_0000218
8207,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL619700,,BAO_0000218
8208,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL619701,,BAO_0000218
8209,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL619702,,BAO_0000218
8210,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620335,,BAO_0000218
8211,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620336,,BAO_0000218
8212,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620337,,BAO_0000218
8213,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620520,,BAO_0000218
8214,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620521,,BAO_0000218
8215,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL875825,,BAO_0000218
8216,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620522,,BAO_0000218
8217,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620523,,BAO_0000218
8218,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620524,,BAO_0000218
8219,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620525,,BAO_0000218
8220,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620526,,BAO_0000218
8221,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620527,,BAO_0000218
8222,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620528,,BAO_0000218
8223,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620529,,BAO_0000218
8224,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620530,,BAO_0000218
8225,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620531,,BAO_0000218
8226,,,In vivo,9544.0,,,,22224,,1,U,0,Intermediate,CHEMBL620532,,BAO_0000218
8227,,,In vivo,10116.0,,,,22224,,1,U,0,Intermediate,CHEMBL620533,,BAO_0000218
8228,,,In vivo,10116.0,,,,22224,,1,U,0,Intermediate,CHEMBL620534,,BAO_0000218
8229,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620535,,BAO_0000218
8230,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL875826,,BAO_0000218
8231,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620536,,BAO_0000218
8232,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620537,,BAO_0000218
8233,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618526,,BAO_0000218
8234,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618527,,BAO_0000218
8235,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618528,,BAO_0000218
8236,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618529,,BAO_0000218
8237,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618530,,BAO_0000218
8238,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618531,,BAO_0000218
8239,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618532,,BAO_0000218
8240,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618533,,BAO_0000218
8241,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618534,,BAO_0000218
8242,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618535,,BAO_0000218
8243,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618536,,BAO_0000218
8244,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618537,,BAO_0000218
8245,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618538,,BAO_0000218
8246,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618539,,BAO_0000218
8247,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618540,,BAO_0000218
8248,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618541,,BAO_0000218
8249,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL618542,,BAO_0000218
8250,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622544,,BAO_0000218
8251,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622545,,BAO_0000218
8252,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622546,,BAO_0000218
8253,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622547,,BAO_0000218
8254,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622548,,BAO_0000218
8255,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622549,,BAO_0000218
8256,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622550,,BAO_0000218
8257,,,,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL622551,,BAO_0000218
8258,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622552,,BAO_0000218
8259,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622553,,BAO_0000218
8260,,,In vivo,,,,,22224,,1,U,0,Autocuration,CHEMBL622554,,BAO_0000218
8261,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL622555,,BAO_0000218
8262,,,,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL622556,,BAO_0000218
8263,,,,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL622557,,BAO_0000218
8264,,,,10090.0,178.0,,,50594,,1,N,1,Intermediate,CHEMBL622558,,BAO_0000218
8265,,,,10090.0,178.0,,,50594,,1,N,1,Intermediate,CHEMBL622559,,BAO_0000218
8266,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL622560,,BAO_0000218
8267,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622561,,BAO_0000218
8268,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622562,,BAO_0000218
8269,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622563,,BAO_0000218
8270,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL622564,,BAO_0000019
8271,,,,,,,,22224,,1,U,0,Autocuration,CHEMBL622565,,BAO_0000019
