miller2_fsclr,miller2_ctstlfrdvlpmnt(mrkr),miller2_cntnntd,miller2_brnchd,miller2_rgnstnsb-clss,miller2_rtcprcnt,miller2_brnchnm,miller2_rgnlprgrm(mrkr),miller2_chldrnsss(mrkr),miller2_thsss(mrkr),miller2_cfl(mrkr),miller2_rgnstntp,miller2_dsrtfctn(mrkr),miller2_prgrmmngprcss(nw),miller2_fstcprcnt,miller2_sctnnm,miller2_mntspnt,miller2_rgnstnd,miller2_knwldgfrdvlpmnt(mrkr),miller2_sctrnm,miller2_stts,miller2_dvsnnm,miller2_rgnstnnm,miller2_prtcptrdvlpmntndgdgvrnnc,miller2_clmtchngdpttn(mrkr),miller2_bdvrst(mrkr),miller2_rbnsss(mrkr),miller2_ndgnssss(mrkr),miller2_dsbltsss(mrkr),miller2_gndrqlt(mrkr),miller2_rgnstnclss,miller2_cntnntnm,miller2_prjctbrwsrcntrd,miller2_cntrrgnd,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrd,miller2_sctrprcnt
2009/2010,0,2,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,2460.0,1000715,0,Vocational training,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,Africa,BJ,BJ,Benin,0.04,11330,0.01
2009/2010,0,2,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,3690.0,1000715,0,Advanced technical and managerial training,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,Africa,BJ,BJ,Benin,0.04,11430,0.015
2009/2010,0,2,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,4920.0,1000715,0,Health policy and administrative management,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,Africa,BJ,BJ,Benin,0.04,12110,0.02
2009/2010,0,2,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,4920.0,1000715,0,Health personnel development,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,Africa,BJ,BJ,Benin,0.04,12281,0.02
2009/2010,0,2,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,5166.0,1000715,0,STD control including HIV/AIDS,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,Africa,BJ,BJ,Benin,0.04,13040,0.021
2009/2010,0,2,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,5781.0,1000715,0,Basic drinking water supply,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,Africa,BJ,BJ,Benin,0.04,14031,0.0235
2009/2010,0,2,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,5781.0,1000715,0,Basic sanitation,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,Africa,BJ,BJ,Benin,0.04,14032,0.0235
2009/2010,0,2,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,24600.0,1000715,0,Public sector policy and administrative management,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,Africa,BJ,BJ,Benin,0.04,15110,0.1
2009/2010,0,2,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,12300.0,1000715,0,Legal and judicial development,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,Africa,BJ,BJ,Benin,0.04,15130,0.05
2009/2010,0,2,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,24600.0,1000715,0,Democratic participation and civil society,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,Africa,BJ,BJ,Benin,0.04,15150,0.1
2009/2010,0,2,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,24600.0,1000715,0,Media and free flow of information,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,Africa,BJ,BJ,Benin,0.04,15153,0.1
2009/2010,0,2,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,24600.0,1000715,0,Human rights,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,Africa,BJ,BJ,Benin,0.04,15160,0.1
2009/2010,0,2,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,4920.0,1000715,0,Employment policy and administrative management,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,Africa,BJ,BJ,Benin,0.04,16020,0.02
2009/2010,0,2,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,4182.0,1000715,0,Multi-sector aid for basic social services,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,Africa,BJ,BJ,Benin,0.04,16050,0.017
2009/2010,0,2,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,2460.0,1000715,0,Cottage industries and handicrafts,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,Africa,BJ,BJ,Benin,0.04,32140,0.01
2009/2010,0,2,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,2952.0,1000715,0,Agro-industries,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,Africa,BJ,BJ,Benin,0.04,32161,0.012
2009/2010,0,2,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,24600.0,1000715,0,Trade policy and administrative management,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,Africa,BJ,BJ,Benin,0.04,33110,0.1
2009/2010,0,2,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,12300.0,1000715,0,Trade facilitation,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,Africa,BJ,BJ,Benin,0.04,33120,0.05
2009/2010,0,2,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,31488.0,1000715,0,Multilateral trade negotiations,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,Africa,BJ,BJ,Benin,0.04,33140,0.128
2009/2010,0,2,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,7380.0,1000715,0,Trade education/training,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,Africa,BJ,BJ,Benin,0.04,33181,0.03
2009/2010,0,2,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,9840.0,1000715,0,Promotion of development awareness,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,Africa,BJ,BJ,Benin,0.04,99820,0.04
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,2460.0,1000715,0,Primary education,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,11220,0.01
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,2460.0,1000715,0,Vocational training,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,11330,0.01
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,3690.0,1000715,0,Advanced technical and managerial training,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,11430,0.015
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,4920.0,1000715,0,Health policy and administrative management,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,12110,0.02
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,4920.0,1000715,0,Health personnel development,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,12281,0.02
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,5166.0,1000715,0,STD control including HIV/AIDS,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,13040,0.021
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,5781.0,1000715,0,Basic drinking water supply,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,14031,0.0235
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,5781.0,1000715,0,Basic sanitation,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,14032,0.0235
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,24600.0,1000715,0,Public sector policy and administrative management,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,15110,0.1
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,12300.0,1000715,0,Legal and judicial development,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,15130,0.05
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,24600.0,1000715,0,Democratic participation and civil society,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,15150,0.1
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,24600.0,1000715,0,Media and free flow of information,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,15153,0.1
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,24600.0,1000715,0,Human rights,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,15160,0.1
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,4920.0,1000715,0,Employment policy and administrative management,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,16020,0.02
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,4182.0,1000715,0,Multi-sector aid for basic social services,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,16050,0.017
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,2460.0,1000715,0,Cottage industries and handicrafts,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,32140,0.01
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,2952.0,1000715,0,Agro-industries,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,32161,0.012
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,24600.0,1000715,0,Trade policy and administrative management,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,33110,0.1
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,12300.0,1000715,0,Trade facilitation,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,33120,0.05
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,31488.0,1000715,0,Multilateral trade negotiations,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,33140,0.128
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,7380.0,1000715,0,Trade education/training,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,33181,0.03
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,9840.0,1000715,0,Promotion of development awareness,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BO,BO,Bolivia,0.04,99820,0.04
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,4305.0,1000715,0,Primary education,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BR,BR,Brazil,0.07,11220,0.01
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,4305.0,1000715,0,Vocational training,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BR,BR,Brazil,0.07,11330,0.01
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,6457.5,1000715,0,Advanced technical and managerial training,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BR,BR,Brazil,0.07,11430,0.015
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,8610.0,1000715,0,Health policy and administrative management,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BR,BR,Brazil,0.07,12110,0.02
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,8610.0,1000715,0,Health personnel development,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BR,BR,Brazil,0.07,12281,0.02
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,9040.5,1000715,0,STD control including HIV/AIDS,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BR,BR,Brazil,0.07,13040,0.021
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,10116.75,1000715,0,Basic drinking water supply,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BR,BR,Brazil,0.07,14031,0.0235
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,10116.75,1000715,0,Basic sanitation,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BR,BR,Brazil,0.07,14032,0.0235
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,43050.0,1000715,0,Public sector policy and administrative management,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BR,BR,Brazil,0.07,15110,0.1
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,21525.0,1000715,0,Legal and judicial development,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BR,BR,Brazil,0.07,15130,0.05
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,43050.0,1000715,0,Democratic participation and civil society,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BR,BR,Brazil,0.07,15150,0.1
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Governance & Human Rights,43050.0,1000715,0,Media and free flow of information,Closed,KGD Sustainable Economic Growth Partner.,Canadian Catholic Organization for Development and Peace,1,0,0,0,0,0,2,Civil Society,America,BR,BR,Brazil,0.07,15153,0.1
