assays_assay_id,assays_tid,assays_assay_test_type,assays_bao_format,assays_cell_id,assays_assay_cell_type,assays_description,assays_assay_category,assays_src_assay_id,assays_relationship_type,assays_curated_by,assays_assay_type,assays_assay_tax_id,assays_chembl_id,assays_variant_id,assays_tissue_id,assays_assay_tissue,assays_assay_subcellular_fraction,assays_confidence_score,assays_src_id
8723,50597,In vivo,BAO_0000218,,,Evaluated for pharmacokinetic parameter Cmax in rat at the dose 50 mg/kg,,,N,Intermediate,A,10116.0,CHEMBL626583,,,,,1,1
8724,50597,In vivo,BAO_0000218,,,In vivo Cmax was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,,,N,Intermediate,A,10116.0,CHEMBL626205,,,,,1,1
8725,50597,In vivo,BAO_0000218,,,In vivo Cmax was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,,,N,Intermediate,A,10116.0,CHEMBL626206,,,,,1,1
8726,50597,In vivo,BAO_0000218,,,In vivo Cmax was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,,,N,Intermediate,A,10116.0,CHEMBL626207,,,,,1,1
8727,50597,In vivo,BAO_0000218,,,In vivo Cmax was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,,,N,Intermediate,A,10116.0,CHEMBL623882,,,,,1,1
8728,50597,In vivo,BAO_0000218,,,Maximal concentration in male Sprague-Dawley rats after 5 mg/kg intravenous dose,,,N,Intermediate,A,10116.0,CHEMBL623883,,,,,1,1
8729,50597,In vivo,BAO_0000218,,,Maximal concentration in male Sprague-Dawley rats after 10 mg/kg oral dose,,,N,Intermediate,A,10116.0,CHEMBL623884,,,,,1,1
8730,50597,In vivo,BAO_0000218,,,"In vivo maximum concentration of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",,,N,Intermediate,A,10116.0,CHEMBL623885,,1969.0,Plasma,,1,1
8731,50597,In vivo,BAO_0000218,,,In vivo maximum concentration in rat plasma exposure after oral administration 50 mg/kg,,,N,Intermediate,A,10116.0,CHEMBL623886,,1969.0,Plasma,,1,1
8732,50597,In vivo,BAO_0000218,,,Maximal concentration in rat was determined,,,N,Intermediate,A,10116.0,CHEMBL623887,,,,,1,1
8733,50597,In vivo,BAO_0000218,,,Maximal concentration after i.v. administration,,,N,Intermediate,A,10116.0,CHEMBL623888,,,,,1,1
8734,50597,In vivo,BAO_0000218,,,Maximal concentration (Cmax) in the rat plasma at a dose of 10 mg/kg,,,N,Intermediate,A,10116.0,CHEMBL623889,,1969.0,Plasma,,1,1
8735,50597,In vivo,BAO_0000218,,,Maximal plasma concentration in rat after oral administration at 50 mg/kg,,,N,Intermediate,A,10116.0,CHEMBL623890,,1969.0,Plasma,,1,1
8736,50597,In vivo,BAO_0000218,,,Cmax in rat plasma after oral dose (50 mg/Kg),,,N,Intermediate,A,10116.0,CHEMBL623891,,1969.0,Plasma,,1,1
8737,50597,In vivo,BAO_0000218,,,Maximal plasma concentration was determined.,,,N,Intermediate,A,10116.0,CHEMBL623892,,1969.0,Plasma,,1,1
8738,50597,In vivo,BAO_0000218,,,Maximal plasma drug concentration was determined,,,N,Intermediate,A,10116.0,CHEMBL623893,,1969.0,Plasma,,1,1
8739,50597,In vivo,BAO_0000218,,,Maximal concentration in rats after peroral administration,,,N,Intermediate,A,10116.0,CHEMBL877616,,,,,1,1
8740,50597,In vivo,BAO_0000218,,,Maximum concentration in rat after 2 mg/kg peroral administration,,,N,Intermediate,A,10116.0,CHEMBL623894,,,,,1,1
8741,50597,In vivo,BAO_0000218,,,Maximum concentration in rat plasma after 5 mg/kg oral gavage,,,N,Intermediate,A,10116.0,CHEMBL623895,,1969.0,Plasma,,1,1
8742,50597,In vivo,BAO_0000218,,,Maximum concentration of compound in rat was evaluated.,,,N,Intermediate,A,10116.0,CHEMBL623896,,,,,1,1
8743,50597,In vivo,BAO_0000218,,,Maximum concentration at 0.5 hr by peroral administration at a dose of 20 mg/kg in rats,,,N,Intermediate,A,10116.0,CHEMBL623897,,,,,1,1
8744,50597,In vivo,BAO_0000218,,,Maximum concentration at 2 hr by peroral administration at a dose of 20 mg/kg in rats,,,N,Intermediate,A,10116.0,CHEMBL623898,,,,,1,1
8745,50597,In vivo,BAO_0000218,,,Maximum concentration at 4 hr after administration of 5 mg/kg dose peroral in rat,,,N,Intermediate,A,10116.0,CHEMBL623899,,,,,1,1
8746,50597,In vivo,BAO_0000218,,,Maximum concentration at 4 hr by peroral administration at a dose of 20 mg/kg in rats,,,N,Intermediate,A,10116.0,CHEMBL623900,,,,,1,1
8747,50597,In vivo,BAO_0000218,,,Maximum concentration by oral administration at a dose of 100 uM/kg in rat was determined,,,N,Intermediate,A,10116.0,CHEMBL623901,,,,,1,1
8748,50597,In vivo,BAO_0000218,,,Maximum concentration was evaluated in rats,,,N,Intermediate,A,10116.0,CHEMBL623902,,,,,1,1
8749,50597,In vivo,BAO_0000218,,,Maximum concentration in CSF at 30 min following 24 mg/kg subcutaneous dose in rats,,,N,Intermediate,A,10116.0,CHEMBL623903,,1359.0,Cerebrospinal fluid,,1,1
8750,50597,In vivo,BAO_0000218,,,Maximum concentration in plasma at 30 min following 24 mg/kg subcutaneous dose in rats,,,N,Intermediate,A,10116.0,CHEMBL623904,,1969.0,Plasma,,1,1
8751,50597,In vivo,BAO_0000218,,,Maximum concentration in plasma was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,,,N,Intermediate,A,10116.0,CHEMBL877617,,1969.0,Plasma,,1,1
8752,50597,In vivo,BAO_0000218,,,Maximum concentration in portal vein was determined at a concentration of 10 mg/kg in rats,,,N,Intermediate,A,10116.0,CHEMBL623905,,,,,1,1
8753,50597,In vivo,BAO_0000218,,,Maximum concentration in portal vein was determined at a concentration of 20 mg/kg in rats,,,N,Intermediate,A,10116.0,CHEMBL623906,,,,,1,1
8754,50597,In vivo,BAO_0000218,,,Maximum concentration in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,,,N,Intermediate,A,10116.0,CHEMBL623907,,1969.0,Plasma,,1,1
8755,50597,,BAO_0000218,,,Radioactivity distribution in bone of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,,N,Intermediate,A,10116.0,CHEMBL623908,,,,,1,1
8756,50597,,BAO_0000218,,,Radioactivity distribution in bone of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 30 min.,,,N,Intermediate,A,10116.0,CHEMBL623909,,,,,1,1
8757,50597,,BAO_0000218,,,Radioactivity distribution in bone of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,,,N,Intermediate,A,10116.0,CHEMBL623910,,,,,1,1
8758,50597,,BAO_0000218,,,Radioactivity distribution in bone of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,,,N,Intermediate,A,10116.0,CHEMBL623911,,,,,1,1
8759,50597,,BAO_0000218,,,Radioactivity distribution in bone of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,,N,Intermediate,A,10116.0,CHEMBL623912,,,,,1,1
8760,50597,,BAO_0000218,,,Radioactivity distribution in bone of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,,N,Intermediate,A,10116.0,CHEMBL624616,,,,,1,1
8761,50597,,BAO_0000218,,,Radioactivity distribution in bone of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,,,N,Intermediate,A,10116.0,CHEMBL624617,,,,,1,1
8762,50597,,BAO_0000218,,,Radioactivity distribution in bone of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,,,N,Intermediate,A,10116.0,CHEMBL624618,,,,,1,1
8763,50597,,BAO_0000218,,,Radioactivity distribution in bone of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,,,N,Intermediate,A,10116.0,CHEMBL624619,,,,,1,1
8764,50597,,BAO_0000218,,,Radioactivity distribution in bone of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,,N,Intermediate,A,10116.0,CHEMBL624794,,,,,1,1
8765,50597,,BAO_0000218,,,Radioactivity distribution in bone of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,,N,Intermediate,A,10116.0,CHEMBL624795,,,,,1,1
8766,50597,,BAO_0000218,,,Radioactivity distribution in bone of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,,,N,Intermediate,A,10116.0,CHEMBL623921,,,,,1,1
8767,50597,,BAO_0000218,,,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,,,N,Intermediate,A,10116.0,CHEMBL623922,,,,,1,1
8768,50597,,BAO_0000218,,,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,,,N,Intermediate,A,10116.0,CHEMBL623923,,,,,1,1
8769,50597,,BAO_0000218,,,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,,N,Intermediate,A,10116.0,CHEMBL623924,,,,,1,1
8770,50597,,BAO_0000218,,,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,,N,Intermediate,A,10116.0,CHEMBL623925,,,,,1,1
8771,50597,,BAO_0000218,,,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,,N,Intermediate,A,10116.0,CHEMBL623926,,,,,1,1
8772,50597,,BAO_0000218,,,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,,N,Intermediate,A,10116.0,CHEMBL623927,,,,,1,1
8773,50597,,BAO_0000218,,,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,,N,Intermediate,A,10116.0,CHEMBL623928,,,,,1,1
8774,50597,,BAO_0000218,,,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,,N,Intermediate,A,10116.0,CHEMBL623929,,,,,1,1
8775,50597,,BAO_0000218,,,Radioactivity distribution in bone of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,,N,Intermediate,A,10116.0,CHEMBL623930,,,,,1,1
8776,50597,,BAO_0000218,,,Radioactivity distribution in brain of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,,N,Intermediate,A,10116.0,CHEMBL623931,,955.0,Brain,,1,1
8777,50597,,BAO_0000218,,,Radioactivity distribution in brain of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,,N,Intermediate,A,10116.0,CHEMBL622165,,955.0,Brain,,1,1
8778,50597,,BAO_0000218,,,Radioactivity distribution in brain of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,,N,Intermediate,A,10116.0,CHEMBL621249,,955.0,Brain,,1,1
8779,50597,,BAO_0000218,,,Radioactivity distribution in brain of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,,N,Intermediate,A,10116.0,CHEMBL621250,,955.0,Brain,,1,1
8780,50597,,BAO_0000218,,,Radioactivity distribution in brain of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,,N,Intermediate,A,10116.0,CHEMBL621448,,955.0,Brain,,1,1
8781,50597,,BAO_0000218,,,Radioactivity distribution in brain of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,,,N,Intermediate,A,10116.0,CHEMBL621449,,955.0,Brain,,1,1
8782,50597,,BAO_0000218,,,Radioactivity distribution in brain of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,,,N,Intermediate,A,10116.0,CHEMBL621450,,955.0,Brain,,1,1
8783,50597,,BAO_0000218,,,Radioactivity distribution in brain of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,,,N,Intermediate,A,10116.0,CHEMBL621451,,955.0,Brain,,1,1
8784,50597,,BAO_0000218,,,Radioactivity distribution in brain of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,,N,Intermediate,A,10116.0,CHEMBL621452,,955.0,Brain,,1,1
8785,50597,,BAO_0000218,,,Radioactivity distribution in brain of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,,N,Intermediate,A,10116.0,CHEMBL621453,,955.0,Brain,,1,1
8786,50597,,BAO_0000218,,,Radioactivity distribution in brain of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,,,N,Intermediate,A,10116.0,CHEMBL621454,,955.0,Brain,,1,1
8787,50597,,BAO_0000218,,,Radioactivity distribution in brain of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,,,N,Intermediate,A,10116.0,CHEMBL621455,,955.0,Brain,,1,1
8788,50597,,BAO_0000218,,,Radioactivity distribution in brain of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,,,N,Intermediate,A,10116.0,CHEMBL621456,,955.0,Brain,,1,1
8789,50597,,BAO_0000218,,,Radioactivity distribution in brain of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,,N,Intermediate,A,10116.0,CHEMBL625145,,955.0,Brain,,1,1
8790,50597,,BAO_0000218,,,Radioactivity distribution in brain of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,,N,Intermediate,A,10116.0,CHEMBL875847,,955.0,Brain,,1,1
8791,50597,,BAO_0000218,,,Radioactivity distribution in brain of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,,,N,Intermediate,A,10116.0,CHEMBL625146,,955.0,Brain,,1,1
8792,50597,,BAO_0000218,,,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,,,N,Intermediate,A,10116.0,CHEMBL625147,,955.0,Brain,,1,1
8793,50597,,BAO_0000218,,,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,,,N,Intermediate,A,10116.0,CHEMBL625148,,955.0,Brain,,1,1
8794,50597,,BAO_0000218,,,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,,N,Intermediate,A,10116.0,CHEMBL625149,,955.0,Brain,,1,1
8795,50597,,BAO_0000218,,,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,,N,Intermediate,A,10116.0,CHEMBL625150,,955.0,Brain,,1,1
8796,50597,,BAO_0000218,,,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,,N,Intermediate,A,10116.0,CHEMBL625151,,955.0,Brain,,1,1
8797,50597,,BAO_0000218,,,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,,N,Intermediate,A,10116.0,CHEMBL625152,,955.0,Brain,,1,1
8798,50597,,BAO_0000218,,,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,,N,Intermediate,A,10116.0,CHEMBL625153,,955.0,Brain,,1,1
8799,50597,,BAO_0000218,,,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,,N,Intermediate,A,10116.0,CHEMBL625154,,955.0,Brain,,1,1
8800,50597,,BAO_0000218,,,Radioactivity distribution in brain of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,,N,Intermediate,A,10116.0,CHEMBL625155,,955.0,Brain,,1,1
8801,50597,,BAO_0000218,,,Uptake of radioligand [125I]FIDA1 by hippo-campus in rat after 30 minutes after an intravenous injection is given (average of 2 rats),,,N,Intermediate,A,10116.0,CHEMBL625156,,,,,1,1
8802,50597,,BAO_0000218,,,Uptake of radioligand [125I]-FIDA1 by hippo-campus in rat after 60 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL624354,,,,,1,1
8803,50597,,BAO_0000218,,,Uptake of radioligand [125I]FIDA1 by hippocampus in rat after 120 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL624355,,10000000.0,Hippocampus,,1,1
8804,50597,,BAO_0000218,,,Uptake of radioligand [125I]FIDA1 by hippocampus in rat after 2 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL624356,,10000000.0,Hippocampus,,1,1
8805,50597,,BAO_0000218,,,Uptake of radioligand [125I]-FIDA1 by hippocampus in rat after 30 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL624357,,10000000.0,Hippocampus,,1,1
8806,50597,,BAO_0000218,,,Uptake of radioligand [125I]FIDA1 by hippocampus in rat after 60 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL624358,,10000000.0,Hippocampus,,1,1
8807,50597,,BAO_0000218,,,Uptake of radioligand [125I]FIDA1 by striatum in rat after 120 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL624359,,2435.0,Striatum,,1,1
8808,50597,,BAO_0000218,,,Uptake of radioligand [125I]FIDA1 by striatum in rat after 2 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL624360,,2435.0,Striatum,,1,1
8809,50597,,BAO_0000218,,,Uptake of radioligand [125I]FIDA1 by striatum in rat after 30 minutes after an intravenous injection is given (average of 2 rats),,,N,Intermediate,A,10116.0,CHEMBL624361,,2435.0,Striatum,,1,1
8810,50597,,BAO_0000218,,,Uptake of radioligand [125I]FIDA1 by striatum in rat after 30 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL624362,,2435.0,Striatum,,1,1
8811,50597,,BAO_0000218,,,Uptake of radioligand [125I]FIDA1 by striatum in rat after 60 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL624363,,2435.0,Striatum,,1,1
8812,50597,In vivo,BAO_0000218,,,Biodistribution of radioligand [125I]FIDA1 in blood of rat after 120 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL624364,,178.0,Blood,,1,1
8813,50597,In vivo,BAO_0000218,,,Biodistribution of radioligand [125I]FIDA1 in blood of rat after 2 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL624365,,178.0,Blood,,1,1
8814,50597,In vivo,BAO_0000218,,,Biodistribution of radioligand [125I]FIDA1 in blood of rat after 30 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL624366,,178.0,Blood,,1,1
8815,50597,In vivo,BAO_0000218,,,Biodistribution of radioligand [125I]FIDA1 in blood of rat after 60 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL624367,,178.0,Blood,,1,1
8816,50597,In vivo,BAO_0000218,,,Biodistribution of radioligand [125I]FIDA1 in brain of rat after 120 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL624368,,955.0,Brain,,1,1
8817,50597,In vivo,BAO_0000218,,,Biodistribution of radioligand [125I]FIDA1 in brain of rat after 2 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL624369,,955.0,Brain,,1,1
8818,50597,In vivo,BAO_0000218,,,Biodistribution of radioligand [125I]FIDA1 in brain of rat after 30 minutes after an intravenous injection is given (average of 2 rats),,,N,Intermediate,A,10116.0,CHEMBL624370,,955.0,Brain,,1,1
8819,50597,In vivo,BAO_0000218,,,Biodistribution of radioligand [125I]FIDA1 in brain of rat after 30 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL625069,,955.0,Brain,,1,1
8820,50597,In vivo,BAO_0000218,,,Biodistribution of radioligand [125I]FIDA1 in brain of rat after 60 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL625070,,955.0,Brain,,1,1
8821,50597,In vivo,BAO_0000218,,,Biodistribution of radioligand [125I]-FIDA1 in heart of rat after 120 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL626051,,948.0,Heart,,1,1
8822,50597,In vivo,BAO_0000218,,,Biodistribution of radioligand [125I]FIDA1 in heart of rat after 2 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL626052,,948.0,Heart,,1,1
8823,50597,In vivo,BAO_0000218,,,Biodistribution of radioligand [125I]FIDA1 in heart of rat after 30 minutes after an intravenous injection is given (average of 2 rats),,,N,Intermediate,A,10116.0,CHEMBL626053,,948.0,Heart,,1,1
8824,50597,In vivo,BAO_0000218,,,Biodistribution of radioligand [125I]FIDA1 in heart of rat after 30 minutes after an intravenous injection is given (average of 3 rats),,,N,Intermediate,A,10116.0,CHEMBL626054,,948.0,Heart,,1,1
