Fiscal year,Division name,CFLI (marker),Maximum CIDA contribution (project-level),Youth issues (marker),Section name,Fund centre ID,ICT as a tool for development (marker),Bilateral aid (international marker),Urban issues (marker),Status,Amount spent,Knowledge for development (marker),Disability issues (marker),FSTC percent,Section ID,Branch name,Sector ID,Branch ID,Programming process (new),Biodiversity (marker),Desertification (marker),Continent name,Continent ID,CountryRegion percent,Sector percent,Organisation sub-class,Regional program (marker),Untied amount(Project-level budget),Enviromental sustainability (marker),Project number,Project Browser country ID,Fund centre name,Organisation type,Organisation ID,Division ID,IRTC percent,CIDA business delivery model (old),PBA type,Climate change adaptation (marker),Climate change mitigation (marker),Participatory development and good governance,Trade development (marker)
2009/2010,WWD West & Central Africa,0,138253742.2,0,Mali Program Section,4216,0,1,0,Operational,5160000.0,0,0,0.0,S4215,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.12,FEDERAL,0,138253742.2,0,A032664001,ML,Mali,Foreign Non-Profit Making,1005403,D4207,0.0,Core Funding,Sectoral budget support,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2171.5,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.043,0.5,FEDERAL,1,7130780.37,0,A032668001,BF,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,20989.00155,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.043,0.5,UNIVERSITY,1,7130780.37,0,A032668001,BF,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2171.5,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.043,0.5,FEDERAL,1,7130780.37,0,A032668001,BF,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,20989.00155,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.043,0.5,UNIVERSITY,1,7130780.37,0,A032668001,BF,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,BJ,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,BJ,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,BJ,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,BJ,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,CI,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,CI,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,CI,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,CI,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,CV,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,CV,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,CV,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,CV,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,GN,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,GN,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,GN,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,GN,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,GW,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,GW,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,GW,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,GW,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,ML,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,ML,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,ML,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,ML,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,NE,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,NE,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,NE,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,NE,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,SN,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,SN,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,SN,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,SN,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,TG,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,TG,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,TG,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,TG,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,CD,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,CD,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,CD,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,CD,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,CF,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,CF,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,CF,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,CF,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,CG,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,CG,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,CG,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,CG,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,CM,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,CM,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,CM,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,CM,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,GA,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,GA,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,GA,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,GA,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,GQ,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,GQ,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,GQ,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,21233.0597,0,0,1.0,S4249,WGM Sub-Saharan Africa,15111,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,UNIVERSITY,1,7130780.37,0,A032668001,GQ,Central & West Africa Regional Program,Canadian Non-Profit Making,1000727,D4207,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,7130780.37,0,Gulf of Guinea Program,4310,1,1,0,Closed,2196.75,0,0,1.0,S4249,WGM Sub-Saharan Africa,15110,B4200,Uncoded: Pre-APP,0,0,Africa,2,0.0435,0.5,FEDERAL,1,7130780.37,0,A032668001,ST,Central & West Africa Regional Program,Canadian Non-Profit Making,10050,D4207,0.0,Responsive,Not PBA,0,0,1,0
