assays_ss_d,assays_vrnt_d,assays_src_d,assays_ss_sbclllr_frctn,assays_ss_rgnsm,assays_cll_d,assays_ss_cll_tp,assays_td,assays_rltnshp_tp,assays_cnfdnc_scr,assays_crtd_b,assays_src_ss_d,assays_chmbl_d,assays_b_frmt,assays_tss_d
6217,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL618876,BAO_0000218,
6218,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL618877,BAO_0000218,
6219,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL618878,BAO_0000218,
6220,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL618879,BAO_0000218,
6221,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL618880,BAO_0000218,
6222,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL618881,BAO_0000218,
6223,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL618882,BAO_0000218,
6224,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624226,BAO_0000218,
6225,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624227,BAO_0000218,1969.0
6226,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624228,BAO_0000218,
6227,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624229,BAO_0000218,
6228,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624230,BAO_0000218,
6229,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624231,BAO_0000218,
6230,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624232,BAO_0000218,
6231,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL625127,BAO_0000218,
6232,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL625128,BAO_0000218,
6233,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621675,BAO_0000218,
6234,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621676,BAO_0000218,
6235,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621677,BAO_0000218,
6236,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621678,BAO_0000218,
6237,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621679,BAO_0000218,
6238,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621680,BAO_0000218,
6239,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621681,BAO_0000218,
6240,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL876740,BAO_0000218,
6241,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621682,BAO_0000218,
6242,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621683,BAO_0000218,
6243,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621684,BAO_0000218,
6244,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621685,BAO_0000218,
6245,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621686,BAO_0000218,
6246,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621687,BAO_0000218,
6247,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621688,BAO_0000218,
6248,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621689,BAO_0000218,
6249,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621690,BAO_0000218,
6250,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621691,BAO_0000218,
6251,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL875941,BAO_0000218,
6252,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621692,BAO_0000218,
6253,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621693,BAO_0000218,
6254,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621694,BAO_0000218,
6255,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621695,BAO_0000218,948.0
6256,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621696,BAO_0000218,948.0
6257,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621697,BAO_0000218,2113.0
6258,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621698,BAO_0000218,2113.0
6259,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL623420,BAO_0000218,2113.0
6260,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL623421,BAO_0000218,2113.0
6261,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL623422,BAO_0000218,2113.0
6262,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL623423,BAO_0000218,2113.0
6263,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL623424,BAO_0000218,2107.0
6264,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL623425,BAO_0000218,2107.0
6265,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL623426,BAO_0000218,2107.0
6266,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL623427,BAO_0000218,2107.0
6267,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL623428,BAO_0000218,2107.0
6268,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL875947,BAO_0000218,2107.0
6269,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL623429,BAO_0000218,2048.0
6270,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL623430,BAO_0000218,2048.0
6271,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL622588,BAO_0000218,2048.0
6272,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL622589,BAO_0000218,2048.0
6273,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL622751,BAO_0000218,2048.0
6274,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL622752,BAO_0000218,2048.0
6275,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL622753,BAO_0000218,
6276,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL622647,BAO_0000218,
6277,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL875163,BAO_0000218,
6278,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL622648,BAO_0000218,
6279,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL622649,BAO_0000218,
6280,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL622650,BAO_0000218,955.0
6281,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL622651,BAO_0000218,955.0
6282,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL622652,BAO_0000218,955.0
6283,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL622653,BAO_0000218,955.0
6284,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL622654,BAO_0000218,955.0
6285,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL622655,BAO_0000218,948.0
6286,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL622656,BAO_0000218,948.0
6287,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL622657,BAO_0000218,948.0
6288,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL622658,BAO_0000218,948.0
6289,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL622659,BAO_0000218,948.0
6290,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL624630,BAO_0000218,2113.0
6291,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL624631,BAO_0000218,2113.0
6292,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL624632,BAO_0000218,2113.0
6293,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624633,BAO_0000219,
6294,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624634,BAO_0000219,
6295,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624635,BAO_0000219,
6296,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624636,BAO_0000219,
6297,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL857055,BAO_0000219,
6298,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL624637,BAO_0000219,
6299,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL624638,BAO_0000219,
6300,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL874366,BAO_0000219,
6301,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL624639,BAO_0000219,
6302,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL624640,BAO_0000219,
6303,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624641,BAO_0000219,
6304,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624642,BAO_0000219,
6305,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624643,BAO_0000219,
6306,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624644,BAO_0000219,
6307,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL624645,BAO_0000219,
6308,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619445,BAO_0000219,
6309,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL839886,BAO_0000219,
6310,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619446,BAO_0000219,
6311,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619447,BAO_0000219,
6312,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619448,BAO_0000219,
6313,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619449,BAO_0000219,
6314,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619450,BAO_0000219,
6315,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619451,BAO_0000219,
6316,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL619452,BAO_0000219,
6317,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619453,BAO_0000219,
6318,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL874367,BAO_0000219,
6319,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619454,BAO_0000219,
6320,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619455,BAO_0000219,
6321,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619456,BAO_0000219,
6322,,1,,Acinetobacter baumannii,,,50191,N,1,Expert,,CHEMBL619457,BAO_0000218,
6323,,1,,Acinetobacter calcoaceticus,,,50192,N,1,Intermediate,,CHEMBL619458,BAO_0000218,
6324,,1,,Aspergillus flavus,,,50274,N,1,Expert,,CHEMBL619459,BAO_0000218,
6325,,1,,Aspergillus flavus,,,50274,N,1,Expert,,CHEMBL619460,BAO_0000218,
6326,,1,,Aspergillus fumigatus,,,50416,N,1,Intermediate,,CHEMBL619461,BAO_0000218,
6327,,1,,Aspergillus fumigatus,,,50416,N,1,Intermediate,,CHEMBL619462,BAO_0000218,
6328,,1,,Aspergillus fumigatus,,,50416,N,1,Intermediate,,CHEMBL620388,BAO_0000218,
6329,,1,,Aspergillus fumigatus,,,50416,N,1,Intermediate,,CHEMBL620389,BAO_0000218,
6330,,1,,Aspergillus fumigatus,,,50416,N,1,Intermediate,,CHEMBL620390,BAO_0000218,
6331,,1,,Aspergillus fumigatus,,,50416,N,1,Expert,,CHEMBL620391,BAO_0000218,
6332,,1,,Aspergillus fumigatus,,,50416,N,1,Expert,,CHEMBL621073,BAO_0000218,
6333,,1,,Actinomyces naeslundii,,,50296,N,1,Intermediate,,CHEMBL621074,BAO_0000218,
6334,,1,,Actinomyces viscosus,,,50366,N,1,Intermediate,,CHEMBL621075,BAO_0000218,
6335,,1,,Acanthocheilonema viteae,,,50535,N,1,Intermediate,,CHEMBL619554,BAO_0000218,
6336,,1,,Acanthocheilonema viteae,,,50535,N,1,Intermediate,,CHEMBL619555,BAO_0000218,
6337,,1,,Aggregatibacter actinomycetemcomitans,,,50169,N,1,Intermediate,,CHEMBL619556,BAO_0000218,
6338,,1,,Aggregatibacter actinomycetemcomitans,,,50169,N,1,Intermediate,,CHEMBL619557,BAO_0000218,
6339,,1,,Aggregatibacter actinomycetemcomitans,,,50169,N,1,Intermediate,,CHEMBL619558,BAO_0000218,
6340,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619559,BAO_0000219,
6341,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619560,BAO_0000219,
6342,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619561,BAO_0000219,
6343,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619562,BAO_0000219,
6344,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619563,BAO_0000219,
6345,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL857457,BAO_0000219,
6346,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619564,BAO_0000219,
6347,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619565,BAO_0000219,
6348,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619566,BAO_0000218,
6349,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619567,BAO_0000218,
6350,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619568,BAO_0000219,
6351,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619569,BAO_0000219,
6352,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619570,BAO_0000219,
6353,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619571,BAO_0000218,
6354,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL619572,BAO_0000219,
6355,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL619573,BAO_0000219,
6356,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619574,BAO_0000219,
6357,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619575,BAO_0000219,
6358,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL619576,BAO_0000219,
6359,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619577,BAO_0000219,
6360,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619578,BAO_0000219,
6361,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL884009,BAO_0000219,
6362,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619579,BAO_0000219,
6363,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619580,BAO_0000219,
6364,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619581,BAO_0000219,
6365,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619582,BAO_0000219,
6366,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619583,BAO_0000219,
6367,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL876502,BAO_0000219,
6368,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619584,BAO_0000219,
6369,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619585,BAO_0000219,
6370,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619586,BAO_0000219,
6371,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619587,BAO_0000219,
6372,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619588,BAO_0000219,
6373,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619589,BAO_0000219,
6374,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619590,BAO_0000219,
6375,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619591,BAO_0000219,
6376,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619592,BAO_0000219,
6377,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL619593,BAO_0000219,
6378,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620217,BAO_0000219,
6379,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620218,BAO_0000219,
6380,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620219,BAO_0000219,
6381,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620220,BAO_0000219,
6382,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL625141,BAO_0000219,
6383,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL625142,BAO_0000219,
6384,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL625143,BAO_0000219,
6385,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL625144,BAO_0000219,
6386,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL622474,BAO_0000219,
6387,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL884104,BAO_0000219,
6388,,1,,Homo sapiens,,,22226,U,0,Autocuration,,CHEMBL622475,BAO_0000219,
6389,,1,,Canis lupus familiaris,,,22224,U,0,Intermediate,,CHEMBL622476,BAO_0000218,
6390,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL875831,BAO_0000218,
6391,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622477,BAO_0000218,
6392,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622478,BAO_0000218,
6393,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623172,BAO_0000218,
6394,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623173,BAO_0000218,
6395,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623174,BAO_0000218,
6396,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623175,BAO_0000218,
6397,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623340,BAO_0000218,
6398,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623341,BAO_0000218,
6399,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623342,BAO_0000218,
6400,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623343,BAO_0000218,
6401,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623344,BAO_0000218,
6402,,1,,Canis lupus familiaris,,,50588,N,1,Expert,,CHEMBL623345,BAO_0000218,
6403,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL875832,BAO_0000218,
6404,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623346,BAO_0000218,
6405,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623347,BAO_0000218,
6406,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623348,BAO_0000218,
6407,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623349,BAO_0000218,
6408,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623350,BAO_0000218,
6409,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623351,BAO_0000218,
6410,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623352,BAO_0000218,
6411,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623353,BAO_0000218,
6412,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL875833,BAO_0000218,
6413,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623354,BAO_0000218,
6414,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623355,BAO_0000218,
6415,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623356,BAO_0000218,
6416,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623357,BAO_0000218,
6417,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623358,BAO_0000218,
6418,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623359,BAO_0000218,
6419,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623360,BAO_0000218,
6420,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623361,BAO_0000218,
6421,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623362,BAO_0000218,
6422,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623363,BAO_0000218,
6423,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623364,BAO_0000218,
6424,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL875834,BAO_0000218,
6425,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623365,BAO_0000218,
6426,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623366,BAO_0000218,
6427,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623367,BAO_0000218,
6428,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623368,BAO_0000218,
6429,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623369,BAO_0000218,
6430,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623370,BAO_0000218,
6431,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623371,BAO_0000218,
6432,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL623372,BAO_0000218,
6433,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621351,BAO_0000218,
6434,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621352,BAO_0000218,
6435,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621353,BAO_0000218,
6436,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621354,BAO_0000218,
6437,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621355,BAO_0000218,
6438,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621356,BAO_0000218,
6439,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621357,BAO_0000218,
6440,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621358,BAO_0000218,
6441,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621359,BAO_0000218,
6442,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621360,BAO_0000218,
6443,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621361,BAO_0000218,
6444,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621362,BAO_0000218,
6445,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621363,BAO_0000218,
6446,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621364,BAO_0000218,
6447,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621166,BAO_0000218,
6448,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621167,BAO_0000218,
6449,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621168,BAO_0000218,
6450,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621169,BAO_0000218,
6451,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL875950,BAO_0000218,
6452,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621170,BAO_0000218,
6453,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621171,BAO_0000218,
6454,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621172,BAO_0000218,
6455,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621173,BAO_0000218,
6456,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL621174,BAO_0000218,2113.0
6457,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL621175,BAO_0000218,2113.0
6458,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL621176,BAO_0000218,2107.0
6459,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL621177,BAO_0000218,2107.0
6460,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL621178,BAO_0000218,2107.0
6461,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL621179,BAO_0000218,2107.0
6462,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL621180,BAO_0000218,2107.0
6463,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL875951,BAO_0000218,2048.0
6464,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL621181,BAO_0000218,2048.0
6465,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL621182,BAO_0000218,2048.0
6466,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL621183,BAO_0000218,2048.0
6467,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL621184,BAO_0000218,2048.0
6468,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL621185,BAO_0000218,
6469,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL621186,BAO_0000218,
6470,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL621187,BAO_0000218,
6471,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL621188,BAO_0000218,
6472,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL621189,BAO_0000218,
6473,,1,,Mus musculus,42.0,CCRF S-180,50594,N,1,Intermediate,,CHEMBL621190,BAO_0000218,2106.0
