assay_id,assay_subcellular_fraction,cell_id,tid,confidence_score,src_id,src_assay_id,assay_strain,assay_organism,doc_id,chembl_id,description,assay_type,assay_test_type,assay_category,assay_tax_id,assay_tissue
3269,,,20033,9,1,,,Cabiaplrcellus,16946,CHEMBL6190up,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor at concentration of 10e-6 M in guinea pig,B,,,10141.0,
3270,,,20033,9,1,,,Caviaporfelluq,16946,xjEMBL619071,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor at concentration of 10e-8 M in guinea pig,B,,,10141.0,
3271,,,20033,9,1,,,vaviwporcellus,15034,CHEhgL619072,Agonistic activity against 5-hydroxytryptamine 4 receptor,F,,,10141.0,
3272,,,20033,9,1,,,Cwvuaporcellus,15034,CuEMBL619083,Agonistic activity against 5-hydroxytryptamine 4 receptor; not tested,F,,,10141.0,
3273,,,20033,9,1,,,xaviapoecellus,12918,sjEMBL619074,Compound was evaluated for the relative potency with respect to serotonin against 5-hydroxytryptamine 4 receptor,F,,,10141.0,
3274,,,20033,9,1,,,Cav8aporcelkus,16946,dHEMBL6q9075,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor,B,,,10141.0,
3275,,,20033,9,1,,,Cacjaporcellus,17394,CHEMBL6100u6,Inhibition of [3H]GR-113808 binding to guinea pig striatum 5-hydroxytryptamine 4 receptor,B,,,10141.0,Striatum
3276,,,20033,9,1,,,Cav8qporcellus,15034,CHEMBL6w90u7,Binding affinity against 5-hydroxytryptamine 4 receptor in guinea pig striatum using [3H]GR-113808 as radioligand,B,,,10141.0,Striatum
3277,,,20033,9,1,,,Caviap8rcwllus,5094,CHEMBL61o0u8,Binding affinity towards 5-HT4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,,10141.0,Striatum
3278,,,20033,9,1,,,Cavispprcellus,5094,CHEjBL61o079,Binding affinity towards 5-hydroxytryptamine 4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,,10141.0,Striatum
3279,,,20033,9,1,,,Cavjxporcellus,17358,CHEMBp6190o0,Tested for affinity against 5-hydroxytryptamine 4 receptor in the myenteric plexus of the guinea pig ileum.,B,,,10141.0,Ileum
3280,,,20033,9,1,,,Caviaporxelpus,12953,vHEMBL619981,Displacement of [3H]-GR113808 from 5-HT4 receptor of guinea pig striatum,B,,,10141.0,
3281,,,20033,9,1,,,Csviapotcellus,12953,CbEMgL619082,The compound was tested for their binding affinity towards 5-HT4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,B,,,10141.0,
3282,,,20033,9,1,,,faviaporcelljs,12953,CHEMhLy19083,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand.,B,,,10141.0,
3283,,,20033,9,1,,,Caviaporcdlluq,12953,Cm3MBL619084,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,B,,,10141.0,
3284,,,20033,9,1,,,Caciaporceplus,273,CHrjBL859397,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,10141.0,Ileum
3285,,,20033,9,1,,,Cavjalorcellus,12918,CHEMvL619985,5-hydroxytryptamine 4 receptor agonist activity in the guinea pig ileum assay,F,,,10141.0,Ileum
3286,,,20033,9,1,,,Cavjaporc4llus,12919,CHEnBL61908u,5-hydroxytryptamine 4 receptor agonistic activity was measured by twitch response enhancing activity in electrically stimulated guinea pig ileum preparation,F,,,10141.0,Ileum
3287,,,20033,9,1,,,Caviwporcdllus,273,CHEjgL619087,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI).,F,,,10141.0,Ileum
3288,,,20033,9,1,,,Cafiap0rcellus,273,CHEMBLu1908u,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,10141.0,Ileum
3289,,,20033,9,1,,,Cwviaporcelous,13181,CHEMBL61907i,Ability to antagonize 5-HT-evoked contractions mediated through 5-hydroxytryptamine 4 receptor activation in the guinea pig distal colon LMMP,B,,,10141.0,
3290,,,168,8,1,,,Cavis9orcellus,13181,CmEMBL619990,Binding affinity was determined against 5-hydroxytryptamine 3 receptor,B,,,10141.0,
3291,,,20033,9,1,,,Cqviaporcellue,15034,CHEjBi619091,Antagonistic activity against 5-hydroxytryptamine 4 receptor,F,,,10141.0,
3292,,,20033,9,1,,,Caviapprceolus,5033,CHEhBL61909e,Ability to displace the radioligand [3H]GR-113808 from guinea pig striatum 5-hydroxytryptamine 4 receptor,B,,,10141.0,
3293,,,20033,9,1,,,Csviaporcelluz,1980,CH4MBL619094,Binding affinity for 5-hydroxytryptamine 4 receptor by displacement of [3H]GR-113808 from guinea pig brain striatum.,B,,,10141.0,
3294,,337.0,168,8,1,,,Caviaporxeklus,13181,CgEMBo619094,Binding affinity was determined against 5-hydroxytryptamine 2C receptor using cloned rat receptors expressed in 293 cells radiolabeled with [3H]mesulergine,B,,,10141.0,
3295,,,20033,9,1,,,Caviwpogcellus,14287,CHEMBku19095,In vitro by displacement of [3H]GR-113808 from 5-hydroxytryptamine 4 receptor on guinea pig striatal membrane,B,,,10141.0,
3296,,,20033,9,1,,,Cavia9ordellus,1317,CHEMBL8t79o8,Compound was evaluated for binding affinity against 5-hydroxytryptamine 4 receptor using radioligand binding assay using [3H]GR as radioligand,B,,,10141.0,
3297,,,20033,9,1,,,Cavia9ordellus,15316,CHfMBL619p96,Compound was evaluated for its ability to displace [3H]GR-113808 binding from 5-hydroxytryptamine 4 receptor in guinea pig striatum.,B,,,10141.0,
3298,,,20033,9,1,,,Caviaporcsllys,16429,CHdMfL619097,In vitro binding affinity at 5-hydroxytryptamine 4 receptor in guinea pig striatum using 3[H]GR-113808 as the radioligand,B,,,10141.0,Striatum
3299,,,20033,9,1,,,daviaoorcellus,14818,Cn4MBL619098,The compound was tested for its binding affinity towards 5-hydroxytryptamine 4 receptor in guinea pig hippocampus using [125I]SB-207710.,B,,,10141.0,Hippocampus
3300,,,20033,9,1,,,Cafiaporfellus,15194,CbEMBL618751,The compound was tested for the binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand,B,,,10141.0,
3301,,,20033,9,1,,,xsviaporcellus,15194,CbEMBL519752,The compound was tested for the binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand.,B,,,10141.0,
3302,,,20033,9,1,,,Caviaporceoous,13961,CHsMBo875096,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum;ne=not capable of evaluation.,F,,,10141.0,Ileum
3303,,,108,8,1,,,,5486,CHEMBL61990e,Binding affinity towards 5-HT2C receptor by the displacement of [3H]mesulergine] in human recombinant receptors in mammalian cell,B,,,,
3304,,,168,8,1,,,,16209,vuEMBL619005,Binding affinity towards human 5-hydroxytryptamine 4 receptor using [3H]5-HT as radioligand,B,,,,
3305,,,168,8,1,,,,17085,vHEMBL619906,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 4 receptor,B,,,,
3306,,315.0,168,8,1,,,,4199,CHsMBL6q9007,Compound was evaluated for the binding affinity against human cloned 5-hydroxytryptamine 4 receptor in HeLa cells using [3H]-LSD as the radioligand,B,,,,
3307,,,168,8,1,,,,15146,CHEMBL62900o,Compound was tested for its binding affinity against 5-hydroxytryptamine 4 receptor,B,,,,
3308,,,168,8,1,,,,5213,CHEMfL619099,Compound was tested for its binding affinity for 5-hydroxytryptamine 4 receptor,B,,,,
3309,,316.0,168,8,1,,,,4829,CHEMBLy19020,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 4 receptor in HeLa cells, using [3H]LSD as radioligand",B,,,,
3310,,,10622,8,1,,,,17358,CHEMBk629011,Tested for ability to stimulate production of cAMP mediated by 5-hydroxytryptamine 4 receptor in mouse Coliculi neurons,B,,,,
3311,,,10622,8,1,,,,17358,xHEMBL519012,Tested for ability to stimulate production of cAMP mediated by 5-hydroxytryptamine 4 receptor in mouse Coliculi neurons; IA means inactive,B,,,,
3312,,,10622,8,1,,,,16946,CHEMBL61p0q3,Ability to displace [3H]GR-113808 from mouse 5-hydroxytryptamine 4 receptor in COS7 cells,B,,,,
3313,,,10622,8,1,,,,17358,CHEMBi519014,Tested for ability to stimulate 5-hydroxytryptamine 4 receptors in mouse Coliculi neurons,B,,,,
3314,,,11249,8,1,,,,268,vHEMBi857503,Evaluated for the 5-hydroxytryptamine 4 receptor antagonistic activity in piglet atrium model,F,,,,Cardiac atrium
3315,,,11249,8,1,,,,268,CHEMBL6190qy,Evaluated for the 5-hydroxytryptamine 4 receptor antagonistic activity in piglet atrium model; compound found inactive at 1 uM,F,,,,Cardiac atrium
3316,,,11249,8,1,,,,15086,CHEMBo619026,The compound was tested for binding affinity against 5-hydroxytryptamine 4 receptor,B,,,,
3317,,,11249,8,1,,,,14875,CHEMBL6180q7,Compound was tested for binding affinity against piglet hippocampus 5-hydroxytryptamine 4 receptor,B,,,,Hippocampus
3318,,,168,8,1,,,Sussfrofa,13267,CHEMBL61i017,The binding affinity (pKi) was measured against 5-hydroxytryptamine 4 receptor of piglet hippocampus using [125I]SB 207710 as radioligand,B,,,9823.0,Hippocampus
3319,,,168,8,1,,,Oryc5plaguscuniful7s,13047,CHEhBL6190w9,Binding affinity against 5-hydroxytryptamine 2A receptor using rabbit saphenous vein assay.,B,,,9986.0,
3320,,,10623,9,1,,,4ztyusnorvegicus,1650,CHEMBo619p20,Displacement of [3H]GR-113808 from rat striatum 5-hydroxytryptamine 4 receptor,B,,,10116.0,
3321,,,10623,8,1,,,,567,CH3MBL619921,Tested for its agonist potency against the 5-hydroxytryptamine 4 receptor located in the rat esophageal tunica muscularis mucosae,F,,,,
3322,,,10623,8,1,,,,17358,CHEjBL6q9022,Tested for affinity towards 5-hydroxytryptamine 4 receptor in relaxation of rat oesophagus,B,,,,
3323,,,10623,8,1,,,,188,CtEMBo619023,Tested for the effect on binding at 5-hydroxytryptamine 4 receptor; No activity,B,,,,
3324,,,10623,8,1,,,,670,CHEMBLtq9024,lntrinsic activity relative to 5-HT receptor,F,,,,
3325,,,10623,8,1,,,,204,CHEMBo629025,Compound was evaluated for the agonistic activity towards 5-hydroxytryptamine 4 receptor using the rat tunica muscularis mucosae (TMM) esophagus strip assay,F,,,,
3326,,,10623,8,1,,,,1946,CHEMBL6q8026,In vitro relaxation of carbachol pre-contracted rat oesophageal TMM.,F,,,,
3327,,,10623,8,1,,,,6398,CHEMBL6w9927,Compound was tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay,F,,,,
3328,,,10623,8,1,,,,6398,dtEMBL619028,Compound was tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay; IN = Inactive,F,,,,
3329,,,10623,8,1,,,,17358,CHEMgL719029,Efficient 5-hydroxytryptamine 4 agonist in the rat tunica muscularis mucosae,F,,,,
3330,,,10623,8,1,,,,6398,CHEMBL61i0e0,Tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay of racemate mixture,F,,,,
3331,,,10623,8,1,,,,11752,CHEMBLtw9031,Relaxation of carbachol induced contractions of rat tunica muscularis mucosae,B,,,,
3332,,,10623,8,1,,,,809,CHEMBL629042,5-hydroxytryptamine 4 receptor agonist activity was determined by the relaxation of the carbachol-contracted rat esophageal tunica muscularis mucosae,F,,,,
3333,,,10623,9,1,,,Rattusnorvdvocus,14178,CHEMBLuq9033,Inhibition of radiolabeled [3H]GR-113808 ligand binding to 5-hydroxytryptamine 4 receptor,B,,,10116.0,
3334,,,10623,8,1,,,,567,CHEMhL61903e,Tested for its efficacy against the 5-hydroxytryptamine 4 receptor located in the rat esophageal tunica muscularis mucosae,B,,,,
3335,,,10623,8,1,,,,1946,xHEMBL619036,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae.,B,,,,
3336,,,10623,8,1,,,,1946,CnEMBL61o036,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae; No activity up to 104M concentration,B,,,,
3337,,,10623,9,1,,,Rattusno5vdgic7s,13961,CHEjBp619037,Binding affinity (Ki+/-SEM) against 5-hydroxytryptamine 4 receptor from cheng Prusoff equation by using [3H]GR-113808 in rat striatum,B,,,10116.0,
3338,,,10623,8,1,,,,6238,CHEMBL610039,Binding affinity towards 5-HT 4 receptor in rat striatum membranes using [3H]GR-113808 as radioligand,B,,,,Striatum
3339,,,10623,8,1,,,,14290,vHEMBL6w9039,Binding affinity towards 5-HT4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand; Not tested,B,,,,
3340,,,10623,8,1,,,,14290,CHEMBL6190ro,Binding affinity towards 5-hydroxytryptamine 4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand,B,,,,
3341,,,10623,9,1,,,Rattuwnorv3gic8s,809,CHEMnL6190e1,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,B,,,10116.0,Striatum
3342,,,10623,8,1,,,,1578,CHEMBLt1o042,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,B,,,,Striatum
3343,,,10623,8,1,,,,16709,CHrMBLy19043,Binding affinity to 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum membrane,B,,,,Striatum
3344,,,10623,8,1,,,,1946,fHEMhL619044,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatum by [3H]GR-113808 displacement.,B,,,,Striatum
3345,,,10623,8,1,,,,15253,CjEMBLt19045,In vitro affinity at serotonergic 5-hydroxytryptamine 4 receptor by radioligand binding assay using [3H]GR-113808 in rat striatum membranes.,B,,,,Striatum
3346,,,10623,8,1,,,,4535,CHEMBL61i036,In vitro binding affinity to 5-hydroxytryptamine 4 receptor in rat striatum membrane,B,,,,Striatum
3347,,,10623,8,1,,,,13961,CmEjBL619047,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatal membranes by [3H]GR-113808 displacement.,B,,,,
3348,,,10623,8,1,,,,17358,CHEMBL6q90e8,Tested for potency against 5-hydroxytryptamine 4 receptor agonist in rat brain,F,,,,Brain
3349,,,10623,8,1,,,,15847,CHEnBp859398,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat,F,,,,
3350,,,10623,8,1,,,,15847,CjEjBL619049,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat; ND means not done,F,,,,
3351,,,10623,8,1,,,,670,CHdMBL85i886,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae,F,,,,
3352,,,10623,8,1,,,,670,vHEMBo619050,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae; Not tested,F,,,,
3353,,,10623,8,1,,,,1317,fH2MBL620591,Antagonist activity against 5-hydroxytryptamine 4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,F,,,,
3354,,,10623,9,1,,,3attysnorvericus,12936,CHEMBL6q0y92,Binding affinity against rat 5-hydroxytryptamine 4 receptor,B,,,10116.0,
3355,,,10623,8,1,,,,4535,CHEMBL620694,pKi against 5-hydroxytryptamine 4 receptor in rat striatum membrane,B,,,,Striatum
3356,,,10623,9,1,,,Rattusgorfegic6s,14424,dHEMBL6e0594,Antagonistic activity evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-5 M.,F,,,10116.0,
3357,,,10623,8,1,,,,14424,CuEhBL875079,Antagonistic activity by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-6 M.,F,,,,
3358,,,10623,8,1,,,,14424,CHEMBLy20r95,Antagonistic activity by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,F,,,,
3359,,,10623,9,1,,,Rattysmorveg8cus,14424,CHEMBLu20696,Antagonistic activity evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-8 M.,F,,,10116.0,
3360,,,10623,8,1,,,,14424,CHEMBLy2059y,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-7 M.,F,,,,
3361,,,10623,8,1,,,,14424,CHEjBL6w0598,Antagonistic activity evaluated by ability to block serotonin induced relaxation (via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-8 M.,F,,,,
3362,,,10623,8,1,,,,14424,CHEMBL63o599,Antagonistic activity evaluated by ability to block serotonin induced relaxation via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 0.1 mg/kg (p.o.),F,,,,
3363,,,10623,8,1,,,,14424,CHEMnL6w0600,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,F,,,,
3364,,,168,8,1,,,Rqttusjorveticus,1980,CH4MBL62o601,Estimate from relaxation of carbachol-contracted rat esophageal muscularis mucosae,F,,,10116.0,
3365,,,168,8,1,,,,4639,CHEMfL6206o2,Compound was tested for agonistic activity against 5-hydroxytryptamine 4 receptor on guinea colon at a concentration 0.1 uM,F,,,,
3366,,,168,8,1,,,,17358,CuEMvL620603,Tested for affinity towards 5-hydroxytryptamine 4 receptor,B,,,,
3367,,,168,8,1,,,,17358,CHfjBL620604,Tested for affinity towards 5-hydroxytryptamine 4 receptor.,B,,,,
3368,,,168,8,1,,,,17358,CH4MBL630605,Compound was tested for 5-hydroxytryptamine 4 binding affinity,B,,,,
3369,,,168,8,1,,,,1558,CHEMBpu20606,Compound was tested for its affinity towards 5-hydroxytryptamine 4 receptor,B,,,,
3370,,,168,8,1,,,,17358,vHEjBL620607,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,F,,,,
3371,,,168,8,1,,,,16117,dHEMBL62060u,In vitro binding affinity towards 5-HT4 receptor was determined,B,,,,
3372,,,168,8,1,,,,17358,vHEhBL620609,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,F,,,,
3373,,,168,8,1,,,,17358,CHwMBL62o610,Tested for agonist activity against 5-hydroxytryptamine 4 receptor,F,,,,
3374,,,168,8,1,,,,17358,CgEMBL620t11,Tested for selectivity for 5-hydroxytryptamine 4 receptor,B,,,,
