Fiscal year,CountryRegion name,Organisation ID,Indigenous issues (marker),Branch name,Sector percent,Organisation type,Section ID,Children issues (marker),Project Browser country ID,Biodiversity (marker),Continent name,Sector ID,Organisation class,Division ID,Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Division name,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker)
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GM,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GM,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GN,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GN,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GN,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GN,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GN,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GN,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GN,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GN,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GW,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GW,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GW,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GW,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GW,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GW,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GW,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,GW,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,LR,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,LR,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,LR,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,LR,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,LR,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,LR,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,LR,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,LR,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,ML,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,ML,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,ML,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,ML,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,ML,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,ML,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,ML,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,ML,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,MR,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,MR,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,MR,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,MR,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,MR,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,MR,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,MR,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,MR,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,NE,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,NE,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,NE,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,NE,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,NE,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,NE,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,NE,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,NE,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,NG,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,NG,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,NG,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,NG,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,NG,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,NG,0,Africa,33110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,NG,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,NG,0,Africa,43030,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,SL,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,SL,0,Africa,15150,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Western Africa,Information not available,0,WGM Sub-Saharan Africa,0.25,Canadian Profit Making,S4249,0,SL,0,Africa,31110,Individual,D4207,A033662001,Closed,417370.81,B4200,WWD West & Central Africa,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
