assay_type,assay_cell_type,cell_id,assay_test_type,assay_category,tissue_id,assay_strain,confidence_score,assay_tax_id,tid,src_id,curated_by,src_assay_id,variant_id,assay_id,assay_subcellular_fraction,doc_id,relationship_type,chembl_id,bao_format,assay_tissue,description,assay_organism
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5767,,2621,N,CHEMBL620425,BAO_0000219,,Cytotoxicity against human lung carcinoma A549 cell line using MTT assay,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5768,,830,N,CHEMBL620426,BAO_0000219,,Cytotoxicity was evaluated in vitro against A549 (non-small cell lung carcinoma) human tumor cell lines,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5769,,14255,N,CHEMBL620427,BAO_0000219,,In vitro antitumor activity against A549 human non-small lung carcinoma cells containing 10% fetal bovine serum,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5770,,14255,N,CHEMBL620428,BAO_0000219,,In vitro antitumor activity against A549 human non-small lung carcinoma cells containing 10% fetal bovine serum; Not determined,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5771,,1590,N,CHEMBL620429,BAO_0000219,,In vitro antitumor activity against A549 human NSCLC lung carcinoma cells,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Expert,,,5772,,6146,N,CHEMBL620430,BAO_0000219,,In vitro concentration required to inhibit the TNF-alpha-induced RANTES production in A549 human lung epithelium cell line,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Expert,,,5773,,17427,N,CHEMBL839887,BAO_0000219,,In vitro cytotoxicity against A549 (human lung carcinoma) cell line.,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5774,,5280,N,CHEMBL620431,BAO_0000219,,In vitro cytotoxicity against parental and drug resistant lung human tumor cell line A549,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5775,,16786,N,CHEMBL884010,BAO_0000219,,In vitro cytotoxicity of compound against human A549 (non small cell lung) cancer cell line after 72 hr of drug exposure,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5776,,5895,N,CHEMBL620538,BAO_0000219,,In vitro cytotoxicity against A549 (human lung cancer),Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Expert,,,5777,,14297,N,CHEMBL620539,BAO_0000219,,In vitro cytotoxicity against A-549 (human lung carcinoma) cell line.,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5778,,17824,N,CHEMBL623373,BAO_0000218,,In vivo antiproliferative activity against A549 cell line,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5779,,14368,N,CHEMBL623374,BAO_0000219,,Inhibition of non-small-cell lung adenocarcinoma (A549),Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5780,,14368,N,CHEMBL623375,BAO_0000219,,Inhibition of non-small-cell lung adenocarcinoma (A549) after 48-h treatment,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5781,,14254,N,CHEMBL623376,BAO_0000219,,Inhibition of the growth against human non-small-lung carcinoma (A549) cell line after 72 hr exposure,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5782,,15897,N,CHEMBL623377,BAO_0000219,,Inhibitory activity against A549 cell line using MTT assay(Wild type p53),Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5783,,13866,N,CHEMBL623378,BAO_0000219,,Inhibitory activity against A549 epithelial Cancer cell line at the concentration 0-30 uM for 48 hr,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5784,,13370,N,CHEMBL623379,BAO_0000219,,Inhibitory activity of compound against human A549 lung carcinoma cell line.,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5785,,4862,N,CHEMBL623380,BAO_0000219,,Inhibitory activity against A549 lung cancer cell line,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5786,,4862,N,CHEMBL623381,BAO_0000219,,Inhibitory activity against Taxol-resistant A549 lung cancer cell line,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5787,,4862,N,CHEMBL623382,BAO_0000219,,Inhibitory activity against Taxol-resistant A549 lung cancer cell line; not determined,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5788,,15970,N,CHEMBL623383,BAO_0000219,,Inhibitory concentration against A549 (lung cancer) cell line,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Expert,,,5789,,17713,N,CHEMBL623384,BAO_0000219,,In vitro cytotoxicity against A-549 (human lung carcinoma) cell line.,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5790,,4833,N,CHEMBL623385,BAO_0000219,,Tested in vitro for inhibitory effect on the growth of human A-549 cancer cell line,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Expert,,,5791,,13736,N,CHEMBL623386,BAO_0000219,,Activity against A549 cancer cell line.,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5792,,4312,N,CHEMBL884105,BAO_0000219,,The compound was evaluated for cytotoxicity against A549 cell line,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5793,,5421,N,CHEMBL623387,BAO_0000219,,The compound was examined for its ability to block tumor necrosis factor alpha (TNF alpha) induced IL-8 production in A549 human lung carcinoma cell line using an ELISA,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5794,,5421,N,CHEMBL621568,BAO_0000219,,The compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5795,,14717,N,CHEMBL621569,BAO_0000219,,Growth inhibitory activity was measured for human A549 tumor cell line.,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5796,,4634,N,CHEMBL621570,BAO_0000219,,Inhibitory activity against A549 lung cancer cell line,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5797,,1149,N,CHEMBL621571,BAO_0000219,,Inhibitory activity against A549 cell line; inactive,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Expert,,,5798,,5421,N,CHEMBL621572,BAO_0000219,,Inhibition of NFkB (transcription factor) activation in A549 human lung carcinoma cell line at 20 uM,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Expert,,,5799,,5421,N,CHEMBL621573,BAO_0000219,,Inhibition of NFkB (transcription factor) activation in A549 human lung carcinoma cell line at 20 uM,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5800,,5421,N,CHEMBL621574,BAO_0000219,,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line at 20 uM concentration,Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5801,,3320,N,CHEMBL621575,BAO_0000219,,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-4 (M/L),Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5802,,3320,N,CHEMBL621576,BAO_0000219,,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-5 (M/L),Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5803,,3320,N,CHEMBL621577,BAO_0000219,,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-6 (M/L),Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5804,,3320,N,CHEMBL621578,BAO_0000219,,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-7 (M/L),Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5805,,3320,N,CHEMBL621579,BAO_0000219,,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-8 (M/L),Homo sapiens
F,A549,646.0,,,,,1,9606.0,80682,1,Intermediate,,,5806,,5726,N,CHEMBL621580,BAO_0000219,,In vitro percent inhibition evaluated against human lung cancer (A549 cell line) at >20 ug/mL,Homo sapiens
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5807,,17800,N,CHEMBL621581,BAO_0000218,,Plasma clearance (in vivo) in mongrel dogs was determined,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5808,,5985,N,CHEMBL621582,BAO_0000218,,Plasma clearance was measured in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5809,,5530,N,CHEMBL621583,BAO_0000218,,Plasma clearance in vivo in dog by intravenous administration at a dose of 0.2 mg/kg,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5810,,5530,N,CHEMBL621584,BAO_0000218,,Plasma clearance in vivo in dog by intravenous administration at a dose of 1 mg/kg,Canis lupus familiaris
A,,,In vivo,,1969.0,,1,9615.0,50588,1,Intermediate,,,5811,,4839,N,CHEMBL621585,BAO_0000218,Plasma,Tested for plasma clearance in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5812,,3639,N,CHEMBL621586,BAO_0000218,,The compound was tested for clearance in dog plasma.,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5813,,4838,N,CHEMBL875835,BAO_0000218,,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5814,,4137,N,CHEMBL621587,BAO_0000218,,Clearance value of compound was determined after intravenous administration of 1 mg/kg/h in dog,Canis lupus familiaris
A,,,In vivo,,1969.0,,1,9615.0,50588,1,Intermediate,,,5815,,5017,N,CHEMBL621588,BAO_0000218,Plasma,Compound was tested for its ability of plasma clearance when administered in dog perorally (1 mg/kg) and intravenously (0.2 mg/kg),Canis lupus familiaris
A,,,In vitro,,2107.0,,1,9615.0,50588,1,Intermediate,,,5816,Microsomes,17538,N,CHEMBL621589,BAO_0000218,Liver,In vitro clearance in dog liver microsomes,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5817,,6161,N,CHEMBL621590,BAO_0000218,,Pharmacokinetic profile in terms of clearance was determined at a dose of 0.5 mg/kg administered intravenously in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5818,,6161,N,CHEMBL621591,BAO_0000218,,Pharmacokinetic profile in terms of clearance was determined at a dose of 5 mg/kg administered intravenously in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5819,,1696,N,CHEMBL621592,BAO_0000218,,Plasma clearance in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5820,,6762,N,CHEMBL621593,BAO_0000218,,Clearance rate in dog,Canis lupus familiaris
A,,,In vivo,,1969.0,,1,9615.0,50588,1,Intermediate,,,5821,,5932,N,CHEMBL621594,BAO_0000218,Plasma,Plasma concentration in dogs after 2 hr at 30mg/kg oral dose,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5822,,6305,N,CHEMBL621595,BAO_0000218,,Clearance in dogs,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5823,,4942,N,CHEMBL621596,BAO_0000218,,Plasma clearance in dogs,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5824,,4219,N,CHEMBL621597,BAO_0000218,,Plasma clearance was determined,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5825,,17853,N,CHEMBL621598,BAO_0000218,,Lower clearance in dog (i.v.) at 0.5 mpk,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5826,,4514,N,CHEMBL621599,BAO_0000218,,Plasma clearance in Beagle dogs,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5827,,6448,N,CHEMBL875836,BAO_0000218,,Plasma clearance (Clp) in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5828,,6227,N,CHEMBL621600,BAO_0000218,,Plasma clearance (pharmacokinetic parameter) in dog (in vivo) at a dose of 1 mg/kg,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5829,,6227,N,CHEMBL621601,BAO_0000218,,Plasma clearance (pharmacokinetic parameter) in dog was determined,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5830,,6062,N,CHEMBL618474,BAO_0000218,,Plasma clearance for the compound was measured in dog after an iv dose of 1 mg/kg,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5831,,6821,N,CHEMBL618475,BAO_0000218,,Plasma clearance of compound was determined in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5832,,4709,N,CHEMBL624524,BAO_0000218,,Plasma clearance after intravenous administration of 1 mg/kg in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5833,,4521,N,CHEMBL624525,BAO_0000218,,Plasma clearance in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5834,,5374,N,CHEMBL624526,BAO_0000218,,Plasma clearance in dog was determined,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5835,,6057,N,CHEMBL624527,BAO_0000218,,Plasma clearance was calculated in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5836,,4727,N,CHEMBL624528,BAO_0000218,,Plasma clearance at the dose of 2 mg/kg in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5837,,5145,N,CHEMBL624529,BAO_0000218,,Plasma clearance in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5838,,17657,N,CHEMBL624530,BAO_0000218,,Plasma clearance in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5839,,17657,N,CHEMBL624531,BAO_0000218,,Plasma clearance in dog; Unable to calculate,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5840,,5145,N,CHEMBL624532,BAO_0000218,,Plasma clearance in rhesus monkey,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5841,,6642,N,CHEMBL624533,BAO_0000218,,Plasma clearance in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5842,,6641,N,CHEMBL624534,BAO_0000218,,Plasma clearance in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5843,,6642,N,CHEMBL624535,BAO_0000218,,Plasma clearance in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5844,,5472,N,CHEMBL624536,BAO_0000218,,Plasma clearance was evaluated in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5845,,5472,N,CHEMBL624537,BAO_0000218,,Plasma clearance was evaluated in dog; Not tested,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5846,,5472,N,CHEMBL624538,BAO_0000218,,Plasma clearance was evaluated in rhesus,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5847,,5472,N,CHEMBL624539,BAO_0000218,,Plasma clearance was evaluated in rhesus; Not tested,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5848,,4257,N,CHEMBL624540,BAO_0000218,,Plasma clearance value was determined in dog after a 3 mg/kg of iv dose,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5849,,6679,N,CHEMBL624541,BAO_0000218,,Plasma clearance was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5850,,5546,N,CHEMBL624542,BAO_0000218,,Plasma clearance was determined in Beagle dog at a dose of 1 mg/kg by iv administration,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5851,,6348,N,CHEMBL624543,BAO_0000218,,Plasma clearance was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5852,,5474,N,CHEMBL624544,BAO_0000218,,Clearance value at a dose of 0.2 mg/kg i.v.,Canis lupus familiaris
A,,,In vivo,,1969.0,,1,9615.0,50588,1,Intermediate,,,5853,,6316,N,CHEMBL624545,BAO_0000218,Plasma,Cmax (Maximum (Peak) plasma drug concentration) was after oral administration at 5 mg/kg,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5854,,17594,N,CHEMBL624546,BAO_0000218,,Cmax after oral dose of compound at 3 mg/kg in dogs,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5855,,17594,N,CHEMBL875957,BAO_0000218,,Cmax after single intravenous bolus of 1 mg/kg in dogs,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5856,,5802,N,CHEMBL624547,BAO_0000218,,Cmax of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5857,,6535,N,CHEMBL624548,BAO_0000218,,Cmax in dog after administration of 0.25 mg/kg iv; ND = not determined,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5858,,6535,N,CHEMBL624549,BAO_0000218,,Cmax in dog after administration of 1 mg/kg iv,Canis lupus familiaris
A,,,In vivo,,1969.0,,1,9615.0,50588,1,Intermediate,,,5859,,1466,N,CHEMBL624550,BAO_0000218,Plasma,Cmax in plasma was determined upon peroral administration of 10.0 mg/Kg dose in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5860,,6505,N,CHEMBL621613,BAO_0000218,,Cmax on p.o. administration of 10 mg/kg was measured in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5861,,5668,N,CHEMBL621614,BAO_0000218,,Cmax was determine after peroral administration at 10 mpk in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5862,,5668,N,CHEMBL623431,BAO_0000218,,Cmax was determine after peroral administration at 5 mpk in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5863,,5668,N,CHEMBL623432,BAO_0000218,,Cmax was determine after peroral administration at 5 mg/kg in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5864,,5600,N,CHEMBL623433,BAO_0000218,,Cmax after 0.3 mg/kg po administration in dog,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5865,,17764,N,CHEMBL623434,BAO_0000218,,Cmax after peroral administration in dogs at 2.4 uM/kg,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5866,,6123,N,CHEMBL623435,BAO_0000218,,Cmax in dog after oral administration at 1 mg/kg,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5867,,6123,N,CHEMBL623436,BAO_0000218,,Cmax in dog after oral administration at 1 mg/kg; Below the level of quantitation,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5868,,6757,N,CHEMBL875958,BAO_0000218,,Cmax upon oral administration in male Beagle dog at 10 mg/kg,Canis lupus familiaris
A,,,In vivo,,,,1,9615.0,50588,1,Intermediate,,,5869,,16907,N,CHEMBL623437,BAO_0000218,,Cmax value after 15 mg/kg iv dose in Dogs,Canis lupus familiaris
A,,,In vivo,,178.0,,1,10090.0,50594,1,Intermediate,,,5870,,7767,N,CHEMBL623438,BAO_0000218,Blood,Biodistribution in blood was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,Mus musculus
A,,,In vivo,,178.0,,1,10090.0,50594,1,Intermediate,,,5871,,7767,N,CHEMBL623439,BAO_0000218,Blood,Biodistribution in blood was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,Mus musculus
A,,,In vivo,,10000001.0,,1,10090.0,50594,1,Intermediate,,,5872,,7767,N,CHEMBL623440,BAO_0000218,Bone,Biodistribution in bone was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,Mus musculus
A,,,In vivo,,10000001.0,,1,10090.0,50594,1,Intermediate,,,5873,,7767,N,CHEMBL623441,BAO_0000218,Bone,Biodistribution in bone was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,Mus musculus
A,,,In vivo,,10000001.0,,1,10090.0,50594,1,Intermediate,,,5874,,7767,N,CHEMBL623442,BAO_0000218,Bone,Biodistribution in bone was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,Mus musculus
