title,year,id,venue,authors
the cubetree storage organization,1998,1528,vldb,"yannis kotidis , nick roussopoulos"
multigranularity locking in multiple job classes transaction processing system,1995,1529,sigmod record,"sheung-lun hung , shan-hoi ng"
"a robust , optimization-based approach for approximate answering of aggregate queries",2001,1530,sigmod conference,"vivek r. narasayya , gautam das , surajit chaudhuri"
optimizing the secure evaluation of twig queries,2002,1531,vldb,"sihem amer-yahia , divesh srivastava , sungran cho , laks v. s. lakshmanan"
illustra 's web datablade module,1996,1532,sigmod record,john gaffney
sequence query processing,1994,1533,sigmod conference,"raghu ramakrishnan , miron livny , praveen seshadri"
innovation in database management : computer science vs. engineering,1997,1534,vldb,kenneth r. jacobs
oodb indexing by class-division,1995,1535,sigmod conference,"sridhar ramaswamy , paris c. kanellakis"
"toto , we 're not in kansas anymore : on transitioning from research to the real ( invited industrial talk )",2000,1536,vldb,michael j. carey
an optimisation scheme for coalesce/valid time selection operator sequences,2000,1537,sigmod record,costas vassilakis
automated selection of materialized views and indexes in sql databases,2000,1538,vldb,"surajit chaudhuri , sanjay agrawal , vivek r. narasayya"
efficient management of multiversion documents by object referencing,2001,1539,vldb,"vassilis j. tsotras , carlo zaniolo , shu-yao chien"
efficient index structures for string databases,2001,1540,vldb,"tamer kahveci , ambuj k. singh"
data mining techniques,1996,1541,sigmod conference,jiawei han
extraction of object-oriented structures from existing relational databases,1997,1542,sigmod record,"julia e. hodges , shekar ramanathan"
multi-dimensional regression analysis of time-series data streams,2002,1543,vldb,"benjamin w. wah , yixin chen , jianyong wang , guozhu dong , jiawei han"
"proceedings of the 2000 acm sigmod international conference on management of data , may 16-18 , 2000 , dallas , texas , usa",2000,1544,sigmod conference,?
dynamic information visualization,1996,1545,sigmod record,yannis e. ioannidis
grid data management systems & services,2003,1546,vldb,"reagan moore , arun jagatheesan , paul watson , norman w. paton"
comparative analysis of six xml schema languages,2000,1547,sigmod record,"dongwon lee , wesley w. chu"
graphdb : modeling and querying graphs in databases,1994,1548,vldb,ralf hartmut güting
"the five-minute rule ten years later , and other computer storage rules of thumb",1997,1549,sigmod record,"jim gray , goetz graefe"
cache fusion : extending shared-disk clusters with shared caches,2001,1550,vldb,"tirthankar lahiri , n. macnaughton , sashikanth chandrasekaran , wilson chan , vinay srihari"
www-udk : a web-based environmental meta-information system,1997,1551,sigmod record,"rudolf legat , arne koschel , andree keitel , ralf kramer , claudia rolker , ralf nikolai , peter c. lockemann , konrad zirm"
on the computation of relational view complements,2003,1552,acm trans . database syst .,"gottfried vossen , jens lechtenbörger"
database indexing for large dna and protein sequence collections,2002,1553,vldb j.,"robert w. irving , malcolm p. atkinson , ela hunt"
mars : a system for publishing xml from mixed and redundant storage,2003,1554,vldb,"alin deutsch , val tannen"
incremental organization for data recording and warehousing,1997,1555,vldb,"s. sudarshan , p. p. s. narayan , rama kanneganti , h. v. jagadish , s. seshadri"
understanding the semantics of sensor data,2003,1556,sigmod record,murali mani
power efficient data gathering and aggregation in wireless sensor networks,2003,1557,sigmod record,"ibrahim korpeoglu , hüseyin özgür tan"
treasurer 's message,2003,1558,sigmod record,joachim hammer
multi-step processing of spatial joins,1994,1559,sigmod conference,"ralf schneider , thomas brinkhoff , bernhard seeger , hans-peter kriegel"
combining multi-visual features for efficient indexing in a large image database,2001,1560,vldb j.,"quan z. sheng , anne h. h. ngu , ron lei , du q. huynh"
lifestreams : a storage model for personal data,1996,1561,sigmod record,"eric freeman , david gelernter"
computing complete answers to queries in the presence of limited access patterns,2003,1562,vldb j.,chen li
report on the web dynamics workshop at www 2002,2002,1563,sigmod record,"alexandra poulovassilis , mark levene"
dblearn : a system prototype for knowledge discovery in relational databases,1994,1564,sigmod conference,"yue huang , yandong cai , yongjian fu , nick cercone , jiawei han"
information gathering in the world-wide web : the w3ql query language and the w3qs system,1998,1565,acm trans . database syst .,"david konopnicki , oded shmueli"
advanced database technologies in a diabetic healthcare system,2002,1566,vldb,"chenyi xia , wynne hsu , keng lik teo , mong-li lee , beng chin ooi , pranab kumar mohanty"
"counting , enumerating , and sampling of execution plans in a cost-based query optimizer",2000,1567,sigmod conference,"césar a. galindo-legaria , florian waas"
parallel evaluation of multi-join queries,1995,1568,sigmod conference,"jan flokstra , annita n. wilschut , peter m. g. apers"
data mining on an oltp system ( nearly ) for free,2000,1569,sigmod conference,"erik riedel , gregory r. ganger , david nagle , christos faloutsos"
a platform based on the multi-dimensional data model for analysis of bio-molecular structures,2003,1570,vldb,"srinath srinivasa , sujit kumar"
an overview and classification of mediated query systems,1999,1571,sigmod record,"klaus r. dittrich , ruxandra domenig"
local dimensionality reduction : a new approach to indexing high dimensional spaces,2000,1572,vldb,"kaushik chakrabarti , sharad mehrotra"
supporting global user profiles through trusted authorities,2002,1573,sigmod record,ibrahim cingil
mqseries and cics link for lotus notes,1996,1574,sigmod record,?
the propel distributed services platform,2001,1575,vldb,"runping qi , kuan yee , brian sterling , nicolas adiba , michael j. carey , david rieber , steve kirsch , michael blow , john c. shafer , rajendra panwar , daniela florescu , mary roth , dan wineman , david li , bert van der linden , brian vickery , ivan oprencak , tolga urhan"
cost estimation of user-defined methods in object-relational database systems,1999,1576,sigmod record,"kinji ono , jihad boulos"
safe query languages for constraint databases,1998,1577,acm trans . database syst .,peter z. revesz
gigascope : a stream database for network applications,2003,1578,sigmod conference,"theodore johnson , charles d. cranor , oliver spatscheck , vladislav shkapenyuk"
from focused crawling to expert information : an application framework for web exploration and portal generation,2003,1579,vldb,"martin theobald , sergej sizov , jens graupmann"
"optimizing relational queries in connection hypergraphs : nested queries , views , and binding propagations",1998,1580,vldb j.,jia liang han
cost based query scrambling for initial delays,1998,1581,sigmod conference,"tolga urhan , michael j. franklin , laurent amsaleg"
performance measurements of tertiary storage devices,1998,1582,vldb,"ethan l. miller , theodore johnson"
a system for keyword proximity search on xml databases,2003,1583,vldb,"tianqiu wang , yannis papakonstantinou , nick koudas , vagelis hristidis , andrey balmin , divesh srivastava"
roadrunner : towards automatic data extraction from large web sites,2001,1584,vldb,"giansalvatore mecca , valter crescenzi , paolo merialdo"
from ternary relationship to relational tables : a case against common beliefs,2002,1585,sigmod record,rafael camps
spartan : a model-based semantic compression system for massive data tables,2001,1586,sigmod conference,"shivnath babu , rajeev rastogi , minos n. garofalakis"
data replication for mobile computers,1994,1587,sigmod conference,"a. prasad sistla , ouri wolfson , yixiu huang"
benchmarking queries over trees : learning the hard truth the hard way,2000,1588,sigmod conference,"sophie cluet , fanny wattez , véronique benzaken , guy ferran , christian fiegel"
workflow management with service quality guarantees,2002,1589,sigmod conference,"wolfgang wonner , gerhard weikum , michael gillmann"
the long-term preservation of authentic electronic records,2001,1590,vldb,luciana duranti
keynote address,1995,1591,sigmod conference,robert s. epstein
from vldb to vmldb ( very many large data bases ) : dealing with large-scale semantic heterogenity,1995,1592,vldb,stuart e. madnick
telegraphcq : continuous dataflow processing,2003,1593,sigmod conference,"mehul a. shah , wei hong , sirish chandrasekaran , samuel madden , sailesh krishnamurthy , amol deshpande , frederick reiss , owen cooper , joseph m. hellerstein , michael j. franklin"
the treescape system : reuse of pre-computed aggregates over irregular olap hierarchies,2000,1594,vldb,"curtis e. dyreson , torben bach pedersen , christian s. jensen"
temporal slicing in the evaluation of xml queries,2003,1595,vldb,"richard t. snodgrass , dengfeng gao"
database techniques for the world-wide web : a survey,1998,1596,sigmod record,"daniela florescu , alberto o. mendelzon , alon y. levy"
focused crawling using context graphs,2000,1597,vldb,"frans coetzee , steve lawrence , michelangelo diligenti , marco gori , c. lee giles"
efficient concurrency control in multidimensional access methods,1999,1598,sigmod conference,"sharad mehrotra , kaushik chakrabarti"
design and implementation of advanced knowledge processing in the kdms krisys ( demonstration description ),1995,1599,sigmod conference,"stefan deßloch , joachim thomas , nelson mendonça mattos"
efficient query processing for multi-dimensionally clustered tables in db2,2003,1600,vldb,"matthew huras , leslie cranston , bishwaranjan bhattacharjee , sriram padmanabhan , timothy malkemus , tony lai"
a web odyssey : from codd to xml,2003,1601,sigmod record,victor vianu
lof : identifying density-based local outliers,2000,1602,sigmod conference,"hans-peter kriegel , raymond t. ng , markus m. breunig , jörg sander"
best-effort cache synchronization with source cooperation,2002,1603,sigmod conference,"chris olston , jennifer widom"
predictive dynamic load balancing of parallel and distributed rule and query processing,1994,1604,sigmod conference,"jae-jun hwang , mauricio a. hernández , salvatore j. stolfo , hasanat m. dewan"
tabular placement of relational data on mems-based storage devices,2003,1605,vldb,"divyakant agrawal , amr el abbadi , hailing yu"
efficient processing of expressive node-selecting queries on xml data in secondary storage : a tree automata-based approach,2003,1606,vldb,christoph koch
"opportunities at arpa , nsf , and elsewhere",1995,1607,sigmod record,xiaolei qian
sonar : system for optimized numeric associationrules,1996,1608,sigmod conference,"takeshi tokuyama , takeshi fukuda , yasuhiko morimoto , shinichi morishita"
