assays_ss_cll_tp,assays_ss_tst_tp,assays_vrnt_d,assays_cll_d,assays_crtd_b,assays_b_frmt,assays_ss_d,assays_cnfdnc_scr,assays_ss_tx_d,assays_rltnshp_tp,assays_ss_ctgr,assays_src_ss_d,assays_dc_d,assays_chmbl_d,assays_ss_strn,assays_dscrptn,assays_ss_tss,assays_ss_tp,assays_td,assays_src_d,assays_ss_sbclllr_frctn,assays_tss_d,assays_ss_rgnsm
,,,,Intermediate,BAO_0000218,11077,1,10116.0,N,,,6996,CHEMBL624774,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11078,1,10116.0,N,,,6996,CHEMBL624775,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration (0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11079,1,10116.0,N,,,6996,CHEMBL624776,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration ( 0 - 5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11080,1,10116.0,N,,,6996,CHEMBL624777,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr ),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11081,1,10116.0,N,,,6996,CHEMBL624778,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11082,1,10116.0,N,,,6996,CHEMBL624779,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11083,1,10116.0,N,,,6996,CHEMBL624780,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration ( 0 - 5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11084,1,10116.0,N,,,6996,CHEMBL624781,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr ),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11085,1,10116.0,N,,,6996,CHEMBL877608,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11086,1,10116.0,N,,,6996,CHEMBL624782,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration (0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11087,1,10116.0,N,,,6996,CHEMBL624783,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11088,1,10116.0,N,,,6996,CHEMBL624784,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11089,1,10116.0,N,,,6996,CHEMBL624785,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11090,1,10116.0,N,,,6996,CHEMBL624786,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration (0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11091,1,10116.0,N,,,6996,CHEMBL624787,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr ),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11092,1,10116.0,N,,,6996,CHEMBL628676,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11093,1,10116.0,N,,,6996,CHEMBL621842,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11094,1,10116.0,N,,,6996,CHEMBL621843,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11095,1,10116.0,N,,,6996,CHEMBL623873,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration (0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11096,1,10116.0,N,,,6996,CHEMBL623874,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration ( 0 - 5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11097,1,10116.0,N,,,6996,CHEMBL623875,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr ),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11098,1,10116.0,N,,,6996,CHEMBL623876,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,11099,1,9615.0,N,,,6996,CHEMBL623877,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 0.312 mg/kg after ip administration,,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,11100,1,9615.0,N,,,6996,CHEMBL623878,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 0.3 mg/kg after ip administration (0-6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,11101,1,9615.0,N,,,6996,CHEMBL623879,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 0.625 mg/kg after ip administration,,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,11102,1,9615.0,N,,,6996,CHEMBL623880,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 0.6 mg/kg after ip administration ( 0-6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,11103,1,9615.0,N,,,6996,CHEMBL623881,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1.8 mg/kg after ip administration ( 0-6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,11104,1,9615.0,N,,,6996,CHEMBL623957,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 10 mg/kg after ip administration (0-6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,11105,1,9615.0,N,,,6996,CHEMBL623958,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 10 mg/kg after ip administration ( 0-6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,11106,1,9615.0,N,,,6996,CHEMBL623959,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 16.2 mg/kg after ip administration ( 0-6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,11107,1,9615.0,N,,,6996,CHEMBL623960,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,11108,1,9615.0,N,,,6996,CHEMBL623961,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration (0-6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,11109,1,9615.0,N,,,6996,CHEMBL623962,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration ( 0 - 6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,11110,1,9615.0,N,,,6996,CHEMBL624676,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr ),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,11111,1,9615.0,N,,,6996,CHEMBL624677,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 20 mg/kg after ip administration ( 0-6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,11112,1,9615.0,N,,,6996,CHEMBL624678,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 2 mg/kg after ip administration,,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,11113,1,9615.0,N,,,6996,CHEMBL624679,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 2 mg/kg after ip administration (0-6 hr),,A,50588,1,,,Canis lupus familiaris
,,,,Intermediate,BAO_0000218,11114,1,9615.0,N,,,6996,CHEMBL624680,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 2 mg/kg after ip administration ( 0 - 6 hr),,A,50588,1,,,Canis lupus familiaris
,In vivo,,,Autocuration,BAO_0000218,11115,0,,U,,,11732,CHEMBL624849,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 27%,,A,22224,1,,,
,In vivo,,,Autocuration,BAO_0000218,11116,0,,U,,,11732,CHEMBL624850,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 4%,,A,22224,1,,,
,In vivo,,,Autocuration,BAO_0000218,11117,0,,U,,,11732,CHEMBL874399,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 54%,,A,22224,1,,,
,In vivo,,,Autocuration,BAO_0000218,11118,0,,U,,,11732,CHEMBL624851,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 72%,,A,22224,1,,,
,In vivo,,,Autocuration,BAO_0000218,11119,0,,U,,,11732,CHEMBL624852,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 76%,,A,22224,1,,,
,In vivo,,,Autocuration,BAO_0000218,11120,0,10116.0,U,,,13359,CHEMBL624853,,Oral bioavailability in rat (dose 10 mg/kg),,A,22224,1,,,Rattus norvegicus
,In vivo,,,Autocuration,BAO_0000218,11121,0,10116.0,U,,,16618,CHEMBL624854,,Oral bioavailability in rat (Sprague-Dawley),,A,22224,1,,,Rattus norvegicus
,In vivo,,,Autocuration,BAO_0000218,11122,0,10116.0,U,,,13960,CHEMBL624855,,Oral bioavailability in rat,,A,22224,1,,,Rattus norvegicus
,In vivo,,,Autocuration,BAO_0000218,11123,0,10116.0,U,,,13917,CHEMBL624856,,Oral bioavailability in rats was determined in vivo,,A,22224,1,,,Rattus norvegicus
,In vivo,,,Autocuration,BAO_0000218,11124,0,9615.0,U,,,14266,CHEMBL882957,,Oral bioavailability in dog,,A,22224,1,,,Canis lupus familiaris
,In vivo,,,Autocuration,BAO_0000218,11125,0,314293.0,U,,,12359,CHEMBL624857,,Oral bioavailability of compound in monkey,,A,22224,1,,,Simiiformes
,In vivo,,,Intermediate,BAO_0000218,11126,1,10116.0,N,,,12359,CHEMBL622202,,Oral bioavailability of compound in rat,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Autocuration,BAO_0000218,11127,0,10116.0,U,,,12359,CHEMBL622203,,Bioavailability in rat of PMEA prodrug,,A,22224,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,11128,1,10116.0,N,,,12359,CHEMBL625522,,Oral bioavailability of compound was evaluated relative to that of PMEA in rat; Not determined due to lack of solubility,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Autocuration,BAO_0000218,11129,0,9544.0,U,,,10791,CHEMBL622868,,Serum conc at 3 hours following 25 mg/kg dose,,A,22224,1,,,Macaca mulatta
,In vivo,,,Autocuration,BAO_0000218,11130,0,9544.0,U,,,10791,CHEMBL622869,,Urine conc 0-5 hours following 25 mg/kg dose,Urine,A,22224,1,,1088.0,Macaca mulatta
,In vivo,,,Autocuration,BAO_0000218,11131,0,9544.0,U,,,10791,CHEMBL622870,,Urine conc 0-24 hours following 25 mg/kg dose,Urine,A,22224,1,,1088.0,Macaca mulatta
,In vivo,,,Autocuration,BAO_0000218,11132,0,9534.0,U,,,138,CHEMBL622871,,Oral bioavailability in African green monkeys; 20-25,,A,22224,1,,,Chlorocebus aethiops
,In vivo,,,Intermediate,BAO_0000218,11133,1,9541.0,N,,,14521,CHEMBL620560,,Oral bioavailability in cynomolgus monkey.,,A,100710,1,,,Macaca fascicularis
,In vivo,,,Autocuration,BAO_0000218,11134,0,9615.0,U,,,13953,CHEMBL620561,,Oral bioavailability in dog,,A,22224,1,,,Canis lupus familiaris
,In vivo,,,Intermediate,BAO_0000218,11135,1,9615.0,N,,,12836,CHEMBL620562,,Oral bioavailability in dog at 10 mg/kg oral dose,,A,50588,1,,,Canis lupus familiaris
,In vivo,,,Intermediate,BAO_0000218,11136,1,10026.0,N,,,12836,CHEMBL620563,,Oral bioavailability in hamster at 10 mg/kg oral dose,,A,100712,1,,,Cricetinae
,In vivo,,,Intermediate,BAO_0000218,11137,1,10116.0,N,,,12836,CHEMBL620564,,Oral bioavailability in rat at 10 mg/kg oral dose,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Autocuration,BAO_0000218,11138,0,10116.0,U,,,14521,CHEMBL872265,,Oral bioavailability in rat,,A,22224,1,,,Rattus norvegicus
,In vivo,,,Autocuration,BAO_0000218,11139,0,10116.0,U,,,13953,CHEMBL620565,,Oral bioavailability in rat,,A,22224,1,,,Rattus norvegicus
,In vivo,,,Autocuration,BAO_0000218,11140,0,9347.0,U,,,6799,CHEMBL620566,,Oral bioavailability,,A,22224,1,,,Eutheria
,In vivo,,,Autocuration,BAO_0000218,11141,0,,U,,,11311,CHEMBL620567,,Oral bioavailability was determined; range 49-102%,,A,22224,1,,,
,In vivo,,,Intermediate,BAO_0000218,11142,1,9615.0,N,,,4013,CHEMBL620568,,Oral bioavailability was determined in dogs,,A,50588,1,,,Canis lupus familiaris
,In vivo,,,Autocuration,BAO_0000218,11143,0,10116.0,U,,,4013,CHEMBL620569,,Oral bioavailability in rat,,A,22224,1,,,Rattus norvegicus
,In vivo,,,Autocuration,BAO_0000218,11144,0,9347.0,U,,,17591,CHEMBL620570,,Oral bioavailability,,A,22224,1,,,Eutheria
,In vivo,,,Autocuration,BAO_0000218,11145,0,,U,,,17591,CHEMBL620571,,Oral bioavailability was determined; Not orally available,,A,22224,1,,,
,In vivo,,,Intermediate,BAO_0000218,11146,1,10090.0,N,,,15011,CHEMBL620572,,Percent bioavailability was administered by using 0.4% Methyl cellulose (MC) as vehicle to nude mice at a dose of 25 mg/kg (micronized sample),,A,50594,1,,,Mus musculus
,In vivo,,,Autocuration,BAO_0000218,11147,0,10090.0,U,,,15011,CHEMBL620573,,Bioavailability in mouse (nude) (dose 0.4% Methylcellulose (MC) as vehicle 25 mg/kg),,A,22224,1,,,Mus musculus
,In vivo,,,Autocuration,BAO_0000218,11148,0,10090.0,U,,,15011,CHEMBL620574,,Bioavailability in mouse (nude) using 20% aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle 25 mg/kg,,A,22224,1,,,Mus musculus
,In vivo,,,Autocuration,BAO_0000218,11149,0,9544.0,U,,,9552,CHEMBL620575,,Oral bioavailability in Rhesus monkey,,A,22224,1,,,Macaca mulatta
,In vivo,,,Autocuration,BAO_0000218,11150,0,9615.0,U,,,9552,CHEMBL620576,,Oral bioavailability in dog (female mongrel),,A,22224,1,,,Canis lupus familiaris
,In vivo,,,Autocuration,BAO_0000218,11151,0,,U,,,3639,CHEMBL875846,,Percent oral bioavailability of perorally administered compound (30 mg/kg) was tested,,A,22224,1,,,
,In vivo,,,Autocuration,BAO_0000218,11152,0,9615.0,U,,,13397,CHEMBL620577,,Oral bioavailability in dog,,A,22224,1,,,Canis lupus familiaris
,In vivo,,,Autocuration,BAO_0000218,11153,0,,U,,,3031,CHEMBL620578,,Percentage Bioavailability was evaluated.,,A,22224,1,,,
,In vivo,,,Autocuration,BAO_0000218,11154,0,10116.0,U,,,12818,CHEMBL620579,,Bioavailability in rat administered i.d.,,A,22224,1,,,Rattus norvegicus
,In vivo,,,Autocuration,BAO_0000218,11155,0,9347.0,U,,,4847,CHEMBL621248,,Bioavailability,,A,22224,1,,,Eutheria
,In vivo,,,Autocuration,BAO_0000218,11156,0,9615.0,U,,,12421,CHEMBL625390,,Bioavailability in dog (male Beagle) i.v. administration,,A,22224,1,,,Canis lupus familiaris
,In vivo,,,Autocuration,BAO_0000218,11157,0,10116.0,U,,,11966,CHEMBL625391,,"Bioavailability in rat (dose 20 mg/kg p.o. in 1% methocel, and 5 mg/kg i.v. in PEG400)",,A,22224,1,,,Rattus norvegicus
,In vivo,,,Autocuration,BAO_0000218,11158,0,9443.0,U,,,11218,CHEMBL872266,,Bioavailability in monkey (dose 10 mg/kg i.d. or 0.3 mg/kg i.v.),,A,22224,1,,,Primates
,In vivo,,,Autocuration,BAO_0000218,11159,0,10116.0,U,,,13129,CHEMBL625392,,Oral bioavailability in rat (Sprague-Dawley) (male),,A,22224,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,11160,1,10116.0,N,,,12350,CHEMBL625393,,The oral bioavailability was measured on rats after oral administration,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,11161,1,10116.0,N,,,2231,CHEMBL625394,,Bioavailability was evaluated in rat at an intravenous dose of 3 mg/kg and peroral dose of 5 mg/kg,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,11162,1,9544.0,N,,,2231,CHEMBL625395,,Bioavailability was evaluated in rhesus monkey at an intravenous dose of 1 mg/kg and peroral dose of 1 mg/kg,,A,50797,1,,,Macaca mulatta
,In vivo,,,Autocuration,BAO_0000218,11163,0,10116.0,U,,,12187,CHEMBL625396,,Bioavailability in rat (dose 10 mg/kg i.d.),,A,22224,1,,,Rattus norvegicus
,In vivo,,,Autocuration,BAO_0000218,11164,0,9615.0,U,,,12421,CHEMBL625397,,Bioavailability in dog (male Beagle) i.v. administration,,A,22224,1,,,Canis lupus familiaris
,In vivo,,,Intermediate,BAO_0000218,11165,1,10090.0,N,,,13256,CHEMBL625398,,Biodistribution in CD-1 mice was determined after 1 minute in Striatum(expressed as percent injected dose per gram normalized to a 25 g mouse),,A,50594,1,,,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,11166,1,10090.0,N,,,13256,CHEMBL625399,,Biodistribution in CD-1 mice was determined after 1 minute in blood(expressed as percent injected dose per gram normalized to a 25 g mouse),Blood,A,50594,1,,178.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,11167,1,10090.0,N,,,13256,CHEMBL626074,,Biodistribution in CD-1 mice was determined after 1 minute in cerebellum(expressed as percent injected dose per gram normalized to a 25 g mouse),Cerebellum,A,50594,1,,2037.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,11168,1,10090.0,N,,,13256,CHEMBL626075,,Biodistribution in CD-1 mice was determined after 1 minute in cortex(expressed as percent injected dose per gram normalized to a 25 g mouse),,A,50594,1,,,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,11169,1,10116.0,N,,,2231,CHEMBL626076,,Maximum concentration in plasma (Cmax) was evaluated in rat at an intravenous dose of 3 mg/kg and peroral dose of 5 mg/kg,Plasma,A,50597,1,,1969.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,11170,1,9544.0,N,,,2231,CHEMBL626077,,Maximum concentration in plasma (Cmax) was evaluated in rhesus monkey at an intravenous dose of 1 mg/kg and peroral dose of 1 mg/kg,Plasma,A,50797,1,,1969.0,Macaca mulatta
,In vivo,,,Intermediate,BAO_0000218,11171,1,10116.0,N,,,12178,CHEMBL626078,,Maximum concentration in whole blood recorded in the period 0-24 hr postdose of 1 mg/kg in rat (normalized to a 1 mg/kg dose),Blood,A,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Autocuration,BAO_0000218,11172,0,,U,,,12178,CHEMBL625846,,Maximum concentration in whole blood recorded in the period 0-24 hr postdose of 2.5 mg/kg in rat (normalized to a 1 mg/kg dose),Blood,A,22224,1,,178.0,
,In vivo,,,Autocuration,BAO_0000218,11173,0,,U,,,12178,CHEMBL625847,,Maximum concentration in whole blood recorded in the period 0-24 hr postdose of 5.0 mg/kg GP (normalized to a 1 mg/kg dose),Blood,A,22224,1,,178.0,
,In vivo,,,Expert,BAO_0000218,11174,1,10116.0,N,,,15633,CHEMBL625848,,Maximum concentration observed in rats at an oral dose of 50 mg/kg,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,11175,1,10116.0,N,,,14258,CHEMBL625849,,Maximum concentration of compound in plasma administered orally to rats,Plasma,A,50597,1,,1969.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,11176,1,9615.0,N,,,14224,CHEMBL626023,,"Maximum concentration (10 mg/kg, orally) in plasma of dogs",Plasma,A,50588,1,,1969.0,Canis lupus familiaris
,In vivo,,,Intermediate,BAO_0000218,11177,1,9615.0,N,,,14224,CHEMBL626024,,"Maximum concentration (10 mg/kg, perorally) in plasma of dogs",Plasma,A,50588,1,,1969.0,Canis lupus familiaris
,In vivo,,,Intermediate,BAO_0000218,11178,1,9615.0,N,,,14224,CHEMBL626025,,"Maximum concentration (5 mg/kg, intravenously) in plasma of dogs",Plasma,A,50588,1,,1969.0,Canis lupus familiaris
,In vivo,,,Autocuration,BAO_0000218,11179,0,,U,,,5566,CHEMBL626026,,Maximum concentration after 10 mg/kg by oral administration,,A,22224,1,,,
