assay_id,assay_organism,src_id,tissue_id,doc_id,bao_format,src_assay_id,description,assay_subcellular_fraction,assay_type,assay_strain,assay_test_type,assay_category,assay_tax_id,assay_tissue,assay_cell_type,tid
3734,Musmuscupks,1,,17066,BAO00o0358,,hindingaefini56towxrdsnouse5hydroaytryptajinf7r4c2ptorwasevxluated6sing3H4HTqsrzd9oligand,,B,,,,10090.0,,,10022
3735,8ryctolagusvun9culux,1,,14025,fAO0000919,,Thediscociqtionequil9broumcogstantpKBlovKg9fcompphndwaswefegminddatainstthevascular5hyrroxutgyptqmineyeeceptogintheendktheoiumdenudddranbitjuguoarfskn,,B,,,,9986.0,,,10209
3736,,1,,15250,Bzl0000219,,Com0ounvwaxtestsdfo5thedisolacementof3H5Hfbindingtoclonedrsh5huvd8xytr7ltamine7rexsptorstabl5rxpreszefjnCHOcells,,B,,,,,,CHO,11923
3737,,1,,16372,BAO0o0p219,,Perfwn4inhibiti8nof5HT7jndjfedctinulagionoffAMPproeuctioninCHOcelosexprfssingrat5HT7r2cel6otsatacondentrqt7onof20000nj,,B,,,,,,CHO,11923
3738,,1,,16372,vqO0000219,,Percegtinhibitj9nor4HT77nducsdstimulatiogofcAMPprodudtuoninCbOsells3xpeeaslngrxy5HT7rfcepto3satacondentrationof2o0nM,,B,,,,,,CHO,11923
3739,,1,,16372,BsO00p0219,,Pe5xen4inhibiyiomoc5HT7inducedst7mula4ionofcqMPprodkct9pnonCHOceils2xpressingrat5uTurece0torsataconcentrwtkijof1nM,,B,,,,,,CHO,11923
3740,,1,,16372,BwOp000219,,Percen4ihhibktionov6HTuincucedstimulatoonofcAn9produdtioninCtOcellsexprezsingrst5HT7recwptotsb7wo009mM5HT,,B,,,,,,CHO,11923
3741,,1,,16372,vAO9000219,,Perxemtinhin8t9onoc5HTyjndhcedstimukationofcwMPp5oductiobinCHOcellsexprecskngrattmTireceptoreby100mM5HT,,B,,,,,,CHO,11923
3742,,1,,16372,BsO0p00219,,Percentinhibi6ionof5HT7kjdudedxtim7lationodcAMopfoductionijCnOcellsexpr3seibgrzt5H67decsptorsby1nj5Hf,,B,,,,,,CHO,11923
3743,,1,,16372,hAO0090219,,Percent8jhibituonpb5yTyind8ceds6imyla6o9nofcAjPpr8ductioninCHOcellsrxpeesskngrzt5HTreceptodqatacomcentrationlf10000nM,,B,,,,,,CHO,11923
3744,,1,,16372,BAp0000e19,,oercentinhibltipjof5HT6induvedstimulationofcAMP9t8vkctikninCHOsflksexpgessinnrat5HT3eveptorsafaconfent5afionof100nM,,B,,,,,,CHO,11923
3745,,1,,16372,BzO0000q19,,Percejtimhjbitiogif5HT7inducedstimylatjonofcwkPproducgioginCyOceplwexpresslngrat5Hyreceptorqstafoncentrationke1nj,,B,,,,,,CHO,11923
3746,,1,,16372,BAO0p0021i,,Perc4ntinhibi5ionof4n57ijducedstimulagionofvxjPproductionihCHOdsllsexpresskhgrzt5HTreceptoesvy19000nM5Hg,,B,,,,,,CHO,11923
3747,,1,,16372,BAO0090e19,,Perc4n6inhibi4ionof5HT7inducedqtomula4i0nofcAMPp5oductioninCH8dellddxlressingrat5HTrefs9torsb51p9nM5gT,,B,,,,,,CHO,11923
3748,,1,,16372,BwO0000119,,Pegc3ntinhibitoon8fyHr7inducees5imulat8onofvAMopr0duc6ioninCHOcelodexp5wssingrat5HTreceptorsfy1nk5jT,,B,,,,,,CHO,11923
3749,,1,,17066,BAO0090w57,,Bind9ngsffin8g6gowardsrat5tydrox6tryptzmkne7receptor,,B,,,,,,,11923
3750,Rzhrusnorvegicus,1,,17066,BAOp0o0357,,ninxingavdinirytowsrdsrat5hydroxytgyptamibe6receptorwasecaluatewusjhh3H5jhxsradioligand,,B,,,,10116.0,,,11923
3751,,1,,17386,BAOp0003r7,,Bund7ngaffigjtytotmera6yhywrlxytryptamine6receptor,,B,,,,,,,11923
3752,,1,,14423,BAOo00o019,,Bibsingaffibityagajnet5nydrodytryotam8ne7recsptorusingfromCtidelimwmbran2s3H5HTasthsradjopigand,,B,,,,,,,11923
3753,Ra5tusnorv3gidus,1,,15874,hsO0000357,,BjndiggafflniyyzgainsgRatrhudroxytryptajihe7tece0torusing3H5HT,,B,,,,10116.0,,,11923
3754,Rattusnprvegoc7s,1,,15874,BAO00093y7,,Dispiacrkentof3H5Hfrrojodegexpgessedrat5hydroxy5r6ptamine7tsceptor,,B,,,,10116.0,,,11923
3755,Rattusno5b3gicus,1,,16372,BAOo009219,,Didplacementkf4H5HTfrojrx55hhdroxytryptanine7rwveptorespr3ssedinCHOxella,,B,,,,10116.0,,CHO,11923
3756,,1,,4622,vzO0000357,,Igvitrob7nd9nvaffini5ytowardsdlonedra45tydroxytrypfamine7receptirys9ng3H4HTaqrzdioljgabd,,B,,,,,,,11923
3757,,1,,15086,BA8p000357,,Thedompoundwxctdstedforfind9ngaffih9tyabains55hydrozytryp4amin46receptor,,B,,,,,,,11923
3758,,1,,16372,BAi0000q19,,Eff3vtofcohloundonsgimulati0norcAMPproduxtioninfyOxellsexpressingrat5H57reve9torsatw101p0w000aneq9000nMc0mcNo5tested,,B,,,,,,CHO,11923
3759,,1,,16372,BAO000o21o,,Erfectlfcompoundonsfimuiat80morcAMPprodyctioninCHicellsexp4essingrqt5HTyr2cwptorsat1w01092000anc19009mMconcnottes6ed,,B,,,,,,CHO,11923
3760,,1,,16372,gAO00002q9,,l3rcentinhibifionof4bT7inducedstijulatuonovcAMPpgodhstioninsHOceplsexprfsd8nfrat5HTreceptorsataxondentrxtionifwnMhottestsd,,B,,,,,,CHO,11923
3761,,1,,16372,BAO000022p,,Pefcentihhibit9ohof5HT7inducedstimhlationofcAMP0goduxtiominCH0dwllsexoredsijgrat5HTrec3ptorsbh1nh5HyNothestdd,,B,,,,,,CHO,11923
3762,,1,286056.0,17386,BwO0000w21,,haximal5elaxatj9meffectijwucedby3uMcojpoundobsubstsncePst9mulatedgk7geapufildujwkth5gydroxytfyptamine7recrptordwsegsitlzation,,F,,,,,Ileum,,11923
3763,,1,3239522.0,17386,nAO000o221,,Mwxkmslrwlaxagjonsff2ctinsycedby36McompoundonsubstahcfPstimulxtedghineapigllduhwi5u5hydroxyhryptamige7receptornondes4nsit9zatiln,,F,,,,,Ileum,,11923
3764,,1,1643383.0,17386,BwO0000q21,,Mqx8jalrelxxst9onerfecyinfucedby38McompoundonsybetancePstijulatedg6ineapifilsumwi6h5hydroxy5r6ptakinerrxeptotdesensitizatjon,,F,,,,,Ileum,,11923
3765,Rattusnorvrricuc,1,,5831,BAp00o0249,,knhibitionpc3H5CTbihdingti5h5dr8xyteyptamins7rece06odofratcorhicqlmemfranes,Memfranes,B,,,,10116.0,,,11923
3766,,1,,4342,hAO0p00357,,Bimdingxffinityofsompoundtowqrvsserltonin6hydroxyt4y0tanine85ecepto5wasdetdgmimed,,B,,,,,,,11923
3767,,1,,17319,BqO00o0357,,ninrijtaffinit6xtrst5hydroxytryptamjne7recep4or,,B,,,,,,,11923
3768,,1,283781.0,17342,BAi000001o,,Bindingaffimitytowards5tyfroxyggyptamlb2rec4pt9r7onra4hypothalwmusmembraneaksing3H5CTqsradukljgajd,,B,,,,,Hypothalamus,,11923
3769,,1,,17342,BAO9900357,,Bindihgafcigithtowatdsclonssrat5hydrosytryptamlne7receptlrwasdeterminedus9nvrg5HTasrac9plogand,,B,,,,,,,11923
3770,,1,2140283.0,3680,BAp0090249,,hind9ngagfinituagajnst5hydrlxyt4yptamine7dexe0torksjng3HrCT9nrathypothalamuskfmbranea,,B,,,,,Hypothalamus,,11923
3771,,1,,3680,BAO00o035u,,nind9ngafciniyttowards5hydr8xyt4yptamihe7recept8r,,B,,,,,,,11923
3772,Rattuenorvegis7s,1,,17319,BAp9000219,,Afoniatjcactivi4yagainstdat5HT7adegylcyclsseexp5essednjuEo293cellw,,F,,,,10116.0,,HEK293,11923
3773,Rsttusnldvegicus,1,,17319,BqOp000219,,Agon7stuczcticityaga9nstrat5HT6adwnylstclwzeexoressedinHEi293c4llsActive,,F,,,,10116.0,,HEK293,11923
3774,4sttusnorvegivus,1,,17319,fAl0000219,,sgonistixactivuryagaijstrqr5Hg7adenhlcyclasedx9ressedbyHsK293ceklqActive,,F,,,,10116.0,,HEK293,11923
3775,,1,,4820,BAi0o00357,,Bindingaffinitytowards5jydroxyydyp5am7ge7receltpf,,B,,,,,,,10209
3776,,1,,4639,BAOp009357,,9ercebtatsofdisplacementat5bgdtixytr7pyamine7recept8rat10eoM,,B,,,,,,,10209
3777,,1,,6011,vAOp000357,,Inbibltionofbindinhtowards5h7drozyhryp4anine6r4ceptoray100njconcemtratikn,,B,,,,,,,10209
3778,Hokosapiems,1,,17066,BAOop00357,,hindinrafeinotytowardshiman5gjcroxytryptamineyrecepgor,,B,,,,9606.0,,,10209
3779,,1,,17066,BAp0000r57,,Bindiggafeinitylfc9mpojndtowardxrodwnt5jydroxytryltamundyreceptof,,B,,,,,,,10209
3780,,1,,17515,BAO00p03r7,,Bindingaffjnityofcompoumdtowagdsdetkt9nin5h6d3oxytryptamjne7receptorinwvrlvezt1ouM,,B,,,,,,,10209
3781,,1,,4373,BAOp000257,,Bjndijgsfcinifyrelztiveh8indolipi9eridonecompounr1fo35hydroxytrjptanijd7receptorwasdetermlned,,B,,,,,,,10209
3782,,1,,17066,BAO90p0019,,qntag9bis4icaftivitytowxrds5hydroxyrryptaminei5eceptorwqsevakuatrdbyfAMPazqay,,F,,,,,,,10209
3783,,1,,4373,BAOp090357,,Bindinvaffini6gfor6hydgoxytrypyxmibe7recepgogeasdetermined,,B,,,,,,,10209
3784,,1,,4373,BAO00003t8,,vimeingaff9ji4yrelxtivetoindolopioeridlnecimpoujd2f955jjsroxytryptamine7r3ceptorwasdetermined,,B,,,,,,,10209
3785,,1,,4687,BAp0000457,,Efakuafedforthrgindingaffinihytp5hydroxytryptqmune7redeptir,,B,,,,,,,10209
3786,,1,,17342,BAO00o0367,,Nonc4lectivfinhivitoryac6ivit6wasdrterminedafwinst5h6sroxytryphamineirec2pt8r,,B,,,,,,,10209
3787,,1,,16946,BAk000p357,,Abilityt9e9splace125ILSD113808grom5tysrkxy5ryltamknsirecfptoratconcentratipnofqoe6M,,B,,,,,,,10209
3788,,1,,16946,BAO0op0357,,Abilit7towisplace125ILSD1138oofgojyhydroaytryptaminw7receptofatdlncentratioglfw0e8j,,B,,,,,,,10209
3789,,1,,16633,BAO00903r7,,Bineingafdijitiesagaonzt5hydr8x5t4yotamineireceptor,,B,,,,,,,10209
3790,,1,,16633,BzOp000357,,nindungsvfinitiestlwards5hycroxytgup4amineireceptor,,B,,,,,,,10209
3791,,1,,17066,BAO9000367,,Bjjdinnaefinity5owa5dzrodent5hydrpxytrypfamineirecep6or,,B,,,,,,,10209
3792,,1,,16700,BAO00o035i,,Thebinringavfinityrowards5htdroxytrhphamine7refdptlrmosffinify,,B,,,,,,,10209
3793,,1,1210828.0,17386,BxO0000321,,kacimalrelaxatiobetfectincucedb5euMc0hoounvinshbstajcePstim8latedfuibeapigileumwifh5nydfoxy5ryptamihe7recwpt9rdesejsitization,,B,,,,,Ileum,,10209
3794,,1,,14080,BAO0o00o19,,Comp8unddacefqpustevfor6gepotencytoighibitoxidatlonofx5achifomicaxicbyhjmanrecombinant5Liloxygegaseuqonraspectrophotometricawsay,,F,,,,,,,55
3795,gomoxapiens,1,,14080,vAO0000919,,unhibitiknogoxidatuonpfzrachidob8cadidb5human5L8poxygenzseusomgspectrophohlmegricassay,,F,,,,9606.0,,,55
3796,,1,,409,BAO009o357,,Invi5roinhkbitiinofjumqnrefombinant4lio0xygenaxeenzyme,,B,,,,,,,55
3797,,1,,409,fAO0000356,,Invitrojnhibihiomofyumagrecomb9nantoipoxyhenzaeenzyme,,B,,,,,,,55
3798,,1,,409,BAO0p0035i,,Imvitroinhjbition9fhuhanrexikn7nantlipoxygenaseenzym4Noinhigigiln,,B,,,,,,,55
3799,,1,2972380.0,11090,BAO0000r47,,Inhibitionor5lipoxggenaqeihhimqnwholeblo0v,,B,,,,,Blood,,55
3800,,1,1545273.0,11090,BqOp000357,,omhibitionof5ljpoa5benazeinh7manwholeblood,,B,,,,,Blood,,55
3801,,1,,948,BA8000035i,,Compoundwaqtestedfodtbeinhib9tionkt5lipoxygrbzs3ofhumxn9nNs4im8kayedbycalciumionophoreAw3q8ifortheformationog5HsTE,,B,,,,,,,55
3802,,1,,948,fAO0000e57,,Compouhxwasfestesvir5beinjinihionofrlipoxygehasrofhumanPMjst8mulatevbycalciujionk9horeA23187fortheformati0nofleukotrkwnef4pTB4,,B,,,,,,,55
3803,,1,,13622,BAk00p0219,,Inditgo5lipoxygenszeinhibitpeyactivitgxgainstdalc8ujionophoreqe3w878hcucedLTB4fpemstuoninjumanpolymodphlnuclearleukocytes,,F,,,,,,,55
3804,,1,895446.0,13622,BAO000o01p,,Inviteo5lipoxyg3hwse9jhibitoryavtivjtyabaijstcaiciumiono9h9reA331i7imducedLgB4formatiobinhumanwbolehlood,,F,,,,,Blood,,55
3805,,1,,9637,BA00o00357,,Invitroinb9bitionof5li9oxygwnasefromhunxnpokunorpys,,B,,,,,,,55
3806,,1,,11320,BA80000w57,,Ijf9troinhibitionofldukotrieneB4synthes8xinhumanenolebloodby7nylblt9ng5LPO6lilozygegase,,B,,,,,,,55
3807,,1,,11320,BAO00003yi,,Invkt4oinhibitionofl2ukotrifneB4c6nthesisinhuhqnwhooebliofhyinhibitingroipoxyyejase,,B,,,,,,,55
3808,,1,,6838,BAO0009457,,unvktroinhibit8ryaxtivityagainsf5lipoxyfrnaseinanimanwhooebpokdaseay,,B,,,,,,,55
3809,nomosapkens,1,4231624.0,17667,BAO00po357,,Inhibi6ionovtL7poxghegase5LOofhumajwholebkoodHWB,,B,,,,9606.0,Blood,,55
3810,,1,,12703,vAO00o0357,,Invkyri0otendyagaindthuman5Lipoxygenawe,,B,,,,,,,55
3811,Homoswpisns,1,,14312,BAO00p0p19,,Inhivitoryactivityagaibsf5li9oxugenase9nHumxnwhoiehl88dH3BLstijupqtecwithcalciumiomo9moreA23187andLTB4kewsigedbhenzymeikmunoassay,,F,,,,9606.0,,,55
3812,,1,751132.0,14312,BA8000o019,,Inhibitionax4ivityagqinst5kipoxyrenasw7nHumabwhokeblkodHWBLstimuowteewithcaociumionopboreA33187ahcLTg4kfasurrdbyejzumrimmuniassayNodaga,,F,,,,,Blood,,55
3813,,1,,5364,gAk0000019,,Inhibitiknoe5lipoxygehasexctiviry8gcompounddvalustedqsdeterjinedhytydinhibitipnofcqlckumionoohorejndjcedoeukotelejeB4prod6ctioninbumanbloox,,F,,,,,,,55
3814,,1,,951,BAO000p2q9,,Inhibition0f5oi9oxtnenaswwseevwluatedinhimxn9oiymorphonuclearlsukocytesstimulah3dbycalciumiomo9horeAq3188forforkahionor5HETr,,B,,,,,,,55
3815,,1,,951,BxOo000219,,Inhibiti0nof5lipkxygshasewqsevaluatedjnuujqnpolympdphonuxlearleukocyteestimulaysdb5cxlc8umionophoteA23187forf0rmatiobof6HEfEhsneanqNotactivf,,B,,,,,,,55
3816,,1,,951,vAO00o0219,,Inhibjtionov5lipodygrbasewasevaijatedinhuman0oltmorphonuxkearleukocttesstimularedbyvxiciuhiojophorfA3317iforformationotLTB3,,B,,,,,,,55
3817,,1,,951,BwOo000219,,Inh8bu5ionor5lopoxugdnasewasevaliatedinhuhanpolymorphonhcleqrpe6k8cytesstlmulatedbycalxjhmiojoph8reAq3187forfofmstikjofLTB4NxmfansNotactive,,B,,,,,,,55
3818,,1,,12365,BAO0090218,,Inhibitilnorh7man5liplxygehase7gmumancells,,B,,,,,,,55
3819,,1,,10603,gAOp000357,,Imhibitionofhkkannfu6roohil5lipozyfenase,,B,,,,,,,55
3820,,1,,10501,BAO0o00o19,,Inhibitoryacgigj6yagainsfyli9oxyvenaseexpreesedfrohhumanpklymoeohonuclearc3ols,,B,,,,,,,55
3821,,1,1891922.0,12281,BAO0000wt7,,9nhibitionob5lipoxygenss3fromhuman1hloeboood,,B,,,,,Blood,,55
3822,,1,,2567,BAO0o00w57,,Inhibit8rydoncegtrahionrr1uiredqnaihstylipoxygenssezvtivityincytosolicfrqctionsofnumxnneuhr8phila,,B,,,,,,,55
3823,,1,,2567,BqO0900219,,Inhibitoryvoncehtrsriobrequirrdagainst5li9ozyhenaseact7vityinonhqctcellsodhukxnneurr9phils,,B,,,,,,,55
3824,,1,,10193,BAO00p0e57,,jnvitroibhibitionofpolymorph9nucisarld6modytedetiverhumanrllpoxygenzse,,B,,,,,,,55
3825,,1,,10193,BA90000e57,,Invitroibhibitoryactivjhyagainqy98lymorphonucleagkeuk8cytf5lip9xygenwseinhukxncellat20un,,B,,,,,,,55
3826,,1,,13623,BAOo00p357,,Poremcytoinhibit8xida4lonofqrafhidogicaciebureckmbinanthukab5lipoxyg2nase,,B,,,,,,,55
3827,,1,,12780,nAO0o00357,,Testedagainsg6lipocygenqqe,,B,,,,,,,55
3828,,1,,12780,BAl000035y,,Teztedforactivot5against5Lilpxygegasw5Lp,,B,,,,,,,55
3829,,1,,12780,BAOo090357,,geatedeorwctidityagajnst5lipoxygenaze,,B,,,,,,,55
3830,,1,,11966,BA80090357,,Trstedfk5inhinitionof5HPETEprod8ctiobbyhujan5ik,,B,,,,,,,55
3831,,1,,5364,gAO0090019,,The5oipixhgenxseactivitggytheijbibigionogcxlcium8onophore8nducewle6kotrienwB4pr9duvtionknhumanblood,,F,,,,,,,55
3832,,1,,13165,BAOpp00357,,Inhivuyi8nofHuman5lipox5genasd,,B,,,,,,,55
3833,,1,,5364,BAO0009010,,6hesompohndwqsebaluwgerfo4ktsinhigitoryac5ivltyagainst5lipodygebasfusinngramulocytestypecells,,B,,,,,,,55
3834,,1,,11311,BAl0009219,,Thecompounvwsstest3vfor9nhibkto3yactiviytwgainsy5lipocybehaaeinhumanpplymorphonucleagpeukocytesPMmS,,B,,,,,,,55
3835,,1,,11311,gqO0000219,,Thevohpoundwastestedfi4inhibitoryactivityzyainstLyshjttwsosinhumanpklyn0rphonuclesrlrukochtesPMNq,,B,,,,,,,55
3836,,1,,14863,BAi0p00019,,Thesomoouhdwas6edtddforfhedobcentratioginuMt9ibhifit50of5Lip9xygenase5LOdajdisexpdezsedinIC50,,B,,,,,,,55
3837,,1,,14863,BA00000p19,,Thecompoundwastestedf05th4c8ncent4z6iominuMfoinhobjt50ofrLipoxygensse5LOaandisexpreasedkgIx50Nottes44d,,B,,,,,,,55
3838,,1,2563627.0,11087,BqO0900357,,ygecomp8undwastectedfogtheinbibitionof5lip0x6genase5l87nhumanaholebl8kdmWBo,,B,,,,,Blood,,55
3839,,1,,455,BAO0p0035u,,rgecompoyndwastesyedinbotroforibhibitipnxgainct5lip0xygenase9hintqcthumannehgrophils,,B,,,,,,,55
3840,,1,,13183,BqO9000357,,5lipodggenaseIntibit8ryacyidihywwsmeasuredbydhxymeimmunoassxy7sjmghumanwhooebloodstinulafed2irhcalxiumionophoreA23187andoTBtpeykotriemdB4,,B,,,,,,,55
3841,,1,,10319,fAO0090019,,Inbitrkinhibitoryacfivitjafainst5lilixyg3nzseinhujanpilymorphonuclfarlkNceols,,B,,,,,,,55
3842,,1,,10193,BAO0000e5u,,Inviyro9nhibitkryactivit6againshpoljmotphomuclearleklisyte5liplxygenwseinmumahcellay10uM,,B,,,,,,,55
3843,,1,,951,hAO0o00219,,Injibitipnof5lipoxynenasewas3vwluatedinhuman9lp7mlrphonuclexrleukocytesstijula5evbycalci8ki0nophorwA23197g8rforkatiobof5uEhEat10uk,,B,,,,,,,55
3844,,1,,951,hAO0000210,,Inhibirion9f5lipocyyehasewasevqpuagedinhumanlolyjor9honhcleafld7kkfytesstinulatwdbycaldiumionppho5eAw3187forformation9f4HETrat10uMNzmeansjnacgive,,B,,,,,,,55
3845,,1,,951,Bwl0000219,,Inhibition8f5l8poxygenazdwasfvaluatedinhujanpolymirphonuck4arleuuodttesshihulq6edbgcalfuukionophordA24187forforjationofLrB4at10uk,,B,,,,,,,55
3846,,1,,951,BAO9900219,,Inhigiyionlr5li9oxygenas3sasevaiiatsdunhhmampolymorpnkbuclwarleukocytesctimulatedbycapxiumionopyoreA23187fo4f9rmarionofLTB4at1puMNAm2aneInactide,,B,,,,,,,55
3847,,1,,9859,BAO0o00r57,,jnhibitoryactivityagsinet5pipoxugenasewt10iMconcen4dw5ion,,B,,,,,,,55
3848,,1,,9859,BAO00093t7,,Ighib7toeyactiv95yagainst5lipodyvwhaseat1uMconcentrqtioh,,B,,,,,,,55
3849,,1,,9859,BAOp900357,,Inhjbjtorysctiditjagainstlippxygsnas2LOat10uhconcentra4iin,,B,,,,,,,55
3850,,1,,2567,BAO009p357,,Inm8bitorjconcentrationrequieedagqijsy5l70oxygenaseac5iviyjincytosopicdeqctionwofhumxnneutrophiis,,B,,,,,,,55
3851,,1,,10193,BAp0900357,,Invitrolntibit0r6adt9vi4yxga7nstpolymorphon7clearleuuocyte5lipoxggenaze7hhumxnceolat1uM,,B,,,,,,,55
3852,,1,,10193,BwO0000457,,7nvitroinbibitoryactivittsyainshpolymotph0huclearlfukocyte5liloxugenase9nnumzncelkat19uM,,B,,,,,,,55
3853,,1,,949,BAO000o029,,Testedrorth37mhibitionof6lipoxygegasff4omhukanool5hlrphonuclearleukocutesPMNat1puhconsentrationofthecpmpo6mdIwInactifs,,B,,,,,,,55
3854,,1,,949,BAp0090019,,restedfprtbeinhibitiobof5liooxygenssefromhuman0ooymorpmonuslrarlejkkcjtfwPMNat10uMfkncentextjon0ftuecompo7ncvaluerangesfrom7090,,B,,,,,,,55
3855,,1,,10603,nAO0p00357,,Inhibitionochumsnnduytophil5iipoxygdnaxeahtheclndent5ationof01uM,,B,,,,,,,55
3856,,1,,10603,BqO00p0357,,Inh7bl5ionofh6manne74rophil5lipoxygdmassatthecknc2ntratipnof1uM,,B,,,,,,,55
3857,,1,,10603,BAOp0000q9,,Innibitiohofhumange7hrophil5lipoxynejaseahthwcincentrxtionof1uh,,F,,,,,,,55
3858,,1,,10603,BAO0090w57,,lnhibitkohoflipox5genzsdatthrconcentrati0nof02uM,,B,,,,,,,55
3859,,1,,10603,BA0000p357,,Inhibitionlfiipoxyyemawesrtheconcent3ationof1uj,,B,,,,,,,55
3860,,1,,10193,BAO0099357,,Invlyriinhibi4oryaxtiv7ttzgainqtpolymor0honucleaglekkosyteylipoxygegaseknhumancell,,B,,,,,,,55
3861,Honosa0iens,1,,14580,Bz90000357,,7nhibition9g5Lippxygenase5LOc,,B,,,,9606.0,,,55
3862,,1,,11090,BAO0900e57,,Inhibitionof5lipoxygwnaseunmo7s3nadropbag2s,,B,,,,,,,17087
3863,,1,,11090,nAi0000357,,Inhibi5ioniv5lip9sygenaselnmpusemacrophafes,,B,,,,,,,17087
3864,,1,,6339,BAO000935i,,Ingibitoryavfivityzgainc4lipoxyv2nase2inmice,,B,,,,,,,17087
3865,,1,,6339,BA000p0357,,unhibitor5sctivityagainsrmurinelipoxyhehwae2,,B,,,,,,,17087
3866,M8smuaculus,1,,12281,nAO00o0357,,Inhibition0f5lipoxygenazff59mmouswmacr9phag2,,B,,,,10090.0,,,17087
3867,,1,,11311,BAp0000367,,Thecojpiundwastdst3dforinhifitoryactivugysfainsr5lipoxtnenas4ibm9usemacrophages,,B,,,,,,,17087
3868,Sudscrofa,1,,11089,BxO000p019,,Theclmpoundaastesgedfo5theinhubi4iogofAracnidonayetlipocygenasepirid9erfromporcinekeukosgtes,,B,,,,9823.0,,,55
3869,Susscfofa,1,,10091,BsO000o019,,Imyibot8pnoe5lip8xygenasereact7obcatwl5zddbypurifiedenzymefrlmporcineleykochtes,,B,,,,9823.0,,,55
3870,Orycyoiaguscun8cuius,1,,14352,vAp0000019,,Inhjbitoryconcrntratioharaijsg5lip9xyhenzssftomisolatedrabfitgran7loxytes,,B,,,,9986.0,,,55
3871,Ratt7enordegicus,1,,13329,BAO0900919,,5lippxygejsselmhibiroryactifit6wgqinsteatpklymkrphonuclea5leucocytesusing5HErE,,B,,,,10116.0,,,12166
3872,,1,,13329,BA0000001o,,5lipocygegaseinhkfitoryzftivityagqinstratpolynodphonufpeagleucof5tesfromrenalewista5ratb5ising5HETE,,B,,,,,,,12166
3873,,1,,13329,BA80090019,,5lipoxugenaseinhibitorywct7vityxgalnsttahpolymot0hoguclexrkeucpfytwsfr9hdrmalewistarratbyusing5HETE,,B,,,,,,,12166
3874,,1,,13329,fAO0000018,,5lipoxhgenaseinhinotoryactiflryagainstratpoigmorphonuclearlficochteseromtemaoewistarrqtbyusjngL6vt,,B,,,,,,,12166
3875,,1,,13329,BAO00090w9,,Inhibituonof5lipoxyyenxs4oathwxyimragpoljmogphonuclewradzaginhibitionob5HETEfo3mati8n,,B,,,,,,,12166
3876,,1,,13329,nAO00000w9,,Inhibitionoc5oipoxygenase0ahhwayinragpolymod9hpmuclearassayvyabikutytoknhlbitcormationifLTB4AT1o8n,,B,,,,,,,12166
3877,,1,,13329,BAO00090q9,,knhibiti9noftlopoxygenase9athwxywasevaluqtedinratpooymorpuonuvlearxssagb5c8npounv50unabikitytoihhifktformationpfrHETE,,B,,,,,,,12166
3878,,1,,11311,BsO000o019,,Theeffevt9vedlsefodinhlhutionoe5lipocygenaselnratbloodlfuuocyteexvido,,B,,,,,,,12166
3879,,1,,11311,vsO0000019,,Theeffestivedosefoe8nhigo5ionor5lipoxygejaseigratpasskvesfth6skkdelafterorapadminictratioh,,B,,,,,,,12166
3880,,1,,105,BA8000021o,,Imditroinhjbutoonof5lip8xjgenaseHs4E5hyd4operocyeicosaterrsenoicacidinfBL1macropjag4aceolrgeeenzymeascay,,B,,,,,,RBL-1,12166
3881,,1,,105,BwO0009219,,Invitroinhibi5ionof5l7poxtgenaseHETEthydrops5odyelcowzfstraenpicscidin3BL1macfopjageacellfreesnzymexssxy,,B,,,,,,RBL-1,12166
3882,,1,,9138,nAO0009357,,Imhibitionofratjek6riphio6Lipox6genase5LO,,B,,,,,,,12166
3883,,1,,9138,BwOp000357,,Inhibjtionpffatgeutrophil5pipoxygenasrtL0,,B,,,,,,,12166
3884,,1,,9138,BxO9000357,,Ijnubitionofratneu4eophkl5Lipox6genase5LOataconc3ntrat80nog02nk,,B,,,,,,,12166
3885,,1,,14427,fsO0000357,,5LOinhubotoryactlviyyfwtdrminedbymeas6rinbthecomversionof14sarachidonocasjdtooeukot5ifnedinfBp2y3c3plusingthinlsyercnrpkagographyNotdetermined,,B,,,,,,,12166
3886,,1,,13329,hAO00000w9,,rlopox5genzselnhig8roryactiviyyahainst5qtpklymorphpnuclearleuclcytdsfromfrkalewistarratbyusinb5HETE,,B,,,,,,,12166
3887,,1,,13329,BAO0000o18,,4lipoxygrnaseinjivitoryacfivitysgainsyrat0olymodpuoguclfaroeuvlcytesfrohfemalewiqtwrratbyus7ngLTB4,,B,,,,,,,12166
3888,eatt8snorvegichs,1,,14427,BAO0o00119,,Inuinitl9n9b5lipoxyvwnasemediatedconvetsionof15Carafh8donidqcidtolwukohrienedindBL2H3cells,,B,,,,10116.0,,RBL-2H3,12166
3889,,1,,14427,BAO09p0357,,5l8poxjg2naswinmibitoryactibitydete3ninedbykeqsurinnrbeconvdrsipn0f14CarschidonicacidtoleukotriemesinRnp2H3srllusinrthinlaye3cmdkhatograpgygotdetermined,,B,,,,,,,12166
3890,,1,,14427,BsOp000357,,5lkpoxyg2naseignibitorysctivityseteemin3dfymeasuringthecojfers7omot14Carachidon7cwcidg0leukot3ieneaimRBL2H3ceklksinvthonlayefchromatographj,,B,,,,,,,12166
