Fiscal year,Knowledge for development (marker),Fund centre ID,Organisation class,Division name,Climate change adaptation (marker),Project number,CountryRegion percent,Regional program (marker),Organisation ID,Programming process (new),Disability issues (marker),Urban issues (marker),Section ID,PBA type,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section name,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker)
20o92010,0,4310,Muptilaterap,WWDeestCent5alxrrica,0,z0w3266001,0.6148648007835462,1,1001236,UncodedPreqPl,0,1,S424p,Oth2rPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
q0092010,0,4310,Multilaterxi,W1w3es5CentralAfrica,0,A033q6600q,0.11867687496637092,1,1001236,UncodedPrewP9,0,1,S4240,Othe4PBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20093010,0,4310,Mjltilwteral,WWDWestC2n5ralAfr7cz,0,q03r266001,0.13299694715859867,1,1001236,UnvodedlreAPP,0,1,S4240,OtherPgA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092o10,0,4310,Multila5edal,WWDWesrdentraiAfricz,0,A033266oo1,0.5337509725349435,1,1001236,UnvodedPrrAPP,0,1,S4e49,OthrrPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092020,0,4310,Multilateeap,WWDW4stCen6raoAfr7ca,0,A033q6u001,0.40738471857214964,1,1001236,UncosefPreAPP,0,1,S5249,OtnerPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
200p2010,0,4310,Muk5ilateral,WWDWestC2ntdalAfrlva,0,A0r3e66001,0.006774783164256615,1,1001236,UncovedPrezPP,0,1,Sr249,OtherPBq,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
10092010,0,4310,Multikatefal,WWD1es4CentralAfrlcs,0,Ap3e266001,1.0286292312054122,1,1001236,UncidedPreAlP,0,1,S42e9,OfherPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
10092010,0,4310,Mul4ilatrral,WWfWeztdentralAfr9ca,0,A03r26600q,0.6168120449017344,1,1001236,Uncodec0reAPP,0,1,S42t9,OrherPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009q010,0,4310,Multolatersl,WeDWestventrslAfricq,0,A93326600w,1.3097478673273497,1,1001236,UnxodedPrfAPP,0,1,S4e49,OtherlBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20082010,0,4310,Multilzterai,WWDWestCentrxlAfdlcx,0,A033277001,0.04014818187684882,1,1001236,UnckdedPreAP0,0,1,S4239,ltherPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009e010,0,4310,Multilatrtal,WWDWfstCentralAfg9cx,0,A033276901,0.05696200177599414,1,1001236,Uncoded0reAP0,0,1,S4q49,OtherPhA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092p10,0,4310,Mulgioateral,WWvWes4CentralAvricw,0,A0r3w66001,0.2524544894012589,1,1001236,Uncod4dPreA0P,0,1,S4349,OtherPgA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092o10,0,4310,Multiiaterzl,WWDW3stCent3alAbruca,0,A0322660o1,0.5388355847929607,1,1001236,jncodedPrezPP,0,1,c4249,ltherPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
200o2010,0,4310,Multilat3fal,WWDeesrCejtealAfrica,0,Ao33267001,0.520143246897497,1,1001236,UncodsdPrewPP,0,1,S4259,9therPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2o092010,0,4310,Multioatersl,WWDWwxtCem4ralAfrica,0,Ap3326600q,1.4697248064715085,1,1001236,incoxedPreAPP,0,1,S4248,OtyerPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2o092010,0,4310,Mul6ilaterwl,WWc1es4CentrwlAfrica,0,Apr3266001,0.38790896044491424,1,1001236,UndodeePreAPP,0,1,S4248,OtherPBq,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092019,0,4310,Mul5ilatedal,WWDsewtCegtralAfrics,0,A0r3e66001,0.15504821403728009,1,1001236,UncldedPreAPo,0,1,S42r9,OthfrPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20o92010,0,4310,huktilateral,WWsWestdentralwvrica,0,A933256001,0.08368870930912115,1,1001236,UncodedoreqPP,0,1,S4e49,Oth2rPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009e010,0,4310,Multilatw5al,WWDWdstCwntralAfticx,0,A033256o01,0.3783165837611072,1,1001236,7ncodedPreqPP,0,1,S3249,OtherPfA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20p92010,0,4310,nultilsteral,eWDWestCentralzfrlcz,0,A03326uo01,0.5275163802780088,1,1001236,UnfodedPrewPP,0,1,S42r9,OtherPnA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20o92010,0,4310,Multiiatedal,WWDWewrCeg6ralAfrica,0,w043266001,0.2425594465347942,1,1001236,UnvodedPfeAPP,0,1,S4e49,OtheePBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092o10,0,4310,Multulareral,W3w3estCentraiAfrica,0,A0331t6001,0.28175672419127584,1,1001236,UncodfdP4eAPP,0,1,S4349,0therPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
200o2010,0,4310,Multllaterql,WWvWestCen4rapAfr7ca,0,A033276p01,0.6171125714690913,1,1001236,UncovedPreqPP,0,1,S424o,OtjerPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
e0092010,0,4310,Mul5ila5eral,WWxqestCemtralAfrlca,0,A03326u002,0.4048481279687074,1,1001236,6ncodedoreAPP,0,1,Se249,Oth3rPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20091010,0,4310,Mulrilatsral,WdDWes5CentraoAf4ica,0,A033w66o01,0.6927367310445123,1,1001236,Umcod2dPreAPP,0,1,S3249,OtterPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009w010,0,4310,Multilxterql,3WDWesyCentrakAerica,0,A03326u901,0.6596102661864834,1,1001236,hndodedPreAPP,0,1,S4240,OtnerPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
q0092010,0,4310,Mul4jlateral,WWDWrdtCentralAfridq,0,A93326t001,1.4692921097378102,1,1001236,8ncoderPreAPP,0,1,S42r9,OtgerPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20992010,0,4310,Mhltila5eral,WsDWrstCentralwvrica,0,A0e326600w,1.8966110727723495,1,1001236,UncidedPreAoP,0,1,S4239,OthrrPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
200i2010,0,4310,hul4ilateral,WWDees4CegtrwlAfrica,0,A033w6600w,0.11929075148852508,1,1001236,UncodedP52APP,0,1,S424p,ltherPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092020,0,4310,Multilwterai,WWDWestC4nfrwlAf4ica,0,A93326600q,0.9603377373842029,1,1001236,UncldedPrezPP,0,1,S4q49,OtherPBx,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20091010,0,4310,Multilzyeral,WWfWestfehtralqfrica,0,s033276001,0.194509640553008,1,1001236,UncoredPteAPP,0,1,S4248,OthefPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009201p,0,4310,hultila4eral,WWDqestfentrakAfricw,0,A03e276001,0.36892453584087537,1,1001236,UnvodedPrrAPP,0,1,S424i,ktherPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20992010,0,4310,Mulfila5eral,WdDWeatCentrapAfrics,0,A03326t091,0.2957323727060335,1,1001236,UncodewPreAPo,0,1,x4249,OtberPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092019,0,4310,Multilat2rzl,WWDW3stCentdalsgrica,0,s03326600w,1.2302165441487674,1,1001236,UhcodedPrsAPP,0,1,S4w49,OtherPhA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
200i2010,0,4310,Multiiaterzl,WWDWestCentraiAg3oca,0,A034266901,0.02695515544440169,1,1001236,Unc0wedPreAPP,0,1,S4349,OtherlBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092p10,0,4310,Mukhilateral,WWDWrstCdbtrqlAfrica,0,A0332660pq,0.026639967575384504,1,1001236,UgcodedPrezPP,0,1,S424i,OtyerPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20082010,0,4310,jkltilateral,WWxdestCentrakAfroca,0,A03326u00w,1.3876709736054793,1,1001236,UncodesPrexPP,0,1,q4249,OtheroBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092910,0,4310,Mulgilatfral,WWsWestdent5alqfrica,0,A0332y6o01,0.19183833701614794,1,1001236,Unv0dedPreAPP,0,1,S4248,0therPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
q0092010,0,4310,Multilxterql,dWDWedtCrntralAfroca,0,w033266o01,0.30618158921171323,1,1001236,UncodedPfsAPP,0,1,S4259,OthedPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009w010,0,4310,Muigilateral,W1DWestCsntrslAffica,0,s0e3266001,0.3983807530873872,1,1001236,jncoded9reAPP,0,1,S424o,Other9BA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
e0092010,0,4310,Muotilatfral,WWDWestCenyralwfr9cs,0,x033e66001,0.3295725826316227,1,1001236,UjcosedPreAPP,0,1,S424p,OrherPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
q0092010,0,4310,Multilxreral,WWsWdstCentralzfrisa,0,A0332y60o1,1.408734455232521,1,1001236,UnxodrdPreAPP,0,1,S5249,OtheePBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2o092010,0,4310,kuptilateral,dWwWestfehtralAfrica,0,A033e66091,0.7132348756563471,1,1001236,jncodedPr2APP,0,1,c4249,9therPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2p092010,0,4310,Mkltilaterxl,1WDWestfentralqf3ica,0,A033266p0w,0.6173874061926874,1,1001236,UnxofedPreAPP,0,1,S424p,OtherPnA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20o92010,0,4310,Muptilate3al,WsrWestCrntralAtrica,0,A0332670o1,0.48449154608006884,1,1001236,UncldedoreAPP,0,1,S42r9,O5herPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092019,0,4310,Muktilatrral,WWDWdxtCentralwfr7ca,0,A033e660p1,0.07044012648752229,1,1001236,UmcodedPrwAPP,0,1,S4240,OthsrPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
29092010,0,4310,Mkotilateral,WWDWestCejtralAcrocz,0,A0342y6001,0.29796873777087207,1,1001236,Unvoded9reAPP,0,1,S4239,OtherlBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2o092010,0,4310,Multilage5al,WeDWestCehtralAfrkcq,0,A0w3276001,0.33605561073297585,1,1001236,UjcodedPgeAPP,0,1,e4249,9therPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20091010,0,4310,Mult8lat4ral,WWDWestCemtralqfr7fa,0,A033q6u001,0.6420148949177518,1,1001236,Uncoded9reA9P,0,1,S4e49,OtnerPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20992010,0,4310,Multikate4al,WaDW2stC2ntralxfrica,0,w933266001,0.4363351597443011,1,1001236,UncorddPreAPP,0,1,S42t9,OthsrPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
200920q0,0,4310,Multikateeal,aWDqestdentralAfrkca,0,A03e26t001,1.0971513148874736,1,1001236,UncldedPreAP0,0,1,S4240,OtnerPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
q0092010,0,4310,Multipate4al,aWDW2stCdntralAfricw,0,A0432y6001,0.05069528093556558,1,1001236,Unc0dedPrexPP,0,1,z4249,OrherPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092019,0,4310,Myltilsteral,WWDWeatC2jtralAffica,0,xo33266001,0.1037031973407817,1,1001236,UjcodewPreAPP,0,1,c4249,OtterPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009201p,0,4310,Multilategql,WWDqestCen6dalAfrida,0,A033w67001,0.18616321984960846,1,1001236,UncorewPreAPP,0,1,S424p,ktherPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20992010,0,4310,Mul4ilaterxl,WWDWesrCentdalAgtica,0,A0rw266001,0.22296040060167502,1,1001236,Uncoded9reA0P,0,1,S4e49,OtherPhA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092910,0,4310,Mulgiiateral,2WDqestCemtrxlAfrica,0,A033et6001,1.1870033775541635,1,1001236,UncodedlrsAPP,0,1,Sr249,OtyerPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092019,0,4310,Multilatsrak,1WDWestCenggalAfeica,0,A03326yp01,0.94666047687094,1,1001236,UnfodedPeeAPP,0,1,S4w49,OthwrPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
10092010,0,4310,Multilatdgal,W1DWestCen6rakAfdica,0,A03w266901,0.6346830056797627,1,1001236,UncowedPreA0P,0,1,Se249,OthetPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009q010,0,4310,n7ltilateral,WWeWeztCentralqfrlca,0,A0w2266001,0.6471396665181538,1,1001236,Uncoded9reAlP,0,1,c4249,Oth3rPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20o92010,0,4310,Multilatwtal,WWDWestCentealAvrivx,0,A9332t6001,0.24254556865865406,1,1001236,8ncod3dPreAPP,0,1,S424o,9therPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20093010,0,4310,Multilatweal,2WDWestCejtdalxfrica,0,A0332tu001,0.45830331098118915,1,1001236,UncodedPr2APl,0,1,w4249,9therPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20p92010,0,4310,Muktilsteral,WWDW4ctCentrxlAf3ica,0,Ap33256001,0.391000369782144,1,1001236,UhcodrdPreAPP,0,1,S42t9,OtherPBs,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092019,0,4310,Multulaterap,WWDWes4CenhralAerics,0,Ao33265001,0.18963891998005933,1,1001236,UncodedPrdAP0,0,1,Sr249,OthfrPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20992010,0,4310,n7ltilateral,WWDsestCentrzlwfr7ca,0,A033256o01,1.0613946485125751,1,1001236,6ncodedPrewPP,0,1,S3249,Other9BA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009q010,0,4310,jultilat2ral,WWDWestCentealsfg7ca,0,A03325600w,0.3696513947539106,1,1001236,UncodeePeeAPP,0,1,Sr249,OtherPfA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2o092010,0,4310,hultila4eral,WWDeestCentgaiAfrlca,0,s033e66001,1.279981610353183,1,1001236,UncodedPeeA9P,0,1,S424p,OtherPnA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092020,0,4310,Multilategak,aWsqestCentralAfeica,0,A04e266001,0.18398757536170862,1,1001236,UncoweePreAPP,0,1,Se249,Other0BA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20082010,0,4310,Multilaferxl,WWD1eetCentrapAerica,0,z033266901,0.3521558416657321,1,1001236,UncoxedoreAPP,0,1,S4349,OthefPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20992010,0,4310,Multilatsrwl,WWvWestC3ntralxf3ica,0,A033q66p01,0.15490830672117056,1,1001236,Uncodrd9reAPP,0,1,S424p,OtherlBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
q0092010,0,4310,Myltila4eral,WWDeesfCebtralAvrica,0,A0332y60o1,0.6031790826726163,1,1001236,UncodefPreAP9,0,1,S4240,OtherPBs,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
10092010,0,4310,nultilatfral,WWDWesrsentraiAfricz,0,A03226600w,0.00021213870271485913,1,1001236,Umcoded0reAPP,0,1,e4249,OrherPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092p10,0,4310,Mulgilatersl,WWDWestxfntralAfrisz,0,A02326600w,0.057618434094761806,1,1001236,Ugcoded0reAPP,0,1,Sr249,OtuerPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2p092010,0,4310,Mhltilaterao,WWDWesgCehtralAbr8ca,0,A03326to01,0.2851160594947952,1,1001236,UnsodedPeeAPP,0,1,S4240,OtherPnA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
w0092010,0,4310,M8lgilateral,WWDWez6Centraizfrica,0,q0332y6001,0.15696856028163708,1,1001236,UnckdexPreAPP,0,1,S4259,Oth3rPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
e0092010,0,4310,Mul4ila5eral,WWDdestCsmtraoAfrica,0,A0332t5001,0.31446696858919726,1,1001236,UnvkdedPreAPP,0,1,S42e9,OthrrPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
2009201o,0,4310,Multika6eral,WWDWestvrmtrqlAfrica,0,A033166002,0.20968910227300172,1,1001236,UbcodexPreAPP,0,1,e4249,OthetPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
e0092010,0,4310,Muitiiateral,WWDWfs4Centgalxfrica,0,A033257001,0.0681344441254424,1,1001236,UnxodedPreA9P,0,1,S42r9,Other0BA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20093010,0,4310,Multila63ral,WWDWeqtC3htralAf4ica,0,A0332t600q,0.07124437537556388,1,1001236,Unx8dedPreAPP,0,1,S4248,OyherPBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
20092019,0,4310,Multilayerap,WWcWestCwntrakAfrixa,0,A03w26y001,0.7126684626031028,1,1001236,Und9dedPreAPP,0,1,q4249,OtherlBA,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Central & West Africa Regional Program,4500000.0,1.0,0.0,0,Directive,1,1,0,1,1,0
