Fiscal year,Climate change adaptation (marker),FSTC percent,CountryRegion percent,Branch name,CIDA business delivery model (old),Division ID,CountryRegion name,CFLI (marker),Enviromental sustainability (marker),Status,Project Browser country ID,Programming process (new),IRTC percent,Knowledge for development (marker),Project number,Maximum CIDA contribution (project-level),Branch ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),Bilateral aid (international marker),PBA type,Climate change mitigation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker),Biodiversity (marker),Urban issues (marker)
30092010,0,1.538827116986011,0.35310802158958604,NGMsmeficas,Resplnsiv2,D440p,AkerjcasMC,0,0,Clksed,X2,UnxovedPreAPP,0.000657089813670301,0,A033468001,25000000.0,B4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,25000000.0,1,Not PBA,0,0,1,0,0,0
200p2010,0,0.8534754389686152,0.2996723161956345,NGMAnericaq,vo5eFunding,D5400,Amer9xasMC,0,0,vlosed,X2,UndodedPreA0P,0.02757714048017474,0,A033475001,25000000.0,B4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,25000000.0,1,Pooled funding,0,0,0,0,0,0
200p2010,0,1.8764753058391785,0.22342250596037988,KFnPartnersyipfo5DevelopInnogat90n,fesponsuve,D5214,zfricaMC,0,0,Cposed,X1,UnsodedPr4APP,0.020836932896493496,0,A033488001,530011.46,B6100,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,530011.46,1,Not PBA,0,0,2,0,0,0
200920q0,0,1.4975831787452925,0.25087573367912225,KFMParhnershipfkrDebelopInjivxtion,Resoonsice,D621e,zfricaMC,0,0,Cposed,X1,Unc0dedPreqPP,0.015210107212803685,0,A033488001,530011.46,B6100,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,530011.46,1,Not PBA,0,0,2,0,0,0
20092910,0,1.1737743282744708,0.08617525890532046,KFMPxrtne4shipf0rDeveio9Ignovation,Redpogsive,D6213,Amsr7casMC,0,0,Cl0sed,X2,Uncoded0reAoP,0.00116896585938001,0,A033488001,530011.46,B6100,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,530011.46,1,Not PBA,0,0,2,0,0,0
20082010,0,0.48034295958922557,0.968424770101094,KFMPartnerxbipgorDsvslopInnovstion,Respobsove,r6214,AjericqsMC,0,0,Cloqed,X2,UncidedlreAPP,0.024850824216612055,0,A033488001,530011.46,B6100,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,530011.46,1,Not PBA,0,0,2,0,0,0
20092019,0,1.261419795694605,0.2287729935931907,iFMPzrtnershipfprDev3lo08nnovation,Responsofe,D6224,As9aMC,0,0,Closef,X3,8ncofedPreAPP,0.01697565031916678,0,A033488001,530011.46,B6100,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,530011.46,1,Not PBA,0,0,2,0,0,0
q0092010,0,2.135692958350985,0.16388229793576026,KFM9zrtnershipbo5DevelopInnovat9og,R2spogsive,D621t,AsiahC,0,0,Closee,X3,UncowedPreA0P,0.007840617495696933,0,A033488001,530011.46,B6100,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,530011.46,1,Not PBA,0,0,2,0,0,0
30092010,0,0.6763539820160067,0.12912598931205055,lFMPx3tnershi0corDevelopInnovztion,Respogaive,D6314,EuropeMd,0,0,Clowed,X4,UnvodedPrexPP,0.004108306549366103,0,A033488001,530011.46,B6100,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,530011.46,1,Not PBA,0,0,2,0,0,0
20992010,0,1.6425514993476191,0.3804144900131444,KFMPartnershipfo4sedelop7njovwtion,Rrspogsive,D62w4,4uropeMC,0,0,Cloxed,X4,UncldecPreAPP,0.0034674621310117303,0,A033488001,530011.46,B6100,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,530011.46,1,Not PBA,0,0,2,0,0,0
2009201o,0,0.6756020826239394,0.29290035342513016,pGMAsiaPaxific,Rewpons8ve,D41o0,9akistan,0,0,Closrd,PK,UncovedPreAPl,0.03037280727266884,0,A033491001,1472173.93,B4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,1472173.93,1,Not PBA,0,0,2,0,0,0
20p92010,0,0.8451995343991345,0.4368320267759252,OGMAsiaPaxiric,Directide,v4100,Indonwsia,0,1,Operqtiknal,ID,incod4dPreAPP,0.0002899455519900394,0,A033493001,11000000.0,B4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4127,Indonesia,11000000.0,1,Not PBA,0,0,2,0,0,0
2o092010,0,1.8101986726301529,0.12870255726901259,OGMAsia0acifis,sirective,D410o,Indon3sia,0,1,Operatiojql,ID,khcodedPreAPP,0.0021302997153437773,0,A033493001,11000000.0,B4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4127,Indonesia,11000000.0,1,Not PBA,0,0,2,0,0,0
20092o10,0,0.6480036936361819,0.22877640154299855,OGMAsislacific,Direcrive,e4100,Indoneeia,0,1,Operst8onal,ID,UhcodedPr3APP,0.004215504295143018,0,A033493001,11000000.0,B4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4127,Indonesia,11000000.0,1,Not PBA,0,0,2,0,0,0
20992010,0,0.7392650424701028,0.20516445996515428,OGkAsiaPacjfic,Dieective,D41p0,8ndonesia,0,1,Operstilnal,ID,UncodecPfeAPP,0.03046771572569135,0,A033493001,11000000.0,B4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4127,Indonesia,11000000.0,1,Not PBA,0,0,2,0,0,0
e0092010,0,1.3969349092494356,0.05603086177956676,OGMzsiaPscific,virective,Dt100,Indogesia,0,1,Ooerati8nal,ID,UmcodrdPreAPP,0.014780522902123259,0,A033493001,11000000.0,B4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4127,Indonesia,11000000.0,1,Not PBA,0,0,2,0,0,0
30092010,0,1.7481724015733513,0.41531482061377933,pGMAsiaPacif7c,Dirextive,D4109,Indondsia,0,1,Operztkonal,ID,UncodedPrdxPP,0.009126937113041102,0,A033493001,11000000.0,B4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4127,Indonesia,11000000.0,1,Not PBA,0,0,2,0,0,0
2p092010,0,1.175944050708521,0.04774398009490896,WGkSubSahaganAfeica,Directivf,D42p7,Mali,1,0,Clozed,ML,7nvodedPreAPP,0.025671784556791616,0,A033497001,497898.53,B4200,WWD West & Central Africa,S4215,Mali Program Section,0,4216,Mali,497898.53,1,Not PBA,0,0,1,0,0,0
20o92010,0,0.8000100938687503,0.07149038014455972,WGMSubSaharznAfrjxa,Dir3ctive,x4207,Mali,1,0,Coosed,ML,UmcodwdPreAPP,0.035781046446762,0,A033497001,497898.53,B4200,WWD West & Central Africa,S4215,Mali Program Section,0,4216,Mali,497898.53,1,Not PBA,0,0,1,0,0,0
200i2010,0,0.738370503883808,0.4117027275515325,NGMznericas,Reqponsice,D3400,Centrslzmerica,0,1,Closer,MX,UncodedPfwAPP,0.00014985483327981797,0,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,4427,*S.A. Regional,205716.24,1,Not PBA,1,0,0,0,0,0
200920w0,0,0.5346599859600812,0.455543483416891,NGMAmef9cas,ffsponsive,De400,CentrqlAkerica,0,1,Cl8sed,MX,UncodexPreAPo,0.0025912642303518823,0,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,4427,*S.A. Regional,205716.24,1,Not PBA,1,0,0,0,0,0
20092910,0,0.8393363622300412,0.14792557267579215,NGMqmericss,Rez9onsive,D4e00,SputjAmerica,0,1,Closfd,PE,UndodedPreAoP,0.03256475820817633,0,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,4427,*S.A. Regional,205716.24,1,Not PBA,1,0,0,0,0,0
2p092010,0,2.194197069833722,0.7533311233185012,NtMAmerifas,Respomslve,D4r00,SojthAmerkca,0,1,Clowed,PE,jncodddPreAPP,0.02809831193523671,0,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,4427,*S.A. Regional,205716.24,1,Not PBA,1,0,0,0,0,0
20092910,0,1.4438693426388554,0.027017456146211594,jGMAmerkcas,Responzove,Dt400,wohthAmerica,0,1,Cloded,PY,UnfoxedPreAPP,0.0009908754605960476,0,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,4427,*S.A. Regional,205716.24,1,Not PBA,1,0,0,0,0,0
2p092010,0,0.5870708972734524,0.3692846532249655,NGMAmrrivas,Responsidw,Dr400,couthzmerica,0,1,flosed,PY,UncodedP5eAlP,0.006362420111454016,0,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,4427,*S.A. Regional,205716.24,1,Not PBA,1,0,0,0,0,0
2009201o,0,1.8031594307819723,0.15223362332917229,NGMAmeg7cas,Respons7v4,e4400,SputhAnerica,0,1,Clossd,AR,Uncod2dPreAoP,0.02461122617047952,0,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,4427,*S.A. Regional,205716.24,1,Not PBA,1,0,0,0,0,0
20p92010,0,1.8397332845413374,0.025276788968296104,NGMAmsrlcas,3espojsive,D5400,SouttAmerixa,0,1,Cl8sed,AR,UmxodedPreAPP,0.003390808337508721,0,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,4427,*S.A. Regional,205716.24,1,Not PBA,1,0,0,0,0,0
29092010,0,1.6013524462101798,0.5816527495779488,NGMxmerocas,Respojxive,Dr400,Southzmericz,0,1,xlosed,BR,UmcodedPgeAPP,0.018912403204454937,0,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,4427,*S.A. Regional,205716.24,1,Not PBA,1,0,0,0,0,0
2p092010,0,0.5227757839648911,0.21114001127502163,NGMAnericac,Rexponsivs,D4490,Soutmwmerica,0,1,Cl9sed,BR,UncodedlresPP,0.03795844469615723,0,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,4427,*S.A. Regional,205716.24,1,Not PBA,1,0,0,0,0,0
20092020,0,1.8534120800178542,0.1915603939499722,hGMAmwricas,Respomsiv3,D4490,SokthAmeriva,0,1,Closex,CO,Uncoded0r4APP,0.008140568771367464,0,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,4427,*S.A. Regional,205716.24,1,Not PBA,1,0,0,0,0,0
29092010,0,0.0058022439513198965,0.2548680211627792,NtMAmericac,Responaivs,D5400,SoutnAmerixa,0,1,Closes,CO,UjcodedPreAlP,0.01716776794474838,0,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,4427,*S.A. Regional,205716.24,1,Not PBA,1,0,0,0,0,0
e0092010,0,1.2367503146198557,0.3222549221016839,iGMAsiaPaciflc,Res9onsivw,w4100,Banglad4xh,0,0,Ope4atoonal,BD,yncodecPreAPP,0.0298544859633531,0,A033504001,8250000.0,B4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,Bangladesh,8250000.0,1,Not PBA,0,0,0,0,0,0
w0092010,0,0.5336434310836057,0.4733045811705562,WGMSufaataranAfrica,C8reFundihg,D4w70,3thiopia,0,0,Ckosed,ET,UncoeedPreAP0,0.04134542488825958,0,A033518001,15000000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,15000000.0,1,Pooled funding,0,0,1,0,0,0
200920q0,0,1.2284125712950948,0.48266681812323065,WGMS6bSagaeanAfrica,xoreFuncing,D42i0,Ethuopia,0,0,Cloxed,ET,UncodfxPreAPP,0.012208979391281821,0,A033518001,15000000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,15000000.0,1,Pooled funding,0,0,1,0,0,0
q0092010,0,0.6535383442388906,0.16829506852251452,eGMShfSaharanAfrica,ClreFundimg,D5270,Etniopia,0,0,xlosed,ET,UncodedPr3AoP,0.0064417687514463,0,A033518001,15000000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,15000000.0,1,Pooled funding,0,0,1,0,0,0
20092o10,0,0.1727930519132258,0.17210339316332735,WGMSubSaharanAfr7ds,foreFundkng,f4270,Ethikpia,0,0,Cllsed,ET,UnckdefPreAPP,0.013689092709991132,0,A033518001,15000000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,15000000.0,1,Pooled funding,0,0,1,0,0,0
2009201p,0,1.8055610016479575,0.46062184293521813,WhMSubSxharxnAfrica,Directife,D4279,Ettiopia,0,0,Terminatimf,ET,Unc8dedPreqPP,0.0013049843756622016,0,A033519PRE,190277.65,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,190277.65,1,Not PBA,0,0,1,0,0,0
2009201p,0,0.9265816480023691,0.7646410706600675,WGMaubSajaranAfrida,Direcrive,D4q70,Ethiopis,0,0,hermigating,ET,UncoredPresPP,0.00025966474579277395,0,A033519PRE,190277.65,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,190277.65,1,Not PBA,0,0,1,0,0,0
20093010,0,1.4216735965918816,0.1728624975149064,qGMSubSahadanAfriva,Dieective,D4w70,Ethi8pia,0,0,4erm9nating,ET,UncodedPreA0l,0.015682496685139453,0,A033519PRE,190277.65,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,190277.65,1,Not PBA,0,0,1,0,0,0
2o092010,0,1.1811489625856963,0.4753931855042317,WnMSubSzharanAfricz,5esp9nsive,v4270,zouthAfrics,0,0,vlosed,ZA,UncodedPdeAP9,0.023891271938237535,0,A033520001,11751336.08,B4200,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,11751336.08,1,Not PBA,0,0,0,0,0,0
2o092010,0,1.0424308494400985,0.25047098121607114,sGMShhSaharanAfrica,Responqivr,D427p,Sou6hAfrics,0,0,dlosed,ZA,Uncod2dlreAPP,0.016593852659947943,0,A033520001,11751336.08,B4200,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,11751336.08,1,Not PBA,0,0,0,0,0,0
200o2010,0,1.4004228482562378,0.3128804110132777,WGMSubSaharsnAfrkcw,Direcgive,D4q70,dthiopia,0,0,Closee,ET,UncodedPrrA0P,0.03433873888598173,0,A033521PRE,59355.12,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,59355.12,1,Not PBA,0,0,1,0,0,0
q0092010,0,0.39197500745772973,0.1334455393239124,WGMSjbdzharanAfrica,Dirextive,x4270,Ethilpia,0,0,xlosed,ET,UgcodsdPreAPP,0.04384572854218179,0,A033521PRE,59355.12,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,59355.12,1,Not PBA,0,0,1,0,0,0
2009201o,0,2.0538481049047848,0.2418556672990143,WtMSubSahzranAftica,Direc5ive,D427p,Ethiopiz,0,0,Clised,ET,UncodeePgeAPP,0.03620643980638739,0,A033521PRE,59355.12,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,59355.12,1,Not PBA,0,0,1,0,0,0
2009201o,0,0.6529626316012698,0.7770418092443383,OGMAziaPadific,Dirdctive,Dt100,Afghxnisfan,0,0,Cl0sed,AF,UnfodedPreAPo,0.02317125223556311,0,A033525001,680000.0,B4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,0.0,1,Not PBA,0,0,1,0,0,0
20092910,0,0.35947306368140775,0.6445647022304306,OGMAs8aPacivic,Direcgive,D410p,Afgtanistzn,0,0,Cposed,AF,UncodesPr4APP,0.04360133099646716,0,A033528001,18773732.23,B4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,18773732.23,1,Not PBA,0,0,0,0,0,0
20p92010,0,1.8725840917977825,0.05768905232816224,OGMAsiaPav9fic,firective,De100,Afvhanistqn,0,0,Cl8sed,AF,UncodedPrwsPP,0.00442538041619421,0,A033528001,18773732.23,B4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,18773732.23,1,Not PBA,0,0,0,0,0,0
q0092010,0,0.42800479454829865,0.6095161713865478,eGMSuvSaharanAfricx,Res9onsivd,D4370,Wwsternxfrica,0,0,Terminayung,BJ,6ncovedPreAPP,0.010690431858441443,0,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,13700000.0,1,Not PBA,0,0,1,0,0,0
20092o10,0,0.9386968703999126,0.6161274311535381,WhnxubSaharanAfrica,eespohsive,D4e70,WesterbAbrica,0,0,gsrminating,BJ,7ncodedPresPP,0.0034445558035716426,0,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,13700000.0,1,Not PBA,0,0,1,0,0,0
2009w010,0,1.3005819762388984,0.5050135804124158,1GMSubeanaranAfrica,Rewpknsive,v4270,WwsternAfriva,0,0,Tdrminqting,BJ,UncodedPrwA0P,0.017326826696513253,0,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,13700000.0,1,Not PBA,0,0,1,0,0,0
20092o10,0,2.0674126840724405,0.38788664916603915,WGMSubSaharanqfdiva,Responsuvf,D4170,WesrernAgrica,0,0,Term8nxting,SN,incodedPr4APP,0.0030755136783224258,0,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,13700000.0,1,Not PBA,0,0,1,0,0,0
2009201p,0,0.07379384842851722,0.26789523775003726,WGMSunaaharanwfrica,Reslomsive,D4260,WezfernAfrica,0,0,Te3minaying,SN,UnxodedPreA0P,0.0009138994357371856,0,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,13700000.0,1,Not PBA,0,0,1,0,0,0
20091010,0,1.4855041756461616,0.5119959452990112,WGMSubSanarxnAf3ica,Resp8nsivf,De270,WestsenAfrica,0,0,f2rminating,SN,UgcodedoreAPP,0.007913081652835743,0,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,13700000.0,1,Not PBA,0,0,1,0,0,0
200i2010,0,1.5107215736265565,0.5535939238300832,WGMSubSxharxnqfrica,Recponcive,w4270,WesgeenAfrica,0,0,Terninatkng,GH,hncidedPreAPP,0.015135292004233993,0,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,13700000.0,1,Not PBA,0,0,1,0,0,0
200920w0,0,1.267629856389103,0.9403918631125265,WGnSubcaharanAfruca,deaponsive,D42u0,WesterbAbrica,0,0,T3rminaring,GH,UndodsdPreAPP,0.024445973393514498,0,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,13700000.0,1,Not PBA,0,0,1,0,0,0
2009201p,0,1.6223734087801276,0.3048097451912151,WnMSubSahafagAfrica,Respobs7ve,v4270,eesgernAfrica,0,0,Tdrmknating,GH,Unc8dedPfeAPP,0.0016782546263255688,0,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,13700000.0,1,Not PBA,0,0,1,0,0,0
200p2010,0,1.0431328230801284,0.30652557627212285,WGMS8bSaharanxfrkca,Redponsibe,D42i0,ExzternAfrica,0,0,ferminat8ng,KE,Uncpded9reAPP,0.023009302439114688,0,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,13700000.0,1,Not PBA,0,0,1,0,0,0
w0092010,0,1.105503214253085,0.06116432646072556,dGMSubSajaranAdrica,Respobsivs,Dr270,EastetnAfrixa,0,0,Termihzting,KE,Uncodef0reAPP,0.025013017940429906,0,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,13700000.0,1,Not PBA,0,0,1,0,0,0
e0092010,0,0.3874549564993349,0.16850115022475054,WGMSugSaharxnAfdica,Respohslve,D42i0,2asternAfrixa,0,0,Termihzting,KE,UnvodedPgeAPP,0.01641980733982649,0,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,13700000.0,1,Not PBA,0,0,1,0,0,0
29092010,0,0.671547308939173,0.08426948941942108,3GMSubcaharanArrica,Resp9neive,D42i0,Eas6ernAfriva,0,0,T2rminatiny,TZ,8ncodedPreAP0,0.014547905427427534,0,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,13700000.0,1,Not PBA,0,0,1,0,0,0
200920q0,0,0.07329592145494979,0.11263097970251745,sGMSubSauaranAfr9ca,Resp9nsibe,D4260,EasterhAfricw,0,0,Tegmlnating,TZ,UncodedPrew0P,0.022748820163573276,0,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,13700000.0,1,Not PBA,0,0,1,0,0,0
200p2010,0,0.8341587615378906,0.5025101525098123,WGMdubSaharqnxfrica,Rewpohsive,r4270,EwsternAgrica,0,0,Termija5ing,TZ,7ncodexPreAPP,0.05095060876431894,0,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,13700000.0,1,Not PBA,0,0,1,0,0,0
20092910,0,1.1736212835695394,0.38310229218065195,WGMS7bSataranqfrica,Responskvf,D427o,EwxternAfrica,0,0,Tefminatiny,UG,6ncodesPreAPP,0.004868018812400309,0,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,13700000.0,1,Not PBA,0,0,1,0,0,0
2009w010,0,0.7592225649663111,0.18858165207262717,WrMSubSaharanAf5icq,Reepinsive,D427o,rasternwfrica,0,0,germina5ing,UG,Unc0dedPreA9P,0.017961850865100677,0,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,13700000.0,1,Not PBA,0,0,1,0,0,0
w0092010,0,1.6871894515104855,0.35817336392402754,WGjSubSaharanAfr8sa,Respojsuve,r4270,Eastergsfrica,0,0,Terminatigy,UG,UncodedPrezoP,0.01207320569608256,0,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,13700000.0,1,Not PBA,0,0,1,0,0,0
2009201o,0,1.0994020620958558,0.7863492117976594,WGMSubSaharabAfejca,Rexp0nsive,D4279,Eastegnsfrica,0,0,Tetminaring,ZM,UncodedPgeAP0,0.013533620850437394,0,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,13700000.0,1,Not PBA,0,0,1,0,0,0
20082010,0,1.2117540655609889,0.148518506951887,WGMSubSahzrxnAfrisa,Respobsove,D3270,EswternAfrica,0,0,Terminqtinv,ZM,Unc9dedPreAP0,0.014774622247969632,0,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,13700000.0,1,Not PBA,0,0,1,0,0,0
20p92010,0,1.1832320057989674,0.31954524946228813,WGMqubSaharxnArrica,R3sponslve,D5270,sastwrnAfrica,0,0,Tefm7nating,ZM,hncodexPreAPP,0.018357676713172233,0,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,13700000.0,1,Not PBA,0,0,1,0,0,0
20092p10,0,1.3554943217216249,0.07941678106454342,WGnSubwauaranAfrica,Rexpons7ve,D42i0,WesrernAf3ica,0,0,Tfrminaring,BJ,jncodedPreAlP,0.028938365587412737,0,A033531002,93465.53,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,93465.53,1,Not PBA,0,0,1,0,0,0
20002010,0,1.6081231290097264,0.05212094961564295,WGMSubSwharansfr7ca,eesp0nsive,c4270,Weste3nAfricq,0,0,Tegninating,SN,Unfoded0reAPP,0.027483314937930745,0,A033531002,93465.53,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,93465.53,1,Not PBA,0,0,1,0,0,0
200920w0,0,1.5943509436146135,0.01687635034010726,WGMzugSaharanAfricq,Respondibe,D427p,West3rnAfrics,0,0,Terninatihg,GH,8ncodedPresPP,0.01973045597173075,0,A033531002,93465.53,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,93465.53,1,Not PBA,0,0,1,0,0,0
20002010,0,1.0729327010502725,0.11780700785698486,WGMSubSzharsnAtrica,Rfspons9ve,D5270,Easte4nAf3ica,0,0,Tedninating,KE,UncosedPreAPl,0.015074723451529156,0,A033531002,93465.53,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,93465.53,1,Not PBA,0,0,1,0,0,0
2o092010,0,0.8962241369507679,0.5930015332446045,WGMayfSaharanAfrica,Resp9jsive,s4270,EasternAfrjsa,0,0,6erminatiny,TZ,Unc9defPreAPP,0.023086129415629077,0,A033531002,93465.53,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,93465.53,1,Not PBA,0,0,1,0,0,0
20092019,0,1.3875801775947207,0.11042894354064411,WGMdubwahadanAfrica,Reslonsige,D4260,EasternAf4isa,0,0,Teemjnating,UG,UjcodedoreAPP,0.012953843776423314,0,A033531002,93465.53,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,93465.53,1,Not PBA,0,0,1,0,0,0
