Fiscal year,Status,Enviromental sustainability (marker),Regional program (marker),Trade development (marker),Children issues (marker),ICT as a tool for development (marker),PBA type,Participatory development and good governance,Bilateral aid (international marker),Continent ID,FSTC percent,Project Browser country ID,Climate change adaptation (marker),Maximum CIDA contribution (project-level),Desertification (marker),Untied amount(Project-level budget),CountryRegion ID,Sector ID,Youth issues (marker),IRTC percent,Project number,CIDA business delivery model (old),Indigenous issues (marker),Division name,Branch ID,Branch name,Division ID,Section ID,Section name,Fund centre ID,Fund centre name,CFLI (marker),Programming process (new),Climate change mitigation (marker),Biodiversity (marker),Urban issues (marker),Disability issues (marker)
2009/2010,Operational,0,0,0,1,0,Sectoral budget support,0,1,2,1.0,TZ,0,165539827.0,0,165539827.0,TZ,11130,1,0.0,A033985001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Operational,0,0,0,1,0,Sectoral budget support,0,1,2,1.0,TZ,0,165539827.0,0,165539827.0,TZ,11130,1,0.0,A033985001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Operational,0,0,0,1,0,Sectoral budget support,0,1,2,1.0,TZ,0,165539827.0,0,165539827.0,TZ,11220,1,0.0,A033985001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Operational,0,0,0,1,0,Sectoral budget support,0,1,2,1.0,TZ,0,165539827.0,0,165539827.0,TZ,11220,1,0.0,A033985001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Operational,0,0,0,1,0,Sectoral budget support,0,1,2,1.0,TZ,0,165539827.0,0,165539827.0,TZ,11320,1,0.0,A033985001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Operational,0,0,0,1,0,Sectoral budget support,0,1,2,1.0,TZ,0,165539827.0,0,165539827.0,TZ,11320,1,0.0,A033985001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Operational,0,0,0,1,0,Sectoral budget support,0,1,2,1.0,TZ,0,165539827.0,0,165539827.0,TZ,11330,1,0.0,A033985001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Operational,0,0,0,1,0,Sectoral budget support,0,1,2,1.0,TZ,0,165539827.0,0,165539827.0,TZ,11330,1,0.0,A033985001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Operational,0,0,0,1,0,Sectoral budget support,0,1,2,1.0,TZ,0,165539827.0,0,165539827.0,TZ,11420,1,0.0,A033985001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Operational,0,0,0,1,0,Sectoral budget support,0,1,2,1.0,TZ,0,165539827.0,0,165539827.0,TZ,11420,1,0.0,A033985001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,1,0,General budget support,0,1,2,0.33,TZ,0,20000000.0,0,20000000.0,TZ,11220,1,0.0,A033986001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,1,0,General budget support,0,1,2,0.33,TZ,0,20000000.0,0,20000000.0,TZ,12220,1,0.0,A033986001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,1,0,General budget support,0,1,2,0.33,TZ,0,20000000.0,0,20000000.0,TZ,14010,1,0.0,A033986001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,1,0,General budget support,0,1,2,0.33,TZ,0,20000000.0,0,20000000.0,TZ,31120,1,0.0,A033986001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,1,0,General budget support,0,1,2,0.33,TZ,0,20000000.0,0,20000000.0,TZ,43010,1,0.0,A033986001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,0.0,SD,0,3000000.0,0,3000000.0,SD,73010,0,0.0,A033987001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,4232,South Sudan,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,0,0,0,0,Not PBA,2,1,2,1.0,SD,0,4500000.0,0,4500000.0,SD,15151,0,0.0,A033992001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,4232,South Sudan,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,SD,0,136919.72,0,0.0,SD,15151,0,0.0,A033992PRE,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,4232,South Sudan,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,SD,0,136919.72,0,0.0,SD,15151,0,0.0,A033992PRE,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,4232,South Sudan,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,AF,0,7702881.97,0,7702881.97,AF,32130,0,0.0,A033997001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,0,Uncoded: Pre-APP,0,0,1,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,AF,0,7702881.97,0,7702881.97,AF,43030,0,0.0,A033997001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,0,Uncoded: Pre-APP,0,0,1,0
2009/2010,Terminating,0,0,0,0,0,Other PBA,1,1,2,0.8,TZ,0,825000.0,0,825000.0,TZ,15110,0,0.0,A034001001,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,0,0,0,0,Other PBA,1,1,2,0.8,TZ,0,825000.0,0,825000.0,TZ,15113,0,0.0,A034001001,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,0,0,0,0,Other PBA,1,1,2,0.8,TZ,0,825000.0,0,825000.0,TZ,15150,0,0.0,A034001001,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,0,0,0,0,Other PBA,1,1,2,0.8,TZ,0,825000.0,0,825000.0,TZ,15153,0,0.0,A034001001,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,0,0,0,0,Other PBA,1,1,2,0.8,TZ,0,825000.0,0,825000.0,TZ,15160,0,0.0,A034001001,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,0,0,0,0,Other PBA,1,1,2,0.8,TZ,0,825000.0,0,825000.0,TZ,43010,0,0.0,A034001001,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,2,1,3,1.0,ID,0,5950000.0,0,5950000.0,ID,15111,0,0.0,A034002001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,4127,Indonesia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,0,0,1,0,Not PBA,0,1,2,1.0,NE,0,1200000.0,0,1200000.0,NE,13030,1,0.0,A034003001,Responsive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,4213,Niger,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,0,0,1,0,Not PBA,0,1,2,1.0,NE,0,1200000.0,0,1200000.0,NE,13081,1,0.0,A034003001,Responsive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,4213,Niger,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,1,1,1,1.0,HT,0,493521.93,0,493521.93,HT,11110,1,0.0,A034007001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,4452,Haiti,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,1,1,1,1.0,HT,0,493521.93,0,493521.93,HT,11110,1,0.0,A034007001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,4452,Haiti,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Operational,0,0,0,0,0,Not PBA,1,1,1,1.0,BO,0,437113.15,0,437113.15,BO,15110,0,0.0,A034014PRE,Directive,1,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4416,Bolivia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Operational,0,0,0,0,0,Not PBA,1,1,1,1.0,BO,0,437113.15,0,437113.15,BO,15110,0,0.0,A034014PRE,Directive,1,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4416,Bolivia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Operational,0,0,0,0,0,Not PBA,1,1,1,1.0,BO,0,437113.15,0,437113.15,BO,15150,0,0.0,A034014PRE,Directive,1,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4416,Bolivia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Operational,0,0,0,0,0,Not PBA,1,1,1,1.0,BO,0,437113.15,0,437113.15,BO,15150,0,0.0,A034014PRE,Directive,1,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4416,Bolivia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Operational,0,0,0,0,0,Not PBA,1,1,1,1.0,BO,0,437113.15,0,437113.15,BO,15160,0,0.0,A034014PRE,Directive,1,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4416,Bolivia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Operational,0,0,0,0,0,Not PBA,1,1,1,1.0,BO,0,437113.15,0,437113.15,BO,15160,0,0.0,A034014PRE,Directive,1,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4416,Bolivia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,2,1,2,1.0,ET,0,4669980.0,0,4669980.0,ET,15130,0,0.0,A034016001,Responsive,0,KGD Sustainable Economic Growth Partner.,B6100,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,6219,Public Institutions & Elections,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,2,1,1,1.0,GT,0,4669980.0,0,4669980.0,GT,15130,0,0.0,A034016001,Responsive,0,KGD Sustainable Economic Growth Partner.,B6100,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,6219,Public Institutions & Elections,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,2,1,1,1.0,HN,0,4669980.0,0,4669980.0,HN,15130,0,0.0,A034016001,Responsive,0,KGD Sustainable Economic Growth Partner.,B6100,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,6219,Public Institutions & Elections,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,2,1,1,1.0,SV,0,4669980.0,0,4669980.0,SV,15130,0,0.0,A034016001,Responsive,0,KGD Sustainable Economic Growth Partner.,B6100,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,6219,Public Institutions & Elections,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,0,0,2,0,Not PBA,0,1,2,1.0,SN,0,9523000.0,0,9523000.0,SN,11120,0,0.0,A034026001,Responsive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4233,Senegal Program,4238,Senegal,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,0,0,2,0,Not PBA,0,1,2,1.0,SN,0,9523000.0,0,9523000.0,SN,12220,0,0.0,A034026001,Responsive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4233,Senegal Program,4238,Senegal,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,0,0,2,0,Not PBA,0,1,2,1.0,SN,0,9523000.0,0,9523000.0,SN,12240,0,0.0,A034026001,Responsive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4233,Senegal Program,4238,Senegal,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,0,0,2,0,Not PBA,0,1,2,1.0,SN,0,9523000.0,0,9523000.0,SN,14031,0,0.0,A034026001,Responsive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4233,Senegal Program,4238,Senegal,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,0,0,2,0,Not PBA,0,1,2,1.0,SN,0,9523000.0,0,9523000.0,SN,14032,0,0.0,A034026001,Responsive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4233,Senegal Program,4238,Senegal,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Operational,2,0,0,0,0,Not PBA,1,1,3,1.0,ID,0,7300000.0,0,7300000.0,ID,31220,0,0.0,A034028001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,4127,Indonesia,0,Uncoded: Pre-APP,1,1,0,0
2009/2010,Operational,2,0,0,0,0,Not PBA,1,1,3,1.0,ID,0,7300000.0,0,7300000.0,ID,31281,0,0.0,A034028001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,4127,Indonesia,0,Uncoded: Pre-APP,1,1,0,0
2009/2010,Operational,2,0,0,0,0,Not PBA,1,1,3,1.0,ID,0,7300000.0,0,7300000.0,ID,31320,0,0.0,A034028001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,4127,Indonesia,0,Uncoded: Pre-APP,1,1,0,0
2009/2010,Operational,2,0,0,0,0,Not PBA,1,1,3,1.0,ID,0,7300000.0,0,7300000.0,ID,32130,0,0.0,A034028001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,4127,Indonesia,0,Uncoded: Pre-APP,1,1,0,0
2009/2010,Operational,2,0,0,0,0,Not PBA,1,1,3,1.0,ID,0,7300000.0,0,7300000.0,ID,32140,0,0.0,A034028001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,4127,Indonesia,0,Uncoded: Pre-APP,1,1,0,0
2009/2010,Operational,2,0,0,0,0,Not PBA,1,1,3,1.0,ID,0,7300000.0,0,7300000.0,ID,41010,0,0.0,A034028001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,4127,Indonesia,0,Uncoded: Pre-APP,1,1,0,0
2009/2010,Operational,2,0,0,0,0,Not PBA,1,1,3,1.0,ID,0,7300000.0,0,7300000.0,ID,41050,0,0.0,A034028001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,4127,Indonesia,0,Uncoded: Pre-APP,1,1,0,0
2009/2010,Operational,2,0,0,0,0,Not PBA,1,1,3,1.0,ID,0,7300000.0,0,7300000.0,ID,41081,0,0.0,A034028001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,4127,Indonesia,0,Uncoded: Pre-APP,1,1,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,BO,0,500000.0,0,500000.0,50,15210,0,0.0,A034031001,Responsive,1,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4424,Peru,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,BO,0,500000.0,0,500000.0,50,32262,0,0.0,A034031001,Responsive,1,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4424,Peru,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,BO,0,500000.0,0,500000.0,50,41010,0,0.0,A034031001,Responsive,1,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4424,Peru,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,BR,0,500000.0,0,500000.0,50,15210,0,0.0,A034031001,Responsive,1,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4424,Peru,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,BR,0,500000.0,0,500000.0,50,32262,0,0.0,A034031001,Responsive,1,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4424,Peru,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,BR,0,500000.0,0,500000.0,50,41010,0,0.0,A034031001,Responsive,1,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4424,Peru,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,CO,0,500000.0,0,500000.0,50,15210,0,0.0,A034031001,Responsive,1,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4424,Peru,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,CO,0,500000.0,0,500000.0,50,32262,0,0.0,A034031001,Responsive,1,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4424,Peru,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,CO,0,500000.0,0,500000.0,50,41010,0,0.0,A034031001,Responsive,1,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4424,Peru,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,EC,0,500000.0,0,500000.0,50,15210,0,0.0,A034031001,Responsive,1,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4424,Peru,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,EC,0,500000.0,0,500000.0,50,32262,0,0.0,A034031001,Responsive,1,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4424,Peru,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,EC,0,500000.0,0,500000.0,50,41010,0,0.0,A034031001,Responsive,1,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4424,Peru,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,PE,0,500000.0,0,500000.0,50,15210,0,0.0,A034031001,Responsive,1,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4424,Peru,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,PE,0,500000.0,0,500000.0,50,32262,0,0.0,A034031001,Responsive,1,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4424,Peru,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,PE,0,500000.0,0,500000.0,50,41010,0,0.0,A034031001,Responsive,1,NDD Americas Programming,B4400,NGM Americas,D4400,S4413,South America,4424,Peru,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,1,1,1,0.7,HT,0,15599843.0,0,15599843.0,HT,15110,0,0.0,A034034001,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,4452,Haiti,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,1,1,1,0.7,HT,0,15599843.0,0,15599843.0,HT,15151,0,0.0,A034034001,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,4452,Haiti,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,1,1,1,0.7,HT,0,15599843.0,0,15599843.0,HT,15160,0,0.0,A034034001,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,4452,Haiti,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,1,1,1,0.7,HT,0,15599843.0,0,15599843.0,HT,16062,0,0.0,A034034001,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,4452,Haiti,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,2000000.0,0,2000000.0,CD,12110,1,0.0,A034037001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,2000000.0,0,2000000.0,CD,12110,1,0.0,A034037001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,2000000.0,0,2000000.0,CD,12110,1,0.0,A034037001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,2000000.0,0,2000000.0,CD,12110,1,0.0,A034037001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,2000000.0,0,2000000.0,CD,15110,1,0.0,A034037001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,2000000.0,0,2000000.0,CD,15110,1,0.0,A034037001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,2000000.0,0,2000000.0,CD,15110,1,0.0,A034037001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,2000000.0,0,2000000.0,CD,15110,1,0.0,A034037001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,2000000.0,0,2000000.0,CD,15150,1,0.0,A034037001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,2000000.0,0,2000000.0,CD,15150,1,0.0,A034037001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,2000000.0,0,2000000.0,CD,15150,1,0.0,A034037001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,2000000.0,0,2000000.0,CD,15150,1,0.0,A034037001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,0,0,0,0,Not PBA,1,1,2,1.0,CD,0,2000000.0,0,2000000.0,CD,41010,1,0.0,A034037001,Directive,0,WWD West & Central Africa,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,0,Uncoded: Pre-APP,0,0,0,0
