assay_id,tid,assay_cell_type,assay_organism,assay_tissue,description,doc_id,assay_type,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_subcellular_fraction,relationship_type
7067,50594,,Mus musculus,,Compound was evaluated for its bioavailability in mice at a dose of 1 mg/kg,2801,A,In vivo,,10090.0,,,N
7068,50594,,Mus musculus,,Oral bioavailability in mouse,17718,A,In vivo,,10090.0,,,N
7069,50594,,Mus musculus,,Oral availability at 50 mg/kg po in male mice,5727,A,In vivo,,10090.0,,,N
7070,50594,,Mus musculus,,Oral bioavailability in mouse (dose 10 mg/kg),5302,A,In vivo,,10090.0,,,N
7071,50594,,Mus musculus,,Oral bioavailability of compound determined in mouse after iv administration at a dose of 10 mg/kg,3598,A,In vivo,,10090.0,,,N
7072,50594,,Mus musculus,,"Bioavailability in male mice, 2mg/kg oral and 1 mg/kg intravenous dose",5961,A,In vivo,,10090.0,,,N
7074,50594,,Mus musculus,,Oral bioavailability in mouse,6091,A,In vivo,,10090.0,,,N
7075,50594,,Mus musculus,,Oral bioavailability in vivo in mice;ND=Not determined,6091,A,In vivo,,10090.0,,,N
7076,50594,,Mus musculus,,Oral bioavailability in mouse at 10 mg/kg of the compound,5711,A,In vivo,,10090.0,,,N
7077,50594,,Mus musculus,,Bioavailability in mouse (BALB/C) (dose 50 mg/kg i.p.),17728,A,In vivo,,10090.0,,,N
7078,50594,,Mus musculus,,Bioavailability in mouse (BALB/C) (dose 20 mg/kg i.v.),17728,A,In vivo,,10090.0,,,N
7079,50594,,Mus musculus,,Tested for bioavailability of the compound,3802,A,In vivo,,10090.0,,,N
7080,50594,,Mus musculus,,Tested for half life at the dose of 10 mg/kg when administered intravenously,3802,A,In vivo,,10090.0,,,N
7081,50594,,Mus musculus,Plasma,The plasma half life of compound was determined on EDTA prepared by mouse plasma. ,14029,A,,,10090.0,,,N
7082,50594,,Mus musculus,Plasma,The plasma half life of compound was determined on heparin prepared by human plasma. ,14029,A,,,10090.0,,,N
7083,50594,,Mus musculus,Plasma,The plasma half life of compound was determined on heparin prepared by human plasma; Not degraded,14029,A,,,10090.0,,,N
7084,50594,,Mus musculus,Plasma,The plasma half life of compound was determined on heparin prepared by mouse plasma. ,14029,A,,,10090.0,,,N
7085,50594,,Mus musculus,Plasma,The plasma half life of compound was determined on heparin prepared by mouse plasma; Not degraded,14029,A,,,10090.0,,,N
7086,50594,,Mus musculus,,Inhibitory concentration of compound was determined after intravenous administration in mice after 6 hours of exposure at 40 mg/Kg,17753,F,,,10090.0,,,N
7087,50594,,Mus musculus,,Inhibitory concentration of compound was determined after intravenous administration in mice after 8 hours of exposure at 24 mg/Kg,17753,A,,,10090.0,,,N
7088,50594,,Mus musculus,,Inhibitory concentration of compound was determined after intravenous administration in mice after 8 hours of exposure at 5 mg/Kg,17753,A,,,10090.0,,,N
7089,50594,,Mus musculus,Blood,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,10107,A,In vivo,,10090.0,,,N
7090,50594,,Mus musculus,Blood,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,10107,A,In vivo,,10090.0,,,N
7091,50594,,Mus musculus,Blood,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,10107,A,In vivo,,10090.0,,,N
7092,50594,,Mus musculus,Blood,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,10107,A,In vivo,,10090.0,,,N
7093,50594,,Mus musculus,Blood,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,10107,A,In vivo,,10090.0,,,N
7094,50594,,Mus musculus,Blood,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,10107,A,In vivo,,10090.0,,,N
7095,50594,,Mus musculus,Blood,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,10107,A,In vivo,,10090.0,,,N
7096,50594,,Mus musculus,Bone,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,10107,A,In vivo,,10090.0,,,N
7097,50594,,Mus musculus,Bone,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,10107,A,In vivo,,10090.0,,,N
7098,81034,A2780,Homo sapiens,,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 8,15608,F,,,9606.0,,,N
7099,81034,A2780,Homo sapiens,,In vitro cytotoxicity against human ovarian carcinoma cell line A2780 using sulforhodamine B (SRB) assay,3290,F,,,9606.0,,,N
7100,81034,A2780,Homo sapiens,,Compound was evaluated for cytotoxicity against A2780 cell line,2859,F,,,9606.0,,,N
7101,81034,A2780,Homo sapiens,,Inhibition of A2780 cell clonogenic assay,15688,F,,,9606.0,,,N
7102,81034,A2780,Homo sapiens,,Cytotoxic effect on ovarian cancer cell line (A2780),5642,F,,,9606.0,,,N
7103,81034,A2780,Homo sapiens,,Concentration required to inhibit A2780 cell growth when compared with control after incubation for 96 hr at 37 C,6633,F,,,9606.0,,,N
7104,81034,A2780,Homo sapiens,,"MDR-reversing activity was measured by vincristine accumulation in the multidrug resistant 2780AD, a subline of A2780 ovarian carcinoma cells at 10 mg/mL",3906,F,,,9606.0,,,N
7105,81034,A2780,Homo sapiens,,50% growth inhibition of A2780 (Human ovarian carcinoma) cell line compared with untreated control cells,6788,F,,,9606.0,,,N
7106,81034,A2780,Homo sapiens,,Antiproliferative activity against human A2780 cells,17582,F,,,9606.0,,,N
7107,81034,A2780,Homo sapiens,,Inhibition of human A2780 cell proliferation,17764,F,,,9606.0,,,N
7108,81034,A2780,Homo sapiens,,Antiproliferative effect against human A2780 cell line was determined in a whole cell 72 hr cytotoxicity assay,17764,F,,,9606.0,,,N
7109,81034,A2780,Homo sapiens,,Inhibition of human A2780 cell proliferation (No data),17764,F,,,9606.0,,,N
7110,81034,A2780,Homo sapiens,,Cell cytotoxicity was determined against human ovarian cancer (A2780) cell line,2815,F,,,9606.0,,,N
7111,81034,A2780,Homo sapiens,,Compound was evaluated against human Ovarian carcinoma cell line A2780,16930,F,,,9606.0,,,N
7112,81034,A2780,Homo sapiens,,Growth inhibition against A2780 wild-type ovarian cell lines,17777,F,,,9606.0,,,N
7113,81034,A2780,Homo sapiens,,Compound was evaluated for growth inhibition against A2780 wild-type ovarian cell lines; No data,17777,F,,,9606.0,,,N
7114,104766,,Homo sapiens,,Inhibition of tubulin polymerization in human ovarian cancer cell lines,16936,F,,,9606.0,,,D
7115,81034,A2780,Homo sapiens,,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780,13759,F,,,9606.0,,,N
7116,81034,A2780,Homo sapiens,,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780-R,13759,F,,,9606.0,,,N
7117,81034,A2780,Homo sapiens,,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780,13759,F,,,9606.0,,,N
7118,81034,A2780,Homo sapiens,,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780-R,13759,F,,,9606.0,,,N
7119,81034,A2780,Homo sapiens,,Compound was tested for inhibitory activity against A2780 human ovarian carcinoma cell line; activity expressed in Mean IC50 values,15292,F,,,9606.0,,,N
7120,81034,A2780,Homo sapiens,,Compound was tested for inhibitory activity against A2780cisR human ovarian carcinoma cell line; activity expressed in Mean IC50 values,15292,F,,,9606.0,,,N
7121,81034,A2780,Homo sapiens,,In vitro inhibition of human ovarian cell line A2780,15069,F,,,9606.0,,,N
7122,81034,A2780,Homo sapiens,,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",15069,F,,,9606.0,,,N
7123,81034,A2780,Homo sapiens,,Concentration of compound to inhibit the growth of human A2780 ovarian carcinoma cells(in vitro),14073,F,,,9606.0,,,N
7124,81034,A2780,Homo sapiens,,Concentration required to inhibit A2780-cell growth by 50%,14553,F,,,9606.0,,,N
7125,81034,A2780,Homo sapiens,,Concentration required to inhibit the cell growth by 50 % after 96 hr A2780 leukemic cells.,13040,F,,,9606.0,,,N
7126,81034,A2780,Homo sapiens,,Cytotoxic effect on human ovarian (A2780) cancer cell line,6891,F,,,9606.0,,,N
7127,81034,A2780,Homo sapiens,,Cytotoxic activity in a panel of Human ovarian tumor A2780 cell line after 96h of drug exposure,15569,F,,,9606.0,,,N
7128,81034,A2780,Homo sapiens,,Cytotoxic potency required to inhibit A2780 cell growth by 50% after cell drug contact for 96 hrs,14190,F,,,9606.0,,,N
7129,81034,A2780,Homo sapiens,,Cytotoxicity measured in human ovarian cell line A2780 using sulforhodamine B (SRB) assay,15014,F,,,9606.0,,,N
7130,81034,A2780,Homo sapiens,,Cytotoxicity activity of the compound was measured in human ovarian cell line A2780 using sulforhodamine B (SRB) assay,15014,F,,,9606.0,,,N
7131,81034,A2780,Homo sapiens,,Cytotoxicity against human ovarian carcinoma A2780 cell line,17496,F,,,9606.0,,,N
7132,81034,A2780,Homo sapiens,,"Cytotoxicity against A2780-C25, oxaliplatin-resistant Ovarian carcinoma cell line",13617,F,,,9606.0,,,N
7133,81034,A2780,Homo sapiens,,"Cytotoxicity against A2780-CP3, cisplatin-resistant Ovarian carcinoma cell line",13617,F,,,9606.0,,,N
7134,81034,A2780,Homo sapiens,,"Cytotoxicity against A2780-DX5, Doxorubicin-resistant Ovarian carcinoma cell line",13617,F,,,9606.0,,,N
7135,81034,A2780,Homo sapiens,,"Cytotoxicity against A2780-WT, human ovarian carcinoma cell line",13617,F,,,9606.0,,,N
7136,81034,A2780,Homo sapiens,,Cytotoxicity against ovarian carcinoma A2780 tumor cell lines,17672,F,,,9606.0,,,N
7137,81034,A2780,Homo sapiens,,Dose of required to inhibit growth of cisplatin resistant human ovarian carcinoma (A2780 cisR) cell line with compound free controls as measured by the sulforhodamine B growth delay assay,4544,F,,,9606.0,,,N
7138,81034,A2780,Homo sapiens,,Dose of required to inhibit growth of human ovarian carcinoma (A2780) cell line with compound free controls as measured by the sulforhodamine B growth delay assay,4544,F,,,9606.0,,,N
7139,81034,A2780,Homo sapiens,,"Growth inhibition in human ovarian carcinoma cell line (A2780cisR,cisplatin-resistant) using the 96 hour exposure sulforhodamine B (SRB) growth delay assay",16317,F,,,9606.0,,,N
7140,81034,A2780,Homo sapiens,,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780,15099,F,,,9606.0,,,N
7141,81034,A2780,Homo sapiens,,In vitro Growth Inhibitory activity against A2780 Human ovarian cancer cell line,13978,F,,,9606.0,,,N
7142,81034,A2780,Homo sapiens,,In vitro antitumor activity against A2780 cell line.,12989,F,,,9606.0,,,N
7143,81034,A2780,Homo sapiens,,In vitro cytotoxic activity against human tumor cell line A2780 after incubation for 96 hours,5574,F,,,9606.0,,,N
7144,81034,A2780,Homo sapiens,,In vitro cytotoxicity against A2780 human ovarian cancer cell line,13528,F,,,9606.0,,,N
7145,80025,ACHN,Homo sapiens,,Inhibitory activity against kidney A-CHN tumor cell growth in culture,12782,F,,,9606.0,,,N
7146,80025,ACHN,Homo sapiens,,The IC50 value was measured on ACHN cell line in renal tumor type.,14255,F,,,9606.0,,,N
7147,80025,ACHN,Homo sapiens,,Concentration required for killing 50% of cells of renal ACHN cell lines was determined in vitro,16364,F,,,9606.0,,,N
7148,80025,ACHN,Homo sapiens,,In vitro lethal concentration against most sensitive ACHN cell line,17376,F,,,9606.0,,,N
7149,80025,ACHN,Homo sapiens,,Tested for cytotoxic activity against renal cancer ACHN cell line,12016,F,,,9606.0,,,N
7150,80025,ACHN,Homo sapiens,,Compound tested for growth inhibition of renal cancer cell line ACHN,6058,F,,,9606.0,,,N
7151,80025,ACHN,Homo sapiens,,Compound was tested for 50% growth inhibition against human renal cancer ACHN cell line,17708,F,,,9606.0,,,N
7152,80025,ACHN,Homo sapiens,,Growth inhibition of the ACHN Renal cancer cell line for 2-day in vitro assay.,15176,F,,,9606.0,,,N
7153,80025,ACHN,Homo sapiens,,In vitro anticancer activity against ACHN renal cancer cell line,2806,F,,,9606.0,,,N
7154,80025,ACHN,Homo sapiens,,In vitro antitumor activity against Renal cancer ACHN cell lines by 6-day assay,15300,F,,,9606.0,,,N
7155,80025,ACHN,Homo sapiens,,Percent selectivity was evaluated in renal ACHN cell lines,16364,F,,,9606.0,,,N
7156,80025,ACHN,Homo sapiens,,In vitro inhibitory activity against renal ACHN cancer cell line,13859,F,,,9606.0,,,N
7157,80025,ACHN,Homo sapiens,,Tested for cytotoxicity against ACHN cell lines in renal cancer,11970,F,,,9606.0,,,N
7158,80025,ACHN,Homo sapiens,,Tested for the in vitro cytotoxicity against ACHN renal cancer cell line,2450,F,,,9606.0,,,N
7159,80025,ACHN,Homo sapiens,,In vitro anti tumor activity against human tumor Renal cancer cell lines was determined,12696,F,,,9606.0,,,N
7160,80025,ACHN,Homo sapiens,,Tested in vitro for cytotoxicity in ACHN cell line of Renal cancer,12400,F,,,9606.0,,,N
7161,80025,ACHN,Homo sapiens,,Cytotoxic effect on renal cancer line ACHN,12888,F,,,9606.0,,,N
7162,80025,ACHN,Homo sapiens,,In vitro anti-cancer activity against ACHN(Renal) human tumor cell line,3156,F,,,9606.0,,,N
7163,80025,ACHN,Homo sapiens,,In vitro inhibition of Renal Cancer ACHN cell lines,3381,F,,,9606.0,,,N
7164,80025,ACHN,Homo sapiens,,Antitumor activity against human renal adenocarcinoma ACHN cells,16747,F,,,9606.0,,,N
7165,80025,ACHN,Homo sapiens,,Antitumor activity against human renal adenocarcinoma ACHN cells.,16748,F,,,9606.0,,,N
7166,80025,ACHN,Homo sapiens,,Inhibitory concentration required to decrease cell viability in cell growth culture against kidney cells ACHN,12062,F,,,9606.0,,,N
7167,80025,ACHN,Homo sapiens,,Compound was evaluated for in vitro activity against ACHN kidney cell lines (Human tumor cells ),14769,F,,,9606.0,,,N
7168,80025,ACHN,Homo sapiens,,"Cytotoxicity against NCI tumor panel, ACHN renal cancer cell line",15895,F,,,9606.0,,,N
7169,80025,ACHN,Homo sapiens,,Concentration of compound that cause 50% cytotoxicity of ACHN renal cancer cell line,17376,F,,,9606.0,,,N
7170,80025,ACHN,Homo sapiens,,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration that inhibits 50% net cell growth).,14882,F,,,9606.0,,,N
7171,80025,ACHN,Homo sapiens,,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration leading to 50% net cell death).,14882,F,,,9606.0,,,N
7172,80025,ACHN,Homo sapiens,,Cytotoxicity was tested against renal cancer ACHN tumor cell lines.,15661,F,,,9606.0,,,N
7173,22224,,,,Keff is the effective biomolecular rate constant on paraxon for reactivation at pH 7.8 at 25 degree Centigrade,9680,A,,,,,,U
7174,10647,,,,Compound tested for relative response using 1 uM ACh as agonist against AChM1 receptor.,14579,F,,,,,,H
7175,50529,HEL,Cytomegalovirus,,Antiviral activity against AD169 strain of cytomegalovirus (CMV) in HEL (human erythroleukemia) cells.,17290,F,,,10358.0,,,N
7176,50529,,Cytomegalovirus,,Antiviral activity against AD169 strain of cytomegalovirus (CMV); ND=No data,17290,F,,,10358.0,,,N
7177,12159,,,,Compound was evaluated for its inhibitory activity against calf intestinal Adenosine deaminase (ADA),15891,B,,,,,,H
7178,12159,,,,Evaluated for the inhibition of calf intestinal Adenosine deaminase (ADA),15890,B,,,,,,H
7179,80670,ADDP cell line,Bos taurus,,Inhibitory activity against ovarian tumor cell line ADDP after 72 hr continuous exposure to compound,3801,F,,,9913.0,,,N
7180,80671,ADJ/PC6,Mus musculus,,Tumor growth inhibition activity after subcutaneous transplanted tumor in ADJ-PC6 plasmacytoma cells,9222,F,,,10090.0,,,N
7181,80671,ADJ/PC6,Mus musculus,,Tumor growth inhibition activity after subcutaneously transplanted tumor in ADJ-PC6 plasmacytoma cells,9222,F,,,10090.0,,,N
7182,80671,ADJ/PC6,Mus musculus,,"Compound was tested for dose producing 90% reduction in tumor weight, in ADJ/PC6 mouse plasma cell tumor",7257,F,,,10090.0,,,N
7183,80671,ADJ/PC6,Mus musculus,,Compound was tested for inhibition against ADJ/PC6 mouse plasma cell tumor at the dose of 320 mg/Kg,7257,F,,,10090.0,,,N
7184,80671,ADJ/PC6,Mus musculus,,Compound was tested for dose required to kill 50 % of ADJ/PC6 mouse plasma cell tumor in a group,7257,A,,,10090.0,,,N
7185,80671,ADJ/PC6,Mus musculus,,In vitro incorporation of the [3H]thymidine into the ADJ/PC6 Plasmacytoma cells,8084,F,,,10090.0,,,N
7186,22224,,Mus musculus,,Tested for cytotoxicity against ADJ/PC6 mouse plasmacytoma,14943,F,,,10090.0,,,U
7187,22224,,Mus musculus,,The compound was tested for cytotoxicity against ADJ/PC6 mouse plasmacytoma; Not determined,14943,F,,,10090.0,,,U
7188,22224,,Mus musculus,,Tested for cytotoxicity against ADJ/PC6 plasmacytoma,14943,F,,,10090.0,,,U
7189,22224,,Bacillus subtilis,,Maximum concentration determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),10524,A,In vivo,,1423.0,,,U
7190,50588,,Canis lupus familiaris,Plasma,AUC value in dog after IV administration at a dose of 5 mg/kg,3546,A,,,9615.0,,,N
