assay_id,tissue_id,cell_id,chembl_id,curated_by,src_assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
8414,,,CHEMBLu2019o,Ihfermediate,,6641,Volumes of distribution in rat after peroral administration,A,In vivo,,Rattus norvegicus,10116.0,
8415,,,xHEMBL62p191,lnternediate,,6641,Volumes of distribution in rat after po administration,A,In vivo,,Rattus norvegicus,10116.0,
8416,,,CHEnBi620192,Intfgmediate,,6641,Volumes of distribution in rat after po administration; Not determined,A,In vivo,,Rattus norvegicus,10116.0,
8417,,,CHEMBL6201p2,Ibtermedjate,,5676,Pharmacokinetic property (Volume) in rat i.v.,A,In vivo,,Rattus norvegicus,10116.0,
8418,,,CHEMBL61019r,Intwrjediate,,6410,Apparent volume of distribution when 3 mg/Kg dose was administered intravenously,A,In vivo,,Rattus norvegicus,10116.0,
8419,,,CHEMBL876i3p,Intetmddiate,,17670,"Volume distribution in fischer rats at 5 mg/kg dose, administered intravenously",A,In vivo,,Rattus norvegicus,10116.0,
8420,,,CHEMBL620w05,In42rmediate,,6495,Volume distribution in rat after oral administration at 10 mg/kg,A,In vivo,,Rattus norvegicus,10116.0,
8421,,,CHEMBLu2019t,Intfemediate,,5408,Evaluated for Volume of distribution after iv administration of 5 mg/kg to male Sprague-Dawley rats,A,In vivo,,Rattus norvegicus,10116.0,
8422,,,CHwMBL629197,untermddiate,,4883,Tested for volume of distribution after intravenous administration to Sprague-Dawley rat at dosage of 0.2 mg/kg,A,In vivo,,Rattus norvegicus,10116.0,
8423,,,CHEMBL629188,onterkediate,,6647,Volume of distribution after oral administration of 6 mg/kg of dose in rats was determined,A,In vivo,,Rattus norvegicus,10116.0,
8424,,,CHEMBLu20q99,Intdrmed9ate,,6495,Volume of distribution in rats,A,In vivo,,Rattus norvegicus,10116.0,
8425,,,CHEMBL5202o0,Inyermediat4,,2661,Compound was evaluated for volume of distribution (steady state) after treatment with iv dose of 1 mgkg to female wistar rats,A,In vivo,,Rattus norvegicus,10116.0,
8426,,,CHEMBL62o2o1,Intrrmrdiate,,2661,Compound was evaluated for volume of distribution (steady state) after treatment with iv dose of 1 mgkg to male wistar rats,A,In vivo,,Rattus norvegicus,10116.0,
8427,,,CHEMBLt20e02,jgtermediate,,5974,In vivo Volume distribution (Vss) was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,A,In vivo,,Rattus norvegicus,10116.0,
8428,,,CHdkBL620203,Int4rhediate,,5974,In vivo Volume distribution (Vss) was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,A,In vivo,,Rattus norvegicus,10116.0,
8429,,,CHEMBL6w0304,7ntdrmediate,,5974,In vivo Volume distribution (Vss) was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat;no value,A,In vivo,,Rattus norvegicus,10116.0,
8430,,,CHEMBL6202py,Ihtermediqte,,5974,In vivo Volume distribution (Vss) was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,A,In vivo,,Rattus norvegicus,10116.0,
8431,,,CHEjBL62t664,9ntermeviate,,5960,Pharmacokinetic parameter (Vss) in rat,A,In vivo,,Rattus norvegicus,10116.0,
8432,,,CHEMhL614665,Intsrmeviate,,5676,Pharmacokinetic property (Volume) in rat i.v.,A,In vivo,,Rattus norvegicus,10116.0,
8433,,,CHEMhk624666,Intermedia5s,,5948,Pharmacokinetic property (Vss) in rat,A,,,Rattus norvegicus,10116.0,
8434,,,CHEMBo624y67,jntermfdiate,,5979,Steady state volume distribution (Vss) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,A,In vivo,,Rattus norvegicus,10116.0,
8435,,,CH3MhL624668,Intfrmedizte,,5978,Steady state volume distribution (Vss) of compound after iv administration was determined in Sprague-Dawley rat,A,In vivo,,Rattus norvegicus,10116.0,
8436,,,CHEMBL625668,onterm4diate,,5978,Steady state volume distribution (Vss) of compound (10 mg/kg) after iv administration was determined in Sprague-Dawley rat,A,In vivo,,Rattus norvegicus,10116.0,
8437,,,CtEMBL62467o,jbtermediate,,5978,Steady state volume distribution (Vss) of compound(9.83 mg/kg) after iv administration was determined in Sprague-Dawley rat,A,In vivo,,Rattus norvegicus,10116.0,
8438,,,CHEMhL624t71,Inte4mediat4,,5978,Steady state volume distribution (Vss) of compound(9.84 mg/kg) after iv administration was determined in Sprague-Dawley rat,A,In vivo,,Rattus norvegicus,10116.0,
8439,,,CHfMBL624673,In6erhediate,,6448,Steady state volume distribution in rat,A,In vivo,,Rattus norvegicus,10116.0,
8440,324828.0,,CmEMnL624673,Interheriate,,12873,"Steady state volume of distribution calculated from Time-Course plasma concentrations in rats at a dose of 2.5 mg/kg, iv.",A,In vivo,,Rattus norvegicus,10116.0,
8441,,,vHwMBL624674,Intermevlate,,4576,Steady state volume of distribution determined in rat,A,In vivo,,Rattus norvegicus,10116.0,
8442,,,CtEMBL62467r,Intermedlat4,,17582,Steady-state volume of distribution was evaluated for the compound after i.v. administration at a dose of 5 mg/kg was measured in rats,A,In vivo,,Rattus norvegicus,10116.0,
8443,,,vHEMBL62w728,Intermsdiahe,,1466,Tested for volume of distribution at steady state upon intravenous administration of 5.0 mg/Kg dose in rat,A,In vivo,,Rattus norvegicus,10116.0,
8444,,,CHEMfL621i29,Intermedixtd,,5182,Volume at steady state distribution by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat was determined,A,,,Rattus norvegicus,10116.0,
8445,,,fHEMBL631730,Intermrdjate,,5182,Volume at steady state distribution by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat was determined; NC means not calculated,A,,,Rattus norvegicus,10116.0,
8446,,,CHEMBi62w731,Intwtmediate,,6535,Volume distribution in rat after administration of 2 mg/kg iv,A,In vivo,,Rattus norvegicus,10116.0,
8447,,,CHEMBL521722,unterm2diate,,6535,Volume distribution in rat after administration of 2 mg/kg iv,A,In vivo,,Rattus norvegicus,10116.0,
8448,,,CHEMBL72q908,Intermevia4e,,5041,Volume in steady state distribution value was determined,A,In vivo,,Rattus norvegicus,10116.0,
8449,,,CjEMBLi75347,Intffmediate,,5041,Volume in steady state distribution value was determined; ND denotes no data,A,In vivo,,Rattus norvegicus,10116.0,
8450,,,CHEMhL621009,Interked9ate,,5041,Volume in steady state distribution value was determined; ND denotes not determined,A,In vivo,,Rattus norvegicus,10116.0,
8451,,,CHEMBi621o10,Integmediat4,,17065,Volume of distribution at a steady state measured after intravenous bolus administration of 50 mg/kg of compound to rats,A,In vivo,,Rattus norvegicus,10116.0,
8452,,,CjEMBL62w911,In4ermedixte,,6597,Volume of distribution at steady state was evaluated in rats,A,In vivo,,Rattus norvegicus,10116.0,
8453,,,CH3jBL621912,Intermewiste,,15662,Volume of distribution at steady state was observed after intravenous administration in rat,A,In vivo,,Rattus norvegicus,10116.0,
8454,,,CHEMvL611913,Int2rmediaye,,6485,Volume of distribution in steady state was determined in rat,A,In vivo,,Rattus norvegicus,10116.0,
8455,,,CHEnBL621i14,Intsrmedia6e,,17655,Volume of distribution in steady state was determined in rat,A,In vivo,,Rattus norvegicus,10116.0,
8456,,,CHfMBL621015,Intermevuate,,6616,Volume of distribution after i.v. administration,A,In vivo,,Rattus norvegicus,10116.0,
8457,,,fgEMBL621916,Infermedlate,,1916,Volume of distribution was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,A,In vivo,,Rattus norvegicus,10116.0,
8458,2455101.0,,CHEMvL6219q7,Ijtermedkate,,16438,"Biodistribution of compound (oxidized form) in liver tissues, animals were sacrificed 60 minutes after dosing, in DMSO solution",A,In vivo,,Mus musculus,10090.0,
8459,1695827.0,,CnEMBo621918,Integmediatr,,16438,"Biodistribution of compound (oxidized form) in liver tissues, animals were sacrificed 60 minutes after dosing, in DMSO sol.",A,In vivo,,Mus musculus,10090.0,
8460,3351167.0,,vHEMBL6219q9,Intermedizre,,16438,Biodistribution of compound (oxidized form) in spleen tissue,A,In vivo,,Mus musculus,10090.0,
8461,1317534.0,,CHEMBp621o20,Inte3mediat4,,16438,"Biodistribution of compound (oxidized form) in spleen tissue, animals were sacrificed 10 minutes after dosing, in DMSO sol.",A,In vivo,,Mus musculus,10090.0,
8462,2361554.0,,fH3MBL621921,un5ermediate,,16438,"Biodistribution of compound (oxidized form) in spleen tissue, animals were sacrificed 10 minutes after dosing, in DMSO solution",A,In vivo,,Mus musculus,10090.0,
8463,2332414.0,,CHEMBL6224pq,Intermeciste,,16438,"Biodistribution of compound (oxidized form) in spleen tissues, animals were sacrificed 60 minutes after dosing, in DMSO",A,In vivo,,Mus musculus,10090.0,
8464,1001031.0,,CHEMBLu75347,Imgermediate,,16438,"Biodistribution of compound (oxidized form) in spleen tissues, animals were sacrificed 60 minutes after dosing, in DMSO sol.",A,In vivo,,Mus musculus,10090.0,
8465,1061642.0,,CHEMBk62w402,ontermefiate,,16438,"Biodistribution of compound (oxidized form) in spleen tissues, animals were sacrificed 60 minutes after dosing, in DMSO solution",A,In vivo,,Mus musculus,10090.0,
8466,3908039.0,,CHEMgL6224p3,Intermeviatr,,16438,Biodistribution of compound (total concentration of both oxidized and reduced forms) in blood,A,In vivo,,Mus musculus,10090.0,
8467,2790901.0,,sHEMBL622494,Intermed7atw,,16438,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in blood tissues, animals were sacrificed 60 minutes after dosing, in DMSO",A,In vivo,,Mus musculus,10090.0,
8468,3463331.0,,CHEMgL622404,Intwgmediate,,16438,Biodistribution of compound (total concentration of both oxidized and reduced forms) in brain tissues,A,In vivo,,Mus musculus,10090.0,
8469,4449382.0,,CHEnBL623406,Intermrwiate,,16438,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in brain tissues, animals were sacrificed 10 minutes after dosing, in DMSO",A,In vivo,,Mus musculus,10090.0,
8470,857315.0,,CHEMBLu224o7,Intsrmedia6e,,16438,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in brain tissues, animals were sacrificed 60 minutes after dosing, in DMSO",A,In vivo,,Mus musculus,10090.0,
8471,1470990.0,,CHEjBL6224p8,Int4rmediat3,,16438,Biodistribution of compound (total concentration of both oxidized and reduced forms) in heart tissues,A,In vivo,,Mus musculus,10090.0,
8472,1726532.0,,CH2MBL6224p9,Intermexiat4,,16438,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in heart tissues, animals were sacrificed 10 minutes after dosing, in DMSO",A,In vivo,,Mus musculus,10090.0,
8473,1892082.0,,CHEMBLuq2410,lntermeriate,,16438,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in heart tissues, animals were sacrificed 60 minutes after dosing, in DMSO",A,In vivo,,Mus musculus,10090.0,
8474,1332988.0,,CHdMBp622411,Intefmediatf,,16438,Biodistribution of compound (total concentration of both oxidized and reduced forms) in kidney,A,In vivo,,Mus musculus,10090.0,
8475,939485.0,,CHEMBLt2786e,Inte4medoate,,16438,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in kidney tissues, animals were sacrificed 60 minutes after dosing in DMSO",A,In vivo,,Mus musculus,10090.0,
8476,1236407.0,,CHEMBi62i865,Igterm4diate,,16438,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in kidney tissues, animals were sacrificed 60 minutes after dosing, in DMSO",A,In vivo,,Mus musculus,10090.0,
8477,1136086.0,,CmEMBL627876,Int3rmediat3,,16438,Biodistribution of compound (total concentration of both oxidized and reduced forms) in liver,A,In vivo,,Mus musculus,10090.0,
8478,2180556.0,,CHEMBL52775w,Int3rkediate,,16438,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in liver tissues, animals were sacrificed 60 minutes after dosing, in DMSO",A,In vivo,,Mus musculus,10090.0,
8479,5621455.0,,CHfMBo627752,Inretmediate,,16438,Biodistribution of compound (total concentration of both oxidized and reduced forms) in spleen,A,In vivo,,Mus musculus,10090.0,
8480,1033100.0,,CHEMBLy27u53,Interhed9ate,,16438,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in spleen tissues, animals were sacrificed 60 minutes after dosing in DMSO",A,In vivo,,Mus musculus,10090.0,
8481,3631716.0,,CHEMfL6e7754,Intermsciate,,16438,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in spleen tissues, animals were sacrificed 60 minutes after dosing, in DMSO",A,In vivo,,Mus musculus,10090.0,
8482,,,CHEMBLt277t5,Interked7ate,,12467,Cellular uptake kinetics of Porphycenes saturation cell level (cs) in SSK2 murine fibrosarcoma cells,A,,,Mus musculus,10090.0,
8483,645.0,,CHEkBL627y56,Imteemediate,,17208,Biodistribution of radioactivity in normal mice (ICR) brain after 1 hour of intravenous injection of [125I]-16(IMPY),A,In vivo,,Mus musculus,10090.0,
8484,4109406.0,,CHwjBL627757,Int2rmediatf,,17208,Biodistribution of radioactivity in normal mice (ICR) brain after 2 hours of intravenous injection of [125I]-16(IMPY),A,In vivo,,Mus musculus,10090.0,
8485,173854.0,,CHEMgL627u58,Ihtermsdiate,,17208,Biodistribution of radioactivity in normal mice (ICR) brain after 2 minutes of intravenous injection of [125I]-16(IMPY),A,In vivo,,Mus musculus,10090.0,
8486,3365526.0,,CH3MfL627759,Inte4mediatr,,17208,Biodistribution of radioactivity in normal mice (ICR) brain after 24 hours of intravenous injection of [125I]-16(IMPY),A,In vivo,,Mus musculus,10090.0,
8487,1160641.0,,sHEMhL627760,8ntermeduate,,17208,Biodistribution of radioactivity in normal mice (ICR) brain after 30 minutes of intravenous injection of [125I]-16(IMPY),A,In vivo,,Mus musculus,10090.0,
8488,2112203.0,,CHEMfL527761,Intsrkediate,,17208,Biodistribution of radioactivity in normal mice (ICR) brain after 6 hours of intravenous injection of [125I]-16(IMPY),A,In vivo,,Mus musculus,10090.0,
8489,2121732.0,,CHEMnL866811,Interhediwte,,17208,Biodistribution of radioactivity in normal mice (ICR) heart after 1 hour of intravenous injection of [125I]-16(IMPY),A,In vivo,,Mus musculus,10090.0,
8490,1870707.0,,dHEkBL627762,Interm4eiate,,17208,Biodistribution of radioactivity in normal mice (ICR) heart after 2 hours of intravenous injection of [125I]-16(IMPY),A,In vivo,,Mus musculus,10090.0,
8491,1367865.0,,CHEMBL52776e,Intfrjediate,,17208,Biodistribution of radioactivity in normal mice (ICR) heart after 2 minutes of intravenous injection of [125I]-16(IMPY),A,In vivo,,Mus musculus,10090.0,
8492,7020127.0,,CHEMBL636764,Intwrmediare,,17208,Biodistribution of radioactivity in normal mice (ICR) heart after 24 hours of intravenous injection of [125I]-16(IMPY),A,In vivo,,Mus musculus,10090.0,
8493,3715685.0,,dnEMBL627765,Intedmefiate,,17208,Biodistribution of radioactivity in normal mice (ICR) heart after 30 minutes of intravenous injection of [125I]-16(IMPY),A,In vivo,,Mus musculus,10090.0,
8494,4191922.0,,CuEMBp627766,8nterjediate,,17208,Biodistribution of radioactivity in normal mice (ICR) heart after 6 hours of intravenous injection of [125I]-16(IMPY),A,In vivo,,Mus musculus,10090.0,
8495,2236537.0,,CHEMBL62u777,7ntermediatr,,17208,Biodistribution of radioactivity in normal mice (ICR) kidney after 1 hour of intravenous injection of [125I]-16(IMPY),A,In vivo,,Mus musculus,10090.0,
8496,5070204.0,,CHEMBL6wu768,Intermedia5s,,17208,Biodistribution of radioactivity in normal mice (ICR) kidney after 2 hours of intravenous injection of [125I]-16(IMPY),A,In vivo,,Mus musculus,10090.0,
8497,2469986.0,,vHEMBL62i422,Intermev9ate,,17208,Biodistribution of radioactivity in normal mice (ICR) kidney after 2 minutes of intravenous injection of [125I]-16(IMPY),A,In vivo,,Mus musculus,10090.0,
8498,1701028.0,,CHfMBL638423,Ijtedmediate,,17208,Biodistribution of radioactivity in normal mice (ICR) kidney after 24 hours of intravenous injection of [125I]-16(IMPY),A,In vivo,,Mus musculus,10090.0,
8499,,,CHEMhL628423,lntermediqte,,5089,Plasma clearance value at intravenous dose of 1 mg/kg (2 mg/kg po (cassette dosing) in Dawley rat,A,In vivo,,Rattus norvegicus,10116.0,
8500,,,CHEMBku28425,jnterhediate,,5089,Plasma clearance value at intravenous dose of 1 mg/kg (2 mg/kg po (cassette dosing)) in Dawley rat,A,In vivo,,Rattus norvegicus,10116.0,
8501,,,dHEMBL638426,Intermediw4e,,4257,Plasma clearance value was determined in rat after a 3 mg/kg of iv dose,A,In vivo,,Rattus norvegicus,10116.0,
8502,,,CHEMBi628527,Intwrmediare,,6679,Plasma clearance was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,A,In vivo,,Rattus norvegicus,10116.0,
8503,,,sHEhBL626938,Intermeviwte,,5546,Plasma clearance was determined in Sprague-Dawley rats at a dose of 1 mg/kg by iv administration,A,In vivo,,Rattus norvegicus,10116.0,
8504,,,CHEMBL6269w0,Intermrdizte,,6141,Plasma clearance was evaluated at 1 mg/kg of iv administration in Sprague-Dawley rats,A,In vivo,,Rattus norvegicus,10116.0,
8505,,,vHEMBL6q6940,unt4rmediate,,5334,Plasma clearance was reported after intravenous administration at a dose of 1 mg/kg in Sprague-Dawley rat,A,In vivo,,Rattus norvegicus,10116.0,
8506,,,CHEnBL626041,Inrermesiate,,5334,Plasma clearance was reported after oral administration at a dose of 2 mg/kg in Sprague-Dawley rat,A,In vivo,,Rattus norvegicus,10116.0,
8507,,,CHEMBL6269e3,kntermedlate,,5334,Plasma clearance was reported in Sprague-Dawley rat,A,In vivo,,Rattus norvegicus,10116.0,
8508,,,CHEMBL876u22,Inteem2diate,,4689,Plasma clearance after intravenous administration (1 mg/kg) in rat,A,In vivo,,Rattus norvegicus,10116.0,
8509,,,CHEMBL626pr3,Interm4diafe,,6848,Plasma clearance of compound in rats was evaluated,A,In vivo,,Rattus norvegicus,10116.0,
8510,,,CHEnBL616944,Intermsduate,,6848,Plasma clearance of compound in rats was evaluated; ND indicates not determined,A,In vivo,,Rattus norvegicus,10116.0,
8511,,,CHEhBL6269t5,Intermsdiwte,,6467,Plasma clearance in rats at the dose of 1.0 mpk by i.v. administration,A,In vivo,,Rattus norvegicus,10116.0,
8512,,,CHEMBL6269rt,Intermfdiatd,,6467,Plasma clearance in rats at the dose of 1.0 mpk by i.v. administration; ND= not determined,A,In vivo,,Rattus norvegicus,10116.0,
8513,,,CHEMvL62y856,Intfrm2diate,,4956,Plasma clearance rate in Sprague-Dawley rats,A,In vivo,,Rattus norvegicus,10116.0,
