assays_assay_id,assays_assay_subcellular_fraction,assays_assay_test_type,assays_assay_tissue,assays_assay_type,assays_assay_cell_type,assays_cell_id,assays_assay_category,assays_description,assays_relationship_type,assays_assay_strain,assays_src_id,assays_src_assay_id,assays_chembl_id,assays_bao_format,assays_tissue_id,assays_variant_id
6611,,,,A,,,,Compound was tested for plasma protein binding of dog; Not determined,N,,1,,CHEMBL876735,BAO_0000218,,
6612,,,,A,,,,Concentration in dogs after oral administration at dose of 1 mg/kg after 180 min.,N,,1,,CHEMBL618489,BAO_0000218,,
6613,,In vivo,,A,,,,Apparent terminal elimination half-life in dog after administration of 20 mg/kg dose through peroral route,N,,1,,CHEMBL618490,BAO_0000218,,
6614,,,,A,,,,Half life was determined,N,,1,,CHEMBL618491,BAO_0000218,,
6615,,In vivo,,A,,,,Half life by ''Cr'' assay in dog at a dose of 5 mg/kg,N,,1,,CHEMBL618492,BAO_0000218,,
6616,,,,A,,,,Half life was evaluated in dog,N,,1,,CHEMBL873354,BAO_0000218,,
6617,,,,A,,,,Half life was determined,N,,1,,CHEMBL618493,BAO_0000218,,
6618,,In vivo,,A,,,,Biodistribution of compound was measured in bile at 2 hr post-injection in canine deep vein thrombosis model (DVT),N,,1,,CHEMBL618494,BAO_0000218,,
6619,,In vivo,Heart,A,,,,Biodistribution of compound was measured in heart at 2 hr post-injection in canine deep vein thrombosis model (DVT),N,,1,,CHEMBL618495,BAO_0000218,948.0,
6620,,In vivo,Kidney,A,,,,Biodistribution of compound was measured in kidney at 2 hr post-injection in canine deep vein thrombosis model (DVT),N,,1,,CHEMBL618496,BAO_0000218,2113.0,
6621,,In vivo,Liver,A,,,,Biodistribution of compound was measured in liver at 2 hr post-injection in canine deep vein thrombosis model (DVT),N,,1,,CHEMBL618497,BAO_0000218,2107.0,
6622,,In vivo,Lung,A,,,,Biodistribution of compound was measured in lung at 2 hr post-injection in canine deep vein thrombosis model (DVT),N,,1,,CHEMBL618498,BAO_0000218,2048.0,
6623,,In vivo,Spleen,A,,,,Biodistribution of compound was measured in spleen at 2 hr post-injection in canine deep vein thrombosis model (DVT),N,,1,,CHEMBL618499,BAO_0000218,2106.0,
6624,,,,A,,,,LogP in dog,N,,1,,CHEMBL876736,BAO_0000218,,
6625,,,,A,,,,Partition coefficient (logP),N,,1,,CHEMBL618500,BAO_0000218,,
6626,,,,A,,,,Partition coefficient in dog,N,,1,,CHEMBL857831,BAO_0000218,,
6627,,In vivo,,A,,,,Mean-residence time of compound after intravenous administration in dogs at 1.2 uM/kg,N,,1,,CHEMBL618501,BAO_0000218,,
6628,,In vivo,,A,,,,Pharmacokinetic parameter MRT was determined in Beagle dogs after (po) administration of a dose of 28 (uM/kg),N,,1,,CHEMBL618502,BAO_0000218,,
6629,,,,A,,,,In vitro metabolic stability determined after 30 min of incubation in dog hepatic microsomes,N,,1,,CHEMBL618503,BAO_0000218,,
6630,,,,A,,,,Metabolism of compound in dog S9 microsomes ('++''indicates 20-50% largest observed peak),N,,1,,CHEMBL618504,BAO_0000218,,
6631,,,,A,,,,Metabolism of compound in dog S9 microsomes ('++++' indicates largest observed peak),N,,1,,CHEMBL618505,BAO_0000218,,
6632,,,,A,,,,Metabolism of compound in dog S9 microsomes; Trace,N,,1,,CHEMBL618506,BAO_0000218,,
6633,,,Liver,A,,,,In vitro metabolic potential in dog liver microsomes,N,,1,,CHEMBL618507,BAO_0000218,2107.0,
6634,,In vivo,,A,,,,Oral bioavailability of perorally administered compound (10 mg/kg) was tested in dogs,N,,1,,CHEMBL876737,BAO_0000218,,
6635,,In vivo,,A,,,,Oral bioavailability in dog,N,,1,,CHEMBL618508,BAO_0000218,,
6636,,In vivo,,A,,,,Oral bioavailability in dog,N,,1,,CHEMBL618509,BAO_0000218,,
6637,,In vivo,,A,,,,Oral bioavailability was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,N,,1,,CHEMBL618510,BAO_0000218,,
6638,,In vivo,,A,,,,The compound was tested for bioavailability in dogs,N,,1,,CHEMBL618511,BAO_0000218,,
6639,,In vivo,,A,,,,The compound was tested for oral bioavailability in dogs,N,,1,,CHEMBL618512,BAO_0000218,,
6640,,In vivo,,A,,,,Oral bioavailability in dog,N,,1,,CHEMBL618513,BAO_0000218,,
6641,,,,A,,,,Compound was tested for percent protein binding (PB) in dog,N,,1,,CHEMBL618514,BAO_0000218,,
6642,,,,A,,,,Apparent permeability coefficient (Papp) for apical to basolateral flux was determined in MadinDarby Canine Kidney cells,N,,1,,CHEMBL620052,BAO_0000218,,
6643,,In vivo,Plasma,A,,,,Compound was evaluated for plasma clearance.,N,,1,,CHEMBL620053,BAO_0000218,1969.0,
6644,,In vivo,Plasma,A,,,,The compound was tested for plasma clearance in dog,N,,1,,CHEMBL620054,BAO_0000218,1969.0,
6645,,In vivo,Plasma,A,,,,The compound was tested for plasma clearance in dog at dose of 3-10 mgkg,N,,1,,CHEMBL620055,BAO_0000218,1969.0,
6646,,,,A,,,,Plasma protein binding was determined after intravenous administration of 1 mg/kg in dog,N,,1,,CHEMBL620056,BAO_0000218,,
6647,,,Liver,A,,,,In vitro relative rate of metabolism was determined in dog liver microsomes,N,,1,,CHEMBL620057,BAO_0000218,2107.0,
6648,,In vivo,,A,,,,Relative bioavailability after oral dose of compound at 3 mg/kg in dogs,N,,1,,CHEMBL618939,BAO_0000218,,
6649,,In vivo,,A,,,,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,N,,1,,CHEMBL618940,BAO_0000218,,
6650,,In vivo,,A,,,,Half life after intravenous administration in dogs at 1.2 uM/kg,N,,1,,CHEMBL618941,BAO_0000218,,
6651,,,Lung,A,CCRF S-180,42.0,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 30 minutes,N,,1,,CHEMBL624473,BAO_0000218,2048.0,
6652,,,Lung,A,CCRF S-180,42.0,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 4 hours,N,,1,,CHEMBL624474,BAO_0000218,2048.0,
6653,,,Lung,A,CCRF S-180,42.0,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 8 hours,N,,1,,CHEMBL624475,BAO_0000218,2048.0,
6654,,,,A,CCRF S-180,42.0,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 1 hour,N,,1,,CHEMBL624476,BAO_0000218,,
6655,,,,A,CCRF S-180,42.0,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/muscle bearing S180 tumor cell line for 2 hours,N,,1,,CHEMBL623478,BAO_0000218,,
6656,,,,A,CCRF S-180,42.0,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 30 minutes,N,,1,,CHEMBL623479,BAO_0000218,,
6657,,,,A,CCRF S-180,42.0,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/muscle bearing S180 tumor cell line for 4 hours,N,,1,,CHEMBL623480,BAO_0000218,,
6658,,,,A,CCRF S-180,42.0,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 8 hours,N,,1,,CHEMBL623481,BAO_0000218,,
6659,,,Brain,A,,,,C2 in brain of mice at the oral dose of 50 mg/kg,N,,1,,CHEMBL623482,BAO_0000218,955.0,
6660,,,Kidney,A,,,,C2 in kidney of mice at the oral dose of 50 mg/kg,N,,1,,CHEMBL623483,BAO_0000218,2113.0,
6661,,,Liver,A,,,,C2 in liver of mice at the oral dose of 50 mg/kg,N,,1,,CHEMBL623484,BAO_0000218,2107.0,
6662,,,Lung,A,,,,C2 in lungs of mice at the oral dose of 50 mg/kg,N,,1,,CHEMBL623485,BAO_0000218,2048.0,
6663,,,Spleen,A,,,,C2 in spleen of mice at the oral dose of 50 mg/kg,N,,1,,CHEMBL623486,BAO_0000218,2106.0,
6664,,In vivo,,A,,,,Plasma clearance in mouse,N,,1,,CHEMBL623487,BAO_0000218,,
6665,,In vivo,,A,,,,Clearance of compound after intravenous administration in mice at 24 uM/kg,N,,1,,CHEMBL623488,BAO_0000218,,
6666,,In vivo,,A,,,,Clearance from mouse blood following i.v. administration of 10 mg/kg,N,,1,,CHEMBL623489,BAO_0000218,,
6667,,In vivo,,A,,,,Clearance was evaluated in mice after intravenous administration,N,,1,,CHEMBL875157,BAO_0000218,,
6668,,In vivo,,A,,,,Clearance was evaluated in mice after oral administration,N,,1,,CHEMBL623490,BAO_0000218,,
6669,,In vivo,,A,,,,Pharmacokinetic property (Plasma clearance) was measured in mouse,N,,1,,CHEMBL623491,BAO_0000218,,
6670,,In vivo,,A,,,,Plasma clearance of compound was determined at 40 mg/Kg,N,,1,,CHEMBL623492,BAO_0000218,,
6671,,In vivo,,A,,,,Plasma clearance of at 24 mg/Kg,N,,1,,CHEMBL623493,BAO_0000218,,
6672,,In vivo,,A,,,,Plasma clearance at 24 mg/Kg,N,,1,,CHEMBL623494,BAO_0000218,,
6673,,In vivo,,A,,,,Plasma clearance at 5 mg/Kg,N,,1,,CHEMBL623495,BAO_0000218,,
6674,,In vivo,,A,,,,Plasma clearance in mice,N,,1,,CHEMBL623496,BAO_0000218,,
6675,,In vivo,,A,,,,Plasma clearance value upon iv administration in mouse,N,,1,,CHEMBL623497,BAO_0000218,,
6676,,In vivo,Plasma,A,,,,Total plasma clearance in mice,N,,1,,CHEMBL623498,BAO_0000218,1969.0,
6677,,In vivo,,A,,,,Clearance in mouse,N,,1,,CHEMBL623499,BAO_0000218,,
6678,,In vivo,,A,,,,Clearance value was determined,N,,1,,CHEMBL623500,BAO_0000218,,
6679,,In vivo,,A,,,,Plasma clearance at a dose of 10 mg/kg intravenous administration in mice.,N,,1,,CHEMBL623501,BAO_0000218,,
6680,,,,P,,,,Calculated partition coefficient (clogP),U,,1,,CHEMBL875158,BAO_0000100,,
6681,,In vivo,,A,,,,Plasma clearance for the compound was measured in mouse after an iv dose of 1 mg/kg,N,,1,,CHEMBL623502,BAO_0000218,,
6682,,In vivo,,A,,,,Plasma clearance rate after intraperitoneal administration of 100 mg/kg in mice,N,,1,,CHEMBL623503,BAO_0000218,,
6683,,In vivo,,A,,,,Plasma clearance was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,N,,1,,CHEMBL623504,BAO_0000218,,
6684,,In vivo,,A,,,,In vivo total clearance was determined in murine septicemia at dose of 100 mg/kg,N,,1,,CHEMBL623505,BAO_0000218,,
6685,,In vivo,,A,,,,In vivo total clearance was determined in murine septicemia at dose of 50 mg/kg,N,,1,,CHEMBL623506,BAO_0000218,,
6686,,In vivo,,A,,,,In vivo total clearance was determined in murine septicemia at dose of 50 mg/kg;ND=not determined,N,,1,,CHEMBL623507,BAO_0000218,,
6687,,In vivo,,A,,,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for Cmax,N,,1,,CHEMBL623508,BAO_0000218,,
6688,,In vivo,,A,,,,Cmax after oral administration at 30 mg/kg in ICR mouse,N,,1,,CHEMBL623509,BAO_0000218,,
6689,,In vivo,,A,,,,Cmax after peroral administration in mice at 2.4 uM/kg,N,,1,,CHEMBL875159,BAO_0000218,,
6690,,In vivo,Brain,A,,,,Cmax in brain of mice at the oral dose of 50 mg/kg,N,,1,,CHEMBL623510,BAO_0000218,955.0,
6691,,In vivo,Kidney,A,,,,Cmax in kidney of mice at the oral dose of 50 mg/kg,N,,1,,CHEMBL623511,BAO_0000218,2113.0,
6692,,In vivo,Liver,A,,,,Cmax in liver of mice at the oral dose of 50 mg/kg,N,,1,,CHEMBL623512,BAO_0000218,2107.0,
6693,,In vivo,Lung,A,,,,Cmax in lungs of mice at the oral dose of 50 mg/kg,N,,1,,CHEMBL623513,BAO_0000218,2048.0,
6694,,In vivo,,F,,,,Cmax in mice at 18 uM/kg i.p. administration,N,,1,,CHEMBL623514,BAO_0000218,,
6695,,In vivo,,F,,,,Cmax in mice at 23 uM/kg i.v. administration,N,,1,,CHEMBL622609,BAO_0000218,,
6696,,In vivo,,F,,,,Cmax in mice at 24 uM/kg i.p. administration,N,,1,,CHEMBL622610,BAO_0000218,,
6697,,In vivo,,F,,,,Cmax in mice at 25 uM/kg i.p. administration,N,,1,,CHEMBL621823,BAO_0000218,,
6698,,In vivo,,F,,,,Cmax in mice at 26 uM/kg i.p. administration,N,,1,,CHEMBL621824,BAO_0000218,,
6699,,In vivo,Spleen,A,,,,Cmax in spleen of mice at the oral dose of 50 mg/kg,N,,1,,CHEMBL621825,BAO_0000218,2106.0,
6700,,In vivo,,A,,,,Cmax value at a dose of 10 mg/kg intravenous administration in mice.,N,,1,,CHEMBL621826,BAO_0000218,,
6701,,In vivo,,A,,,,Cmax value at a dose of 10 mg/kg peroral administration in mice.,N,,1,,CHEMBL621827,BAO_0000218,,
6702,,In vivo,,A,,,,Cmax value was determined,N,,1,,CHEMBL621828,BAO_0000218,,
6703,,In vivo,,A,,,,Cmax value in IRC mice,N,,1,,CHEMBL621829,BAO_0000218,,
6704,,In vivo,,A,,,,Cmax value was determined at a dose of 100 mg/kg (i.p.) in Mice,N,,1,,CHEMBL621830,BAO_0000218,,
6705,,In vivo,,A,,,,Cmax value was determined at a dose of 200 mg/kg (i.p.) in Mice,N,,1,,CHEMBL621831,BAO_0000218,,
6706,,In vivo,Plasma,A,,,,Compound was evaluated for maximum plasma concentration by administering orally at 25 mg/kg in mice,N,,1,,CHEMBL621832,BAO_0000218,1969.0,
6707,,In vivo,Plasma,A,,,,"Compound was evaluated for the pharmacokinetic parameter, maximum plasma concentration",N,,1,,CHEMBL624579,BAO_0000218,1969.0,
6708,,In vivo,,A,,,,Evaluated for pharmacokinetic parameter Cmax in mouse at the dose 20 mg/kg,N,,1,,CHEMBL624580,BAO_0000218,,
6709,,,,F,,,,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 50 mg/kg/day(5 days) dose,N,,1,,CHEMBL624581,BAO_0000218,,
6710,,,,F,,,,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 6.25 mg/kg/day(5 days) dose,N,,1,,CHEMBL624582,BAO_0000218,,
6711,,,,F,,,,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 75 mg/kg/day(5 days) dose,N,,1,,CHEMBL624583,BAO_0000218,,
6712,,,,F,A-375,455.0,,Inhibitory activity against human tumor cell line A0375 melanoma.,N,,1,,CHEMBL624584,BAO_0000219,,
6713,Brain membranes,,,B,,,,Displacement of [3H]N6-PIA binding from A1 receptor in whole rat brain membranes,D,,1,,CHEMBL624585,BAO_0000249,,
6714,,,,F,,,,Forskolin-induced cAMP production at human A1 adenosine receptor,D,,1,,CHEMBL875165,BAO_0000019,,
6715,,,,F,CHO,449.0,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1; change of less than 5% of allosteric enhancement.,H,,1,,CHEMBL619490,BAO_0000219,,
6716,,,,F,CHO,449.0,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM; An increase of cAmp content of cells,H,,1,,CHEMBL619491,BAO_0000219,,
6717,,,,F,CHO,449.0,,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM,H,,1,,CHEMBL619492,BAO_0000219,,
6718,,,,F,CHO,449.0,,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration,H,,1,,CHEMBL619493,BAO_0000219,,
6719,,,,F,CHO,449.0,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; An increase of cAmp content of cells,H,,1,,CHEMBL619494,BAO_0000219,,
6720,,,,F,CHO,449.0,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; change of less than 5% of allosteric enhancement,H,,1,,CHEMBL619495,BAO_0000219,,
6721,,,,F,CHO,449.0,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; change of less than 5% of allosteric enhancement.,H,,1,,CHEMBL619496,BAO_0000219,,
6722,,,,F,CHO,449.0,,Percent response to 10 uM PD-81723 on CHO cells expressing human A1-adenosine receptor at 0.1 uM; An increase of cAmp content of cells,D,,1,,CHEMBL619497,BAO_0000219,,
6723,,,,F,CHO,449.0,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM,H,,1,,CHEMBL619498,BAO_0000219,,
6724,,,,F,CHO,449.0,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM; change of less than 5% of allosteric enhancement.,H,,1,,CHEMBL619499,BAO_0000219,,
6725,,,,F,CHO,449.0,,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM concentration,H,,1,,CHEMBL619500,BAO_0000219,,
6726,,,,F,CHO,449.0,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM concentration; change of less than 5% of allosteric enhancement.,H,,1,,CHEMBL619501,BAO_0000219,,
6727,,,,F,CHO,449.0,,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM; An increase of cAmp content of cells,H,,1,,CHEMBL619502,BAO_0000219,,
6728,,,,F,CHO,449.0,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM,H,,1,,CHEMBL619503,BAO_0000219,,
6729,,,,F,CHO,449.0,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; An increase of cAmp content of cells,H,,1,,CHEMBL619504,BAO_0000219,,
6730,,,,F,CHO,449.0,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; change of less than 5% of allosteric enhancement.,H,,1,,CHEMBL621298,BAO_0000219,,
6731,,,,F,CHO,449.0,,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration,H,,1,,CHEMBL621299,BAO_0000219,,
6732,,,,F,CHO,449.0,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration; An increase of cAmp content of cells,H,,1,,CHEMBL621300,BAO_0000219,,
6733,,,,F,CHO,449.0,,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration; change of less than 5% of allosteric enhancement.,H,,1,,CHEMBL621301,BAO_0000219,,
6734,,,,F,CHO,449.0,,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; An increase of cAmp content of cells,H,,1,,CHEMBL621302,BAO_0000219,,
6735,,,,F,A10,164.0,,Ability to inhibit [125I]ET1 binding to vascular smooth muscle (vsm)- A10 cells,N,,1,,CHEMBL621303,BAO_0000219,,
6736,,,,F,A10,164.0,,In vitro potassium channel opening activity in A10 (smooth muscle) cells,U,,1,,CHEMBL621304,BAO_0000219,,
6737,,,,F,A10,164.0,,In vitro potassium channel opening activity in A10 (smooth muscle) cells; Inactive,U,,1,,CHEMBL621305,BAO_0000219,,
6738,,,,F,A10,164.0,,Effect on membrane potential of mitochondria in A10 smooth muscle cells from rats,N,,1,,CHEMBL621306,BAO_0000219,,
6739,,,,F,A10,164.0,,Effect on membrane potential of mitochondria of A10 smooth muscle cells in rats,N,,1,,CHEMBL618444,BAO_0000219,,
6740,,,,F,A10,164.0,,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.001 uM,N,,1,,CHEMBL618445,BAO_0000219,,
6741,,,,F,CHO-AA8,185.0,,Compound was tested for aerobic growth inhibition against AA8 cells after 4 hr of exposure,N,,1,,CHEMBL618446,BAO_0000219,,
6742,,,,F,CHO-AA8,185.0,,Concentration required to reduce AA8 cell numbers to 50% of controls in a growth inhibition microassay,N,,1,,CHEMBL618447,BAO_0000219,,
6743,,,,F,CHO-AA8,185.0,,Concentration of the drug to inhibit chinese hamster ovary derived cell (AA8) growth in culture,N,,1,,CHEMBL618448,BAO_0000219,,
6744,,,,F,CHO-AA8,185.0,,Cytotoxicity in a growth inhibition assay against aerobic cultures of AA8 cells was determined,N,,1,,CHEMBL618449,BAO_0000219,,
6745,,,,F,CHO-AA8,185.0,,Cytotoxicity on AA8 cell growth (reduce cell number by 50%).,N,,1,,CHEMBL618637,BAO_0000219,,
6746,,,,F,CHO-AA8,185.0,,"Cytotoxicity in chinese hamster ovary tumor cell line-AA8, by growth inhibition assay.",N,,1,,CHEMBL618638,BAO_0000219,,
6747,,,,F,CHO-AA8,185.0,,Growth inhibition activity was measured in repair proficient AA8 cells under aerobic conditions (4 hours drug exposure),N,,1,,CHEMBL618639,BAO_0000219,,
6748,,,,F,CHO-AA8,185.0,,"Growth inhibition of aerobic AA8 cells, after 18 hours exposure",N,,1,,CHEMBL618640,BAO_0000219,,
6749,,,,F,CHO-AA8,185.0,,In vitro cellular toxicity against chinese hamster AA8 cell line after 4 hr of compound exposure,N,,1,,CHEMBL618641,BAO_0000219,,
6750,,,,F,CHO-AA8,185.0,,Inhibitory activity against AA8 cell growth in aerobic condition after 4 hr of exposure,N,,1,,CHEMBL618642,BAO_0000219,,
6751,,,,F,CHO-AA8,185.0,,Inhibitory activity against aerobic growth of AA8 cells.,N,,1,,CHEMBL618643,BAO_0000219,,
6752,,,,A,CHO-AA8,185.0,,Tested for the in vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,N,,1,,CHEMBL884013,BAO_0000219,,
6753,,,,F,CHO-AA8,185.0,,In vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,N,,1,,CHEMBL622723,BAO_0000219,,
6754,,,,F,CHO-AA8,185.0,,Tested for the in vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,N,,1,,CHEMBL622724,BAO_0000219,,
6755,,,,F,CHO-AA8,185.0,,Tested for growth inhibition against AA8 tumor cell line(chinese hamster ovary).,N,,1,,CHEMBL622725,BAO_0000219,,
6756,,,,F,CHO-AA8,185.0,,Cytotoxicity against AA8 cell line,N,,1,,CHEMBL622726,BAO_0000219,,
