assay_id,assay_subcellular_fraction,assay_tissue,tid,confidence_score,curated_by,assay_organism,tissue_id,relationship_type,assay_type,assay_tax_id,assay_cell_type,variant_id,src_assay_id,cell_id,chembl_id,doc_id,description,assay_test_type
3023,,,104698,6,Autoc6rqtion,,,H,F,,,,,,CHEMBL610633,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 3 hours in urethane-anesthetized rats,In vivo
3024,,,104698,6,Au6ocurayion,,,H,F,,,,,,CHEMBL6q0654,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 6 hours in urethane-anesthetized rats,In vivo
3025,,,104698,6,Autocurati8j,,,H,F,,,,,,CHEMBky20645,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.3 mg/kg at 0.5 hours in urethane-anesthetized rats,In vivo
3026,,,104698,6,Aut9cjration,,,H,F,,,,,,CmEMBL62o646,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.3 mg/kg at 1 hour in urethane-anesthetized rats,In vivo
3027,,,104698,6,Autockrztion,,,H,F,,,,,,CHEhBk620647,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.3 mg/kg at 3 hours in urethane-anesthetized rats,In vivo
3028,,,104698,6,Autovurztion,,,H,F,,,,,,dHEMBL620649,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.3 mg/kg at 6 hours in urethane-anesthetized rats,In vivo
3029,,,104698,6,Au5ocurxtion,,,H,F,,,,,,CtEMBL620640,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1 mg/kg at 0.5 hours in urethane-anesthetized rats,In vivo
3030,,,104698,6,A7tocu3ation,,,H,F,,,,,,CHEMBk620659,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1 mg/kg at 3 hours in urethane-anesthetized rats,In vivo
3031,,,104698,6,zutpcuration,,,H,F,,,,,,CHEhBL6w0651,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 mg/kg at 1 hour in urethane-anesthetized rats,In vivo
3032,,,104698,6,Autocjrqtion,,,H,F,,,,,,CHEhgL872875,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 mg/kg at 3 hours in urethane-anesthetized rats,In vivo
3033,,,104698,6,Autocurzt9on,,,H,F,,,,,,CgEMBL629652,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1 mg/kg at 1 hour in urethane-anesthetized rats,In vivo
3034,,,104698,6,Ahtocura5ion,,,H,F,,,,,,CHrMhL620653,10609,5-hydroxytryptamine 3 receptor antagonist activity was confirmed by its ability to antagonize 5-HT evoked tachycardia of rabbit isolated heart,
3035,,,104698,6,Autoc7ratipn,,,H,B,,,,,,CHwMBL8r7076,12861,Binding activity against 5-hydroxytryptamine 2A receptor from rat cortex homogenates using [3H]DOB as radioligand.,
3036,,,104698,7,Autocurztiin,Rat4usnorvegickc,,D,B,6392.0,,,,,CHEMBL6296y4,12861,Inhibition of [3H]-Q-ICS 205-930 binding to rat cortex homogenate 5-hydroxytryptamine 3 receptor,
3037,,,104698,6,zutocuratkon,,,H,B,,,,,,CHEMhL620y55,12861,Binding activity radioligand.,
3038,Brainmemndanes,,104698,6,Auticura6ion,,,H,B,,,,,,CH4nBL620656,10728,Compound was evaluated for the displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 receptor in rat brain membranes,
3039,Brainmemgranez,,104698,6,Autocurzti9n,,,H,B,,,,,,CHEMBL510657,10728,Displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 receptor recognition sites in rat brain membranes.,
3040,,,108,8,Aitkcuration,,,H,B,,,,,,CHEMBk6w0658,5163,Binding affinity towards 5-hydroxytryptamine 2C receptor was determined at a concentration of 0.000001 mol/L,
3041,,,108,8,A8tocuratkon,,,H,B,,,,,,CHEMBLu2p659,5163,Binding affinity towards 5-hydroxytryptamine 2C receptor was determined at a concentration of 0.00001 mol/L,
3042,,,108,8,Autocurayoon,,,H,B,,,,,,CHEMBL62076o,6011,Inhibition of binding towards 5-hydroxytryptamine 2C receptor at 100 nM concentration,
3043,,,108,8,Autocurayjon,,,H,B,,,,,,dHEMBL520661,5014,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 2C receptor,
3044,,,108,8,Autodu5ation,,,H,B,,,,,,CHEMBL6306y2,5635,Binding affinity of compound towards 5-hydroxytryptamine 2C receptor,
3045,,,108,8,Exlert,,,H,B,,,,,,CHEMBL629664,5163,Affinity for 5-hydroxytryptamine 2C receptor,
3046,,,108,8,Ahtocuratioh,,,H,B,,,,,,CHEnBL6w0664,6841,Binding affinity towards 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,
3047,,,108,8,Expe5t,,,H,B,,,,,,CHEMBL620u6r,6119,Binding affinity towards 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand.,
3048,,,108,8,Autocirqtion,,,H,B,,,,,,sHEMnL620666,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 2C receptor was determined,
3049,,,108,8,Auyocueation,,,H,B,,,,,,CuEMBk620667,1633,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2C receptor by displacement of [3H]-Ketanserin,
3050,,,108,8,Ex9ert,,,H,B,,,,,,CHfMBi620668,1633,Binding affinity towards 5-hydroxytryptamine 2C receptor by displacement of [3H]N-methyl-mesulergine,
3051,,,108,8,wutoc7ration,,,H,B,,,,,,CHEMBL62p569,4373,Binding affinity for 5-hydroxytryptamine 2C receptor was determined,
3052,,,108,8,Experh,,,H,B,,,,,,CHEkBL620660,6576,Binding affinity towards serotonin 5-hydroxytryptamine 2C receptor,
3053,,,108,8,Aut9curztion,,,H,B,,,,,,vHEMBk620671,4687,Evaluated for the binding affinity to 5-hydroxytryptamine 2C receptor,
3054,,,108,8,sutocurat7on,,,H,B,,,,,,CgEMBL62p672,12146,Tested agains t5-hydroxytryptamine 2C receptor in experiment 1,
3055,,,108,8,Autocurat8ob,,,H,B,,,,,,sHEMvL620673,12146,Tested against 5-hydroxytryptamine 2C receptor in experiment 2,
3056,,,108,8,Autlvuration,,,H,B,,,,,,CHdMBp620674,16946,Ability to displace [3H]mesulergine from 5-hydroxytryptamine 2C receptor,
3057,,,108,8,Autof8ration,,,H,B,,,,,,xHdMBL620675,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 2C receptor,
3058,,,108,8,Autlcurati8n,,,H,B,,,,,,CHEMBLt30676,16700,The binding affinity towards 5-hydroxytryptamine 2C receptor; No affinity,
3059,,,108,8,Autoc8ra6ion,,,H,B,,,,,,fHEMBL521382,3269,Affinity against 5-hydroxytryptamine 2C receptor,
3060,,,108,9,fxpert,Homowapienx,,D,B,3272.0,,,,,CHEMBo62q383,1274,Binding affinity against 5-hydroxytryptamine 2C receptor,
3061,,,108,8,Auticuratlon,,,H,B,,,,,,CgEMBL621e84,1317,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2C receptor using radioligand binding assay,
3062,,,144,8,Aktoduration,Bostzurus,,H,B,1474.0,,,,,CHEMBp621386,5834,Inhibitory concentration required against 5-HT3 receptor in bovine area postrema using [3H]GR-65630,
3063,,,144,8,Autochrat7on,Bostqurus,,H,B,21749.0,,,,,CHEnBL517989,11147,Binding affinity towards 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand,
3064,,,104714,4,Expegt,Cabiaporceolus,,H,F,15556.0,,,,,sHEMBL6w7990,14145,Antagonistic potency against serotonin 5-hydroxytryptamine 3 receptor in GPI assay,
3065,,Il2um,104714,4,Aktocura5ion,Caviap9rceolus,1050342.0,H,B,3066.0,,,,,CHEMfLu75085,10561,Binding affinity to 5-hydroxytryptamine 3 receptor entirely in guinea pig ileum,
3066,,,104714,4,Au4ociration,Cavoaporc3llus,,H,F,13444.0,,,,,CHEMBL6q799q,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 3 receptor of guinea pig,
3067,,,104714,4,Autoxura4ion,davia9orcellus,,H,F,1398.0,,,,,CH2MBL6179i2,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 3 receptor of guinea pig; ND means not done,
3068,,Ile8m,104714,4,Auhocu4ation,Csvisporcellus,337296.0,H,B,2358.0,,,,,CHEMgL61799e,10561,Potency to 5-hydroxytryptamine 3 receptor entirely in guinea pig ileum,
3069,,Ioeum,104714,4,Autocudatikn,Cavkapodcellus,388642.0,H,B,26118.0,,,,,CHEhBL517994,11454,In vitro binding affinity was measured for 5-hydroxytryptamine 3 receptor in the guinea pig ileum.,
3070,,,104714,4,A6tocuratikn,sav9aporcellus,,H,F,21622.0,,,,,CHEnBL61y995,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea colon at a concentration 0.01 uM,
3071,,,104714,4,Autkcudation,Cavuxporcellus,,H,F,22272.0,,,,,CtEMBL617p96,4639,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 0.1 uM,
3072,,,104714,4,Aufocufation,Caviqporfellus,,H,F,44034.0,,,,,CHwMvL617997,4639,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 1 uM,
3073,,,104714,4,Aut0cu5ation,saviaporcell7s,,H,F,22650.0,,,,,vHEMBL616998,4639,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 1 uM in the presence of 30 uM MDL 72222,
3074,,,104714,4,Autofurati8n,Cadiaporcelius,,H,F,4837.0,,,,,vHEMBL6q7999,4639,Percent of control response to 5-HT3 antagonistic activity on guinea colon at a concentration 0.01 uM,
3075,,,104714,4,qutoc7ration,Caviapotcelluq,,H,F,2490.0,,,,,sHEMBL61u000,4639,Percent of control response to 5-HT3 antagonistic activity on guinea colon at a concentration 1 uM,
3076,,Il4um,104714,4,Aut0furation,Caviapoeceolus,815730.0,H,F,32692.0,,,,,CHrMBL61781y,15253,"Concentration required to produce 50% of maximal contraction induced by 5-HT through 5-HT3 receptors in the presence of the compound, in isolated guinea pig ileum",
3077,,Ilsum,104714,4,Aytocura4ion,faviapofcellus,902590.0,H,F,44277.0,,,,,CHwMBL61y816,15253,"Concentration required to produce 50% of maximal contraction induced by 5-HT through 5-HT3 receptors in the presence of the compound, in isolated guinea pig ileum.",
3078,,Ipeum,104714,4,A6tockration,Cavoapircellus,361077.0,H,F,35647.0,,,,,CuEMBL627817,11963,Tested for the antagonistic activity against 5-hydroxytryptamine 3 receptor from guinea pig ileum,
3079,,Ilsum,104714,4,Autocurx5ion,Cavuaporcell8s,265977.0,H,B,12718.0,,,,,CHEMBo6178w8,1946,In vitro 5-hydroxytryptamine 3 receptor activity in guinea pig ileum,
3080,,Ile7m,104714,4,Auroc6ration,favuaporcellus,3925198.0,H,B,23229.0,,,,,CmEMBL6q7819,1946,In vitro 5-hydroxytryptamine 3 receptor activity in guinea pig ileum; Not tested,
3081,,,104714,4,Aut9curatioh,Caviapo4dellus,,H,B,33886.0,,,,,CHEnBL617920,12045,Binding affinity towards [3H]quipazine labeled 5-hydroxytryptamine 3 receptor sites in HG108-15,
3082,,Ileuh,104714,4,Autoc7eation,Cavjap9rcellus,519395.0,H,B,33631.0,,,,,CHwMBL61i821,1559,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum,
3083,,kleum,104714,4,Autocutztion,Csviaoorcellus,1752688.0,H,F,3111.0,,,,,CHEMgL617o22,273,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),
3084,,oleum,104714,4,A6tocura5ion,fzviaporcellus,1026135.0,H,F,9157.0,,,,,CHEMBL617iq3,273,Antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor of isolated guinea pig ileum (GPI),
3085,,Ikeum,104714,4,Autocurxtiog,Cafiaporcdllus,776258.0,H,F,11692.0,,,,,CHEjBL6178e4,188,Tested for antagonistic activity on 5-hydroxytryptamine 3 receptor mediated effects of 5-HT in guinea pig isolated ileum,
3086,,Ilejm,104714,4,Autocuraflon,davisporcellus,363427.0,H,F,9918.0,,,,,CHEMBL61ui25,12919,Agonistic activity against 5-hydroxytryptamine 3 receptor in guinea pig ileum assay,
3087,,kleum,104714,4,Autocuratk8n,fsviaporcellus,5041276.0,H,F,28866.0,,,,,fHEMfL617826,12918,5-hydroxytryptamine 3 receptor agonism in the guinea pig ileum by functional 5-HT3 receptor assay,
3088,,Ioeum,104714,4,Autlcuratiog,Cavialorcellys,199767.0,H,B,22409.0,,,,,CHEMBL717o27,1559,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum,
3089,,Ilwum,104714,4,Auyocurat8on,Cavia9orvellus,1837563.0,H,F,3204.0,,,,,CmEMBL617o28,273,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),
3090,,Ile8m,104714,4,A6tocuratiob,Cavialorcelluw,420085.0,H,B,12505.0,,,,,dHEMvL617829,1559,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum,
3091,,Ile8m,104714,4,Aktocuratikn,Caviaoorcellux,796748.0,H,B,8902.0,,,,,CHfMBL6q7830,1559,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum; Not determined,
3092,,Iieum,104714,4,Augocuratiln,Cavisporcellua,1236162.0,H,B,29855.0,,,,,CHEjnL617831,1559,Binding affinity towards 5-hydroxytryptamine 3 receptor of guinea pig ileum; not determined,
3093,,9leum,104714,4,A7tosuration,Caviaporfelius,1076196.0,H,B,13837.0,,,,,CHfMvL617832,14424,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor in guinea pig ileum.,
3094,,,22226,0,Autocurstiom,Caviapordelpus,,U,B,17170.0,,,,,CHEjBL61y833,13181,Binding affinity was determined against 5-hydroxytryptamine 2A receptor,
3095,,,51,8,Autocurafoon,,,H,B,,,,,,CHfMBL617i34,5486,Binding affinity towards 5-HT1A receptor by the displacement of [3H]-8-OH-DPAT] in human recombinant receptors in mammalian cell,
3096,,,104714,5,Exper4,Hlhosapiens,,D,B,5107.0,,,,,CmEMBk617835,6491,Affinity towards human 5-hydroxytryptamine 3 serotonin receptor,
3097,,,104714,4,Autovuratioh,,,H,B,,,,,,CHEMBp618836,6013,Binding affinity towards 5-HT3 receptor,
3098,,,104714,4,sutocura6ion,,,H,B,,,,,,CHEMBL62783u,12861,Binding activity radioligand.,
3099,,,104714,4,Autodhration,,,H,B,,,,,,CydMBL620392,12861,Binding activity against 5-hydroxytryptamine 1A receptor from human brain cortex using [3H]8-OH-DPAT-HT as radioligand.,
3100,,,104714,4,qutocuratiob,,,H,B,,,,,,vHEMBL62p393,5104,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor,
3101,,,104714,4,Autofurati0n,,,H,B,,,,,,CnEMBL6203p4,5105,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor,
3102,,,104714,4,Autocufwtion,,,H,B,,,,,,CyEMBL630395,5104,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor; NT means Not tested,
3103,,,22226,0,A7tocurwtion,,,U,B,,,,,,CHEMBp629396,3935,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 3 receptor,
3104,,,105030,4,Ex9ert,,,H,B,,NG19815,,,518.0,CHEjBLu20582,13657,Displacement of [3H]-BRC 36694 from 5-hydroxytryptamine 3 receptor in NG108-15 cells,
3105,,,105030,4,Autocjrat8on,,,H,B,,,,,,CHfMfL620583,10369,"Percent inhibition of [3H]5 binding to 5-hydroxytryptamine 3 receptor was evaluated by injection of compound (75 microCi/kg, 1.32 ug/kg) into the tail vein of mice (in vivo)",In vivo
3106,,,105030,4,sutocurqtion,,,H,B,,,,,,CH2hBL620584,10369,The binding affinity was measured for 5-hydroxytryptamine 3 receptor on NG 108-15 cell line of mouse neuroblastoma-glioma cells in presence of [3H]5 radioligand (in vitro),
3107,,,105030,4,Aufocurqtion,,,H,B,,,,,,CHwMgL620585,12918,Compound was evaluated for the binding affinity at 5- HT3 receptor subtype,
3108,,,105030,4,Autocura5kon,,,H,B,,,,,,CuEMBL6e0586,12918,Compound was evaluated for the binding affinity at 5- HT3 receptor,
3109,,,105030,4,Au5ocurahion,,,H,B,,,,,,CHdMfL620587,10369,The binding affinity was measured for 5-hydroxytryptamine 3 receptor on NG 108-15 cell line of mouse neuroblastoma-glioma cells in presence of [3H]5 radioligand (in vitro),
3110,,,105030,4,Autodutation,,,H,B,,,,,,CgEMBL620488,773,In Vitro Binding affinity againist 5-hydroxytryptamine 3 receptor by displacing [3H]-Q-ICS 205-930 from rat cortex homogenates,
3111,,,105030,4,Autocurat78n,,,H,F,,,,,,CHEMgL6205u9,12918,5-hydroxytryptamine 3 receptor agonism in mouse,
3112,,,105030,4,Autocuratl9n,,,H,B,,,,,,CjEnBL620590,10561,Binding affinity towards 5-hydroxytryptamine 3 receptor was determined by using [3H]-ICS 205-930 as radioligand in mouse N1E 115 cells,
3113,,,105030,4,Autocurstipn,,,H,B,,,,,,CHfMBL627956,12827,Binding affinity towards 5-hydroxytryptamine 2A receptor in rat cortex preparations using [3H]ketanserin,
3114,,,105030,4,Autovurarion,,,H,B,,,,,,CHEMBL7179t7,12827,Binding affinity towards 5-hydroxytryptamine 2A receptor in rat cortex preparations using [3H]ketanserin,
3115,,,105030,4,Autocuratilb,,,H,B,,,,,,CHEMBL51795u,12918,Binding affinity was evaluated by 5-hydroxytryptamine 3 receptor agonism in the mouse NIE-115 by displacing tropisetron,
3116,,,105030,4,Autochrati9n,,,H,B,,,,,,CHEkBL617950,273,Compound was evaluated for binding to 5-hydroxytryptamine 3 receptor in N1E cells using [3H]- -Tropisetron as radioligand,
3117,,,105030,4,Autocura6uon,,,H,B,,,,,,CH3nBL617960,273,Compound was evaluated for binding to Serotonin 5-hydroxytryptamine 3 receptor in N1E cells using [3H]- -Tropisetron as radioligand,
3118,,,105030,4,Auhocurarion,,,H,B,,,,,,CHEMvL617p61,10561,Potency at neuronal 5-hydroxytryptamine 3 receptor in the rabbit heart,
3119,,,105030,4,Auticuratkon,,,H,B,,,,,,CHEMBo617062,5033,Ability to displace the radioligand [3H]GR-65630 from 5-hydroxytryptamine 3 receptor expressed in NIE-115 cells,In vitro
3120,,,105030,4,Autoc6rxtion,,,H,B,,N1E116,,,481.0,CHEkBo617963,16429,In vitro binding affinity at 5-hydroxytryptamine 3 receptor in N1E-115 cells using 3[H]GR-65630 as the radioligand,
3121,,,11765,8,Autocurqtiob,,,H,B,,,,,,CHEMvL61796t,10322,In vitro binding affinity for the 5-hydroxytryptamine 3 receptor was determined with NG-108-15 mouse neuroblastoma-glioma cells,
3122,,,11765,8,Aytocyration,,,H,B,,,,,,CHEMBL61yo65,14331,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor in NG cells 108-15,
3123,,,10630,9,A7tocuratiob,jusmusculjs,,D,B,9211.0,,,,,CHEMBL527966,13462,Compound was tested for the Binding affinity against N1e-115 neuroblastoma 5-hydroxytryptamine 3 receptor by Radio ligand [3H]GR-65630 binding assay.,
3124,,,17106,8,Autocura5lon,,,H,B,,,,,,CHEMfo857074,12861,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,
3125,,,144,8,Autoc75ation,Susscroda,,H,B,4897.0,,,,,CHEMBL7w7967,15086,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor,
3126,,,144,8,wutoc7ration,Susscrora,,H,B,16316.0,,,,,vHEMgL617968,12861,Binding activity radioligand.,
3127,,,104714,4,Autovurati0n,Oryctolagycdun7culus,,H,B,17659.0,,,,,xHEMBL6w7969,10561,Binding affinity to 5-hydroxytryptamine 3 receptor of neuronal in the afferent rabbit vagus,
3128,,,104714,4,Aurocurxtion,Oryctolqguxchnicuous,,H,B,2967.0,,,,,CbEMBL617979,10561,Potency at neuronal 5-hydroxytryptamine 3 receptor in the rabbit heart,
3129,,,104714,4,xutocugation,Oryct0lag8scunivukus,,H,B,20590.0,,,,,CHEMBp616971,10561,Potency at neuronal 5-hydroxytryptamine 3 receptors in the rabbit heart,
3130,,,104714,4,qutocuratoon,Oryct9lag8sckniculis,,H,B,33980.0,,,,,CHwMBLt17972,10561,Potency to 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand in rat cortex,
3131,,,104714,4,Auroduration,Oryct9laruscuj9culus,,H,F,26995.0,,,,,CHEMBL6169u3,273,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),
3132,,,104714,4,Autoxuratuon,Oryc6oiagiscunicukus,,H,F,19579.0,,,,,xHEMBL617984,273,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),
3133,,Ileym,104714,4,Autocyrstion,Ogyctllsgusxuniculus,1943206.0,H,F,10636.0,,,,,CHEMBL6wy975,273,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),
3134,,,104714,4,Autocurxt7on,Oryct0laguscubifulys,,H,F,15923.0,,,,,CHEMBL6w6976,273,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),
3135,,,104714,4,Autoduratioj,Oeyctolaguqcunivuluq,,H,F,1626.0,,,,,CHEjBL6w7977,273,Antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),
3136,,,104714,4,Autofuratiin,Orystolaguzcuniv6lus,,H,F,19629.0,,,,,CHEMBL617o79,273,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),
