prospect_gncd,prospect_nmbrchldrn,prospect_stt,prospect_g,prospect_gndr,prospect_ct,prospect_ncm,prospect_nmbrcrs,prospect_mrtlstts,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
Lpf11068,4.0,MT,12.0,,Austin,223442.0,3.0,U,431.0,O,Wyeth,10.0,3047870.0
Ult11069,3.0,Nova Scotia,23.0,,Grand Rapids,122194.0,0.0,U,589.0,O,Enterprise GP Holdings,5.0,3826268.0
amn11070,2.0,MI,21.0,,Savannah,448181.0,3.0,D,800.0,O,United Stationers,2.0,3435252.0
fay11071,2.0,KY,14.0,F,Spokane,484538.0,5.0,M,411.0,O,Lender Processing Services,5.0,2440179.0
akb11072,5.0,OR,69.0,,Santa Clara,347095.0,4.0,U,749.0,O,Wyndham Worldwide,0.0,420523.0
YNQ11073,4.0,WA,20.0,,Spokane,491744.0,3.0,D,772.0,O,Intel,2.0,2819096.0
Vjk11074,2.0,Alberta,68.0,F,Seattle,83108.0,2.0,M,645.0,O,Pactiv,1.0,54769.0
Fvy11075,0.0,Manitoba,38.0,,Abilene,440602.0,,M,,R,IDT,4.0,2967206.0
Aat11076,4.0,HI,66.0,f,Madison,171670.0,5.0,W,677.0,O,Hershey,5.0,3051103.0
YVU11077,5.0,NJ,34.0,f,Fort Wayne,347875.0,3.0,S,503.0,O,W.W. Grainger,6.0,1829584.0
WTG11078,5.0,RI,40.0,,Lexington,375968.0,0.0,S,594.0,R,Robert Half International,6.0,18097.0
Jxt11079,4.0,Alberta,98.0,M,Fairbanks,429326.0,0.0,S,321.0,O,Agilent Technologies,7.0,2822716.0
Ecb11080,3.0,VA,53.0,M,Omaha,225958.0,5.0,M,706.0,O,Health Net,8.0,3668879.0
Rmh11081,2.0,AK,68.0,m,Elizabeth,112101.0,0.0,S,408.0,O,Best Buy,7.0,517433.0
yrk11082,4.0,OR,34.0,,Charleston,34685.0,1.0,M,499.0,O,RadioShack,9.0,3645398.0
prm11083,2.0,AL,55.0,,Casper,278951.0,4.0,M,688.0,O,Baker Hughes,8.0,392064.0
Eew11084,5.0,ID,61.0,M,Huntsville,441073.0,2.0,U,619.0,U,Allergan,1.0,713401.0
fka11085,0.0,ME,92.0,M,Torrance,50524.0,1.0,M,709.0,O,MGIC Investment,3.0,3259486.0
MPR11086,1.0,VT,59.0,M,Wilmington,249921.0,0.0,M,722.0,O,MasterCard,10.0,3937473.0
Kui11087,3.0,VT,42.0,,McAllen,119125.0,3.0,S,729.0,O,Jones Apparel Group,4.0,2743146.0
BQJ11088,2.0,AK,47.0,f,Rockford,177045.0,3.0,U,626.0,U,Atlas America,8.0,1950959.0
sgr11089,3.0,OH,29.0,f,Honolulu,126033.0,3.0,S,630.0,O,Key Energy Services,1.0,2491256.0
FUK11090,3.0,Newfoundland,,m,Baltimore,,2.0,W,763.0,O,New York Times,,1561027.0
Csu11091,0.0,New Brunswick,88.0,f,Lancaster,257089.0,2.0,M,817.0,U,Coca-Cola,6.0,2110041.0
wdi11092,4.0,OK,56.0,m,Topeka,260579.0,1.0,M,466.0,O,Mutual Life Insurance,10.0,2468521.0
wxi11093,1.0,AR,31.0,,Concord,394216.0,5.0,M,761.0,O,Int. Flavors & Fragrances,7.0,
ldd11094,1.0,WA,37.0,m,Burlington,74207.0,5.0,U,387.0,R,Jones Financial,0.0,2748773.0
uvf11095,3.0,TN,,m,Milwaukee,40241.0,0.0,M,447.0,U,DTE Energy,,2699979.0
tmj11096,0.0,IA,52.0,,Brownsville,313015.0,0.0,U,366.0,R,Silgan Holdings,1.0,3964610.0
AXG11097,4.0,VA,21.0,f,Garden Grove,,1.0,M,391.0,O,Halliburton,5.0,918583.0
jav11098,5.0,RI,53.0,m,Biloxi,223362.0,2.0,W,345.0,O,PPL,1.0,594191.0
QBA11099,,New Brunswick,59.0,,Providence,,,M,345.0,R,Pulte Homes,,
Swl11100,2.0,GA,68.0,,Paterson,80364.0,,M,747.0,O,Wesco International,10.0,2928846.0
mcy11101,1.0,NJ,43.0,,Chula Vista,353992.0,3.0,S,,,Gap,10.0,1024745.0
Lna11102,5.0,AL,100.0,M,Calgary,8475.0,5.0,W,456.0,R,Unitrin,5.0,2149154.0
CTD11103,3.0,RI,20.0,,Brownsville,224275.0,3.0,S,763.0,R,Ruddick,8.0,1307780.0
Fhm11104,5.0,IN,61.0,m,El Monte,234064.0,2.0,M,500.0,O,Omnicom Group,0.0,340371.0
Fhv11105,3.0,British Columbia,6.0,,Iqaluit,121158.0,5.0,M,432.0,O,Wyndham Worldwide,2.0,3684185.0
Pdp11106,0.0,New Brunswick,63.0,,El Paso,28310.0,5.0,M,663.0,O,Anixter International,,3165241.0
Ygr11107,0.0,MO,0.0,m,Newark,298272.0,2.0,U,337.0,R,,8.0,1865871.0
Yzy11108,2.0,DC,14.0,m,Oklahoma City,317296.0,3.0,M,543.0,R,Albemarle,4.0,3213054.0
Luw11109,4.0,British Columbia,29.0,,Irvine,281222.0,1.0,D,442.0,O,Graham Packaging,9.0,1020481.0
Xzt11110,3.0,OK,40.0,,Missoula,197666.0,1.0,M,378.0,O,AmerisourceBergen,7.0,1691509.0
LDH11111,3.0,AL,73.0,f,Virginia Beach,341656.0,4.0,S,759.0,O,,7.0,
Vrl11112,0.0,WI,69.0,,Santa Clara,99711.0,4.0,S,434.0,O,Scotts Miracle-Gro,9.0,454531.0
KGS11113,5.0,OH,55.0,,San Bernardino,401966.0,1.0,U,752.0,O,Amazon.com,0.0,3240581.0
IZN11114,5.0,MI,28.0,,Huntington,110307.0,4.0,M,743.0,,CC Media Holdings,4.0,2853467.0
Rbe11115,1.0,AK,50.0,F,Regina,412114.0,1.0,W,790.0,O,AFLAC,1.0,314768.0
Mdy11116,4.0,OH,84.0,,Des Moines,,0.0,M,536.0,R,Omnicom Group,6.0,2437574.0
OTC11117,,NY,,,Lansing,471546.0,2.0,U,428.0,O,Vought Aircraft Industries,9.0,1717413.0
Nda11118,2.0,AK,23.0,F,Dover,486274.0,1.0,W,713.0,O,Emerson Electric,4.0,1874989.0
Xqm11119,1.0,MD,22.0,,Abilene,79994.0,,U,665.0,R,Colgate-Palmolive,6.0,309312.0
RIL11120,2.0,CO,29.0,M,Huntington,244104.0,5.0,M,546.0,O,Norfolk Southern,2.0,
Sio11121,0.0,OH,36.0,f,Berkeley,399499.0,4.0,W,437.0,O,MDU Resources Group,1.0,2661265.0
gum11122,1.0,MT,70.0,,Chandler,344741.0,4.0,W,410.0,R,Regal Entertainment Group,7.0,1182674.0
Kod11123,1.0,KS,12.0,f,Simi Valley,449148.0,5.0,M,456.0,O,Toro,9.0,61292.0
uar11124,5.0,FL,79.0,M,Dallas,249694.0,4.0,M,724.0,O,Molina Healthcare,9.0,898736.0
bce11125,3.0,VT,13.0,f,Hull,93623.0,3.0,,518.0,R,TravelCenters of America,0.0,374849.0
HDS11126,0.0,DC,40.0,,Austin,223509.0,4.0,D,382.0,O,Smurfit-Stone Container,7.0,2144139.0
Bvd11127,4.0,UT,56.0,m,Alexandria,166933.0,2.0,D,705.0,O,VeraSun Energy,9.0,441843.0
Awc11128,5.0,AK,66.0,f,Hollywood,265644.0,,M,784.0,O,Universal Forest Products,2.0,154199.0
Avv11129,4.0,MA,95.0,F,Glendale,131437.0,4.0,S,519.0,O,Neiman Marcus,1.0,3132143.0
DGX11130,5.0,KS,49.0,f,Fort Wayne,29592.0,1.0,U,338.0,O,E*Trade Financial,,2291849.0
fdq11131,2.0,MO,31.0,M,Montreal,402152.0,2.0,M,401.0,O,,8.0,2497077.0
Jzb11132,0.0,Quebec,30.0,,Missoula,271037.0,0.0,U,840.0,O,United Services Automobile,2.0,583079.0
Xuw11133,1.0,VT,16.0,,Gary,285131.0,5.0,M,566.0,R,M&T Bank Corp.,6.0,1720237.0
nnj11134,1.0,ID,14.0,,Oshawa,102943.0,3.0,U,508.0,R,Universal,1.0,793265.0
ssn11135,2.0,IL,79.0,,North Las Vegas,233412.0,2.0,U,825.0,O,USG,0.0,
Xgj11136,0.0,UT,20.0,m,Fayetteville,454152.0,3.0,M,404.0,U,Zions Bancorp.,2.0,1633385.0
KBP11137,1.0,ID,85.0,M,London,414089.0,4.0,U,554.0,O,PHH,,3995280.0
YMB11138,3.0,ND,17.0,,Milwaukee,471238.0,0.0,D,807.0,O,Berkshire Hathaway,2.0,625139.0
Hph11139,0.0,WV,16.0,,Oxnard,94103.0,5.0,M,357.0,R,Mattel,8.0,2833410.0
Uah11140,0.0,Prince Edward Island,94.0,,Victoria,424349.0,2.0,M,577.0,O,Flowserve,7.0,1656365.0
QVG11141,,GA,85.0,,Warren,433663.0,,M,,O,ArvinMeritor,10.0,2377665.0
MTX11142,0.0,AZ,48.0,f,Cheyenne,233605.0,5.0,U,639.0,,BlackRock,0.0,1238464.0
Twp11143,2.0,AL,26.0,F,Sunnyvale,227596.0,5.0,U,620.0,R,Emerson Electric,9.0,1627161.0
Rfj11144,3.0,CT,68.0,F,Eugene,8426.0,4.0,S,690.0,R,Aramark,4.0,52805.0
Sdl11145,,Alberta,66.0,,Salem,493298.0,0.0,M,375.0,O,Ashland,0.0,2942915.0
Teo11146,4.0,Ontario,5.0,,Denver,224667.0,0.0,U,365.0,O,3M,9.0,99902.0
Nit11147,3.0,OR,,,St. Petersburg,389774.0,5.0,D,321.0,O,,10.0,347527.0
Ffm11148,,AZ,78.0,,Cheyenne,90681.0,0.0,D,737.0,O,Shaw Group,5.0,2938993.0
XGA11149,2.0,WA,88.0,,Miami,391271.0,2.0,,424.0,O,Northrop Grumman,1.0,3508797.0
Rlp11150,0.0,ND,21.0,,San Antonio,326600.0,3.0,W,558.0,O,Principal Financial,2.0,1753916.0
Srh11151,3.0,Ontario,94.0,,Waco,300707.0,0.0,M,784.0,O,Atmos Energy,7.0,1126659.0
Gwi11152,4.0,NV,27.0,,Arlington,4644.0,2.0,M,685.0,O,SkyWest,1.0,2743465.0
vij11153,3.0,OR,50.0,,Cheyenne,172476.0,4.0,M,761.0,U,Cracker Barrel Old Country,6.0,3074514.0
Zmd11154,4.0,SC,53.0,F,Portland,452117.0,0.0,W,506.0,O,Brightpoint,0.0,3134876.0
Rqo11155,2.0,NE,23.0,,Saint John,326880.0,0.0,M,471.0,O,Health Net,9.0,2214185.0
VEW11156,5.0,OH,27.0,F,Burlington,419937.0,3.0,U,816.0,R,W.R. Berkley,2.0,3278947.0
Sif11157,3.0,SD,5.0,m,Pittsburgh,230134.0,4.0,M,341.0,U,Occidental Petroleum,4.0,1462393.0
Znw11158,5.0,Saskatchewan,97.0,,Worcester,493355.0,0.0,U,422.0,O,Wyndham Worldwide,9.0,2370101.0
msw11159,4.0,IL,6.0,,Durham,425574.0,2.0,M,762.0,R,Aon,5.0,591620.0
bft11160,5.0,UT,97.0,M,Santa Rosa,60453.0,0.0,M,316.0,U,JetBlue Airways,5.0,3537831.0
Lsj11161,2.0,Ontario,23.0,,Winnipeg,9498.0,0.0,S,,O,Belden,2.0,2153327.0
Wxn11162,5.0,IL,59.0,F,Jacksonville,316948.0,0.0,U,451.0,R,Warnaco Group,4.0,3293783.0
szz11163,0.0,IA,13.0,m,Warwick,104473.0,4.0,W,745.0,O,Cabela's,1.0,1360085.0
mun11164,2.0,UT,25.0,M,Pueblo,16214.0,4.0,S,731.0,O,United Parcel Service,6.0,2941247.0
ZMT11165,3.0,ID,16.0,,Lansing,337480.0,5.0,M,,O,Graybar Electric,8.0,
Epj11166,0.0,LA,56.0,f,Nashville,346642.0,3.0,M,,O,Worthington Industries,9.0,2994734.0
len11167,3.0,WI,53.0,M,Sacramento,3145.0,3.0,D,687.0,O,C.H. Robinson Worldwide,6.0,2149112.0
BBS11168,5.0,RI,71.0,,Berkeley,237898.0,1.0,W,559.0,O,Fidelity National Financial,9.0,1092354.0
QGX11169,1.0,ND,30.0,,Lubbock,174682.0,0.0,U,427.0,R,Bucyrus International,1.0,2972793.0
ysy11170,1.0,TN,89.0,m,Pittsburgh,256354.0,1.0,,718.0,O,Mueller Water Products,9.0,254517.0
PAH11171,5.0,HI,89.0,,Aurora,352546.0,3.0,M,415.0,O,,2.0,3232905.0
uom11172,4.0,AL,32.0,F,Fargo,115604.0,3.0,M,,O,Magellan Health Services,1.0,1600993.0
sjc11173,1.0,Manitoba,,m,Tacoma,122517.0,3.0,,513.0,O,Delphi,0.0,2990822.0
rln11174,4.0,NV,61.0,M,Sioux Falls,,1.0,M,355.0,O,Nordstrom,2.0,182737.0
jfa11175,3.0,NC,94.0,,Livonia,81016.0,0.0,M,641.0,U,Juniper Networks,1.0,1336995.0
DBU11176,2.0,CO,16.0,,Hollywood,161122.0,1.0,W,407.0,R,Genzyme,1.0,2273609.0
rut11177,1.0,New Brunswick,42.0,M,Eugene,435693.0,4.0,S,506.0,O,NiSource,5.0,362348.0
Lmp11178,2.0,SD,92.0,,Aurora,398338.0,0.0,W,729.0,O,DTE Energy,8.0,1681106.0
bsk11179,0.0,LA,7.0,,Fort Smith,488768.0,4.0,M,600.0,,Hayes Lemmerz,6.0,3920130.0
cbg11180,4.0,Newfoundland,70.0,F,Irvine,,3.0,U,632.0,O,Warnaco Group,3.0,529892.0
obo11181,5.0,NE,88.0,F,Warren,9811.0,,M,569.0,R,Qwest Communications,5.0,1316910.0
Iuo11182,5.0,MD,31.0,F,New Haven,150917.0,0.0,U,714.0,R,YRC Worldwide,10.0,3993266.0
ALF11183,2.0,NH,90.0,,Lowell,215046.0,5.0,D,755.0,R,Kellogg,,3366626.0
rit11184,5.0,OR,17.0,m,Newport News,261654.0,3.0,S,393.0,O,Henry Schein,2.0,1171645.0
Pyo11185,2.0,CA,9.0,M,El Paso,77193.0,3.0,D,509.0,R,Jo Ann Stores,3.0,2323435.0
Lpw11186,3.0,NC,44.0,F,Nashua,43073.0,0.0,S,394.0,O,McKesson,4.0,1865281.0
kaf11187,,Manitoba,,,Minneapolis,299466.0,5.0,M,469.0,R,Duke Energy,5.0,2256107.0
hfa11188,0.0,WA,1.0,m,Toronto,326132.0,5.0,S,543.0,O,Iasis Healthcare,2.0,239712.0
VKJ11189,0.0,CT,43.0,m,Denver,8576.0,3.0,M,411.0,R,Jack in the Box,5.0,3703928.0
Ypr11190,4.0,NY,85.0,,Irving,474322.0,4.0,,442.0,U,St. Jude Medical,,1949025.0
Znt11191,2.0,ME,27.0,F,Salem,470593.0,4.0,M,431.0,O,Questar,1.0,2159875.0
Vsd11192,2.0,DE,75.0,,Alexandria,427824.0,0.0,S,388.0,U,Staples,8.0,1283011.0
Jcm11193,1.0,ID,89.0,F,Saskatoon,254388.0,,M,314.0,U,Owens Corning,1.0,3212581.0
Dtx11194,,HI,69.0,,Virginia Beach,66442.0,1.0,U,783.0,O,MSC Industrial Direct,,2425038.0
fbq11195,0.0,OR,,,Abilene,43721.0,4.0,,,O,Flowers Foods,2.0,430774.0
eas11196,2.0,WV,23.0,M,Winnipeg,150100.0,4.0,M,678.0,,Best Buy,2.0,3500049.0
BFD11197,0.0,NM,67.0,,Las Vegas,39659.0,,W,583.0,R,Circuit City Stores,1.0,1507535.0
Qea11198,3.0,NY,2.0,,Reno,,5.0,U,330.0,R,Praxair,8.0,3839806.0
Stn11199,1.0,DE,31.0,F,Milwaukee,433397.0,3.0,M,465.0,,Assurant,3.0,1613720.0
LID11200,2.0,IA,54.0,,Toronto,45905.0,0.0,D,506.0,R,Circuit City Stores,5.0,2208199.0
Iii11201,5.0,MO,1.0,,London,381845.0,,M,617.0,U,,9.0,47984.0
Okw11202,0.0,CO,68.0,,Rockford,425314.0,5.0,S,436.0,O,Core-Mark Holding,2.0,1625682.0
fsd11203,0.0,VT,86.0,m,Yonkers,274796.0,4.0,U,713.0,O,Pactiv,8.0,3395337.0
pdc11204,1.0,CT,71.0,F,Austin,1202.0,1.0,M,788.0,U,,4.0,2529321.0
mfq11205,,MN,43.0,f,Fullerton,154314.0,5.0,U,415.0,O,Spectra Energy,,3453996.0
NMR11206,1.0,MN,60.0,f,Garland,483330.0,0.0,S,637.0,O,Monsanto,7.0,2225319.0
Rpm11207,5.0,OK,69.0,,Lancaster,65875.0,5.0,U,353.0,O,Integrys Energy Group,,544083.0
Phg11208,5.0,Alberta,25.0,m,Fontana,305998.0,4.0,U,569.0,O,Laclede Group,2.0,1682799.0
Bwn11209,4.0,UT,21.0,f,Nashville,84172.0,0.0,U,365.0,R,Health Management Associates,2.0,1380864.0
HGV11210,4.0,MN,38.0,M,Washington,228745.0,2.0,U,348.0,R,Juniper Networks,2.0,1068218.0
RGG11211,5.0,IN,70.0,f,Mesquite,329602.0,2.0,U,819.0,O,Lubrizol,1.0,1714551.0
Hkx11212,4.0,HI,29.0,M,Virginia Beach,116542.0,3.0,M,554.0,,DRS Technologies,1.0,1054877.0
Fwn11213,2.0,MN,39.0,,San Diego,356509.0,1.0,S,478.0,U,AmeriCredit,6.0,1534581.0
Gtu11214,5.0,UT,,,Jackson,421287.0,5.0,M,716.0,R,Raytheon,2.0,3125011.0
Aqw11215,4.0,PA,93.0,,Idaho Falls,296076.0,3.0,S,404.0,O,,10.0,659100.0
Dlb11216,3.0,UT,88.0,,Fort Collins,130659.0,,M,544.0,O,,6.0,1448603.0
npc11217,4.0,Manitoba,28.0,,Lexington,,4.0,M,736.0,R,Kla-Tencor,5.0,3730627.0
Osc11218,1.0,TN,62.0,M,Fayetteville,297262.0,5.0,M,542.0,O,Plains Exploration,5.0,814723.0
Olh11219,1.0,MO,72.0,,Baltimore,154673.0,2.0,S,636.0,R,Granite Construction,3.0,1879314.0
Vbs11220,1.0,TX,85.0,,Phoenix,,3.0,,361.0,O,Cabela's,7.0,937191.0
kng11221,4.0,OK,52.0,,West Valley,36086.0,0.0,M,308.0,O,Hub Group,8.0,3465698.0
Les11222,4.0,TN,21.0,m,Rancho Cucamonga,293557.0,2.0,M,555.0,O,Sunoco,9.0,2808627.0
Nim11223,0.0,SD,65.0,m,St. Petersburg,192150.0,2.0,W,686.0,R,McDonald's,5.0,2408141.0
Yst11224,4.0,OH,69.0,,Pasadena,189404.0,0.0,D,596.0,O,Dow Chemical,9.0,1109266.0
Tay11225,3.0,OR,20.0,M,Pittsburgh,134981.0,0.0,S,590.0,R,Travelers Cos.,7.0,1410948.0
Dxp11226,5.0,Newfoundland,73.0,m,Baltimore,130837.0,0.0,S,761.0,U,Pacific Life,,1977154.0
mpb11227,4.0,TN,79.0,f,Oakland,281841.0,0.0,S,469.0,O,Lockheed Martin,2.0,1167969.0
wsa11228,2.0,WY,61.0,,Chandler,,2.0,D,578.0,O,Mattel,3.0,2230844.0
Qlh11229,5.0,NY,,,Oshawa,164027.0,1.0,U,424.0,R,Hewitt Associates,5.0,3031669.0
Nmo11230,3.0,NH,88.0,M,Bellevue,462309.0,4.0,U,550.0,O,Interpublic Group,0.0,1235970.0
han11231,,MO,46.0,M,Lewiston,436892.0,0.0,W,595.0,O,McCormick,7.0,1409955.0
Mjl11232,5.0,MO,60.0,,West Valley,162079.0,4.0,M,690.0,O,Ross Stores,2.0,2613791.0
Zuy11233,1.0,LA,58.0,,Bridgeport,243380.0,0.0,W,456.0,O,Icahn Enterprises,5.0,
gcn11234,0.0,UT,78.0,F,Peoria,316002.0,2.0,W,406.0,O,Williams,9.0,2747343.0
fmn11235,2.0,TN,92.0,F,Milwaukee,440853.0,1.0,W,672.0,U,Huntington Bancshares,3.0,2062648.0
SRW11236,2.0,SC,35.0,M,Reno,19138.0,3.0,M,594.0,O,Hershey,0.0,2837974.0
Itu11237,4.0,ND,42.0,,Escondido,287071.0,4.0,M,433.0,O,Avon Products,4.0,3995777.0
dwe11238,1.0,KY,29.0,f,Montgomery,365741.0,1.0,,667.0,O,Varian Medical Systems,9.0,1904958.0
GMB11239,5.0,AL,59.0,,Fargo,81412.0,2.0,D,,O,Baldor Electric,8.0,2422577.0
Dwe11240,0.0,TX,74.0,,Phoenix,351289.0,1.0,M,781.0,R,Helix Energy Solutions Group,7.0,3637239.0
HVF11241,5.0,CT,61.0,F,Denver,117226.0,5.0,M,733.0,O,Leggett & Platt,5.0,1283618.0
Zcb11242,3.0,VA,85.0,m,Salem,377807.0,3.0,M,832.0,O,Lockheed Martin,8.0,3892707.0
Ynp11243,4.0,KY,45.0,,Fayetteville,76088.0,4.0,S,810.0,R,,6.0,2679837.0
Osi11244,2.0,MO,,M,Tempe,362310.0,2.0,W,665.0,O,MasterCard,7.0,2147856.0
Luq11245,4.0,LA,71.0,F,Beaumont,291871.0,5.0,M,613.0,O,AFLAC,,1448391.0
Rgq11246,0.0,NH,79.0,m,Houston,21046.0,2.0,M,815.0,O,IMS Health,5.0,1334212.0
cvt11247,5.0,WY,,F,Dallas,417683.0,5.0,S,726.0,R,Chemtura,5.0,
ajb11248,0.0,Nova Scotia,62.0,F,Grand Rapids,177143.0,0.0,M,815.0,R,Dell,2.0,762399.0
xpg11249,4.0,ME,,f,Pueblo,447237.0,5.0,U,388.0,R,MGM Mirage,9.0,18399.0
Sxx11250,2.0,NV,41.0,F,Fayetteville,19891.0,4.0,W,613.0,R,Trinity Industries,0.0,993962.0
vzp11251,3.0,SD,19.0,,Anchorage,232545.0,1.0,M,365.0,R,Moog,6.0,2573906.0
bgf11252,4.0,Ontario,30.0,,Costa Mesa,274111.0,5.0,S,806.0,O,Aventine Renewable Energy,5.0,265459.0
Ydw11253,1.0,IN,54.0,m,Mesquite,239120.0,3.0,M,772.0,O,CSX,6.0,3518058.0
bse11254,4.0,AL,89.0,,St. Paul,67807.0,4.0,M,363.0,O,PPG Industries,7.0,3347273.0
Jqf11255,5.0,HI,6.0,a,Fresno,276211.0,,M,595.0,O,Greif,3.0,308579.0
ddr11256,1.0,KS,75.0,M,Macon,15160.0,0.0,,738.0,R,TJX,8.0,1120721.0
Wai11257,5.0,IA,51.0,D,Mount Pearl,221640.0,5.0,U,765.0,O,Manitowoc,9.0,3624132.0
Fst11258,4.0,MO,22.0,M,Berkeley,80581.0,3.0,M,661.0,O,Boeing,0.0,2614807.0
PVH11259,,ID,42.0,m,Amarillo,115336.0,0.0,S,697.0,O,Owens Corning,9.0,3691390.0
nrb11260,4.0,NE,71.0,,Lowell,342513.0,5.0,U,437.0,O,Harman International Ind.,4.0,1552518.0
vjo11261,2.0,VT,6.0,,Modesto,343045.0,0.0,U,466.0,O,Edison International,,3101696.0
Fkv11262,1.0,DC,39.0,,Ottawa,418944.0,5.0,S,630.0,O,Select Medical Holdings,6.0,1921967.0
Bji11263,3.0,AL,79.0,M,Missoula,406480.0,3.0,M,706.0,O,Amphenol,10.0,2667763.0
qks11264,3.0,NE,2.0,,Stockton,172999.0,4.0,S,376.0,R,Raymond James Financial,9.0,766396.0
odd11265,5.0,CO,27.0,f,Yellow Knife,452043.0,4.0,S,362.0,R,Snap-On,6.0,1289517.0
Ijw11266,0.0,OR,16.0,m,Abilene,473147.0,2.0,S,785.0,U,WGL Holdings,2.0,1564668.0
hbb11267,5.0,WI,41.0,F,Irvine,61061.0,0.0,,653.0,O,,9.0,2567908.0
xir11268,2.0,NJ,99.0,F,Irvine,82373.0,3.0,U,345.0,,,5.0,491640.0
BGS11269,2.0,AL,18.0,f,Bridgeport,393751.0,,M,553.0,O,Icahn Enterprises,5.0,3714425.0
Ryd11270,4.0,NE,58.0,,Oshawa,68447.0,0.0,M,393.0,U,Avis Budget Group,0.0,2917504.0
utc11271,3.0,GA,1.0,F,Raleigh,366700.0,0.0,M,785.0,U,Snap-On,1.0,108038.0
Iga11272,,Quebec,97.0,,Huntsville,465254.0,4.0,D,363.0,R,Thrivent Financial,4.0,334986.0
Bpx11273,2.0,OK,2.0,,Honolulu,4876.0,0.0,D,595.0,O,Baker Hughes,8.0,3739066.0
csu11274,1.0,WI,81.0,,Hollywood,70499.0,4.0,S,691.0,O,Joy Global,0.0,3486164.0
mxb11275,4.0,Nova Scotia,75.0,,Oceanside,486855.0,2.0,W,548.0,R,Continental Airlines,1.0,1607926.0
PTI11276,5.0,Manitoba,42.0,,Fort Wayne,303318.0,1.0,U,541.0,,Enterprise GP Holdings,4.0,2260891.0
Ngx11277,4.0,Saskatchewan,8.0,,Syracuse,137996.0,2.0,M,529.0,,Holly,7.0,321510.0
hsh11278,1.0,IL,47.0,m,Montpelier,441131.0,4.0,U,485.0,O,MSC Industrial Direct,0.0,3820785.0
Kzw11279,3.0,British Columbia,19.0,,Ann Arbor,112721.0,4.0,D,515.0,U,,5.0,3326137.0
UQF11280,3.0,TN,13.0,,Pittsburgh,252730.0,2.0,D,725.0,O,Freddie Mac,8.0,951858.0
Ymz11281,5.0,LA,23.0,F,Durham,203847.0,5.0,U,821.0,R,McDonald's,,2312599.0
fgq11282,2.0,WA,53.0,,Tempe,130338.0,2.0,M,569.0,O,Marriott International,5.0,2505956.0
ncd11283,4.0,WV,56.0,M,Manchester,317722.0,1.0,S,652.0,U,Pacific Life,8.0,338320.0
trn11284,0.0,FL,93.0,,Regina,240520.0,0.0,M,337.0,O,Lubrizol,4.0,407143.0
Pqb11285,5.0,ID,67.0,,Oklahoma City,372102.0,1.0,M,335.0,O,Toro,8.0,1347874.0
vyr11286,0.0,Alberta,86.0,,El Monte,103398.0,1.0,M,774.0,O,Nacco Industries,2.0,
pht11287,3.0,AZ,52.0,F,Tacoma,432222.0,0.0,U,394.0,O,Gilead Sciences,5.0,2260125.0
qdn11288,0.0,AR,43.0,f,Livonia,338703.0,3.0,D,621.0,O,Total System Services,3.0,2053731.0
Wtd11289,0.0,MD,38.0,,Huntsville,463729.0,2.0,U,499.0,R,,,1498613.0
odm11290,4.0,MN,58.0,,Washington,111581.0,4.0,S,527.0,O,IAC/InterActiveCorp,0.0,430253.0
Dgx11291,2.0,HI,55.0,F,Mesquite,332959.0,2.0,D,499.0,O,Solutia,0.0,1773830.0
Gub11292,4.0,NH,57.0,,Garden Grove,309080.0,0.0,M,432.0,O,Perini,6.0,1360749.0
Qnt11293,4.0,WI,82.0,F,Fairbanks,339551.0,5.0,M,483.0,O,Tellabs,9.0,1553539.0
ugr11294,2.0,DC,55.0,M,Chicago,31897.0,4.0,M,549.0,R,HSN,5.0,3057035.0
UWF11295,,VT,56.0,F,Tallahassee,424187.0,0.0,S,471.0,R,,10.0,1111687.0
amx11296,1.0,TX,21.0,,Durham,91406.0,0.0,D,412.0,O,Continental Airlines,7.0,2426909.0
XOD11297,5.0,UT,76.0,m,Fayetteville,439130.0,5.0,U,796.0,U,Franklin Resources,2.0,1645384.0
NFW11298,1.0,VT,,M,Huntington Beach,203900.0,4.0,W,,O,Nicor,10.0,1125411.0
Xmt11299,5.0,Nova Scotia,90.0,M,Evansville,218554.0,4.0,M,727.0,O,Vishay Intertechnology,1.0,714834.0
imk11300,,DC,49.0,,Lafayette,442557.0,0.0,D,362.0,O,Dell,5.0,3453729.0
Wok11301,1.0,FL,49.0,f,Oklahoma City,379993.0,4.0,W,599.0,R,Crane,2.0,10553.0
Jjn11302,1.0,DC,81.0,,Elizabeth,342777.0,2.0,U,692.0,O,Pioneer Natural Resources,1.0,802449.0
dng11303,,KY,30.0,f,Allentown,220954.0,5.0,U,664.0,O,KeyCorp,3.0,646641.0
cki11304,2.0,SD,32.0,m,Honolulu,30937.0,3.0,D,,O,H&R Block,5.0,939590.0
Fvq11305,3.0,AL,20.0,F,San Buenaventura,268707.0,2.0,M,839.0,U,Erie Insurance Group,9.0,99396.0
HDS11306,4.0,MA,53.0,F,Huntington Beach,58493.0,1.0,M,620.0,O,WellPoint,10.0,348186.0
hzt11307,0.0,Prince Edward Island,,,Waterbury,357450.0,,M,565.0,U,Intel,8.0,525745.0
skv11308,1.0,Newfoundland,69.0,f,Phoenix,402241.0,4.0,S,380.0,O,,1.0,1210390.0
