assay_id,relationship_type,variant_id,cell_id,assay_strain,description,curated_by,src_assay_id,assay_cell_type,assay_category,tissue_id,tid,bao_format,assay_type,assay_subcellular_fraction,doc_id,assay_tissue,confidence_score,src_id,chembl_id
9321,N,,,,Percentage converted to BMS-191011 after 30 min incubation in rat plasma at 37 degree C; Converted to an unknown compound,Intermediate,,,,,50597,BAO_0000218,A,,5510,,1,1,CHEMBL626976
9322,N,,,,Percentage converted to BMS-191011 after 30 min incubation in rat plasma at 37 degree C; Not determined,Intermediate,,,,,50597,BAO_0000218,A,,5510,,1,1,CHEMBL626977
9323,N,,,,Percentage converted to BMS-191011 after 30 min incubation in rat plasma at 37 degree C; Not tested,Intermediate,,,,,50597,BAO_0000218,A,,5510,,1,1,CHEMBL626978
9324,N,,,,PK study was carried to determine the relative absorption ranking in rat.,Intermediate,,,,,50597,BAO_0000218,A,,16427,,1,1,CHEMBL626979
9325,N,,,,Maximum plasma concentration in Rat at a oral dose of 5 mg/kg,Intermediate,,,,1969.0,50597,BAO_0000218,A,,4689,Plasma,1,1,CHEMBL626980
9326,N,,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.57-0.75 % dose/g",Intermediate,,,,178.0,50597,BAO_0000218,A,,11450,Blood,1,1,CHEMBL626981
9327,N,,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.06-0.63 % dose/g",Intermediate,,,,178.0,50597,BAO_0000218,A,,11450,Blood,1,1,CHEMBL626982
9328,N,,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.40-0.55 % dose/g",Intermediate,,,,178.0,50597,BAO_0000218,A,,11450,Blood,1,1,CHEMBL626983
9329,N,,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.28-0.37% dose/g",Intermediate,,,,178.0,50597,BAO_0000218,A,,11450,Blood,1,1,CHEMBL622522
9330,N,,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.56-0.74 % dose/g",Intermediate,,,,178.0,50597,BAO_0000218,A,,11450,Blood,1,1,CHEMBL622523
9331,N,,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from % dose/g",Intermediate,,,,178.0,50597,BAO_0000218,A,,11450,Blood,1,1,CHEMBL622524
9332,N,,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 2.20-2.85 % dose/g",Intermediate,,,,955.0,50597,BAO_0000218,A,,11450,Brain,1,1,CHEMBL622525
9333,N,,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.16-1.76 % dose/g",Intermediate,,,,955.0,50597,BAO_0000218,A,,11450,Brain,1,1,CHEMBL622526
9334,N,,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.96-3.72 % dose/g",Intermediate,,,,955.0,50597,BAO_0000218,A,,11450,Brain,1,1,CHEMBL619849
9335,N,,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 2.57-3.59 % dose/g",Intermediate,,,,955.0,50597,BAO_0000218,A,,11450,Brain,1,1,CHEMBL619850
9336,N,,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.36-1.53 % dose/g",Intermediate,,,,955.0,50597,BAO_0000218,A,,11450,Brain,1,1,CHEMBL623864
9337,N,,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.81-1.08 % dose/g",Intermediate,,,,955.0,50597,BAO_0000218,A,,11450,Brain,1,1,CHEMBL623865
9338,N,,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.84-0.98 % dose/g",Intermediate,,,,948.0,50597,BAO_0000218,A,,11450,Heart,1,1,CHEMBL623866
9339,N,,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.06-0.53 % dose/g",Intermediate,,,,948.0,50597,BAO_0000218,A,,11450,Heart,1,1,CHEMBL623867
9340,N,,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.22-1.48 % dose/g",Intermediate,,,,948.0,50597,BAO_0000218,A,,11450,Heart,1,1,CHEMBL877615
9341,N,,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.85-1.13 % dose/g",Intermediate,,,,948.0,50597,BAO_0000218,A,,11450,Heart,1,1,CHEMBL623868
9342,N,,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.55-0.63 % dose/g",Intermediate,,,,948.0,50597,BAO_0000218,A,,11450,Heart,1,1,CHEMBL623869
9343,N,,,,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.33-0.42 % dose/g",Intermediate,,,,948.0,50597,BAO_0000218,A,,11450,Heart,1,1,CHEMBL623870
9344,N,,,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16434,Lung,1,1,CHEMBL623871
9345,N,,,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16434,Lung,1,1,CHEMBL623872
9346,N,,,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16435,Lung,1,1,CHEMBL622129
9347,N,,,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16435,Lung,1,1,CHEMBL622130
9348,N,,,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16435,Lung,1,1,CHEMBL622131
9349,N,,,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16435,Lung,1,1,CHEMBL622132
9350,N,,,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16435,Lung,1,1,CHEMBL622133
9351,N,,,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16435,Lung,1,1,CHEMBL622134
9352,N,,,,Radioactivity distribution in lungs of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16435,Lung,1,1,CHEMBL622135
9353,N,,,,Radioactivity distribution in lungs of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16435,Lung,1,1,CHEMBL622136
9354,N,,,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16434,Muscle tissue,1,1,CHEMBL622137
9355,N,,,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16434,Muscle tissue,1,1,CHEMBL622138
9356,N,,,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16434,Muscle tissue,1,1,CHEMBL623017
9357,N,,,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16434,Muscle tissue,1,1,CHEMBL623018
9358,N,,,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16434,Muscle tissue,1,1,CHEMBL623019
9359,N,,,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16434,Muscle tissue,1,1,CHEMBL623020
9360,N,,,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min.,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16434,Muscle tissue,1,1,CHEMBL623021
9361,N,,,,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min.,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16434,Muscle tissue,1,1,CHEMBL623022
9362,N,,,,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16435,Muscle tissue,1,1,CHEMBL623023
9363,N,,,,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16435,Muscle tissue,1,1,CHEMBL623024
9364,N,,,,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16435,Muscle tissue,1,1,CHEMBL623025
9365,N,,,,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16435,Muscle tissue,1,1,CHEMBL620545
9366,N,,,,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16435,Muscle tissue,1,1,CHEMBL620546
9367,N,,,,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16435,Muscle tissue,1,1,CHEMBL620547
9368,N,,,,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16435,Muscle tissue,1,1,CHEMBL620548
9369,N,,,,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16435,Muscle tissue,1,1,CHEMBL620549
9370,N,,,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16434,Muscle tissue,1,1,CHEMBL620550
9371,N,,,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16434,Muscle tissue,1,1,CHEMBL620551
9372,N,,,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16434,Muscle tissue,1,1,CHEMBL620552
9373,N,,,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16435,Muscle tissue,1,1,CHEMBL620553
9374,N,,,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16435,Muscle tissue,1,1,CHEMBL620554
9375,N,,,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16435,Muscle tissue,1,1,CHEMBL875845
9376,N,,,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16435,Muscle tissue,1,1,CHEMBL620555
9377,N,,,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16435,Muscle tissue,1,1,CHEMBL620556
9378,N,,,,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,Intermediate,,,,2385.0,50597,BAO_0000218,A,,16435,Muscle tissue,1,1,CHEMBL620557
9379,N,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,Intermediate,,,,,50597,BAO_0000218,A,,16434,,1,1,CHEMBL620558
9380,N,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,Intermediate,,,,,50597,BAO_0000218,A,,16434,,1,1,CHEMBL620559
9381,N,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,Intermediate,,,,,50597,BAO_0000218,A,,16434,,1,1,CHEMBL622939
9382,N,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,Intermediate,,,,,50597,BAO_0000218,A,,16434,,1,1,CHEMBL622940
9383,N,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,Intermediate,,,,,50597,BAO_0000218,A,,16434,,1,1,CHEMBL622941
9384,N,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,Intermediate,,,,,50597,BAO_0000218,A,,16434,,1,1,CHEMBL622942
9385,N,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,Intermediate,,,,,50597,BAO_0000218,A,,16434,,1,1,CHEMBL622943
9386,N,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,Intermediate,,,,,50597,BAO_0000218,A,,16434,,1,1,CHEMBL622944
9387,N,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,Intermediate,,,,,50597,BAO_0000218,A,,16435,,1,1,CHEMBL622945
9388,N,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,Intermediate,,,,,50597,BAO_0000218,A,,16435,,1,1,CHEMBL622946
9389,N,,,,Compound was evaluated for terminal half life in rat,Intermediate,,,,,50597,BAO_0000218,A,,3341,,1,1,CHEMBL622947
9390,N,,,,Compound was evaluated in vivo in rat for the plasma half-life at a iv dose of 3 mg/kg and oral dose of 10 mg/kg and experiment by using concentration vs time curve,Intermediate,,,,1969.0,50597,BAO_0000218,A,,3634,Plasma,1,1,CHEMBL622948
9391,N,,,,Compound was evaluated in vivo in rat for the plasma half-life at a oral dose of 20 mg/kg experiment by using concentration vs time curve,Intermediate,,,,1969.0,50597,BAO_0000218,A,,3634,Plasma,1,1,CHEMBL622949
9392,N,,,,Compound was tested for its half life in rat,Intermediate,,,,,50597,BAO_0000218,A,,4839,,1,1,CHEMBL622950
9393,U,,,,Compound was tested for its plasma half life in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po; ND is not determined.,Intermediate,,,,1969.0,22224,BAO_0000218,A,,5005,Plasma,0,1,CHEMBL622951
9394,U,,,,Compound was tested for its plasma half life in Sprague Dawley rats,Intermediate,,,,1969.0,22224,BAO_0000366,A,,5005,Plasma,0,1,CHEMBL622952
9395,U,,,,Compound was tested for its plasma half life in Sprague Dawley rats; ND is not determined,Intermediate,,,,1969.0,22224,BAO_0000366,A,,5005,Plasma,0,1,CHEMBL622953
9396,N,,,,Compound was tested for plasma half-life period in rat,Intermediate,,,,1969.0,50597,BAO_0000218,A,,1094,Plasma,1,1,CHEMBL873818
9397,N,,,,Elimination half life after i.v. administration of compound in rats,Intermediate,,,,,50597,BAO_0000218,A,,5031,,1,1,CHEMBL622954
9398,N,,,,Elimination half-life after IV dosing at 0.5 mg/kg in rat,Intermediate,,,,,50597,BAO_0000218,A,,6518,,1,1,CHEMBL622955
9399,N,,,,Elimination half-life after IV dosing at 1 mg/kg in rat,Intermediate,,,,,50597,BAO_0000218,A,,6518,,1,1,CHEMBL875229
9400,N,,,,Elimination half-life after oral administration at a dose of 2 mg/kg in rat,Intermediate,,,,,50597,BAO_0000218,A,,6518,,1,1,CHEMBL622956
9401,N,,,,Elimination half-life after oral administration at a dose of 4 mg/kg in rat,Intermediate,,,,,50597,BAO_0000218,A,,6518,,1,1,CHEMBL622957
9402,N,,,,Evaluated for half-life after iv administration of 1 mg/kg to male Sprague-Dawley rats in brain; not determined,Intermediate,,,,955.0,50597,BAO_0000218,A,,5408,Brain,1,1,CHEMBL622958
9403,N,,,,Evaluated for half-life after iv administration of 1 mg/kg to male Sprague-Dawley rats in plasma,Intermediate,,,,1969.0,50597,BAO_0000218,A,,5408,Plasma,1,1,CHEMBL622959
9404,N,,,,Evaluated for half-life after iv administration of 5 mg/kg to male Sprague-Dawley rats in brain,Intermediate,,,,955.0,50597,BAO_0000218,A,,5408,Brain,1,1,CHEMBL622960
9405,N,,,,Evaluated for half-life after iv administration of 5 mg/kg to male Sprague-Dawley rats in plasma,Intermediate,,,,1969.0,50597,BAO_0000218,A,,5408,Plasma,1,1,CHEMBL622961
9406,N,,,,Evaluated for the half life in rat (in vivo),Intermediate,,,,,50597,BAO_0000218,A,,4687,,1,1,CHEMBL622962
9407,N,,,,Hafl life in rat,Intermediate,,,,,50597,BAO_0000218,A,,6640,,1,1,CHEMBL622963
9408,N,,,,Hafl life rat,Intermediate,,,,,50597,BAO_0000218,A,,6640,,1,1,CHEMBL622964
9409,N,,,,Hafl life rat,Intermediate,,,,,50597,BAO_0000218,A,,6641,,1,1,CHEMBL622965
9410,N,,,,Hafl life rat; Not determined,Intermediate,,,,,50597,BAO_0000218,A,,6640,,1,1,CHEMBL622966
9411,N,,,,Hafl life rat; Not determined,Intermediate,,,,,50597,BAO_0000218,A,,6641,,1,1,CHEMBL622967
9412,N,,,,Half life in kidney was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,Intermediate,,,,2113.0,50597,BAO_0000218,A,,17411,Kidney,1,1,CHEMBL622968
