assay_id,assay_organism,tissue_id,chembl_id,description,assay_test_type,doc_id,assay_tissue,tid,variant_id,assay_category,bao_format,src_assay_id,curated_by,assay_subcellular_fraction,assay_tax_id,assay_type,assay_strain,assay_cell_type
4597,Homo sapiens,,CHEMBL619145,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 5,,15608,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4598,Homo sapiens,,CHEMBL619146,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 8,,15608,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4599,Homo sapiens,,CHEMBL619147,Cytotoxic activity in a panel of Human ovarian tumor A2780/CDDP cell line after 96h of drug exposure,,15569,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4600,Homo sapiens,,CHEMBL619148,Antiproliferative effect of compound on A2780/DX cell line,,17420,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4601,Homo sapiens,,CHEMBL619149,Antiproliferative effect of compound on A2780/DX cell line; n.d. indicates not determined,,17420,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4602,Homo sapiens,,CHEMBL619150,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780/DX(RI),,15099,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4603,Homo sapiens,,CHEMBL619151,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780/Dx(RI),,15099,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4604,Homo sapiens,,CHEMBL883794,Cytotoxicity against ovarian carcinoma A2780/cis tumor cell lines,,17672,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4605,Homo sapiens,,CHEMBL619152,Cytotoxicity against ovarian carcinoma A2780/cis90 tumor cell lines,,17672,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4606,Homo sapiens,,CHEMBL619153,In vitro cytotoxicity against A2780ADR cell line,,17270,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4607,Homo sapiens,,CHEMBL619154,In vitro cytotoxicity against A2780CIS cell line,,17270,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4608,Homo sapiens,,CHEMBL619155,In vitro cytotoxic activity against human tumor cell line A2780CisR after incubation for 96 hours,,5574,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4609,Homo sapiens,,CHEMBL619156,The compound was tested for cytotoxic potency against A2780R human tumor cell lines.,,2113,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4610,Homo sapiens,,CHEMBL619157,"Inhibitory effect of Gold(III) complex, 2,2' bipy on growth of cisplatin-resistant A2780/R human tumor cell lines",,16913,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4611,Homo sapiens,,CHEMBL619797,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-resistant A2780/R human tumor cell lines",,16913,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4612,Macaca mulatta,,CHEMBL619798,Oral bioavailability of compound in rhesus macaques,In vivo,17839,,22224,,,BAO_0000218,,Autocuration,,9544.0,A,,
4613,monkey,,CHEMBL619799,Oral bioavailability in monkey,In vivo,6821,,22224,,,BAO_0000218,,Autocuration,,9443.0,A,,
4614,monkey,,CHEMBL619800,Oral bioavailability evaluated in monkey,In vivo,6078,,22224,,,BAO_0000218,,Autocuration,,9443.0,A,,
4615,monkey,,CHEMBL619801,Oral bioavailability in monkey (dose 1 mg/kg p.o.),In vivo,6535,,22224,,,BAO_0000218,,Autocuration,,9443.0,A,,
4616,Macaca mulatta,,CHEMBL619802,Oral bioavailability in Rhesus monkey,In vivo,4449,,22224,,,BAO_0000218,,Autocuration,,9544.0,A,,
4617,Macaca mulatta,,CHEMBL619803,Oral bioavailability was calculated in rhesus monkey,In vivo,6057,,22224,,,BAO_0000218,,Autocuration,,9544.0,A,,
4618,Macaca fascicularis,,CHEMBL619965,Oral bioavailability in cynomolgus monkey,In vivo,5922,,22224,,,BAO_0000218,,Autocuration,,9541.0,A,,
4619,monkey,,CHEMBL619966,Oral bioavailability in monkey,In vivo,5940,,22224,,,BAO_0000218,,Autocuration,,9443.0,A,,
4620,monkey,,CHEMBL619967,Oral bioavailability in monkey,In vivo,6265,,22224,,,BAO_0000218,,Autocuration,,9443.0,A,,
4621,monkey,,CHEMBL620073,Oral bioavailability in monkey (dose 1 mg/kg),In vivo,6265,,22224,,,BAO_0000218,,Autocuration,,9443.0,A,,
4622,monkey,,CHEMBL620074,Oral bioavailability in monkey (dose 5 mg/kg),In vivo,6265,,22224,,,BAO_0000218,,Autocuration,,9443.0,A,,
4623,monkey,,CHEMBL620075,Oral bioavailability in monkey,In vivo,5940,,22224,,,BAO_0000218,,Autocuration,,9443.0,A,,
4624,monkey,,CHEMBL620076,Oral bioavailability in monkey,In vivo,5940,,22224,,,BAO_0000218,,Autocuration,,9443.0,A,,
4625,Macaca mulatta,,CHEMBL620077,Oral bioavailability in rhesus monkey,In vivo,4514,,22224,,,BAO_0000218,,Autocuration,,9544.0,A,,
4626,Macaca mulatta,,CHEMBL620078,Oral bioavailability in rhesus monkey at a dose of 2 mg/kg by po administration,In vivo,5546,,22224,,,BAO_0000218,,Autocuration,,9544.0,A,,
4627,Saimiri sciureus,,CHEMBL620079,Oral bioavailability in squirrel monkey at a dose of 10 mg/kg,In vivo,5553,,22224,,,BAO_0000218,,Autocuration,,9521.0,A,,
4628,monkey,,CHEMBL620080,Oral bioavailability in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),In vivo,6641,,22224,,,BAO_0000218,,Autocuration,,9443.0,A,,
4629,Macaca mulatta,,CHEMBL620081,Oral bioavailability in Rhesus monkey,In vivo,5472,,22224,,,BAO_0000218,,Autocuration,,9544.0,A,,
4630,Macaca mulatta,,CHEMBL620082,Oral bioavailability in Rhesus monkey (dose 10 mg/kg p.o.),In vivo,5668,,22224,,,BAO_0000218,,Autocuration,,9544.0,A,,
4631,monkey,,CHEMBL620083,Oral bioavailability in monkey at 10 mg/kg of the compound,In vivo,5711,,22224,,,BAO_0000218,,Autocuration,,9443.0,A,,
4632,Macaca mulatta,,CHEMBL620084,Bioavailability in Rhesus monkey,In vivo,5145,,22224,,,BAO_0000218,,Autocuration,,9544.0,A,,
4633,Cercopithecidae,,CHEMBL620085,Glomerular Filtration Rate(GFR) evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,3443,,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4634,Cercopithecidae,,CHEMBL874595,Glomerular Filtration Rate(GFR)of the compound compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,3443,,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4635,Cercopithecidae,,CHEMBL873352,Half life by ''Cr'' assay in rhesus monkey at a dose of 5 mg/kg,In vivo,3249,,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4636,Cercopithecidae,,CHEMBL620086,Half life the of compound was determined by ''Cr'' assay in squirrel monkey at a dose of 5 mg/kg,In vivo,3249,,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4637,Cercopithecidae,,CHEMBL620087,Mean residence time was determined after intravenous administration in cynomolgus monkeys,In vivo,5355,,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4638,Cercopithecidae,,CHEMBL620088,Mean residence time was determined after oral administration in cynomolgus monkeys; NA means Not applicable,In vivo,5355,,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4639,Cercopithecidae,,CHEMBL620089,Mean residence time was determined after oral administration in cynomolgus monkeys; NA means not applicable,In vivo,5355,,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4640,Cercopithecidae,,CHEMBL620090,Pharmacokinetic parameter MRT was determined in monkey after (iv) administration of a dose of 13 (uM/kg),In vivo,4809,,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4641,Cercopithecidae,,CHEMBL620091,Pharmacokinetic parameter MRT was determined in monkey after (po) administration of a dose of 50 (uM/kg),In vivo,4809,,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4642,Cercopithecidae,,CHEMBL620092,Metabolism of compound in monkey S9 microsomes ('+''indicates <20% largest observed peak),,14294,,22224,,,BAO_0000251,,Autocuration,Microsomes,9527.0,A,,
4643,Cercopithecidae,,CHEMBL620093,Metabolism of compound in monkey S9 microsomes ('++''indicates 20-50% largest observed peak),,14294,,22224,,,BAO_0000251,,Autocuration,Microsomes,9527.0,A,,
4644,Cercopithecidae,,CHEMBL620094,Metabolism of compound in monkey S9 microsomes ('+++'indicates 50-80% largest observed peak),,14294,,22224,,,BAO_0000251,,Autocuration,Microsomes,9527.0,A,,
4645,Cercopithecidae,,CHEMBL620095,Metabolism of compound in monkey S9 microsomes ('++++' indicates largest observed peak),,14294,,22224,,,BAO_0000251,,Autocuration,Microsomes,9527.0,A,,
4646,Cercopithecidae,,CHEMBL620096,Plasma clearance evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,In vivo,3443,,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4647,Cercopithecidae,,CHEMBL620097,Plasma clearance compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,In vivo,3443,,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4648,Cercopithecidae,,CHEMBL620098,Clearance from plasma(with matabolite-corrected plasma radioactivity-time integral) at 30 min after administration.,,11271,,22224,,,BAO_0000019,,Autocuration,,9527.0,A,,
4649,Cercopithecidae,,CHEMBL620099,Renal clearance evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,3443,,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4650,Cercopithecidae,,CHEMBL620100,Renal clearance compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,3443,,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4651,Cercopithecidae,,CHEMBL620101,Elimination Half-life of compound was determined in monkey,,6821,,22224,,,BAO_0000019,,Autocuration,,9527.0,A,,
4652,Cercopithecidae,,CHEMBL620102,Half life of compound was determined in rhesus monkey,,17267,,22224,,,BAO_0000019,,Autocuration,,9527.0,A,,
4653,Cercopithecidae,1969.0,CHEMBL620103,Half life in monkey plasma,,5819,Plasma,22224,,,BAO_0000366,,Autocuration,,9527.0,A,,
4654,Cercopithecidae,1969.0,CHEMBL620104,Half life in monkey plasma; Not detected,,5819,Plasma,22224,,,BAO_0000366,,Autocuration,,9527.0,A,,
4655,Cercopithecidae,,CHEMBL874596,Half life period was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,In vivo,1916,,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4656,Cercopithecidae,,CHEMBL873490,Half-life 24 hr after 2 mg/kg iv administration in monkeys,In vivo,17509,,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4657,Cercopithecidae,,CHEMBL620105,Terminal half life of the compound.,,1399,,22224,,,BAO_0000019,,Autocuration,,9527.0,A,,
4658,Cercopithecidae,,CHEMBL620780,Maximum time was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,In vivo,1916,,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4659,Cercopithecidae,,CHEMBL620781,Pharmacokinetic parameter Tmax was determined in monkey after (po) administration of a dose of 50 (uM/kg),In vivo,4809,,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4660,Cercopithecidae,,CHEMBL620956,Unbound plasma was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,,5546,,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4661,Cercopithecidae,1088.0,CHEMBL620957,Urinary recovery evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,3443,Urine,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4662,Cercopithecidae,1088.0,CHEMBL620958,Urinary recovery compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,3443,Urine,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4663,Cercopithecidae,,CHEMBL620959,Volume of distribution was determined in monkey after a 3 mg/kg of iv dose,In vivo,4257,,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4664,Cercopithecidae,,CHEMBL620960,Volume distribution after oral administration (2.5 mg/kg) in monkey was determined,In vivo,6221,,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4665,Cercopithecidae,,CHEMBL620961,Volume of distribution was evaluated in rhesus,In vivo,5472,,22224,,,BAO_0000218,,Autocuration,,9527.0,A,,
4666,Cricetulus griseus,,CHEMBL620962,Plasma clearance was measured in hamster at the dose of 10 mg/kg by peroral administration,In vivo,4727,,22224,,,BAO_0000218,,Autocuration,,10029.0,A,,
4667,Cricetulus griseus,,CHEMBL620963,Plasma clearance was measured in hamster at the dose of 3 mg/kg by intravenous administration,In vivo,4727,,22224,,,BAO_0000218,,Autocuration,,10029.0,A,,
4668,Cricetulus griseus,,CHEMBL620964,Bioavailability in hamster was determined,In vivo,4727,,22224,,,BAO_0000218,,Autocuration,,10029.0,A,,
4669,Cricetulus griseus,,CHEMBL620965,Bioavailability in hamster at a dose of 3 mg/kg by intravenous administration,In vivo,4727,,22224,,,BAO_0000218,,Autocuration,,10029.0,A,,
4670,Cricetulus griseus,,CHEMBL620966,Bioavailability in hamster at a dose of 3 mg/kg by oral administration,In vivo,4727,,22224,,,BAO_0000218,,Autocuration,,10029.0,A,,
4671,Cricetulus griseus,178.0,CHEMBL620967,Half life of compound was determined in hamster blood,,4727,Blood,22224,,,BAO_0000221,,Autocuration,,10029.0,A,,
4672,Sus scrofa,,CHEMBL620968,Michaelis-Menten constant of the compound.,,1452,,22224,,,BAO_0000019,,Autocuration,,9823.0,A,,
4673,Sus scrofa,,CHEMBL874597,Vmax value was measured at 0 uM concentration of silyl ether.,,1452,,22224,,,BAO_0000019,,Autocuration,,9823.0,A,,
4674,Sus scrofa,,CHEMBL620969,Vmax value was measured at 10 uM concentration of silyl ether.,,1452,,22224,,,BAO_0000019,,Autocuration,,9823.0,A,,
4675,Sus scrofa,,CHEMBL620970,Vmax value was measured at 5 uM concentration of silyl ether.,,1452,,22224,,,BAO_0000019,,Autocuration,,9823.0,A,,
4676,Homo sapiens,,CHEMBL620971,Inactivation of human leukocyte (neutrophil) elastase(HLE)(HNE) as rate constant,,11706,,235,,,BAO_0000357,,Expert,,9606.0,B,,
4677,Homo sapiens,,CHEMBL620972,Area under curve was evaluated against man at a dose of 10 mg/kg after po administration,,1916,,22224,,,BAO_0000218,,Autocuration,,9606.0,A,,
4678,Homo sapiens,,CHEMBL620973,Compound was evaluated for area under the curve expressed as (h*ug/ml),,17791,,22224,,,BAO_0000019,,Autocuration,,9606.0,A,,
4679,Homo sapiens,,CHEMBL618243,Active metabolite of ifosfamide determined in humans; A-Active,,7766,,22224,,,BAO_0000019,,Autocuration,,9606.0,A,,
4680,Homo sapiens,,CHEMBL618244,Amount of tecadenoson present after 30 min in the liver S-9 assay as determined by mass specanalysis,,6567,,22224,,,BAO_0000019,,Autocuration,,9606.0,A,,
4681,Homo sapiens,,CHEMBL618245,Amount of tecadenoson present after 30 min in the liver S-9 assay as determined by mass specanalysis; -0.5 to 1,,6567,,22224,,,BAO_0000019,,Autocuration,,9606.0,A,,
4682,Homo sapiens,,CHEMBL618246,Amount of tecadenoson present after 30 min in the liver S-9 assay as determined by mass specanalysis; 1-2,,6567,,22224,,,BAO_0000019,,Autocuration,,9606.0,A,,
4683,Homo sapiens,,CHEMBL618247,Amount of tecadenoson present after 30 min in the liver S-9 assay as determined by mass specanalysis; trace,,6567,,22224,,,BAO_0000019,,Autocuration,,9606.0,A,,
4684,Homo sapiens,,CHEMBL618248,Compound was evaluated for oral bioavailability in human,,17791,,22224,,,BAO_0000218,,Autocuration,,9606.0,A,,
4685,Homo sapiens,1088.0,CHEMBL618249,Metabolite of ifosfamide determined in urine; NF-Not found,,7766,Urine,22224,,,BAO_0000019,,Autocuration,,9606.0,A,,
4686,Homo sapiens,,CHEMBL618250,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection (Group A and B),,6852,,22224,,,BAO_0000019,,Autocuration,,9606.0,A,,
4687,Homo sapiens,,CHEMBL874598,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection after dosing with normal antibiotics,,6852,,22224,,,BAO_0000019,,Autocuration,,9606.0,A,,
4688,Homo sapiens,,CHEMBL618251,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection after dosing with normal antibiotics and lactose,,6852,,22224,,,BAO_0000019,,Autocuration,,9606.0,A,,
4689,Homo sapiens,,CHEMBL618252,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection before dosing with normal antibiotics,,6852,,22224,,,BAO_0000019,,Autocuration,,9606.0,A,,
4690,Homo sapiens,,CHEMBL618253,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection before dosing with normal antibiotics and lactose,,6852,,22224,,,BAO_0000019,,Autocuration,,9606.0,A,,
4691,Homo sapiens,,CHEMBL618254,Percent of compound in cirrhotic patients of sterile ascitic fluid (Group C),,6852,,22224,,,BAO_0000019,,Autocuration,,9606.0,A,,
4692,Homo sapiens,,CHEMBL618255,Percent of compound in healthy individuals (Group D),,6852,,22224,,,BAO_0000019,,Autocuration,,9606.0,A,,
4693,Homo sapiens,2107.0,CHEMBL618983,Percent of the parent compound remaining after 20 mins incubation with human liver microsomes,,4397,Liver,22224,,,BAO_0000251,,Autocuration,Microsomes,9606.0,A,,
4694,Homo sapiens,,CHEMBL618984,Binding towards human plasma protein at 10 uM,,17409,,22224,,,BAO_0000019,,Autocuration,,9606.0,A,,
4695,Homo sapiens,,CHEMBL618985,Binding towards human plasma protein at 100 uM,,17409,,22224,,,BAO_0000019,,Autocuration,,9606.0,A,,
4696,Homo sapiens,,CHEMBL618986,Human plasma protein binding activity was determined,,17176,,22224,,,BAO_0000019,,Autocuration,,9606.0,A,,
4697,Homo sapiens,,CHEMBL618987,The ability binding to plasma (Binding classified based on injection of compound at 80 concentration.),,15444,,22224,,,BAO_0000019,,Autocuration,,9606.0,A,,
4698,Homo sapiens,,CHEMBL618988,Percent binding of compound towards human plasma protein was determined,,17267,,22224,,,BAO_0000019,,Autocuration,,9606.0,A,,
4699,Homo sapiens,2107.0,CHEMBL618989,Plasma clearance in human liver microsomes,In vitro,5944,Liver,22224,,,BAO_0000251,,Autocuration,Microsomes,9606.0,A,,
4700,Homo sapiens,2107.0,CHEMBL618990,In vitro intrinsic clearance in human liver microsome,In vitro,5668,Liver,22224,,,BAO_0000251,,Autocuration,Microsomes,9606.0,A,,
4701,Homo sapiens,2107.0,CHEMBL618991,In vitro intrinsic clearance in human liver microsome,In vitro,5669,Liver,22224,,,BAO_0000251,,Autocuration,Microsomes,9606.0,A,,
4702,Homo sapiens,,CHEMBL876725,In vitro microsome metabolism clearance in human was determined,In vitro,5041,,22224,,,BAO_0000251,,Autocuration,Microsomes,9606.0,A,,
4703,Homo sapiens,,CHEMBL618992,In vitro microsome metabolism clearance in human was determined; High,In vitro,5041,,22224,,,BAO_0000251,,Autocuration,Microsomes,9606.0,A,,
4704,Homo sapiens,,CHEMBL618993,In vitro microsome metabolism clearance in human was determined; ND denotes no data,In vitro,5041,,22224,,,BAO_0000251,,Autocuration,Microsomes,9606.0,A,,
4705,Homo sapiens,2107.0,CHEMBL618994,Pharmacokinetic property (clearance) in human liver microsome,In vitro,5676,Liver,22224,,,BAO_0000251,,Autocuration,Microsomes,9606.0,A,,
4706,Homo sapiens,2107.0,CHEMBL618995,Plasma clearance in human liver microsomes,In vitro,5944,Liver,22224,,,BAO_0000251,,Autocuration,Microsomes,9606.0,A,,
4707,Homo sapiens,2107.0,CHEMBL618996,In vitro clearance in human liver microsomes,In vitro,17538,Liver,22224,,,BAO_0000251,,Autocuration,Microsomes,9606.0,A,,
4708,Homo sapiens,2107.0,CHEMBL618997,Intrinsic clearance in human liver microsomes was determined,In vitro,6331,Liver,22224,,,BAO_0000251,,Autocuration,Microsomes,9606.0,A,,
4709,Homo sapiens,2107.0,CHEMBL618998,Intrinsic clearance in human liver microsomes was determined,In vitro,5948,Liver,22224,,,BAO_0000251,,Autocuration,Microsomes,9606.0,A,,
