assays_ASI,assays_Desc,assays_CUB,assays_ASSTI,assays_SASI,assays_ASSTY,assays_ASSSTR,assays_BFOR,assays_DI,assays_ASSUBCFRAC,assays_CI,assays_SI,assays_CHEI,assays_ASSCT,assays_ASSCA,assays_ASORG,assays_RELTY,assays_CONFISCO,assays_TII,assays_VARII
7337,Half life period in dog after IV administration at a dose of 5 mg/kg,Intermediate,9615.0,,A,,BAO_0000218,3546,,,1,CHEMBL621870,,,Canis lupus familiaris,N,1,,
7338,Area under curve was determine after peroral administration at 10 mpk in Rhesus,Autocuration,9527.0,,A,,BAO_0000019,5668,,,1,CHEMBL621871,,,Cercopithecidae,U,0,,
7339,AUC (area under curve) evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,Autocuration,9527.0,,A,,BAO_0000218,3443,,,1,CHEMBL621243,,,Cercopithecidae,U,0,1969.0,
7340,AUC (area under curve) compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,Autocuration,9527.0,,A,,BAO_0000218,3443,,,1,CHEMBL621244,,,Cercopithecidae,U,0,1969.0,
7341,Area under curve determined after intravenous administration at a dose of 3 mg/kg in cynomolgus monkey,Autocuration,9541.0,,A,,BAO_0000218,4256,,,1,CHEMBL621245,,,Macaca fascicularis,U,0,,
7342,Area under curve determined after peroral administration at a dose of 10 mg/kg in cynomolgus monkey,Autocuration,9541.0,,A,,BAO_0000218,4256,,,1,CHEMBL621246,,,Macaca fascicularis,U,0,,
7343,Area under curve determined after peroral administration at a dose of 3 mg/kg in cynomolgus monkey,Autocuration,9541.0,,A,,BAO_0000218,4256,,,1,CHEMBL621247,,,Macaca fascicularis,U,0,,
7344,Oral Bioavailability in rat,Autocuration,10116.0,,A,,BAO_0000218,4256,,,1,CHEMBL618386,,,Rattus norvegicus,U,0,,
7345,Area under curve was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,Autocuration,9527.0,,A,,BAO_0000218,1916,,,1,CHEMBL618387,,,Cercopithecidae,U,0,,
7346,Area under curve value in monkey at a dose of 5 mg/kg,Autocuration,9527.0,,A,,BAO_0000218,5302,,,1,CHEMBL618388,,,Cercopithecidae,U,0,,
7347,Area under curve was determined in monkey after a 3 mg/kg of oral dose,Autocuration,9527.0,,A,,BAO_0000218,4257,,,1,CHEMBL618389,,,Cercopithecidae,U,0,,
7348,Area under curve was determined using trapezoidal rule after intravenous administration in cynomolgus monkeys,Autocuration,9527.0,,A,,BAO_0000019,5355,,,1,CHEMBL618574,,,Cercopithecidae,U,0,,
7349,Area under curve was determined using trapezoidal rule after oral administration in cynomolgus monkeys,Autocuration,9527.0,,A,,BAO_0000019,5355,,,1,CHEMBL618575,,,Cercopithecidae,U,0,,
7350,Area under curve was determined using trapezoidal rule after oral administration in cynomolgus monkeys; ND means Not determined,Autocuration,9527.0,,A,,BAO_0000019,5355,,,1,CHEMBL618576,,,Cercopithecidae,U,0,,
7351,Area under the curve for the compound calculated from 0-24 hr after intravenous administration at a dose of 10 mg/kg in monkey,Autocuration,9527.0,,A,,BAO_0000218,6078,,,1,CHEMBL618577,,,Cercopithecidae,U,0,,
7352,Area under the curve for the compound calculated from 0-24 hr after oral administration at a dose of 10 mg/kg in monkey,Autocuration,9527.0,,A,,BAO_0000218,6078,,,1,CHEMBL876487,,,Cercopithecidae,U,0,,
7353,Area under the curve was measured in monkey after an iv dose of 1 mg/kg,Autocuration,9527.0,,A,,BAO_0000218,6062,,,1,CHEMBL618578,,,Cercopithecidae,U,0,,
7354,Compound was evaluated for AUC after treatment with iv dose of 1 mgkg to female cynomolgus monkey,Autocuration,9527.0,,A,,BAO_0000218,2661,,,1,CHEMBL618579,,,Cercopithecidae,U,0,,
7355,Compound was evaluated for AUC after treatment with oral dose of 2 mgkg to female cynomolgus monkey,Autocuration,9527.0,,A,,BAO_0000019,2661,,,1,CHEMBL618580,,,Cercopithecidae,U,0,,
7356,Pharmacokinetic parameter Cmax was measured after administration into monkey at 3 mg/kg,Autocuration,9527.0,,A,,BAO_0000218,5394,,,1,CHEMBL618581,,,Cercopithecidae,U,0,,
7357,Pharmacokinetic property at the dose of 10 mg/kg (20% HPbetaCD) concentration in cynomolgus monkeys (0 to 24 hr) p.o.,Autocuration,9527.0,,A,,BAO_0000218,4397,,,1,CHEMBL618582,,,Cercopithecidae,U,0,,
7358,Area under curve value 24 hr after 2 mg/kg iv administration in monkeys,Autocuration,9527.0,,A,,BAO_0000218,17509,,,1,CHEMBL618583,,,Cercopithecidae,U,0,,
7359,Area under curve value 24 hr after 2 mg/kg oral administration in monkeys,Autocuration,9527.0,,A,,BAO_0000218,17509,,,1,CHEMBL618584,,,Cercopithecidae,U,0,,
7360,Oral AUCN in monkey (dosed at 0.5 mpk iv ),Autocuration,9527.0,,A,,BAO_0000218,6641,,,1,CHEMBL618585,,,Cercopithecidae,U,0,,
7361,Bioavailability was reported in cynomolgus monkeys (ratio of AUC in oral administration to that of intravenous administration),Autocuration,9527.0,,A,,BAO_0000218,5355,,,1,CHEMBL618586,,,Cercopithecidae,U,0,,
7362,Half life compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,Autocuration,9527.0,,A,,BAO_0000218,3443,,,1,CHEMBL618587,,,Cercopithecidae,U,0,,
7363,Half life evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,Autocuration,9527.0,,A,,BAO_0000218,3443,,,1,CHEMBL618588,,,Cercopithecidae,U,0,,
7364,Binding towards monkey plasma protein at 10 uM,Autocuration,9527.0,,A,,BAO_0000019,17409,,,1,CHEMBL618589,,,Cercopithecidae,U,0,,
7365,Binding towards monkey plasma protein at 100 uM,Autocuration,9527.0,,A,,BAO_0000019,17409,,,1,CHEMBL618590,,,Cercopithecidae,U,0,,
7366,Apparent bioavailability in squirrel monkey was determined,Autocuration,9527.0,,A,,BAO_0000218,1052,,,1,CHEMBL872262,,,Cercopithecidae,U,0,,
7367,Bioavailability was determined after oral administration of compound 18 at a dose of 1 mg/kg to rhesus monkey,Autocuration,9527.0,,A,,BAO_0000218,13501,,,1,CHEMBL618591,,,Cercopithecidae,U,0,,
7368,Bioavailability in monkey (dose 2 mg/kg),Autocuration,9443.0,,A,,BAO_0000218,17509,,,1,CHEMBL618592,,,monkey,U,0,,
7369,Compound at a dose 3 mg/kg was administered to monkey and was evaluated for bioavailability after administration into monkey at 3 mg/kg,Autocuration,9527.0,,A,,BAO_0000218,5394,,,1,CHEMBL876488,,,Cercopithecidae,U,0,,
7370,Compound was evaluated for bioavailability after treatment with oral dose of 2 mgkg to female cynomolgus monkey,Autocuration,9527.0,,A,,BAO_0000218,2661,,,1,CHEMBL618593,,,Cercopithecidae,U,0,,
7371,Bioavailability in monkey (i.d. dosing),Autocuration,9443.0,,A,,BAO_0000218,11219,,,1,CHEMBL618594,,,monkey,U,0,,
7372,Oral bioavailability after 5 mg/kg in cynomolgus monkey was determined,Autocuration,9527.0,,A,,BAO_0000218,3045,,,1,CHEMBL618595,,,Cercopithecidae,U,0,,
7373,Clearance of the drug was measured in cynomolgus,Autocuration,9527.0,,A,,BAO_0000019,17796,,,1,CHEMBL621469,,,Cercopithecidae,U,0,,
7374,Clearance was estimated in two squirrel monkeys after iv administration at 5 mg/kg,Autocuration,9527.0,,A,,BAO_0000218,1399,,,1,CHEMBL621470,,,Cercopithecidae,U,0,,
7375,Compound was evaluated for clearance after treatment with iv dose of 1 mgkg to female cynomolgus monkey,Autocuration,9527.0,,A,,BAO_0000218,2661,,,1,CHEMBL621471,,,Cercopithecidae,U,0,,
7376,Compound was tested for its plasma clearance rate in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,Autocuration,9544.0,,A,,BAO_0000218,5005,,,1,CHEMBL621472,,,Macaca mulatta,U,0,1969.0,
7377,Plasma clearance in rhesus monkey was determined,Autocuration,9527.0,,A,,BAO_0000218,17267,,,1,CHEMBL621473,,,Cercopithecidae,U,0,,
7378,Plasma clearance in monkey after administration of 1 mg/kg iv,Autocuration,9527.0,,A,,BAO_0000218,6535,,,1,CHEMBL621474,,,Cercopithecidae,U,0,,
7379,Plasma clearance in cynomolgus monkey,Autocuration,9527.0,,A,,BAO_0000218,5922,,,1,CHEMBL621475,,,Cercopithecidae,U,0,,
7380,Plasma clearance after oral administration (2.5 mg/kg) in monkey was determined,Autocuration,9527.0,,A,,BAO_0000218,6221,,,1,CHEMBL621476,,,Cercopithecidae,U,0,,
7381,Plasma clearance after peroral administration at 10 mpk in Rhesus,Autocuration,9527.0,,A,,BAO_0000218,5668,,,1,CHEMBL624290,,,Cercopithecidae,U,0,,
7382,The total clearance was determined after intravenous administration in cynomolgus monkeys,Autocuration,9527.0,,A,,BAO_0000218,5355,,,1,CHEMBL624291,,,Cercopithecidae,U,0,,
7383,The total clearance was determined after oral administration in cynomolgus monkeys; NA means Not applicable,Autocuration,9527.0,,A,,BAO_0000218,5355,,,1,CHEMBL624292,,,Cercopithecidae,U,0,,
7384,The total clearance was determined after oral administration in cynomolgus monkeys; NA means not applicable,Autocuration,9527.0,,A,,BAO_0000218,5355,,,1,CHEMBL624293,,,Cercopithecidae,U,0,,
7385,Tested for Clearance upon iv administration to african green monkey,Autocuration,9527.0,,A,,BAO_0000218,4578,,,1,CHEMBL624294,,,Cercopithecidae,U,0,,
7386,Clearance in monkey,Autocuration,9527.0,,A,,BAO_0000218,17592,,,1,CHEMBL624295,,,Cercopithecidae,U,0,,
7387,Half life in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),Intermediate,9615.0,,A,,BAO_0000218,6641,,,1,CHEMBL624296,,,Canis lupus familiaris,N,1,,
7388,Half life in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),Intermediate,9615.0,,A,,BAO_0000218,6642,,,1,CHEMBL624297,,,Canis lupus familiaris,N,1,,
7389,Half life was evaluated after intravenous administration to dogs,Intermediate,9615.0,,A,,BAO_0000218,16367,,,1,CHEMBL624298,,,Canis lupus familiaris,N,1,,
7390,Half life was evaluated in dog,Intermediate,9615.0,,A,,BAO_0000218,5472,,,1,CHEMBL624299,,,Canis lupus familiaris,N,1,,
7391,Half life was evaluated in dog,Intermediate,9615.0,,A,,BAO_0000218,5474,,,1,CHEMBL624300,,,Canis lupus familiaris,N,1,,
7392,Half life period (t1/2) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg,Intermediate,9615.0,,A,,BAO_0000218,5654,,,1,CHEMBL624301,,,Canis lupus familiaris,N,1,,
7393,Half life period after intravenous administration (1 mg/kg) was determined in dog (in vivo),Intermediate,9615.0,,A,,BAO_0000218,6227,,,1,CHEMBL624302,,,Canis lupus familiaris,N,1,,
7394,Half life period after intravenous administration in dog,Intermediate,9615.0,,A,,BAO_0000218,6227,,,1,CHEMBL876026,,,Canis lupus familiaris,N,1,,
7395,Half life period after oral administration (2.5 mg/kg) in dog was determined,Intermediate,9615.0,,A,,BAO_0000218,6221,,,1,CHEMBL624303,,,Canis lupus familiaris,N,1,,
7396,Half life period at a dose of 1 uM/kg in dog was determined,Intermediate,9615.0,,A,,BAO_0000218,4527,,,1,CHEMBL624304,,,Canis lupus familiaris,N,1,,
7397,Half life period was determine after peroral administration at 10 mpk in dog,Intermediate,9615.0,,A,,BAO_0000218,5668,,,1,CHEMBL624305,,,Canis lupus familiaris,N,1,,
7398,Half life period was determine after peroral administration at 5 mpk in dog,Intermediate,9615.0,,A,,BAO_0000218,5668,,,1,CHEMBL624306,,,Canis lupus familiaris,N,1,,
7399,Half life period was determined,Intermediate,9615.0,,A,,BAO_0000218,3854,,,1,CHEMBL624307,,,Canis lupus familiaris,N,1,,
7400,Half life period was determined,Intermediate,9615.0,,A,,BAO_0000218,5505,,,1,CHEMBL624308,,,Canis lupus familiaris,N,1,,
7401,Half life period by iv administration in dog at a dose of 6 mg/kg,Intermediate,9615.0,,A,,BAO_0000218,6251,,,1,CHEMBL624309,,,Canis lupus familiaris,N,1,,
7402,Half life period was evaluated in dog,Intermediate,9615.0,,A,,BAO_0000218,1918,,,1,CHEMBL624310,,,Canis lupus familiaris,N,1,,
7403,Half life period was determined in Beagle dog at a dose of 1 mg/kg by iv administration,Intermediate,9615.0,,A,,BAO_0000218,5546,,,1,CHEMBL625003,,,Canis lupus familiaris,N,1,,
7404,Half life period was determined in Beagle dogs after (iv) administration of a dose of 12 (uM/kg),Intermediate,9615.0,,A,,BAO_0000218,4809,,,1,CHEMBL625004,,,Canis lupus familiaris,N,1,,
7405,Half life time after intravenous administration (0.5 mg/kg) was determined in dog,Intermediate,9615.0,,A,,BAO_0000218,6215,,,1,CHEMBL625005,,,Canis lupus familiaris,N,1,,
7406,Half-life period by oral administration at a dose of 10 uM/kg in dog was determined,Intermediate,9615.0,,A,,BAO_0000218,4527,,,1,CHEMBL873813,,,Canis lupus familiaris,N,1,,
7407,Half-life after oral dose of compound at 3 mg/kg in dogs,Intermediate,9615.0,,A,,BAO_0000218,17594,,,1,CHEMBL625006,,,Canis lupus familiaris,N,1,,
7408,Half-life of compound in dog following p.o. administration of 0.5 mg/kg,Intermediate,9615.0,,A,,BAO_0000218,17839,,,1,CHEMBL625007,,,Canis lupus familiaris,N,1,,
7409,Half-life of compound in dog following p.o. administration of 0.9 mg/kg,Intermediate,9615.0,,A,,BAO_0000218,17839,,,1,CHEMBL876027,,,Canis lupus familiaris,N,1,,
7410,Half-life of compound in dog following p.o. administration of 0.95 mg/kg,Intermediate,9615.0,,A,,BAO_0000218,17839,,,1,CHEMBL625008,,,Canis lupus familiaris,N,1,,
7411,Half-life of compound in dog following p.o. administration of 1 mg/kg,Intermediate,9615.0,,A,,BAO_0000218,17839,,,1,CHEMBL625009,,,Canis lupus familiaris,N,1,,
7412,Half-life of compound in plasma of dog was determined,Intermediate,9615.0,,A,,BAO_0000218,5210,,,1,CHEMBL625010,,,Canis lupus familiaris,N,1,1969.0,
7413,Half-life of compound was determined in dogs,Intermediate,9615.0,,A,,BAO_0000218,5210,,,1,CHEMBL625011,,,Canis lupus familiaris,N,1,,
7414,Half-life after administration of 4 mg/Kg oral dose in dog,Intermediate,9615.0,,A,,BAO_0000218,2959,,,1,CHEMBL621553,,,Canis lupus familiaris,N,1,,
7415,Half-life after intravenous administration of 1 mg/kg/h in dog,Intermediate,9615.0,,A,,BAO_0000218,4137,,,1,CHEMBL621554,,,Canis lupus familiaris,N,1,,
7416,Half-life in Dog,Intermediate,9615.0,,A,,BAO_0000218,5064,,,1,CHEMBL621555,,,Canis lupus familiaris,N,1,,
7417,Half-life in Dog,Intermediate,9615.0,,A,,BAO_0000218,5147,,,1,CHEMBL621556,,,Canis lupus familiaris,N,1,,
7418,Half-life in dog,Intermediate,9615.0,,A,,BAO_0000218,5145,,,1,CHEMBL621557,,,Canis lupus familiaris,N,1,,
7419,Half-life in dog after oral administration at 1 mg/kg,Intermediate,9615.0,,A,,BAO_0000218,6123,,,1,CHEMBL621558,,,Canis lupus familiaris,N,1,,
7420,Half-life in dog after oral administration at 1 mg/kg; nd is not determined,Intermediate,9615.0,,A,,BAO_0000218,6123,,,1,CHEMBL621559,,,Canis lupus familiaris,N,1,,
7421,Half-life in dogs,Intermediate,9615.0,,A,,BAO_0000218,4333,,,1,CHEMBL621560,,,Canis lupus familiaris,N,1,,
7422,Half-life in dogs; ND indicates not determined,Intermediate,9615.0,,A,,BAO_0000218,4333,,,1,CHEMBL876028,,,Canis lupus familiaris,N,1,,
7423,Half-life in plasma of dog,Intermediate,9615.0,,A,,BAO_0000218,12500,,,1,CHEMBL621561,,,Canis lupus familiaris,N,1,1969.0,
7424,Half-life in plasma of dog at dose of 3-10 mgkg,Intermediate,9615.0,,A,,BAO_0000218,12500,,,1,CHEMBL621562,,,Canis lupus familiaris,N,1,1969.0,
7425,Half-life was evaluated after i.v. administration in dog at a dose of 1 mg/kg,Intermediate,9615.0,,A,,BAO_0000218,6005,,,1,CHEMBL621563,,,Canis lupus familiaris,N,1,,
7426,Half-life was measured in dog after an iv dose of 1 mg/kg,Intermediate,9615.0,,A,,BAO_0000218,6062,,,1,CHEMBL621564,,,Canis lupus familiaris,N,1,,
7427,Half-life was measured in dogs after an oral dose of 10 uM/kg,Intermediate,9615.0,,A,,BAO_0000218,17650,,,1,CHEMBL621565,,,Canis lupus familiaris,N,1,,
7428,Half-life in vivo in dog by intravenous administration at a dose of 0.2 mg/kg,Intermediate,9615.0,,A,,BAO_0000218,5530,,,1,CHEMBL621566,,,Canis lupus familiaris,N,1,,
7429,Half-life in vivo in dog by intravenous administration at a dose of 1 mg/kg,Intermediate,9615.0,,A,,BAO_0000218,5530,,,1,CHEMBL621567,,,Canis lupus familiaris,N,1,,
7430,Half-life of the compound after 0.3 mg/kg po administration in dog,Intermediate,9615.0,,A,,BAO_0000218,5600,,,1,CHEMBL622978,,,Canis lupus familiaris,N,1,,
7431,Half-life period after intravenous administration of 0.5 mg/kg in dog was determined,Intermediate,9615.0,,A,,BAO_0000218,6039,,,1,CHEMBL873814,,,Canis lupus familiaris,N,1,,
7432,Half-life period after intravenous administration of 1.0 mg/kg in dog was determined,Intermediate,9615.0,,A,,BAO_0000218,6039,,,1,CHEMBL623219,,,Canis lupus familiaris,N,1,,
7433,Half-life period after peroral administration of 0.2 mg/kg in dog was determined,Intermediate,9615.0,,A,,BAO_0000218,6039,,,1,CHEMBL624477,,,Canis lupus familiaris,N,1,,
7434,t1/2 in dog,Intermediate,9615.0,,A,,BAO_0000218,6227,,,1,CHEMBL624478,,,Canis lupus familiaris,N,1,,
7435,Half-life period measured in dogs,Intermediate,9615.0,,A,,BAO_0000218,14541,,,1,CHEMBL624479,,,Canis lupus familiaris,N,1,,
7436,Half-life period in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration,Intermediate,9615.0,,A,,BAO_0000218,4521,,,1,CHEMBL624480,,,Canis lupus familiaris,N,1,,
7437,Half-life period in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,Intermediate,9615.0,,A,,BAO_0000218,4521,,,1,CHEMBL623595,,,Canis lupus familiaris,N,1,,
7438,Half-life period was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,Intermediate,9615.0,,A,,BAO_0000218,6679,,,1,CHEMBL623596,,,Canis lupus familiaris,N,1,,
7439,"In vitro half life at 1.5 -5.6ug/mL, 37 degree C in dog plasma",Intermediate,9615.0,,A,,BAO_0000218,1116,,,1,CHEMBL623597,,,Canis lupus familiaris,N,1,1969.0,
7440,In vivo half life period was calculated at 1 mg/kg in dog,Intermediate,9615.0,,A,,BAO_0000218,5444,,,1,CHEMBL623598,,,Canis lupus familiaris,N,1,,
7441,In vivo half life period was calculated at 1 mg/kg in dog; ND=Not determined,Intermediate,9615.0,,A,,BAO_0000218,5444,,,1,CHEMBL623599,,,Canis lupus familiaris,N,1,,
7442,Longer half-life in dog (i.v.) at 0.5 mpk,Intermediate,9615.0,,A,,BAO_0000218,17853,,,1,CHEMBL623600,,,Canis lupus familiaris,N,1,,
7443,Oral bioavailability in dog (dose 5 uM/kg),Intermediate,9615.0,,A,,BAO_0000218,4353,,,1,CHEMBL623601,,,Canis lupus familiaris,N,1,,
7444,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,Intermediate,9615.0,,A,,BAO_0000218,16452,,,1,CHEMBL623602,,,Canis lupus familiaris,N,1,,
7445,Pharmacokinetic data at 1 mg/kg dose given to dogs intravenously,Intermediate,9615.0,,A,,BAO_0000218,16452,,,1,CHEMBL623603,,,Canis lupus familiaris,N,1,,
7446,Bioavailability in dog (dose 1 mg/kg i.v.),Intermediate,9615.0,,A,,BAO_0000218,16452,,,1,CHEMBL623604,,,Canis lupus familiaris,N,1,,
7447,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL623605,,,Mus musculus,N,1,2048.0,
7448,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL623606,,,Mus musculus,N,1,2048.0,
7449,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL623607,,,Mus musculus,N,1,2048.0,
7450,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL623608,,,Mus musculus,N,1,2048.0,
