assay_id,variant_id,src_id,assay_cell_type,bao_format,tissue_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
2887,,1,HEl293,BAO00p021o,,15851,Displacement of [3H]5-HT from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells; compound is insoluble,B,,,Homo sapiens,9606.0,
2888,,1,gEK293,BAO9000e19,,4199,Compound was evaluated for binding affinity against human cloned 5-HT2B receptor in HEK 293 cells using [3H]5-HT as the radioligand,B,,,,,
2889,,1,dHOK1,BAl9000219,,1883,Displacement of [3H]-5-5HT from human cloned 5-hydroxytryptamine 2B receptor expressed in CHO-K1 cells,B,,,,,
2890,,1,,BxO000p357,,4321,Binding affinity against 5-hydroxytryptamine 2B receptor,B,,,,,
2891,,1,HEK29r,hAO00002w9,,15146,Compound was tested for its binding affinity against cloned human 5-hydroxytryptamine 2B receptor in HEK 293 cells using [3H]5-HT,B,,,,,
2892,,1,bEK293,BwO00p0219,,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 2B receptor in HEK 293 using [3H]ketanserin as a radioligand,B,,,,,
2893,,1,HEj293,BAO0o00229,,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 2B receptors in HEK293 cells using [3H]5-HT.,B,,,,,
2894,,1,HfK293,fAO0000q19,,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand",B,,,,,
2895,,1,HEK29e,BAO0op0219,,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand",B,,,,,
2896,,1,,BAi000p019,,14025,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 2B receptor in the endothelium intact rabbit jugular vein.,B,,,Oryctolagus cuniculus,9986.0,
2897,,1,,hAO00p0019,4029729.0,13463,Binding affinity analysed for 5-HT 2B receptor in rat stomach fundus,B,,,,,
2898,,1,,gAO9000357,3941903.0,7259,Affinity against 5-hydroxytryptamine 2B receptor in the isolated rat stomach fundus,B,,,,,
2899,,1,,BAOo000r57,1111166.0,7259,Affinity against serotonergic receptor in the isolated rat stomach fundus,B,,,,,
2900,,1,,BAO00oo019,3111631.0,7185,Antagonistic activity against 5-hydroxytryptamine 2B receptor obtained from rat stomach fundus preparation,F,,,Rattus norvegicus,10116.0,
2901,,1,,hsO0000019,,7185,Antagonistic against 5-hydroxytryptamine 2B receptor,F,,,Rattus norvegicus,10116.0,
2902,,1,,BzO0009019,4083981.0,13267,Antagonistic affinity measured as pA2 value on 5-hydroxytryptamine 2B receptor of the rat stomach fundus,F,,,,,
2903,,1,,BAO0000366,3099208.0,13735,Inhibition of 5-HT binding to 5-HT2B receptor of Rat stomach fundus,B,,,Rattus norvegicus,10116.0,
2904,,1,,BA00000p19,,15738,Compound was evaluated for antagonism against serotonin (5-hydroxytryptamine 2B receptor ) receptor,F,,,,,
2905,,1,,BAO0p00p19,,15738,Compound was evaluated for antagonism against serotonin (5-hydroxytryptamine 2B receptor ) receptor; No data,F,,,,,
2906,,1,,BAO0000910,,15738,Compound was evaluated for antagonism against serotonin (5-hydroxytryptamine 2B) receptor,F,,,,,
2907,,1,,BwO0000e57,1479685.0,12936,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,B,,,Rattus norvegicus,10116.0,
2908,,1,,BAO0o00e57,5386175.0,12936,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,B,,,Rattus norvegicus,10116.0,
2909,,1,,fAO000035u,552962.0,12936,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,B,,,Rattus norvegicus,10116.0,
2910,,1,,Bxk0000357,363691.0,12936,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,B,,,Rattus norvegicus,10116.0,
2911,,1,,BAOo000018,2241102.0,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,F,,,,,
2912,,1,,BxO0900019,5436838.0,16404,Negative log concentration of antagonist was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,F,,,,,
2913,,1,,BAi0900019,81550.0,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus; ND is No Data.,F,,,,,
2914,,1,,BAkp000019,2663023.0,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus; ND is not determined.,F,,,,,
2915,,1,,hAl0000019,4883778.0,16404,Antagonistic activity on 5-hydroxytryptamine 2B receptor of Rat stomach fundus;ND is not determined,F,,,Rattus norvegicus,10116.0,
2916,,1,,BAOp0000w9,3932537.0,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat thoracic aorta; ND is not determined,F,,,,,
2917,,1,,BAk0000457,,7483,The binding affinity of compound to 5-HT receptor of rat fundus was expressed as pA2 value; Unable to determine valid PA2 value due to slope of Schild plot,B,,,,,
2918,,1,,BAO009o357,,7483,The binding affinity to 5-hydroxytryptamine 2B receptor of rat fundus,B,,,,,
2919,,1,,BqO0900357,,7483,The binding affinity of compound to 5-hydroxytryptamine 2B receptor of rat fundus was expressed as pA2 value; Unable to determine valid PA2 value due to slope of Schild plot,B,,,,,
2920,,1,,BAO00o0356,,7483,The binding affinity of compound to 5-hydroxytryptamine 2B receptor of rat fundus; Unable to determine valid PA2 value due to slope of Schild plot,B,,,,,
2922,,1,,BAO0o00018,132093.0,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,F,,,Rattus norvegicus,10116.0,
2923,,1,,BAO0p09357,,6347,Binding affinity against 5-hydroxytryptamine 1A receptor,B,,,,,
2924,,1,,BAO000036i,,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 2B receptor was determined,B,,,,,
2925,,1,,BAO9000347,,4373,Binding affinity for 5-hydroxytryptamine 2B receptor was determined,B,,,,,
2926,,1,,BAO00p03r7,,4687,Evaluated for the binding affinity to 5-HT 2B receptor,B,,,,,
2927,,1,,BAOp000r57,,16946,Ability to displace [3H]5-HT from 5-hydroxytryptamine 2B receptor,B,,,,,
2928,,1,,hAO0000e57,,16633,Binding affinities against 5-hydroxytryptamine 2B receptor,B,,,,,
2929,,1,,BAOoo00357,,16633,Binding affinities towards 5-hydroxytryptamine 2B receptor,B,,,,,
2930,,1,,BAO9900357,,16633,Binding affinity towards 5-hydroxytryptamine 2B receptor using [125I]DOI as radioligand,B,,,,,
2931,,1,,nAO9000357,,15026,In vitro ability to displace [3H]mesulergine binding from 5-hydroxytryptamine 2C receptor from bovine choroid plexus.,B,,,,,
2932,,1,,BA80009357,,15738,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor,B,,,Bos taurus,9913.0,
2933,,1,,BAO0090356,,15738,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at a concentration of 10E-6 M,B,,,Bos taurus,9913.0,
2934,,1,,BA90o00357,,15738,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at a concentration of 10e-6 M,B,,,Bos taurus,9913.0,
2935,,1,,hAO00o0357,,15738,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at concentration of 10e-6 M,B,,,Bos taurus,9913.0,
2936,,1,,BA80p00357,,16404,Inhibitory constant was determined on 5-hydroxytryptamine 2C receptor of Bovine choroid plexus,B,,,Bos taurus,9913.0,
2937,,1,,nAO0p00357,,15026,In vitro ability to displace [3H]mesulergine binding from 5-hydroxytryptamine 2C receptor from bovine choroid plexus.,B,,,Bos taurus,9913.0,
2938,,1,,BsO000035i,,15738,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor,B,,,Bos taurus,9913.0,
2939,,1,,nAO0900019,,16312,Binding affinity against guinea pig cortex 5-HT2C receptor in the presence of [3H]mesulergine,B,,,Cavia porcellus,10141.0,
2940,,1,,Bqi0000357,232912.0,5486,Binding affinity towards 5-HT4 receptor by the displacement of [3H]GR-113808 in guinea-pig striatum,B,,,Cavia porcellus,10141.0,
2941,,1,,BAOp000e57,,5254,Binding affinity against 5-HT1A receptor,B,,,,,
2942,,1,CHO,BqO0009219,,3857,Agonistic activity for 5-HT2c (5-HT2C) by measuring [3H]inositol monophosphate fromation in CHO cells in which the human 5-HT2C receptor subtype was stably expressed,F,,,,,
2943,,1,CHO,BzO0000229,,6857,Functional activity against human 5-hydroxytryptamine 2C receptor expressed in CHO cells using fluorometric imaging plate reader,F,,,Homo sapiens,9606.0,
2944,,1,,gAO00002w9,,4176,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2c receptor cell line,F,,,,,
2945,,1,CHO,BAp0000229,,6347,Agonistic binding efficacy against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI radioligand,B,,,,,
2946,,1,CHO,nAO0000q19,,6347,"Agonistic binding affinity against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI radioligand, expressed as Emax",B,,,,,
2947,,1,,BAO0op0357,,16146,Inhibition of human 5-hydroxytryptamine 2C receptor,B,,,Homo sapiens,9606.0,
2948,,1,,Bxp0000357,,3805,In vitro binding affinity against human 5-hydroxytryptamine 2C receptor at a concentration of 100 (nM),B,,,,,
2949,,1,,BAOp0000w9,,3857,Inhibitory activity using [3H]mesulergine as radioligand with receptor membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor at a concentration of 1 uM,B,,,,,
2950,,1,,BqO0000w57,,5635,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor,B,,,,,
2951,,1,,BAO000o3t7,,5635,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor Intrinsic efficacy against 5-hydroxytryptamine 2C receptor; Intrinsic efficacy (%) not determined,B,,,,,
2952,,1,,BAO0000447,,5635,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor; Intrinsic efficacy (%) not determined,B,,,,,
2953,,1,CHO,vA90000219,,4012,Displacement of [H]-mesulergine from CHO cells expressing human 5-hydroxytryptamine 2C receptor.,B,,,,,
2954,,1,CHO,BAi00p0219,,6366,Ability to displace [3H]- mesulergine from human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells,B,,,,,
2955,,1,CHO,BAO09002q9,,15949,Ability to displace [3H]mesulergine binding to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,B,,,,,
2956,,1,CHO,Bql0000219,,17211,Ability to displace [3H]mesulergine (0.5 nM) from CHO cells of human 5-hydroxytryptamine 2C receptor,B,,,,,
2957,,1,,BxOp000357,,6491,Affinity towards human 5-hydroxytryptamine 2C serotonin receptor,B,,,Homo sapiens,9606.0,
2958,,1,,BAO900001i,,14093,Agonist activity at cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI radioligand,F,,,,,
2959,,1,,BAO090o019,,13481,Agonistic activity at cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand,F,,,,,
2960,,1,CHO,BAO0p00218,,6347,Agonistic binding affinity against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI ,B,,,Rattus norvegicus,10116.0,
2961,,1,,hqO0000019,,14093,Antagonist activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine radioligand,F,,,,,
2962,,1,,nxO0000019,,14093,Antagonist activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine radioligand; Not tested,F,,,,,
2963,,1,,BAO0o00o19,,13481,Antagonistic activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,F,,,,,
2964,,1,,fAi0000357,,14442,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [125 I]DOI as radioligand,B,,,,,
2965,,1,,BAOo009357,,14442,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [3H]- mesulergine as radioligand,B,,,,,
2966,,1,,BAO0090r57,,14442,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [3H]- mesulergine as radioligand;not tested,B,,,,,
2967,,1,,BAO0o0p357,,14755,Binding activity against cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as the radioligand.,B,,,,,
2968,,1,,BqO0000457,,14744,Binding affinity against the cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as the radioligand,B,,,,,
2969,,1,CHO,Bwi0000219,,16659,Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,B,,,,,
2970,,1,,Bzp0000019,,6857,Affinity for human 5-hydroxytryptamine 2C receptor expressed in mammalian cell line,B,,,Homo sapiens,9606.0,
2971,,1,,BwO000p357,,5635,Binding affinity against 5-hydroxytryptamine 2C receptor using [125I]DOI radioligand.,B,,,,,
2972,,1,,BAp0090357,,4234,Binding affinity to cloned human 5-hydroxytryptamine 2C receptor,B,,,Homo sapiens,9606.0,
2973,,1,,BAO00o0e57,,16209,Binding affinity towards human 5-HT2C receptor was determined using [125I]- DOI as radioligand,B,,,,,
2974,,1,,BzO0900249,,5778,Binding affinity for 5-HT3 receptor by displacement of [3H]-LY 278584 in rat cerebral cortex membranes,B,,,Rattus norvegicus,10116.0,
2975,,1,,vAO000p223,,5094,Binding affinity towards rat 5-hydroxytryptamine 3 receptor was evaluated,B,,,,,
2976,,1,,Bw80000019,,809,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 in rat posterior cortex,B,,,Rattus norvegicus,10116.0,
2977,,1,,fAO0090019,,1578,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 as radioligand in rat posterior cortex,B,,,,,
2978,,1,,BA90000029,,809,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 as radioligand in rat posterior cortex; Not tested,B,,,,,
2979,,1,,BAO000ow19,,12469,Binding affinity was measured on 5-hydroxytryptamine 3 receptor in NG-108 cells labeled with [3H]GR-65630,B,,,,,
2980,,1,,fAO0o00019,,14290,Binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]-BRL 43694 as radioligand in rat posterior cortex,B,,,,,
2981,,1,,BAOo0p0019,,14290,Binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]-BRL 43694 as radioligand in rat posterior cortex.,B,,,,,
2982,,1,,BAk0090223,,10609,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]-5-HT,B,,,,,
2983,,1,,BAl0000e23,,10609,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]GR-65630,B,,,,,
2984,,1,,BxO9000223,,10609,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]-ketanserin,B,,,,,
2985,,1,,BAO00po249,,15253,"Compound was evaluated for its in vitro affinity at serotonergic 5-hydroxytryptamine 3 receptor by radioligand binding assay, using [3H]-LY 278584 in rat cerebral cortex membranes.",B,,,,,
2986,,1,,gA80000249,,15253,"In vitro affinity at serotonergic 5-hydroxytryptamine 3 receptor by radioligand binding assay, using [3H]-LY 278584 in rat cerebral cortex membranes.",B,,,,,
2987,,1,,BwO0009249,,11683,Displacement of the 5-hydroxytryptamine 3 receptor ligand [3H]GR-65630 from rat brain cortical membranes.,B,,,,,
2988,,1,,BAi000o223,,12092,Compound was evaluated for binding affinity against 5-hydroxytryptamine 3 receptor,B,,,,,
2989,,1,,BAO0000o18,,1946,Binding affinity at 5-hydroxytryptamine 3 receptor in rat entorhinal cortex by [3H]BRL-43694 displacement.,B,,,,,
2990,,1,,BAO9000224,,11623,Ability to displace [3H]quipazine binding to 5-hydroxytryptamine 3 receptor sites in NG 108-15.,B,,,,,
2991,,1,,BA99000223,,11623,Compound was evaluated for its ability to displace [3H]quipazine binding to 5-hydroxytryptamine 3 receptor sites in NG 108-15. ,B,,,,,
2992,,1,,BAOoo00019,,14788,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement [3H]GR-65630 in rat cerebral cortex,B,,,,,
2993,,1,,hxO0000019,,5432,Displacement of [3H]ketanserin from rat cortex 5-HT3 receptor,B,,,Rattus norvegicus,10116.0,
2994,,1,,BAi9000249,,14826,Ability to displace [3H]granisetron specifically bound to 5-hydroxytryptamine 3 receptor in rat cortical membrane,B,,,,,
2995,,1,,BAOop00223,,2222,Compound was tested for its binding affinity for the 5-hydroxytryptamine 3 receptor,B,,,,,
2996,,1,,BAO0oo0019,,11963,Displacement of binding of [3H]-BRL 43694 to 5-hydroxytryptamine 3 receptor in rat cerebral cortex,B,,,,,
2997,,1,,gAO0000018,,14145,In vitro affinity for 5-hydroxytryptamine 3 (5-HT3) receptor by displacement of [3H]BRL-43694 from rat entorhinal cortex,B,,,,,
2998,,1,,nAO0900019,,17819,In vitro binding affinity at serotonin 5-hydroxytryptamine 3 receptor in rat cortex by [3H]granisetron displacement.,B,,,,,
2999,,1,,BAk000024i,,10394,Inhibitory activity against 5-hydroxytryptamine 3 receptor in rat cortical membranes using [3H]- 1-Methyl-1H-indazole-3-carboxylic acid (8-methyl-8-aza-bicyclo[3.2.1]oct-3-yl)-amide as a radioligand,B,,,,,
3000,,1,,BAO090024o,,10394,Inhibitory activity against 5-hydroxytryptamine 3 receptor in rat cortical membranes using [3H]-1-Methyl-1H-indazole-3-carboxylic acid (8-methyl-8-aza-bicyclo[3.2.1]oct-3-yl)-amide as a radioligand,B,,,,,
3001,,1,,BA00090019,,15034,Inhibitory concentration against 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-LY 278584 as radioligand,B,,,,,
3002,,1,,BAp0o00019,,691,Binding affinity at 5-hydroxytryptamine 3 receptor in rat entorhinal cortex by [3H]BRL-43694 displacement.,B,,,,,
3003,,1,,BAk0000239,,12092,Displacement of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor in rat brain cortical membranes,B,,,,,
3004,,1,,BAOp0o0223,,11752,Inhibition of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor,B,,,Rattus norvegicus,10116.0,
3005,,1,,BAO00po221,5167116.0,11752,The ability to inhibit [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor in rat brain cortices,B,,,,,
3006,,1,,BAO9090019,,301,Binding affinity at 5-hydroxytryptamine 3 receptor in rat posterior cortex by [3H]-BRL 43694 displacement.,B,,,,,
3007,,1,,BAO0000234,,16532,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584,B,,,,,
3008,,1,,gAO0900223,,16532,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584; Not tested,B,,,,,
3009,,1,,gAO0090223,,12092,The binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand.,B,,,,,
3010,,1,,Bs80000223,,11684,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of radioligand [3H]GR-65630,B,,,,,
