ASSI,CUB,ASTAI,ASSTT,SRI,TISI,ASSCA,Descr,RELATIT,ASSUBFR,CEI,Ti,CONSCO,SRASI,CHI,BFOR,VARII
9815,Intermediate,10116.0,,1,1969.0,,Half-life in plasma of rat at dose of 3-10 mgkg,N,,,50597,1,,CHEMBL876798,BAO_0000218,
9816,Intermediate,10116.0,,1,,,Half-life in rat,N,,,50597,1,,CHEMBL625291,BAO_0000218,
9817,Intermediate,10116.0,,1,,,Half-life in rat,N,,,50597,1,,CHEMBL625292,BAO_0000218,
9818,Intermediate,10116.0,,1,,,Half-life in rat,N,,,50597,1,,CHEMBL625293,BAO_0000218,
9819,Intermediate,10116.0,,1,,,Half-life in rat,N,,,50597,1,,CHEMBL622832,BAO_0000218,
9820,Intermediate,10116.0,,1,,,Half-life in rat,N,,,50597,1,,CHEMBL622833,BAO_0000218,
9821,Intermediate,10116.0,,1,,,Half-life in rat,N,,,50597,1,,CHEMBL622834,BAO_0000218,
9822,Intermediate,10116.0,In vivo,1,,,Half-life in rat after oral administration at 10 mg/kg,N,,,50597,1,,CHEMBL622835,BAO_0000218,
9823,Intermediate,10116.0,In vivo,1,,,Half-life in rat after po administration at a dose of 10 mg/kg,N,,,50597,1,,CHEMBL622836,BAO_0000218,
9824,Intermediate,10116.0,In vivo,1,,,Half-life in rat after po administration at a dose of 10 mg/kg; nd is not determined,N,,,50597,1,,CHEMBL622837,BAO_0000218,
9825,Intermediate,10116.0,In vivo,1,,,Half-life in rat at 3 mg/kg dose administered intravenously,N,,,50597,1,,CHEMBL622838,BAO_0000218,
9826,Intermediate,10116.0,,1,955.0,,Half-life in rat brain homogenate,N,,,50597,1,,CHEMBL622839,BAO_0000218,
9827,Intermediate,10116.0,,1,1969.0,,Half-life in rat plasma,N,,,50597,1,,CHEMBL622840,BAO_0000218,
9828,Intermediate,10116.0,,1,,,Half-life in rats,N,,,50597,1,,CHEMBL622841,BAO_0000218,
9829,Intermediate,10116.0,,1,,,Half-life in Dawley rats,N,,,50597,1,,CHEMBL622842,BAO_0000218,
9830,Intermediate,10116.0,In vitro,1,1969.0,,Half-life in vitro in rat plasma,N,,,50597,1,,CHEMBL622843,BAO_0000218,
9831,Intermediate,10116.0,In vitro,1,1969.0,,Half-life in vitro in rat plasma; No detectable degradation over 2 hr; no detectable degradation over 2 hours,N,,,50597,1,,CHEMBL622844,BAO_0000218,
9832,Intermediate,10116.0,,1,,,"The area under concentration-time curve(AUC) was determined at 20 mg/kg of compound dose, administered intravenously in rat",N,,,50597,1,,CHEMBL622845,BAO_0000218,
9833,Intermediate,10116.0,,1,,,The area under the curve of compound was measured at the dose of 100 umol/kg,N,,,50597,1,,CHEMBL622846,BAO_0000218,
9834,Intermediate,10116.0,,1,,,The area under the curve of compound was measured at the dose of 300 umol/kg,N,,,50597,1,,CHEMBL622847,BAO_0000218,
9835,Intermediate,10116.0,,1,,,The area under the curve of compound was measured at the dose of 30 umol/kg,N,,,50597,1,,CHEMBL622848,BAO_0000218,
9836,Intermediate,10116.0,In vivo,1,,,Bioavailability as oral AUC in rats,N,,,50597,1,,CHEMBL622849,BAO_0000218,
9837,Intermediate,10116.0,,1,1969.0,,The plasma concentration versus time curve (AUC) was determined,N,,,50597,1,,CHEMBL622850,BAO_0000218,
9838,Intermediate,10116.0,,1,,,Total concentration in kidney was determined after 6 hr of intravenous administration to rats (n=4) at dose of 20 mg/kg,N,,,50597,1,,CHEMBL876807,BAO_0000218,
9839,Intermediate,10116.0,,1,,,Total concentration in liver was determined after 6 hr of intravenous administration to rats (n=4) at dose of 20 mg/kg,N,,,50597,1,,CHEMBL622851,BAO_0000218,
9840,Intermediate,10116.0,,1,,,Total concentration in lung was determined after 6 hr of intravenous administration to rats (n=4) at dose of 20 mg/kg,N,,,50597,1,,CHEMBL622852,BAO_0000218,
9841,Intermediate,10116.0,,1,,,Total concentration in rat after 1 mg/kg i.v. administration in 24 hours,N,,,50597,1,,CHEMBL622853,BAO_0000218,
9842,Intermediate,10116.0,,1,,,Total concentration in rat after 2 mg/kg peroral administration in 24 hours,N,,,50597,1,,CHEMBL622854,BAO_0000218,
9843,Intermediate,10116.0,,1,,,Total concentration in serum was determined after 6 hr of intravenous administration to rats (n=4) at dose of 20 mg/kg,N,,,50597,1,,CHEMBL622855,BAO_0000218,
9844,Intermediate,10116.0,,1,1969.0,,"Pharmacokinetic Parameter, AUC (0-infinity) is the area under the plasma concentration versus time curve extrapolated to infinity in Female Wistar Rats at 100 mg/kg by po administration",N,,,50597,1,,CHEMBL622856,BAO_0000218,
9845,Intermediate,10116.0,,1,1969.0,,"Pharmacokinetic Parameter, AUC (0-t) is the area under the plasma concentration versus time curve in Female Wistar Rats at 100 mg/kg by po administration",N,,,50597,1,,CHEMBL622857,BAO_0000218,
9846,Intermediate,10116.0,,1,1969.0,,AUC in rat after po administration at a dose of 10 mg/kg,N,,,50597,1,,CHEMBL622858,BAO_0000218,
9847,Intermediate,10116.0,,1,1969.0,,Area under the plasma concentration-time curve in rats after oral administration at 25 mg/kg,N,,,50597,1,,CHEMBL622859,BAO_0000218,
9848,Intermediate,10116.0,,1,,,Area under curve value 24 hr after 10 mg/kg iv administration in rats,N,,,50597,1,,CHEMBL622860,BAO_0000218,
9849,Intermediate,10116.0,,1,,,Area under curve value 24 hr after 10 mg/kg oral administration in rats,N,,,50597,1,,CHEMBL622861,BAO_0000218,
9850,Intermediate,10116.0,,1,,,Area under curve value 24 hr after 2 mg/kg iv administration in rats,N,,,50597,1,,CHEMBL622862,BAO_0000218,
9851,Intermediate,10116.0,,1,,,Area under curve value 24 hr after 2 mg/kg oral administration in rats,N,,,50597,1,,CHEMBL622863,BAO_0000218,
9852,Intermediate,10116.0,,1,,,Area under curve value 6 hr after po administration in rat,N,,,50597,1,,CHEMBL623817,BAO_0000218,
9853,Intermediate,10116.0,,1,,,Area under the curve at a concentration of 15 mg/kg perorally in rats along with 100 mg/kg of compound 11,N,,,50597,1,,CHEMBL623818,BAO_0000218,
9854,Intermediate,10116.0,,1,,,"Area under the curve at a concentration of 3 mg/kg in rats, intravenously",N,,,50597,1,,CHEMBL623819,BAO_0000218,
9855,Intermediate,10116.0,,1,,,Area under the curve at a concentration of 60 mg/kg perorally in rats along with 100 mg/kg of compound 11,N,,,50597,1,,CHEMBL623820,BAO_0000218,
9856,Intermediate,10116.0,,1,,,Area under the curve at a concentration of 60 mg/kg perorally in rats along with control,N,,,50597,1,,CHEMBL623821,BAO_0000218,
9857,Intermediate,10116.0,,1,1969.0,,AUC normalized for dose (AUCN) in rat,N,,,50597,1,,CHEMBL623822,BAO_0000218,
9858,Intermediate,10116.0,,1,,,Area under curve in rat after p.o. administration,N,,,50597,1,,CHEMBL623823,BAO_0000218,
9859,Intermediate,10116.0,,1,,,Area under curve in rat after p.o. administration,N,,,50597,1,,CHEMBL623824,BAO_0000218,
9860,Intermediate,10116.0,,1,,,Area under curve in rat after p.o. administration; Not determined,N,,,50597,1,,CHEMBL623825,BAO_0000218,
9861,Intermediate,10116.0,,1,,,Area under curve in rat after peroral administration,N,,,50597,1,,CHEMBL622070,BAO_0000218,
9862,Intermediate,10116.0,,1,,,Area under curve (carotid artery) value of the compound,N,,,50597,1,,CHEMBL622071,BAO_0000218,
9863,Intermediate,10116.0,,1,,,Bioavailability expressed as the area under curve of rat carotid artery,N,,,50597,1,,CHEMBL622072,BAO_0000218,
9864,Intermediate,10116.0,,1,,,Area under curve in male SD rats was observed after intravenous administration in rat,N,,,50597,1,,CHEMBL622073,BAO_0000218,
9865,Intermediate,10116.0,,1,,,Area under curve of the compound was determined,N,,,50597,1,,CHEMBL622074,BAO_0000218,
9866,Intermediate,10116.0,,1,,,Compound was evaluated for its pharmacokinetic parameter maximum area under curve AUCmax,N,,,50597,1,,CHEMBL622075,BAO_0000218,
9867,Intermediate,10116.0,,1,1969.0,,Area under the plasma concentration-time curve in rats after oral administration at 20 mg/kg,N,,,50597,1,,CHEMBL622076,BAO_0000218,
9868,Intermediate,10116.0,,1,1969.0,,Area under the plasma concentration-time curve in rats following oral administration at 20 mg/kg,N,,,50597,1,,CHEMBL622077,BAO_0000218,
9869,Intermediate,10116.0,,1,,,Area under curve (portal vein) value of the compound,N,,,50597,1,,CHEMBL622078,BAO_0000218,
9870,Intermediate,10116.0,,1,,,Bioavailability expressed as the area under curve of rat portal vein,N,,,50597,1,,CHEMBL622079,BAO_0000218,
9871,Intermediate,10116.0,,1,1969.0,,Area Under plasma concentration time curve in rat upon peroral administration,N,,,50597,1,,CHEMBL622080,BAO_0000218,
9872,Intermediate,10116.0,,1,,,In vivo area under curve was determined for the compound after i.v. administration at a dose of 5 mg/kg in rats,N,,,50597,1,,CHEMBL877612,BAO_0000218,
9873,Intermediate,10116.0,,1,,,In vivo area under curve was determined for the compound after oral (po) administration at a dose of 10 mg/kg in rats,N,,,50597,1,,CHEMBL622081,BAO_0000218,
9874,Intermediate,10116.0,,1,,,Compound was evaluated for oral bioavailability in rats,N,,,50597,1,,CHEMBL622082,BAO_0000218,
9875,Intermediate,10116.0,,1,,,Compound was evaluated for oral bioavailability in rats after iv administration,N,,,50597,1,,CHEMBL622083,BAO_0000218,
9876,Intermediate,10116.0,,1,,,Compound was evaluated for oral bioavailability in rats; 30-80,N,,,50597,1,,CHEMBL622084,BAO_0000218,
9877,Intermediate,10116.0,,1,,,Compound was evaluated for oral bioavailability in rats; 50-60,N,,,50597,1,,CHEMBL622085,BAO_0000218,
9878,Intermediate,10116.0,,1,,,Compound was evaluated for oral bioavailability in rats; no data,N,,,50597,1,,CHEMBL622086,BAO_0000218,
9879,Intermediate,10116.0,,1,,,Compound was evaluated for oral bioavailability in rats; peptide,N,,,50597,1,,CHEMBL622087,BAO_0000218,
9880,Intermediate,10116.0,,1,178.0,,"Distribution of radioactivity in blood of rats at 1 day after an intravenous injection; Value expressed as mean % injected dose, Range- 0.03-0.03",N,,,50597,1,,CHEMBL622088,BAO_0000218,
9881,Intermediate,10116.0,,1,178.0,,"Distribution of radioactivity in blood of rats at 1 hr after an intravenous injection; Value expressed as mean % injected dose, Range-0.9-1.03",N,,,50597,1,,CHEMBL622089,BAO_0000218,
9882,Intermediate,10116.0,,1,178.0,,"Distribution of radioactivity in blood of rats at 2 mins after an intravenous injection; Value expressed as mean % injected dose, Range = 0.88-1.15",N,,,50597,1,,CHEMBL623685,BAO_0000218,
9883,Intermediate,10116.0,,1,178.0,,"Distribution of radioactivity in blood of rats at 2 hr after an intravenous injection; Value expressed as mean % injected dose, Range = 0.71-0.87",N,,,50597,1,,CHEMBL623686,BAO_0000218,
9884,Intermediate,10116.0,In vivo,1,945.0,,"Biodistribution in Sprague-Dawley rat stomach 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",N,,,50597,1,,CHEMBL623687,BAO_0000218,
9885,Intermediate,10116.0,In vivo,1,945.0,,"Biodistribution in Sprague-Dawley rat stomach 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",N,,,50597,1,,CHEMBL623688,BAO_0000218,
9886,Intermediate,10116.0,In vivo,1,945.0,,"Biodistribution in Sprague-Dawley rat stomach 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",N,,,50597,1,,CHEMBL623689,BAO_0000218,
9887,Intermediate,10116.0,In vivo,1,945.0,,"Biodistribution in Sprague-Dawley rat stomach 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",N,,,50597,1,,CHEMBL622485,BAO_0000218,
9888,Intermediate,10116.0,In vivo,1,2046.0,,"Biodistribution in Sprague-Dawley rat thyroid 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",N,,,50597,1,,CHEMBL622486,BAO_0000218,
9889,Intermediate,10116.0,In vivo,1,2046.0,,"Biodistribution in Sprague-Dawley rat thyroid 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",N,,,50597,1,,CHEMBL877613,BAO_0000218,
9890,Intermediate,10116.0,In vivo,1,2046.0,,"Biodistribution in Sprague-Dawley rat thyroid 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",N,,,50597,1,,CHEMBL622487,BAO_0000218,
9891,Intermediate,10116.0,In vivo,1,2046.0,,"Biodistribution in Sprague-Dawley rat thyroid 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",N,,,50597,1,,CHEMBL622488,BAO_0000218,
9892,Intermediate,10116.0,In vivo,1,948.0,,"Biodistribution in Sprague-Dawley rats heart 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",N,,,50597,1,,CHEMBL622489,BAO_0000218,
9893,Intermediate,10116.0,,1,1088.0,,Compound was evaluated for percent dimer tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in urine,N,,,50597,1,,CHEMBL622490,BAO_0000218,
9894,Intermediate,10116.0,,1,1088.0,,Compound was evaluated for percent dimer tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in urine; na - not available,N,,,50597,1,,CHEMBL622491,BAO_0000218,
9895,Intermediate,10116.0,,1,2107.0,,Compound was evaluated for percent dose tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in liver,N,,,50597,1,,CHEMBL622492,BAO_0000218,
9896,Intermediate,10116.0,,1,1088.0,,Compound was evaluated for percent thiol tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in urine,N,,,50597,1,,CHEMBL622493,BAO_0000218,
9897,Intermediate,10116.0,,1,1088.0,,Compound was evaluated for percent thiol tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in urine; na - not available,N,,,50597,1,,CHEMBL622494,BAO_0000218,
9898,Intermediate,10116.0,,1,2385.0,,"Compound was evaluated for the biodistribution in Sprague-Dawley rats in muscle 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",N,,,50597,1,,CHEMBL622495,BAO_0000218,
9899,Intermediate,10116.0,,1,,,Compound was evaluated for tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in rat kidney,N,,,50597,1,,CHEMBL622496,BAO_0000218,
9900,Intermediate,10116.0,,1,1088.0,,Compound was evaluated for tissue distribution 24 hours after a 50 mg/kg dose was administered intravenously in urine,N,,,50597,1,,CHEMBL622497,BAO_0000218,
9901,Intermediate,10116.0,,1,,,Percent of radioactive dose in urine and faeces excreted in 0-24 hr by rats,N,,,50597,1,,CHEMBL622498,BAO_0000218,
9902,Intermediate,10116.0,,1,1088.0,,Percent of radioactive dose in urine and feces excreted in 0-24 hr by rats,N,,,50597,1,,CHEMBL624918,BAO_0000218,
9903,Intermediate,10116.0,,1,1088.0,,Percent of radioactive dose in urine and feces excreted in 0-24 hr by rats; NA is <10% inhibition at 1 uM for binding data,N,,,50597,1,,CHEMBL624919,BAO_0000218,
9904,Intermediate,10116.0,In vivo,1,178.0,,Biodistribution of compound in rat blood after 5 min of administration,N,,,50597,1,,CHEMBL624920,BAO_0000218,
9905,Intermediate,10116.0,In vivo,1,178.0,,Biodistribution of compound in rat blood after 5 min of administration.,N,,,50597,1,,CHEMBL624921,BAO_0000218,
9906,Intermediate,10116.0,In vivo,1,955.0,,Biodistribution of compound in rat brain after 5 min of administration,N,,,50597,1,,CHEMBL624922,BAO_0000218,
9907,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution of compound in rat heart after 5 min of administration,N,,,50597,1,,CHEMBL624923,BAO_0000218,
9908,Intermediate,10116.0,In vivo,1,948.0,,Biodistribution of compound in rat heart after 5 min of administration.,N,,,50597,1,,CHEMBL624924,BAO_0000218,
9909,Intermediate,10116.0,In vivo,1,2113.0,,Biodistribution of compound in rat kidney after 5 min of administration,N,,,50597,1,,CHEMBL624925,BAO_0000218,
9910,Intermediate,10116.0,In vivo,1,2113.0,,Biodistribution of compound in rat kidney after 5 min of administration.,N,,,50597,1,,CHEMBL624926,BAO_0000218,
9911,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution of compound in rat liver after 5 min of administration,N,,,50597,1,,CHEMBL624927,BAO_0000218,
9912,Intermediate,10116.0,In vivo,1,2107.0,,Biodistribution of compound in rat liver after 5 min of administration.,N,,,50597,1,,CHEMBL874402,BAO_0000218,
9913,Intermediate,10116.0,In vivo,1,2048.0,,Biodistribution of compound in rat lung after 5 min of administration,N,,,50597,1,,CHEMBL624928,BAO_0000218,
9914,Intermediate,10116.0,In vivo,1,2048.0,,Biodistribution of compound in rat lung after 5 min of administration.,N,,,50597,1,,CHEMBL624929,BAO_0000218,
9915,Intermediate,10116.0,In vivo,1,2385.0,,Biodistribution of compound in rat muscle after 5 min of administration,N,,,50597,1,,CHEMBL624930,BAO_0000218,
9916,Intermediate,10116.0,In vivo,1,2385.0,,Biodistribution of compound in rat muscle after 5 min of administration.,N,,,50597,1,,CHEMBL624931,BAO_0000218,
9917,Intermediate,10116.0,,1,948.0,,In vivo heart distribution of free doxorubicin after 6 hr intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,N,,,50597,1,,CHEMBL624932,BAO_0000218,
9918,Intermediate,10116.0,,1,948.0,,In vivo heart distribution of total doxorubicin after 6 hr intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,N,,,50597,1,,CHEMBL624933,BAO_0000218,
9919,Intermediate,10116.0,,1,2107.0,,In vivo liver distribution of free doxorubicin after 6 hr intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,N,,,50597,1,,CHEMBL624934,BAO_0000218,
9920,Intermediate,10116.0,,1,2107.0,,In vivo liver distribution of total doxorubicin after 6 h intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,N,,,50597,1,,CHEMBL624935,BAO_0000218,
9921,Intermediate,10116.0,,1,,,In vivo plasma distribution of free doxorubicin after 6 h intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,N,,,50597,1,,CHEMBL624936,BAO_0000218,
9922,Intermediate,10116.0,,1,,,In vivo plasma distribution of total doxorubicin after 6 hr intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,N,,,50597,1,,CHEMBL624937,BAO_0000218,
9923,Intermediate,10116.0,,1,2106.0,,In vivo spleen distribution of free doxorubicin after 6 hr intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,N,,,50597,1,,CHEMBL624938,BAO_0000218,
9924,Intermediate,10116.0,,1,2106.0,,In vivo spleen distribution of total doxorubicin after 6 hr intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,N,,,50597,1,,CHEMBL624939,BAO_0000218,
9925,Intermediate,10116.0,,1,,,In vivo tumor distribution of free doxorubicin after 6 h intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,N,,,50597,1,,CHEMBL624940,BAO_0000218,
9926,Intermediate,10116.0,,1,,,In vivo tumor distribution of total doxorubicin after 6 hr intravenous administration of 2.5 mg/kg of compound in rat bearing Walker 256 cells,N,,,50597,1,,CHEMBL874403,BAO_0000218,
9927,Intermediate,10116.0,,1,,,Compound was tested for the duration that the plasma drug concentrations remained above the IC95,N,,,50597,1,,CHEMBL624941,BAO_0000218,
9928,Intermediate,10116.0,,1,1088.0,,Dose required to lower urine osmolality to 300 mOsm/kg in rat,N,,,50597,1,,CHEMBL624942,BAO_0000218,
9929,Intermediate,10116.0,,1,1088.0,,Dose required to lower urine osmolality to 300 mOsm/kg in rat; NT=Not tested,N,,,50597,1,,CHEMBL624943,BAO_0000218,
