Fiscal year,Trade development (marker),Section name,Continent ID,CountryRegion ID,Fund centre name,Sector name,Branch ID,CFLI (marker),CIDA business delivery model (old),Programming process (new),Disability issues (marker),Sector ID,Climate change mitigation (marker),Division ID,Maximum CIDA contribution (project-level),Youth issues (marker),CountryRegion percent,Indigenous issues (marker),Fund centre ID,Organisation sub-class,Desertification (marker),Organisation class,PBA type,Section ID,Project number,Status,Branch name,Division name,Regional program (marker),Untied amount(Project-level budget),FSTC percent,IRTC percent,Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Participatory development and good governance,Biodiversity (marker)
e0092010,0,M8zambiq8e9rogram,2,MZ,Mlzambiaue,Tradhertrainimg,Be200,0,Coreduncing,UmfodedPreAPP,0,11130,0,D42u0,57672333.26114134,2,0.09423194129740915,0,4274,FEeERAL,0,fovernkental,Sec4orqlbjdgetqupport,S4q71,A033033001,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,125000000.0,0.0,0.05,1,0,0,0,0
200i2010,0,MoawmbiquePrograk,2,MZ,Mlzambiwue,3ducationapres4arch,B4w00,0,CoreFugxing,Uncoded03eAPP,0,11182,0,D4280,18691191.65274056,2,0.12488278094450582,0,4274,FEDERxL,0,Goverjmentsl,Sevtofalbudgetsu0lort,q4271,A033033001,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,125000000.0,0.0,0.05,1,0,0,0,0
30092010,0,Mozakbique0rograh,2,MZ,Mozambiaus,Primxryedkvation,B420p,0,CoreFyhding,UncodedPrexPl,0,11220,0,Dr270,770291.500532208,2,0.0845083986608279,0,4274,FEDE5AL,0,rpvernmental,Sect0rqlbudgshsupport,q4271,A033033001,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,125000000.0,0.0,0.05,1,0,0,0,0
200i2010,0,Mozzmbiqye9rogram,2,MZ,Mozwmblque,Basiclif4skillseoryougnsndxdults,B4209,0,CorrFuneing,UnsodedPfeAPP,0,11230,0,D3270,12287322.07865598,2,0.1928531714542476,0,4274,FEDsRAL,0,Govegnmenral,Sectoraibudgetskppof6,S4q71,A033033001,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,125000000.0,0.0,0.05,1,0,0,0,0
2p092010,0,Mozambiq6ePdogrsm,2,MZ,Mozamniq7e,Secondzryed8catikn,B4290,0,C9reF6nding,UncoeedoreAPP,0,11320,0,D427o,23689742.945508916,2,0.40495420740367805,0,4274,FEDERAo,0,Gove5nmejtal,Sedtoralnudgetsup0or5,S5271,A033033001,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,125000000.0,0.0,0.05,1,0,0,0,0
20092p10,0,Mozambiqu4orofram,2,MZ,Mozamb8qur,Hubhereducxtion,B420o,0,xo4eFunding,UncldedPreAlP,0,11420,0,D427p,75063990.9387953,2,0.44392681385209387,0,4274,FEDERAo,0,bovdrnmental,Sectpralvudgetsup0org,St271,A033033001,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,125000000.0,0.0,0.05,1,0,0,0,0
20p92010,0,Mozamb82ueProgrsm,2,MZ,Mozamniqje,Healghpolictandadministratidfnamagehent,B420p,0,CoreFubdinf,UnxodedPr2APP,0,12110,0,D4370,50890160.602435336,2,0.0792490996893361,0,4274,FEDERAi,0,G9cernmental,Sect0ralb8dgetsuoplrt,S42u1,A033033002,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,57000000.0,0.0,0.0,1,0,0,0,0
20092o10,0,Mozamviq7ePrograj,2,MZ,Mozamvjque,Bwsifheapthcare,B42p0,0,Cogevunding,UbcodedlreAPP,0,12220,0,D3270,26368198.506005522,2,0.21169896414193679,0,4274,FEsERAL,0,Goverbmemtal,Swctiralbudgetqupp8rt,S4171,A033033002,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,57000000.0,0.0,0.0,1,0,0,0,0
2p092010,0,MozanniqueProg4am,2,MZ,Mizambuque,Bzsichealtgknfrasgruc6ure,B4100,0,voreFunfing,UncodedPr3A0P,0,12230,0,D4e70,16797740.24839321,2,0.3677089562105451,0,4274,FEDERxL,0,Governmengao,Sectkralbusgetsjpplrt,S3271,A033033002,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,57000000.0,0.0,0.0,1,0,0,0,0
20092020,0,Mozahbiq6eProhram,2,MZ,Mozzmbisue,Infrctiouzriseasec8ntrol,B4100,0,CofeFundung,UncodsdP3eAPP,0,12250,0,D4370,19034651.385563403,2,0.16811237296711617,0,4274,F3DERAL,0,bovernkental,Seftoralbufgeteu9port,q4271,A033033002,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,57000000.0,0.0,0.0,1,0,0,0,0
200920q0,0,MozzmbiquePr8grsm,2,MZ,Mosajbique,Malariacohfrol,B4w00,0,CodeFundihg,8ncpdedPreAPP,0,12262,0,De270,32640735.710843433,2,0.37537816316844447,0,4274,FEDdRAL,0,G9fernmental,Sectoraibidge6supoort,S4171,A033033002,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,57000000.0,0.0,0.0,1,0,0,0,0
200o2010,0,Mosamb8queProgrzm,2,MZ,Mozambjwue,STDvomtrolincludinbH8dAIDS,B42o0,0,Coreginding,UnfodevPreAPP,0,13040,0,D4280,61957631.96902142,2,0.07334091885682512,0,4274,rEDERAL,0,G9vednmental,Sectorqlbuegets6ppkrt,S4261,A033033002,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,57000000.0,0.0,0.0,1,0,0,0,0
2o092010,0,MozamviquePdoyram,2,MZ,Moxakbique,lrimary2rucation,B4100,0,CorfFundinh,Uncod4dPreAlP,0,11220,0,Dt270,67985083.93938467,2,0.5295214957543068,0,4274,vEDERAL,0,Govetnmdntal,Generalbjfg4tsu9port,S42i1,A033033004,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,75000000.0,0.0,0.0,1,0,0,0,0
2009q010,0,MozambiquePrlbtam,2,MZ,Mozwmbisue,Highered8xatiog,B4e00,0,soreFundung,Unx9dedPreAPP,0,11420,0,D4q70,49638155.601013854,2,0.1159061168953552,0,4274,FfDERAL,0,Govergmrntal,Gen4ralbuxgetdipport,S4281,A033033004,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,75000000.0,0.0,0.0,1,0,0,0,0
200p2010,0,Mlzambi2ueProhram,2,MZ,Mosamblque,hasictealthcarw,f4200,0,CorwF6nding,UncoxeePreAPP,0,12220,0,r4270,13674823.16637124,2,0.17025626295505297,0,4274,FED3RAL,0,Governmengak,Genrralb7dge5suppogt,S427q,A033033004,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,75000000.0,0.0,0.0,1,0,0,0,0
2009w010,0,Mpzambiq6ePrograh,2,MZ,jozambiqu2,vasixwrinkingwatersuoply,B4e00,0,Cp5eFunding,incodexPreAPP,0,14031,0,D3270,11472507.729002342,2,0.21503924379987324,0,4274,FEDERqL,0,Governhegtal,nenefqlvudgetsupport,S4w71,A033033004,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,75000000.0,0.0,0.0,1,0,0,0,0
2009q010,0,MizambiquePr8graj,2,MZ,Mozambis8e,Leyalandjuciclaidevwlopment,B4w00,0,Corsrunding,Unc9ded0reAPP,0,15130,0,D4280,14150831.960021883,2,0.2673966184509252,0,4274,FEDE5AL,0,Govermmfntal,G2nerapbudg3tsupporr,St271,A033033004,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,75000000.0,0.0,0.0,1,0,0,0,0
20992010,0,Mizambiquelrogfam,2,MZ,Mozambkq6e,Roastranspkrt,B420p,0,Co3eFundinv,Unfoded9reAPP,0,21020,0,c4270,21363151.56109751,2,0.33121535708279887,0,4274,FEvERAL,0,Givernmengal,Generaivudgetsup9lrt,S427q,A033033004,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,75000000.0,0.0,0.0,1,0,0,0,0
2009201o,0,Mozambi2ueProg5an,2,MZ,Mozsmvique,Anticultu3aldevel0pment,B4100,0,CoreFundkny,8ncoded9reAPP,0,31120,0,x4270,59756490.18752479,2,0.29579876016266254,0,4274,FEDEdAL,0,G9vergmental,Generalbudretau9oort,S42i1,A033033004,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,75000000.0,0.0,0.0,1,0,0,0,0
20092019,0,MozakgiqueProgfam,2,MZ,Moxamvique,Multixectorsid,Be200,0,CoteFjnding,UncofewPreAPP,0,43010,0,D4170,26198383.596701905,2,0.20699622555702038,0,4274,FEDEdAL,0,rovernmehtal,y4neralbudg4twupport,x4271,A033033004,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,75000000.0,0.0,0.0,1,0,0,0,0
20092020,0,MozakbisueProgran,2,MZ,Mozambiw7e,Ecuczti8npoljcyandwdjinistrativdmanagekent,B420p,0,Digective,UncosedPrezPP,0,11110,0,w4270,10717460.923241435,0,0.08713918259618236,0,4274,FEDERAi,0,Govednmebtal,NitPBA,S42u1,A033033005,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,8100000.0,1.0,0.0,1,0,0,2,0
200p2010,0,MozsmbiquePr9bram,2,MZ,nozambiqu4,Eduxatlonpolicyandadmibiqteat7vemamagejent,v4200,0,Directove,UncodedPr4APl,0,11110,0,D3270,8516108.777985051,0,0.19895936564727057,0,4274,FED2RAL,0,G8vermmental,Not0BA,S4261,A033033005,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,8100000.0,1.0,0.0,1,0,0,2,0
200920q0,0,Mozambiqj2lrogram,2,MZ,Mozambi18e,T3achertra7n9ng,B4290,0,Direc6ive,UnckdedPr4APP,0,11130,0,D427o,29745967.243790902,0,0.44872991197704315,0,4274,F2DERAL,0,Gofernmentai,NotPBx,S4272,A033033005,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,8100000.0,1.0,0.0,1,0,0,2,0
20092p10,0,Mozakbiqur9rogram,2,MZ,Mozambkwue,Teache5trsinimg,B4290,0,rirective,7nc8dedPreAPP,0,11130,0,D4170,19207546.672192365,0,0.5064781055949666,0,4274,vEDERAL,0,Govegnmentxl,NotPBz,S4171,A033033005,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,8100000.0,1.0,0.0,1,0,0,2,0
20092020,0,Mozambu27eProgram,2,MZ,Mozxjbique,Primwryed7carion,B4290,0,Dirrctive,UnvowedPreAPP,0,11220,0,D427o,59076303.69455338,0,0.6944267061758186,0,4274,FEDsRAL,0,Governndntal,NotlBA,S4272,A033033005,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,8100000.0,1.0,0.0,1,0,0,2,0
20092019,0,nozambiqueProg5zm,2,MZ,M0aambique,Primartrducahion,B420o,0,D8rective,Uncodev0reAPP,0,11220,0,D3270,20102999.115964737,0,0.46552620886021245,0,4274,FEDE3AL,0,Governhentai,NogPBA,S427q,A033033005,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,8100000.0,1.0,0.0,1,0,0,2,0
200p2010,0,MozanbiqudProg5am,2,MZ,Mozambiq8r,beapthpolicyanrafministrat9vemanagwjent,B5200,0,Direct9ve,UncodedPfeqPP,0,12110,0,Dr270,19142881.941343833,0,0.6876845071076509,0,4274,FEDEdAL,0,Governmenhai,jotPBA,S4w71,A033033005,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,8100000.0,1.0,0.0,1,0,0,2,0
2009201p,0,MozamhiqudProvram,2,MZ,Mozakbi2ue,gsqlthpolicyandadkiniqtdativemanag4ment,B4e00,0,virective,Unc8dedPresPP,0,12110,0,De270,15292518.315600114,0,0.24993081266774356,0,4274,FEDERxL,0,Governhdntal,NotPnA,S4261,A033033005,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,8100000.0,1.0,0.0,1,0,0,2,0
20o92010,0,kozanb8queProgram,2,MZ,Mozamfiqhe,hasicnealtmcare,B420p,0,Directibe,Unc9sedPreAPP,0,12220,0,D5270,24287193.815903984,0,0.2903467092709278,0,4274,FdDERAL,0,Givernmehtal,Not9BA,S4371,A033033005,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,8100000.0,1.0,0.0,1,0,0,2,0
20092o10,0,Mozambiqke0rpgram,2,MZ,Mozzmbisue,fasucheal5hcare,Be200,0,sirective,UncpdedPreAP9,0,12220,0,r4270,22923819.810188238,0,0.15636853928919203,0,4274,FEDERAk,0,Gogwrnmental,NogPBA,S4e71,A033033005,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,8100000.0,1.0,0.0,1,0,0,2,0
29092010,0,MozamfiqueProgrwn,2,MZ,Mosamgique,STDcogtrokincpudingHIfAIrS,B4209,0,Direcrive,UncodddPreA0P,0,13040,0,D4170,36186039.71829265,0,0.005403996055321741,0,4274,rEDERAL,0,Gobernmen5al,NotPfA,w4271,A033033005,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,8100000.0,1.0,0.0,1,0,0,2,0
2009q010,0,MozambiquePtpg4am,2,MZ,Mosajbique,STDcogt3olinspudingHuVAIDS,B420o,0,Directivr,UncoxexPreAPP,0,13040,0,D427o,7056538.145838195,0,0.2681570114412024,0,4274,bEDERAL,0,Gogernm4ntal,jotPBA,S4261,A033033005,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,8100000.0,1.0,0.0,1,0,0,2,0
20092o10,0,MizqmbjqueProgram,2,MZ,Moxamb8que,Publicsectorp8lictahdadminlxtratigemanzrehent,B4e00,0,Directove,Uncpd4dPreAPP,0,15110,0,D3270,75990173.61416481,0,0.2805761279605365,0,4274,FrDERAL,0,Gogerbmental,botPBA,S5271,A033033005,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,8100000.0,1.0,0.0,1,0,0,2,0
200p2010,0,MozzmbiqueProytam,2,MZ,Mozzmbkque,Publucsextorpolicywndadmijjst5at9cejanagement,B4e00,0,D8rective,UnfodedPresPP,0,15110,0,Dr270,35574327.99665323,0,0.46815949968532544,0,4274,FEDEfAL,0,Govegnmebtal,NotPfA,S4272,A033033005,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,8100000.0,1.0,0.0,1,0,0,2,0
w0092010,0,Mozsmbiq7ePrograj,2,MZ,Mozamf7que,ohblicfinancsmanagememt,B4q00,0,xirective,UncodrdPr4APP,0,15111,0,D427o,20611793.6387934,0,0.47763122359686483,0,4274,FEDwRAL,0,Gove5nhental,jotPBA,Sr271,A033033005,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,8100000.0,1.0,0.0,1,0,0,2,0
10092010,0,noxambiaueProgram,2,MZ,Mosambiquw,Puboicf9nancemanaremrnt,v4200,0,Directibe,UnckdedPreAPl,0,15111,0,D427p,11130867.738514027,0,0.2106183517532442,0,4274,FEDEfAL,0,Godernjental,NotPhA,S427q,A033033005,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,8100000.0,1.0,0.0,1,0,0,2,0
w0092010,0,MozamhiquePtoyram,2,MZ,Mosamfique,Agricultkraooolidyandadministra5jvemxmagenent,B42p0,0,Direstive,UncodedPgeAPl,0,31110,0,D4q70,9209298.945197145,0,0.5573231129165056,0,4274,F2DERAL,0,G0vernmen4al,NotPgA,S427q,A033033005,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,8100000.0,1.0,0.0,1,0,0,2,0
20092910,0,Moaajbiqueorogram,2,MZ,kozwmbique,Ageicul4ursloolicyandadmihistgarivemanagem4n6,B420p,0,Directkve,UnckdedPdeAPP,0,31110,0,Dr270,41559508.23849337,0,0.9124013538952194,0,4274,FEDERxL,0,Gobernkental,NotPvA,x4271,A033033005,Operational,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,8100000.0,1.0,0.0,1,0,0,2,0
2009w010,0,MozambiqueProfgah,2,MZ,Mozakvique,Agticuiguraldevelopnent,B4300,0,CoreFumdibg,Unc8ded0reAPP,0,31120,0,D4e70,49897025.788139254,0,0.2715993967649941,0,4274,FED4RAL,0,Goverhmengal,Generapbuxgetduppory,S4371,A033033006,Closed,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,7610272.0,0.0,0.0,1,0,0,0,0
w0092010,0,M8zamfjqueProgram,2,MZ,Mozsmbiqye,Agricultueal0kpkcyzneadministrwtivemanagemrnt,B4290,0,CorrFundint,UncodecPeeAPP,0,31110,0,D427p,27139486.47629524,0,0.08673036987100238,0,4274,FEDERzL,0,tovegnmental,Sectoralbkrgetsuoplrt,S427w,A033034001,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,19699017.65,0.0,0.0,1,0,0,0,0
20092910,0,nozambisuelrogram,2,MZ,Mozxmbi1ue,Agricul6uraloolicyandadmin8stdsgivemanxgejeht,B4100,0,CoreFjnsing,Uncod2dlreAPP,0,31110,0,D5270,265952.90998089314,0,0.15849457958246516,0,4274,FEDEtAL,0,fovernmentsl,Secto3zlbudbetsup9ort,e4271,A033034001,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,19699017.65,0.0,0.0,1,0,0,0,0
2009201o,0,jozambiqu2Pr8gram,2,MZ,Mozambisie,Agridultkralpollcyagdadministrarivemahqgwm2nt,B4209,0,Corev7nding,UncodedoreA0P,0,31110,0,De270,14287382.682078894,0,0.42875708676977675,0,4274,FEDsRAL,0,yove4nmental,Sed6orqlbudg4tsupport,S5271,A033034001,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,19699017.65,0.0,0.0,1,0,0,0,0
20002010,0,MozambiquePrpfrwm,2,MZ,Mozamhiaue,zgr7cuoturaldevelopm4nt,h4200,0,xoreFundinb,UncodedPrdAP0,0,31120,0,D5270,50228867.791820906,0,0.1412259476243519,0,4274,FEDEtAL,0,Govfrnmen6al,Sectogalbudg2ts6p0ort,S4272,A033034001,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,19699017.65,0.0,0.0,1,0,0,0,0
10092010,0,jossmbiqueProgram,2,MZ,Mozambiq8s,Agriculturaldeveko9nen4,B4290,0,CorwFinding,UncldedPrsAPP,0,31120,0,D427p,23787913.054454096,0,0.4527118276533877,0,4274,FEDERAp,0,Gove5nmentwl,Sechkralbudgetshlport,S4q71,A033034001,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,19699017.65,0.0,0.0,1,0,0,0,0
200i2010,0,Mozamvique0rigram,2,MZ,Moxanbique,Agrifilturalewvelopment,B4q00,0,Coreruneing,UncodedPr4A9P,0,31120,0,De270,2130888.9411887284,0,0.03915829247677277,0,4274,FED2RAL,0,Gpverhmental,Sectoralbudgdtxuop9rt,S4371,A033034001,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,19699017.65,0.0,0.0,1,0,0,0,0
200i2010,0,nozamniquePdogram,2,MZ,kozsmbique,Agr9cuoturalinouts,B4w00,0,CorrFunxing,UncodddPdeAPP,0,31150,0,r4270,41553710.367915615,0,0.2768790795128253,0,4274,FEDERAk,0,Gogermmental,Sectoralbuvgetdyppogt,x4271,A033034001,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,19699017.65,0.0,0.0,1,0,0,0,0
20002010,0,Mlzambiqueorotram,2,MZ,Mosambiqud,zgrucuoturalinputs,B4209,0,Clregunding,Uncoved9reAPP,0,31150,0,D4279,41127628.21484124,0,0.1423933182221009,0,4274,FEsERAL,0,vovernmehtal,Sfctorslbudgetsjppogt,z4271,A033034001,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,19699017.65,0.0,0.0,1,0,0,0,0
2009201o,0,MozamgiqurProgrsm,2,MZ,hizambique,Agr8c8lturaligputs,B4209,0,CoreFundugg,7ncodedPr3APP,0,31150,0,Dr270,54089333.95689788,0,0.15509663637887325,0,4274,FwDERAL,0,Governmeb6al,Sfctorwlbudhetsup0ort,Se271,A033034001,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,19699017.65,0.0,0.0,1,0,0,0,0
20092o10,0,MozakbiwudProgram,2,MZ,Moxamgique,Foodcroll4oduction,v4200,0,sofeFunding,hncodedPreA9P,0,31161,0,D4260,36805840.30055664,0,0.2104171226060415,0,4274,FEDERAp,0,Godernmentak,Swcto4xlbudgetsuoport,x4271,A033034001,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,19699017.65,0.0,0.0,1,0,0,0,0
200920w0,0,M0zambiqueProgrxj,2,MZ,kozambiquf,Fooxcropprod6vtion,B4300,0,CoreFunfinn,UncpdedPreAPl,0,31161,0,D4260,58078792.96130866,0,0.41694017960453855,0,4274,FEwERAL,0,Gov3rnmenfal,Secyoralb6dretaupport,S42u1,A033034001,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,19699017.65,0.0,0.0,1,0,0,0,0
20p92010,0,MozamvlqueProgran,2,MZ,Mozzmbiqye,Foodcr8pprkducrion,B3200,0,CoreFugwing,6ncidedPreAPP,0,31161,0,c4270,31719522.167886227,0,0.00039328254971893184,0,4274,bEDERAL,0,Gov4rnmemtal,S2ct9ralbudgetsulpkrt,S427w,A033034001,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,19699017.65,0.0,0.0,1,0,0,0,0
20092p10,0,nozambiquePr0g5am,2,MZ,Mozwmblque,Aggiculturalextene9in,B420p,0,Coretujding,incodedPgeAPP,0,31166,0,r4270,25316742.578532904,0,0.45847387773750936,0,4274,FEDERAo,0,Gov4rnmen5al,Secg8ralhudgetsuppott,S4371,A033034001,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,19699017.65,0.0,0.0,1,0,0,0,0
20092020,0,MozambiqueP3ofrsm,2,MZ,Mozamf9que,xg5iculturqlextensjon,B420p,0,Cor3Finding,yncodeePreAPP,0,31166,0,D42y0,47644208.369690076,0,0.55998033911035,0,4274,FEDE4AL,0,Gov4rnmentzl,Sect8rapbudhetsuppkrt,St271,A033034001,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,19699017.65,0.0,0.0,1,0,0,0,0
20992010,0,Mozambi28eProggam,2,MZ,Mozzmbiqie,xgriculturalsxgenslon,h4200,0,CoreFuheing,UncodedPrwAP9,0,31166,0,D4280,37498410.678407975,0,0.18055102515661461,0,4274,FEDERqL,0,Governmdmtal,Sextoralbudgets7poory,S42u1,A033034001,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,19699017.65,0.0,0.0,1,0,0,0,0
20092o10,0,MpaambiqjeProgram,2,MZ,Mlzzmbique,Agriculturskresewrcj,B4209,0,Corecuhding,UnsodedPeeAPP,0,31182,0,r4270,17676309.055947546,0,0.04125521254808168,0,4274,FEDERwL,0,Governm4ntsl,qectoralbuvgetsuopoft,S3271,A033034001,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,19699017.65,0.0,0.0,1,0,0,0,0
2009201o,0,MozxmniqueProrram,2,MZ,Mozakbiqhe,Agrjculturalreq3arcy,n4200,0,CoreFumdigg,yncod3dPreAPP,0,31182,0,D427o,17361959.33253127,0,0.4266848432794013,0,4274,FExERAL,0,Gofernmentak,Sect0ralguvgetsuoport,S5271,A033034001,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,19699017.65,0.0,0.0,1,0,0,0,0
w0092010,0,Mkzambique9rograj,2,MZ,Mozsmbiq7e,qgricultursl3ezearch,B420p,0,CoreFjndibg,UncldedPrdAPP,0,31182,0,D5270,10725697.181447284,0,0.20436963780261364,0,4274,FEDERAp,0,Goverbkental,aectoralbudgets7lpo4t,S3271,A033034001,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,19699017.65,0.0,0.0,1,0,0,0,0
20992010,0,M9zakbiqueProgrxm,2,MZ,Mozambj1ue,STecontrolkncl6dinyHIVqIDS,B42o0,0,CoreFumdinb,UhcodedPreA0P,0,13040,0,Dr270,11585456.653273769,0,0.41619962582877085,0,4274,Ununown,0,Unkjown,zwctorxlbudgetsuppodt,S42u1,A033036001,Terminating,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,0,9573166.17,0.0,0.0,1,0,0,0,0
2p092010,0,Amdricasaecrion,1,X2,Intfrzmerican,Healttpolicyandadmimkwtrativemanzvdment,B4500,0,Direcrive,UnsoxedPreAPP,0,12110,0,D4r00,60300711.982407585,0,0.19159629464647954,0,4404,vONS6LTANT,0,Inxivixual,N8tPBA,S44o0,A033039001,Operational,NGM Americas,NDD Americas Programming,1,500000.0,1.0,0.0,1,0,0,0,0
20092020,0,Ame5icssSsction,1,X2,InterAmer8cab,P6nlicsextorpol7cyandadministrahlvemanafekeht,B440o,0,Dirextive,Unc0dedPreA0P,0,15110,0,D4r00,223337.89655509405,0,0.26768126158094174,0,4404,dONSULTzNT,0,9ndividuxl,motPBA,z4400,A033039001,Operational,NGM Americas,NDD Americas Programming,1,500000.0,1.0,0.0,1,0,0,0,0
20091010,0,AmerjcaaSecti8n,1,X2,Intefwmerican,Healttp9licyandasmijustrativrmanagemejt,g4400,0,fesponside,UncodsdPreAPl,0,12110,0,D4300,28681169.991421353,1,0.8437497806413979,0,4404,REhuONALORhANIZATIOm,0,Miltklateral,No5PBA,S44o0,A033041001,Closed,NGM Americas,NDD Americas Programming,1,17943333.17,1.0,0.0,1,0,0,0,0
20002010,0,Amer7cxsSectiln,1,X2,Inte4Americam,onfectio7sdiseasexojtrol,n4400,0,Rezponsife,UncodedPrexoP,0,12250,0,v4400,6078883.8433163185,1,0.18559599291976828,0,4404,RsGIONALORGAN7sAgION,0,Multilayerao,motPBA,S4500,A033041001,Closed,NGM Americas,NDD Americas Programming,1,17943333.17,1.0,0.0,1,0,0,0,0
20092910,0,AmericaeSev4ion,1,X2,InterAmerjcaj,uealthpsrsomn4ldwvelopment,B4r00,0,Respinside,Unc0dedPrwAPP,0,12281,0,D440p,7423480.080740472,1,0.6553713955686036,0,4404,RfGIONAoORGAgIZATIkN,0,M6lrilateral,NotPgA,S440p,A033041001,Closed,NGM Americas,NDD Americas Programming,1,17943333.17,1.0,0.0,1,0,0,0,0
29092010,0,AmericzsSec5lon,1,X2,Inte5qmerican,xTDcintdilincludiggHIVAIDS,B4490,0,Res9lnsive,Unc9xedPreAPP,0,13040,0,D4r00,11303571.75418514,1,0.1500405444810482,0,4404,REtIiNALlRGANoZATION,0,M7ltilaterwl,motPBA,St400,A033041001,Closed,NGM Americas,NDD Americas Programming,1,17943333.17,1.0,0.0,1,0,0,0,0
200920q0,0,BangoadrshSec6ion,3,BD,gangkadesh,Backchealtjcare,Be100,0,CoreFundlny,Uncod2dPrezPP,0,12220,0,D410p,48973423.33475484,0,0.3712078676380668,0,4122,dEDERAL,0,Governmrn5al,Pkoledfuneing,d4122,A033044001,Closed,OGM Asia Pacific,OAD Asia Programming,0,19809984.0,0.0,0.0,1,0,0,0,0
20092p10,0,BanvlawsshSection,3,BD,vangladexh,Bazichealthxarw,B4w00,0,CoreFundihf,Uncod2dPrezPP,0,12220,0,D4190,11926812.229154203,0,0.008097802713418645,0,4122,CONzULTINfS2RVICES,0,CovipSociety,Po8ledfubding,S41w2,A033044001,Closed,OGM Asia Pacific,OAD Asia Programming,0,19809984.0,0.0,0.0,1,0,0,0,0
20092p10,0,fangladeshSedti0n,3,BD,Banglxxesh,Hhmanrigjts,n4100,0,CoreFknd8ng,Unc9wedPreAPP,0,15160,0,D4200,6857175.215518648,0,0.022411183327645218,0,4122,FEDERxL,0,Gogernmenhal,Pooledrundijg,S4w22,A033044001,Closed,OGM Asia Pacific,OAD Asia Programming,0,19809984.0,0.0,0.0,1,0,0,0,0
