assay_id,tissue_id,src_id,assay_tissue,doc_id,assay_subcellular_fraction,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_cell_type
3671,,1,,4687,,Evaluated for the binding affinity towards 5-hydroxytryptamine 6 receptor,B,,,,,,
3672,,1,,16946,,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 6 receptor at concentration of 10e-6 M,B,,,,,,
3673,,1,,16946,,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 6 receptor at concentration of 10e-8 M,B,,,,,,
3674,,1,,16633,,Binding affinities against 5-hydroxytryptamine 6 receptor,B,,,,,,
3675,,1,,16633,,Binding affinities towards 5-hydroxytryptamine 6 receptor,B,,,,,,
3676,,1,,17066,,Binding affinity towards 5-hydroxytryptamine 6 receptor,B,,,Homo sapiens,9606.0,,
3677,,1,,16700,,The binding affinity towards 5-hydroxytryptamine 6 receptor; No affinity,B,,,,,,
3678,,1,,3269,,Affinity against 5-hydroxytryptamine 6 receptor,B,,,,,,
3679,,1,,5486,,Binding affinity towards human recombinant 5-hydroxytryptamine 7 receptor by the displacement of [3H]-5-CT],B,,,,,,
3680,,1,,16146,,Inhibition of human 5-hydroxytryptamine 7 receptor,B,,,Homo sapiens,9606.0,,
3681,,1,,5014,,Compound was tested for its binding affinity towards human 5-hydroxytryptamine 7 receptor from HEK293 cells using radioligand [3H]LSD,B,,,,,,HEK293
3682,,1,,15463,,Compound at 1 uM was tested for the inhibition of radioligand [3H]LSD binding to recombinant human 5-hydroxytryptamine 7 receptor,B,,,,,,
3683,,1,,3805,,In vitro binding affinity against human 5-hydroxytryptamine 7 receptor at a concentration of 100 (nM),B,,,,,,
3684,,1,,5014,,Inhibition (at 1 uM) of radioligand [3H]LSD binding to human 5-hydroxytryptamine 7 receptor on HEK293 cells,B,,,,,,HEK293
3685,,1,,6491,,Affinity towards human 5-hydroxytryptamine 7 serotonin receptor,B,,,Homo sapiens,9606.0,,
3686,,1,,16190,,Binding affinity for 5-hydroxytryptamine 7 receptor human cloned receptors in CHO cells using [3H]5-HT,B,,,,,,CHO
3687,,1,,17066,,Binding affinity towards human 5-hydroxytryptamine 7 receptor,B,,,Homo sapiens,9606.0,,
3688,,1,,17066,,Displacement of [3H]5-HT from human 5-hydroxytryptamine 7 receptor,B,,,Homo sapiens,9606.0,,
3689,,1,,3555,,Binding affinity against 5-hydroxytryptamine 7 receptor,B,,,Homo sapiens,9606.0,,
3690,,1,,6588,,Binding affinity towards human 5-hydroxytryptamine 7 receptor by the displacement of [3H]-5-HT radioligand from the cloned receptor expressed in CHO cells,B,,,,,,CHO
3691,,1,,15463,,Binding affinity towards recombinant human 5-hydroxytryptamine 7 receptor was determined using [3H]LSD as radioligand,B,,,,,,
3692,,1,,6013,,Binding affinity towards 5-hydroxytryptamine 7 receptor,B,,,,,,
3693,,1,,16209,,Binding affinity towards human 5-hydroxytryptamine 7 receptor using [3H]5-HT as radioligand,B,,,,,,
3694,,1,,3935,,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 7 receptor,B,,,,,,
3695,,1,,15818,,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 7 receptor,B,,,,,,
3696,,1,,5014,,Binding affinity towards human 5-hydroxytryptamine 7 receptor on HEK293 cells using radioligand [3H]LSD,B,,,,,,HEK293
3697,,1,,16441,,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 7 receptor incubated with 1 nM [3H]LSD,B,,,,,,
3698,,1,,16441,,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 7 receptor incubated with 1 nM [3H]LSD; ND is No Data.,B,,,,,,
3699,,1,,4234,,In vitro binding affinity to human 5-hydroxytryptamine 7 receptor,B,,,Homo sapiens,9606.0,,
3700,,1,,17085,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 7 receptor,B,,,,,,
3701,,1,,17200,,Inhibitory constant against human 5-hydroxytryptamine 7 receptor using [3H]LSD radioligand,B,,,,,,
3702,,1,,17451,,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 7 receptor expressed in CHO cells using [3H]-LSD as radioligand; Not determined,B,,,,,,CHO
3703,,1,,17085,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 7 receptor; ND means not determined,B,,,,,,
3704,,1,,5104,,Binding affinity for human cloned 5-hydroxytryptamine 7 receptor,B,,,,,,
3705,,1,,5104,,Binding affinity for human cloned 5-hydroxytryptamine 7 receptor; Not tested,B,,,,,,
3706,,1,,5033,,Ability to displace the radioligand [3H]5-carboxyamidotryptamine ([3H]5-CT) from human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells,B,,,Homo sapiens,9606.0,,COS-7
3707,,1,,5486,,Ability to displace the radioligand [3H]5-carboximidotryptamine ([3H]-5-CT) from cloned human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells,B,,,,,,COS-7
3708,,1,,4540,,Binding affinity to human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]-5-CT as radioligand,B,,,Homo sapiens,9606.0,,HEK293
3709,,1,,6166,,Binding affinity at human cloned 5-hydroxytryptamine 7 receptor.,B,,,,,,
3710,,1,,17342,,Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor was determined in HEK293 cells using [3H]5-CT as radioligand,B,,,,,,HEK293
3711,,1,,17342,,Binding affinity towards human recombinant 5-hydroxytryptamine 7 receptor was determined using [3H]5-CT as radioligand,B,,,,,,
3712,,1,,17296,,Binding affinity against 5-hydroxytryptamine 7 human receptors,B,,,,,,
3713,,1,,16429,,Binding affinity to human recombinant 5-hydroxytryptamine 7 receptor in mammalian cells using [3H]5-CT as radioligand,B,,,,,,
3714,,1,,15779,,Binding affinity toward 5-hydroxytryptamine 7 receptor (human cloned receptor) in HEK 293 cells using [3H]-5-CT as radioligand.,B,,,,,,HEK293
3715,,1,,15779,,Binding affinity towards 5-hydroxytryptamine 7 receptor (a) (human cloned receptor) in HEK 293 cells using [3H]5-CT as radioligand.,B,,,,,,HEK293
3716,,1,,15779,,Binding affinity towards 5-hydroxytryptamine 7 receptor (human cloned receptor) in HEK 293 cells using [3H]5-CT as radioligand.,B,,,,,,HEK293
3717,,1,,15779,,Binding affinity towards 5-hydroxytryptamine 7 receptor (human cloned receptor) in HEK 293 cells using [3H]5-CT as radioligand.,B,,,,,,HEK293
3718,,1,,15779,,Binding affinity towards 5-hydroxytryptamine 7 receptor 7(a) (human cloned receptor in HEK 293 cells using [3H]5-CT as radioligand.,B,,,,,,HEK293
3719,,1,,17451,,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 7 receptor expressed in CHO cells using [3H]LSD as radioligand,B,,,,,,CHO
3720,,1,,4199,,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT as the radioligand (n=3),B,,,,,,HEK293
3721,,1,,4199,,Displacement of [3H]-5-CT from human 5-hydroxytryptamine 7 receptor expressed in HEK-293 cells,B,,,,,,HEK293
3722,,1,,4199,,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT as the radioligand(n=6),B,,,,,,HEK293
3723,,1,,3680,,Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor in HEK 293 cells,B,,,,,,HEK293
3724,,1,,3680,,Binding affinity towards human recombinant 5-hydroxytryptamine 7 receptor using [3H]5-CT as radioligand,B,,,,,,
3725,,1,,15316,,Compound was evaluated for its ability to displace [3H]5-CT binding from cloned human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells.,B,,,,,,COS-7
3726,,1,,15146,,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT,B,,,,,,HEK293
3727,,1,,5213,,Binding affinity for human cloned 5-hydroxytryptamine 7 receptor in HEK 293 using [3H]5-CT as a radioligand,B,,,,,,HEK293
3728,,1,,5213,,Compound was tested for its binding affinity in 5-hydroxytryptamine 7 receptor (using human cloned receptors in HEK 293 and [3H]5-CT as a radioligand ),B,,,,,,HEK293
3729,,1,,14818,,Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor expressed in HEK 293 cells using [3H]5-CT,B,,,Homo sapiens,9606.0,,HEK293
3730,,1,,14818,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 7 receptor expressed in HEK 293 cells using [3H]5-CT. ,B,,,,,,HEK293
3731,,1,,14818,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT.,B,,,,,,HEK293
3732,,1,,4829,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 7 receptor in HEK293 cells, using [3H]5-CT as radioligand",B,,,,,,HEK293
3733,,1,,17200,,Inhibitory constant against human 5-hydroxytryptamine 7 receptor using [3H]-LSD radioligand; Not determined,B,,,Homo sapiens,9606.0,,
3734,,1,,17066,,Binding affinity towards mouse 5-hydroxytryptamine 7 receptor was evaluated using [3H]5-HT as radioligand,B,,,Mus musculus,10090.0,,
3735,,1,,14025,,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 7 receptor in the endothelium denuded rabbit jugular vein.,B,,,Oryctolagus cuniculus,9986.0,,
3736,,1,,15250,,Compound was tested for the displacement of [3H]5-HT binding to cloned rat 5-hydroxytryptamine 7 receptor stably expressed in CHO cells,B,,,,,,CHO
3737,,1,,16372,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors at a concentration of 10000 nM,B,,,,,,CHO
3738,,1,,16372,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors at a concentration of 100 nM,B,,,,,,CHO
3739,,1,,16372,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors at a concentration of 1 nM,B,,,,,,CHO
3740,,1,,16372,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors by 10000 nM 5-HT.,B,,,,,,CHO
3741,,1,,16372,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors by 100 nM 5-HT.,B,,,,,,CHO
3742,,1,,16372,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors by 1 nM 5-HT,B,,,,,,CHO
3743,,1,,16372,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 10000 nM,B,,,,,,CHO
3744,,1,,16372,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 100 nM,B,,,,,,CHO
3745,,1,,16372,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 1 nM,B,,,,,,CHO
3746,,1,,16372,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 10000 nM 5-HT.,B,,,,,,CHO
3747,,1,,16372,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 100 nM 5-HT.,B,,,,,,CHO
3748,,1,,16372,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 1 nM 5-HT.,B,,,,,,CHO
3749,,1,,17066,,Binding affinity towards rat 5-hydroxytryptamine 7 receptor,B,,,,,,
3750,,1,,17066,,Binding affinity towards rat 5-hydroxytryptamine 7 receptor was evaluated using [3H]5-HT as radioligand,B,,,Rattus norvegicus,10116.0,,
3751,,1,,17386,,Binding affinity to the rat 5-hydroxytryptamine 7 receptor,B,,,,,,
3752,,1,,14423,,Binding affinity against 5-hydroxytryptamine 7 receptor using from CHO cell membranes [3H]5-HT as the radioligand.,B,,,,,,
3753,,1,,15874,,Binding affinity against Rat 5-hydroxytryptamine 7 receptor using [3H]5-HT,B,,,Rattus norvegicus,10116.0,,
3754,,1,,15874,,Displacement of [3H]5-HT from over-expressed rat 5-hydroxytryptamine 7 receptor,B,,,Rattus norvegicus,10116.0,,
3755,,1,,16372,,Displacement of [3H]5-HT from rat 5-hydroxytryptamine 7 receptor expressed in CHO cells,B,,,Rattus norvegicus,10116.0,,CHO
3756,,1,,4622,,In vitro binding affinity towards cloned rat 5-hydroxytryptamine 7 receptor using [3H]5-HT as radioligand,B,,,,,,
3757,,1,,15086,,The compound was tested for binding affinity against 5-hydroxytryptamine 7 receptor,B,,,,,,
3758,,1,,16372,,"Effect of compound on stimulation of cAMP production in CHO cells expressing rat 5-HT7 receptors at 1, 10, 100 1000 and 10000 nM conc; Not tested",B,,,,,,CHO
3759,,1,,16372,,"Effect of compound on stimulation of cAMP production in CHO cells expressing rat 5-HT7 receptors at 1, 10, 100 1000 and 10000 nM conc; not tested",B,,,,,,CHO
3760,,1,,16372,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 1 nM; not tested,B,,,,,,CHO
3761,,1,,16372,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 1 nM 5-HT; Not tested,B,,,,,,CHO
3762,2116.0,1,Ileum,17386,,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor desensitization,F,,,,,,
3763,2116.0,1,Ileum,17386,,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor nondesensitization,F,,,,,,
3764,2116.0,1,Ileum,17386,,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine receptor desensitization,F,,,,,,
3765,,1,,5831,Membranes,Inhibition of [3H]-5-CT binding to 5-hydroxytryptamine 7 receptor of rat cortical membranes,B,,,Rattus norvegicus,10116.0,,
3766,,1,,4342,,Binding affinity of compound towards serotonin 5-hydroxytryptamine 7 receptor was determined,B,,,,,,
3767,,1,,17319,,Binding affinity at rat 5-hydroxytryptamine 7 receptor.,B,,,,,,
3768,1898.0,1,Hypothalamus,17342,,Binding affinity towards 5-hydroxytryptamine receptor 7 on rat hypothalamus membranes using [3H]5-CT as radioligand.,B,,,,,,
3769,,1,,17342,,Binding affinity towards cloned rat 5-hydroxytryptamine 7 receptor was determined using [3H]5-HT as radioligand,B,,,,,,
3770,1898.0,1,Hypothalamus,3680,,Binding affinity against 5-hydroxytryptamine 7 receptor using [3H]-5-CT in rat hypothalamus membranes,B,,,,,,
3771,,1,,3680,,Binding affinity towards 5-hydroxytryptamine 7 receptor,B,,,,,,
3772,,1,,17319,,Agonistic activity against rat 5-HT7 adenyl cyclase expressed by HEK293 cells,F,,,Rattus norvegicus,10116.0,,HEK293
3773,,1,,17319,,Agonistic activity against rat 5-HT7 adenyl cyclase expressed in HEK293 cells; Active,F,,,Rattus norvegicus,10116.0,,HEK293
3774,,1,,17319,,Agonistic activity against rat 5-HT7-adenyl cyclase expressed by HEK293 cells; Active,F,,,Rattus norvegicus,10116.0,,HEK293
3775,,1,,4820,,Binding affinity towards 5-hydroxytryptamine 7 receptor,B,,,,,,
3776,,1,,4639,,Percentage of displacement at 5-hydroxytryptamine 7 receptor at 10e-8 M,B,,,,,,
3777,,1,,6011,,Inhibition of binding towards 5-hydroxytryptamine 7 receptor at 100 nM concentration,B,,,,,,
3778,,1,,17066,,Binding affinity towards human 5-hydroxytryptamine 7 receptor,B,,,Homo sapiens,9606.0,,
3779,,1,,17066,,Binding affinity of compound towards rodent 5-hydroxytryptamine 7 receptor,B,,,,,,
3780,,1,,17515,,Binding affinity of compound towards serotonin 5-hydroxytryptamine 7 receptor; inactive at 10 uM,B,,,,,,
3781,,1,,4373,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 7 receptor was determined,B,,,,,,
3782,,1,,17066,,Antagonistic activity towards 5-hydroxytryptamine 7 receptor was evaluated by cAMP assay,F,,,,,,
3783,,1,,4373,,Binding affinity for 5-hydroxytryptamine 7 receptor was determined,B,,,,,,
3784,,1,,4373,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 7 receptor was determined,B,,,,,,
3785,,1,,4687,,Evaluated for the binding affinity to 5-hydroxytryptamine 7 receptor,B,,,,,,
3786,,1,,17342,,Non-selective inhibitory activity was determined against 5-hydroxytryptamine 7 receptor,B,,,,,,
3787,,1,,16946,,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 7 receptor at concentration of 10e-6 M,B,,,,,,
3788,,1,,16946,,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 7 receptor at concentration of 10e-8 M,B,,,,,,
3789,,1,,16633,,Binding affinities against 5-hydroxytryptamine 7 receptor,B,,,,,,
3790,,1,,16633,,Binding affinities towards 5-hydroxytryptamine 7 receptor,B,,,,,,
3791,,1,,17066,,Binding affinity towards rodent 5-hydroxytryptamine 7 receptor,B,,,,,,
3792,,1,,16700,,The binding affinity towards 5-hydroxytryptamine 7 receptor; No affinity,B,,,,,,
3793,2116.0,1,Ileum,17386,,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor desensitization,B,,,,,,
3794,,1,,14080,,Compound was evaluated for the potency to inhibit oxidation of arachidonic acid by human recombinant 5-Lipoxygenase using a spectrophotometric assay,F,,,,,,
3795,,1,,14080,,Inhibition of oxidation of arachidonic acid by human 5-Lipoxygenase using spectrophotometric assay,F,,,Homo sapiens,9606.0,,
3796,,1,,409,,In vitro inhibition of human recombinant 5-lipoxygenase enzyme,B,,,,,,
3797,,1,,409,,In vitro inhibition of human recombinant lipoxygenase enzyme,B,,,,,,
3798,,1,,409,,In vitro inhibition of human recombinant lipoxygenase enzyme; No inhibition,B,,,,,,
3799,178.0,1,Blood,11090,,Inhibition of 5-lipoxygenase in human whole blood.,B,,,,,,
3800,178.0,1,Blood,11090,,Inhibition of 5-lipoxygenase in human whole blood.,B,,,,,,
3801,,1,,948,,Compound was tested for the inhibition of 5-lipoxygenase of human PMN stimulated by calcium ionophore A-23187 for the formation of 5-HETE,B,,,,,,
3802,,1,,948,,Compound was tested for the inhibition of 5-lipoxygenase of human PMN stimulated by calcium ionophore A-23187 for the formation of leukotriene B4 (LTB4),B,,,,,,
3803,,1,,13622,,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in human polymorphonuclear leukocytes.,F,,,,,,
