Fiscal year,Participatory development and good governance,Climate change adaptation (marker),CFLI (marker),Project number,Continent ID,Division ID,Organisation sub-class,Branch ID,Status,Continent name,Project Browser country ID,Organisation type,Children issues (marker),Knowledge for development (marker),Maximum CIDA contribution (project-level),Gender equality (marker),FSTC percent,ICT as a tool for development (marker),Bilateral aid (international marker),Enviromental sustainability (marker),IRTC percent,Sector percent,Sector name,Fund centre name,Regional program (marker),Section ID,PBA type,CIDA business delivery model (old),Branch name,Urban issues (marker),Organisation ID,Biodiversity (marker),Indigenous issues (marker),CountryRegion ID,Division name,Section name,Fund centre ID,Untied amount(Project-level budget),Programming process (new),Climate change mitigation (marker),Desertification (marker),Trade development (marker)
2009/2010,1,0,0,A033399002,3,D4100,PROFESSIONAL ASSOCIATION,B4100,Closed,Asia,NP,Canadian Non-Profit Making,0,0,2169045.31,2,1.0,0,1,0,0.0,0.2,Public sector policy and administrative management,Nepal,0,S4130,Not PBA,Directive,OGM Asia Pacific,0,1000208,0,0,NP,OAD Asia Programming,Philippines and Mongolia,4117,2169045.31,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033399002,3,D4100,COOPERATIVE,B4100,Closed,Asia,NP,Canadian Non-Profit Making,0,0,2169045.31,2,1.0,0,1,0,0.0,0.2,Public sector policy and administrative management,Nepal,0,S4130,Not PBA,Directive,OGM Asia Pacific,0,1000705,0,0,NP,OAD Asia Programming,Philippines and Mongolia,4117,2169045.31,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033399002,3,D4100,PROFESSIONAL ASSOCIATION,B4100,Closed,Asia,NP,Canadian Non-Profit Making,0,0,2169045.31,2,1.0,0,1,0,0.0,0.8,Elections,Nepal,0,S4130,Not PBA,Directive,OGM Asia Pacific,0,1000208,0,0,NP,OAD Asia Programming,Philippines and Mongolia,4117,2169045.31,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033399002,3,D4100,COOPERATIVE,B4100,Closed,Asia,NP,Canadian Non-Profit Making,0,0,2169045.31,2,1.0,0,1,0,0.0,0.8,Elections,Nepal,0,S4130,Not PBA,Directive,OGM Asia Pacific,0,1000705,0,0,NP,OAD Asia Programming,Philippines and Mongolia,4117,2169045.31,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033399003,3,D4100,FEDERAL,B4100,Closed,Asia,NP,Canadian Non-Profit Making,0,0,2408989.59,2,1.0,0,1,0,0.0,0.2,Public sector policy and administrative management,Nepal,0,S4130,Not PBA,Directive,OGM Asia Pacific,0,10050,0,0,NP,OAD Asia Programming,Philippines and Mongolia,4117,2408989.59,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033399003,3,D4100,FEDERAL,B4100,Closed,Asia,NP,Canadian Non-Profit Making,0,0,2408989.59,2,1.0,0,1,0,0.0,0.8,Elections,Nepal,0,S4130,Not PBA,Directive,OGM Asia Pacific,0,10050,0,0,NP,OAD Asia Programming,Philippines and Mongolia,4117,2408989.59,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033399004,3,D4100,ASSOCIATIONS,B4100,Closed,Asia,NP,Canadian Non-Profit Making,0,0,179326.65,2,1.0,0,1,0,0.0,0.2,Public sector policy and administrative management,Nepal,0,S4130,Not PBA,Directive,OGM Asia Pacific,0,1014722,0,0,NP,OAD Asia Programming,Philippines and Mongolia,4117,179326.65,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033399004,3,D4100,ASSOCIATIONS,B4100,Closed,Asia,NP,Canadian Non-Profit Making,0,0,179326.65,2,1.0,0,1,0,0.0,0.8,Elections,Nepal,0,S4130,Not PBA,Directive,OGM Asia Pacific,0,1014722,0,0,NP,OAD Asia Programming,Philippines and Mongolia,4117,179326.65,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033400001,2,D4270,CROWN CORPORATIONS,B4200,Closed,Africa,MW,Foreign Non-Profit Making,2,0,4875425.0,2,1.0,1,1,0,0.0,0.5,Education facilities and training,Malawi,0,S4271,Not PBA,Responsive,WGM Sub-Saharan Africa,0,1011689,0,0,MW,WED Southern & Eastern Africa,Mozambique Program,4280,4875425.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033400001,2,D4270,CROWN CORPORATIONS,B4200,Closed,Africa,MW,Foreign Non-Profit Making,2,0,4875425.0,2,1.0,1,1,0,0.0,0.5,Teacher training,Malawi,0,S4271,Not PBA,Responsive,WGM Sub-Saharan Africa,0,1011689,0,0,MW,WED Southern & Eastern Africa,Mozambique Program,4280,4875425.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033401001,3,D4100,CONSULTING SERVICES,B4100,Closed,Asia,AF,Canadian Profit Making,0,0,5076679.01,2,1.0,0,1,0,0.0,1.0,Agricultural policy and administrative management,Afghanistan,0,S4141,Not PBA,Directive,OGM Asia Pacific,0,1013306,0,0,AF,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,5076679.01,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033402001,3,D4100,FEDERAL,B4100,Closed,Asia,BD,Canadian Non-Profit Making,0,0,12065264.69,0,0.0,0,1,0,0.0,0.2,Medical research,Bangladesh,0,S4122,Pooled funding,Core Funding,OGM Asia Pacific,0,10050,0,0,BD,OAD Asia Programming,Bangladesh Section,4122,12065264.69,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033402001,3,D4100,CONSULTING SERVICES,B4100,Closed,Asia,BD,Canadian Profit Making,0,0,12065264.69,0,0.0,0,1,0,0.0,0.2,Medical research,Bangladesh,0,S4122,Pooled funding,Core Funding,OGM Asia Pacific,0,1011711,0,0,BD,OAD Asia Programming,Bangladesh Section,4122,12065264.69,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033402001,3,D4100,FEDERAL,B4100,Closed,Asia,BD,Canadian Non-Profit Making,0,0,12065264.69,0,0.0,0,1,0,0.0,0.2,Basic health care,Bangladesh,0,S4122,Pooled funding,Core Funding,OGM Asia Pacific,0,10050,0,0,BD,OAD Asia Programming,Bangladesh Section,4122,12065264.69,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033402001,3,D4100,CONSULTING SERVICES,B4100,Closed,Asia,BD,Canadian Profit Making,0,0,12065264.69,0,0.0,0,1,0,0.0,0.2,Basic health care,Bangladesh,0,S4122,Pooled funding,Core Funding,OGM Asia Pacific,0,1011711,0,0,BD,OAD Asia Programming,Bangladesh Section,4122,12065264.69,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033402001,3,D4100,FEDERAL,B4100,Closed,Asia,BD,Canadian Non-Profit Making,0,0,12065264.69,0,0.0,0,1,0,0.0,0.1,Basic nutrition,Bangladesh,0,S4122,Pooled funding,Core Funding,OGM Asia Pacific,0,10050,0,0,BD,OAD Asia Programming,Bangladesh Section,4122,12065264.69,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033402001,3,D4100,CONSULTING SERVICES,B4100,Closed,Asia,BD,Canadian Profit Making,0,0,12065264.69,0,0.0,0,1,0,0.0,0.1,Basic nutrition,Bangladesh,0,S4122,Pooled funding,Core Funding,OGM Asia Pacific,0,1011711,0,0,BD,OAD Asia Programming,Bangladesh Section,4122,12065264.69,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033402001,3,D4100,FEDERAL,B4100,Closed,Asia,BD,Canadian Non-Profit Making,0,0,12065264.69,0,0.0,0,1,0,0.0,0.1,Infectious disease control,Bangladesh,0,S4122,Pooled funding,Core Funding,OGM Asia Pacific,0,10050,0,0,BD,OAD Asia Programming,Bangladesh Section,4122,12065264.69,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033402001,3,D4100,CONSULTING SERVICES,B4100,Closed,Asia,BD,Canadian Profit Making,0,0,12065264.69,0,0.0,0,1,0,0.0,0.1,Infectious disease control,Bangladesh,0,S4122,Pooled funding,Core Funding,OGM Asia Pacific,0,1011711,0,0,BD,OAD Asia Programming,Bangladesh Section,4122,12065264.69,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033402001,3,D4100,FEDERAL,B4100,Closed,Asia,BD,Canadian Non-Profit Making,0,0,12065264.69,0,0.0,0,1,0,0.0,0.1,Health personnel development,Bangladesh,0,S4122,Pooled funding,Core Funding,OGM Asia Pacific,0,10050,0,0,BD,OAD Asia Programming,Bangladesh Section,4122,12065264.69,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033402001,3,D4100,CONSULTING SERVICES,B4100,Closed,Asia,BD,Canadian Profit Making,0,0,12065264.69,0,0.0,0,1,0,0.0,0.1,Health personnel development,Bangladesh,0,S4122,Pooled funding,Core Funding,OGM Asia Pacific,0,1011711,0,0,BD,OAD Asia Programming,Bangladesh Section,4122,12065264.69,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033402001,3,D4100,FEDERAL,B4100,Closed,Asia,BD,Canadian Non-Profit Making,0,0,12065264.69,0,0.0,0,1,0,0.0,0.1,Reproductive health care,Bangladesh,0,S4122,Pooled funding,Core Funding,OGM Asia Pacific,0,10050,0,0,BD,OAD Asia Programming,Bangladesh Section,4122,12065264.69,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033402001,3,D4100,CONSULTING SERVICES,B4100,Closed,Asia,BD,Canadian Profit Making,0,0,12065264.69,0,0.0,0,1,0,0.0,0.1,Reproductive health care,Bangladesh,0,S4122,Pooled funding,Core Funding,OGM Asia Pacific,0,1011711,0,0,BD,OAD Asia Programming,Bangladesh Section,4122,12065264.69,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033402001,3,D4100,FEDERAL,B4100,Closed,Asia,BD,Canadian Non-Profit Making,0,0,12065264.69,0,0.0,0,1,0,0.0,0.1,Family planning,Bangladesh,0,S4122,Pooled funding,Core Funding,OGM Asia Pacific,0,10050,0,0,BD,OAD Asia Programming,Bangladesh Section,4122,12065264.69,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033402001,3,D4100,CONSULTING SERVICES,B4100,Closed,Asia,BD,Canadian Profit Making,0,0,12065264.69,0,0.0,0,1,0,0.0,0.1,Family planning,Bangladesh,0,S4122,Pooled funding,Core Funding,OGM Asia Pacific,0,1011711,0,0,BD,OAD Asia Programming,Bangladesh Section,4122,12065264.69,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033402001,3,D4100,FEDERAL,B4100,Closed,Asia,BD,Canadian Non-Profit Making,0,0,12065264.69,0,0.0,0,1,0,0.0,0.1,STD control including HIV/AIDS,Bangladesh,0,S4122,Pooled funding,Core Funding,OGM Asia Pacific,0,10050,0,0,BD,OAD Asia Programming,Bangladesh Section,4122,12065264.69,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033402001,3,D4100,CONSULTING SERVICES,B4100,Closed,Asia,BD,Canadian Profit Making,0,0,12065264.69,0,0.0,0,1,0,0.0,0.1,STD control including HIV/AIDS,Bangladesh,0,S4122,Pooled funding,Core Funding,OGM Asia Pacific,0,1011711,0,0,BD,OAD Asia Programming,Bangladesh Section,4122,12065264.69,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033408001,3,D4100,NGO,B4100,Closed,Asia,PK,Canadian Non-Profit Making,0,0,2442000.0,2,0.5,0,1,0,0.0,0.08,Teacher training,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,1000499,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,2442000.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033408001,3,D4100,NGO,B4100,Closed,Asia,PK,Canadian Non-Profit Making,0,0,2442000.0,2,0.5,0,1,0,0.0,0.1,Primary education,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,1000499,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,2442000.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033408001,3,D4100,NGO,B4100,Closed,Asia,PK,Canadian Non-Profit Making,0,0,2442000.0,2,0.5,0,1,0,0.0,0.07,Basic life skills for youth and adults,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,1000499,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,2442000.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033408001,3,D4100,NGO,B4100,Closed,Asia,PK,Canadian Non-Profit Making,0,0,2442000.0,2,0.5,0,1,0,0.0,0.2,Agricultural policy and administrative management,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,1000499,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,2442000.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033408001,3,D4100,NGO,B4100,Closed,Asia,PK,Canadian Non-Profit Making,0,0,2442000.0,2,0.5,0,1,0,0.0,0.5,Reconstruction relief and rehabilitation,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,1000499,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,2442000.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033408001,3,D4100,NGO,B4100,Closed,Asia,PK,Canadian Non-Profit Making,0,0,2442000.0,2,0.5,0,1,0,0.0,0.05,Disaster prevention and preparedness,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,1000499,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,2442000.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033416001,3,D4100,NGO,B4100,Closed,Asia,IN,Canadian Non-Profit Making,0,0,891634.0,1,0.65,0,1,0,0.0,0.06,Social/welfare services,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,1000806,0,0,IN,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033416001,3,D4100,NGO,B4100,Closed,Asia,IN,Canadian Non-Profit Making,0,0,891634.0,1,0.65,0,1,0,0.0,0.3,Agricultural policy and administrative management,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,1000806,0,0,IN,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033416001,3,D4100,NGO,B4100,Closed,Asia,IN,Canadian Non-Profit Making,0,0,891634.0,1,0.65,0,1,0,0.0,0.35,Reconstruction relief and rehabilitation,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,1000806,0,0,IN,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033416001,3,D4100,NGO,B4100,Closed,Asia,IN,Canadian Non-Profit Making,0,0,891634.0,1,0.65,0,1,0,0.0,0.29,Disaster prevention and preparedness,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,1000806,0,0,IN,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033417001,3,D4100,NGO,B4100,Closed,Asia,PK,Canadian Non-Profit Making,0,0,805275.0,0,0.0,0,1,0,0.0,1.0,Reconstruction relief and rehabilitation,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,1013326,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033419001,2,D4207,FEDERAL,B4200,Closed,Africa,GH,Foreign Non-Profit Making,1,1,99724217.0,2,0.0,0,1,2,0.0,0.24,Primary education,Ghana,0,S4253,General budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,1,GH,WWD West & Central Africa,Ghana Program Section,4254,99724217.0,Uncoded: Pre-APP,0,1,1
2009/2010,1,0,0,A033419001,2,D4207,FEDERAL,B4200,Closed,Africa,GH,Foreign Non-Profit Making,1,1,99724217.0,2,0.0,0,1,2,0.0,0.1,Basic health care,Ghana,0,S4253,General budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,1,GH,WWD West & Central Africa,Ghana Program Section,4254,99724217.0,Uncoded: Pre-APP,0,1,1
2009/2010,1,0,0,A033419001,2,D4207,FEDERAL,B4200,Closed,Africa,GH,Foreign Non-Profit Making,1,1,99724217.0,2,0.0,0,1,2,0.0,0.02,Basic nutrition,Ghana,0,S4253,General budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,1,GH,WWD West & Central Africa,Ghana Program Section,4254,99724217.0,Uncoded: Pre-APP,0,1,1
2009/2010,1,0,0,A033419001,2,D4207,FEDERAL,B4200,Closed,Africa,GH,Foreign Non-Profit Making,1,1,99724217.0,2,0.0,0,1,2,0.0,0.02,Basic drinking water supply,Ghana,0,S4253,General budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,1,GH,WWD West & Central Africa,Ghana Program Section,4254,99724217.0,Uncoded: Pre-APP,0,1,1
2009/2010,1,0,0,A033419001,2,D4207,FEDERAL,B4200,Closed,Africa,GH,Foreign Non-Profit Making,1,1,99724217.0,2,0.0,0,1,2,0.0,0.01,Basic sanitation,Ghana,0,S4253,General budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,1,GH,WWD West & Central Africa,Ghana Program Section,4254,99724217.0,Uncoded: Pre-APP,0,1,1
2009/2010,1,0,0,A033419001,2,D4207,FEDERAL,B4200,Closed,Africa,GH,Foreign Non-Profit Making,1,1,99724217.0,2,0.0,0,1,2,0.0,0.02,Public sector policy and administrative management,Ghana,0,S4253,General budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,1,GH,WWD West & Central Africa,Ghana Program Section,4254,99724217.0,Uncoded: Pre-APP,0,1,1
2009/2010,1,0,0,A033419001,2,D4207,FEDERAL,B4200,Closed,Africa,GH,Foreign Non-Profit Making,1,1,99724217.0,2,0.0,0,1,2,0.0,0.05,Decentralisation and support to subnational government,Ghana,0,S4253,General budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,1,GH,WWD West & Central Africa,Ghana Program Section,4254,99724217.0,Uncoded: Pre-APP,0,1,1
2009/2010,1,0,0,A033419001,2,D4207,FEDERAL,B4200,Closed,Africa,GH,Foreign Non-Profit Making,1,1,99724217.0,2,0.0,0,1,2,0.0,0.02,Social/welfare services,Ghana,0,S4253,General budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,1,GH,WWD West & Central Africa,Ghana Program Section,4254,99724217.0,Uncoded: Pre-APP,0,1,1
2009/2010,1,0,0,A033419001,2,D4207,FEDERAL,B4200,Closed,Africa,GH,Foreign Non-Profit Making,1,1,99724217.0,2,0.0,0,1,2,0.0,0.05,Multi-sector aid for basic social services,Ghana,0,S4253,General budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,1,GH,WWD West & Central Africa,Ghana Program Section,4254,99724217.0,Uncoded: Pre-APP,0,1,1
2009/2010,1,0,0,A033419001,2,D4207,FEDERAL,B4200,Closed,Africa,GH,Foreign Non-Profit Making,1,1,99724217.0,2,0.0,0,1,2,0.0,0.05,Road transport,Ghana,0,S4253,General budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,1,GH,WWD West & Central Africa,Ghana Program Section,4254,99724217.0,Uncoded: Pre-APP,0,1,1
2009/2010,1,0,0,A033419001,2,D4207,FEDERAL,B4200,Closed,Africa,GH,Foreign Non-Profit Making,1,1,99724217.0,2,0.0,0,1,2,0.0,0.06,Energy policy and administrative management,Ghana,0,S4253,General budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,1,GH,WWD West & Central Africa,Ghana Program Section,4254,99724217.0,Uncoded: Pre-APP,0,1,1
2009/2010,1,0,0,A033419001,2,D4207,FEDERAL,B4200,Closed,Africa,GH,Foreign Non-Profit Making,1,1,99724217.0,2,0.0,0,1,2,0.0,0.1,Agricultural development,Ghana,0,S4253,General budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,1,GH,WWD West & Central Africa,Ghana Program Section,4254,99724217.0,Uncoded: Pre-APP,0,1,1
2009/2010,1,0,0,A033419001,2,D4207,FEDERAL,B4200,Closed,Africa,GH,Foreign Non-Profit Making,1,1,99724217.0,2,0.0,0,1,2,0.0,0.05,Food crop production,Ghana,0,S4253,General budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,1,GH,WWD West & Central Africa,Ghana Program Section,4254,99724217.0,Uncoded: Pre-APP,0,1,1
2009/2010,1,0,0,A033419001,2,D4207,FEDERAL,B4200,Closed,Africa,GH,Foreign Non-Profit Making,1,1,99724217.0,2,0.0,0,1,2,0.0,0.02,Agricultural extension,Ghana,0,S4253,General budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,1,GH,WWD West & Central Africa,Ghana Program Section,4254,99724217.0,Uncoded: Pre-APP,0,1,1
2009/2010,1,0,0,A033419001,2,D4207,FEDERAL,B4200,Closed,Africa,GH,Foreign Non-Profit Making,1,1,99724217.0,2,0.0,0,1,2,0.0,0.02,Environmental policy and administrative management,Ghana,0,S4253,General budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,1,GH,WWD West & Central Africa,Ghana Program Section,4254,99724217.0,Uncoded: Pre-APP,0,1,1
2009/2010,1,0,0,A033419001,2,D4207,FEDERAL,B4200,Closed,Africa,GH,Foreign Non-Profit Making,1,1,99724217.0,2,0.0,0,1,2,0.0,0.17,Multisector aid,Ghana,0,S4253,General budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,1,GH,WWD West & Central Africa,Ghana Program Section,4254,99724217.0,Uncoded: Pre-APP,0,1,1
2009/2010,1,0,0,A033419002,2,D4207,FEDERAL,B4200,Terminating,Africa,GH,Foreign Non-Profit Making,1,0,109545796.0,2,0.0,0,1,2,0.0,0.05,Basic nutrition,Ghana,0,S4253,Sectoral budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,0,GH,WWD West & Central Africa,Ghana Program Section,4254,109545796.0,Uncoded: Pre-APP,0,1,0
2009/2010,1,0,0,A033419002,2,D4207,FEDERAL,B4200,Terminating,Africa,GH,Foreign Non-Profit Making,1,0,109545796.0,2,0.0,0,1,2,0.0,0.1,Agricultural policy and administrative management,Ghana,0,S4253,Sectoral budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,0,GH,WWD West & Central Africa,Ghana Program Section,4254,109545796.0,Uncoded: Pre-APP,0,1,0
2009/2010,1,0,0,A033419002,2,D4207,FEDERAL,B4200,Terminating,Africa,GH,Foreign Non-Profit Making,1,0,109545796.0,2,0.0,0,1,2,0.0,0.1,Agricultural development,Ghana,0,S4253,Sectoral budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,0,GH,WWD West & Central Africa,Ghana Program Section,4254,109545796.0,Uncoded: Pre-APP,0,1,0
2009/2010,1,0,0,A033419002,2,D4207,FEDERAL,B4200,Terminating,Africa,GH,Foreign Non-Profit Making,1,0,109545796.0,2,0.0,0,1,2,0.0,0.05,Agricultural land resources,Ghana,0,S4253,Sectoral budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,0,GH,WWD West & Central Africa,Ghana Program Section,4254,109545796.0,Uncoded: Pre-APP,0,1,0
2009/2010,1,0,0,A033419002,2,D4207,FEDERAL,B4200,Terminating,Africa,GH,Foreign Non-Profit Making,1,0,109545796.0,2,0.0,0,1,2,0.0,0.05,Agricultural water resources,Ghana,0,S4253,Sectoral budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,0,GH,WWD West & Central Africa,Ghana Program Section,4254,109545796.0,Uncoded: Pre-APP,0,1,0
2009/2010,1,0,0,A033419002,2,D4207,FEDERAL,B4200,Terminating,Africa,GH,Foreign Non-Profit Making,1,0,109545796.0,2,0.0,0,1,2,0.0,0.05,Agricultural inputs,Ghana,0,S4253,Sectoral budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,0,GH,WWD West & Central Africa,Ghana Program Section,4254,109545796.0,Uncoded: Pre-APP,0,1,0
2009/2010,1,0,0,A033419002,2,D4207,FEDERAL,B4200,Terminating,Africa,GH,Foreign Non-Profit Making,1,0,109545796.0,2,0.0,0,1,2,0.0,0.1,Food crop production,Ghana,0,S4253,Sectoral budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,0,GH,WWD West & Central Africa,Ghana Program Section,4254,109545796.0,Uncoded: Pre-APP,0,1,0
2009/2010,1,0,0,A033419002,2,D4207,FEDERAL,B4200,Terminating,Africa,GH,Foreign Non-Profit Making,1,0,109545796.0,2,0.0,0,1,2,0.0,0.05,Industrial crops/export crops,Ghana,0,S4253,Sectoral budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,0,GH,WWD West & Central Africa,Ghana Program Section,4254,109545796.0,Uncoded: Pre-APP,0,1,0
2009/2010,1,0,0,A033419002,2,D4207,FEDERAL,B4200,Terminating,Africa,GH,Foreign Non-Profit Making,1,0,109545796.0,2,0.0,0,1,2,0.0,0.05,Livestock,Ghana,0,S4253,Sectoral budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,0,GH,WWD West & Central Africa,Ghana Program Section,4254,109545796.0,Uncoded: Pre-APP,0,1,0
2009/2010,1,0,0,A033419002,2,D4207,FEDERAL,B4200,Terminating,Africa,GH,Foreign Non-Profit Making,1,0,109545796.0,2,0.0,0,1,2,0.0,0.1,Agricultural extension,Ghana,0,S4253,Sectoral budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,0,GH,WWD West & Central Africa,Ghana Program Section,4254,109545796.0,Uncoded: Pre-APP,0,1,0
2009/2010,1,0,0,A033419002,2,D4207,FEDERAL,B4200,Terminating,Africa,GH,Foreign Non-Profit Making,1,0,109545796.0,2,0.0,0,1,2,0.0,0.1,Agricultural education/training,Ghana,0,S4253,Sectoral budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,0,GH,WWD West & Central Africa,Ghana Program Section,4254,109545796.0,Uncoded: Pre-APP,0,1,0
2009/2010,1,0,0,A033419002,2,D4207,FEDERAL,B4200,Terminating,Africa,GH,Foreign Non-Profit Making,1,0,109545796.0,2,0.0,0,1,2,0.0,0.05,Agricultural research,Ghana,0,S4253,Sectoral budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,0,GH,WWD West & Central Africa,Ghana Program Section,4254,109545796.0,Uncoded: Pre-APP,0,1,0
2009/2010,1,0,0,A033419002,2,D4207,FEDERAL,B4200,Terminating,Africa,GH,Foreign Non-Profit Making,1,0,109545796.0,2,0.0,0,1,2,0.0,0.1,Agricultural services,Ghana,0,S4253,Sectoral budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,0,GH,WWD West & Central Africa,Ghana Program Section,4254,109545796.0,Uncoded: Pre-APP,0,1,0
2009/2010,1,0,0,A033419002,2,D4207,FEDERAL,B4200,Terminating,Africa,GH,Foreign Non-Profit Making,1,0,109545796.0,2,0.0,0,1,2,0.0,0.05,Plant and post-harvest protection and pest control,Ghana,0,S4253,Sectoral budget support,Core Funding,WGM Sub-Saharan Africa,1,1005372,1,0,GH,WWD West & Central Africa,Ghana Program Section,4254,109545796.0,Uncoded: Pre-APP,0,1,0
2009/2010,1,0,0,A033419003,2,D4207,FEDERAL,B4200,Operational,Africa,GH,Foreign Non-Profit Making,1,0,80000000.0,0,1.0,0,1,2,0.0,0.2,Water sector policy and administrative management,Ghana,0,S4253,Other PBA,Directive,WGM Sub-Saharan Africa,0,1005372,0,0,GH,WWD West & Central Africa,Ghana Program Section,4254,80000000.0,Uncoded: Pre-APP,0,1,0
