id,Style,ABV,Beer_Name,Brew_Factory_Name
1909,Irish Ale,5 %,Ghost River Riverbank Red,Ghost River Brewing &#40; Roma Pomodori &#41;
1910,Berliner Weisse,4.90 %,7venth Sun Midnight Moonlight - Blood Orange Mimosa,7venth Sun Brewery
1911,Amber Ale,7.50 %,Proof Abandoned Planet Imperial Red Ale,Proof Brewing Company
1912,Amber Ale,6.66 %,AleSmith Evil Dead Red,AleSmith Brewing Company
1913,Sour/Wild Ale,7.10 %,Ass Clown Salted Ginger Black Sour,Ass Clown Brewing Company
1914,Amber Ale,-,Fox & Hounds Redtail Ale,Fox & Hounds Brewpub ( Malt House Brewing Co. )
1915,Amber Ale,4.80 %,Naked City McGuffin Amber Ale,Naked City Brewing
1916,Dunkel/Tmav Ã 1/2,4.10 %,Base Camp Uncommon Ground Dunkel,Base Camp Brewing Company
1917,American Strong Ale,8.50 %,Vice District Fire Mouth Red,Vice District Brewing Company
1918,Session IPA,4.50 %,Coronado Shrunken Head Red,Coronado Brewing Company
1919,Amber Ale,-,Little Egypt Red Ale,Carbondale Craft Beer
1920,Fruit Beer,6.66 %,Arrowhead RedRum Rhubarb Rye-P-A,Arrowhead Brewing
1921,Specialty Grain,10 %,Chapman_s Red RYEding Hood,Chapman_s Brewing Company
1922,Amber Ale,-,5 Seasons North Amber Alert,5 Seasons North
1923,Amber Ale,-,Grays Rathskeller Amber Ale,Grays Brewing Company
1924,Irish Ale,-,Genesis Red Ale,Olympic Brewery
1925,Amber Ale,8.20 %,Pig Minds Cherry Pippins,Pig Minds Brewing Co. .
1926,Amber Ale,4.60 %,Jacobsen Red Christmas Ale,Husbryggeriet Jacobsen &#40; Carlsberg &#41;
1927,Oktoberfest/M Ã $ rzen,-,_ s Antla Festbier,_ s Antla
1928,Amber Ale,6.73 %,Raised Grain Spring City Amber,Raised Grain Brewing Company
1929,Cider,5 %,La BolÃ © e Bretonne Cidre Bouche Bio Brut,Les Celliers AssociÃ © s
1930,American Strong Ale,9 %,Atwater 1936,Atwater Block Brewery
1931,American Strong Ale,7.80 %,Bier Brewery Megalodon,Bier Brewery
1932,Mead,12 %,Honeydew Apiaries The Golden Drop,Honeydew Apiaries
1933,Amber Ale,5.80 %,Binckse Belofte,Gulden Spoor
1934,American Strong Ale,8.30 %,Spring House Atomic Raygun Imperial Red Ale,Spring House Brewing Company
1935,Bitter,4.20 %,Aylesbury Red Right Hand,Aylesbury
1936,Amber Ale,6.20 %,16 Mile Regal Eagle,16 Mile Brewing Company
1937,Amber Ale,-,Indianapolis Duesseldorfer Amber Ale,Indianapolis Brewing Co. .
1938,Bitter,4.10 %,Dunham Massey Ruby Sunset,Dunham Massey
1939,Dunkel/Tmav Ã 1/2,5.70 %,_ atec Xantho &#40; Dark Lager &#41;,_ ateckÃ 1/2 Pivovar &#40; Carlsberg &#41;
1940,Belgian Ale,5.50 %,Twents Amber,Twentse Bierbrouwerij
1941,Amber Ale,4.60 %,Picaroons Parcel of Rogues,Northampton Brewing Co. &#40; NB &#41;
1942,Imperial Stout,9 %,Church-Key Riot Act Imperial Stout,Church-Key Brewing
1943,Porter,-,_ ampion Crno,Vr_a &#269; ka Pivara
1944,Amber Ale,5.60 %,13 Virtues Rip City Red,13 Virtues Brewing Company
1945,Amber Ale,9.40 %,Adroit Theory Harbinger Redux 2.0,Adroit Theory Brewing Company
1946,Amber Ale,6.30 %,At Large Alibi Amber,At Large Brewing
1947,Amber Ale,5.20 %,Boxing Cat / Great Leap Yunnan Amber,Boxing Cat Brewery
1948,Amber Ale,5.40 %,Carolina Brewery Copperline Amber Ale,Carolina Brewery
1949,Golden Ale/Blond Ale,4.60 %,Jaw Glide,Jaw Brew
1950,Amber Ale,6 %,Coalition Mutual Fermentation,Coalition Brewing
1951,Irish Ale,7.15 %,Barley Johns Wretched Red Ale,Barley Johns Brew Pub
1952,Brown Ale,5 %,AleSmith Nut Brown Ale - Vietnamese Coffee,AleSmith Brewing Company
1953,Cream Ale,-,Chatham Summer Hummer,Chatham Brewing
1954,Irish Ale,5.80 %,Lake Charlevoix Round Lake Red,Lake Charlevoix Brewing Company
1955,Amber Ale,-,Flat 12 Barrel Aged Moustache Ride Red,Flat 12 Bierwerks
1956,Amber Ale,4.30 %,Sycamore Jubilee Session Amber,Sycamore Brewing
1957,Spice/Herb/Vegetable,7.90 %,Oliphant Ant Ray Cow Pants,Oliphant Brewing Company
1958,Golden Ale/Blond Ale,4.70 %,Appalachian Mountain Honey Badger Blonde,Appalachian Mountain Brewery
1959,Amber Ale,5.20 %,_ La FÃ '' t Rouquine,_ La FÃ '' t
1960,Irish Ale,-,Man Cave Papakeechie_s Reserve,Man Cave Brewing Company
1961,American Pale Ale,5.60 %,Elysian Men_s Room Original Red,Elysian Brewing &#40; AB-InBev &#41;
1962,English Strong Ale,7.50 %,Crannog Wobbly Toddler Red Milk Ale,Crannog Ales
1963,Specialty Grain,6.30 %,Bistronomy Ol _ Yelper Red,Bistronomy B2B
1964,Amber Ale,7.30 %,Block 15 Millennium Falcon,Block 15 Brewery
1965,American Strong Ale,7.90 %,13 Virtues 21st Anniversary Double Red,13 Virtues Brewing Company
1966,Golden Ale/Blond Ale,5.50 %,Pitchfork Hudson Honey Bee Blonde,Pitchfork Brewing Company
1967,Amber Ale,5.40 %,Triton Magnificent Amber,Triton Brewing Company
1968,Amber Ale,5.20 %,Rusty Nickel On The Border Amber Porter,Rusty Nickel Brewing Company
1969,Amber Ale,7.10 %,Cabinet Mountain Ross Creek Red Ale,Cabinet Mountain Brewing Company
1970,Irish Ale,6 %,Catawba Island McFadden Red Ale,Catawba Island Brewing Company
1971,Stout,-,1516 Eegit Yakima Stout,1516 Brewing Company
1972,Spice/Herb/Vegetable,6 %,BiÃ ¨ res d_Anjou La Piautre Rousse,La Fabrique des BiÃ ¨ res d_Anjou
1973,American Strong Ale,8.50 %,AleSmith YuleSmith &#40; Winter &#41; Imperial Red Ale,AleSmith Brewing Company
1974,Amber Ale,6.70 %,10 Barrel Project Failed Red Ale,10 Barrel Brewing &#40; AB InBev &#41;
1975,Amber Ale,5.50 %,Black Forest Whistle Stop Amber Ale,Black Forest Brewery
1976,KÃ ¶ lsch,5.90 %,Fire Mountain Brew House Carlton KÃ ¶ lsch,Fire Mountain Brew House
1977,Amber Ale,-,Blue Tractor Red Barn Ale,Blue Tractor BBQ & Brewery
1978,Amber Ale,6 %,G.G. Brewers Amberly Eyes,G.G. Brewers
1979,Fruit Beer,-,_ l_Abri de la TempÃªte Palabre de la Gourmande,_ l_Abri de la TempÃªte
1980,Amber Ale,5.50 %,Maritime Pacific Nightwatch Dark Amber Ale,Maritime Pacific Brewing Co. .
1981,Amber Ale,7.20 %,Chilly Water Buddy_s Hop Harvest Red Ale,Chilly Water Brewing Company
1982,Amber Ale,4.50 %,Waddell_s Fireman_s Amber Ale,Waddell_s Brewing Company
1983,Belgian Ale,-,Pizza Port Acacia Amber Ale,Pizza Port &#40; Solana Beach &#41;
1984,Irish Ale,5.30 %,Le Prospecteur Rousse du Prospecteur,Microbrasserie Le Prospecteur
1985,Amber Ale,5 %,Forstner Das Rote,Handbrauerei Forstner
1986,Amber Ale,4.90 %,Redline Radio Banter,Redline Brewhouse
1987,Amber Lager/Vienna,-,5 Seasons Westside Freudian Slip Vienna Lager,5 Seasons Westside
1988,Altbier,4.60 %,Argyle Alter Your Brew Altbier,Argyle Brewing Company
1989,American Pale Ale,6.70 %,5 Rabbit 5 Grass with Valencia Oranges Orange Blossom and Chamomile,5 Rabbit Cerveceria
1990,Amber Ale,6.20 %,Ego Forhekset Prinsesse,Ego Brygghus
1991,Bitter,3.80 %,Festival Amber,Festival
1992,Amber Ale,5.50 %,Echigo Premium Red Ale,Echigo Beer Company
1993,Amber Ale,5.50 %,Sugar Ridge Johnny Danger Copper Ale,Sugar Ridge Brewery
1994,Amber Ale,6.50 %,21st Amendment North Star Red Ale,21st Amendment Brewery
1995,Amber Ale,5.20 %,Charlevoix CuvÃ © e Les Petits Brasseurs,Microbrasserie Charlevoix / Le Saint Pub
1996,Amber Ale,4.60 %,Amsterdam Brewboys Hop Riot Amber Ale,De Noord-Hollandse Bierbrouwerij
1997,American Pale Ale,5.50 %,HBH Rubia,HBH ( _ uÃ ± oa )
1998,Mild Ale,4.80 %,ZwanzigZ English Ruby Mild,ZwanzigZ
1999,Bitter,4.20 %,Caledonian Marching Orders,Caledonian &#40; Heineken UK &#41;
2000,Amber Ale,5.50 %,Dead Bear Escanaba River Amber Ale,Dead Bear Brewing Company
2001,Amber Ale,4.50 %,BJ_s Oasis Amber,BJ_s Restaurant & Brewhouse
2002,Amber Ale,6.20 %,Blasted Barley Red White & Boom Amber,Blasted Barley Beer Co. .
2003,Amber Lager/Vienna,5.30 %,Benelux Lager Rousse,Benelux Brasserie Artisanale
2004,Amber Ale,-,Coaticook La Maplehurst,Microbrasserie Coaticook
2005,India Pale Ale &#40; IPA &#41;,7.40 %,Brodies Soho Superior IPA,Brodies
2006,Amber Ale,5.50 %,Barnstar Saloon Girl Red,Barnstar Brewing Company
2007,Sour/Wild Ale,6.83 %,Avery Barrel-Aged Series 19 - Rufus Corvus,Avery Brewing Company
2008,Cider,5.80 %,Blands Scrumptious Dry Cider,Blands Cider
2009,Amber Ale,4.80 %,1st Republic Windsor Ale,1st Republic Brewing Company
2010,Amber Ale,5 %,Chehalem Valley Summit Amber,Chehalem Valley Brewing Company
2011,Irish Ale,5.20 %,Bellarine The Heads Ale,Bellarine Brewing Company
2012,Stout,3.10 %,Brew Wharf How Now Brown Cow,Brew Wharf
2013,Smoked,6.70 %,Albion La Berthelaise,Brasserie Artisanale Albion
2014,Amber Ale,5.50 %,Crooked Ewe What_s My Name Amber Ale,Crooked Ewe Brewery
2015,Amber Ale,5.30 %,Ringneck Red Alert Amber,The Brew Kettle
2016,Amber Ale,5.40 %,Roulier Lamarieuse,Brasserie de Roulier
2017,Amber Lager/Vienna,6 %,Heilige Red Ale,Cervejaria Peter Von Brutschen
2018,Amber Ale,6.50 %,Hidden Springs Ginger Mullet,Hidden Springs Ale Works
2019,Amber Ale,-,Barrel Trolley Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;
2020,English Pale Ale,4.90 %,Buckleys Original Ale,Yarra Flats Brewery
2021,Abt/Quadrupel,11 %,3 Daughters 4 Redemption Barrel Aged Quad,3 Daughters Brewing Company
2022,Golden Ale/Blond Ale,4.50 %,Legenda Pony,Legenda SÃ ¶ rf &#337; zde
2023,Amber Ale,5.80 %,Grand Armory Dewey Hill Amber,Grand Armory Brewing
2024,Amber Ale,5 %,Les Brasseurs du Grand Paris Ligne 3,Parisis
2025,Amber Ale,-,Jacks Red Ale,Jacks Brewing Co. &#40; formerly Fremont Brewing Co. &#41;
2026,Wheat Ale,-,1516 Dark Wheat Ale,1516 Brewing Company
2027,India Pale Ale &#40; IPA &#41;,7.50 %,10 Barrel Goodin _ Hoppy,10 Barrel Brewing &#40; AB InBev &#41;
2028,Specialty Grain,5.50 %,BlackLab El Importador,BlackLab Brewhouse
2029,Amber Ale,7 %,Blue Pants Knickerbocker Red,Blue Pants Brewery
2030,Belgian Strong Ale,8 %,Bressene,Brasserie Grain d_Orge
2031,American Strong Ale,8.50 %,Mad Fox Renegade Imperial Red IPA,Mad Fox Brewing Company
2032,Dunkler Bock,-,_ s Antla Weihnachtsbier,_ s Antla
2033,Amber Lager/Vienna,6.60 %,Maison de Brasseur Mont Bugey,RiviÃ ¨ re d_Ain
2034,Amber Lager/Vienna,5 %,PÃ ¨ re Jakob AmbrÃ © e Bitter with Brewers Gold,PÃ ¨ re Jakob
2035,Amber Ale,4.70 %,Wheeling Old Reymann_s Amber,Wheeling Brewing Company
2036,Belgian Ale,6 %,Black Star Co-op Pub & Brewery Truffle Dee,Black Star Co-op Pub & Brewery
2037,Amber Ale,-,La SociÃ © tÃ © Provocante,La SociÃ © tÃ © Microbrasserie
2038,Amber Ale,6.10 %,Copper Club F-Town Amber,Copper Club Brewing
2039,Amber Ale,6 %,Astoria Old Red Beard Amber Ale,Astoria Brewing Co. &#40; Wet Dog Cafe &#41;
2040,Amber Ale,-,Hop n _ Moose Sunnybank Red,Hop n _ Moose Brewing Company
2041,Porter,4.50 %,Clifton Hill Dark Ale,Clifton Hill Brewpub
2042,Amber Ale,7 %,Salty Nut Miss Scarlett,Salty Nut Brewery
2043,Amber Ale,5.80 %,Havannah,Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken )
2044,Imperial Stout,11 %,Against the Grain / To _ l An Ale Fixation : BA Scotch and Rye,Against the Grain Brewery
2045,Amber Lager/Vienna,5 %,Icicle DirtyFace Amber,Icicle Brewing Company
2046,Premium Bitter/ESB,6 %,Lance-Pierre la Rouste,Lance-Pierre
2047,Amber Ale,5.40 %,Backcountry Switchback Amber,Backcountry Brewery
2048,Amber Ale,7.50 %,Midnight Sun Unite Double Red Hot Ale &#40; 2015 &#41;,Midnight Sun Brewing Company
2049,Irish Ale,6 %,Cobra Angry Leprechaun,Cobra Brewing Company
2050,Belgian Ale,5.20 %,450 North Copperhead Road Ale,450 North Brewing Company
2051,Amber Ale,5.30 %,Wabash 503 Amber Ale,Wabash Brewing Company
2052,American Pale Ale,5.10 %,Aeronaut Red Baron,Aeronaut &#40; Laine &#41;
2053,Amber Lager/Vienna,-,Drei Tannen Wildsau,Drei Tannen
2054,Amber Ale,5 %,Bourbon Rousse,Brasserie de Bourbon ( Heineken )
2055,Amber Ale,6.50 %,Lake Superior Mesabi Red,Lake Superior Brewing Company
2056,Imperial IPA,9 %,Angry Chair First In A Flight,Angry Chair Brewing
2057,Belgian Ale,5 %,De Sutter La Folie Douce,De Sutter
2058,Amber Ale,5.40 %,Cervezart Malvados Rubia,Cerveza Artesana de la Mancha
2059,Amber Ale,5.90 %,The Freehouse No . 7 Hoppy Amber,The Freehouse
2060,Amber Ale,-,Bangin _ Banjo Judy_s Amber,Bangin _ Banjo Brewing Company
2061,India Pale Ale &#40; IPA &#41;,5.40 %,Star Trek Vulcan Ale - The Genesis Effect,Shmaltz Brewing Company
2062,Amber Ale,7.40 %,Cigar City Citrus Wizard,Cigar City Brewing
2063,Amber Ale,7.50 %,Rockbottom FizzGig,Rockbottom Brewpub
2064,American Strong Ale,7.30 %,Seapine Skipine Bomb Hole Winter Ale,Seapine Brewing Company
2065,American Pale Ale,-,2 Way Hop Project : Columbus,2 Way Brewing Company
2066,American Strong Ale,6.66 %,Second Salem Beast of Bray Road Ale,Second Salem Brewing Company
2067,Amber Ale,5.50 %,L_Hermite AmÃ © ricain Amber Ale,Microbrasserie l_Hermite
2068,Amber Ale,7 %,Red Yeti Stepchild Amber,Red Yeti Brewing Company
2069,Amber Ale,6.20 %,Alpine Beer Company Red Card Ale,Alpine Beer Company &#40; CA &#41;
2070,Amber Ale,5.40 %,Lofty Zeb_s American Red Ale,Lofty Brewing Company
2071,Specialty Grain,-,23rd Street Pumpkin Ale Bourbon Barrel Aged,23rd Street Brewery
2072,Stout,5 %,Amsterdam Session Stout,Amsterdam Brewing Company
2073,American Strong Ale,9 %,Haven Right Said Red,Haven Gastropub + Brewery
2074,Spice/Herb/Vegetable,8.50 %,4 Hands Sugar & Spice,4 Hands Brewing Company
2075,American Pale Ale,5.70 %,Manantler Bootleg Glory,Manantler Craft Brewing
2076,Amber Ale,5.70 %,Deep Creek Little Armoured One,Deep Creek Brewing Co
2077,Fruit Beer,-,Busted Knuckle Fender Bender Blackberry Amber,Busted Knuckle Brewery
2078,Porter,-,8th Wonder Rocket Fuel,8th Wonder Brewery
2079,Spice/Herb/Vegetable,6 %,Backroom Holiday Market Ale - Rosemary & Orange Zest,Backroom Brewery
2080,Amber Ale,5.50 %,FlyBoy Betty_s Red Ale,FlyBoy Brewing
2081,Amber Ale,5.60 %,HoppebrÃ $ u Wuidsau,HoppebrÃ $ u
2082,Amber Ale,4.70 %,7 Fjell Bryggeri Hurragutt,7 Fjell Bryggeri
2083,Imperial IPA,8 %,Amber Double IPA,Amber
2084,Saison,5.70 %,Austin Beer Garden Road Trip,Austin Beer Garden Brewery
2085,Smoked,-,Baird Smoked Amber Ale,Baird Brewing Co. .
2086,Amber Ale,6.50 %,Wildlife 9 Grain Amber,Wildlife Brewing & Pizza
2087,Dunkler Bock,4.50 %,Barba Roja Morena,Barba Roja de Anapa
2088,Amber Ale,6.80 %,7 Fjell Kniksen India Red Ale,7 Fjell Bryggeri
2089,Amber Ale,5.60 %,The Eldo Secret Trail Ale,The Eldo Brewery & Taproom
2090,Amber Ale,4.50 %,Leisure Amber,Delafield Brewhaus
2091,Amber Ale,5.90 %,Daytona Beach FL Wildflower Unite Red Ale,Daytona Beach Brewing Company
2092,Wheat Ale,5.70 %,Artifex The Beach House Wheat,Artifex Brewing Company
2093,Amber Ale,5.40 %,Wet Head Slaughter Amber Ale,Wet Head Brewery
2094,Amber Ale,6.60 %,Ramses Bier Pardoen Koele Kikker,Ramses Bier
2095,Amber Ale,6.70 %,Ale Asylum Ambergeddon,Ale Asylum
2096,Amber Ale,5.50 %,Coal Creek TAP The Church Lady,Coal Creek TAP Brewery
2097,American Strong Ale,6.30 %,Wet Head Wetlands Bitter Sweet Red &#40; BSR &#41;,Wet Head Brewery
2098,Scotch Ale,8.50 %,Imperial Oak Wee Willie_s Big Breakfast,Imperial Oak Brewing
2099,Amber Ale,5.50 %,Right Eye CU29,Right Eye Brewing Company
2100,Amber Ale,5.50 %,Sarungano Gudo,Sarungano Brewing
2101,Amber Ale,4.50 %,Bunpat Rossa,Birrificio Sagrin
2102,Amber Ale,4 %,Vernal Allosaurus Amber,Vernal Brewing Co. .
2103,Amber Ale,7.50 %,Manor Hill Stone Bridge Amber,Manor Hill Brewing
2104,Saison,6 %,Benelux Semuta,Benelux Brasserie Artisanale
2105,Cider,5 %,401 Caramel Apple Cider,401 Cider Brewery
2106,Bitter,4.20 %,Neath Witch Hunter,Neath
2107,India Pale Ale &#40; IPA &#41;,6.40 %,Beardslee Four Ginger IPA,Beardslee Alehouse
2108,Belgian Ale,4.70 %,la VallÃ © e du Giffre La Petit MPC,la VallÃ © e du Giffre
2109,Amber Ale,5.30 %,Lake Ann Amber,Lake Ann Brewing Company
2110,Irish Ale,-,5 Seasons North Connemara Irish Red Ale,5 Seasons North
2111,Cider,6 %,Blaengawney Heartbreaker Cider &#40; Draught &#41;,Blaengawney Cider
2112,Specialty Grain,5.70 %,Baylands Red Ryder IPA,Baylands Brewery
2113,Amber Ale,6.20 %,Praxis Ambar,Praxis
2114,Amber Ale,4.40 %,Chelsea Haywagon Red,Chelsea Alehouse
2115,Amber Ale,5.40 %,Appalachian Mountain Switchback Amber Ale,Appalachian Mountain Brewery
2116,Amber Ale,5 %,Yaletown Red Galaxy Ale,Yaletown Brewing Co. .
2117,Amber Ale,6.20 %,1925 BLK6 .22,The 1925 Microbrewery & Restaurant
2118,Amber Ale,5.10 %,Altes Tramdepot Canadian Red Ale,Altes Tramdepot
2119,Amber Ale,5 %,Pac City Not So Amber Ale,Pac City Brewery
2120,Irish Ale,6 %,Bendorf Neudorf Red Ale,Bendorf
2121,Amber Ale,-,Sheps Amber Ale,The Good Shepherds Brewing Co. .
2122,India Pale Ale &#40; IPA &#41;,5 %,Brighton Bier South Coast IPA,Kemptown
2123,Mild Ale,3.60 %,1648 Ruby Mild,1648
2124,Amber Ale,5.50 %,Salty Nut Bee Transfixed Honey Amber Ale,Salty Nut Brewery
2125,India Pale Ale &#40; IPA &#41;,-,Baguales Rubia,Baguales
2126,Imperial Stout,7.20 %,Blackjack Blackberry King of Clubs,Blackjack
2127,Scottish Ale,-,Battered Boar Blue Face Scottish Ale,Battered Boar Brewing Company
2128,Amber Ale,5.50 %,Triple Crossing Rochelle Rochelle,Triple Crossing Brewing Company
2129,Amber Ale,-,5 Paddles The Village Idiot,5 Paddles Brewing Company
2130,Imperial IPA,8.60 %,18th Street Under Crown,18th Street Brewery
2131,Sour Red/Brown,6.80 %,American Fall Harvest Sour Ale,American Brewing Company
2132,Fruit Beer,5 %,Amber_s Australian Mountain Pepper Berry Lager,Hog_s Head Brewing Company
2133,Amber Ale,5.50 %,Beer Valley Owyhee Amber Ale,Beer Valley Brewing Company
2134,Amber Ale,5.20 %,Half Pints SaazAmatazz,Half Pints Brewing Co. .
2135,Golden Ale/Blond Ale,4.20 %,Blackwater Art Deco,Salopian
2136,American Strong Ale,7.50 %,Croocked Moon Meat Market,NÃ ¸ rrebro Bryghus
2137,Amber Ale,5.10 %,Liftline First Tracks Amber Ale,Liftline Brewing Company
2138,Amber Ale,5.50 %,The Freehouse No. 22 Honey Red Ale,The Freehouse
2139,American Strong Ale,7.50 %,BottleTree Imperial Red Ale,Thomas Creek Brewery
2140,Amber Ale,5.50 %,Epidemic Ales Affliction Amber,Epidemic Ales
2141,Amber Ale,-,Egan & Sons Oddfellows Ale,Egan & Sons
2142,American Pale Ale,-,5280 Roadhouse Pioneer Pale Ale,5280 Roadhouse & Brewery
2143,Amber Ale,-,Winthrop Double Dry Hopped Amber,Winthrop Brewing Company
2144,Amber Ale,5 %,Nausta Inland Red Ale,Nausta Bryggeri
2145,Amber Lager/Vienna,4.70 %,NeustÃ $ dter Elbhang Rot,NeustÃ $ dter Hausbrauerei
2146,American Strong Ale,9.40 %,Vital Infrared Imperial Red,Vital Brewing
2147,Amber Ale,5.50 %,Madison River Irresistible Amber Ale,Madison River Brewing Company
2148,India Pale Ale &#40; IPA &#41;,5.80 %,Feral B.F.H. &#40; Barrel Fermented Hog &#41;,Feral Brewing Co. .
2149,Amber Ale,6.50 %,John Harvards Oatmeal Amber Ale,John Harvard_s Brewhouse &#40; Corporate Office &#41;
2150,Amber Ale,5.30 %,Hop Haus Wildcat Amber,Hop Haus Brewing Company
2151,Bitter,4.80 %,Helm Rousse du Parc,Helm Brasseur Gourmand
2152,Specialty Grain,5.60 %,Beerbliotek Rye Pale Ale Chinook Columbus,Beerbliotek
2153,Fruit Beer,4 %,ApÃ ³ stol Frutos Rojos,Inducerv
2154,Fruit Beer,5.40 %,Begyle Bushel and a Peck - Montmorency,Begyle Brewing Company
2155,India Pale Ale &#40; IPA &#41;,6.60 %,De Molen Rye IPA Simcoe,Brouwerij de Molen
2156,Amber Ale,5.70 %,Smartmouth Murphy_s Law Amber Ale,Smartmouth Brewing Company
2157,Golden Ale/Blond Ale,5.30 %,Beer Works Doctor Morton_s Implant Jammer,Abbeydale
2158,Fruit Beer,4.20 %,Abita Strawberry Harvest Lager,Abita Brewing Company
2159,English Strong Ale,6.20 %,Albion Chiniquy Chante NoÃ `` l,Brasserie Artisanale Albion
2160,Amber Ale,5 %,Manantler Shelf Conscious Amber Ale,Manantler Craft Brewing
2161,India Pale Ale &#40; IPA &#41;,-,1516 NZ Nelson Sauvin Pale Ale,1516 Brewing Company
2162,India Pale Ale &#40; IPA &#41;,7 %,Backlash Ricochet,Paper City Brewery
2163,Amber Ale,5.50 %,Intracoastal Sore Amber,Intracoastal Brewing Company
2164,Amber Ale,5.60 %,Jacks Grid Iron Amber Ale,Jacks Brewing Co. &#40; formerly Fremont Brewing Co. &#41;
2165,Amber Ale,4.50 %,Blue Island Massive Political Corruption,Blue Island Beer Company
2166,Amber Ale,5.90 %,Three Notch_d Harrisonburg Peanut Butter Amber,Three Notch_d Brewing Company
2167,Amber Ale,5.80 %,Mankato Organ Grinder Amber Ale,Mankato Brewery
2168,Amber Ale,6.60 %,Flying Heart Louisiana Amber,Flying Heart Brewing
2169,Golden Ale/Blond Ale,5.80 %,Mt. Carmel Snapshot Series : Hopton Golden Ale,Mt. Carmel Brewing Company
2170,American Pale Ale,-,Clarens Red Ale,Clarens Brewery
2171,Irish Ale,5.50 %,Primal Lucille Red Ale,Primal Brewery
2172,Amber Ale,6.50 %,Royale The Visitor Red Ale,Royale Brewing Company
2173,American Pale Ale,7.50 %,Lickinghole Creek Gentleman Farmer Estate Hop Ale,Lickinghole Creek Craft Brewery
2174,Session IPA,4.40 %,21st Amendment Bitter American,Cold Spring Brewery
2175,Amber Ale,4.40 %,Square Tail Mid Arbor Red Ale,Square Tail Brewing Company
2176,Amber Ale,5 %,Innovation Brew Works Rubottom_s Red,Innovation Brew Works
2177,Berliner Weisse,4 %,508 Sour Seduction,508 Gastrobrewery
2178,Amber Ale,6 %,Bedondaine et Bedons Ronds Le Rubis de la Rousse,Bedondaine et Bedons Ronds
2179,Amber Ale,5 %,Sesma La Petra Tostada,Sesma Brewing
2180,India Pale Ale &#40; IPA &#41;,6.50 %,Odell Runoff Red IPA,Odell Brewing Company
2181,Abbey Dubbel,6.80 %,Granville Belgian Amber,Granville Brewing Company
2182,Amber Ale,5 %,Edge Brewing Big Bully Amber Ale,Edge Brewing Barcelona
2183,Bitter,3.80 %,Cwmbran Drayman_s Amber Lite,Cwmbran
2184,Spice/Herb/Vegetable,5.50 %,Aardwolf Mochaweisse &#40; There_s Always Money in the Banana Stand &#41;,Aardwolf
2185,Amber Ale,-,Carson_s Amber Red,Carson_s Restaurant and Brewery
2186,Spice/Herb/Vegetable,6.60 %,Cap d_Ona L_envie,Cap d_Ona
2187,Brown Ale,5.50 %,Ale Capone,Staromestny Pivovar
2188,Amber Ale,7.50 %,Five Dons Wiseguy Amber Ale,Five Dons Brewing
2189,Belgian Strong Ale,10 %,Sharps Honey Spice Triple,Sharps &#40; MolsonCoors &#41;
2190,Amber Ale,4.50 %,Bullfrog Sunrise Red,Bullfrog Brewery
2191,Amber Ale,5 %,North Center Stinson Amber,North Center Brewing Company
2192,Bitter,3.80 %,Bowland Devils Rock,Bowland
2193,Amber Ale,5.70 %,Montgomery The Chief Beer,Montgomery Brewing Company &#40; MN &#41;
2194,Amber Ale,5.20 %,Sea Dog Biscut Malt Amber Ale,Sea Dog Brewing &#40; Shipyard Brewing Co. &#41;
