assay_id,bao_format,relationship_type,tid,assay_strain,confidence_score,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_tissue
9554,BAO0p00217,N,50597,,1,16435,Radioactivity distribution in spleen of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,A,,,Rattus norvegicus,10116.0,Spleen
9555,BAO900021o,N,50597,,1,16435,Radioactivity distribution in spleen of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,A,,,Rattus norvegicus,10116.0,Spleen
9556,BzO00002w8,N,50597,,1,16435,Radioactivity distribution in spleen of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,A,,,Rattus norvegicus,10116.0,Spleen
9557,BqO00002q8,N,50597,,1,16434,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,A,,,Rattus norvegicus,10116.0,Spleen
9558,BAO00o02w8,N,50597,,1,16434,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,A,,,Rattus norvegicus,10116.0,Spleen
9559,BAp000p218,N,50597,,1,16434,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,A,,,Rattus norvegicus,10116.0,Spleen
9560,BAO0p00e18,N,50597,,1,16435,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,A,,,Rattus norvegicus,10116.0,Spleen
9561,BzO0000q18,N,50597,,1,16435,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,A,,,Rattus norvegicus,10116.0,Spleen
9562,gqO0000218,N,50597,,1,16435,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,A,,,Rattus norvegicus,10116.0,Spleen
9563,BzO00p0218,N,50597,,1,16435,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,A,,,Rattus norvegicus,10116.0,Spleen
9564,BAO9000q18,N,50597,,1,16435,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,A,,,Rattus norvegicus,10116.0,Spleen
9565,BAO0009q18,N,50597,,1,16435,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,A,,,Rattus norvegicus,10116.0,Spleen
9566,BAp0000217,N,50597,,1,16434,Radioactivity distribution in testis of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,A,,,Rattus norvegicus,10116.0,
9567,BAO0000117,N,50597,,1,16434,Radioactivity distribution in testis of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,A,,,Rattus norvegicus,10116.0,
9568,nAO0000q18,N,50597,,1,16434,Radioactivity distribution in testis of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,A,,,Rattus norvegicus,10116.0,
9569,BAOo000219,N,50597,,1,16434,Radioactivity distribution in testis of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,A,,,Rattus norvegicus,10116.0,
9570,BAO0990218,N,50597,,1,16434,Radioactivity distribution in testis of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,A,,,Rattus norvegicus,10116.0,
9571,BAp000o218,N,50597,,1,16365,Half life after administering orally a dose of 3 mg/kg,A,In vivo,,Rattus norvegicus,10116.0,
9572,BAl00002q8,N,50597,,1,16365,Half life after administering orally a dose of 3 mg/kg to a fasting rat,A,In vivo,,Rattus norvegicus,10116.0,
9573,BAO000921o,N,50597,,1,16365,Half life after administering intravenously a dose of 1 mg/kg,A,In vivo,,Rattus norvegicus,10116.0,
9574,BAO000pe18,N,50597,,1,526,Half life after oral dosing in rats,A,In vivo,,Rattus norvegicus,10116.0,
9575,BAk0000219,N,50597,,1,16365,Half life after the administered orally a dose of 1 mg/kg to a fasting rat,A,In vivo,,Rattus norvegicus,10116.0,
9576,BAO009o218,N,50597,,1,4368,Half life by intravenous administration of 3.4 mg/kg in rat,A,In vivo,,Rattus norvegicus,10116.0,
9577,BwOo000218,N,50597,,1,3371,Half life in rat,A,,,Rattus norvegicus,10116.0,
9578,fAO00002q8,N,50597,,1,6448,Half life in rat,A,,,Rattus norvegicus,10116.0,
9579,BAO0009318,N,50597,,1,6453,Half life in rat,A,,,Rattus norvegicus,10116.0,
9580,BsOp000218,N,50597,,1,4353,Half life in rat after intravenous administration of the compound,A,In vivo,,Rattus norvegicus,10116.0,
9581,BAO0o002q8,N,50597,,1,4353,Half life in rat after intravenous administration of the compound; nf:unable to estimate plasma elimination half life,A,In vivo,,Rattus norvegicus,10116.0,Plasma
9582,BAO000p21o,N,50597,,1,4353,Half life in rat after po administration of the compound,A,In vivo,,Rattus norvegicus,10116.0,
9583,BxO0009218,N,50597,,1,4353,Half life in rat after po administration of the compound; ND means Not determined,A,In vivo,,Rattus norvegicus,10116.0,
9584,vAO0009218,N,50597,,1,4353,Half life in rat after po administration of the compound; nf: unable to estimate plasma elimination half life,A,In vivo,,Rattus norvegicus,10116.0,Plasma
9585,gAO0000228,N,50597,,1,4353,Half life in rat after po administration of the compound; nf:unable to estimate plasma elimination half life,A,In vivo,,Rattus norvegicus,10116.0,Plasma
9586,BAO0o09218,N,50597,,1,5789,Half life in rat i.v.,A,In vivo,,Rattus norvegicus,10116.0,
9587,BAOoo00218,N,50597,,1,17686,Half life in rat i.v. at 2 mg/kg concentration,A,In vivo,,Rattus norvegicus,10116.0,
9588,BAO00op218,N,50597,,1,6495,Half life in rats,A,,,Rattus norvegicus,10116.0,
9589,nAO0000318,N,50597,,1,484,Half life in rats after intravenous administration,A,In vivo,,Rattus norvegicus,10116.0,
9590,fAO00o0218,N,50597,,1,6467,Half life in rats at the dose of 1.0 mpk by i.v. administration,A,In vivo,,Rattus norvegicus,10116.0,
9591,fAO000021o,N,50597,,1,6642,Half life in rat,A,,,Rattus norvegicus,10116.0,
9592,BsO0000q18,N,50597,,1,16367,Half life was evaluated after intravenous administration to rats,A,In vivo,,Rattus norvegicus,10116.0,
9593,BAO0p90218,N,50597,,1,1369,Half life was evaluated by addition of 2 mM of 2-mercaptoethanol for inactivation of semicarbazide-sensitive amine oxidase (SSAO),A,,,Rattus norvegicus,10116.0,
9594,BAp000o218,N,50597,,1,5472,Half life was evaluated in rat,A,,,Rattus norvegicus,10116.0,
9595,BAO0000qq8,N,50597,,1,6049,Half life was evaluated in rat,A,,,Rattus norvegicus,10116.0,
9596,BAO0o90218,N,50597,,1,5472,Half life was evaluated in rat; Not tested,A,,,Rattus norvegicus,10116.0,
9597,BAO000031u,N,50597,,1,16366,Half life was evaluated when a dose of 1 mg/kg was administered intravenously to rats,A,In vivo,,Rattus norvegicus,10116.0,
9598,BAp0009218,N,50597,,1,11149,Half life was measured as time taken to reach the half of the initial dose in air pouch exudate after oral administration to male F344 rats,A,In vivo,,Rattus norvegicus,10116.0,
9599,BsOp000218,N,50597,,1,11149,Half life was measured as time taken to reach the half of the initial dose in the blood after oral administration to male F344 rats,A,In vivo,,Rattus norvegicus,10116.0,Blood
9600,BAO000022i,U,22224,,0,2891,Half life was measured in monkey at dose of 10 mg/kg by po administration,A,In vivo,,Primates,9443.0,
9601,BAO0p00228,U,22224,,0,2891,Half life was measured in monkey at dose of 10 mg/kg by po administration,A,In vivo,,Primates,9443.0,
9602,BAO0000qq8,U,22224,,0,2891,Half life was measured in rat at dose of 30 mg/kg by iv administration,A,In vivo,,Rattus norvegicus,10116.0,
9603,BAk00002q8,U,22224,,0,2891,Half life was measured in rat at dose of 30 mg/kg by po administration,A,In vivo,,Rattus norvegicus,10116.0,
9604,BAO0p09218,N,50597,,1,4026,Half life (t1/2) was determined,A,,,Rattus norvegicus,10116.0,
9605,BAO00p0318,N,50597,,1,4527,Half life period at a dose of 10 uM/kg in rat was determined,A,,,Rattus norvegicus,10116.0,
9606,vAO00002q8,N,50597,,1,4527,Half life period by oral administration at a dose of 100 uM/kg in rat was determined; ND is not determined,A,In vivo,,Rattus norvegicus,10116.0,
9607,BAO00p0w18,N,50597,,1,5503,Half life period was determined,A,,,Rattus norvegicus,10116.0,
9608,BAOo00o218,N,50597,,1,4426,Half life period after intravenous administration at 20 mpk in rats,A,In vivo,,Rattus norvegicus,10116.0,
9609,BqO00002w8,N,50597,,1,4426,Half life period after intravenous administration at 20 mpk in rats; Not performed.,A,In vivo,,Rattus norvegicus,10116.0,
9610,BAOp090218,N,50597,,1,6109,Half life period after intravenous administration in rat,A,In vivo,,Rattus norvegicus,10116.0,
9611,BwO0o00218,N,50597,,1,5654,Half life period as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,A,In vivo,,Rattus norvegicus,10116.0,
9612,gAO00002q8,N,50597,,1,5654,Half life period as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,A,In vivo,,Rattus norvegicus,10116.0,
9613,BAO9090218,N,50597,,1,4755,Half life period in 80% rat plasma at 37 degree Centigrade,A,,,Rattus norvegicus,10116.0,Plasma
9614,Bs00000218,N,50597,,1,5862,Half life period in SD rats,A,,,Rattus norvegicus,10116.0,
9615,BqOp000218,N,50597,,1,1515,Half life period in human plasma at 25 degree Celsius temperature (pH 7.4),A,,,Rattus norvegicus,10116.0,Plasma
9616,BAO000o217,N,50597,,1,1515,Half life period in human plasma at 37 degree Celsius temperature (pH 7.4),A,,,Rattus norvegicus,10116.0,Plasma
9617,BAO0000q19,N,50597,,1,1515,Half life period in human plasma at 37 degree Celsius temperature (pH 7.4); ND means no data,A,,,Rattus norvegicus,10116.0,Plasma
9618,BA800002w8,N,50597,,1,1515,Half life period in human plasma at 37 degree Celsius temperature (pH 7.4); ND means no data,A,,,Rattus norvegicus,10116.0,Plasma
9619,BsO0000228,N,50597,,1,5960,Half life period in rat,A,,,Rattus norvegicus,10116.0,
9620,nAO000p218,N,50597,,1,6103,Half life period in rat,A,,,Rattus norvegicus,10116.0,
9621,hAO00p0218,N,50597,,1,6317,Half life period in rat,A,,,Rattus norvegicus,10116.0,
9622,BAO0000e19,N,50597,,1,6644,Half life period in rat after oral administration at 10.5 mg/kg dose,A,In vivo,,Rattus norvegicus,10116.0,
9623,BAO00o02w8,N,50597,,1,6644,Half life period in rat after oral administration at 11.2 mg/kg dose,A,In vivo,,Rattus norvegicus,10116.0,
9624,BA80000w18,N,50597,,1,6644,Half life period in rat after oral administration at 13 mg/kg dose,A,In vivo,,Rattus norvegicus,10116.0,
9625,BAO000031o,N,50597,,1,6644,Half life period in rat after oral administration at 9.7 mg/kg dose,A,In vivo,,Rattus norvegicus,10116.0,
9626,BAOp00021i,N,50597,,1,5974,In vivo Area under curve (AUC) was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,A,,,Rattus norvegicus,10116.0,
9627,BAOp0p0218,N,50597,,1,6295,In vivo area under curve in rat plasma exposure after oral administration 50 mg/kg,A,,,Rattus norvegicus,10116.0,
9628,BAO00po218,N,50597,,1,6296,In vivo area under curve in rat plasma exposure after oral administration 50 mg/kg,A,,,Rattus norvegicus,10116.0,
9629,BAO090p218,N,50597,,1,16427,PK study was carried to determine AUC (area under curve) value in rat,A,,,Rattus norvegicus,10116.0,
9630,BAi9000218,N,50597,,1,16367,Pharmacokinetic parameter AUC after intravenous administration to rats,A,,,Rattus norvegicus,10116.0,
9631,BzO000021i,N,50597,,1,16367,Pharmacokinetic parameter AUC after oral administration to rats,A,,,Rattus norvegicus,10116.0,
9632,BAO0000e19,N,50597,,1,16365,Pharmacokinetic parameter AUC was evaluated intravenous administration of 3 mg/kg,A,,,Rattus norvegicus,10116.0,
9633,BqO0000e18,N,50597,,1,16365,Pharmacokinetic parameter AUC was evaluated when a dose of 10 mg/kg is administered orally to a fasting rat,A,,,Rattus norvegicus,10116.0,
9634,Bsi0000218,N,50597,,1,16365,Pharmacokinetic parameter AUC was evaluated when a dose of 1 mg/kg is administered orally to a fasting rat,A,,,Rattus norvegicus,10116.0,
9635,BAO00902q8,N,50597,,1,16365,Pharmacokinetic parameter AUC was evaluated when a dose of 30 mg/kg is administered orally,A,,,Rattus norvegicus,10116.0,
9636,BA09000218,N,50597,,1,16365,Pharmacokinetic parameter AUC was evaluated when a dose of 3 mg/kg is administered orally,A,,,Rattus norvegicus,10116.0,
9637,BsO00p0218,N,50597,,1,16365,Pharmacokinetic parameter AUC was evaluated when a dose of 3 mg/kg is administered orally to a fasting rat,A,,,Rattus norvegicus,10116.0,
9638,BAO0099218,N,50597,,1,5394,Pharmacokinetic parameter area under curve (AUC) was measured after administration into monkey at 3 mg/kg,A,,,Rattus norvegicus,10116.0,
9639,BAO0p0p218,N,50597,,1,5394,Pharmacokinetic parameter area under curve (AUC) was measured after administration into rat at 10 mg/kg,A,,,Rattus norvegicus,10116.0,
9640,vAOo000218,N,50597,,1,2792,Pharmacokinetic parameter area under curve was determined at 10 mg/kg po dose in rats,A,,,Rattus norvegicus,10116.0,
9641,vA00000218,N,50597,,1,2792,Pharmacokinetic parameter area under curve was determined at 2 mg/kg i.v. dose in rats,A,,,Rattus norvegicus,10116.0,
9642,BAO00pp218,N,50597,,1,2792,Pharmacokinetic parameter area under curve was determined at 3 mg/kg po dose in rats,A,,,Rattus norvegicus,10116.0,
9643,BxO0000219,N,50597,,1,2792,Pharmacokinetic parameter area under curve was determined at 5 mg/kg i.v. dose in rats,A,,,Rattus norvegicus,10116.0,
9644,BAO0900118,N,50597,,1,5334,Pharmacokinetic parameter area under curve was reported,A,,,Rattus norvegicus,10116.0,
9645,BxO00p0218,N,50597,,1,4408,Pharmacokinetic property (AUC) in rat,A,,,Rattus norvegicus,10116.0,
9646,BAO090o218,N,50597,,1,5983,Pharmacokinetic property (AUC) was measured in rat at the dose of 0.32 mg/kg p.o.,A,,,Rattus norvegicus,10116.0,
9647,BAO00003q8,N,50597,,1,4397,Pharmacokinetic property at the dose of 10 mg/kg (20% HPbetaCD) concentration in rat (0 to 6 hr) p.o.,A,,,Rattus norvegicus,10116.0,
9648,BAO090021i,N,50597,,1,4397,Pharmacokinetic property at the dose of 10 mg/kg (20% HPbetaCD) concentration in rat (0 to 6 hr) p.o.; Not tested,A,,,Rattus norvegicus,10116.0,
9649,BqO00002w8,N,50597,,1,5491,Pharmacokinetic property was determined,A,,,Rattus norvegicus,10116.0,
9650,BwO00p0218,N,50597,,1,5491,Pharmacokinetic property when administered intravenously in rat at 2 mg/kg,A,,,Rattus norvegicus,10116.0,
9651,BAO00001w8,N,50597,,1,5491,Pharmacokinetic property when administered intravenously in rat at 2 mg/kg; Not tested,A,,,Rattus norvegicus,10116.0,
9652,BAO0090e18,N,50597,,1,4199,Pharmacokinetic property( plasma concentration) was determined upon 10 mg/kg in 1% methylcellulose peroral administration in rats,A,,,Rattus norvegicus,10116.0,Plasma
9653,BAO9000e18,N,50597,,1,4199,Pharmacokinetic property( plasma concentration) was determined upon 2 mg/kg in 1% methylcellulose peroral administration in rats,A,,,Rattus norvegicus,10116.0,Plasma
9654,BAp0000219,N,50597,,1,4199,Pharmacokinetic property( plasma concentration) was determined upon 3 mg/kg in 1% methylcellulose peroral administration in rats,A,,,Rattus norvegicus,10116.0,Plasma
9655,BA09000218,N,50597,,1,5173,"Pharmacokinetic property, AUC determined by rapid rat PK assay observed at 0.25 h",A,,,Rattus norvegicus,10116.0,
9656,BAO90002q8,N,50597,,1,5173,"Pharmacokinetic property, AUC determined by rapid rat PK assay observed at 0.5 h",A,,,Rattus norvegicus,10116.0,
9657,gwO0000218,N,50597,,1,5173,"Pharmacokinetic property, AUC determined by rapid rat PK assay observed at 1 h",A,,,Rattus norvegicus,10116.0,
9658,BAO000o2q8,N,50597,,1,5173,"Pharmacokinetic property, AUC determined by rapid rat PK assay observed at 2 h",A,,,Rattus norvegicus,10116.0,
9659,BAk000o218,N,50597,,1,16366,Pharmacokinetic parameter AUC was determined when a dose of 1 mg/kg was administered intravenously,A,,,Rattus norvegicus,10116.0,
9660,Bwp0000218,N,50597,,1,16366,Pharmacokinetic parameter AUC was determined when a dose of 1 mg/kg was administered orally,A,,,Rattus norvegicus,10116.0,
9661,nAO0000318,N,50597,,1,5327,Plasma concentration expressed as area under curve after intravenous administration was determined in rat,A,,,Rattus norvegicus,10116.0,
9662,BAO0p00w18,N,50597,,1,6681,Plasma concentration for the compound was determined in rats at 50 mg/kg dose,A,,,Rattus norvegicus,10116.0,
9663,BAi00002q8,N,50597,,1,12873,Plasma concentration was calculated in rats at a peroral dose of 5 mg/kg of solution (formulation of compound),A,,,Rattus norvegicus,10116.0,
9664,BAi0p00218,N,50597,,1,12873,Plasma concentration was calculated in rats at a peroral dose of 5 mg/kg of suspension (formulation of compound),A,,,Rattus norvegicus,10116.0,
9665,vA00000218,N,50597,,1,6685,"Plasma concentration was determined in rats at 10 mg/kg, p.o. dose",A,,,Rattus norvegicus,10116.0,
