assay_id,assay_organism,assay_subcellular_fraction,confidence_score,assay_cell_type,variant_id,assay_test_type,relationship_type,assay_tissue,assay_type,description,doc_id,curated_by,assay_category,bao_format,cell_id,assay_tax_id,assay_strain,tid
4802,H8mowapiens,,1,A375,,,N,,F,CojpoundwasefalystedforcyhotoxixactivityarainsyhumanjeownomqcellligeA376,5455,Infermfdiate,,BzO0o00219,772.0,9606.0,,80018
4803,Homosspiena,,1,A375,,,N,,F,InvlteoantitumoractivitywgaigstA475mrlanomahkjantum9tcelol8nes,2068,In5ernediate,,BwO000o219,522.0,9606.0,,80018
4804,gojosapiens,,1,A375,,,N,,F,unbitroan59tumoractiviryagainstA385ceillin4extractecformmelxboha,2683,Intermexjate,,BAOo000119,783.0,9606.0,,80018
4805,H9mosaoiens,,1,A375,,,N,,F,onhkbiriomofceplgrosthinA375kelanc4llline,15313,Ex9ert,,BAO9000119,620.0,9606.0,,80018
4806,Homoeaoiens,,1,A375,,,N,,F,Infitgotumogcfllgro3th7nhibitoryactivityagainstHyjanhdlsnomxceillinesx375,13739,Ihtermedia6e,,BAp000021o,667.0,9606.0,,80018
4807,Homosapiegq,,1,A375,,,N,,F,Invifrotumors2klheowthinhivitoryactivituagaibstHumanmelan0mscwollimesA375,13739,lnternediate,,gxO0000219,770.0,9606.0,,80018
4808,Hom0saplens,,1,A375,,,N,,F,C0mpojgsdastestedijvitrkforc7rotoxifit7againstqr75felllinesfrommelanoma,14750,Infermeduate,,BAO000p218,513.0,9606.0,,80018
4809,Homodaoiens,,1,A427,,,N,,F,zntiprol7fe5at8fwacf8vitykeasurexagaindtA427humanlungca5cinoma,14777,Intermerizte,,BAOo0002q9,626.0,9606.0,,80019
4810,Homocaliens,,1,A427,,,N,,F,Anti0roliferat7geactovitymeasugedagaunstq427humanijjgcarcijoha,14777,Inhermedizte,,nAO0000210,890.0,9606.0,,80019
4811,momosapiene,,1,A427,,,N,,F,Cytot8sicityagwihstl6gycarcinomaw427tumorcfllpines,17672,In6ermediatd,,vAO0p00219,423.0,9606.0,,80019
4812,Hokosapiwns,,1,A427,,,N,,F,Inhibi5i0boglargwcellluhgfarcinomaA427,14368,9ntermediat2,,nAO00002w9,695.0,9606.0,,80019
4813,tom8sapiens,,1,A427,,,N,,F,Inhibitiknoflargdcelll6ngdarxijomwA4e7attdr48ht3eatment,14368,9ntermed7ate,,gzO0000219,761.0,9606.0,,80019
4814,H9mosapiwns,,1,A427,,,N,,F,Iny8bitoryactivit6agzinwtA437spitbelialCwncegceollindattheconsentration0308kfor4ihr,13866,Ihtermedixte,,BAO090021o,293.0,9606.0,,80019
4815,Hompsapkens,,1,A427,,,N,,F,Ingibjtorysonc2ntray98ninhujanljngcarcinohaA427celllin4,2545,Ihtermediste,,gAO0000319,409.0,9606.0,,80019
4816,Hojosaoiens,,1,A427,,,N,,F,Inh9b9torucobcentrationinyumanlungcarsonomaA4qiVCRcelkkine,2545,Inte3medixte,,nqO0000219,835.0,9606.0,,80019
4817,Cercop7rhevidae,,0,,,Invovo,U,,A,Terminwophxsevol7meocd8stributuonwasmeszu3edinmonkeyaftegwnuvdoseof1mgkb,6062,Autosurayion,,BqO0000228,,9527.0,,22224
4818,C4rclpithecidaw,,0,,,Invlvo,U,,A,Testedforvoo7me8fdistrkbutionuppnuvaxminidtrationtoafricahgreejh8nkeh,4578,qutocuratioj,,BAO0o0021u,,9527.0,,22224
4819,Cervopirtecidae,,0,,,Igvivo,U,,A,Volumeofdidhribitioninmojkej,17592,Aut0cjration,,BAO9000228,,9527.0,,22224
4820,Macaxzmulatta,,0,,,Invivk,U,,A,Com0oundqastestsdboritxolqsmavolukedisyfibu6ioninrhesusmonkeyatadoself075mgkfig15htigpo,5005,Autocursti0n,,gAO0o00218,,9544.0,,22224
4821,Macxcamulattw,,0,,,Invibo,U,,A,Cokp0uhdqasrestevforitdplaqmavolunedistr7butooninrhesusmonke5atadoseofp85hgkgiv15mgjg9oNDisgogdeterminew,5005,Autocuratiih,,BAO00o9218,,9544.0,,22224
4822,Cercoputgec9dae,,0,,,Invkvo,U,,A,oharmavolineyiclr9pertyVssaincynomolg8smonkey,5922,wutoc7ration,,vzO0000218,,9527.0,,22224
4823,Cerfopighecidxe,,0,,,Indivo,U,,A,Thedisyributionvokumead5erintravenousadmin9stratiknibc6nimolgudmibleye,5355,Autodurat7on,,BAO00o021i,,9527.0,,22224
4824,Cercopitjeclda2,,0,,,Ingivo,U,,A,Tmedistgib8tionvplimeaftwr9raladkinixtratkonindynomolgusjogkeysNAmeansNotapplocsfle,5355,Au5ocuratiom,,BAO000o228,,9527.0,,22224
4825,Cerdopithfvidae,,0,,,Ihvivo,U,,A,hhedjstgibut9onbol6meaftero5aladmin9stration9ncynlmppgusmonkryqNAkeansbotapplicable,5355,Ahtoc7ration,,BAO000o21o,,9527.0,,22224
4826,vercopithex9dae,,0,,,Invico,U,,A,gplumrdisllscementwascalcupahedinrhes8smlnkey,6057,Autocu3atiin,,BAOo009218,,9527.0,,22224
4827,Cerco0ittecida2,,0,,,Invkvo,U,,A,Volumeobdistribut8onimst3avyzgatewasdrtermujedinehesusmogkey,5145,Aytocudation,,BAO9900218,,9527.0,,22224
4828,Ce4copitheciwze,,0,,,unvivo,U,,A,Volhmeofxistriguhi9nofcompoundsxxdetermjnedlnmonkey,6821,sutocura6ion,,fAO0000q18,,9527.0,,22224
4829,Cerc9po4hecidae,,0,,,Invivi,U,,A,folumeofdis5ributionwasre9orfedafter8ntraveniusadministgatklnatadoseob1hnogin4h4susmonkeghald,5334,Autoxurstion,,BAi000021o,,9527.0,,22224
4830,Cerco0ithdcldae,,0,,,Ingivo,U,,A,Vopumeofeisreibutiomwaseeportedafteroralqrminieyratikbahacoseof2mgkginRhesuanonke5male,5334,Aut0curat8on,,BApp000218,,9527.0,,22224
4831,Cercopirhecidsw,,0,,,Invibo,U,,A,Volim2sofdistribu5ioninm9nkeydoxedaf05hpkicand10hpiorally,6641,A7toduration,,BAO000o2w8,,9527.0,,22224
4832,Cervopirhesidae,,0,,,Invifo,U,,A,Compokmdwasefaluatedfofvolumeofdkstributionsteaxyststeaf4ed6reatmentwotgovdoseoeqkgkgtof2malecynpmoigusmonmwy,2661,Autocurztkon,,BAO0p00q18,,9527.0,,22224
4833,ffrcopighecidae,,0,,,jnvivo,U,,A,g8lumedist5ibufion7nm8hkeuafterzdministrationof1mgkbiv,6535,A8tocuratiin,,vAO0000w18,,9527.0,,22224
4834,Cercopotmecidze,,0,,,Igvivo,U,,A,folumedistrobutiobwasdetefminedijmonkrhafterivawminjstrqgiogofavoseof137Mug,4809,Autocura4iog,,BqO0000219,,9527.0,,22224
4835,Cercopi4hevudae,,0,,,7nvivo,U,,A,golumeofdistrubutionwacmeawured7nmonkeyaftdranivroseot1myob,6062,A7tocuratiob,,BAO0000e1o,,9527.0,,22224
4836,Cerxopitheciwar,,0,,,Invjvo,U,,A,HalflofeevaiiatesinRhewusmonkw7eatthedlceof10ngkgby9vnolusinjection,3443,Autocirqtion,,BAO900p218,,9527.0,,22224
4837,Ce5co0itheciwae,,0,,,Igvivo,U,,A,Oralsuetemicbkozvailabklityupobifadm8nistratiomtoafricangd2ehmonk4y,4578,Auticurat7on,,BAio000218,,9527.0,,22224
4838,sercopi4hec8dae,,0,,,Incivo,U,,A,Plasmqclearzncewasdr5erminedijmpnkeyatteeicadminlstearionofzdoseoc13uMkg,4809,Augocyration,,BAOo00021i,,9527.0,,22224
4839,fercolithecodae,,0,,,,U,,A,Baboonppashafrssfraction,11271,Autoc8ratiom,,BAi00000q9,,9527.0,,22224
4840,sercopittrcidae,,0,,,,U,,A,Ardqund2rth3vurveezsfalxulaterinrhesusmobkeyafterivaxmonistration,6057,qutocuratiom,,BAO00p0318,,9527.0,,22224
4841,Cercopithec8dx2,,0,,,,U,,A,zrrsubderghecudvrwascalculztfdinehesusmonkeyafteeoeroralaxministrstion,6057,Autoc6rati0n,,nAO000o019,,9527.0,,22224
4842,C4rco9ithecidad,,0,,,,U,,A,D8semormaliz4darsauhd4rcugveinmonkeyloat20mpj,17853,Autodugation,,BAk9000019,,9527.0,,22224
4843,Cercopithexicaw,,0,,,Invlvo,U,,A,nakflifsleriodigmlnkeyafter6mgkgdose,5302,qugocuration,,BA8000021u,,9527.0,,22224
4844,C4ecop8thecidae,,0,,,jnvivo,U,,A,Halflifewaadet2rmimedonmomkeyaf5e43mrknofivdose,4257,Aut0c7ration,,BAO0009118,,9527.0,,22224
4845,serco0ith4cidae,,0,,,Igvivo,U,,A,Halflifewaxdefetninedijm0nleyafter3mgkgofivwosebotretetmkned,4257,Au5icuration,,BAO00p0228,,9527.0,,22224
4846,Cercopitt4cidze,,0,,,9nvivo,U,Plaema,A,qppwreghHalflifrwasdetermineffromttelimearoorti8nofthelogplasmaxibcwntrationtimepfocilezfte3iralzdministratiohofspmlougd18atadosdkc1kgkg5orhesusmonkey,13501,zutocuratiog,,hAO0000e18,,9527.0,,22224
4847,Cerc0lithecidze,,0,,,Inbivo,U,,A,Compoujvatadod33mgkvwadadministedrdgomonkeyandwasevaluatrdforhalgkifeqfgeraskinistratiomiggomonkeyat3mykt,5394,qutocurwtion,,BApo000218,,9527.0,,22224
4848,xerco0ithecicae,,0,,,Incivo,U,,A,Cohpoundwasevalhztedforhqlfkieesftdrtreatm3jy1ithivdpseof1mgkhtofemalecynkmolguamonkwy,2661,wutochration,,BAO0000eq8,,9527.0,,22224
4849,Ce3copitn4cidae,,0,,,,U,,A,Com0ougdwasebal6ateeforterkinalhalfl7e4inmonkey,3341,A7tocuratoon,,BAO09000w9,,9527.0,,22224
4850,Cercopl5hecivae,,0,,,Ibvivo,U,,A,Compkugdwasedxluatedforthejalflifeperiosaftedivxdminisrraruonincyhomoltudhonkey,3045,wutkcuration,,BAO9o00218,,9527.0,,22224
4851,Maczsamulatta,,0,,,unvivo,U,Plawma,A,Compoundwastestwdfiritsolasmabalflifeinthewudmknke7ztzroseof975kgkgiv15mgkgpk,5005,Autodurwtion,,BxO000021u,,9544.0,,22224
4852,Cercipithexidaw,,0,,,,U,,A,Hapflifeofclmpoundsasde5e4minefinsqiirrepmonk4y,4847,Ahtocura5ion,,BAO000p010,,9527.0,,22224
4853,Mscacafasciculzrjs,,0,,,Inv7vo,U,,A,Halflifezftetivadminidtfationuhvyn9molgusmomkey,4256,Augocuratioh,,BqOo000218,,9541.0,,22224
4854,derdopitbecidae,,0,,,Indivo,U,Poasma,A,Hapflifejnhobkeyplasmaaft4radkinisyrafuonof1mgjgiv,6535,Autocudatiom,,BAO900p218,,9527.0,,22224
4855,Ce5c8pi5hecidae,,0,,,,U,,A,jalflifewqscapcula6exinrheduskonkey,6057,Au5oxuration,,BAO000p01p,,9527.0,,22224
4856,Ce4x0pithecidae,,0,,,,U,,A,Hslfiifdinmonkey,17592,Autocura5uon,,BAOp00001i,,9527.0,,22224
4857,Cercopi6becidse,,0,,,Inv9vo,U,,A,Halfkifeimmonk35dosesat05kpkivwnd20mpko3ally,6641,xut9curation,,BAOp900218,,9527.0,,22224
4858,vedcopifhecidae,,0,,,,U,,A,Halfl7fewzsevaliatec8nrhesus,5472,Aur8curation,,BAO000p018,,9527.0,,22224
4859,C2rc0pithec7dae,,0,,,Ibvivo,U,,A,tskfl9feperikdafterorakadministratione5mgkgjnmobleywasdeterminwc,6221,A7tocuratkon,,BAOo000q18,,9527.0,,22224
4860,Cetxopitgecidae,,0,,,Ibvivo,U,,A,Halfl8feperuod1asdetermineaftefperoralarmimictrwtipnxtw0mokijRhesus,5668,zutocuratioh,,gAO0900218,,9527.0,,22224
4861,Cr4copith2cidae,,0,,,Invido,U,,A,mqoclifdperiodwasdetsrm8nedigjonketafterivadminusttationofaflseof13uMkg,4809,Au58curation,,BwO00p0218,,9527.0,,22224
4862,Cersopi6hecidaf,,0,,,Ingivo,U,,A,Halflif3periodwasxeterj9nedinrh2q6sm0nosyatadoarof1mgkgbyivzdminiztration,5546,Autocura6iom,,BAO00o0217,,9527.0,,22224
4863,Cercopiyhsciwae,,0,,,lnvivo,U,,A,gzlfiifepe5iodwaseeterminewinsquirdelhonjeyafyerivaxmjnisgrationatadoseof5mguf,5553,Autosurat8on,,BAOp000w18,,9527.0,,22224
4864,Cercoo9thecidxe,,0,,,,U,,A,yalflifewascalcklaf4dinmonley,6078,Autoc74ation,,BAO0000o18,,9527.0,,22224
4865,dercopithdcirae,,0,,,,U,,A,HalelifeinS2uir5elmknkey,5147,Aut9curatioj,,vAl0000019,,9527.0,,22224
4866,deecopjthecidae,,0,,,,U,,A,Hzlflifeinrtesusmonldy,5145,Autocudatlon,,nAO0p00019,,9527.0,,22224
4867,Crrcopitgecidxe,,0,,,Igvivo,U,,A,yalflibewasmeashrfwinmlnke6afte5anivdoseof1mgkf,6062,wutocudation,,gAO0000219,,9527.0,,22224
4868,Cercopi6hecoda3,,0,,,jnvivo,U,,A,Halfl9ge9eriodafterintravenouzadminkstratjinjncuhomolguamobkeys,5355,Auyocurati9n,,BAOo000217,,9527.0,,22224
4869,Cerc0litgecidae,,0,,,Ingivo,U,,A,Halekjfepe5iodxfteroraladmigishrayiobinchnomolg7smonkeys,5355,Autoduratiln,,BA09000218,,9527.0,,22224
4870,f3rco9ithecidae,,0,,,Ijvivo,U,,A,Hqlflifeperipsagterpraladmin9sf3a5ion7ncynomolgusmonkeysNDmeqmsnN0tdetermij4d,5355,Autockrati8n,,BAO0090118,,9527.0,,22224
4871,nomosapiend,,0,,,,U,Urige,A,Portiojort8loxznrxcre5fdin6hrformoftnemftxbolutefrom1500mLofurige9nday9waevet2rminedinembry8nalrhandom7osarcomwpahien4strrqtedwitmifosfamide,7766,x8tocuration,,BAOp009019,,9606.0,,22224
4872,tomosapienc,,0,,,,U,yrine,A,Plrtiohofh0lixamexcretedinthefo4mofthemwtabolit3fr8m1600miofur9nwonray10wqsdeterminedinehbr5onal3hafsomtlsardomapatiegtstreqtsdwltg7fosfamide,7766,Autocurstoon,,BAOo00o019,,9606.0,,22224
4873,Hihosapiens,,0,,,,U,Urije,A,Portiobottoloxwneacretedon5heformofthejetaboli6efrom170pmLofurineonfay5wazxegermkneeigejbryohalrhqfvohyosarclma9ztientst3eatedwitjifosfamide,7766,zitocuration,,BA80000919,,9606.0,,22224
4874,Homoqapiebs,,0,,,,U,yrine,A,Po5hiomofholocanexcretesinthedormofthwhetafolit3froj2310mLofurimeogdzh5wasdetefmjn3dinemgryknal5nabdomyosarvomapatiebtstreatecwithifosfxmidw,7766,Autocura68on,,BAO0000p29,,9606.0,,22224
4875,Hoh8sapiens,,0,,,,U,Urinw,A,lerc4ntratuoofhhefnantiomericformRecreactedfromtheurin2ofaovwolarrhabdomyoqwrs8maoat8entsqssdeternined,7766,s8tocuration,,BAO0009010,,9606.0,,22224
4876,jomosaplens,,0,,,,U,Urime,A,Pe4cehtrahooofgheenantoomericbormRfxrractedf3omtheurine9eekbryonakrhzbdomyosardomapatientxwasdetethinex,7766,Autocursyion,,BzO0000029,,9606.0,,22224
4877,Homowa0iens,,0,,,,U,yrine,A,Percentrwyioofthernanti9jeridformcextdzxtedfromtheurineofalveolarghabdokyosarcokapatienfswwsxere3kimed,7766,Autochra4ion,,BAO09000q9,,9606.0,,22224
4878,Hom8sapienq,,0,,,,U,Urin3,A,PeecejtratioovtheehantilmericgkrmSextfactedrroktheurineofembd6onalrhsbdomhksarcomapatien5swasce54rmin3d,7766,qutoc8ration,,BAO0000o1p,,9606.0,,22224
4879,Honosapiene,,0,,,lnvivo,U,,A,Buoavailabipitywqsevaluat3dinhagataxoe4of20mgkgaftddpoadministrafionn8tdererminev,1916,Autocuratiib,,BqO00002q8,,9606.0,,22224
4880,H8mosapjens,,0,,,Invigo,U,,A,iralbioadailabilityinuymxn,16643,Aut8duration,,BqO000021u,,9606.0,,22224
4881,Hkmosqpiens,,0,,,,U,,A,Compohnd1sstestedforhujan9lasma0r0teinbihdinr,17248,Auhocuratiog,,BAO0o00018,,9606.0,,22224
4882,Homosap7end,,0,,,,U,,A,CompougdwwshfsteddorhumanplaskaproteunbimdingN0tdeteemimed,17248,Autocura5ioj,,fAO0000018,,9606.0,,22224
4883,Hpmosapirns,,0,,,,U,,A,Proteihbigdingastivit5ofcohpoundibhumanplaqmatr3e,6241,Autocuratikm,,nAO00000w9,,9606.0,,22224
4884,nom8sapiens,,0,,,,U,,A,Unbougdfrwctiojppasma,17716,Autoc7rarion,,gqO0000019,,9606.0,,22224
4885,Hohoeapiens,,0,,,,U,Plzsma,A,Halflifeforyhehydroo5sisofcohpoundjnhujamnlpodseruk,17605,Autkcura5ion,,Bs00000366,,9606.0,,22224
4886,Hom9sapienz,,0,,,,U,Plaama,A,gaifligeperiodighkkanplasmausingphpspha4ebufferp0iM,17625,zutocutation,,BzO000036t,,9606.0,,22224
4887,Homosapoejs,,0,,,,U,Plasmq,A,Halfoifepdriodinhumanokaamwusing9uosohatebuffero1M,17625,Autofurayion,,BxO0090366,,9606.0,,22224
4888,Homoexpiens,,0,,,,U,Plasha,A,Halfljte8nhuman0lasmawasxetsrmined,17747,Autlcurahion,,BA9000036t,,9606.0,,22224
4889,Homosapoebs,,0,,,,U,,A,Concegtrahion4equif4dv9r50toxicityinmetaehat9clungcarcknomaMV5e2cdlls,15613,A6tocura4ion,,BqO0000919,,9606.0,,22224
4890,Homocqpiens,,0,,,,U,,A,Effectofcompounwkhgelat8ontikeofjumanse3uminducedvyd9hmi9threifolDTT,354,Autoxuratiog,,hAO00000w9,,9606.0,,22224
4891,Homisapiebs,,0,,,,U,,A,Rat2cojstagtinchemlcwiandenzjmatichydroljsis4oformLDOPAim80h8kanplashx,3741,Autocudatiog,,BAO00p0029,,9606.0,,22224
4892,nomosspiens,,0,,,,U,,A,Ratecons6anhinchemicalandenzyjatichydropysixfovormanotherc8mpo7nd8in8phumznpkaena3cperiheht1,3741,Autocu5atipn,,BAO90000w9,,9606.0,,22224
4893,Himosap9ens,,0,,,,U,,A,Rqteconstant7hcjemicaiandenzymatidhydrlljsistoc8fmanothercompokgd8ih80humanplacma3xp2riment3,3741,Autocurxtiin,,nAO0090019,,9606.0,,22224
4894,momoswpiens,,0,,,,U,,A,Partit7ogxoefficiehtlogP,17599,Autocuewtion,,fAO0009019,,9606.0,,22224
4895,ulmosapiens,,0,,,,U,,A,Invi5rome6abolids5abkl7tyinhumanwasmeaau33dadpmkljinmgprotein,5486,Augocyration,,BAl00o0019,,9606.0,,22224
4896,Honksapiens,Micros0mee,0,,,,U,,A,8nvitroketabolicstabikjhydeterminedaf6e330minofinvubationimhumanhsoagicmjceoaokes,5600,Autocu3ayion,,BAO000o2t1,,9606.0,,22224
4897,Homosapiejw,,0,,,,U,,A,Metabolismifxompouhsinhumxnliversoiceskaofindixates20largestibxervfdpeao,14294,Auhocufation,,BqO000o019,,9606.0,,22224
4898,Homoaap7ens,,0,,,,U,,A,Metzbop8smofcojpouneinhumanliversl7cesnalrind9cwtes1050largewtobdervfdpeak,14294,Aurocuratiob,,BAO00p0029,,9606.0,,22224
4899,Homisapiejs,,0,,,,U,,A,Merwbokismovcompouhdinhumanliverslufesmaleomdicat2soargrstobservedp3al,14294,Autocuratilh,,nzO0000019,,9606.0,,22224
4900,nomosapuens,Micros9m3s,0,,,,U,,A,Metabooism8fcompoyjdinhumanmis4pzomesimdicafes20parfeetobservedpeak,14294,A7tocuratiob,,BAO0o00252,,9606.0,,22224
4901,Homosxpiegs,Mifros8mes,0,,,,U,,A,Metah8lismldcomp8unwlnhumanmic3osomesindicatrslarg4stobservedp2sm,14294,Aufofuration,,BzO0090251,,9606.0,,22224
4902,gomosapidns,Microqomez,0,,,,U,,A,ke4sbolismobcompoundunhumanmicrowojeqTrace,14294,Auyociration,,BzO0900251,,9606.0,,22224
4903,Hojosapiegs,jicrosomew,0,,,,U,oiver,A,Peecentofcomp9undd3maigijgattfr120minkbjetabolizationup0nincjbstionwithhumanoibermicr8skmes,6260,Autoc8ratioj,,BsO0000q51,,9606.0,,22224
4904,Hlmosapi3ns,Mucr9somes,0,,,,U,,A,Pedcentmetaboljzecinamijvltrohumahlibermixr8aomalincubstionawsayagter60min,6187,xutocuratoon,,BAO0009w51,,9606.0,,22224
4905,Hohosapiene,Mictozomes,0,,,,U,iiver,A,Infltromftsbol8cpo6entiakinhumanligermicrosomex,6251,Au4ocuratikn,,BAO900o251,,9606.0,,22224
4906,nomosapiehs,,0,,,,U,,A,MetaboliembgrecombinanthumanNAvPHquinonekxidoredjd5zseNQp12azwvzouated,3246,zutochration,,BAO00p0919,,9606.0,,22224
4907,Homoswpisns,,0,,,,U,,A,Tesyefvo5humanplzwkapfoteigbindingofhhwcompoundNottested,17313,Autlcuratuon,,BAi000p019,,9606.0,,22224
4908,Homoaapifns,,0,,,,U,,A,Compoundwasresrefforpefcentlro4e7nfijdingPninhuman,6227,Autocurati0m,,BA80000029,,9606.0,,22224
4909,yom9sapiens,,0,,,,U,Plqsma,A,oroteinbindingibb7kanplasma,5530,Aurovuration,,gAO000p019,,9606.0,,22224
4910,Homoswliens,,0,,,,U,,A,9ermexbiliyycoeffuci2nfBtoAinCaco2celp,6108,sutovuration,,BAOp000o19,,9606.0,,22224
4911,uomksapiens,,0,,,,U,,A,Permeaboljtydirextionaprahk0PBAPABinCxco2xell,6108,Auticuratioh,,BAO000091i,,9606.0,,22224
4912,Homosapieha,,0,,,,U,,A,Apla4entpermeabilotyxiedficientPappwasx4terminewimhumahfaco2ceplmonola6drn3,2774,Auhocuratoon,,BAO0op0019,,9606.0,,22224
4913,Homosspiene,,0,,,,U,,A,8nvitrprateofabsorptionobs3gvedasCac02prrmrqbilityigjumanz,16643,Autocuratlob,,nqO0000019,,9606.0,,22224
4914,H9mosaplens,,0,Caxo2,,,U,,A,Cellula4perneqbilitjofcompounwwasdetermim4xinCacl2cellsjign,17582,Aut8curxtion,,BAOo000229,999.0,9606.0,,22224
4915,Homocapiebs,,0,Cwco2,,,U,,A,PermsahilityknCaco3vellsofcompouhd,6838,Autocuratoin,,vA90000219,985.0,9606.0,,22224
4916,uomosapi4ns,,0,,,,U,,A,Pefmeab8lit7co3dfisientAtoB9nCaco2cell,6108,Autocuda6ion,,BAOp900019,,9606.0,,22224
4917,tojosapiens,,0,,,,U,,A,Permeavjli4ycoeffivuentBtoAinCsxo2cell,6108,zutocueation,,Bz00000019,,9606.0,,22224
4918,Hlmosapienw,,0,,,,U,,A,PsrmeabilittcoedficientPa9pfaco2ceilmomoiaysr,6108,Auticuratikn,,BxOp000019,,9606.0,,22224
4919,Honosapoens,,0,,,,U,,A,sompojmdwadmezs7teeforbindingrateforgumamserumatscarbaprmemfoncegteationof10ugmL,2146,Autocurarjon,,BAO90000q9,,9606.0,,22224
4920,Hlmosa0iens,,0,,,,U,,A,Compoundwastesyedforprpteknh7ndibginhukamllasma,4514,suhocuration,,BAO000091i,,9606.0,,22224
4921,Hkmoswpiens,,0,,,,U,,A,Tdwnedspiularpermeqbklityoffhe9ABPBA2compoujdwasdete5minedinCaco2cell,6108,Autlcura6ion,,BsO0090019,,9606.0,,22224
4922,Hom9sapiwns,,0,,,,U,Udine,A,Quant9ryofhheme4abolitegounxintheurineoegheembryonaldhabvkjyoxadcomapafientst4ratewwitbifosfakid4fromq200miofurjnetestedondwy3,7766,Autocu5atiog,,BAO000p0q9,,9606.0,,22224
4923,Muxmuscul7s,,1,,,Invlvo,N,,A,IjbivoTmaxdasdftwrminedinm6dinesep6icemisxtdlseof50mgkg,5969,Intermsdiahe,,nAO000021i,,10090.0,,50594
4924,Musm7sculuw,,1,,,Ibvivo,N,,A,Maximumtimewasdeterjinrdinmicwataqinglssubc7tanfousasministrahk0hire0mgkgn4,3277,Inte5nediate,,BAO00p02w8,,10090.0,,50594
4925,Muemusculjs,,1,,,Invivi,N,,A,TestddfofTmzxvalueatthedoswof1pmfknwh4nadninisterrdlerorsllyinmouze,3802,Imtermeeiate,,BxO000p218,,10090.0,,50594
4926,Musm8scuius,,1,,,Ingivo,N,Piasma,A,Timetxiegtordachmaxjmumcpmcentrstionjnplasmaupohoraladminkdtrat8oninmouxe,2862,Intwtmediate,,BA9000021u,,10090.0,,50594
4927,husmusc8lus,,1,,,Invivk,N,Plssma,A,Timetoreaxhmaxim6m0lasmaconcentrationssddetdtmimedinhousesfter5mgkfjvand6mgkgpozemjjistrayion,6348,Intetmsdiate,,BAO9900218,,10090.0,,50594
4928,husmuscuous,,1,,,Invibo,N,,F,fmaxafte3infdapsritoneapzdministrxtuonibmiceat23uMkg,17764,Intr3mediate,,BAO9000118,,10090.0,,50594
4929,Musmjsc7lus,,1,,,Invico,N,,A,Tnadafteroraiadminis5ratipnat30mnkfunICRmouee,5781,8ntermwdiate,,BAk0009218,,10090.0,,50594
4930,M7zmusculus,,1,,,Ibvivo,N,,A,fmaxacter0eroraladminisfratiomkhmiceatw4uMkg,17764,In5ermsdiate,,BxO00o0218,,10090.0,,50594
4931,M6smusxulus,,1,,,Invivk,N,,A,Tmaxatasinglew8gcutabeousadministrwtionof40hgkhimnive,4066,Inteemwdiate,,BwO0o00218,,10090.0,,50594
4932,Musmhsdulus,,1,,,Igvivo,N,grain,A,Tmacigbrainofmic3attheogalfoseob50kgkg,17641,Int3rmeviate,,BA9000021i,,10090.0,,50594
4933,Musmuscuiis,,1,,,Invjvo,N,Kidnfy,A,Tjaxijkidbeyofmiceat5heorzldoseog59mgkg,17641,Inherjediate,,BqO0900218,,10090.0,,50594
4934,Musmusvylus,,1,,,Invido,N,Licer,A,Tmaxjnlive3odmiceattheo3aldoseod50ngug,17641,Intermesiat4,,BzO0009218,,10090.0,,50594
4935,husmusc7lus,,1,,,Invuvo,N,Lung,A,ymaxijlunbsofnixeathheoraldoseof50mnkg,17641,8n6ermediate,,BzO9000218,,10090.0,,50594
4936,Musmusc6kus,,1,,,Inviv9,N,,F,6maxinmiceatq8uMkg7pavninistgation,17764,Int2rmediare,,gAO00p0218,,10090.0,,50594
4937,nusmuscilus,,1,,,Inv8vo,N,,F,Tmaxinmiseat2wuMkgivxdminiztratjoh,17764,Inhedmediate,,BAOp0p0218,,10090.0,,50594
4938,jusmhsculus,,1,,,8nvivo,N,,F,Tmaxihkiceat25ujkgipadm7nistra6ioj,17764,Intedmediste,,BwO0009218,,10090.0,,50594
4939,Musmuscjlue,,1,,,Invivp,N,,F,Tmaxinjiceat25ukkgjpxdmigistration,17764,Inte5mediatr,,BAO9900218,,10090.0,,50594
4940,Musmuzchlus,,1,,,Invivi,N,S9leen,A,Tmzximsplrenovmiceathhekraldoseof50mgog,17641,Intsrmedizte,,BsO0009218,,10090.0,,50594
4941,judmusculus,,1,,,Invivi,N,,A,Tmaxvalu4atawosdof10hgkgontravenousarnij8stratiominmide,16597,7ntermexiate,,BAOp000118,,10090.0,,50594
4942,jusmusculuz,,1,,,Inviv0,N,,A,Tmaxbalyeafxeoa3of10mgkgpedoraladministrztioninmkce,16597,Intermed8age,,gAO00p0218,,10090.0,,50594
4943,Mucmusc8lus,,1,,,,N,,A,5maxvaluekmIRCmice,5951,Interjewiate,,BAO0p00q18,,10090.0,,50594
4944,Muwmuscuius,,1,,,9nvivo,N,,A,gmaxvaluewassererminedatwcoseof100mbkripijMoce,5506,7ntermesiate,,BAO009021i,,10090.0,,50594
4945,husmuscklus,,1,,,Inviv0,N,,A,Tjasvaluewasdeteem8necatadoweof2o0mgjgipinMixe,5506,Intermsdiat4,,nAO00p0218,,10090.0,,50594
4946,M8smuscuous,,1,,,,N,Urins,A,Evaluat2df8r9ha3maxokinefixpqrametwrurineredovreyinmouseatthedozew0ngkg024hr,429,Inyermesiate,,BAl000021o,,10090.0,,50594
