ASI,Des,CI,BFO,CURAB,ASSSUBCELFR,ASCT,T,RELAT,CONFSC,SRI,SASSI,CHEI,TISI,VAI
8276,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after a peroral dose of 25 mg/kg in nude mice,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL624518,,
8277,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after iv dose of 25 mg/kg in nude mice,,BAO_0000218,Intermediate,,,100710,N,1,1,,CHEMBL624519,,
8278,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after iv dose of 5 mg/kg expressed as Area under the curve,,BAO_0000218,Intermediate,,,100710,N,1,1,,CHEMBL624520,,
8279,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 10 mg/kg expressed as Area under the curve,,BAO_0000218,Intermediate,,,100710,N,1,1,,CHEMBL624521,,
8280,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 5 mg/kg expressed as Area under the curve,,BAO_0000218,Intermediate,,,100710,N,1,1,,CHEMBL624522,,
8281,In vivo antitumor efficacy in cynomolgus monkeys 0-8 hours after peroral dose of 25 mg/kg expressed as Area under the curve,,BAO_0000218,Intermediate,,,100710,N,1,1,,CHEMBL624523,,
8282,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 10 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",,BAO_0000218,Intermediate,,,100710,N,1,1,,CHEMBL624409,,
8283,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-8 hr)",,BAO_0000218,Intermediate,,,100710,N,1,1,,CHEMBL624410,,
8284,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",,BAO_0000218,Intermediate,,,100710,N,1,1,,CHEMBL624411,,
8285,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, iv and the total drug exposure was determined. (0-8 hr)",,BAO_0000218,Intermediate,,,100710,N,1,1,,CHEMBL623531,,
8286,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, perorally and the total drug exposure was determined (0-8 hr)",,BAO_0000218,Intermediate,,,100710,N,1,1,,CHEMBL623532,,
8287,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, intravenously and the total drug exposure was determined (0-8 hr)",,BAO_0000218,Intermediate,,,100710,N,1,1,,CHEMBL623533,,
8288,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",,BAO_0000218,Intermediate,,,100710,N,1,1,,CHEMBL623534,,
8289,In vivo antitumor efficacy in nude mice 0-24 hr after intravenous dose of 25 mg/kg expressed as Area under the curve,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL623535,,
8290,In vivo antitumor efficacy in nude mice 0-24 hr after iperoral dose of 25 mg/kg expressed as Area under the curve,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL623536,,
8291,In vivo antitumor efficacy in nude mice 0-24 hr after iv dose of 25 mg/kg expressed as Area under the curve,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL623537,,
8292,In vivo antitumor efficacy in nude mice 0-24 hr after peroral dose of 25 mg/kg expressed as Area under the curve,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL623538,,
8293,In vivo antitumor efficacy in nude mice after peroral dose of 10 mg/kg expressed as Area under the curve,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL623539,,
8294,In vivo antitumor efficacy in nude mice after peroral dose of 25 mg/kg expressed as Area under the curve,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL623540,,
8295,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined.",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL623541,,
8296,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-24hr)",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL623542,,
8297,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-4 hr)",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL623543,,
8298,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL623544,,
8299,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-24hr)",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL623545,,
8300,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-4 hr)",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL623546,,
8301,Evaluated for plasma clearance after iv administration of 5 mg/kg to male Sprague-Dawley rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623547,1969.0,
8302,High i.v. clearance in Dawley rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623548,,
8303,In vitro clearance in rat liver microsomes,,BAO_0000218,Intermediate,Microsomes,,50597,N,1,1,,CHEMBL623549,2107.0,
8304,Intrinsic clearance in rat liver microsomes was determined,,BAO_0000218,Intermediate,Microsomes,,50597,N,1,1,,CHEMBL623550,2107.0,
8305,Intrinsic clearance in rat hepatocytes was determined,401.0,BAO_0000218,Intermediate,,Hepatocyte,50597,N,1,1,,CHEMBL875276,2107.0,
8306,Plasma Clearance was determined,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621872,,
8307,Plasma clearance after intravenous administration of 0.4 mg/kg of dose in rats was determined,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621873,,
8308,Plasma clearance in rat.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621874,,
8309,Plasma clearance in rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621875,,
8310,Plasma clearance was estimated from the AUC after 5 mg/kg intravenous dosing in rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621876,,
8311,Plasma clearance was evaluated after 10 uM/kg of intra arterial administration,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621877,,
8312,Plasma clearance was measured in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621878,,
8313,Clearance after iv administration to Sprague-Dawley rat at dosage of 0.2 mg/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621879,,
8314,"Tested for the plasma clearance in Dawley rat at a dose of 1 mg/kg intravenous, 2 mg/kg orally",,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621880,1969.0,
8315,The clearance rate in mature male rat at a intravenous dose of 3 mg/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621881,,
8316,Total body clearance was evaluated for the compound after i.v. administration at a dose of 5 mg/kg was measured in rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621882,,
8317,Total clearance at 1 mg/kg was determined in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL875283,,
8318,Total clearance at 10 mg/kg was determined in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621883,,
8319,Clearance in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621884,,
8320,Plasma clearance rate determined in rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621885,,
8321,Clearance of compound in rat was evaluated,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621886,,
8322,Plasma concentration in rats after 7 hr at 30mg/kg oral dose,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621887,1969.0,
8323,Pharmacokinetic property (blood clearance) in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621888,,
8324,Plasma clearance in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621889,,
8325,Plasma clearance in rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621890,,
8326,Intrinsic clearance of compound against NADPH-fortified rat liver microsomes,,BAO_0000218,Intermediate,Microsomes,,50597,N,1,1,,CHEMBL621891,2107.0,
8327,Clearance in Dawley rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621892,,
8328,Clearance rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621893,,
8329,Clearance rat (dosed at 0.5 mpk IV and 2.0 mpk po.),,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621894,,
8330,Clearance rat; Not determined,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621895,,
8331,Clearance rate was determined in rat at a dose of 1 mpk i.v.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL875284,,
8332,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND means not determined,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618699,,
8333,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND=not determined,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618700,,
8334,Clearance was determined by iv administration (1.5 mg/kg) in fasted male Sprague-Dawley rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618701,,
8335,"Clearance in plasma calculated from Time-Course plasma concentrations in rats at a dose of 2.5 mg/kg, iv",,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL876600,1969.0,
8336,Clearance of compound in rat after 1 mg/kg i.v. administration,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618702,,
8337,Compound was evaluated for Hepatic clearance in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618703,,
8338,In vivo clearance after 5 mg/kg dose,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618704,,
8339,Compound was tested for plasma clearance in rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618705,1969.0,
8340,Hepatic clearance after intravenous administration was evaluated in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618706,,
8341,Lower clearance in rat (i.v.) at 0.5 mpk,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618707,,
8342,Pharmacokinetic parameter expressed as plasma clearance in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618708,1969.0,
8343,Pharmacokinetic property (Clp) in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618709,,
8344,Plasma clearance in Sprague-Dawley rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618710,,
8345,Plasma clearance (Clp) in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618711,,
8346,Plasma clearance for the compound was measured in rat after an iv dose of 1 mg/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618712,,
8347,Plasma clearance in fasted male Sprague dawely rats on administration of 0.5 mg/Kg i.v. of the compound,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618713,,
8348,Plasma clearance after intravenous administration of 1 mg/kg in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618714,,
8349,Plasma clearance in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618715,,
8350,Plasma clearance in rat was determined,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618716,,
8351,Plasma clearance measured in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL876601,,
8352,Plasma clearance was calculated in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618717,,
8353,Plasma clearance in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618718,,
8354,Plasma clearance in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618719,,
8355,Plasma clearance in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618720,,
8356,Plasma clearance in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618721,,
8357,Plasma clearance in rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621477,,
8358,Plasma clearance in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621478,,
8359,Plasma clearance was evaluated in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621479,,
8360,Plasma clearance was evaluated in rat; Not tested,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621480,,
8361,Plasma clearance rate was determined for the compound in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621481,,
8362,"Plasma clearance rate was determined in rats at 10mg/kg, p.o. dose; n/a: not applicable",,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621482,,
8363,"Plasma clearance rate was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621483,,
8364,"Plasma clearance rate was determined in rats at 2 mg/kg, i.v. dose",,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621484,,
8365,Biodistribution of [123I]-label in rat heart was reported at 24 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621485,948.0,
8366,Biodistribution of [123I]-label in rat heart was reported at 4 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621486,948.0,
8367,Biodistribution of [123I]-label in rat intestine was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621487,160.0,
8368,Biodistribution of [123I]-label in rat intestine was reported at 1 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621488,160.0,
8369,Biodistribution of [123I]-label in rat intestine was reported at 2 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621489,160.0,
8370,Biodistribution of [123I]-label in rat intestine was reported at 24 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621490,160.0,
8371,Biodistribution of [123I]-label in rat intestine was reported at 4 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621491,160.0,
8372,Biodistribution of [123I]-label in rat kidneys was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621492,2113.0,
8373,Biodistribution of [123I]-label in rat kidneys was reported at 1 h post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621493,2113.0,
8374,Biodistribution of [123I]-label in rat kidneys was reported at 2 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621494,2113.0,
8375,Biodistribution of [123I]-label in rat kidneys was reported at 24 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621495,2113.0,
8376,Biodistribution of [123I]-label in rat kidneys was reported at 4 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621496,2113.0,
8377,Biodistribution of [123I]-label in rat liver was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621497,2107.0,
8378,Biodistribution of [123I]-label in rat liver was reported at 1 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621498,2107.0,
8379,Biodistribution of [123I]-label in rat liver was reported at 2 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621499,2107.0,
8380,Biodistribution of [123I]-label in rat liver was reported at 24 h post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618634,2107.0,
8381,Biodistribution of [123I]-label in rat liver was reported at 4 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618635,2107.0,
8382,Biodistribution of [123I]-label in rat lung was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618636,2048.0,
8383,Biodistribution of [123I]-label in rat lung was reported at 1 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619737,2048.0,
8384,Biodistribution of [123I]-label in rat lung was reported at 2 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619738,2048.0,
8385,Biodistribution of [123I]-label in rat lung was reported at 24 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL624329,2048.0,
8386,Biodistribution of [123I]-label in rat lung was reported at 4 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL624330,2048.0,
8387,Biodistribution of [123I]-label in rat muscle was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL624331,2385.0,
8388,Biodistribution of [123I]-label in rat muscle was reported at 1 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL624332,2385.0,
8389,Biodistribution of [123I]-label in rat muscle was reported at 2 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL624333,2385.0,
8390,Biodistribution of [123I]-label in rat muscle was reported at 24 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL624334,2385.0,
8391,Biodistribution of [123I]-label in rat muscle was reported at 4 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL624335,2385.0,
8392,Biodistribution of [123I]-label in rat spleen was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620016,2106.0,
8393,Biodistribution of [123I]-label in rat spleen was reported at 1 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620169,2106.0,
8394,Biodistribution of [123I]-label in rat spleen was reported at 2 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620170,2106.0,
8395,Biodistribution of [123I]-label in rat spleen was reported at 24 h post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620171,2106.0,
8396,Biodistribution of [123I]-label in rat spleen was reported at 4 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620172,2106.0,
8397,Biodistribution of [123I]-label in rat stomach was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620173,945.0,
8398,Biodistribution of [123I]-label in rat stomach was reported at 1 h post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620174,945.0,
