assay_id,assay_organism,tid,assay_category,assay_tissue,src_id,assay_type,tissue_id,variant_id,cell_id,chembl_id,assay_tax_id,src_assay_id,doc_id,assay_strain,assay_cell_type,description,assay_test_type,assay_subcellular_fraction
2891,,227,,,1,B,,,722.0,CHEMBL617609,,,15146,,HEK293,Compound was tested for its binding affinity against cloned human 5-hydroxytryptamine 2B receptor in HEK 293 cells using [3H]5-HT,,
2892,,227,,,1,B,,,722.0,CHEMBL617610,,,5213,,HEK293,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 2B receptor in HEK 293 using [3H]ketanserin as a radioligand,,
2893,,227,,,1,B,,,722.0,CHEMBL617611,,,14818,,HEK293,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 2B receptors in HEK293 cells using [3H]5-HT.,,
2894,,227,,,1,B,,,722.0,CHEMBL617612,,,4829,,HEK293,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand",,
2895,,227,,,1,B,,,722.0,CHEMBL617613,,,4829,,HEK293,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand",,
2896,Oryctolagus cuniculus,227,,,1,B,,,,CHEMBL617614,9986.0,,14025,,,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 2B receptor in the endothelium intact rabbit jugular vein.,,
2897,,12688,,Stomach,1,B,945.0,,,CHEMBL617615,,,13463,,,Binding affinity analysed for 5-HT 2B receptor in rat stomach fundus,,
2898,,12688,,Stomach,1,B,945.0,,,CHEMBL858114,,,7259,,,Affinity against 5-hydroxytryptamine 2B receptor in the isolated rat stomach fundus,,
2899,,12688,,Stomach,1,B,945.0,,,CHEMBL617616,,,7259,,,Affinity against serotonergic receptor in the isolated rat stomach fundus,,
2900,Rattus norvegicus,12688,,Stomach,1,F,945.0,,,CHEMBL617617,10116.0,,7185,,,Antagonistic activity against 5-hydroxytryptamine 2B receptor obtained from rat stomach fundus preparation,,
2901,Rattus norvegicus,12688,,,1,F,,,,CHEMBL875914,10116.0,,7185,,,Antagonistic against 5-hydroxytryptamine 2B receptor,,
2902,,12688,,Stomach,1,F,945.0,,,CHEMBL617618,,,13267,,,Antagonistic affinity measured as pA2 value on 5-hydroxytryptamine 2B receptor of the rat stomach fundus,,
2903,Rattus norvegicus,12688,,Stomach,1,B,945.0,,,CHEMBL617619,10116.0,,13735,,,Inhibition of 5-HT binding to 5-HT2B receptor of Rat stomach fundus,,
2904,,12688,,,1,F,,,,CHEMBL617620,,,15738,,,Compound was evaluated for antagonism against serotonin (5-hydroxytryptamine 2B receptor ) receptor,,
2905,,12688,,,1,F,,,,CHEMBL617621,,,15738,,,Compound was evaluated for antagonism against serotonin (5-hydroxytryptamine 2B receptor ) receptor; No data,,
2906,,12688,,,1,F,,,,CHEMBL617622,,,15738,,,Compound was evaluated for antagonism against serotonin (5-hydroxytryptamine 2B) receptor,,
2907,Rattus norvegicus,12688,,Stomach,1,B,945.0,,,CHEMBL617623,10116.0,,12936,,,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,,
2908,Rattus norvegicus,12688,,Stomach,1,B,945.0,,,CHEMBL617624,10116.0,,12936,,,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,,
2909,Rattus norvegicus,12688,,Stomach,1,B,945.0,,,CHEMBL617625,10116.0,,12936,,,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,,
2910,Rattus norvegicus,12688,,Stomach,1,B,945.0,,,CHEMBL617626,10116.0,,12936,,,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,,
2911,,12688,,Stomach,1,F,945.0,,,CHEMBL617627,,,16404,,,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,,
2912,,12688,,Stomach,1,F,945.0,,,CHEMBL617628,,,16404,,,Negative log concentration of antagonist was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,,
2913,,12688,,Stomach,1,F,945.0,,,CHEMBL617629,,,16404,,,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus; ND is No Data.,,
2914,,12688,,Stomach,1,F,945.0,,,CHEMBL858115,,,16404,,,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus; ND is not determined.,,
2915,Rattus norvegicus,12688,,Stomach,1,F,945.0,,,CHEMBL617630,10116.0,,16404,,,Antagonistic activity on 5-hydroxytryptamine 2B receptor of Rat stomach fundus;ND is not determined,,
2916,,12688,,Thoracic aorta,1,F,1515.0,,,CHEMBL617631,,,16404,,,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat thoracic aorta; ND is not determined,,
2917,,12688,,,1,B,,,,CHEMBL617632,,,7483,,,The binding affinity of compound to 5-HT receptor of rat fundus was expressed as pA2 value; Unable to determine valid PA2 value due to slope of Schild plot,,
2918,,12688,,,1,B,,,,CHEMBL617633,,,7483,,,The binding affinity to 5-hydroxytryptamine 2B receptor of rat fundus,,
2919,,12688,,,1,B,,,,CHEMBL617634,,,7483,,,The binding affinity of compound to 5-hydroxytryptamine 2B receptor of rat fundus was expressed as pA2 value; Unable to determine valid PA2 value due to slope of Schild plot,,
2920,,12688,,,1,B,,,,CHEMBL617635,,,7483,,,The binding affinity of compound to 5-hydroxytryptamine 2B receptor of rat fundus; Unable to determine valid PA2 value due to slope of Schild plot,,
2922,Rattus norvegicus,12688,,Stomach,1,F,945.0,,,CHEMBL617637,10116.0,,16404,,,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,,
2923,,227,,,1,B,,,,CHEMBL617638,,,6347,,,Binding affinity against 5-hydroxytryptamine 1A receptor,,
2924,,227,,,1,B,,,,CHEMBL617639,,,4373,,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 2B receptor was determined,,
2925,,227,,,1,B,,,,CHEMBL617640,,,4373,,,Binding affinity for 5-hydroxytryptamine 2B receptor was determined,,
2926,,227,,,1,B,,,,CHEMBL617641,,,4687,,,Evaluated for the binding affinity to 5-HT 2B receptor,,
2927,,227,,,1,B,,,,CHEMBL617642,,,16946,,,Ability to displace [3H]5-HT from 5-hydroxytryptamine 2B receptor,,
2928,,227,,,1,B,,,,CHEMBL617643,,,16633,,,Binding affinities against 5-hydroxytryptamine 2B receptor,,
2929,,227,,,1,B,,,,CHEMBL617644,,,16633,,,Binding affinities towards 5-hydroxytryptamine 2B receptor,,
2930,,227,,,1,B,,,,CHEMBL617645,,,16633,,,Binding affinity towards 5-hydroxytryptamine 2B receptor using [125I]DOI as radioligand,,
2931,,108,,,1,B,,,,CHEMBL617646,,,15026,,,In vitro ability to displace [3H]mesulergine binding from 5-hydroxytryptamine 2C receptor from bovine choroid plexus.,,
2932,Bos taurus,108,,,1,B,,,,CHEMBL617647,9913.0,,15738,,,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor,,
2933,Bos taurus,108,,,1,B,,,,CHEMBL617648,9913.0,,15738,,,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at a concentration of 10E-6 M,,
2934,Bos taurus,108,,,1,B,,,,CHEMBL617875,9913.0,,15738,,,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at a concentration of 10e-6 M,,
2935,Bos taurus,108,,,1,B,,,,CHEMBL617876,9913.0,,15738,,,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at concentration of 10e-6 M,,
2936,Bos taurus,108,,,1,B,,,,CHEMBL617877,9913.0,,16404,,,Inhibitory constant was determined on 5-hydroxytryptamine 2C receptor of Bovine choroid plexus,,
2937,Bos taurus,108,,,1,B,,,,CHEMBL617878,9913.0,,15026,,,In vitro ability to displace [3H]mesulergine binding from 5-hydroxytryptamine 2C receptor from bovine choroid plexus.,,
2938,Bos taurus,108,,,1,B,,,,CHEMBL617879,9913.0,,15738,,,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor,,
2939,Cavia porcellus,108,,,1,B,,,,CHEMBL617880,10141.0,,16312,,,Binding affinity against guinea pig cortex 5-HT2C receptor in the presence of [3H]mesulergine,,
2940,Cavia porcellus,20033,,Striatum,1,B,2435.0,,,CHEMBL617881,10141.0,,5486,,,Binding affinity towards 5-HT4 receptor by the displacement of [3H]GR-113808 in guinea-pig striatum,,
2941,,51,,,1,B,,,,CHEMBL857073,,,5254,,,Binding affinity against 5-HT1A receptor,,
2942,,108,,,1,F,,,449.0,CHEMBL617882,,,3857,,CHO,Agonistic activity for 5-HT2c (5-HT2C) by measuring [3H]inositol monophosphate fromation in CHO cells in which the human 5-HT2C receptor subtype was stably expressed,,
2943,Homo sapiens,108,,,1,F,,,449.0,CHEMBL617883,9606.0,,6857,,CHO,Functional activity against human 5-hydroxytryptamine 2C receptor expressed in CHO cells using fluorometric imaging plate reader,,
2944,,108,,,1,F,,,,CHEMBL617884,,,4176,,,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2c receptor cell line,,
2945,,108,,,1,B,,,449.0,CHEMBL617885,,,6347,,CHO,Agonistic binding efficacy against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI radioligand,,
2946,,108,,,1,B,,,449.0,CHEMBL617886,,,6347,,CHO,"Agonistic binding affinity against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI radioligand, expressed as Emax",,
2947,Homo sapiens,108,,,1,B,,,,CHEMBL617887,9606.0,,16146,,,Inhibition of human 5-hydroxytryptamine 2C receptor,,
2948,,108,,,1,B,,,,CHEMBL617888,,,3805,,,In vitro binding affinity against human 5-hydroxytryptamine 2C receptor at a concentration of 100 (nM),,
2949,,108,,,1,B,,,,CHEMBL617889,,,3857,,,Inhibitory activity using [3H]mesulergine as radioligand with receptor membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor at a concentration of 1 uM,,
2950,,108,,,1,B,,,,CHEMBL617890,,,5635,,,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor,,
2951,,108,,,1,B,,,,CHEMBL617891,,,5635,,,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor Intrinsic efficacy against 5-hydroxytryptamine 2C receptor; Intrinsic efficacy (%) not determined,,
2952,,108,,,1,B,,,,CHEMBL617892,,,5635,,,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor; Intrinsic efficacy (%) not determined,,
2953,,108,,,1,B,,,449.0,CHEMBL617893,,,4012,,CHO,Displacement of [H]-mesulergine from CHO cells expressing human 5-hydroxytryptamine 2C receptor.,,
2954,,108,,,1,B,,,449.0,CHEMBL617894,,,6366,,CHO,Ability to displace [3H]- mesulergine from human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells,,
2955,,108,,,1,B,,,449.0,CHEMBL617895,,,15949,,CHO,Ability to displace [3H]mesulergine binding to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,,
2956,,108,,,1,B,,,449.0,CHEMBL617896,,,17211,,CHO,Ability to displace [3H]mesulergine (0.5 nM) from CHO cells of human 5-hydroxytryptamine 2C receptor,,
2957,Homo sapiens,108,,,1,B,,,,CHEMBL617897,9606.0,,6491,,,Affinity towards human 5-hydroxytryptamine 2C serotonin receptor,,
2958,,108,,,1,F,,,,CHEMBL617898,,,14093,,,Agonist activity at cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI radioligand,,
2959,,108,,,1,F,,,,CHEMBL617899,,,13481,,,Agonistic activity at cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand,,
2960,Rattus norvegicus,108,,,1,B,,,449.0,CHEMBL617900,10116.0,,6347,,CHO,Agonistic binding affinity against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI ,,
2961,,108,,,1,F,,,,CHEMBL617901,,,14093,,,Antagonist activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine radioligand,,
2962,,108,,,1,F,,,,CHEMBL617902,,,14093,,,Antagonist activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine radioligand; Not tested,,
2963,,108,,,1,F,,,,CHEMBL617903,,,13481,,,Antagonistic activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,,
2964,,108,,,1,B,,,,CHEMBL617904,,,14442,,,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [125 I]DOI as radioligand,,
2965,,108,,,1,B,,,,CHEMBL617905,,,14442,,,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [3H]- mesulergine as radioligand,,
2966,,108,,,1,B,,,,CHEMBL617906,,,14442,,,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [3H]- mesulergine as radioligand;not tested,,
2967,,108,,,1,B,,,,CHEMBL617907,,,14755,,,Binding activity against cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as the radioligand.,,
2968,,108,,,1,B,,,,CHEMBL617908,,,14744,,,Binding affinity against the cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as the radioligand,,
2969,,108,,,1,B,,,449.0,CHEMBL620617,,,16659,,CHO,Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,,
2970,Homo sapiens,108,,,1,B,,,,CHEMBL620618,9606.0,,6857,,,Affinity for human 5-hydroxytryptamine 2C receptor expressed in mammalian cell line,,
2971,,108,,,1,B,,,,CHEMBL620619,,,5635,,,Binding affinity against 5-hydroxytryptamine 2C receptor using [125I]DOI radioligand.,,
2972,Homo sapiens,108,,,1,B,,,,CHEMBL620620,9606.0,,4234,,,Binding affinity to cloned human 5-hydroxytryptamine 2C receptor,,
2973,,108,,,1,B,,,,CHEMBL620621,,,16209,,,Binding affinity towards human 5-HT2C receptor was determined using [125I]- DOI as radioligand,,
2974,Rattus norvegicus,104698,,,1,B,,,,CHEMBL872920,10116.0,,5778,,,Binding affinity for 5-HT3 receptor by displacement of [3H]-LY 278584 in rat cerebral cortex membranes,,Membranes
2975,,104698,,,1,B,,,,CHEMBL620622,,,5094,,,Binding affinity towards rat 5-hydroxytryptamine 3 receptor was evaluated,,
2976,Rattus norvegicus,104698,,,1,B,,,,CHEMBL620623,10116.0,,809,,,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 in rat posterior cortex,,
2977,,104698,,,1,B,,,,CHEMBL620624,,,1578,,,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 as radioligand in rat posterior cortex,,
2978,,104698,,,1,B,,,,CHEMBL620625,,,809,,,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 as radioligand in rat posterior cortex; Not tested,,
2979,,104698,,,1,B,,,,CHEMBL620626,,,12469,,,Binding affinity was measured on 5-hydroxytryptamine 3 receptor in NG-108 cells labeled with [3H]GR-65630,,
2980,,104698,,,1,B,,,,CHEMBL621307,,,14290,,,Binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]-BRL 43694 as radioligand in rat posterior cortex,,
2981,,104698,,,1,B,,,,CHEMBL621308,,,14290,,,Binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]-BRL 43694 as radioligand in rat posterior cortex.,,
2982,,104698,,,1,B,,,,CHEMBL621309,,,10609,,,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]-5-HT,,
2983,,104698,,,1,B,,,,CHEMBL621310,,,10609,,,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]GR-65630,,
2984,,104698,,,1,B,,,,CHEMBL621311,,,10609,,,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]-ketanserin,,
2985,,104698,,,1,B,,,,CHEMBL621502,,,15253,,,"Compound was evaluated for its in vitro affinity at serotonergic 5-hydroxytryptamine 3 receptor by radioligand binding assay, using [3H]-LY 278584 in rat cerebral cortex membranes.",,
2986,,104698,,,1,B,,,,CHEMBL621503,,,15253,,,"In vitro affinity at serotonergic 5-hydroxytryptamine 3 receptor by radioligand binding assay, using [3H]-LY 278584 in rat cerebral cortex membranes.",,
2987,,104698,,,1,B,,,,CHEMBL621504,,,11683,,,Displacement of the 5-hydroxytryptamine 3 receptor ligand [3H]GR-65630 from rat brain cortical membranes.,,Membranes
2988,,104698,,,1,B,,,,CHEMBL621505,,,12092,,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 3 receptor,,
2989,,104698,,,1,B,,,,CHEMBL621506,,,1946,,,Binding affinity at 5-hydroxytryptamine 3 receptor in rat entorhinal cortex by [3H]BRL-43694 displacement.,,
2990,,104698,,,1,B,,,,CHEMBL619781,,,11623,,,Ability to displace [3H]quipazine binding to 5-hydroxytryptamine 3 receptor sites in NG 108-15.,,
2991,,104698,,,1,B,,,,CHEMBL619782,,,11623,,,Compound was evaluated for its ability to displace [3H]quipazine binding to 5-hydroxytryptamine 3 receptor sites in NG 108-15. ,,
2992,,104698,,,1,B,,,,CHEMBL619783,,,14788,,,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement [3H]GR-65630 in rat cerebral cortex,,
2993,Rattus norvegicus,104698,,,1,B,,,,CHEMBL619784,10116.0,,5432,,,Displacement of [3H]ketanserin from rat cortex 5-HT3 receptor,,
2994,,104698,,,1,B,,,,CHEMBL619785,,,14826,,,Ability to displace [3H]granisetron specifically bound to 5-hydroxytryptamine 3 receptor in rat cortical membrane,,
2995,,104698,,,1,B,,,,CHEMBL619786,,,2222,,,Compound was tested for its binding affinity for the 5-hydroxytryptamine 3 receptor,,
2996,,104698,,,1,B,,,,CHEMBL619787,,,11963,,,Displacement of binding of [3H]-BRL 43694 to 5-hydroxytryptamine 3 receptor in rat cerebral cortex,,
2997,,104698,,,1,B,,,,CHEMBL872925,,,14145,,,In vitro affinity for 5-hydroxytryptamine 3 (5-HT3) receptor by displacement of [3H]BRL-43694 from rat entorhinal cortex,,
2998,,104698,,,1,B,,,,CHEMBL619788,,,17819,,,In vitro binding affinity at serotonin 5-hydroxytryptamine 3 receptor in rat cortex by [3H]granisetron displacement.,,
2999,,104698,,,1,B,,,,CHEMBL619789,,,10394,,,Inhibitory activity against 5-hydroxytryptamine 3 receptor in rat cortical membranes using [3H]- 1-Methyl-1H-indazole-3-carboxylic acid (8-methyl-8-aza-bicyclo[3.2.1]oct-3-yl)-amide as a radioligand,,
3000,,104698,,,1,B,,,,CHEMBL619790,,,10394,,,Inhibitory activity against 5-hydroxytryptamine 3 receptor in rat cortical membranes using [3H]-1-Methyl-1H-indazole-3-carboxylic acid (8-methyl-8-aza-bicyclo[3.2.1]oct-3-yl)-amide as a radioligand,,
3001,,104698,,,1,B,,,,CHEMBL619791,,,15034,,,Inhibitory concentration against 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-LY 278584 as radioligand,,
3002,,104698,,,1,B,,,,CHEMBL619792,,,691,,,Binding affinity at 5-hydroxytryptamine 3 receptor in rat entorhinal cortex by [3H]BRL-43694 displacement.,,
3003,,104698,,,1,B,,,,CHEMBL619793,,,12092,,,Displacement of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor in rat brain cortical membranes,,Membranes
3004,Rattus norvegicus,104698,,,1,B,,,,CHEMBL619794,10116.0,,11752,,,Inhibition of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor,,
3005,,104698,,Brain,1,B,955.0,,,CHEMBL619795,,,11752,,,The ability to inhibit [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor in rat brain cortices,,
3006,,104698,,,1,B,,,,CHEMBL619796,,,301,,,Binding affinity at 5-hydroxytryptamine 3 receptor in rat posterior cortex by [3H]-BRL 43694 displacement.,,
3007,,104698,,,1,B,,,,CHEMBL620448,,,16532,,,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584,,
3008,,104698,,,1,B,,,,CHEMBL620449,,,16532,,,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584; Not tested,,
3009,,104698,,,1,B,,,,CHEMBL620450,,,12092,,,The binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand.,,
3010,,104698,,,1,B,,,,CHEMBL620451,,,11684,,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of radioligand [3H]GR-65630,,
