Fiscal year,Biodiversity (marker),Bilateral aid (international marker),Regional program (marker),PBA type,Section name,FSTC percent,Climate change mitigation (marker),Organisation type,Branch name,Organisation sub-class,CountryRegion ID,Status,Amount spent,Continent ID,Urban issues (marker),Children issues (marker),Youth issues (marker),Indigenous issues (marker),Disability issues (marker),ICT as a tool for development (marker),Knowledge for development (marker),Gender equality (marker),Organisation ID,Organisation name,Organisation class,Continent name,Project Browser country ID,CountryRegion name,CountryRegion percent,Sector ID,Sector name,Sector percent
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,6457.5,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,13040,STD control including HIV/AIDS,0.021
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,7226.25,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,14031,Basic drinking water supply,0.0235
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,7226.25,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,14032,Basic sanitation,0.0235
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,30750.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,15110,Public sector policy and administrative management,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,15375.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,15130,Legal and judicial development,0.05
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,30750.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,15150,Democratic participation and civil society,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,30750.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,15153,Media and free flow of information,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,30750.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,15160,Human rights,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,6150.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,16020,Employment policy and administrative management,0.02
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,5227.5,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,16050,Multi-sector aid for basic social services,0.017
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,3075.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,32140,Cottage industries and handicrafts,0.01
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,3690.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,32161,Agro-industries,0.012
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,30750.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,33110,Trade policy and administrative management,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,15375.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,33120,Trade facilitation,0.05
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,39360.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,33140,Multilateral trade negotiations,0.128
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,9225.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,33181,Trade education/training,0.03
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,12300.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,99820,Promotion of development awareness,0.04
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,615.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,11220,Primary education,0.01
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,615.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,11330,Vocational training,0.01
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,922.5,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,11430,Advanced technical and managerial training,0.015
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,1230.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,12110,Health policy and administrative management,0.02
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,1230.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,12281,Health personnel development,0.02
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,1291.5,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,13040,STD control including HIV/AIDS,0.021
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,1445.25,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,14031,Basic drinking water supply,0.0235
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,1445.25,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,14032,Basic sanitation,0.0235
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,6150.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,15110,Public sector policy and administrative management,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,3075.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,15130,Legal and judicial development,0.05
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,6150.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,15150,Democratic participation and civil society,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,6150.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,15153,Media and free flow of information,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,6150.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,15160,Human rights,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,1230.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,16020,Employment policy and administrative management,0.02
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,1045.5,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,16050,Multi-sector aid for basic social services,0.017
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,615.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,32140,Cottage industries and handicrafts,0.01
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,738.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,32161,Agro-industries,0.012
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,6150.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,33110,Trade policy and administrative management,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,3075.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,33120,Trade facilitation,0.05
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,7872.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,33140,Multilateral trade negotiations,0.128
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,1845.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,33181,Trade education/training,0.03
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,LB,Closed,2460.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,LB,Lebanon,0.01,99820,Promotion of development awareness,0.04
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,1845.0,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,11220,Primary education,0.01
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,1845.0,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,11330,Vocational training,0.01
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,2767.5,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,11430,Advanced technical and managerial training,0.015
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,3690.0,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,12110,Health policy and administrative management,0.02
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,3690.0,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,12281,Health personnel development,0.02
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,3874.5,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,13040,STD control including HIV/AIDS,0.021
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,4335.75,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,14031,Basic drinking water supply,0.0235
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,4335.75,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,14032,Basic sanitation,0.0235
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,18450.0,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,15110,Public sector policy and administrative management,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,9225.0,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,15130,Legal and judicial development,0.05
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,18450.0,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,15150,Democratic participation and civil society,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,18450.0,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,15153,Media and free flow of information,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,18450.0,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,15160,Human rights,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,3690.0,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,16020,Employment policy and administrative management,0.02
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,3136.5,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,16050,Multi-sector aid for basic social services,0.017
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,1845.0,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,32140,Cottage industries and handicrafts,0.01
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,2214.0,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,32161,Agro-industries,0.012
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,18450.0,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,33110,Trade policy and administrative management,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,9225.0,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,33120,Trade facilitation,0.05
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,23616.0,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,33140,Multilateral trade negotiations,0.128
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,5535.0,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,33181,Trade education/training,0.03
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,MG,Closed,7380.0,2,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Africa,MG,Madagascar,0.03,99820,Promotion of development awareness,0.04
