ss_d,chmbl_d,crtd_b,ss_tss,tss_d,ss_sbclllr_frctn,dc_d,cll_d,b_frmt,vrnt_d,ss_cll_tp,ss_strn,td,rltnshp_tp,cnfdnc_scr,src_d,src_ss_d
6176,CHEMBL620348,Intermediate,,,,4644,646.0,BAO_0000219,,A549,,80682,N,1,1,
6177,CHEMBL620349,Intermediate,,,,4644,646.0,BAO_0000219,,A549,,80682,N,1,1,
6178,CHEMBL618667,Intermediate,,,,5822,646.0,BAO_0000219,,A549,,80682,N,1,1,
6179,CHEMBL618668,Expert,,,,3415,646.0,BAO_0000219,,A549,,80682,N,1,1,
6180,CHEMBL876031,Intermediate,,,,16726,646.0,BAO_0000219,,A549,,80682,N,1,1,
6181,CHEMBL618759,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6182,CHEMBL618760,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6183,CHEMBL619000,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6184,CHEMBL619001,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6185,CHEMBL619002,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6186,CHEMBL619003,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6187,CHEMBL619597,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6188,CHEMBL619598,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6189,CHEMBL619599,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6190,CHEMBL619600,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6191,CHEMBL619601,Intermediate,,,,16726,646.0,BAO_0000219,,A549,,80682,N,1,1,
6192,CHEMBL619602,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6193,CHEMBL619603,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6194,CHEMBL619604,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6195,CHEMBL619605,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6196,CHEMBL619606,Intermediate,,,,6084,,BAO_0000218,,,,50588,N,1,1,
6197,CHEMBL876032,Intermediate,,,,6084,,BAO_0000218,,,,50588,N,1,1,
6198,CHEMBL619607,Intermediate,,,,4809,,BAO_0000218,,,,50588,N,1,1,
6199,CHEMBL619608,Intermediate,,,,5983,,BAO_0000218,,,,50588,N,1,1,
6200,CHEMBL619609,Intermediate,,,,6251,,BAO_0000218,,,,50588,N,1,1,
6201,CHEMBL619610,Intermediate,Plasma,1969.0,,5932,,BAO_0000218,,,,50588,N,1,1,
6202,CHEMBL619611,Intermediate,Blood,178.0,,4273,,BAO_0000218,,,,50588,N,1,1,
6203,CHEMBL619612,Intermediate,,,,5313,,BAO_0000218,,,,50588,N,1,1,
6204,CHEMBL619613,Intermediate,,,,5313,,BAO_0000218,,,,50588,N,1,1,
6205,CHEMBL619614,Intermediate,Blood,178.0,,6221,,BAO_0000218,,,,50588,N,1,1,
6206,CHEMBL619615,Intermediate,,,,4709,,BAO_0000218,,,,50588,N,1,1,
6207,CHEMBL619616,Intermediate,,,,167,,BAO_0000218,,,,50588,N,1,1,
6208,CHEMBL619617,Intermediate,Plasma,1969.0,,6241,,BAO_0000218,,,,50588,N,1,1,
6209,CHEMBL619618,Intermediate,,,,344,,BAO_0000218,,,,50588,N,1,1,
6210,CHEMBL876033,Intermediate,,,,344,,BAO_0000218,,,,50588,N,1,1,
6211,CHEMBL619619,Intermediate,,,,344,,BAO_0000218,,,,50588,N,1,1,
6212,CHEMBL619620,Intermediate,,,,2189,,BAO_0000218,,,,50588,N,1,1,
6213,CHEMBL619621,Intermediate,Urine,1088.0,,2189,,BAO_0000218,,,,50588,N,1,1,
6214,CHEMBL619622,Intermediate,Urine,1088.0,,2189,,BAO_0000218,,,,50588,N,1,1,
6215,CHEMBL618874,Intermediate,Urine,1088.0,,2189,,BAO_0000218,,,,50588,N,1,1,
6216,CHEMBL618875,Intermediate,,,,4257,,BAO_0000218,,,,50588,N,1,1,
6217,CHEMBL618876,Intermediate,,,,6221,,BAO_0000218,,,,50588,N,1,1,
6218,CHEMBL618877,Intermediate,,,,6215,,BAO_0000218,,,,50588,N,1,1,
6219,CHEMBL618878,Intermediate,,,,17267,,BAO_0000218,,,,50588,N,1,1,
6220,CHEMBL618879,Intermediate,,,,6621,,BAO_0000218,,,,50588,N,1,1,
6221,CHEMBL618880,Intermediate,,,,3854,,BAO_0000218,,,,50588,N,1,1,
6222,CHEMBL618881,Intermediate,,,,3854,,BAO_0000218,,,,50588,N,1,1,
6223,CHEMBL618882,Intermediate,,,,5007,,BAO_0000218,,,,50588,N,1,1,
6224,CHEMBL624226,Intermediate,,,,4333,,BAO_0000218,,,,50588,N,1,1,
6225,CHEMBL624227,Intermediate,Plasma,1969.0,,4333,,BAO_0000218,,,,50588,N,1,1,
6226,CHEMBL624228,Intermediate,,,,5006,,BAO_0000218,,,,50588,N,1,1,
6227,CHEMBL624229,Intermediate,,,,5199,,BAO_0000218,,,,50588,N,1,1,
6228,CHEMBL624230,Intermediate,,,,4368,,BAO_0000218,,,,50588,N,1,1,
6229,CHEMBL624231,Intermediate,,,,3771,,BAO_0000218,,,,50588,N,1,1,
6230,CHEMBL624232,Intermediate,,,,4953,,BAO_0000218,,,,50588,N,1,1,
6231,CHEMBL625127,Intermediate,,,,5064,,BAO_0000218,,,,50588,N,1,1,
6232,CHEMBL625128,Intermediate,,,,17657,,BAO_0000218,,,,50588,N,1,1,
6233,CHEMBL621675,Intermediate,,,,17796,,BAO_0000218,,,,50588,N,1,1,
6234,CHEMBL621676,Intermediate,,,,17853,,BAO_0000218,,,,50588,N,1,1,
6235,CHEMBL621677,Intermediate,,,,4521,,BAO_0000218,,,,50588,N,1,1,
6236,CHEMBL621678,Intermediate,,,,4521,,BAO_0000218,,,,50588,N,1,1,
6237,CHEMBL621679,Intermediate,,,,5006,,BAO_0000218,,,,50588,N,1,1,
6238,CHEMBL621680,Intermediate,,,,16365,,BAO_0000218,,,,50588,N,1,1,
6239,CHEMBL621681,Intermediate,,,,1916,,BAO_0000218,,,,50588,N,1,1,
6240,CHEMBL876740,Intermediate,,,,1918,,BAO_0000218,,,,50588,N,1,1,
6241,CHEMBL621682,Intermediate,,,,4239,,BAO_0000218,,,,50588,N,1,1,
6242,CHEMBL621683,Intermediate,,,,6505,,BAO_0000218,,,,50588,N,1,1,
6243,CHEMBL621684,Intermediate,,,,5334,,BAO_0000218,,,,50588,N,1,1,
6244,CHEMBL621685,Intermediate,,,,5334,,BAO_0000218,,,,50588,N,1,1,
6245,CHEMBL621686,Intermediate,,,,4809,,BAO_0000218,,,,50588,N,1,1,
6246,CHEMBL621687,Intermediate,,,,6348,,BAO_0000218,,,,50588,N,1,1,
6247,CHEMBL621688,Intermediate,,,,6005,,BAO_0000218,,,,50588,N,1,1,
6248,CHEMBL621689,Intermediate,,,,17804,,BAO_0000218,,,,50588,N,1,1,
6249,CHEMBL621690,Intermediate,,,,3184,,BAO_0000218,,,,50588,N,1,1,
6250,CHEMBL621691,Intermediate,,,,1806,,BAO_0000218,,,,50588,N,1,1,
6251,CHEMBL875941,Intermediate,,,,1806,,BAO_0000218,,,,50588,N,1,1,
6252,CHEMBL621692,Intermediate,,,,1806,,BAO_0000218,,,,50588,N,1,1,
6253,CHEMBL621693,Intermediate,,,,4839,,BAO_0000218,,,,50588,N,1,1,
6254,CHEMBL621694,Intermediate,,,,5017,,BAO_0000218,,,,50588,N,1,1,
6255,CHEMBL621695,Intermediate,Heart,948.0,,846,,BAO_0000218,,,,50594,N,1,1,
6256,CHEMBL621696,Intermediate,Heart,948.0,,846,,BAO_0000218,,,,50594,N,1,1,
6257,CHEMBL621697,Intermediate,Kidney,2113.0,,846,,BAO_0000218,,,,50594,N,1,1,
6258,CHEMBL621698,Intermediate,Kidney,2113.0,,846,,BAO_0000218,,,,50594,N,1,1,
6259,CHEMBL623420,Intermediate,Kidney,2113.0,,846,,BAO_0000218,,,,50594,N,1,1,
6260,CHEMBL623421,Intermediate,Kidney,2113.0,,846,,BAO_0000218,,,,50594,N,1,1,
6261,CHEMBL623422,Intermediate,Kidney,2113.0,,846,,BAO_0000218,,,,50594,N,1,1,
6262,CHEMBL623423,Intermediate,Kidney,2113.0,,846,,BAO_0000218,,,,50594,N,1,1,
6263,CHEMBL623424,Intermediate,Liver,2107.0,,846,,BAO_0000218,,,,50594,N,1,1,
6264,CHEMBL623425,Intermediate,Liver,2107.0,,846,,BAO_0000218,,,,50594,N,1,1,
6265,CHEMBL623426,Intermediate,Liver,2107.0,,846,,BAO_0000218,,,,50594,N,1,1,
6266,CHEMBL623427,Intermediate,Liver,2107.0,,846,,BAO_0000218,,,,50594,N,1,1,
6267,CHEMBL623428,Intermediate,Liver,2107.0,,846,,BAO_0000218,,,,50594,N,1,1,
6268,CHEMBL875947,Intermediate,Liver,2107.0,,846,,BAO_0000218,,,,50594,N,1,1,
6269,CHEMBL623429,Intermediate,Lung,2048.0,,846,,BAO_0000218,,,,50594,N,1,1,
6270,CHEMBL623430,Intermediate,Lung,2048.0,,846,,BAO_0000218,,,,50594,N,1,1,
6271,CHEMBL622588,Intermediate,Lung,2048.0,,846,,BAO_0000218,,,,50594,N,1,1,
6272,CHEMBL622589,Intermediate,Lung,2048.0,,846,,BAO_0000218,,,,50594,N,1,1,
6273,CHEMBL622751,Intermediate,Lung,2048.0,,846,,BAO_0000218,,,,50594,N,1,1,
6274,CHEMBL622752,Intermediate,Lung,2048.0,,846,,BAO_0000218,,,,50594,N,1,1,
6275,CHEMBL622753,Intermediate,,,,6599,42.0,BAO_0000218,,CCRF S-180,,50594,N,1,1,
6276,CHEMBL622647,Intermediate,,,,6599,42.0,BAO_0000218,,CCRF S-180,,50594,N,1,1,
6277,CHEMBL875163,Intermediate,,,,6599,42.0,BAO_0000218,,CCRF S-180,,50594,N,1,1,
6278,CHEMBL622648,Intermediate,,,,6599,42.0,BAO_0000218,,CCRF S-180,,50594,N,1,1,
6279,CHEMBL622649,Intermediate,,,,6599,42.0,BAO_0000218,,CCRF S-180,,50594,N,1,1,
6280,CHEMBL622650,Intermediate,Brain,955.0,,6599,42.0,BAO_0000218,,CCRF S-180,,50594,N,1,1,
6281,CHEMBL622651,Intermediate,Brain,955.0,,6599,42.0,BAO_0000218,,CCRF S-180,,50594,N,1,1,
6282,CHEMBL622652,Intermediate,Brain,955.0,,6599,42.0,BAO_0000218,,CCRF S-180,,50594,N,1,1,
6283,CHEMBL622653,Intermediate,Brain,955.0,,6599,42.0,BAO_0000218,,CCRF S-180,,50594,N,1,1,
6284,CHEMBL622654,Intermediate,Brain,955.0,,6599,42.0,BAO_0000218,,CCRF S-180,,50594,N,1,1,
6285,CHEMBL622655,Intermediate,Heart,948.0,,6599,42.0,BAO_0000218,,CCRF S-180,,50594,N,1,1,
6286,CHEMBL622656,Intermediate,Heart,948.0,,6599,42.0,BAO_0000218,,CCRF S-180,,50594,N,1,1,
6287,CHEMBL622657,Intermediate,Heart,948.0,,6599,42.0,BAO_0000218,,CCRF S-180,,50594,N,1,1,
6288,CHEMBL622658,Intermediate,Heart,948.0,,6599,42.0,BAO_0000218,,CCRF S-180,,50594,N,1,1,
6289,CHEMBL622659,Intermediate,Heart,948.0,,6599,42.0,BAO_0000218,,CCRF S-180,,50594,N,1,1,
6290,CHEMBL624630,Intermediate,Kidney,2113.0,,6599,42.0,BAO_0000218,,CCRF S-180,,50594,N,1,1,
6291,CHEMBL624631,Intermediate,Kidney,2113.0,,6599,42.0,BAO_0000218,,CCRF S-180,,50594,N,1,1,
6292,CHEMBL624632,Intermediate,Kidney,2113.0,,6599,42.0,BAO_0000218,,CCRF S-180,,50594,N,1,1,
6293,CHEMBL624633,Intermediate,,,,17130,646.0,BAO_0000219,,A549,,80682,N,1,1,
6294,CHEMBL624634,Intermediate,,,,17130,646.0,BAO_0000219,,A549,,80682,N,1,1,
6295,CHEMBL624635,Intermediate,,,,17130,646.0,BAO_0000219,,A549,,80682,N,1,1,
6296,CHEMBL624636,Intermediate,,,,17130,646.0,BAO_0000219,,A549,,80682,N,1,1,
6297,CHEMBL857055,Expert,,,,3263,646.0,BAO_0000219,,A549,,80682,N,1,1,
6298,CHEMBL624637,Expert,,,,6663,646.0,BAO_0000219,,A549,,80682,N,1,1,
6299,CHEMBL624638,Expert,,,,6663,646.0,BAO_0000219,,A549,,80682,N,1,1,
6300,CHEMBL874366,Expert,,,,6663,646.0,BAO_0000219,,A549,,80682,N,1,1,
6301,CHEMBL624639,Expert,,,,6663,646.0,BAO_0000219,,A549,,80682,N,1,1,
6302,CHEMBL624640,Expert,,,,6663,646.0,BAO_0000219,,A549,,80682,N,1,1,
6303,CHEMBL624641,Intermediate,,,,6663,646.0,BAO_0000219,,A549,,80682,N,1,1,
6304,CHEMBL624642,Intermediate,,,,6663,646.0,BAO_0000219,,A549,,80682,N,1,1,
6305,CHEMBL624643,Intermediate,,,,6663,646.0,BAO_0000219,,A549,,80682,N,1,1,
6306,CHEMBL624644,Intermediate,,,,6663,646.0,BAO_0000219,,A549,,80682,N,1,1,
6307,CHEMBL624645,Intermediate,,,,6663,646.0,BAO_0000219,,A549,,80682,N,1,1,
6308,CHEMBL619445,Intermediate,,,,3983,646.0,BAO_0000219,,A549,,80682,N,1,1,
6309,CHEMBL839886,Expert,,,,11141,646.0,BAO_0000219,,A549,,80682,N,1,1,
6310,CHEMBL619446,Intermediate,,,,5076,646.0,BAO_0000219,,A549,,80682,N,1,1,
6311,CHEMBL619447,Intermediate,,,,3311,646.0,BAO_0000219,,A549,,80682,N,1,1,
6312,CHEMBL619448,Intermediate,,,,3311,646.0,BAO_0000219,,A549,,80682,N,1,1,
6313,CHEMBL619449,Intermediate,,,,3311,646.0,BAO_0000219,,A549,,80682,N,1,1,
6314,CHEMBL619450,Intermediate,,,,5076,646.0,BAO_0000219,,A549,,80682,N,1,1,
6315,CHEMBL619451,Intermediate,,,,4150,646.0,BAO_0000219,,A549,,80682,N,1,1,
6316,CHEMBL619452,Expert,,,,2150,646.0,BAO_0000219,,A549,,80682,N,1,1,
6317,CHEMBL619453,Intermediate,,,,4644,646.0,BAO_0000219,,A549,,80682,N,1,1,
6318,CHEMBL874367,Intermediate,,,,263,646.0,BAO_0000219,,A549,,80682,N,1,1,
6319,CHEMBL619454,Intermediate,,,,11333,646.0,BAO_0000219,,A549,,80682,N,1,1,
6320,CHEMBL619455,Intermediate,,,,11333,646.0,BAO_0000219,,A549,,80682,N,1,1,
6321,CHEMBL619456,Intermediate,,,,15895,646.0,BAO_0000219,,A549,,80682,N,1,1,
6322,CHEMBL619457,Expert,,,,16677,,BAO_0000218,,,,50191,N,1,1,
6323,CHEMBL619458,Intermediate,,,,10624,,BAO_0000218,,,,50192,N,1,1,
6324,CHEMBL619459,Expert,,,,16717,,BAO_0000218,,,,50274,N,1,1,
6325,CHEMBL619460,Expert,,,,16717,,BAO_0000218,,,,50274,N,1,1,
6326,CHEMBL619461,Intermediate,,,,5513,,BAO_0000218,,,,50416,N,1,1,
6327,CHEMBL619462,Intermediate,,,,15962,,BAO_0000218,,,,50416,N,1,1,
6328,CHEMBL620388,Intermediate,,,,15962,,BAO_0000218,,,,50416,N,1,1,
6329,CHEMBL620389,Intermediate,,,,15962,,BAO_0000218,,,,50416,N,1,1,
6330,CHEMBL620390,Intermediate,,,,15962,,BAO_0000218,,,,50416,N,1,1,
6331,CHEMBL620391,Expert,,,,16717,,BAO_0000218,,,,50416,N,1,1,
6332,CHEMBL621073,Expert,,,,16717,,BAO_0000218,,,,50416,N,1,1,
6333,CHEMBL621074,Intermediate,,,,8117,,BAO_0000218,,,,50296,N,1,1,
6334,CHEMBL621075,Intermediate,,,,8117,,BAO_0000218,,,,50366,N,1,1,
6335,CHEMBL619554,Intermediate,,,,15472,,BAO_0000218,,,,50535,N,1,1,
6336,CHEMBL619555,Intermediate,,,,15472,,BAO_0000218,,,,50535,N,1,1,
6337,CHEMBL619556,Intermediate,,,,16443,,BAO_0000218,,,,50169,N,1,1,
6338,CHEMBL619557,Intermediate,,,,16443,,BAO_0000218,,,,50169,N,1,1,
6339,CHEMBL619558,Intermediate,,,,16443,,BAO_0000218,,,,50169,N,1,1,
6340,CHEMBL619559,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6341,CHEMBL619560,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6342,CHEMBL619561,Intermediate,,,,16381,646.0,BAO_0000219,,A549,,80682,N,1,1,
6343,CHEMBL619562,Intermediate,,,,16381,646.0,BAO_0000219,,A549,,80682,N,1,1,
6344,CHEMBL619563,Intermediate,,,,16381,646.0,BAO_0000219,,A549,,80682,N,1,1,
6345,CHEMBL857457,Intermediate,,,,16381,646.0,BAO_0000219,,A549,,80682,N,1,1,
6346,CHEMBL619564,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6347,CHEMBL619565,Intermediate,,,,16325,646.0,BAO_0000219,,A549,,80682,N,1,1,
6348,CHEMBL619566,Intermediate,,,,10708,646.0,BAO_0000218,,A549,,80682,N,1,1,
6349,CHEMBL619567,Intermediate,,,,10708,646.0,BAO_0000218,,A549,,80682,N,1,1,
6350,CHEMBL619568,Intermediate,,,,17376,646.0,BAO_0000219,,A549,,80682,N,1,1,
6351,CHEMBL619569,Intermediate,,,,17376,646.0,BAO_0000219,,A549,,80682,N,1,1,
6352,CHEMBL619570,Intermediate,,,,17488,646.0,BAO_0000219,,A549,,80682,N,1,1,
6353,CHEMBL619571,Intermediate,,,,17404,646.0,BAO_0000218,,A549,,80682,N,1,1,
6354,CHEMBL619572,Expert,,,,10958,646.0,BAO_0000219,,A549,,80682,N,1,1,
6355,CHEMBL619573,Expert,,,,17099,646.0,BAO_0000219,,A549,,80682,N,1,1,
6356,CHEMBL619574,Intermediate,,,,17099,646.0,BAO_0000219,,A549,,80682,N,1,1,
6357,CHEMBL619575,Intermediate,,,,4096,646.0,BAO_0000219,,A549,,80682,N,1,1,
6358,CHEMBL619576,Expert,,,,4096,646.0,BAO_0000219,,A549,,80682,N,1,1,
6359,CHEMBL619577,Intermediate,,,,4096,646.0,BAO_0000219,,A549,,80682,N,1,1,
6360,CHEMBL619578,Intermediate,,,,2525,646.0,BAO_0000219,,A549,,80682,N,1,1,
6361,CHEMBL884009,Intermediate,,,,2525,646.0,BAO_0000219,,A549,,80682,N,1,1,
6362,CHEMBL619579,Intermediate,,,,5302,646.0,BAO_0000219,,A549,,80682,N,1,1,
6363,CHEMBL619580,Intermediate,,,,16325,646.0,BAO_0000219,,A549,,80682,N,1,1,
6364,CHEMBL619581,Intermediate,,,,16939,646.0,BAO_0000219,,A549,,80682,N,1,1,
6365,CHEMBL619582,Intermediate,,,,17229,646.0,BAO_0000219,,A549,,80682,N,1,1,
6366,CHEMBL619583,Intermediate,,,,17380,646.0,BAO_0000219,,A549,,80682,N,1,1,
6367,CHEMBL876502,Intermediate,,,,17380,646.0,BAO_0000219,,A549,,80682,N,1,1,
6368,CHEMBL619584,Intermediate,,,,1903,646.0,BAO_0000219,,A549,,80682,N,1,1,
6369,CHEMBL619585,Intermediate,,,,3838,646.0,BAO_0000219,,A549,,80682,N,1,1,
6370,CHEMBL619586,Intermediate,,,,14696,646.0,BAO_0000219,,A549,,80682,N,1,1,
6371,CHEMBL619587,Intermediate,,,,3838,646.0,BAO_0000219,,A549,,80682,N,1,1,
6372,CHEMBL619588,Intermediate,,,,1522,646.0,BAO_0000219,,A549,,80682,N,1,1,
6373,CHEMBL619589,Intermediate,,,,12400,646.0,BAO_0000219,,A549,,80682,N,1,1,
6374,CHEMBL619590,Intermediate,,,,14696,646.0,BAO_0000219,,A549,,80682,N,1,1,
6375,CHEMBL619591,Intermediate,,,,14769,646.0,BAO_0000219,,A549,,80682,N,1,1,
6376,CHEMBL619592,Intermediate,,,,14696,646.0,BAO_0000219,,A549,,80682,N,1,1,
6377,CHEMBL619593,Intermediate,,,,1888,646.0,BAO_0000219,,A549,,80682,N,1,1,
6378,CHEMBL620217,Intermediate,,,,12016,646.0,BAO_0000219,,A549,,80682,N,1,1,
6379,CHEMBL620218,Intermediate,,,,6058,646.0,BAO_0000219,,A549,,80682,N,1,1,
6380,CHEMBL620219,Intermediate,,,,17708,646.0,BAO_0000219,,A549,,80682,N,1,1,
6381,CHEMBL620220,Intermediate,,,,12301,646.0,BAO_0000219,,A549,,80682,N,1,1,
6382,CHEMBL625141,Intermediate,,,,11970,646.0,BAO_0000219,,A549,,80682,N,1,1,
6383,CHEMBL625142,Expert,,,,11818,646.0,BAO_0000219,,A549,,80682,N,1,1,
6384,CHEMBL625143,Intermediate,,,,12400,646.0,BAO_0000219,,A549,,80682,N,1,1,
6385,CHEMBL625144,Intermediate,,,,3381,646.0,BAO_0000219,,A549,,80682,N,1,1,
6386,CHEMBL622474,Intermediate,,,,17376,646.0,BAO_0000219,,A549,,80682,N,1,1,
6387,CHEMBL884104,Intermediate,,,,10708,646.0,BAO_0000219,,A549,,80682,N,1,1,
6388,CHEMBL622475,Autocuration,,,,2964,,BAO_0000219,,,,22226,U,0,1,
6389,CHEMBL622476,Intermediate,,,,5005,,BAO_0000218,,,,22224,U,0,1,
6390,CHEMBL875831,Intermediate,,,,6229,,BAO_0000218,,,,50588,N,1,1,
6391,CHEMBL622477,Intermediate,,,,6229,,BAO_0000218,,,,50588,N,1,1,
6392,CHEMBL622478,Intermediate,,,,5374,,BAO_0000218,,,,50588,N,1,1,
6393,CHEMBL623172,Intermediate,,,,5374,,BAO_0000218,,,,50588,N,1,1,
6394,CHEMBL623173,Intermediate,,,,6265,,BAO_0000218,,,,50588,N,1,1,
6395,CHEMBL623174,Intermediate,,,,5654,,BAO_0000218,,,,50588,N,1,1,
6396,CHEMBL623175,Intermediate,,,,5654,,BAO_0000218,,,,50588,N,1,1,
6397,CHEMBL623340,Intermediate,,,,16456,,BAO_0000218,,,,50588,N,1,1,
6398,CHEMBL623341,Intermediate,,,,5302,,BAO_0000218,,,,50588,N,1,1,
6399,CHEMBL623342,Intermediate,,,,3624,,BAO_0000218,,,,50588,N,1,1,
6400,CHEMBL623343,Intermediate,,,,16452,,BAO_0000218,,,,50588,N,1,1,
6401,CHEMBL623344,Intermediate,,,,5802,,BAO_0000218,,,,50588,N,1,1,
6402,CHEMBL623345,Expert,,,,3598,,BAO_0000218,,,,50588,N,1,1,
6403,CHEMBL875832,Intermediate,,,,17839,,BAO_0000218,,,,50588,N,1,1,
6404,CHEMBL623346,Intermediate,,,,6762,,BAO_0000218,,,,50588,N,1,1,
6405,CHEMBL623347,Intermediate,,,,6821,,BAO_0000218,,,,50588,N,1,1,
6406,CHEMBL623348,Intermediate,,,,6821,,BAO_0000218,,,,50588,N,1,1,
6407,CHEMBL623349,Intermediate,,,,5210,,BAO_0000218,,,,50588,N,1,1,
6408,CHEMBL623350,Intermediate,,,,6227,,BAO_0000218,,,,50588,N,1,1,
6409,CHEMBL623351,Intermediate,,,,761,,BAO_0000218,,,,50588,N,1,1,
6410,CHEMBL623352,Intermediate,,,,761,,BAO_0000218,,,,50588,N,1,1,
6411,CHEMBL623353,Intermediate,,,,761,,BAO_0000218,,,,50588,N,1,1,
6412,CHEMBL875833,Intermediate,,,,16907,,BAO_0000218,,,,50588,N,1,1,
6413,CHEMBL623354,Intermediate,,,,5474,,BAO_0000218,,,,50588,N,1,1,
6414,CHEMBL623355,Intermediate,,,,6535,,BAO_0000218,,,,50588,N,1,1,
6415,CHEMBL623356,Intermediate,,,,6535,,BAO_0000218,,,,50588,N,1,1,
6416,CHEMBL623357,Intermediate,,,,3352,,BAO_0000218,,,,50588,N,1,1,
6417,CHEMBL623358,Intermediate,,,,6168,,BAO_0000218,,,,50588,N,1,1,
6418,CHEMBL623359,Intermediate,,,,5988,,BAO_0000218,,,,50588,N,1,1,
6419,CHEMBL623360,Intermediate,,,,4942,,BAO_0000218,,,,50588,N,1,1,
6420,CHEMBL623361,Intermediate,,,,4942,,BAO_0000218,,,,50588,N,1,1,
6421,CHEMBL623362,Intermediate,,,,14541,,BAO_0000218,,,,50588,N,1,1,
6422,CHEMBL623363,Intermediate,,,,4449,,BAO_0000218,,,,50588,N,1,1,
6423,CHEMBL623364,Intermediate,,,,6057,,BAO_0000218,,,,50588,N,1,1,
6424,CHEMBL875834,Intermediate,,,,5600,,BAO_0000218,,,,50588,N,1,1,
6425,CHEMBL623365,Intermediate,,,,5542,,BAO_0000218,,,,50588,N,1,1,
6426,CHEMBL623366,Intermediate,,,,5542,,BAO_0000218,,,,50588,N,1,1,
6427,CHEMBL623367,Intermediate,,,,5546,,BAO_0000218,,,,50588,N,1,1,
6428,CHEMBL623368,Intermediate,,,,4514,,BAO_0000218,,,,50588,N,1,1,
6429,CHEMBL623369,Intermediate,,,,3624,,BAO_0000218,,,,50588,N,1,1,
6430,CHEMBL623370,Intermediate,,,,3854,,BAO_0000218,,,,50588,N,1,1,
6431,CHEMBL623371,Intermediate,,,,5836,,BAO_0000218,,,,50588,N,1,1,
6432,CHEMBL623372,Intermediate,,,,5940,,BAO_0000218,,,,50588,N,1,1,
6433,CHEMBL621351,Intermediate,,,,6168,,BAO_0000218,,,,50588,N,1,1,
6434,CHEMBL621352,Intermediate,,,,6227,,BAO_0000218,,,,50588,N,1,1,
6435,CHEMBL621353,Intermediate,,,,6251,,BAO_0000218,,,,50588,N,1,1,
6436,CHEMBL621354,Intermediate,,,,6448,,BAO_0000218,,,,50588,N,1,1,
6437,CHEMBL621355,Intermediate,,,,6647,,BAO_0000218,,,,50588,N,1,1,
6438,CHEMBL621356,Intermediate,,,,5940,,BAO_0000218,,,,50588,N,1,1,
6439,CHEMBL621357,Intermediate,,,,933,,BAO_0000218,,,,50588,N,1,1,
6440,CHEMBL621358,Intermediate,,,,5210,,BAO_0000218,,,,50588,N,1,1,
6441,CHEMBL621359,Intermediate,,,,6642,,BAO_0000218,,,,50588,N,1,1,
6442,CHEMBL621360,Intermediate,,,,6641,,BAO_0000218,,,,50588,N,1,1,
6443,CHEMBL621361,Intermediate,,,,6642,,BAO_0000218,,,,50588,N,1,1,
6444,CHEMBL621362,Intermediate,,,,5472,,BAO_0000218,,,,50588,N,1,1,
6445,CHEMBL621363,Intermediate,,,,5985,,BAO_0000218,,,,50588,N,1,1,
6446,CHEMBL621364,Intermediate,,,,15660,,BAO_0000218,,,,50588,N,1,1,
6447,CHEMBL621166,Intermediate,,,,5530,,BAO_0000218,,,,50588,N,1,1,
6448,CHEMBL621167,Intermediate,,,,5530,,BAO_0000218,,,,50588,N,1,1,
6449,CHEMBL621168,Intermediate,,,,6305,,BAO_0000218,,,,50588,N,1,1,
6450,CHEMBL621169,Intermediate,,,,5210,,BAO_0000218,,,,50588,N,1,1,
6451,CHEMBL875950,Intermediate,,,,5238,,BAO_0000218,,,,50588,N,1,1,
6452,CHEMBL621170,Intermediate,,,,5668,,BAO_0000218,,,,50588,N,1,1,
6453,CHEMBL621171,Intermediate,,,,5668,,BAO_0000218,,,,50588,N,1,1,
6454,CHEMBL621172,Intermediate,,,,5668,,BAO_0000218,,,,50588,N,1,1,
6455,CHEMBL621173,Intermediate,,,,6084,,BAO_0000218,,,,50588,N,1,1,
6456,CHEMBL621174,Intermediate,Kidney,2113.0,,6599,42.0,BAO_0000218,,CCRF S-180,,50594,N,1,1,
