ASI,SI,ASSTY,CONFSCO,ASSCETY,SRASSI,ASTET,T,Descr,TII,ASSORG,ASSSTR,CEI,ASCATE,ASSTAI,RELATY,CURB,CHI,BFO,VARII
10048,1,A,1,,,,50597,"Distribution of radioactivity in heart tissue of rats at 1 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.5-0.63",948.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631272,BAO_0000218,
10049,1,A,1,,,,50597,"Distribution of radioactivity in heart tissue of rats at 2 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 1.35-1.55",948.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631273,BAO_0000218,
10050,1,A,1,,,,50597,"Distribution of radioactivity in heart tissue of rats at 2 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.24-0.38",948.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631274,BAO_0000218,
10051,1,A,1,,,,50597,"Distribution of radioactivity in heart tissue of rats at 30 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 0.55-0.82",948.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL631275,BAO_0000218,
10052,1,A,1,,,,50597,"Distribution of radioactivity in heart tissue of rats at 4 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.16-0.2",948.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626984,BAO_0000218,
10053,1,A,1,,,,50597,"Distribution of radioactivity in heart tissue of rats at 5 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 1.13-1.29",948.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626985,BAO_0000218,
10054,1,A,1,,,,50597,"Distribution of radioactivity in liver tissue of rats at 1 day after an intravenous injection; Value expressed as mean % injected dose, Range- 0.02-0.02",2107.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626986,BAO_0000218,
10055,1,A,1,,,,50597,"Distribution of radioactivity in liver tissue of rats at 1 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.71-0.93",2107.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626987,BAO_0000218,
10056,1,A,1,,,,50597,"Distribution of radioactivity in liver tissue of rats at 2 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 2.91-3.53",2107.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626988,BAO_0000218,
10057,1,A,1,,,,50597,"Distribution of radioactivity in liver tissue of rats at 2 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.42-0.62",2107.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626989,BAO_0000218,
10058,1,A,1,,,,50597,"Distribution of radioactivity in liver tissue of rats at 30 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 0.97-1.41",2107.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626990,BAO_0000218,
10059,1,A,1,,,,50597,"Distribution of radioactivity in liver tissue of rats at 4 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.19-0.23",2107.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626991,BAO_0000218,
10060,1,A,1,,,,50597,"Distribution of radioactivity in liver tissue of rats at 5 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 2.49-2.82",2107.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626992,BAO_0000218,
10061,1,A,1,,,,50597,"Distribution of radioactivity in lung tissue of rats at 1 day after an intravenous injection; Value expressed as mean % injected dose, Range- 0.02-0.03",2048.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626993,BAO_0000218,
10062,1,A,1,,,,50597,"Distribution of radioactivity in lung tissue of rats at 1 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.66-0.77",2048.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL874593,BAO_0000218,
10063,1,A,1,,,,50597,"Distribution of radioactivity in lung tissue of rats at 2 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 1.17-1.42",2048.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626994,BAO_0000218,
10064,1,A,1,,,,50597,"Distribution of radioactivity in lung tissue of rats at 2 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.47-0.58",2048.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626995,BAO_0000218,
10065,1,A,1,,,,50597,"Distribution of radioactivity in lung tissue of rats at 30 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 0.65-0.87",2048.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626190,BAO_0000218,
10066,1,A,1,,,,50597,"Distribution of radioactivity in lung tissue of rats at 4 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 0.28-0.31",2048.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626191,BAO_0000218,
10067,1,A,1,,,,50597,"Distribution of radioactivity in lung tissue of rats at 5 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 0.98-1.22",2048.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626364,BAO_0000218,
10068,1,A,1,,,,50597,"Distribution of radioactivity in thyroid tissue of rats at 1 day after an intravenous injection; Value expressed as mean % injected dose, Range- 406-499",2046.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626365,BAO_0000218,
10069,1,A,1,,,,50597,"Distribution of radioactivity in thyroid tissue of rats at 1 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 53.0-96",2046.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626366,BAO_0000218,
10070,1,A,1,,,,50597,"Distribution of radioactivity in thyroid tissue of rats at 2 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 6.65-8.0.8",2046.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626367,BAO_0000218,
10071,1,A,1,,,,50597,"Distribution of radioactivity in thyroid tissue of rats at 2 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 92-159",2046.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626368,BAO_0000218,
10072,1,A,1,,,,50597,"Distribution of radioactivity in thyroid tissue of rats at 30 mins after an intravenous injection; Value expressed as mean % injected dose, Range- 18.74-30.84",2046.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626369,BAO_0000218,
10073,1,A,1,,,,50597,"Distribution of radioactivity in thyroid tissue of rats at 4 hr after an intravenous injection; Value expressed as mean % injected dose, Range- 156-207",2046.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626370,BAO_0000218,
10074,1,A,1,,,In vivo,50597,"Bioavailability (F) was evaluated in rat, after administering 1 mg/kg intravenously",,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626371,BAO_0000218,
10075,1,A,1,,,In vivo,50597,"Bioavailability (F) was evaluated in rat, after administering 10 mg/kg orally",,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626372,BAO_0000218,
10076,1,A,1,,,In vivo,50597,Bioavailability after a dose of 10 mg/kg p.o.,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626373,BAO_0000218,
10077,1,A,1,,,In vivo,50597,Bioavailability after peroral administration (10 mg/kg) was determined in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626374,BAO_0000218,
10078,1,A,1,,,In vivo,50597,Bioavailability in fasted male administration of 2 mg/Kg of compound p.o.,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626375,BAO_0000218,
10079,1,A,1,,,In vivo,50597,Oral bioavailability in rat (Sprague-Dawley) (fasted male) (dose 2 mg/kg),,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626376,BAO_0000218,
10080,1,A,1,,,In vivo,50597,Bioavailability in rat po was determined,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626377,BAO_0000218,
10081,1,A,1,,,In vivo,50597,Bioavailability of compound at 10 mg/kg in rat after oral administration,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626378,BAO_0000218,
10082,1,A,1,,,In vivo,50597,Bioavailability of compound at 3 mg/kg in rat after i.v. administration,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626379,BAO_0000218,
10083,1,A,1,,,In vivo,50597,Bioavailability in rat (dose 1 mg/kg i.v. and 2 mg/kg p.o.),,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626380,BAO_0000218,
10084,1,A,1,,,In vivo,50597,Bioavailability in rat (dose 1 mg/kg i.v. and 2 mg/kg p.o.),,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626381,BAO_0000218,
10085,1,A,1,,,In vivo,50597,Bioavailability in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626382,BAO_0000218,
10086,1,A,1,,,In vivo,50597,Bioavailability in rat (Sprague-Dawley) (female),,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626383,BAO_0000218,
10087,1,A,1,,,In vivo,50597,Bioavailability in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL874652,BAO_0000218,
10088,1,A,1,,,In vivo,50597,Bioavailability in rat (Sprague-Dawley) (male) (dose 10-20 mg/kg),,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626384,BAO_0000218,
10089,1,A,1,,,In vivo,50597,Bioavailability in rat (Sprague-Dawley) (male) (dose 1 mg/kg i.v. and 3 mg/kg p.o.) measured from 0.3 to 6 hr,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626385,BAO_0000218,
10090,1,A,1,,,In vivo,50597,Bioavailability in rat at an oral dose of 2 mg/kg,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626386,BAO_0000218,
10091,1,A,1,,,In vivo,50597,Bioavailability in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626387,BAO_0000218,
10092,1,A,1,,,In vivo,50597,Bioavailability in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626388,BAO_0000218,
10093,1,A,1,,,In vivo,50597,Bioavailability in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626389,BAO_0000218,
10094,1,A,1,,,In vivo,50597,Bioavailability in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626390,BAO_0000218,
10095,1,A,1,,,In vivo,50597,Bioavailability in rat was reported at the dose of 6 mg/kg in 25% PEG-300,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626391,BAO_0000218,
10096,1,A,1,,,In vivo,50597,Bioavailability in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626392,BAO_0000218,
10097,1,A,1,,,In vivo,50597,Oral bioavailability in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL626393,BAO_0000218,
10098,1,A,1,,,In vivo,50597,Bioavailability was determined in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623026,BAO_0000218,
10099,1,A,1,,,In vivo,50597,Bioavailability,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623027,BAO_0000218,
10100,1,A,1,,,In vivo,50597,Bioavailability,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623028,BAO_0000218,
10101,1,A,1,,,In vivo,50597,Bioavailability in rat after 1 day dosing,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623029,BAO_0000218,
10102,1,A,1,,,In vivo,50597,Bioavailability in rat after 4 day dosing,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623030,BAO_0000218,
10103,1,A,1,,,In vivo,50597,Bioavailability after IV dosing at 0.5 mg/kg in rat; no data,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623031,BAO_0000218,
10104,1,A,1,,,In vivo,50597,Bioavailability after IV dosing at 1 mg/kg in rat; no data,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623032,BAO_0000218,
10105,1,A,1,,,In vivo,50597,Bioavailability after oral administration at a dose of 2 mg/kg in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623033,BAO_0000218,
10106,1,A,1,,,In vivo,50597,Bioavailability after oral administration at a dose of 4 mg/kg in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623034,BAO_0000218,
10107,1,A,1,,,In vivo,50597,Bioavailability at 4 hr after administration of 5 mg/kg dose peroral in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623035,BAO_0000218,
10108,1,A,1,,,In vivo,50597,Bioavailability at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623036,BAO_0000218,
10109,1,A,1,,,In vivo,50597,Bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v. and 2 mg/kg p.o.),,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623037,BAO_0000218,
10110,1,A,1,,,In vivo,50597,Bioavailability by intravenous administration of 3.4 mg/kg in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623038,BAO_0000218,
10111,1,A,1,,,In vivo,50597,Bioavailability from rat plasma at a single oral dose of 25 mg/kg,1969.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL874385,BAO_0000218,
10112,1,A,1,,,In vivo,50597,Bioavailability in rat (Fisher) (fasted),,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623039,BAO_0000218,
10113,1,A,0,,,In vivo,22224,Bioavailability in monkey after po administration of 10 mg/kg dose,,Primates,,,,9443.0,U,Intermediate,CHEMBL623040,BAO_0000218,
10114,1,A,0,,,In vivo,22224,Oral bioavailability in monkey (dose 10 mg/kg),,Primates,,,,9443.0,U,Intermediate,CHEMBL623041,BAO_0000218,
10115,1,A,1,,,In vivo,50597,Bioavailability in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623741,BAO_0000218,
10116,1,A,1,,,In vivo,50597,Bioavailability in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623742,BAO_0000218,
10117,1,A,1,,,In vivo,50597,Bioavailability in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623743,BAO_0000218,
10118,1,A,1,,,In vivo,50597,Bioavailability in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623744,BAO_0000218,
10119,1,A,1,,,In vivo,50597,Bioavailability in rat (dose 2.0 mg/kg p.o.),,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623745,BAO_0000218,
10120,1,A,1,,,In vivo,50597,Bioavailability in rat (dose 5 mg/kg p.o. and 1 mg/kg i.v.),,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623746,BAO_0000218,
10121,1,A,1,,,In vivo,50597,Oral bioavailability in rat (dose 5 mg/kg p.o.),,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623747,BAO_0000218,
10122,1,A,0,,,In vivo,22224,Bioavailability in rat after po administration of 30 mg/kg dose,,Rattus norvegicus,,,,10116.0,U,Intermediate,CHEMBL623748,BAO_0000218,
10123,1,A,0,,,In vivo,22224,Bioavailability in rat after po administration of 30 mg/kg dose,,Rattus norvegicus,,,,10116.0,U,Intermediate,CHEMBL623916,BAO_0000218,
10124,1,A,1,,,In vivo,50597,Bioavailability in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623917,BAO_0000218,
10125,1,A,1,,,In vivo,50597,Bioavailability in rat (dose 2 mg/kg i.v.),,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623918,BAO_0000218,
10126,1,A,1,,,In vivo,50597,Bioavailability in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL874386,BAO_0000218,
10127,1,A,1,,,In vivo,50597,Bioavailability in rat; Only traces detected in rat plasma,1969.0,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623919,BAO_0000218,
10128,1,A,1,,,In vivo,50597,Bioavailability in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623920,BAO_0000218,
10129,1,A,1,,,In vivo,50597,Bioavailability upon oral administration of compound,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623148,BAO_0000218,
10130,1,A,1,,,In vivo,50597,Oral bioavailability in rat (Sprague-Dawley) (dose 15 mg/kg),,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623149,BAO_0000218,
10131,1,A,1,,,In vivo,50597,Bioavailability in rat,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623150,BAO_0000218,
10132,1,A,1,,,In vivo,50597,"Bioavailability was evaluated in rats at a dose of 20 mg/kg, under fasting state",,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623151,BAO_0000218,
10133,1,A,1,,,In vivo,50597,"Bioavailability was evaluated in rats at a dose of 20 mg/kg, under fed state",,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623152,BAO_0000218,
10134,1,F,1,,,,50597,Streptococcal cell wall-washed arthritis model in rats at 3.0 mg/kg peroral dose,,Rattus norvegicus,,,,10116.0,N,Expert,CHEMBL623153,BAO_0000218,
10135,1,F,1,,,,50597,Streptococcal cell wall-washed arthritis model in rats at 30.0 mg/kg peroral dose,,Rattus norvegicus,,,,10116.0,N,Expert,CHEMBL623154,BAO_0000218,
10136,1,A,1,,,,50597,In vitro and metabolic stability was determined,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623155,BAO_0000218,
10137,1,A,1,,,,50597,In vitro metabolic stability in rat hepatocytes,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623156,BAO_0000218,
10138,1,A,1,,,,50597,In vitro metabolic stability in rat was measured as pmol/min/mg/protein,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623157,BAO_0000218,
10139,1,A,1,Hepatocyte,,In vitro,50597,Metabolic rate for compound was observed in rat hepatocytes,2107.0,Rattus norvegicus,,401.0,,10116.0,N,Intermediate,CHEMBL623158,BAO_0000218,
10140,1,A,1,,,,50597,In vitro metabolic stability determined after 30 min of incubation in rat hepatic microsomes,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623159,BAO_0000218,
10141,1,A,1,,,,50597,Metabolism of compound in rat S9 microsomes ('+''indicates <20% largest observed peak),,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL874390,BAO_0000218,
10142,1,A,1,,,,50597,Metabolism of compound in rat S9 microsomes ('++++' indicates largest observed peak),,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623160,BAO_0000218,
10143,1,A,1,,,,50597,Metabolism of compound in rat S9 microsomes; Trace,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623161,BAO_0000218,
10144,1,A,1,,,,50597,Metabolism was measured as percent loss at 4 hr in rat hepatocytes,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623162,BAO_0000218,
10145,1,A,1,,,,50597,Momoamine and metabolic levels observed 1 week following acute dosing at a dose of 10 mg/kg Frontal cortex 5-HIAA,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623163,BAO_0000218,
10146,1,A,1,,,,50597,Momoamine and metabolic levels observed 1 week following acute dosing at a dose of 10 mg/kg Frontal cortex 5-HT,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623164,BAO_0000218,
10147,1,A,1,,,,50597,Momoamine and metabolic levels observed 1 week following acute dosing at a dose of 10 mg/kg Frontal cortex DA,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623165,BAO_0000218,
10148,1,A,1,,,,50597,Momoamine and metabolic levels observed 1 week following acute dosing at a dose of 10 mg/kg Frontal cortex DOPAC,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL623166,BAO_0000218,
10149,1,A,1,,,,50597,Momoamine and metabolic levels observed 1 week following acute dosing at a dose of 10 mg/kg Frontal cortex HVA,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL624983,BAO_0000218,
10150,1,A,1,,,,50597,Momoamine and metabolic levels observed 1 week following acute dosing at a dose of 10 mg/kg Frontal cortex NE,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL624984,BAO_0000218,
10151,1,A,1,,,,50597,Momoamine and metabolic levels observed 1 week following acute dosing at a dose of 10 mg/kg Hippocampus 5-HIAA,,Rattus norvegicus,,,,10116.0,N,Intermediate,CHEMBL624985,BAO_0000218,
