assay_id,chembl_id,confidence_score,doc_id,curated_by,assay_category,description,assay_type,assay_test_type,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
4448,CHEMBL620939,0,17853,Autocuration,,Bioavailability in monkey (p.o.) at 2.0 mpk,A,In vivo,monkey,9443.0,,,
4449,CHEMBL620940,0,16365,Autocuration,,Bioavailability was evaluated after oral administration in monkey,A,In vivo,monkey,9443.0,,,
4450,CHEMBL620941,0,1916,Autocuration,,Bioavailability was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,A,In vivo,Macaca fascicularis,9541.0,,,
4451,CHEMBL620942,0,5334,Autocuration,,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),A,In vivo,Macaca mulatta,9544.0,,,
4452,CHEMBL620943,0,5334,Autocuration,,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),A,In vivo,Macaca mulatta,9544.0,,,
4453,CHEMBL620944,0,17592,Autocuration,,Bioavailability of the compound was determined in monkey,A,In vivo,monkey,9443.0,,,
4454,CHEMBL620945,0,1399,Autocuration,,Bioavailability in squirrel monkey (dose 5 mg/kg),A,In vivo,Saimiri sciureus,9521.0,,,
4455,CHEMBL620946,0,4809,Autocuration,,Bioavailability was determined in monkey after (po) administration of a dose of 50 (uM/kg),A,In vivo,monkey,9443.0,,,
4456,CHEMBL620947,0,3341,Autocuration,,Oral bioavailability in monkey,A,In vivo,monkey,9443.0,,,
4457,CHEMBL620948,0,64,Autocuration,,Compound was tested for bioavailability in squirrel monkey,A,In vivo,Saimiri sciureus,9521.0,,,
4458,CHEMBL620949,0,5005,Autocuration,,Oral bioavailability in Rhesus monkey,A,In vivo,Macaca mulatta,9544.0,,,
4459,CHEMBL620950,0,5005,Autocuration,,Oral bioavailability in Rhesus monkey (dose of 0.75 mg/kg i.v. and 1.5 mg/kg p.o.),A,In vivo,Macaca mulatta,9544.0,,,
4460,CHEMBL620951,0,5237,Autocuration,,Oral bioavailability in cynomolgus monkeys for the compound was determined; Acceptable,A,In vivo,Macaca fascicularis,9541.0,,,
4461,CHEMBL620952,0,5237,Autocuration,,Oral bioavailability in cynomolgus monkeys was determined; Acceptable,A,In vivo,Macaca fascicularis,9541.0,,,
4462,CHEMBL875421,0,5302,Autocuration,,Oral bioavailability in monkey (dose 5 mg/kg),A,In vivo,monkey,9443.0,,,
4463,CHEMBL620953,0,17667,Autocuration,,Oral bioavailability of compound at 5 mg/kg in monkey,A,In vivo,monkey,9443.0,,,
4464,CHEMBL873491,1,6161,Intermediate,,Pharmacokinetic profile in terms of half life was determined at a dose of 0.5 mg/kg administered intravenously in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
4465,CHEMBL620954,1,6161,Intermediate,,Pharmacokinetic profile in terms of half life was determined at a dose of 5 mg/kg administered intravenously in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
4466,CHEMBL620955,1,3854,Intermediate,,Plasma half life determined,A,,Canis lupus familiaris,9615.0,,Plasma,
4467,CHEMBL618097,1,993,Intermediate,,Plasma half life in dog,A,,Canis lupus familiaris,9615.0,,Plasma,
4468,CHEMBL618268,1,4514,Intermediate,,Plasma half-life in Beagle dogs,A,,Canis lupus familiaris,9615.0,,Plasma,
4469,CHEMBL618269,1,5334,Intermediate,,Plasma half-life period (0-8 h) was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),A,In vivo,Canis lupus familiaris,9615.0,,Plasma,
4470,CHEMBL618270,1,5334,Intermediate,,Plasma half-life period (0-8 h) was reported after oral administration at a dose of 2 mg/kg respectively in Beagle dog (male),A,In vivo,Canis lupus familiaris,9615.0,,Plasma,
4471,CHEMBL618271,1,1466,Intermediate,,Tested for t1/2 upon intravenous administration of 5.0 mg/Kg dose in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
4472,CHEMBL873493,1,1466,Intermediate,,Tested for t1/2 upon peroral administration of 10.0 mg/Kg dose in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
4473,CHEMBL621031,1,5313,Intermediate,,Tested for the half life period in dog,A,,Canis lupus familiaris,9615.0,,,
4474,CHEMBL621032,1,5313,Intermediate,,Tested for the half life period in dog at dosage of 10 mpk,A,In vivo,Canis lupus familiaris,9615.0,,,
4475,CHEMBL621033,1,3880,Intermediate,,The compound was tested for half life in dog,A,,Canis lupus familiaris,9615.0,,,
4476,CHEMBL621034,1,3639,Intermediate,,"The compound was tested for time taken to decrease, half of its initial concentration in dog plasma.",A,,Canis lupus familiaris,9615.0,,Plasma,
4477,CHEMBL621035,1,3880,Intermediate,,The half life was determined,A,,Canis lupus familiaris,9615.0,,,
4478,CHEMBL621036,1,3918,Intermediate,,The plasma half-life in dogs,A,,Canis lupus familiaris,9615.0,,Plasma,
4479,CHEMBL621037,1,16452,Intermediate,,suboptimal plasma half-life caused a10% prolongation of QTc interval in dogs at a plasma level of 2.5 M,A,,Canis lupus familiaris,9615.0,,Plasma,
4480,CHEMBL619812,1,17796,Intermediate,,Half life in dog,A,,Canis lupus familiaris,9615.0,,,
4481,CHEMBL619813,1,5983,Intermediate,,Pharmacokinetic property (t1/2beta) was measured in dog at the dose of 0.032 mg/kg i.v.,A,In vivo,Canis lupus familiaris,9615.0,,,
4482,CHEMBL873335,1,1466,Intermediate,,tmax upon peroral administration of 10.0 mg/Kg dose in dog,A,In vivo,Canis lupus familiaris,9615.0,,,
4483,CHEMBL619814,1,16456,Intermediate,,Volume of distribution in Beagle dogs after intravenous administration at a dose of 10 mg/kg,A,In vivo,Canis lupus familiaris,9615.0,,,
4484,CHEMBL619815,1,6113,Expert,,Cmax in ferrets after 30 mg/kg oral dose,A,In vivo,Mustela putorius furo,9669.0,,,
4485,CHEMBL619816,1,6113,Expert,,Emesis in ferrets at 30 mg/kg oral dose,F,In vivo,Mustela putorius furo,9669.0,,,
4486,CHEMBL619817,0,17796,Autocuration,,Bioavailability in cynomolgus monkey,A,In vivo,Macaca fascicularis,9541.0,,,
4487,CHEMBL619818,1,17796,Intermediate,,Volume of distribution in cynomolgus,A,In vivo,Macaca fascicularis,9541.0,,,
4488,CHEMBL619819,0,5308,Autocuration,,AUC tested in guinea pig when 3 mg/kg dose was given perorally,A,,Cavia porcellus,10141.0,,Plasma,
4489,CHEMBL619820,0,4877,Autocuration,,Tested for concentration as Area Under Curve against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,A,,Cavia porcellus,10141.0,,,
4490,CHEMBL875419,0,4876,Autocuration,,"Tested for the pharmacokinetic parameter in guinea pig, administered orally at 5 mg/kg",A,,Cavia porcellus,10141.0,,,
4491,CHEMBL619821,0,4878,Autocuration,,AUC in guinea pig after 3mg/kg oral dose,A,In vivo,Cavia porcellus,10141.0,,Plasma,
4492,CHEMBL619822,0,5308,Autocuration,,Bioavailability in guinea pig was tested,A,In vivo,Cavia porcellus,10141.0,,,
4493,CHEMBL619823,0,4877,Autocuration,,Tested for oral bioavailability in guinea pig at 5 mg/kg,A,In vivo,Cavia porcellus,10141.0,,,
4494,CHEMBL619824,0,4876,Autocuration,,Tested for the oral bioavailability of the compound,A,In vivo,Cavia porcellus,10141.0,,,
4495,CHEMBL619825,0,4876,Autocuration,,Compound at a dose 5 mg/kg was administered orally to guinea pig and the pharmacokinetic parameter (Cmax) was reported,A,In vivo,Cavia porcellus,10141.0,,,
4496,CHEMBL619826,0,5308,Autocuration,,Maximum plsma drug concentration in guinea pig when 3 mg/kg dose was given perorally,A,In vivo,Cavia porcellus,10141.0,,,
4497,CHEMBL619827,0,4877,Autocuration,,Tested for maximum concentration against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,A,In vivo,Cavia porcellus,10141.0,,Lung,
4498,CHEMBL618167,0,4878,Autocuration,,Cmax in guinea pig after 3mg/kg oral dose,A,In vivo,Cavia porcellus,10141.0,,,
4499,CHEMBL618168,0,5689,Autocuration,,Distribution in blood expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,10141.0,,Blood,
4500,CHEMBL618169,0,5689,Autocuration,,Distribution in brain expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,10141.0,,Brain,
4501,CHEMBL618170,0,5689,Autocuration,,Distribution in heart expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,10141.0,,,
4502,CHEMBL618171,0,5689,Autocuration,,Distribution in intestine expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,10141.0,,Intestine,
4503,CHEMBL618172,0,5689,Autocuration,,Distribution in kidney expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,10141.0,,Kidney,
4504,CHEMBL618173,0,5689,Autocuration,,Distribution in liver expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,10141.0,,Liver,
4505,CHEMBL618174,0,5689,Autocuration,,Distribution in lung expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,10141.0,,,
4506,CHEMBL875408,0,5689,Autocuration,,Distribution in spleen expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,10141.0,,Spleen,
4507,CHEMBL839827,0,14465,Autocuration,,Elimination T1/2 in Guinea pig (PO dose),A,In vivo,Cavia porcellus,10141.0,,,
4508,CHEMBL618175,0,5689,Autocuration,,Partition coefficient was measured as -log (counts per min ),A,,Cavia porcellus,10141.0,,,
4509,CHEMBL618176,0,611,Autocuration,,Biological half life when administered at 0.1 umol/kg intravenously to guinea pig in GR-64349 antagonism,A,In vivo,Cavia porcellus,10141.0,,,
4510,CHEMBL618177,0,611,Autocuration,,Biological half life when administered at 5 umol/kg intravenously to guinea pig in GR-64349 antagonism,A,In vivo,Cavia porcellus,10141.0,,,
4511,CHEMBL618178,0,14465,Autocuration,,Elimination T1/2 in Guinea pig (PO dose),A,In vivo,Cavia porcellus,10141.0,,,
4512,CHEMBL618179,0,4876,Autocuration,,"Tested for the half life period of the compound, intravenously",A,In vivo,Cavia porcellus,10141.0,,,
4513,CHEMBL873489,0,5689,Autocuration,,Half-life was measured,A,,Cavia porcellus,10141.0,,,
4514,CHEMBL618180,0,7515,Autocuration,,The time required for onset of inotropy after addition of a single dose of delta F75,A,,Cavia porcellus,10141.0,,,
4515,CHEMBL618181,0,17667,Autocuration,,Bioavailability of compound at 10 mg/kg in guinea pig after i.v. administration,A,In vivo,Cavia porcellus,10141.0,,,
4516,CHEMBL618182,0,17667,Autocuration,,Bioavailability of compound at 3 mg/kg in guinea pig after i.v. administration,A,In vivo,Cavia porcellus,10141.0,,,
4517,CHEMBL618183,0,4727,Autocuration,,Plasma clearance was measured in hamster at the dose of 10 mg/kg by peroral administration,A,In vivo,Cricetulus griseus,10029.0,,,
4518,CHEMBL618184,1,10107,Intermediate,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,Mus musculus,10090.0,,,
4519,CHEMBL618185,1,10107,Intermediate,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,In vivo,Mus musculus,10090.0,,,
4520,CHEMBL618186,1,10107,Intermediate,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,Mus musculus,10090.0,,,
4521,CHEMBL618187,1,10107,Intermediate,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,Mus musculus,10090.0,,,
4522,CHEMBL618188,1,10107,Intermediate,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hr,A,In vivo,Mus musculus,10090.0,,,
4523,CHEMBL875409,1,10107,Intermediate,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,Mus musculus,10090.0,,,
4524,CHEMBL618189,1,10107,Intermediate,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,Mus musculus,10090.0,,,
4525,CHEMBL618190,1,3655,Intermediate,,Biodistribution of the injected compound in blood of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,10090.0,,Blood,
4526,CHEMBL618191,1,3655,Intermediate,,Biodistribution of the injected compound in blood of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,10090.0,,Blood,
4527,CHEMBL618192,1,3655,Intermediate,,Biodistribution of the injected compound in blood of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,10090.0,,Blood,
4528,CHEMBL618193,1,3655,Intermediate,,Biodistribution of the injected compound in bone of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,10090.0,,Bone,
4529,CHEMBL618194,1,3655,Intermediate,,Biodistribution of the injected compound in bone of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,10090.0,,Bone,
4530,CHEMBL618195,1,3655,Intermediate,,Biodistribution of the injected compound in bone of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,10090.0,,Bone,
4531,CHEMBL618196,1,3655,Intermediate,,Biodistribution of the injected compound in brain of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,10090.0,,Brain,
4532,CHEMBL618197,1,3655,Intermediate,,Biodistribution of the injected compound in brain of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,10090.0,,Brain,
4533,CHEMBL618198,1,3655,Intermediate,,Biodistribution of the injected compound in brain of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,10090.0,,Brain,
4534,CHEMBL618199,1,3655,Intermediate,,Biodistribution of the injected compound in heart of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,10090.0,,Heart,
4535,CHEMBL618200,1,3655,Intermediate,,Biodistribution of the injected compound in heart of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,10090.0,,Heart,
4536,CHEMBL618201,1,3655,Intermediate,,Biodistribution of the injected compound in heart of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,10090.0,,Heart,
4537,CHEMBL618202,1,3655,Intermediate,,Biodistribution of the injected compound in intestines of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,10090.0,,Intestine,
4538,CHEMBL618203,1,3655,Intermediate,,Biodistribution of the injected compound in intestines of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,10090.0,,Intestine,
4539,CHEMBL618204,1,3655,Intermediate,,Biodistribution of the injected compound in intestines of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,10090.0,,Intestine,
4540,CHEMBL618205,1,3655,Intermediate,,Biodistribution of the injected compound in kidneys of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,10090.0,,Kidney,
4541,CHEMBL618206,1,3655,Intermediate,,Biodistribution of the injected compound in kidneys of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,10090.0,,Kidney,
4542,CHEMBL618207,1,3655,Intermediate,,Biodistribution of the injected compound in kidneys of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,10090.0,,Kidney,
4543,CHEMBL618208,1,3655,Intermediate,,Biodistribution of the injected compound in liver of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,10090.0,,Liver,
4544,CHEMBL618932,1,3655,Intermediate,,Biodistribution of the injected compound in liver of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,10090.0,,Liver,
4545,CHEMBL618933,1,3655,Intermediate,,Biodistribution of the injected compound in liver of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,10090.0,,Liver,
4546,CHEMBL618934,1,3655,Intermediate,,Biodistribution of the injected compound in lung of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,10090.0,,Lung,
4547,CHEMBL618935,1,3655,Intermediate,,Biodistribution of the injected compound in lung of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,10090.0,,Lung,
4548,CHEMBL618936,1,3655,Intermediate,,Biodistribution of the injected compound in lung of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,10090.0,,Lung,
4549,CHEMBL618937,1,3655,Intermediate,,Biodistribution of the injected compound in muscle of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,10090.0,,Muscle tissue,
4550,CHEMBL618938,1,3655,Intermediate,,Biodistribution of the injected compound in muscle of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,10090.0,,Muscle tissue,
4551,CHEMBL619104,1,3655,Intermediate,,Biodistribution of the injected compound in muscle of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,10090.0,,Muscle tissue,
4552,CHEMBL619105,1,3655,Intermediate,,Biodistribution of the injected compound in spleen of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,10090.0,,Spleen,
4553,CHEMBL619106,1,3655,Intermediate,,Biodistribution of the injected compound in spleen of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,10090.0,,Spleen,
4554,CHEMBL619107,1,3655,Intermediate,,Biodistribution of the injected compound in spleen of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,10090.0,,Spleen,
4555,CHEMBL875410,1,3655,Intermediate,,Biodistribution of the injected compound in stomach of female BALB/C mice for 0.5 hours,A,In vivo,Mus musculus,10090.0,,Stomach,
4556,CHEMBL619108,1,3655,Intermediate,,Biodistribution of the injected compound in stomach of female BALB/C mice for 2.5 hours,A,In vivo,Mus musculus,10090.0,,Stomach,
4557,CHEMBL619109,1,3655,Intermediate,,Biodistribution of the injected compound in stomach of female BALB/C mice for 5 hours,A,In vivo,Mus musculus,10090.0,,Stomach,
4558,CHEMBL619110,1,16597,Intermediate,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,A,In vivo,Mus musculus,10090.0,,,
4559,CHEMBL619111,1,16597,Intermediate,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,F,In vivo,Mus musculus,10090.0,,,
4560,CHEMBL619112,1,16597,Intermediate,,MRT value at a dose of 10 mg/kg intravenous administration in mice.,A,In vivo,Mus musculus,10090.0,,,
4561,CHEMBL619113,1,16597,Intermediate,,MRT value at a dose of 10 mg/kg peroral administration in mice.,A,In vivo,Mus musculus,10090.0,,,
4562,CHEMBL619114,1,17764,Intermediate,,Mean-residence time of compound after intravenous administration in mice at 24 uM/kg,A,In vivo,Mus musculus,10090.0,,,
4563,CHEMBL619115,1,17764,Intermediate,,Mean-residence time was determined for compound after intraperitoneal administration in mice at 18 uM/kg,F,In vivo,Mus musculus,10090.0,,,
4564,CHEMBL619116,1,3830,Intermediate,,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C after 96 hr,F,,Homo sapiens,9606.0,,,A2780
