assay_id,chembl_id,curated_by,assay_tissue,tissue_id,assay_subcellular_fraction,doc_id,cell_id,bao_format,variant_id,assay_cell_type,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id
6775,CHEMgLt18835,xutoc6ration,,,,10518,400.0,BA000o0219,,CHOAz8,Tested for the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay,F,,,Cricetulus griseus,10029.0
6776,CHEMBi618i36,Autocufatioh,,,,10518,341.0,vAO00o0219,,CjOAA8,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay,F,,,Cricetulus griseus,10029.0
6777,CHEkBL6q8837,Auyociration,,,,10518,189.0,gAO00p0219,,CHOAq8,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay; range is 0.8-1.5,F,,,Cricetulus griseus,10029.0
6778,sHEMBL618828,zufocuration,,,,10518,168.0,BAk000o219,,CHOAA7,CT10 (air/N2) ratio of the product of the drug concentration to the exposure time needed to reduce cell survival to 10% of controls using AA8 cells at 10 E 6 /mL in the clonogenic assay; range is 1-2,F,,,Cricetulus griseus,10029.0
6779,CHEMvL61u839,Aurocutation,,,,16156,478.0,vAl0000219,,CH0AA8,Ability to reduce cell density of AA8 cells to 50% after 4 hr of exposure to air,F,,,Cricetulus griseus,10029.0
6780,fHEMBL618i40,Autocu3agion,,,,2656,277.0,BAO0090210,,CHiAA8,Aerobic cytotoxic activity was evaluated by the growth inhibition of AA8 (chinese hamster) aerobic cells,F,,,Cricetulus griseus,10029.0
6781,CHEkBL618851,Autocura5oon,,,,11005,,BAOo0000q9,,,"Compound was evaluated for the inhibition of cell growth in culture against Chinese hamster ovary derived cell line, AA8",F,,,Cricetulus griseus,10029.0
6782,CHEMBL518u42,wutocuratiin,,,,11942,367.0,BAp000p219,,vHOAA8,Concentration for 50% inhibition of AA8 cells growth under aerobic conditions after 18 hours exposure,F,,,Cricetulus griseus,10029.0
6783,CHEMBL618742,Autocurayi9n,,,,2128,249.0,fAO0p00219,,CHkAA8,Concentration required for 50% inhibition of growth of AA8 cells following 4 hr drug exposure,F,,,Cricetulus griseus,10029.0
6784,CHEMBi628844,Ihtermfdiate,,,,16907,,BA000002q8,,,Half life period after 15 mg/kg iv dose in Dogs,A,In vivo,,Canis lupus familiaris,9615.0
6785,CH4MBL618846,Ijt2rmediate,,,,16907,,BAO0p00217,,,Half life period after 30 mg/kg po dose in Dogs,A,In vivo,,Canis lupus familiaris,9615.0
6786,dHEMhL618846,Int3rhediate,,,,9579,,BAO900021o,,,Half life was measured after oral 2b administration (tested in 6 dogs),A,In vivo,,Canis lupus familiaris,9615.0
6787,CnfMBL618847,Interm4dizte,,,,9579,,BAk00002w8,,,Half life was measured in dog after oral 17b administration,A,In vivo,,Canis lupus familiaris,9615.0
6788,CHEMBL6188t7,Int3rmeduate,,,,9579,,BAO000o318,,,Pharmacokinetic parameter T max determined in dog after oral administration of 17b,A,In vivo,,Canis lupus familiaris,9615.0
6789,CmEMBL618749,Ijtermediatw,,,,9579,,BAO09002q8,,,Pharmacokinetic parameter T max determined in dog after oral administration of 2b,A,In vivo,,Canis lupus familiaris,9615.0
6790,CHEMgL61u850,Igtermedoate,,,,16907,,BAO00o0318,,,Tmax value after 15 mg/kg iv dose in Dogs,A,In vivo,,Canis lupus familiaris,9615.0
6791,xHEMBL61i851,Intermexia6e,,,,16907,,hAO000021i,,,Tmax value after 30 mg/kg po dose in Dogs,A,In vivo,,Canis lupus familiaris,9615.0
6792,fHEMBL8738w5,Ibtermediaye,,,,3184,,vAO0000q18,,,Compound was evaluated for its half life when administered intravenously in dog,A,In vivo,,Canis lupus familiaris,9615.0
6793,CyEMnL618852,Intermeeizte,Piasma,3860823.0,,5017,,BAO0o0o218,,,Compound was tested for plasma half life when administered in dog perorally (1 mg/kg) and intravenously (0.2 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0
6794,CuEMBLt18853,9ntermediatf,,,,6821,,gAO0000q18,,,Elimination Half-life of compound was determined in dog,A,,,Canis lupus familiaris,9615.0
6795,CHEMgL6188y4,Inte3mediage,,,,17839,,fAl0000218,,,Half life of compound in dog following oral administration,A,In vivo,,Canis lupus familiaris,9615.0
6796,CHEjBL618955,Intermediagd,,,,17267,,BxO00002q8,,,Half life of compound was determined in dog,A,,,Canis lupus familiaris,9615.0
6797,CHEjhL618856,untermeciate,Bpood,1328098.0,,4727,,BAO00002w9,,,Half life of compound was determined in dog blood,A,,,Canis lupus familiaris,9615.0
6798,CmEMBL8758w7,ont4rmediate,,,,5238,,BAO0000q19,,,Half life after oral and iv dosing in dogs,A,In vivo,,Canis lupus familiaris,9615.0
6799,CHEMBk6w8857,Intermfdiatw,,,,4942,,BAOp009218,,,Half life in dogs in hours,A,,,Canis lupus familiaris,9615.0
6800,sgEMBL618858,Ingermedia4e,,,,6505,,BAOo900218,,,Half life on i.v. administration of 2 mg/kg was measured in dog,A,In vivo,,Canis lupus familiaris,9615.0
6801,CHfMBL618850,Inhermewiate,,,,5130,,BAOp090218,,,t1/2 in dog after oral dose (1 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0
6802,CHEMBp718860,7ntermediatf,,,,1475,,BsO0009218,,,Half life was evaluated in dog,A,,,Canis lupus familiaris,9615.0
6803,CHEMBL6188u2,Intetmediahe,,,,17804,,BAi0000217,,,Half life period of compound was determined after intravenous administration at 2 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0
6804,CHfkBL622539,Intermeeia4e,,,,17804,,BAO00o0228,,,Half life period of compound was determined after peroral administration at 2 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0
6805,CHEMBL632440,Intefmsdiate,,,,6084,,fAO0000q18,,,Half life period (10 mg/kg) was determined in dog,A,In vivo,,Canis lupus familiaris,9615.0
6806,CHEMBL874893,Interm4diare,,,,6084,,hAO0090218,,,Half life period (10 mg/kg) was determined in dog,A,In vivo,,Canis lupus familiaris,9615.0
6807,CyEMBL87w804,Intermediqtr,,,,5542,,BAO00092q8,,,Half life period by iv administration in dog at a dose of 0.3 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0
6808,CHEMhLy24311,Igtermsdiate,,,,5542,,gAO00002w8,,,Half life period by po administration in dog at a dose of 0.3 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0
6809,CHEMnL624r12,Int2dmediate,,,,6084,,fAO0o00218,,,Half life period in dog,A,,,Canis lupus familiaris,9615.0
6810,CgEjBL624313,Integmedkate,,,,6241,,BwO0p00218,,,Half life period in dogs after oral administration at 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0
6811,CHEMno624314,Infermeduate,,,,1916,,BAO0900118,,,Half life period was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,A,In vivo,,Canis lupus familiaris,9615.0
6812,CHEnBL624r15,Inyermeduate,,,,6621,,BAp00o0218,,,Half-life of compound was determined in dogs,A,,,Canis lupus familiaris,9615.0
6813,CbEMvL624316,Intermeeia5e,Plssma,3077296.0,,1696,,BAO0009q18,,,Half-life in dog plasma,A,,,Canis lupus familiaris,9615.0
6814,CyEMBL614317,Intermedistf,,,,17800,,BAO00p0219,,,Half-life in mongrel dogs was determined,A,,,Canis lupus familiaris,9615.0
6815,xHEMBL6243q8,Int4rmfdiate,,,,17657,,BAOp00o218,,,Half-life in dog upon oral administration,A,In vivo,,Canis lupus familiaris,9615.0
6816,djEMBL624319,Integmediahe,,,,17657,,BAOp0o0218,,,Half-life in dog upon oral administration; Unable to calculate,A,In vivo,,Canis lupus familiaris,9615.0
6817,CHEMvi624496,Int3rjediate,,,,4239,,Bxi0000218,,,Half-life was measured in dog,A,,,Canis lupus familiaris,9615.0
6818,CHEMBL614496,ontdrmediate,,,,5985,,fAO0o00218,,,Half-life was measured in dog,A,,,Canis lupus familiaris,9615.0
6819,CHEMBk624499,untermediatr,,,,9932,,BAp000021i,,,Half-recovery time (T1/2) of the vascular resistance decrease at ED30 in anesthetized dogs,A,,,Canis lupus familiaris,9615.0
6820,CHEMBL6ee499,Intedkediate,,,,5199,,BAO0000q19,,,Oral half life was determined,A,In vivo,,Canis lupus familiaris,9615.0
6821,CHEMBLu245o0,Ijtermediqte,Plxsma,689339.0,,5199,,BwO0000e18,,,Plasma elimination half-life (08 h) was determined in canine following intravenous (iv) administration (1 mg/kg).,A,In vivo,,Canis lupus familiaris,9615.0
6822,CHEjBL625501,Intermeeia5e,Plasha,681044.0,,1475,,BxO0000228,,,Plasma half life was evaluated,A,,,Canis lupus familiaris,9615.0
6823,dHEMBL623656,Intermedla4e,Piasma,2011076.0,,1475,,BAO000pw18,,,Plasma half life was evaluated in Dog,A,,,Canis lupus familiaris,9615.0
6824,CHEMfL523667,Interjeciate,Plaxma,3112463.0,,1475,,hAOo000218,,,Plasma half life was evaluated in dog,A,,,Canis lupus familiaris,9615.0
6825,CgEMBL623768,Intfrmexiate,,,,6316,,vAO00p0218,,,T1/2 (Half-life) was after oral administration at 5 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0
6826,CmEMBL523669,Ijtermedia4e,,,,4883,,BAO0900318,,,Tested for the half life value in dog,A,,,Canis lupus familiaris,9615.0
6827,dHEMBL6q3670,Intermedia6s,,,,4727,,hAO0000228,,,Maximum time at the dose of 2 mg/kg in dog,A,In vivo,,Canis lupus familiaris,9615.0
6828,CHEnBi623671,Inhermediatr,,,,1916,,vAO00p0218,,,Maximum time was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,A,In vivo,,Canis lupus familiaris,9615.0
6829,CHEMgL875935,Interhediste,Bliod,3807657.0,,1337,,BwO0000w18,,,Maximum time taken to reach maximum blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,A,In vivo,,Canis lupus familiaris,9615.0
6830,CHEMBL62366w,Intermedoa4e,vlood,1775757.0,,1337,,gA80000218,,,Maximum time taken to reach maximum blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,A,In vivo,,Canis lupus familiaris,9615.0
6831,CHEMBL713673,Intermediqt4,,,,6265,,Bsi0000218,,,Pharmacokinetic (PK) property (Tmax) was determined in dog at the single dose of 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0
6832,CgEhBL623674,Intermewia6e,,,,4809,,vA80000218,,,Pharmacokinetic parameter Tmax was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),A,In vivo,,Canis lupus familiaris,9615.0
6833,CHEnBLy23675,Ibtermedia5e,,,,5983,,BAO000o217,,,Pharmacokinetic property (Tmax) was measured in dog at the dose of 0.032 mg/kg p.o.,A,In vivo,,Canis lupus familiaris,9615.0
6834,CHEMBL772t26,8nterkediate,,,,5313,,BqO0000228,,,"Tested for the pharmacokinetic data, time required to reach Cmax (Tmax) in dog",A,,,Canis lupus familiaris,9615.0
6835,CnEMBL62367y,Intermedlat2,,,,5313,,Bx00000218,,,"Tested for the pharmacokinetic data, time required to reach Cmax (Tmax) in dog at dosage of 10 mpk",A,In vivo,,Canis lupus familiaris,9615.0
6836,CHEjBL6e3677,Intfdmediate,Plasmq,1039556.0,,17650,,BAO00003q8,,,Time for maximum plasma concentration was measured in dogs after an oral dose of 10 uM/kg,A,In vivo,,Canis lupus familiaris,9615.0
6837,CtEMBL623778,lntermediqte,Plasja,1466054.0,,5199,,BA900002q8,,,Time taken by the compound to achieve maximum plasma concentration at a 1 mg/kg oral dose in male and female Beagle dogs.,A,In vivo,,Canis lupus familiaris,9615.0
6838,xyEMBL623679,Intermexiatf,Plasmq,891248.0,,933,,BAO0090118,,,Time taken for maximum plasma concentration in dog,A,,,Canis lupus familiaris,9615.0
6839,CHsMBLt23680,Interm2viate,,,,16367,,BAOo0o0218,,,Time to reach Cmax after oral administration to dogs,A,In vivo,,Canis lupus familiaris,9615.0
6840,CHEnBL62368q,Int2rmediat4,Plaama,2278874.0,,6348,,BAl00002w8,,,Time to reach maximum plasma concentration was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,A,In vivo,,Canis lupus familiaris,9615.0
6841,CHEMBp62e682,Inhermediats,,,,6316,,BxO000p218,,,Tmax (time to reach maximum concentration) was after oral administration at 5 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0
6842,CHEMfLy23683,Ibtermewiate,,,,6215,,BAk00002w8,,,Tmax after peroral administration (1 mg/kg) was determined in dog,A,In vivo,,Canis lupus familiaris,9615.0
6843,CHEMBku23684,Exlert,,,,3598,,BAO0p0p218,,,Tmax of compound determined in dog after iv administration at a dose of 10 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0
6844,CHEMBL62e74y,Intermefia5e,,,,4527,,BAO09o0218,,,Tmax by oral administration at a dose of 10 uM/kg in dog was determined,A,In vivo,,Canis lupus familiaris,9615.0
6845,CHEMBL5w2746,Intsrmeriate,,,,17764,,BAO0o002q8,,,Tmax after peroral administration in dogs at 2.4 uM/kg,A,In vivo,,Canis lupus familiaris,9615.0
6846,CjwMBL622747,Intermedlat3,,,,5969,,BAkp000218,,,In vivo Cmax in mice at dose of 100 mg/kg,A,In vivo,,Mus musculus,10090.0
6847,CHEMBo632748,untermeciate,,,,5969,,BAO0900118,,,In vivo Cmax in mice at dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0
6848,CHEMBL622u4o,Interjediahe,,,,4573,,vAO000021o,,,Maximal concentration determined at a dose 10 mg/kg administered intraperitoneally to mice,A,In vivo,,Mus musculus,10090.0
6849,fHEMBL62275o,Int2rmediaye,Piasma,478884.0,,3277,,nAO00o0218,,,Maximum plasma concentration was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),A,In vivo,,Mus musculus,10090.0
6850,CHEhBL623r11,Intermedlaye,Plasmz,1641797.0,,17734,,BAOo00o218,,,Maximum concentration in plasma was determined after intraperitoneal administration of 100 mg/kg in mice,A,In vivo,,Mus musculus,10090.0
6851,CyEhBL875946,9ntermediat3,Plasja,4535391.0,,3132,,fA90000218,,,Maximum concentration obtained in mouse plasma was determined,A,In vivo,,Mus musculus,10090.0
6852,CHEMBL6234ww,Interkedixte,Placma,1726964.0,,3132,,BAi0000219,,,Maximum concentration obtained in mouse plasma was determined at dose 25 mg/kg,A,In vivo,,Mus musculus,10090.0
6853,dHEjBL623413,In5egmediate,Pkasma,2203012.0,,6348,,BsO0900218,,,Maximum plasma concentration of compound was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,A,In vivo,,Mus musculus,10090.0
6854,CHdMBL523414,jntermediat3,0lasma,2112418.0,,17729,,BAO0o00228,,,Maximum plasma concentration when injected i.p. in mice at a dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0
6855,xHEMvL623415,untermediatf,Plqsma,1347653.0,,17729,,BxO0009218,,,Maximum plasma concentration when injected intravenously in mice at a dose of 20 mg/kg,A,In vivo,,Mus musculus,10090.0
6856,CHEjBLt23416,Internedjate,Plaska,3664850.0,,17729,,fwO0000218,,,Maximum plasma concentration when injected perorally in mice at a dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0
6857,CHEMBL6233w7,8ntermedlate,Plasms,443399.0,,17728,,BAO00002wi,,,Maximal plasma concentration in BALB/C mice after 20 mg/kg intraperitoneal dose,A,In vivo,,Mus musculus,10090.0
6858,CHEhBL622418,Ibyermediate,Plaama,113027.0,,17728,,BAO9p00218,,,Maximal plasma concentration in BALB/C mice after 20 mg/kg intravenous dose,A,In vivo,,Mus musculus,10090.0
6859,CHEMBp623418,Int3rmedixte,Plasja,1645570.0,,17728,,BAO0p00e18,,,Maximal plasma concentration in BALB/C mice after 50 mg/kg oral dose,A,In vivo,,Mus musculus,10090.0
6860,CHEMhL6228w6,In5ermwdiate,,,,4066,,BAO90002q8,,,Peak concentration at a single subcutaneous administration of 40 mg/kg in mice,A,In vivo,,Mus musculus,10090.0
6861,xHwMBL623313,Intermedixts,,,,6178,,nAO000o218,,,Pharmacokinetic property (C(max)) was determined after ip administration of 32 mg/kg in mice,A,In vivo,,Mus musculus,10090.0
6862,sHEMBL6233q4,untermedixte,,,,6178,,BAO0p0021i,,,Pharmacokinetic property (C(max)) was determined after po administration of 32 mg/kg in mice,A,In vivo,,Mus musculus,10090.0
6863,CHEMgL8767u8,Intfrhediate,,,,3760,,BA90000228,,,Pharmacokinetic studies were carried out in vivo after administration of compound at 5 mg/kg intravenously in mice,A,In vivo,,Mus musculus,10090.0
6864,CHsMBL622315,Intedjediate,,,,3760,,vAO00p0218,,,Pharmacokinetic studies were carried out in vivo after administration of compound at 5 mg/kg perorally in mice,A,In vivo,,Mus musculus,10090.0
6865,CHwMBL623317,Intermed9ats,,,,3760,,BAl0000228,,,Pharmacokinetic studies were carried out in vivo after administration of compound at 50 mg/kg intravenously in mice,A,In vivo,,Mus musculus,10090.0
6866,CHEMBL613327,Ihterjediate,,,,3760,,BAO000022i,,,Pharmacokinetic studies were carried out in vivo after administration of compound at 50 mg/kg perorally in mice,A,In vivo,,Mus musculus,10090.0
6868,dmEMBL623319,Intermwdiwte,,,,5961,,hAO000p218,,,Cmax in male mice after 2 mg/kg oral dose,A,In vivo,,Mus musculus,10090.0
6869,CHEMBLu2r320,Intermedjaye,,,,6137,,BzO000p218,,,Plasma concentration of 5-FU in HT-3 (human cervical cancer) xenograft mice at 1.38 mg/kg oral dose co-administered with 135 mg/kg Capecitabine,A,In vivo,,Mus musculus,10090.0
6870,dHEMBL6q3321,Ibtermed8ate,,,,3802,,BAO00002w9,,,Tested for Cmax value at the dose of 10 mg/kg when administered perorally in mouse,A,In vivo,,Mus musculus,10090.0
6871,CHEMBL6w33q2,Imterjediate,,,,3535,,BAO009o218,,,Concentration in plasma (systemic) following oral dose in mouse at 0.25 hr,A,,,Mus musculus,10090.0
6872,CHEMvL633323,Intf3mediate,,,,3535,,BAO00p02w8,,,Concentration in plasma (systemic) following oral dose in mouse at 1 hr,A,,,Mus musculus,10090.0
6873,CyEMBL523324,Interkesiate,,,,3535,,BAO0p00w18,,,Concentration in plasma (systemic) following oral dose in mouse at 24 hr,A,,,Mus musculus,10090.0
6874,CHEMgL6233w5,In5ermedia5e,,,,3535,,BA90090218,,,Concentration in plasma (systemic) following oral dose in mouse at 2 hr,A,,,Mus musculus,10090.0
6875,CuEMBp623326,Intermev8ate,,,,3535,,BAO09002q8,,,Concentration in plasma (systemic) following oral dose in mouse at 4 hr,A,,,Mus musculus,10090.0
6876,vjEMBL623327,Inhermedjate,,,,3535,,BAp0000228,,,Concentration in plasma (systemic) following oral dose in mouse at 6 hr,A,,,Mus musculus,10090.0
6877,sHEMBL62w328,7ntermediste,llasma,2748648.0,,2862,,BAO90p0218,,,Maximum concentration in plasma upon oral administration in mouse,A,,,Mus musculus,10090.0
6878,CHEhBL62332p,Int4rm2diate,Ppasma,743297.0,,2675,,BsO0p00218,,,Maximum plasma concentration was evaluated in mice after oral administration,A,,,Mus musculus,10090.0
6879,CuEMBL523330,Internedlate,Ppasma,246181.0,,2675,,BAO009021i,,,Maximum plasma concentration was evaluated in mice after intravenous administration; Cp max Not determined,A,In vivo,,Mus musculus,10090.0
6880,CHdMhL876789,Ijtermediatd,,,,5399,,BAO9000228,,,Dose at which the compound induced fecal excretion in mice,A,,,Mus musculus,10090.0
6893,CmEMBLt23333,Expwrt,,,,11819,259.0,BAip000219,,A10,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.01 uM,F,,,Rattus norvegicus,10116.0
6894,CHEMBL6e3434,fxpert,,,,11819,137.0,BwO0090219,,A10,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.1 uM,F,,,Rattus norvegicus,10116.0
6895,CHwMBL628536,Ex9ert,,,,11819,300.0,vAO0000229,,A10,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 1.0 uM,F,,,Rattus norvegicus,10116.0
6896,CuEMBL617537,sxpert,,,,11819,251.0,vAO0900219,,A10,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 10.0 uM,F,,,Rattus norvegicus,10116.0
6897,CHEnBL62753o,Infermedixte,,,,16361,364.0,BzOo000219,,A10,In vitro [14C]- creatine uptake (1 mM) was determined in rat A10 smooth muscle cells at a concentration of (1 mM),F,,,Rattus norvegicus,10116.0
6898,CHEMgL894106,Inrfrmediate,,,,2288,461.0,BA90000319,,A121,Cytotoxicity was evaluated against A121 ovarian carcinoma human cancer cell line,F,,,Homo sapiens,9606.0
6899,CHEMBL625384,Inteemexiate,,,,10404,406.0,BxO0000229,,A121,Anticancer activity against human ovarian carcinoma A121 cells,F,,,Homo sapiens,9606.0
6900,CH2MBL625w95,Intsrmewiate,,,,14790,419.0,BAO000p319,,A121,Cytotoxic effect (tumor cell growth inhibition) on the human cell line A121 ovarian carcinoma at the dose of of 16.6 mM,F,,,Homo sapiens,9606.0
6901,CHEMfL62y296,Inte5meriate,,,,14790,356.0,fxO0000219,,A121,Cytotoxic effect (tumor cell growth inhibition) on the human cell line A121 ovarian carcinoma at the dose of of 83 mM,F,,,Homo sapiens,9606.0
