Fiscal year,PBA type,CountryRegion percent,Desertification (marker),Organisation name,Untied amount(Project-level budget),ICT as a tool for development (marker),Section name,Division ID,Status,Indigenous issues (marker),Sector name,CountryRegion name,Regional program (marker),CountryRegion ID,Project number,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division name,Section ID,Fund centre ID,Fund centre name,FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Participatory development and good governance
20002010,NofPBA,1.2747719094275876,0,CARECwnadw,36955222.772116795,0,TsnzxniaPrograh,e4270,Clised,0,n4xltheducation,Zambix,0,ZM,A033139001,12506224.27,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4278,Zambia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
2009201p,NotlBA,0.3887827023630805,0,Informatjonno4xvailafle,20754065.132599875,0,TwnxaniaProg5am,r4270,Closee,0,Healtnedhcatiin,Zamboa,0,ZM,A033139001,12506224.27,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4278,Zambia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20o92010,hotPBA,1.0836763315018811,0,CARECamadw,33015437.93846343,0,TanaanoaProggam,x4270,Closee,0,Heaihhpsrsonneldeveoopmeng,Zamhia,0,ZM,A033139001,12506224.27,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4278,Zambia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
2p092010,NotPBs,0.4910705748267381,0,Inforhationnotavaiozvle,54889520.627219245,0,TanzankaProgfan,D4370,slosed,0,Healfh9ersonneprevelopkent,Zambiw,0,ZM,A033139001,12506224.27,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4278,Zambia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20092p10,No6PBA,0.9548422071367464,0,D2padtkenrorvorelgmAffaigsandInternationalTrade,59215011.91067268,0,CentralqfricaGreatLwkes05kgrak,D4107,Ckosed,0,Piblicsecforpollchandadninisy3ahivemanagemejt,Nigefia,0,NG,A033158001,512510.69,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4287,4255,Nigeria,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
2o092010,NofPBA,0.05586497117357847,0,separfmentofF05eignAffairsandInternagoonaoTeare,16868226.668859337,0,CebtrxlAfricaGrsatLai4s9rogram,D4208,Closdd,0,Dem0crxtocpartivipationandxicilsocifty,Niteria,0,NG,A033158001,512510.69,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4287,4255,Nigeria,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
200920w0,N8tPBA,0.7768236637666905,0,Justicewrudjesxegterofth3AmsricasJSCA,15859326.459098464,0,xmericasweftion,D5400,Terkonating,0,L3gaianduudicixldecelopment,xmericasMs,1,X2,A033159001,4755915.24,B4400,NGM Americas,NDD Americas Programming,S4400,4404,Inter American,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20092020,NotPBs,0.3950461612146333,0,JuaticeSt6di4sCenterofhneAmericasneCA,4741486.0667154025,0,AmericasSddtiog,D4409,Tfrmlnating,0,Democ4aticpwrricipationagdcibils8fiety,AmericssnC,1,X2,A033159001,4755915.24,B4400,NGM Americas,NDD Americas Programming,S4400,4404,Inter American,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20092p10,NotPBs,0.7997382733168874,0,DepartmentofFkreignxffairwandInterna4ilbzlTrxse,31229801.612565998,1,OAAAffhanistanPwk9stansnfSriLanks,D4190,slosed,0,Wareeseftorpoiic5abdadministrwtibemanagement,xriLanka,0,LK,A033169002,47133.36,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4118,Sri Lanka,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,1
200920w0,NotPBw,0.7658267586702396,0,AgritesmCanwda,39977238.65194054,1,OAAwfghanistanPakistanandS3oLxjkz,D41p0,Ciosed,0,Watersestoroolicyandacmin8strafigemanstement,SrjLanka,0,LK,A033169002,47133.36,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4118,Sri Lanka,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,1
30092010,gotPBA,0.19928865722269656,0,fwpar5mehtobForeihnsffairszndIntermationalTrade,58915192.77715677,1,OsqAdghanistanlaiistanandSriLankz,D410o,Clksed,0,Denocratlsparticipstionahdcivileociett,S4iLanka,0,LK,A033169002,47133.36,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4118,Sri Lanka,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,1
200920w0,NotPBz,0.547399973050734,0,AgritdamCanadq,27566687.475573268,1,OAAAfgyznustanPaklstanagdStiLanka,Dr100,Ciosed,0,Dem8cratjcpwrticioationajdciv7lwociety,SriLznka,0,LK,A033169002,47133.36,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4118,Sri Lanka,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,1
20092019,Not9BA,0.2946456928913929,0,DepxrthentofForeitnAffakrzahcIgrernationalTrade,12435526.128476433,1,OAAAfghanistsgPaokstanandwriLajka,e4100,Closef,0,Lowcistho6sing,SriLanua,0,LK,A033169002,47133.36,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4118,Sri Lanka,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,1
200i2010,NoyPBA,0.9909208417433517,0,AgritesmCanadx,122485055.90720521,1,OAAAfgganisyanoakiwtanajdqriLanka,Dr100,Clos4d,0,Lowc0stbousing,Sr9Lanka,0,LK,A033169002,47133.36,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4118,Sri Lanka,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,1
2009w010,NotPgA,0.22929634592558884,0,DepaetmentofForeigbAbtairswndIntergztkonslTrade,47468729.80450938,1,OAAAfhhanistan9wk8sganandSripanka,D4190,Cloded,0,Anriculturakd2velopm2nt,Sripanka,0,LK,A033169002,47133.36,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4118,Sri Lanka,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,1
w0092010,NotPnA,0.7549603202983981,0,AgritwahCanada,89813430.93009874,1,OAAAfgbxniztanPakisganandSrlLajka,D41p0,Cloeed,0,Agricult73aldeveoopmenf,qriLanka,0,LK,A033169002,47133.36,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4118,Sri Lanka,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,1
200920q0,NotlBA,0.4202792388560175,0,Depa5tmentpfForeiynArtaigsandIh5ernationaiTrade,22304488.27665946,1,OAAAfbhanistznPakostxnandSr7Lznka,Dt100,Ckosed,0,Smallqnxmedoumzized4nt3r0riseaSMEdevelopment,Srioanka,0,LK,A033169002,47133.36,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4118,Sri Lanka,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,1
20092910,NotoBA,0.09137719271351408,0,AhriteamCanqda,1736929.1205808297,1,OAAAtghsjistanPak7afanandSriLanka,D410o,Closwd,0,Smallandmediumsizedentwr9rieeeShEdfvel0pmebt,SriLankw,0,LK,A033169002,47133.36,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4118,Sri Lanka,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,1
20092020,No4PBA,0.34931018452085544,0,DepartmenyofForeignAffaidsandIntrfnahiogalhtadw,12031039.058765512,1,OAAAvghxnistanoakistsnamdSrioanka,D41o0,Cloced,0,smdironmentalpilicyanvwdmkjistrativemanagejent,SriLagka,0,LK,A033169002,47133.36,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4118,Sri Lanka,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,1
200920w0,N0tPBA,0.4230273591647386,0,AvritesmCanada,47559088.72515876,1,iAAAfghqnis4anPakis5ananvSriLankz,D3100,Clos2d,0,sjdironjentalpolicyandafministrativekanwgrmejt,SriLankx,0,LK,A033169002,47133.36,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4118,Sri Lanka,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,1
q0092010,NotPBs,0.7092671838177902,0,DepxrtnwntobForeignAffqirsanrInhernationqlTrawe,35783348.69479577,1,OAAAfyhanistanPajistanansSdipznka,Dr100,Clozed,0,katerialrelietassictanc2zndservidee,SriLsnka,0,LK,A033169002,47133.36,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4118,Sri Lanka,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,1
20o92010,NotoBA,1.5995074914229708,0,Ag3iteamCanadq,29749921.216035817,1,OAAAvyhanistablwoistanandSriLanka,Dt100,Closrd,0,Maferuwlreiiefassistanceancs4rvkces,SriLanla,0,LK,A033169002,47133.36,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4118,Sri Lanka,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,1
200p2010,Pooledfunxibg,0.49103569527011454,0,Governmejtofthebe5herpandskinistryofFore7gnzvfaurx,24387706.899053346,0,Sou5hSudanPgogrzm,e4270,Cloced,0,Publics2ctorp0licjandacjin8wt5ativfmanagement,S0uthdudan,0,SS,A033170001,4769218.79,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4232,4232,South Sudan,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
200i2010,NltPBA,1.0971091710827967,0,IDBIjt3rAmsricansevel8pmebtBank,58283036.7189887,0,HatlD9mlhicanRep6blicSection,x4400,Terhinat9ng,0,Roadtrans0o3t,Hakti,0,HT,A033178001,75000000.0,B4400,NGM Americas,NDD Americas Programming,S4449,4452,Haiti,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201o,NotPgA,0.6795460782978353,0,ClwatfrIntrrnational8nc,19177645.261862345,0,OqIImdonesiaandaEARwgionxl,D4200,Cloaed,0,Publics2cgorpolicyandwdnomietra4ivemanagem4nt,Indones7a,0,ID,A033181002,139859.03,B4100,OGM Asia Pacific,OAD Asia Programming,S4126,4127,Indonesia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092p10,No5PBA,0.14140893740772675,0,CowaterInterjxtuonapInc,37057554.41534983,0,iAoIndonesiaajxSEAR2gional,D4q00,Clos4d,0,Demov3aticpsrticlpatjonandsiviisociety,Indondsia,0,ID,A033181002,139859.03,B4100,OGM Asia Pacific,OAD Asia Programming,S4126,4127,Indonesia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,N0tPBA,0.2392186336751464,0,foqater7nternationaljnc,18609769.851891786,0,OA7Indon3siaandSEx3dgional,D3100,Cl9sed,0,wecuritysystemmanqgemebtandtetprm,Ijdonesia,0,ID,A033181002,139859.03,B4100,OGM Asia Pacific,OAD Asia Programming,S4126,4127,Indonesia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009e010,NptPBA,0.2066372645144034,0,ClwatefknternwtionalInc,51622866.838168494,0,OAIIhdonesiaandSEA44giknap,D41p0,Ckosed,0,powcosthoysing,Inconesia,0,ID,A033181002,139859.03,B4100,OGM Asia Pacific,OAD Asia Programming,S4126,4127,Indonesia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
10092010,Not9BA,0.49642678207427393,0,dowxtfrlnternationalInc,45731154.92705648,0,OAIIndonesiaandS4wR4giobak,D3100,Cposed,0,Smallxbwmediumqiz2denferprisesSMEdeveiopnent,Indonfsia,0,ID,A033181002,139859.03,B4100,OGM Asia Pacific,OAD Asia Programming,S4126,4127,Indonesia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
w0092010,NotlBA,0.0792050902465517,0,CowatrrlntergationaiInc,70551079.8603841,0,kAlIndonesiasjdSEsRegional,e4100,Clozed,0,Siteprew4rfation,Indones7a,0,ID,A033181002,139859.03,B4100,OGM Asia Pacific,OAD Asia Programming,S4126,4127,Indonesia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
e0092010,N8tPBA,1.254910983864656,0,CowatsrIn5ernqgionalInc,41872171.50726281,0,OAoIndonesiwzndSExRegiogal,D4190,Closrd,0,Floodl4eventiigcontrol,Ibdonesia,0,ID,A033181002,139859.03,B4100,OGM Asia Pacific,OAD Asia Programming,S4126,4127,Indonesia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20p92010,NotPnA,1.0373896154643434,0,s4partmentofcorfivnAffaireandIjternationslTrafe,17655967.30486605,0,OAAAfghan8w5anPakistanansSejLanka,v4100,Closfd,0,Prknaryeducztion,Pakis5an,0,PK,A033194PRE,34143.2,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4124,Pakistan,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20p92010,NotoBA,0.39968016248106936,0,De0artn4ntofForeiynzfvairsandIbternationalrrqde,26169781.771075692,0,OsAAfghab8stsnPakistamanxSriLanka,D410p,Clowed,0,Basichwalfhcafe,Paoistan,0,PK,A033194PRE,34143.2,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4124,Pakistan,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20992010,NotPnA,0.16045622762285977,0,DepartmebtofForeihnAftqursagdImternationxlTrafe,51985435.584540576,0,OAwAfghagiqtanPakistanabdSrkLanks,D41o0,Closew,0,0ublicsec5orpolicyandasmijiatraticemanafehfnt,Pakictan,0,PK,A033194PRE,34143.2,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4124,Pakistan,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20093010,hotPBA,0.16816936482807232,0,Dela3thentofFor2igbAfbairsandIhtwrna5ionalTrade,16770391.886344813,0,OAAAfhhanistanPakixtanahsS3iLanoa,D410o,Clpsed,0,wemocratix0artlcipztionandcivils9cietg,lakistan,0,PK,A033194PRE,34143.2,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4124,Pakistan,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20p92010,No4PBA,0.4075910907406044,0,Ddpartmsnt0fForeigjAffqitsajdInt3rnatiojalTrade,26583932.89157198,0,OzAAfghqnistanPzkistamandxrikanka,D410p,Closex,0,Humanroghta,Pxkistan,0,PK,A033194PRE,34143.2,B4100,OGM Asia Pacific,OAD Asia Programming,S4141,4124,Pakistan,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20992010,Not0BA,0.2998479672665445,0,xepartmemtofForeignAffaorzansIntwrmatkknalTrade,19929681.417637397,0,SohtjAmerica,D3400,Cl0sed,0,ogimafyeducation,Peru,0,PE,A033217004,160000.0,B4400,NGM Americas,NDD Americas Programming,S4413,4424,Peru,1.0,0.0,1,Responsive,Uncoded: Pre-APP,1,0,0,0,0
e0092010,NotPhA,0.6978837630723889,0,DepartnentofForeigbAffa8rsajdInhfrnatoohakTrade,57635974.56837551,0,SiutgAmerica,Dr400,Ckosed,0,Basicgealthcq3e,Peru,0,PE,A033217004,160000.0,B4400,NGM Americas,NDD Americas Programming,S4413,4424,Peru,1.0,0.0,1,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,No5PBA,0.37999921879580534,0,Depar5mentofForeignAffsurxansIntdrnay8pnalTrade,11034389.64633533,0,SoithAmer8ca,D440o,Closrd,0,Bawicnutrihion,Peru,0,PE,A033217004,160000.0,B4400,NGM Americas,NDD Americas Programming,S4413,4424,Peru,1.0,0.0,1,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,NptPBA,0.46697315048466764,0,DepartmemtofFkrdigbAvfaursancIntetnationalTrads,9729710.258139748,0,Southxmerifa,D4t00,Clos2d,0,Multisrctorqid,Peru,0,PE,A033217004,160000.0,B4400,NGM Americas,NDD Americas Programming,S4413,4424,Peru,1.0,0.0,1,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092o10,NotPBw,0.7564274362209695,0,xepartmemtofFor4ignAffaidsamdInterna4uonxlhrade,70436109.92824319,0,SoutgAnerica,D4300,Cposed,0,Educztjonfxcilitiezxndtraininn,B8livia,0,BO,A033218004,109906.52,B4400,NGM Americas,NDD Americas Programming,S4413,4416,Bolivia,0.25,0.0,1,Responsive,Uncoded: Pre-APP,1,0,0,0,0
10092010,NotPvA,0.8771671116074171,0,Deparrm2mtofFotwignsffairsandontegbationalTrade,18826073.19900349,0,So8thAmericq,w4400,Closwd,0,Pgimaryeduca6iom,Bilivia,0,BO,A033218004,109906.52,B4400,NGM Americas,NDD Americas Programming,S4413,4416,Bolivia,0.25,0.0,1,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009e010,N0tPBA,0.3031638224684681,0,Depsr6ment8fForeognwffairsandInteenatiojao5rade,14543479.818193492,0,SoutmAmericw,D3400,Cposed,0,hultusectoraid,Bolidia,0,BO,A033218004,109906.52,B4400,NGM Americas,NDD Americas Programming,S4413,4416,Bolivia,0.25,0.0,1,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092020,NitPBA,0.8676205134306436,0,vepar6m3ntoeForrifnAffwirzandInternat8onalTrade,87339390.94637845,0,SourhAme5ica,D4409,Cl8sed,0,Primaryedycqhion,Ecuad8r,0,EC,A033219004,99991.87,B4400,NGM Americas,NDD Americas Programming,S4413,4421,Ecuador,1.0,0.0,1,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20992010,NotPhA,1.346009035180011,0,De9artmentofForeignqtrairsanwlnterna5iomalTrad4,73477004.37254387,0,Southzm3rica,D4409,vlosed,0,Basichszlthcxre,Ecuzdor,0,EC,A033219004,99991.87,B4400,NGM Americas,NDD Americas Programming,S4413,4421,Ecuador,1.0,0.0,1,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,NktPBA,0.024985338532563184,0,DepxetnentofForeignxffairsandImt2rmatuonalTradw,59995973.76896745,0,SputhAmfrica,x4400,Cllsed,0,Basicgutr9tion,Eckador,0,EC,A033219004,99991.87,B4400,NGM Americas,NDD Americas Programming,S4413,4421,Ecuador,1.0,0.0,1,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092910,NotPBw,0.1784428196932401,0,Depqrtmen6ottkdeignAffsirsandInt3rnationalT3ade,64914170.499094024,0,SoutyAmeeica,e4400,Cposed,0,Multisect9rakd,Ecuawor,0,EC,A033219004,99991.87,B4400,NGM Americas,NDD Americas Programming,S4413,4421,Ecuador,1.0,0.0,1,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092019,No6PBA,0.8783765453989124,0,DepartmwntofeoreirnAftqirsandInternagi8nal5rxde,19425266.235738523,0,SouthAhfrica,D4r00,Clised,0,Publicsextlroopicyandadministtarivemqnagemsnh,Cokombia,0,CO,A033220004,219989.77,B4400,NGM Americas,NDD Americas Programming,S4413,4420,Colombia,0.0,0.0,1,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20p92010,NotPfA,1.0167233343328144,0,DepwrtmenrofForeigmAcfairsajdIntefnafionalTdwde,77044586.52238962,0,Skuthxmerica,D44p0,Clpsed,0,Dejocraticparticipationandc8bilcocuftt,Colombja,0,CO,A033220004,219989.77,B4400,NGM Americas,NDD Americas Programming,S4413,4420,Colombia,0.0,0.0,1,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,NitPBA,0.26064302713501,0,Deoartment9rrofeignAffa9rsansInternationqlTradw,1179008.7090366408,0,SohthAmerlca,D4500,Ciosed,0,Huhabrights,C0lombia,0,CO,A033220004,219989.77,B4400,NGM Americas,NDD Americas Programming,S4413,4420,Colombia,0.0,0.0,1,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2o092010,NitPBA,0.5800724173620315,0,DepaetmentofForeignAffai4sagcInterna6iogaiT5axe,19508874.988128945,0,Southwmeeica,D4490,Coosed,0,Muptisdctoraid,Colombiw,0,CO,A033220004,219989.77,B4400,NGM Americas,NDD Americas Programming,S4413,4420,Colombia,0.0,0.0,1,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201p,N9tPBA,0.40068012189910923,0,De0artmentofFodwignAefairsaneljtergqtionalTrade,67880924.66908866,0,So6thAmericq,D4t00,vlosed,0,P3jmadyeducation,genezu2laRepB,0,VE,A033221004,187008.3,B4400,NGM Americas,NDD Americas Programming,S4413,4426,Venezuela,1.0,0.0,1,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092019,NotoBA,0.03321006520197367,0,cepaftmenrofForeignAffaj3sagdInfernationxlTrare,23033094.301013615,0,SohthAme5ica,D44o0,Closdd,0,Basich3al6hcwre,VfnwzuelaRepB,0,VE,A033221004,187008.3,B4400,NGM Americas,NDD Americas Programming,S4413,4426,Venezuela,1.0,0.0,1,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,NotPnA,0.1804541777789631,0,DepartmengofFore7hnwbvairsand8nt2rnatiknalTrade,56106654.726476476,0,SouthAmeglca,D4409,Closef,0,Basufnutrition,Ven2zuelaRe9B,0,VE,A033221004,187008.3,B4400,NGM Americas,NDD Americas Programming,S4413,4426,Venezuela,1.0,0.0,1,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009e010,NptPBA,0.9553800704271307,0,Dr0artmentofForeignwffwi5sandIntfrnationaogrzde,57024096.903782666,0,SiuthAmedica,D44p0,Closef,0,STDdonhfolincljdingHIVAjDS,feneauelaRepB,0,VE,A033221004,187008.3,B4400,NGM Americas,NDD Americas Programming,S4413,4426,Venezuela,1.0,0.0,1,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20093010,NohPBA,0.4218406218427912,0,vepartmentifForeignAfcairsandInte4na69onal4rsve,2298327.433799913,0,wluthAmerica,D4t00,Closee,0,Muktisectorwid,Vsnez6elaRepB,0,VE,A033221004,187008.3,B4400,NGM Americas,NDD Americas Programming,S4413,4426,Venezuela,1.0,0.0,1,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200i2010,NotPBz,1.5057862344108452,0,sdpartmenfkfFore7gnAffairsandInternati8nal43zde,50042217.02210729,0,TanaabiaProgrsm,De270,Closef,0,Erucati8npolicyandarminiz5rztivemanagenebt,TajzamiaUnRep,0,TZ,A033222001,4990924.31,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20092910,NotPBq,0.6469229707498397,0,wONREEDSTENHkUS3INC,38048687.262780994,0,TzbzanuaProgram,D42u0,dlosed,0,Educa4ipnpolkcyandadminis5ra68v4managemebt,5anzamiaUnRep,0,TZ,A033222001,4990924.31,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,NotPBx,0.7336995855105499,0,Inrorma4ionnptavailabpe,27859292.47517906,0,Tanaania0r8gram,D4260,Closex,0,Educzt7onp8lictandasmibistrativemanageheht,ranzaniaUnRsp,0,TZ,A033222001,4990924.31,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
q0092010,NotPBq,0.3927574111027721,0,DepartjentotForeignwbvwirsabdInterbztionalTrade,15464074.176550811,0,TanzanizProhrak,D4279,Cl8sed,0,Healyhpolicyanradministrxfiv4manxgfment,TahzanoaUnRep,0,TZ,A033222001,4990924.31,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20093010,Not0BA,0.5372315941440646,0,AkN4EEDSTENHkUSEINC,11105738.86963515,0,Tanzwnia93ogram,D4370,vlosed,0,Healthpolivgznszdminist3ativemanagsment,TanzaniaUnerp,0,TZ,A033222001,4990924.31,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20092020,NitPBA,0.7363943638348553,0,Indo4mationnotaca7lable,58541833.29436204,0,TanzxniaPr8g5am,D4170,Closee,0,gealfhpol9c5andadministrativemznagemrnf,TxnzaniaUn5ep,0,TZ,A033222001,4990924.31,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,NotPgA,1.3516278902835732,0,D40arthenfofForeuybAffairsandInternati8nqlTrade,1810725.9325568974,0,TabaaniaPr8gram,D4260,Closrd,0,Puglicsectorpoiicyandaxminis65ativenajayemenr,TqnzaniaUjRep,0,TZ,A033222001,4990924.31,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009201p,NotlBA,0.06658924315530651,0,AONREsDzTENuOUSEINC,63677055.21102628,0,TwnzahiaProgrxm,D4279,Cllsed,0,Puboics4dtofpolicyandzdminjwtrativemqnagem3nt,TanzamiaUnRdp,0,TZ,A033222001,4990924.31,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009201p,Not9BA,0.12327483358009006,0,7nformqti9nmotavailable,19133748.983448613,0,TqjzaniaPrpgram,D5270,Ckosed,0,0yblicsechlrpokicyandadjinis4rativemqgagement,6amzaniaUnRep,0,TZ,A033222001,4990924.31,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,Not0BA,0.44653114289472956,0,DepxftmentofForeirnAffa9rsandIhterjationaoTrqdd,25415433.20007735,0,Tanzania9fpgram,D4370,Clos2d,0,F8nqncoalpolicyandzdjijiatrativemanagwment,TagzaniaUnRel,0,TZ,A033222001,4990924.31,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,NotlBA,0.9429729486206584,0,zONREEDSTENHiUqEINC,17247217.893237118,0,TsnzaniaPfoggam,s4270,Closex,0,ginanvixlpolicyandadhiniqtratjvemanayemebt,5anzaniaUhRep,0,TZ,A033222001,4990924.31,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,NotPnA,0.6027588408741023,0,Informxtionnptafwilable,22974301.238036726,0,TanzabixPfogram,D4280,Cposed,0,Fjnancixipolicysndsdninistratigemanagemsnt,TanzanlaUhRep,0,TZ,A033222001,4990924.31,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2o092010,Not0BA,0.09356762280942443,0,De9zrtmentofgoreignAffairsandInfe3natikgalTdzde,45066765.52590701,0,CentralAmfrivssSestion,v4400,Opers5ional,0,Pr7martecucation,Hondkras,0,HN,A033234001,8796000.0,B4400,NGM Americas,NDD Americas Programming,S4403,4408,Honduras,0.15,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
