assays_description,assays_assay_id,assays_assay_category,assays_chembl_id,assays_tid,assays_bao_format,assays_assay_cell_type,assays_cell_id,assays_assay_test_type,assays_src_id,assays_assay_strain,assays_tissue_id,assays_assay_organism,assays_variant_id,assays_assay_tax_id,assays_confidence_score,assays_curated_by,assays_relationship_type,assays_assay_type,assays_assay_tissue,assays_doc_id,assays_assay_subcellular_fraction,assays_src_assay_id
Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.54-0.7,11048,,CHEMBL627952,50597,BAO_0000218,,,,1,,2048.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Lung,8418,,
Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.6-0.66,11049,,CHEMBL627953,50597,BAO_0000218,,,,1,,2048.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Lung,8418,,
Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.35-1.74,11050,,CHEMBL627954,50597,BAO_0000218,,,,1,,2048.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Lung,8418,,
Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 3.62-7.08,11051,,CHEMBL627955,50597,BAO_0000218,,,,1,,2048.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Lung,8418,,
Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.47-0.56,11052,,CHEMBL627956,50597,BAO_0000218,,,,1,,2048.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Lung,8418,,
Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.54-1.07,11053,,CHEMBL876802,50597,BAO_0000218,,,,1,,2048.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Lung,8418,,
Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.76-0.91,11054,,CHEMBL627957,50597,BAO_0000218,,,,1,,2048.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Lung,8418,,
Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.61-0.86,11055,,CHEMBL627958,50597,BAO_0000218,,,,1,,2048.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Lung,8418,,
Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 2.11-3.79,11056,,CHEMBL627959,50597,BAO_0000218,,,,1,,2048.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Lung,8418,,
Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.3-0.36,11057,,CHEMBL627960,50597,BAO_0000218,,,,1,,2048.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Lung,8418,,
Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.36-0.44,11058,,CHEMBL627961,50597,BAO_0000218,,,,1,,2048.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Lung,8418,,
Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.5-0.65,11059,,CHEMBL627962,50597,BAO_0000218,,,,1,,2048.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Lung,8418,,
Distribution of radiolabeled compound in intestinal contents of rat 1 hr after ip administration of dose and excess 8 microg of estradiol; fmol equivalents per 100 mg,11060,,CHEMBL627963,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,9796,,
Distribution of radiolabeled compound in intestinal contents of rat 1 hr after ip administration of dose; fmol equivalents per 100 mg,11061,,CHEMBL624759,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,9796,,
Distribution of radiolabeled compound in intestinal contents of rat 1 hr after iv administration of dose; fmol equivalents per 100 mg,11062,,CHEMBL624760,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,9796,,
Distribution of radiolabeled compound in intestinal contents of rat 4 hr after ip administration of dose; fmol equivalents per 100 mg,11063,,CHEMBL624761,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,9796,,
Distribution of radiolabeled compound in intestinal contents of rat 8 hr after ip administration of dose; fmol equivalents per 100 mg,11064,,CHEMBL877607,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,9796,,
Distribution of radiolabeled compound in liver of rat 1 hr after ip administration of dose and excess 8 microg of estradiol; fmol equivalents per 100 mg,11065,,CHEMBL624762,50597,BAO_0000218,,,,1,,2107.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Liver,9796,,
Distribution of radiolabeled compound in liver of rat 1 hr after ip administration of dose; fmol equivalents per 100 mg,11066,,CHEMBL624763,50597,BAO_0000218,,,,1,,2107.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Liver,9796,,
Distribution of radiolabeled compound in liver of rat 1 hr after iv administration of dose; fmol equivalents per 100 mg,11067,,CHEMBL624764,50597,BAO_0000218,,,,1,,2107.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Liver,9796,,
Distribution of radiolabeled compound in liver of rat 4 hr after ip administration of dose; fmol equivalents per 100 mg,11068,,CHEMBL624765,50597,BAO_0000218,,,,1,,2107.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Liver,9796,,
Distribution of radiolabeled compound in liver of rat 8 hr after ip administration of dose; fmol equivalents per 100 mg,11069,,CHEMBL624766,50597,BAO_0000218,,,,1,,2107.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Liver,9796,,
Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5.4 mg/kg after ip administration ( 0-6 hr),11070,,CHEMBL624767,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5 mg/kg after ip administration,11071,,CHEMBL624768,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5 mg/kg after ip administration (0-6 hr),11072,,CHEMBL624769,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5 mg/kg after ip administration ( 0 - 6 hr),11073,,CHEMBL624770,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5 mg/kg after ip administration ( 0-6 hr ),11074,,CHEMBL624771,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5 mg/kg after ip administration ( 0-6 hr),11075,,CHEMBL624772,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration,11076,,CHEMBL624773,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),11077,,CHEMBL624774,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration (0-5 hr),11078,,CHEMBL624775,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration ( 0 - 5 hr),11079,,CHEMBL624776,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr ),11080,,CHEMBL624777,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),11081,,CHEMBL624778,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration,11082,,CHEMBL624779,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration ( 0 - 5 hr),11083,,CHEMBL624780,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr ),11084,,CHEMBL624781,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),11085,,CHEMBL877608,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration (0-5 hr),11086,,CHEMBL624782,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),11087,,CHEMBL624783,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration,11088,,CHEMBL624784,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),11089,,CHEMBL624785,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration (0-5 hr),11090,,CHEMBL624786,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr ),11091,,CHEMBL624787,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),11092,,CHEMBL628676,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration,11093,,CHEMBL621842,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),11094,,CHEMBL621843,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration (0-5 hr),11095,,CHEMBL623873,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration ( 0 - 5 hr),11096,,CHEMBL623874,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr ),11097,,CHEMBL623875,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),11098,,CHEMBL623876,50597,BAO_0000218,,,,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 0.312 mg/kg after ip administration,11099,,CHEMBL623877,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 0.3 mg/kg after ip administration (0-6 hr),11100,,CHEMBL623878,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 0.625 mg/kg after ip administration,11101,,CHEMBL623879,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 0.6 mg/kg after ip administration ( 0-6 hr),11102,,CHEMBL623880,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1.8 mg/kg after ip administration ( 0-6 hr),11103,,CHEMBL623881,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 10 mg/kg after ip administration (0-6 hr),11104,,CHEMBL623957,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 10 mg/kg after ip administration ( 0-6 hr),11105,,CHEMBL623958,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 16.2 mg/kg after ip administration ( 0-6 hr),11106,,CHEMBL623959,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr),11107,,CHEMBL623960,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration (0-6 hr),11108,,CHEMBL623961,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration ( 0 - 6 hr),11109,,CHEMBL623962,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr ),11110,,CHEMBL624676,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 20 mg/kg after ip administration ( 0-6 hr),11111,,CHEMBL624677,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 2 mg/kg after ip administration,11112,,CHEMBL624678,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 2 mg/kg after ip administration (0-6 hr),11113,,CHEMBL624679,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 2 mg/kg after ip administration ( 0 - 6 hr),11114,,CHEMBL624680,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 27%,11115,,CHEMBL624849,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,11732,,
Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 4%,11116,,CHEMBL624850,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,11732,,
Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 54%,11117,,CHEMBL874399,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,11732,,
Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 72%,11118,,CHEMBL624851,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,11732,,
Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 76%,11119,,CHEMBL624852,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,11732,,
Oral bioavailability in rat (dose 10 mg/kg),11120,,CHEMBL624853,22224,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,0,Autocuration,U,A,,13359,,
Oral bioavailability in rat (Sprague-Dawley),11121,,CHEMBL624854,22224,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,0,Autocuration,U,A,,16618,,
Oral bioavailability in rat,11122,,CHEMBL624855,22224,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,0,Autocuration,U,A,,13960,,
Oral bioavailability in rats was determined in vivo,11123,,CHEMBL624856,22224,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,0,Autocuration,U,A,,13917,,
Oral bioavailability in dog,11124,,CHEMBL882957,22224,BAO_0000218,,,In vivo,1,,,Canis lupus familiaris,,9615.0,0,Autocuration,U,A,,14266,,
Oral bioavailability of compound in monkey,11125,,CHEMBL624857,22224,BAO_0000218,,,In vivo,1,,,Simiiformes,,314293.0,0,Autocuration,U,A,,12359,,
Oral bioavailability of compound in rat,11126,,CHEMBL622202,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,12359,,
Bioavailability in rat of PMEA prodrug,11127,,CHEMBL622203,22224,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,0,Autocuration,U,A,,12359,,
Oral bioavailability of compound was evaluated relative to that of PMEA in rat; Not determined due to lack of solubility,11128,,CHEMBL625522,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,12359,,
Serum conc at 3 hours following 25 mg/kg dose,11129,,CHEMBL622868,22224,BAO_0000218,,,In vivo,1,,,Macaca mulatta,,9544.0,0,Autocuration,U,A,,10791,,
Urine conc 0-5 hours following 25 mg/kg dose,11130,,CHEMBL622869,22224,BAO_0000218,,,In vivo,1,,1088.0,Macaca mulatta,,9544.0,0,Autocuration,U,A,Urine,10791,,
Urine conc 0-24 hours following 25 mg/kg dose,11131,,CHEMBL622870,22224,BAO_0000218,,,In vivo,1,,1088.0,Macaca mulatta,,9544.0,0,Autocuration,U,A,Urine,10791,,
Oral bioavailability in African green monkeys; 20-25,11132,,CHEMBL622871,22224,BAO_0000218,,,In vivo,1,,,Chlorocebus aethiops,,9534.0,0,Autocuration,U,A,,138,,
Oral bioavailability in cynomolgus monkey.,11133,,CHEMBL620560,100710,BAO_0000218,,,In vivo,1,,,Macaca fascicularis,,9541.0,1,Intermediate,N,A,,14521,,
Oral bioavailability in dog,11134,,CHEMBL620561,22224,BAO_0000218,,,In vivo,1,,,Canis lupus familiaris,,9615.0,0,Autocuration,U,A,,13953,,
Oral bioavailability in dog at 10 mg/kg oral dose,11135,,CHEMBL620562,50588,BAO_0000218,,,In vivo,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,12836,,
Oral bioavailability in hamster at 10 mg/kg oral dose,11136,,CHEMBL620563,100712,BAO_0000218,,,In vivo,1,,,Cricetinae,,10026.0,1,Intermediate,N,A,,12836,,
Oral bioavailability in rat at 10 mg/kg oral dose,11137,,CHEMBL620564,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,12836,,
Oral bioavailability in rat,11138,,CHEMBL872265,22224,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,0,Autocuration,U,A,,14521,,
Oral bioavailability in rat,11139,,CHEMBL620565,22224,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,0,Autocuration,U,A,,13953,,
Oral bioavailability,11140,,CHEMBL620566,22224,BAO_0000218,,,In vivo,1,,,Eutheria,,9347.0,0,Autocuration,U,A,,6799,,
Oral bioavailability was determined; range 49-102%,11141,,CHEMBL620567,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,11311,,
