assay_type,assay_organism,assay_tax_id,variant_id,assay_cell_type,src_id,curated_by,assay_subcellular_fraction,doc_id,assay_strain,relationship_type,assay_id,confidence_score,cell_id,assay_category,tid,assay_tissue,tissue_id,assay_test_type,bao_format,chembl_id,src_assay_id,description
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,3639,,N,5812,1,,,50588,,,In vivo,BAO_0000218,CHEMBL621586,,The compound was tested for clearance in dog plasma.
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,4838,,N,5813,1,,,50588,,,In vivo,BAO_0000218,CHEMBL875835,,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration"
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,4137,,N,5814,1,,,50588,,,In vivo,BAO_0000218,CHEMBL621587,,Clearance value of compound was determined after intravenous administration of 1 mg/kg/h in dog
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,5017,,N,5815,1,,,50588,Plasma,1969.0,In vivo,BAO_0000218,CHEMBL621588,,Compound was tested for its ability of plasma clearance when administered in dog perorally (1 mg/kg) and intravenously (0.2 mg/kg)
A,Canis lupus familiaris,9615.0,,,1,Intermediate,Microsomes,17538,,N,5816,1,,,50588,Liver,2107.0,In vitro,BAO_0000218,CHEMBL621589,,In vitro clearance in dog liver microsomes
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6161,,N,5817,1,,,50588,,,In vivo,BAO_0000218,CHEMBL621590,,Pharmacokinetic profile in terms of clearance was determined at a dose of 0.5 mg/kg administered intravenously in dog
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6161,,N,5818,1,,,50588,,,In vivo,BAO_0000218,CHEMBL621591,,Pharmacokinetic profile in terms of clearance was determined at a dose of 5 mg/kg administered intravenously in dog
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,1696,,N,5819,1,,,50588,,,In vivo,BAO_0000218,CHEMBL621592,,Plasma clearance in dog
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6762,,N,5820,1,,,50588,,,In vivo,BAO_0000218,CHEMBL621593,,Clearance rate in dog
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,5932,,N,5821,1,,,50588,Plasma,1969.0,In vivo,BAO_0000218,CHEMBL621594,,Plasma concentration in dogs after 2 hr at 30mg/kg oral dose
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6305,,N,5822,1,,,50588,,,In vivo,BAO_0000218,CHEMBL621595,,Clearance in dogs
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,4942,,N,5823,1,,,50588,,,In vivo,BAO_0000218,CHEMBL621596,,Plasma clearance in dogs
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,4219,,N,5824,1,,,50588,,,In vivo,BAO_0000218,CHEMBL621597,,Plasma clearance was determined
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,17853,,N,5825,1,,,50588,,,In vivo,BAO_0000218,CHEMBL621598,,Lower clearance in dog (i.v.) at 0.5 mpk
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,4514,,N,5826,1,,,50588,,,In vivo,BAO_0000218,CHEMBL621599,,Plasma clearance in Beagle dogs
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6448,,N,5827,1,,,50588,,,In vivo,BAO_0000218,CHEMBL875836,,Plasma clearance (Clp) in dog
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6227,,N,5828,1,,,50588,,,In vivo,BAO_0000218,CHEMBL621600,,Plasma clearance (pharmacokinetic parameter) in dog (in vivo) at a dose of 1 mg/kg
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6227,,N,5829,1,,,50588,,,In vivo,BAO_0000218,CHEMBL621601,,Plasma clearance (pharmacokinetic parameter) in dog was determined
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6062,,N,5830,1,,,50588,,,In vivo,BAO_0000218,CHEMBL618474,,Plasma clearance for the compound was measured in dog after an iv dose of 1 mg/kg
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6821,,N,5831,1,,,50588,,,In vivo,BAO_0000218,CHEMBL618475,,Plasma clearance of compound was determined in dog
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,4709,,N,5832,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624524,,Plasma clearance after intravenous administration of 1 mg/kg in dog
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,4521,,N,5833,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624525,,Plasma clearance in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,5374,,N,5834,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624526,,Plasma clearance in dog was determined
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6057,,N,5835,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624527,,Plasma clearance was calculated in dog
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,4727,,N,5836,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624528,,Plasma clearance at the dose of 2 mg/kg in dog
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,5145,,N,5837,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624529,,Plasma clearance in dog
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,17657,,N,5838,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624530,,Plasma clearance in dog
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,17657,,N,5839,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624531,,Plasma clearance in dog; Unable to calculate
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,5145,,N,5840,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624532,,Plasma clearance in rhesus monkey
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6642,,N,5841,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624533,,Plasma clearance in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only)
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6641,,N,5842,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624534,,Plasma clearance in dog (dosed at 0.5 mpk iv and 2.0 mpk orally)
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6642,,N,5843,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624535,,Plasma clearance in dog (dosed at 0.5 mpk iv and 2.0 mpk orally)
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,5472,,N,5844,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624536,,Plasma clearance was evaluated in dog
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,5472,,N,5845,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624537,,Plasma clearance was evaluated in dog; Not tested
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,5472,,N,5846,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624538,,Plasma clearance was evaluated in rhesus
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,5472,,N,5847,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624539,,Plasma clearance was evaluated in rhesus; Not tested
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,4257,,N,5848,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624540,,Plasma clearance value was determined in dog after a 3 mg/kg of iv dose
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6679,,N,5849,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624541,,Plasma clearance was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,5546,,N,5850,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624542,,Plasma clearance was determined in Beagle dog at a dose of 1 mg/kg by iv administration
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6348,,N,5851,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624543,,Plasma clearance was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,5474,,N,5852,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624544,,Clearance value at a dose of 0.2 mg/kg i.v.
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6316,,N,5853,1,,,50588,Plasma,1969.0,In vivo,BAO_0000218,CHEMBL624545,,Cmax (Maximum (Peak) plasma drug concentration) was after oral administration at 5 mg/kg
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,17594,,N,5854,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624546,,Cmax after oral dose of compound at 3 mg/kg in dogs
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,17594,,N,5855,1,,,50588,,,In vivo,BAO_0000218,CHEMBL875957,,Cmax after single intravenous bolus of 1 mg/kg in dogs
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,5802,,N,5856,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624547,,Cmax of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6535,,N,5857,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624548,,Cmax in dog after administration of 0.25 mg/kg iv; ND = not determined
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6535,,N,5858,1,,,50588,,,In vivo,BAO_0000218,CHEMBL624549,,Cmax in dog after administration of 1 mg/kg iv
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,1466,,N,5859,1,,,50588,Plasma,1969.0,In vivo,BAO_0000218,CHEMBL624550,,Cmax in plasma was determined upon peroral administration of 10.0 mg/Kg dose in dog
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6505,,N,5860,1,,,50588,,,In vivo,BAO_0000218,CHEMBL621613,,Cmax on p.o. administration of 10 mg/kg was measured in dog
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,5668,,N,5861,1,,,50588,,,In vivo,BAO_0000218,CHEMBL621614,,Cmax was determine after peroral administration at 10 mpk in dog
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,5668,,N,5862,1,,,50588,,,In vivo,BAO_0000218,CHEMBL623431,,Cmax was determine after peroral administration at 5 mpk in dog
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,5668,,N,5863,1,,,50588,,,In vivo,BAO_0000218,CHEMBL623432,,Cmax was determine after peroral administration at 5 mg/kg in dog
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,5600,,N,5864,1,,,50588,,,In vivo,BAO_0000218,CHEMBL623433,,Cmax after 0.3 mg/kg po administration in dog
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,17764,,N,5865,1,,,50588,,,In vivo,BAO_0000218,CHEMBL623434,,Cmax after peroral administration in dogs at 2.4 uM/kg
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6123,,N,5866,1,,,50588,,,In vivo,BAO_0000218,CHEMBL623435,,Cmax in dog after oral administration at 1 mg/kg
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6123,,N,5867,1,,,50588,,,In vivo,BAO_0000218,CHEMBL623436,,Cmax in dog after oral administration at 1 mg/kg; Below the level of quantitation
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,6757,,N,5868,1,,,50588,,,In vivo,BAO_0000218,CHEMBL875958,,Cmax upon oral administration in male Beagle dog at 10 mg/kg
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,16907,,N,5869,1,,,50588,,,In vivo,BAO_0000218,CHEMBL623437,,Cmax value after 15 mg/kg iv dose in Dogs
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5870,1,,,50594,Blood,178.0,In vivo,BAO_0000218,CHEMBL623438,,Biodistribution in blood was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5871,1,,,50594,Blood,178.0,In vivo,BAO_0000218,CHEMBL623439,,Biodistribution in blood was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5872,1,,,50594,Bone,10000001.0,In vivo,BAO_0000218,CHEMBL623440,,Biodistribution in bone was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5873,1,,,50594,Bone,10000001.0,In vivo,BAO_0000218,CHEMBL623441,,Biodistribution in bone was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5874,1,,,50594,Bone,10000001.0,In vivo,BAO_0000218,CHEMBL623442,,Biodistribution in bone was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5875,1,,,50594,,,In vivo,BAO_0000218,CHEMBL623469,,Biodistribution in fat and fur was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5876,1,,,50594,,,In vivo,BAO_0000218,CHEMBL623470,,Biodistribution in fat and fur was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5877,1,,,50594,,,In vivo,BAO_0000218,CHEMBL623471,,Biodistribution in fat and fur was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5878,1,,,50594,Heart,948.0,In vivo,BAO_0000218,CHEMBL623472,,Biodistribution in heart was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5879,1,,,50594,Heart,948.0,In vivo,BAO_0000218,CHEMBL623473,,Biodistribution in heart was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5880,1,,,50594,Heart,948.0,In vivo,BAO_0000218,CHEMBL623474,,Biodistribution in heart was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5881,1,,,50594,Kidney,2113.0,In vivo,BAO_0000218,CHEMBL623475,,Biodistribution in kidney was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5882,1,,,50594,Kidney,2113.0,In vivo,BAO_0000218,CHEMBL623476,,Biodistribution in kidney was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5883,1,,,50594,Kidney,2113.0,In vivo,BAO_0000218,CHEMBL623477,,Biodistribution in kidney was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5884,1,,,50594,Intestine,160.0,In vivo,BAO_0000218,CHEMBL621896,,Biodistribution in large intestine after iv administration at 1 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5885,1,,,50594,Intestine,160.0,In vivo,BAO_0000218,CHEMBL621897,,Biodistribution in large intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5886,1,,,50594,Intestine,160.0,In vivo,BAO_0000218,CHEMBL621898,,Biodistribution in large intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5887,1,,,50594,Liver,2107.0,In vivo,BAO_0000218,CHEMBL621899,,Biodistribution in liver was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5888,1,,,50594,Liver,2107.0,In vivo,BAO_0000218,CHEMBL621900,,Biodistribution in liver was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5889,1,,,50594,Liver,2107.0,In vivo,BAO_0000218,CHEMBL621901,,Biodistribution in liver was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5890,1,,,50594,Lung,2048.0,In vivo,BAO_0000218,CHEMBL621902,,Biodistribution in lung was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5891,1,,,50594,Lung,2048.0,In vivo,BAO_0000218,CHEMBL621903,,Biodistribution in lung was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5892,1,,,50594,Lung,2048.0,In vivo,BAO_0000218,CHEMBL622587,,Biodistribution in lung was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5893,1,,,50594,Muscle tissue,2385.0,In vivo,BAO_0000218,CHEMBL620285,,Biodistribution in muscle was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5894,1,,,50594,Muscle tissue,2385.0,In vivo,BAO_0000218,CHEMBL875285,,Biodistribution in muscle was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5895,1,,,50594,Muscle tissue,2385.0,In vivo,BAO_0000218,CHEMBL620286,,Biodistribution in muscle was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5896,1,,,50594,,,In vivo,BAO_0000218,CHEMBL620287,,Biodistribution in pancreatic tissue was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5897,1,,,50594,,,In vivo,BAO_0000218,CHEMBL620288,,Biodistribution in pancreatic tissue was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5898,1,,,50594,,,In vivo,BAO_0000218,CHEMBL620289,,Biodistribution in pancreatic tissue was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5899,1,,,50594,Intestine,160.0,In vivo,BAO_0000218,CHEMBL620290,,Biodistribution in small intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5900,1,,,50594,Intestine,160.0,In vivo,BAO_0000218,CHEMBL620291,,Biodistribution in small intestine was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5901,1,,,50594,Intestine,160.0,In vivo,BAO_0000218,CHEMBL620292,,Biodistribution in small intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5902,1,,,50594,Spleen,2106.0,In vivo,BAO_0000218,CHEMBL620293,,Biodistribution in spleen was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5903,1,,,50594,Spleen,2106.0,In vivo,BAO_0000218,CHEMBL620294,,Biodistribution in spleen was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5904,1,,,50594,Spleen,2106.0,In vivo,BAO_0000218,CHEMBL618614,,Biodistribution in spleen was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5905,1,,,50594,Stomach,945.0,In vivo,BAO_0000218,CHEMBL618615,,Biodistribution in stomach was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5906,1,,,50594,Stomach,945.0,In vivo,BAO_0000218,CHEMBL618616,,Biodistribution in stomach was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram
F,Homo sapiens,9606.0,,A 172,1,Expert,,2036,,N,5907,1,622.0,,80012,,,,BAO_0000219,CHEMBL618617,,Cytotoxicity against A-172 human tumor cell lines
F,Homo sapiens,9606.0,,A 172,1,Intermediate,,2357,,N,5908,1,622.0,,80012,,,,BAO_0000219,CHEMBL618618,,Compound was evaluated for the in vitro cytotoxicity against A-172 human glioblastoma cell line
F,Homo sapiens,9606.0,,A204,1,Intermediate,,1457,,N,5909,1,623.0,,80014,,,,BAO_0000219,CHEMBL618619,,Antiproliferative activity of compound was tested against rhabdomyosarcoma (A-204) human tumor cells
