Fiscal year,Youth issues (marker),Organisation name,PBA type,Gender equality (marker),Children issues (marker),FSTC percent,CountryRegion name,Knowledge for development (marker),Fund centre name,Branch name,Sector percent,Project Browser country ID,Enviromental sustainability (marker),ICT as a tool for development (marker),Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,0,World Bank,Not PBA,0,0,0.9,Central America,0,Caribbean Region,NGM Americas,0.5,BZ,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Central America,0,Caribbean Region,NGM Americas,0.2,BZ,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.1,LC,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.2,LC,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.5,LC,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.2,LC,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.1,VC,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.2,VC,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.5,VC,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.2,VC,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.1,DM,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.2,DM,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.5,DM,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.2,DM,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.1,GD,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.2,GD,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.5,GD,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.2,GD,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.1,JM,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.2,JM,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.5,JM,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.2,JM,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.1,AG,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.2,AG,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.5,AG,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.2,AG,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.1,KN,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.2,KN,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.5,KN,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Caribbean,0,Caribbean Region,NGM Americas,0.2,KN,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,South America,0,Caribbean Region,NGM Americas,0.1,GY,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,South America,0,Caribbean Region,NGM Americas,0.2,GY,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,South America,0,Caribbean Region,NGM Americas,0.5,GY,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,South America,0,Caribbean Region,NGM Americas,0.2,GY,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,South America,0,Caribbean Region,NGM Americas,0.1,SR,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,South America,0,Caribbean Region,NGM Americas,0.2,SR,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,South America,0,Caribbean Region,NGM Americas,0.5,SR,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,South America,0,Caribbean Region,NGM Americas,0.2,SR,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Ghana Center for Democratic Development,Not PBA,2,0,1.0,Africa MC,0,Central & West Africa Regional Program,WGM Sub-Saharan Africa,1.0,X1,0,0,A034058002,Closed,673994.0,B4200,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,673994.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,CANADEM,Not PBA,1,0,1.0,Africa MC,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,1.0,X1,0,0,A034062001,Closed,5421099.09,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,5421099.09,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,CANADEM,Not PBA,1,0,1.0,Americas MC,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,1.0,X2,0,0,A034062001,Closed,5421099.09,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,5421099.09,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,CANADEM,Not PBA,1,0,1.0,Asia MC,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,1.0,X3,0,0,A034062001,Closed,5421099.09,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,5421099.09,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,CANADEM,Not PBA,1,0,1.0,Europe MC,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,1.0,X4,0,0,A034062001,Closed,5421099.09,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,5421099.09,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Organization of American States,Not PBA,2,0,1.0,Americas MC,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,0.2,X2,0,0,A034062002,Closed,5000000.0,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,5000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Organization of American States,Not PBA,2,0,1.0,Americas MC,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,0.7,X2,0,0,A034062002,Closed,5000000.0,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,5000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Organization of American States,Not PBA,2,0,1.0,Americas MC,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,0.1,X2,0,0,A034062002,Closed,5000000.0,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,5000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Carter Center,Not PBA,2,0,1.0,Africa MC,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,0.8,X1,0,0,A034062003,Closed,1148961.94,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,1148961.94,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Carter Center,Not PBA,2,0,1.0,Africa MC,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,0.2,X1,0,0,A034062003,Closed,1148961.94,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,1148961.94,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Carter Center,Not PBA,2,0,1.0,Asia MC,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,0.8,X3,0,0,A034062003,Closed,1148961.94,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,1148961.94,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Carter Center,Not PBA,2,0,1.0,Asia MC,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,0.2,X3,0,0,A034062003,Closed,1148961.94,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,1148961.94,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Commonwealth Secretariat,Not PBA,2,0,1.0,Cameroon,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,1.0,CM,0,0,A034062005,Closed,2546693.0,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,2546693.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Commonwealth Secretariat,Not PBA,2,0,1.0,Gambia,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,1.0,GM,0,0,A034062005,Closed,2546693.0,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,2546693.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Commonwealth Secretariat,Not PBA,2,0,1.0,Guyana,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,1.0,GY,0,0,A034062005,Closed,2546693.0,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,2546693.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Commonwealth Secretariat,Not PBA,2,0,1.0,Sri Lanka,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,1.0,LK,0,0,A034062005,Closed,2546693.0,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,2546693.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Commonwealth Secretariat,Not PBA,2,0,1.0,Lesotho,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,1.0,LS,0,0,A034062005,Closed,2546693.0,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,2546693.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Commonwealth Secretariat,Not PBA,2,0,1.0,Nigeria,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,1.0,NG,0,0,A034062005,Closed,2546693.0,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,2546693.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Commonwealth Secretariat,Not PBA,2,0,1.0,Papua Nw Guinea,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,1.0,PG,0,0,A034062005,Closed,2546693.0,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,2546693.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Commonwealth Secretariat,Not PBA,2,0,1.0,Rwanda,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,1.0,RW,0,0,A034062005,Closed,2546693.0,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,2546693.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Commonwealth Secretariat,Not PBA,2,0,1.0,Sierra Leone,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,1.0,SL,0,0,A034062005,Closed,2546693.0,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,2546693.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Commonwealth Secretariat,Not PBA,2,0,1.0,Uganda,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,1.0,UG,0,0,A034062005,Closed,2546693.0,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,2546693.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Commonwealth Secretariat,Not PBA,2,0,1.0,Zambia,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,1.0,ZM,0,0,A034062005,Closed,2546693.0,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,2546693.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Save the Children Netherlands,Not PBA,2,2,1.0,Afghanistan,0,Afghanistan,OGM Asia Pacific,0.2,AF,0,0,A034063001,Closed,3885635.23,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,3885635.23,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Save the Children Netherlands,Not PBA,2,2,1.0,Afghanistan,0,Afghanistan,OGM Asia Pacific,0.8,AF,0,0,A034063001,Closed,3885635.23,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,3885635.23,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Nexus Media Inc.,Not PBA,0,0,0.0,Canada,0,Mass Media Initiative,KFM Partnership for Develop. Innovation,1.0,CA,0,0,A034067001,Closed,109761.81,B6100,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2217,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,F�d�ration professionnelle des journalistes du Qu�bec,Not PBA,0,0,0.0,Canada,0,Journalism and Development Initiative,KFM Partnership for Develop. Innovation,1.0,CA,1,0,A034072001,Closed,96000.0,B6100,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2240,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,CARE Canada,Not PBA,2,0,0.15,Peru,0,Peru,NGM Americas,0.85,PE,0,0,A034073001,Closed,5000000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,5000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,CARE Canada,Not PBA,2,0,0.15,Peru,0,Peru,NGM Americas,0.15,PE,0,0,A034073001,Closed,5000000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,5000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Peru,0,Peru,NGM Americas,0.6,PE,0,0,A034074001,Closed,3000000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,3000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Peru,0,Peru,NGM Americas,0.075,PE,0,0,A034074001,Closed,3000000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,3000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Peru,0,Peru,NGM Americas,0.075,PE,0,0,A034074001,Closed,3000000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,3000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Peru,0,Peru,NGM Americas,0.1,PE,0,0,A034074001,Closed,3000000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,3000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,Peru,0,Peru,NGM Americas,0.15,PE,0,0,A034074001,Closed,3000000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,3000000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,2,0,0.750000001,Burkina-Faso,0,Burkina Faso,WGM Sub-Saharan Africa,0.3,BF,1,0,A034094001,Terminating,4430313.49,B4200,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,4430313.49,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,D�veloppement international Desjardins,Not PBA,2,0,0.750000001,Burkina-Faso,0,Burkina Faso,WGM Sub-Saharan Africa,0.3,BF,1,0,A034094001,Terminating,4430313.49,B4200,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,4430313.49,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,2,0,0.750000001,Burkina-Faso,0,Burkina Faso,WGM Sub-Saharan Africa,0.05,BF,1,0,A034094001,Terminating,4430313.49,B4200,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,4430313.49,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,D�veloppement international Desjardins,Not PBA,2,0,0.750000001,Burkina-Faso,0,Burkina Faso,WGM Sub-Saharan Africa,0.05,BF,1,0,A034094001,Terminating,4430313.49,B4200,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,4430313.49,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,2,0,0.750000001,Burkina-Faso,0,Burkina Faso,WGM Sub-Saharan Africa,0.25,BF,1,0,A034094001,Terminating,4430313.49,B4200,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,4430313.49,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,D�veloppement international Desjardins,Not PBA,2,0,0.750000001,Burkina-Faso,0,Burkina Faso,WGM Sub-Saharan Africa,0.25,BF,1,0,A034094001,Terminating,4430313.49,B4200,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,4430313.49,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,2,0,0.750000001,Burkina-Faso,0,Burkina Faso,WGM Sub-Saharan Africa,0.4,BF,1,0,A034094001,Terminating,4430313.49,B4200,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,4430313.49,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,D�veloppement international Desjardins,Not PBA,2,0,0.750000001,Burkina-Faso,0,Burkina Faso,WGM Sub-Saharan Africa,0.4,BF,1,0,A034094001,Terminating,4430313.49,B4200,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,4430313.49,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Safran Films Inc.,Not PBA,3,0,0.0,Canada,0,Mass Media Initiative,KFM Partnership for Develop. Innovation,1.0,CA,0,0,A034098001,Closed,60000.0,B6100,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2217,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Pooled funding,1,0,0.0,Burkina-Faso,0,Burkina Faso,WGM Sub-Saharan Africa,0.2,BF,0,0,A034101001,Operational,3462392.81,B4200,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,3462392.81,0.0,0,Core Funding,Uncoded: Pre-APP,1,0,0
